"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
960,448,20,1,"grant_micro","","","Your aura effect becomes a vortex of swirling spirits.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],354,"","",""
961,449,20,1,"grant_micro","","","Your Summon Raging Spirit now creates skulls infused with a ghostly green fire.",[],"","Summon Raging Spirits Skin","",[],[],0,"",0,"",2,[],[],[],17,[37],348,"","",""
962,450,20,1,"grant_micro","","","Adds a radiant effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",362,"","",""
963,451,20,1,"grant_micro","","","Adds an arcane effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",354,"","",""
964,452,20,1,"grant_micro","","","Adds an acid effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",364,"","",""
965,453,20,1,"grant_micro","","","Adds a verdant effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",357,"","",""
966,454,20,1,"grant_micro","","","Adds a necrotic effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",344,"","",""
967,455,20,1,"grant_micro","","","Adds a vampiric effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",356,"","",""
968,456,20,1,"grant_micro","","","Adds a turquoise glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",382,"","",""
969,457,20,1,"grant_micro","","","Adds an ebony glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",349,"","",""
970,458,20,1,"grant_micro","","","Adds a blue glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",382,"","",""
971,459,20,1,"grant_micro","","","Adds a green glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",369,"","",""
972,460,20,1,"grant_micro","","","Adds a purple glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",382,"","",""
973,461,20,1,"grant_micro","","","Adds a red glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",365,"","",""
974,462,20,1,"grant_micro","","","Adds a white glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",382,"","",""
975,463,20,1,"grant_micro","","","Adds a yellow glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",382,"","",""
976,464,20,1,"grant_micro","","","Impales a beating heart upon a sword, dagger, or wand",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",382,"","",""
977,465,20,1,"grant_micro","","","Impales a beating heart upon a sword, dagger, or wand",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",382,"","",""
978,466,20,1,"grant_micro","","","Impales a beating heart upon a sword, dagger, or wand",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",382,"","",""
979,467,20,1,"grant_micro","","","Adds an ivory glow effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",382,"","",""
980,468,20,1,"grant_micro","","","Adds the Regal effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",375,"","",""
981,469,20,1,"grant_micro","","","Adds the Divine effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",375,"","",""
982,470,20,1,"grant_micro","","","Adds the Exalted effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",375,"","",""
983,471,20,1,"grant_micro","","","Adds the Eternal effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",375,"","",""
984,472,20,1,"grant_micro","","","Adds a freezing effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",353,"","",""
985,473,20,1,"grant_micro","","","Adds a flaming effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",343,"","",""
986,474,20,1,"grant_micro","","","Adds a sparking effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",363,"","",""
987,475,20,1,"grant_micro","","","Adds the Seraph effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",358,"","",""
988,476,20,1,"grant_micro","","","Adds the Ghostflame effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",0,[],[],[],2,"[2,5]",348,"","",""
989,477,20,1,"grant_micro","","","Adds the Carnage effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",413,"","",""
990,4534,1,1,"grant_micro","","","",[],"","","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",382,"","",""
991,478,20,1,"grant_micro","","","Adds fiery footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],343,"","",""
992,479,20,1,"grant_micro","","","Adds sparking footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",1,[],[],[],10,[13],363,"","",""
993,480,20,1,"grant_micro","","","Adds icy footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",1,[],[],[],10,[13],353,"","",""
994,481,20,1,"grant_micro","","","Adds befouling footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],349,"","",""
995,482,20,1,"grant_micro","","","Adds vampiric footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",1,[],[],[],10,[13],356,"","",""
996,483,20,1,"grant_micro","","","Adds radiant footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],362,"","",""
997,484,20,1,"grant_micro","","","Adds necrotic footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],344,"","",""
998,485,20,1,"grant_micro","","","Adds bloody footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",1,[],[],[],10,[13],347,"","",""
999,486,20,1,"grant_micro","","","Adds Razer footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],382,"","",""
1000,487,20,1,"grant_micro","","","Adds Seraph footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],358,"","",""
1001,488,20,1,"grant_micro","","","Adds reaper footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],349,"","",""
1002,489,20,1,"grant_micro","","","Adds Verdant footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],357,"","",""
1003,490,20,1,"grant_micro","","","Adds Ghostflame footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],348,"","",""
1004,4533,1,1,"grant_micro","","","",[],"","","",[],[],0,"",0,"","",[],[],[],10,[13],382,"","",""
1005,4896,100,4,"apply_item_skin","Click this item, then left click the item you wish to take the appearance from, then left click the item you wish to apply it to. The first item is destroyed but can later be recovered by shift clicking the transformed item.","","Destroys one item to apply its appearance to another.",[],"","Item Skin","",[],[],0,"<<xbox_button_a>> to select, then <<xbox_button_a>> on the item you wish to take the appearance from, then <<xbox_button_a>> on the item you wish to apply it to. The first item is destroyed but can later be recovered.",0,"","",[],[],[],19,[],360,"","",""
1006,497,20,1,"grant_micro","","","Adds the Exile's Essentials back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],382,"","",""
1007,498,20,1,"grant_micro","","","Adds the Holiday Present Sack back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],382,"","",""
1008,499,20,1,"grant_micro","","","Adds the Survivor's Supplies back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],376,"","",""
1009,500,20,1,"grant_micro","","","Adds the Warrior's Mark back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],376,"","",""
1010,501,20,1,"grant_micro","","","Adds the Champion's Hour back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],376,"","",""
1011,502,20,1,"grant_micro","","","Adds the Conqueror's Reign back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],376,"","",""
1012,503,1,1,"modify_portal_variation","","","This character's portals use the Orange effect.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,"[20,20]",382,"","",""
1013,504,1,1,"modify_portal_variation","","","This character's portals use the Crimson effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,"[20,20]",365,"","",""
1014,505,1,1,"modify_portal_variation","","","This character's portals get steamy.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,"[20,20]",382,"","",""
1015,506,1,1,"modify_portal_variation","","","This character's portals use the Steam-powered effect.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,"[20,20]",355,"","",""
1016,507,1,1,"modify_portal_variation","","","This character's portals use the Voidgate effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],382,"","",""
1017,509,1,1,"modify_portal_variation","","","This character's portals become a singularity into the abyss.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,"[20,20]",366,"","",""
1018,510,1,1,"modify_portal_variation","","","This character's portals use the Survivor's Respite effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,"[20,20]",376,"","",""
1019,511,1,1,"modify_portal_variation","","","This character's portals use the Warrior's Assault effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,"[20,20]",376,"","",""
1020,512,1,1,"modify_portal_variation","","","This character's portals use the Champion's Arrival effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,"[20,20]",376,"","",""
1021,513,1,1,"modify_portal_variation","","","This character's portals use the Conqueror's Campaign effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,"[20,20]",376,"","",""
1022,514,1,1,"modify_portal_variation","","","This character's portals use the Shaper's effect.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,[20],366,"","",""
1023,515,1,1,"modify_portal_variation","","","This character's portals use the Elder's effect.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,[20],428,"","",""
1024,516,1,1,"modify_character_portrait","","","Adds the Test Character Portrait to this character.",[],"","","",[],[],0,"",0,"","",[],[],[],13,[16],382,"","",""
1025,517,1,1,"modify_character_portrait","","","Adds the Test Character Portrait2 to this character.",[],"","","",[],[],0,"",0,"","",[],[],[],13,[16],382,"","",""
1026,518,1,1,"grant_micro","","","Adds the Warrior Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,"[17,17]",376,"","",""
1027,519,1,1,"grant_micro","","","Adds the Champion Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,"[17,17]",376,"","",""
1028,520,1,1,"grant_micro","","","Adds the Conqueror Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,"[17,17]",376,"","",""
1029,521,1,1,"grant_micro","","","Adds the Journeyman Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],377,"","",""
1030,522,1,1,"grant_micro","","","Adds the Master Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],377,"","",""
1031,523,1,1,"grant_micro","","","Adds the Grandmaster Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],377,"","",""
1032,7372,1,1,"grant_micro","","","TEMP - RECLAIM THIS IF POSSIBLE",[],"","TEMP","",[],[],0,"",0,"","",[],[],[],5,[10],382,"","",""
1033,524,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Seraph platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],358,"","",""
1034,525,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Seraph greaves.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],358,"","",""
1035,526,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],358,"","",""
1036,527,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],358,"","",""
1037,528,1,1,"grant_micro","","","Adds the Seraph Battle Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],358,"","",""
1038,529,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the metallic Elite platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],382,"","",""
1039,530,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the metallic Elite greaves.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],382,"","",""
1040,532,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the metallic Elite gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],382,"","",""
1041,531,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the metallic Elite helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],382,"","",""
1042,533,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the alabaster Seraph platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],362,"","",""
1043,534,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the alabaster Seraph greaves.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],362,"","",""
1044,535,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the alabaster Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],362,"","",""
1045,536,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the alabaster Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],362,"","",""
1046,537,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the cerulean Seraph platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],373,"","",""
1047,538,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the cerulean Seraph greaves.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],373,"","",""
1048,539,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the cerulean Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],373,"","",""
1049,540,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the cerulean Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],373,"","",""
1050,541,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the golden Seraph platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],373,"","",""
1051,542,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the golden Seraph greaves.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],373,"","",""
1052,543,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the golden Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],373,"","",""
1053,544,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the golden Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],373,"","",""
1054,545,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the obsidian Seraph platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],349,"","",""
1055,546,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the obsidian Seraph greaves.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],349,"","",""
1056,547,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the obsidian Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],349,"","",""
1057,548,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the obsidian Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],349,"","",""
1058,549,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the sanguine Seraph platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],373,"","",""
1059,550,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the sanguine Seraph greaves.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],373,"","",""
1060,551,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the sanguine Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],373,"","",""
1061,552,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the sanguine Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],373,"","",""
1062,553,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Arcane body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],354,"","",""
1063,554,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Arcane boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],354,"","",""
1064,555,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Arcane gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],354,"","",""
1065,556,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Arcane helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],354,"","",""
1066,557,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Vampiric body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],356,"","",""
1067,558,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Vampiric boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],356,"","",""
1068,559,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Vampiric gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],356,"","",""
1069,560,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vampiric helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],356,"","",""
1070,561,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Verdant body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],357,"","",""
1071,562,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Verdant boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],357,"","",""
1072,563,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Verdant gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],357,"","",""
1073,564,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Verdant helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],357,"","",""
1074,565,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Ritual Horns.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1075,566,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Ritual Horns.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1076,569,100,1,"fireworks","","","Celebrate your victory with these opulent fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1077,570,100,1,"fireworks","","","Celebrate in style with these flashy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1078,571,100,1,"fireworks","","","Celebrate in style with these flashy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1079,572,100,1,"fireworks","","","Celebrate in horror with these gory fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1080,573,100,1,"fireworks","","","Create a vibrant aurora above your character.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1081,574,100,1,"fireworks","","","Celebrate in style with these flashy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1082,575,100,1,"fireworks","","","Create swirling dark fireworks above your character.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1083,576,100,1,"fireworks","","","Celebrate in style with these flashy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1084,577,1,1,"fireworks","","","Celebrate in style with these creepy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],360,"","",""
1085,578,1,1,"fireworks","","","Celebrate the holiday in style with these frosty fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"","",[],[],[],19,[],360,"","",""
1086,567,1,1,"grant_micro","","","Adds the Seraph Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],358,"","",""
1087,568,1,1,"grant_micro","","","Adds the Tentacle Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],351,"","",""
1088,579,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a villainous bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],382,"","",""
1089,580,1,1,"grant_micro","","","Adds a villainous bandana to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",382,"","",""
1090,492,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to an engraved skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1091,493,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a crystallised skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1092,494,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to an ornamental skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1093,495,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a summery skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],401,"","",""
1094,496,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a golden skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1095,581,1,1,"grant_micro","","","Adds the Apprentice Supporter Banner back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],377,"","",""
1096,582,1,1,"grant_micro","","","Adds the Journeyman Supporter Banner back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],377,"","",""
1097,583,1,1,"grant_micro","","","Adds the Master Supporter Banner back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],377,"","",""
1098,584,1,1,"grant_micro","","","Adds the Grandmaster Supporter Banner back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],377,"","",""
1099,585,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Badge of Anguish.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],382,"","",""
1100,586,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Badge of Mirth.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],382,"","",""
1101,587,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Badge of Skulls.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],382,"","",""
1102,588,1,1,"grant_micro","","","Changes the appearance of any equipped Claw or Dagger to an Adder's Claw.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",382,"","",""
1103,589,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Axe or Mace to a Crypt Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",382,"","",""
1104,590,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Axe, Mace or Sword to a Gargoyle Axe.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],382,"","",""
1105,591,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Mace, Axe or Sword to a Devourer Maul.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],382,"","",""
1106,592,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword, Axe or Mace to a Runic Blade.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],382,"","",""
1107,593,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to an Arc of Courage.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],382,"","",""
1108,594,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to an Arc of Defiance.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],382,"","",""
1109,595,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a theatrical mask depicting Marceus Lioneye.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1110,596,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Apprentice Supporter body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],377,"","",""
1111,597,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Apprentice Supporter helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],377,"","",""
1112,598,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Apprentice Supporter boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],377,"","",""
1113,599,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Apprentice Supporter gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],377,"","",""
1114,600,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Journeyman Supporter body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],377,"","",""
1115,601,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Journeyman Supporter helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],377,"","",""
