"rownum","string","i32","bool","bool"
712,"UtulaRemoteSlam",37605,1,""
713,"MonsterStormBurst",52693,1,""
714,"AnimatedThrownWeaponProjectile",10549,1,""
715,"FrogGodSplit",12713,1,""
716,"ConeStrike",48039,1,""
717,"RighteousFireSacrifice",52736,1,""
718,"Teleport",31245,1,""
719,"AddBuffToTarget",28130,1,""
720,"KaruiElderDropArrow",39845,1,""
721,"SpiderGodActivateLaser",62164,1,""
722,"StormWhip",52665,1,""
723,"ArakaaliHide",9111,1,""
724,"BrutusLevitationSlam",31313,1,""
725,"SpellNova",29195,1,""
726,"SpawnArakaaliHatchling",17314,1,""
727,"AttackVortex",58243,1,""
728,"DelayedSkillTrigger",30677,1,""
729,"TriggerCharge",54760,1,""
730,"LightningSlam",54962,1,""
731,"EmptyActionSpell",18594,1,""
732,"TriggerCascade",41807,1,""
733,"GarukhanComboAttack",12003,1,""
734,"GarukhanTornado",5874,1,""
735,"RyslathaSlide",16181,1,""
736,"RalakeshBlessing",5238,1,""
737,"TriggerProjectileSpell",57680,1,""
738,"SummonBeastCompanion",30508,1,""
739,"Ambush",13312,1,""
740,"Plague",32091,1,""
741,"MonsterChargedDash",21266,1,""
742,"SplitSpellProjectile",3186,1,""
743,"TituciusComboAttack",18091,1,""
744,"SpecialBeamCannon",55820,1,""
745,"SolarisSuperSkyBeam",53290,1,""
746,"LunarisSuperDarkProjectile",6580,1,""
747,"KitavaBeamSweep",5491,1,""
748,"KitavaDeathBreath",27155,1,""
749,"ShavronneGhostBrutusSlam",41871,1,""
750,"ShavronneBallLightning",2548,1,""
751,"CarpetBombProjectile",25049,1,""
752,"MortarInRectangle",58959,1,""
753,"UnholyTrioHide",27867,1,""
754,"SummonHarbinger",6585,1,""
755,"UpheavalToTarget",43197,1,""
756,"DarktongueKiss",5188,1,""
757,"MoveDaemon",35726,1,""
758,"RotateDaemon",7138,1,""
759,"RotateObject",28669,1,""
760,"HarbingerSummonMonsters",15456,1,""
761,"KitavaBeamOrb",39975,1,""
762,"KitavaUltimateDeathBreath",57662,1,""
763,"VoidGaze",64507,1,""
764,"DoedreScreech",63599,1,""
765,"AttachedVaalChargedBlast",58415,1,""
766,"HarbingerWarp",61590,1,""
767,"HarbingerAilmentArc",25224,1,""
768,"TrioAddDoedreStack",59304,1,""
769,"IguanaFlamethrower",54549,1,""
770,"HarbingerLightningOrb",46701,1,""
771,"VolatileDead",50732,1,""
772,"VolatileDeadDetonate",57391,1,""
773,"CreateSmokeCloud",51855,1,""
774,"WalkEmerge",969,1,""
775,"DiscorectangleSlam",63984,1,""
776,"BoneLance",25110,1,""
777,"ShakariTailStrike",18468,1,""
778,"ShakariUpheaval",50943,1,""
779,"InfernalSweep",18790,1,""
780,"ShakariBurrow",11034,1,""
781,"CorpseErruption",40831,1,""
782,"ShakariQuicksand",15232,1,""
783,"CorpseMortar",40511,1,""
784,"GarukhanStationaryTornado",60086,1,""
785,"CorpseWarp",16946,1,""
786,"ShakariTrailBurrow",7439,1,""
787,"UnholyTrioBallLightning",57814,1,""
788,"DeceleratingProjectile",1063,1,""
789,"VilentaReflection",16675,1,""
790,"VilentaGasMortar",59708,1,""
791,"SpectralSpinningWeapon",41260,1,""
792,"VilentaPillarHop",22081,1,""
793,"TriggerWave",29882,1,""
794,"Aegis",57439,1,""
795,"AbyssTeleportStrike",17491,1,""
796,"ImpurityAura",50860,1,""
797,"CursePillar",45125,1,""
798,"LightningElderTeleportSpark",36768,1,""
799,"EnduranceChargeSlam",47657,1,""
800,"LightningElderBolt",30401,1,""
801,"LightningElderTendrils",18913,1,""
802,"SlideEmerge",2178,1,""
803,"LightningElderBouncingOrb",21118,1,""
804,"BeamOrb",19524,1,""
805,"GeometryAttack",55741,1,""
806,"GeometrySpell",52470,1,""
807,"GeometryThruster",55056,1,""
808,"ElderCloneShot",43529,1,""
809,"DeathWalk",37661,1,""
810,"EmptyActionSpell2",7582,1,""
811,"EmptyActionSpell3",7583,1,""
812,"EmptyActionSpell4",7576,1,""
813,"EmptyActionSpell5",7577,1,""
814,"ElderSiphon",19321,1,""
815,"ElderSlammingTentacles",11270,1,""
816,"ElderDoomProjectile",652,1,""
817,"ElderExpandingNova",13246,1,""
818,"SpiritBurst",18658,1,""
819,"ChaosWeakness",1343,1,""
820,"ShadeForm",34663,1,""
821,"SummonPetrificationStatue",34832,1,""
822,"RyslathaParasiteGround",28836,1,""
823,"IceFlower",55927,1,""
824,"VoidShot",32251,1,""
825,"TentacleSmash",25469,1,""
826,"TemporalAnomalySkill",58038,1,""
827,"SummonVoidSphere",64323,1,""
828,"EmptyActionSpellLoop",643,1,""
829,"EmptyActionSpellLoop2",56008,1,""
830,"EmptyActionSpellLoop3",56009,1,""
831,"EmptyActionSpellLoop4",56014,1,""
832,"EmptyActionSpellLoop5",56015,1,""
833,"MassSpecialBeamCannon",16741,1,""
834,"Stampede",4925,1,""
835,"TigerSpiritFangs",39673,1,""
836,"TigerSpiritLacerate",62702,1,""
837,"TigerSpiritTeleportSlam",65505,1,""
838,"ToraMonsterTrap",59032,1,1
839,"IntimidatingCry",15947,1,""
840,"MonsterDetonateDeadArea",53616,1,""
841,"CatAspect",46359,1,""
842,"BirdAspect",37824,1,""
843,"SpiderAspect",6132,1,""
844,"CrabAspect",65096,1,""
845,"VilentaBombToss",54456,1,""
846,"CrabSpiritBurrowPath",6965,1,""
847,"CrabSpiritCharge",38483,1,""
848,"FireProjectileRetaliation",4114,1,""
849,"PhysicalProjectileRetaliation",2779,1,""
850,"MasterGrantBuff",25554,1,""
851,"MonsterFadingProjectileSpell",32720,1,""
852,"EmptyActionAttack",8750,1,""
853,"EmptyActionAttack2",33496,1,""
854,"EmptyActionAttack3",33497,1,""
855,"EmptyActionAttack4",33502,1,""
856,"EmptyActionAttack5",33503,1,""
857,"EmptyActionAttackLoop",223,1,""
858,"EmptyActionAttackLoop2",47527,1,""
859,"EmptyActionAttackLoop3",47526,1,""
860,"EmptyActionAttackLoop4",47521,1,""
861,"EmptyActionAttackLoop5",47520,1,""
862,"BestiarySpiderGroundStab",14791,1,""
863,"BestiarySpiderHallucinate",8334,1,""
864,"LightningCloneRetaliation",12531,1,""
865,"CaptureMonster",47422,1,""
866,"ColdBeamRetaliation",24885,1,""
867,"RabbitSummonTiger",39735,1,""
868,"GroundCrab",56016,1,""
869,"AnimateGuardianWeapon",49589,1,""
870,"CastAuraBlinding",13866,1,""
871,"ShrapnelTrap",19278,1,""
872,"LightningTowerTrap",20526,1,""
873,"FlamethrowerTrap",3093,1,""
874,"IceSiphonTrap",22551,1,""
875,"PhysCascadeTrap",978,1,""
876,"ExpandingPulse",62263,1,""
877,"TriggerBeam",18547,1,""
878,"MultiTriggerBeam",57871,1,""
879,"DelayedSpellProjectile",42720,1,""
880,"ChannelledGroundLaser",44333,1,""
881,"ArchitectHealingBeam",12704,1,""
882,"MonsterTornado",50646,1,""
883,"ArchitectComboStomp",6896,1,""
884,"ArchitectBloodExplosion",8378,1,""
885,"ArchitectBloodBeam",17186,1,""
886,"TranslateRotate",19080,1,""
887,"TranslateRotate2_",40367,1,""
888,"TranslateRotate3",64671,1,""
889,"TranslateRotate4",64664,1,""
890,"TranslateRotate5",64665,1,""
891,"FrontalFlamethrower",29859,1,""
892,"FrontalDamageWave",61376,1,""
893,"SummonPhantasm",38300,1,""
894,"HolyPath",26328,1,""
895,"Smite",20669,1,""
896,"DelveFlareMortar",56659,1,""
897,"ExecuteGEAL",53025,1,""
898,"DelveDynamiteMortar",33589,1,""
899,"VirulentArrow",53076,1,""
900,"Dynamite",24726,1,""
901,"Flare",17593,1,""
902,"RainOfSpores",153,1,""
903,"SummonRelic",33096,1,""
904,"ChampionTeleport",6762,1,""
905,"ProtoPizzaSlam",53040,1,""
906,"ProtoAbyssSlam",27243,1,""
907,"ProtoPizzaSlice",40729,1,""
908,"ProtoProjectileShield",41066,1,""
909,"SpawnObject",46169,1,""
910,"RelicHolyNova",45401,1,""
911,"SingleGroundLaser",29230,1,""
912,"EpicChestPulse",44889,1,""
913,"CreateExpandingRing",22378,1,""
914,"ReverseExpandingRing",30878,1,""
915,"SpawnBloodMeteors",43863,1,""
916,"FireBloodMeteors",44280,1,""
917,"SpiritBomb",40196,1,""
918,"PlaceObjectsAlongPath",38669,1,""
919,"CreateCutoutCircle",51612,1,""
920,"DetonateCutoutCircle",31508,1,""
921,"TransitionBeam",30844,1,""
922,"QiongqiTornadoes",44511,1,""
923,"FrostFury",1875,1,""
924,"FlickerThrust",51409,1,""
925,"RendingSteel",63556,1,""
926,"LancingSteel",4476,1,""
927,"ConduitSigil",11186,1,""
928,"ZanaPlayerBubble",26565,1,""
929,"Focus",20779,1,""
930,"BloodstainedBanner",22178,1,""
931,"PuresteelBanner",60618,1,""
932,"BetrayalSiegeCannon",31458,1,""
933,"FeastOfFlesh",7259,1,""
934,"ShatteringSteel",6060,1,""
935,"DonutCircle",61713,1,""
936,"ReviveMonstersInCone",31205,1,""
937,"CreateMonsterFromCorpses",53819,1,""
938,"CataclysmSigil",42198,1,""
939,"MultiReflectionBeam",18618,1,""
940,"SigilRecall",53476,1,""
941,"MonsterFrostFury",46744,1,""
942,"GeometryProjectiles",38147,1,""
943,"GeometryProjectilesAttack",19393,1,""
944,"DeathClap",5707,1,""
945,"RikerBombShot",42852,1,""
946,"CatarinaCarpetMortar",14658,1,""
947,"HandSlam",16961,1,""
948,"SpikyDonut",57617,1,""
949,"ReaperSlam",51440,1,""
950,"BoneSlam",42038,1,""
951,"CatarinaSidewaysCarpetBomb",7213,1,""
952,"CatarinaRollout_",27543,1,""
953,"CatarinaScythe",18681,1,""
954,"CatarinaBarrage",60040,1,""
955,"MonkeyThrow",65180,1,""
956,"EffectDrivenAttack",48783,1,""
957,"EffectDrivenSpell",57096,1,""
958,"GeometryTrigger",10221,1,""
959,"VolatileWormholeSlam",60448,1,""
960,"Sanctify",4718,1,""
961,"MultiTeleportBlackholeProjectile",3113,1,""
962,"RectangleMortarWithRotatingOrbs",5259,1,""
963,"CameraLensExpandingDonut",17899,1,""
964,"Soulrend",4702,1,""
965,"DarkRitual",31438,1,""
966,"Purge",45215,1,""
967,"CastAuraSpellDamage",61503,1,""
968,"StormBurstNew",13226,1,""
969,"DivineTempest",31171,1,""
970,"CastAuraDamageOverTime",13827,1,""
971,"CascadingTriangleSlam",11709,1,""
972,"SynthesisBeamRefraction",13385,1,""
973,"SequentialWifiArcs",56704,1,""
974,"DashToTarget",9978,1,""
975,"SpinningGroundLaser",5087,1,""
976,"MonsterSoulrend",13680,1,""
977,"FlameTotemChannelled",61190,1,""
978,"SynthesisTurretChargeProjectile",58062,1,""
979,"MassBeamBarrage",10256,1,""
980,"ConcentratedBeam",50336,1,""
981,"ShockRifleDisco",39957,1,""
982,"ExpandingConeWaves",9613,1,""
983,"ExpandingEffect",18376,1,""
984,"QuickGuard",43069,1,""
985,"QuickDodge",51741,1,""
986,"QuickBlock",44124,1,""
987,"Replicate",53411,1,""
988,"Bladestorm",31175,1,""
989,"BloodSandStance",33162,1,""
990,"Berserk",31012,1,""
991,"BloodSpears",27052,1,""
992,"ChainStrike",48497,1,""
993,"TormentedSpiritTether",54227,1,""
994,"Blitz",17364,1,""
995,"LegionBreakout",55550,1,1
996,"SupportBluntShockwave",51452,1,""
997,"IceDash",9220,1,""
998,"BloodSandArmour",7483,1,""
999,"MonsterIceSpearAttack",19547,1,""
1000,"SliceAndDice",16660,1,""
1001,"CastAuraPhysicalDamage",2054,1,""
1002,"DelayedAreaBarrage",19746,1,""
1003,"FlaskDrainingLasso",17296,1,""
1004,"RetractArrowNuke",54323,1,""
1005,"MultiSplittingProjectile",55432,1,""
1006,"LegionRevive",54682,1,1
1007,"ScreechSnipe",29235,1,""
1008,"FireWakeArrowCombo",59433,1,""
1009,"SummonBoneGolem",64907,1,""
1010,"BoneGolemCascade",44972,1,""
1011,"BoneGolemMultiAttack",54108,1,""
1012,"Slither",60918,1,""
1013,"CorrosiveShroud",13729,1,""
1014,"BoneArmour",42439,1,""
1015,"MinionFocusFire",8183,1,""
1016,"SerpentStrike",61506,1,""
1017,"CoilingAssault",156,1,""
1018,"MortarBarrageMine",34327,1,""
1019,"MineLightningExplosion",3445,1,""
1020,"ColdProjectileMine",25151,1,""
1021,"Skitterbots",14721,1,""
1022,"BlightTowerAura",51520,1,""
1023,"BlightTowerPetrify",21197,1,""
1024,"MambaStrike",60829,1,""
1025,"SnappingAdder",24873,1,""
1026,"CreateFungalGround",5547,1,""
1027,"SkitterbotDetonateMines",17671,1,""
1028,"TotemShotgun",56684,1,""
1029,"TetheringArrow",51262,1,""
1030,"TotemMortar",13443,1,""
1031,"EyrieBarrage",2997,1,""
1032,"Transform",8792,1,""
1033,"OrionBeamSweep",19042,1,""
1034,"OrionMeteor",28504,1,""
1035,"OrionCorridorBlast",40973,1,""
1036,"OrionCircleMazeBlast",42185,1,""
1037,"SummonDoubleOnCrit",63028,1,""
1038,"OrionBeamBomb",13449,1,""
1039,"ArcaneCloak",62643,1,""
1040,"ProjectilePortal",47400,1,""
1041,"RunePaint",7019,1,""
1042,"RuneDetonate",54677,1,""
1043,"ZigZagProjectile",60318,1,""
1044,"BladeBurst",56694,1,""
1045,"BloodWhirl",32902,1,""
1046,"AfflictionBossFinalGrowBeam",12868,1,""
1047,"AfflictionSplit",46185,1,""
1048,"ChannelledSnipe",55768,1,""
1049,"PackTeleport",46211,1,""
1050,"TeleportExplodeKill",6482,1,""
1051,"AfflictionDaemonDestroyCorpseProjectileCascade",54519,1,""
1052,"AfflictionDaemonDestroyCorpseSummonMonster",45946,1,""
1053,"Spellslinger",46717,1,""
1054,"EmbraceMadness",33279,1,""
1055,"TriggerSigil",1440,1,""
1056,"RallyingCryNew",38857,1,""
1057,"InfernalCry",57987,1,""
1058,"SigilDetonate",40830,1,""
1059,"SeismicCry",46700,1,""
1060,"AncestralCry",8419,1,""
1061,"InfernalCryOnHitExplosion",59969,1,""
1062,"MagmaSigil",692,1,""
1063,"ImmolationSigil",24200,1,""
1064,"SpikeSlam",46076,1,""
1065,"DoubleCry",55725,1,""
1066,"CreateBlockingWall",61837,1,""
1067,"SummonMirageChieftain",21013,1,""
1068,"HarvestCatBossProwl",15853,1,""
1069,"OshabiOrbProjectile",9000,1,""
1070,"HeistLockPick",12782,1,""
1071,"Ember",47212,1,""
1072,"DoNothing",926,1,1
1073,"BlackHole",19490,1,""
1074,"Disintegrate",37984,1,""
1075,"FrostGlobe",49355,1,""
1076,"ImpactingSteel",12639,1,""
1077,"CircleOfPower",241,1,""
1078,"Firewall",35806,1,""
1079,"HeistMindControl",46861,1,""
1080,"SteelSteal",56528,1,""
1081,"ViciousHexExplosion",39135,1,""
1082,"HeistBouncingSawblade",44062,1,""
1083,"LancingSteelNew_",17437,1,""
1084,"CorpseWalk",17643,1,""
1085,"GlacialCascadeNew",31779,1,""
1086,"DeathWish",6379,1,""
1087,"DoomBlast",9980,1,""
1088,"HeistAttachSnipe",41621,1,""
1089,"HiddenBlade",30167,1,""
1090,"ShieldShatter",14459,1,""
1091,"SummonTauntingContraption",38613,1,""
1092,"OilArrow",61143,1,""
1093,"WaterSphere",11294,1,""
1094,"TrackingSlam",35668,1,""
1095,"BeamAura",42858,1,""
1096,"ToggleBuff",27820,1,""
1097,"MavenBrainChargeBeam",6037,1,""
1098,"MavenRotatingBeams",54131,1,""
1099,"MavenMemoryGame",61822,1,""
1100,"ChainGrab",17258,1,""
1101,"BloodTendrils",23676,1,""
1102,"BloodSurge",7819,1,""
1103,"TrialmasterTetherSpike",62635,1,""
1104,"TrialmasterChaosShrine",3222,1,""
1105,"TrialmasterTimestop",33947,1,""
1106,"BloodScythe",18895,1,""
1107,"VaalBloodScythe",50338,1,""
1108,"QueensDemand",22776,1,""
1109,"AddSpecialBuffToTarget",10163,1,""
1110,"GeometryMortars",54362,1,""
1111,"GeometryMortarsAttack",51590,1,""
1112,"ArmourEvasionBanner",46755,1,""
1113,"Voidburst",44951,1,""
1114,"RageSlash",12522,1,""
1115,"DivineCry",23538,1,""
1116,"AbsolutionBlast",43303,1,""
1117,"VanishingAmbush",28760,1,""
1118,"WeaponTrap",4994,1,""
1119,"Soulfeast",23619,1,""
1120,"ManaVoid",32173,1,""
1121,"PrismaticRain",56636,1,""
1122,"ShieldWaves",3811,1,""
1123,"SummonReaper",49464,1,""
1124,"ReaperConsumeMinion",5399,1,""
1125,"TraumaStrike",2898,1,""
1126,"IonCannonCage",16003,1,""
1127,"ThrowFlask",30890,1,""
1128,"FrozenSphere",36111,1,""
1129,"ReaperSlashDash",55821,1,""
1130,"SummonArbalists",63353,1,""
1131,"GroundSearingLaser",7687,1,""
1132,"ThrowFlaskPoison",7410,1,""
1133,"SummonStupidBeast",34172,1,""
1134,"Chronomancer",24357,1,""
1135,"HellscapeDemonBossBloodDrain",8460,1,""
1136,"Tornado",58247,1,""
1137,"StormBlade",62696,1,""
1138,"SoulLink",41045,1,""
1139,"FlameLink",54582,1,""
1140,"RemoraLink",55800,1,""
1141,"BulwarkLink",32184,1,""
1142,"TriggerLink",18754,1,""
1143,"CriticalLink",33933,1,""
1144,"HellscapeDemonBossFissureSlam",48767,1,""
1145,"HellscapeTentacleGrab",23143,1,""
1146,"BubbleShield",15646,1,""
1147,"CleansingFireWall",56418,1,""
1148,"SummonMovingFlameWall",8899,1,""
1149,"PushMovingFlameWall",57221,1,""
1150,"BlackStarCometBarrage",52646,1,""
1151,"BlackStarLaserSpears",35147,1,""
1152,"SentinelTagBeam",7382,1,""
1153,"ShockEnergyRelease",53505,1,""
1154,"TeslaSphere",16531,1,""
1155,"AlchemistsMark",19748,1,""
1156,"DirectLineOfAnts",29991,1,""
1157,"MTXPolymorphPlayer",31640,1,""
1158,"MTXQuicksilverBestiaryStampede",60667,1,""
1159,"RingOfIce",36525,1,""
1160,"RingOfIceSweep",37883,1,""
1161,"VolcanicSlam",24298,1,""
1162,"CrucibleChannel",24361,1,""
1163,"Triggerbots",2884,1,""
1164,"MtxCoinFlip",13278,1,""
1165,"BloodSandTriggered",25472,1,""
1166,"BoneCorpses",58359,1,""
1167,"MtxRaccoonTrash",6239,1,""
1168,"PrismaticBurst",22424,1,""
1169,"HardQuickDodge",8337,1,""
1170,"SummonRadiantSentinel",61698,1,""
1171,"SummonGuardianRelic",46491,1,""
1172,"InfernalBolt",988,1,""
1173,"MtxHuntingDogCommand",8729,1,""
1174,"AncestralEmbrace",56732,1,""
1175,"SprayPaint",36605,1,""
1176,"Advance",64630,"",1
1177,"BlightPath",26554,"",1
1178,"StrafeLeft",23457,"",1
1179,"StrafeLeftFaceTarget",22896,"",1
1180,"StrafeRight",15809,"",1
1181,"StrafeRightFaceTarget",54933,"",1
1182,"AbsolutionBlastBlastHandler",25358,"",""
1183,"AbsolutionBlastCounter",17074,"",""
1184,"AfflictionDaemonDestroyCorpseProjectileCascadeProjectile",14926,"",""
1185,"AvariusSuperProjectileProjectile",50132,"",""
1186,"CorpseErruptionProjectile",38210,"",""
1187,"DeployAction",31556,"",""
1188,"ElementalStrikeCold",42306,"",""
1189,"ElementalStrikeFire",50704,"",""
1190,"ElementalStrikeLightning",13073,"",""
1191,"GroundBladeHandler",13017,"",""
1192,"IceStrikeProjectile",27711,"",""
1193,"LightingStrikeProjectile",23914,"",""
1194,"ManaVoidRuneHandler",32823,"",""
1195,"MoltenStrikeProjectile",1790,"",""
1196,"SoulfeastCraterHandler",48455,"",""
1197,"StaticStrikeBeam",64638,"",""
1198,"StormWhipProjectile",50630,"",""
1199,"SummonMirageArcher",9951,"",""
1200,"SummonSupportGhost",38041,"",""
1201,"TempestShieldArc",34595,"",""
1202,"ThrownShieldProjectileProjectile",46697,"",""
1203,"VolcanicSlamProjectile",63424,"",""
1204,"AncestorTotemActivate",58642,1,1
1205,"AncestorTotemDeactivate",4120,1,1
1206,"AncestralTrialDestroyTotem",22617,1,1
1207,"AreaTransitionAnimation",65044,1,1
1208,"Arm",45374,1,1
1209,"BeThrown",3727,1,1
1210,"BlightSuicide",15499,1,1
1211,"BloodVortexGetUp",43165,1,1
1212,"CaptureMonsterRope",41487,1,1
1213,"Dance",47921,1,1
1214,"DelveSpawnObject",47132,1,1
1215,"EinharCaptureMonster",49330,1,1
1216,"ElderGuardianChangeArena",61317,1,1
1217,"ElderImprison",35121,1,1
1218,"Emerge",16641,1,1
1219,"Emerge2",9115,1,1
1220,"Emerge3",9114,1,1
1221,"EpilogueKnockdown",2378,1,1
1222,"FakeDeath",38085,1,1
1223,"FireHarpoon",15856,1,1
1224,"Flee",57769,1,1
1225,"FleeFaceLeft",41207,1,1
1226,"FleeFaceRight",8722,1,1
1227,"FleeFaceTarget",60285,1,1
1228,"FollowPath",54564,1,1
1229,"FrogJump",20513,1,1
1230,"Interaction",49766,1,1
1231,"InteractionChannelled",53839,1,1
1232,"KillKitava",5775,1,1
1233,"KitavaDestroySign",33034,1,1
1234,"KitavaGrabInnocence",39515,1,1
1235,"KitavaGrabSin",38927,1,1
1236,"KitavaRelease",59397,1,1
1237,"MasterOpenChest",11665,1,1
1238,"MasterPortalEscape",38476,1,1
1239,"MineDetonate",56294,1,1
1240,"MonsterPickup",14001,1,1
1241,"Move",10505,1,1
1242,"MoveForced",16159,1,1
1243,"MoveSpecial",33981,1,1
1244,"PortalEscape",31371,1,1
1245,"RaiseSpawnLegion",4742,1,1
1246,"Revive",11857,1,1
1247,"ScaledMove",21355,1,1
1248,"ShavronnePossess",21154,1,1
1249,"SignWeakenKitava",9281,1,1
1250,"SinPickup",24199,1,1
1251,"TormentSpiritFlee",45514,1,1
1252,"WashedUp",47065,1,1
1253,"MaligaroBladeFlurry",60046,1,""
1254,"BloodMeteor",1813,1,""
1255,"SummonVoodooDoll",49,1,""
1256,"MtxMimicTransform",19172,1,""
1257,"Barkskin",46368,1,""
1258,"PenanceMark",52409,1,""
1259,"MinionSacrifice",44548,1,""
1260,"Quieten",47854,1,""
1261,"Ravenous",1769,1,""
1262,"StrafeRandom",6760,"",1
1263,"InstantSpell",331,1,""
