"rownum","Id","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","i32","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]"
487,"treasureisland-living2",[781],3,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
488,"treasureisland-living3",[781],3,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
489,"treasureisland-living4",[781],4,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
490,"treasureisland2-living1","[858,1006,1171]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
491,"treasureisland2-living2","[858,1006,1171]",3,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
492,"treasureisland2-living3","[858,1006,1171]",3,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
493,"treasureisland2-living4","[858,1006,1171]",4,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
494,"pantheon-hillock1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
495,"pantheon-brute1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
496,"pantheon-merviel1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
497,"pantheon-alira1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
498,"pantheon-kraityn1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
499,"pantheon-oak1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
500,"pantheon-vaal1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
501,"pantheon-piety1",[832],20,40,0,0,[],"",1,"[""-""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
502,"pantheon-gravicius1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
503,"pantheon-piety2",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
504,"pantheon-dominus1",[832],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
505,"pantheon-dominusbosses",[832],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
506,"pantheon2-hillock1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
507,"pantheon2-brute1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
508,"pantheon2-merveil1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
509,"pantheon2-alira1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
510,"pantheon2-kraityn1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
511,"pantheon2-oak1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
512,"pantheon2-vaal1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
513,"pantheon2-piety1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
514,"pantheon2-gravicius1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
515,"pantheon2-piety2",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
516,"pantheon2-dominus1",[926],20,40,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
517,"pantheon2-dominusbosses",[926],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
518,"legends-center-1",[0],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
519,"legends-center-2",[0],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
520,"legends-center-3",[0],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
521,"legends-center-4",[0],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
522,"legends-center-5",[0],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
523,"legends-cold-1","[820,887,980,1154]",3,7,0,0,[],"",2,"[""OlmecColdWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
524,"legends-cold-2","[820,887,980,1154]",4,10,0,0,[],"",2,"[""OlmecColdWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
525,"legends-cold-3","[820,887,980,1154]",4,10,0,0,[],"",2,"[""OlmecColdWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
526,"legends-cold-4","[820,887,980,1154]",3,8,0,0,[],"",2,"[""OlmecColdWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
527,"legends-cold-5","[820,887,980,1154]",3,6,0,0,[],"",1,"[""OlmecColdWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
528,"legends-fire-1","[820,887,980,1154]",3,7,0,0,[],"",1,"[""OlmecFireWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
529,"legends-fire-2","[820,887,980,1154]",3,9,0,0,[],"",1,"[""OlmecFireWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
530,"legends-fire-3","[820,887,980,1154]",3,9,0,0,[],"",1,"[""OlmecFireWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
531,"legends-fire-4","[820,887,980,1154]",3,6,0,0,[],"",1,"[""OlmecFireWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
532,"legends-fire-5","[820,887,980,1154]",3,6,0,0,[],"",1,"[""OlmecFireWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
533,"legends-fire-6","[820,887,980,1154]",3,6,0,0,[],"",1,"[""OlmecFireWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
534,"legends-lightning-1","[820,887,980,1154]",3,7,0,0,[],"",1,"[""OlmecLightningWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
535,"legends-lightning-2","[820,887,980,1154]",3,8,0,0,[],"",1,"[""OlmecLightningWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
536,"legends-lightning-3","[820,887,980,1154]",4,10,0,0,[],"",1,"[""OlmecLightningWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
537,"legends-lightning-4","[820,887,980,1154]",3,7,0,0,[],"",1,"[""OlmecLightningWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
538,"legends-lightning-5","[820,887,980,1154]",3,6,0,0,[],"",1,"[""OlmecLightningWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
539,"legends-chaos-1","[820,887,980,1154]",4,10,0,0,[],"",1,"[""OlmecChaosWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
540,"legends-chaos-2","[820,887,980,1154]",3,6,0,0,[],"",1,"[""OlmecChaosWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
541,"legends-chaos-3","[820,887,980,1154]",2,5,0,0,[],"",1,"[""OlmecChaosWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
542,"legends-chaos-4","[820,887,980,1154]",3,9,0,0,[],"",1,"[""OlmecChaosWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
543,"legends-chaos-5","[820,887,980,1154]",3,6,0,0,[],"",1,"[""OlmecChaosWing""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
544,"legends-bosspack1","[820,887,980,1154]",25,30,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
545,"legends-bosspack2","[820,887,980,1154]",25,30,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
546,"legends-bosspack3","[820,887,980,1154]",25,30,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
547,"legends-bosspack4","[820,887,980,1154]",25,30,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
548,"legends-bosspackmain","[820,887,980,1154]",25,30,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
549,"blackguard-1",[807],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
550,"blackguard-2",[807],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
551,"blackguard-3",[807],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
552,"blackguard-4",[807],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
553,"blackguard-5",[807],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
554,"blackguard2-1",[885],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
555,"blackguard2-2",[885],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
556,"blackguard2-3",[885],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
557,"blackguard2-4",[885],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
558,"blackguard2-5",[885],10,20,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
559,"asylum-1",[801],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
560,"asylum-2",[801],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
561,"asylum-3",[801],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
562,"asylum-4",[801],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
563,"asylum-5",[801],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
564,"asylum2-1","[879,1008,1184]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
565,"asylum2-2","[879,1008,1184]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
566,"asylum2-3","[879,1008,1184]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
567,"asylum2-4","[879,1008,1184]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
568,"asylum2-5","[879,1008,1184]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
569,"untainted-1",[766],5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
570,"untainted-2",[766],5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
571,"untainted-3",[766],5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
572,"untainted-4",[766],5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
573,"untainted-5",[766],5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
574,"untainted-6",[766],5,10,0,0,[],"",1,"[""Beach"",""BeachOceanShallowWet"",""knoll""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
575,"untainted-7",[766],5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
576,"untainted2-1","[843,995,1173]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
577,"untainted2-2","[843,995,1173]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
578,"untainted2-3","[843,995,1173]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
579,"untainted2-4","[843,995,1173]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
580,"untainted2-5","[843,995,1173]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
581,"untainted2-6","[843,995,1173]",5,10,0,0,[],"",1,"[""Beach"",""BeachOceanShallowWet"",""knoll""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
582,"untainted2-7","[843,995,1173]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,"","",1,[]
583,"untainted-lake-1",[1813],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
584,"untainted-lake-2",[1813],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
585,"untainted-lake-3",[1813],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
586,"untainted-lake-4",[1813],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
587,"untainted-lake-5",[1813],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
588,"untainted-lake-6",[1813],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
589,"untainted-lake-7",[1813],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
590,"oba-1",[809],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
591,"oba-2",[809],5,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
592,"oba-3",[809],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
593,"oba-4",[809],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
594,"oba-5",[809],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
595,"oba2-1","[889,1024,1221]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
596,"oba2-2","[889,1024,1221]",5,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
597,"oba2-3","[889,1024,1221]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
598,"oba2-4","[889,1024,1221]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
599,"oba2-5","[889,1024,1221]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
600,"deathandtaxes-1",[824],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
601,"deathandtaxes-2",[824],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
602,"deathandtaxes-3",[824],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
603,"deathandtaxes-4",[824],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
604,"deathandtaxes-wild",[824],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
605,"deathandtaxes2-1","[905,1030,1223]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
606,"deathandtaxes2-2","[905,1030,1223]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
607,"deathandtaxes2-3","[905,1030,1223]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
608,"deathandtaxes2-4","[905,1030,1223]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
609,"deathandtaxes2-wild","[905,1030,1223]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
610,"cagan-1",[804],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
611,"cagan-2",[804],8,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
612,"cagan-3",[804],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
613,"cagan-4",[804],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
614,"cagan-5",[804],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
615,"cagan-bosspack",[804],10,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
616,"cagan2-1","[882,973,1114]",10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
617,"cagan2-2","[882,973,1114]",8,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
618,"cagan2-3","[882,973,1114]",4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
619,"cagan2-4","[882,973,1114]",3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
620,"cagan2-5","[882,973,1114]",4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
621,"cagan2-bosspack","[882,973,1114]",10,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
622,"wolfmap-1","[872,1017,1156]",5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
623,"wolfmap-bandit1","[872,1017,1156]",4,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
624,"wolfmap-bandit2","[872,1017,1156]",5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
625,"perandus1","[910,1020,1116]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
626,"perandus2","[910,1020,1116]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
627,"perandus3","[910,1020,1116]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
628,"perandus4","[910,1020,1116]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
629,"perandus5","[910,1020,1116]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
630,"pvp1",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
631,"pvp2",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
632,"pvp3",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
633,"pvp4",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
634,"pvp5",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
635,"pvp6",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
636,"pvp7",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
637,"pvp8",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
638,"pvp9",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
639,"pvp10",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
640,"pvp11",[1309],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
641,"descent1-insect1",[1319],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
642,"descent1-insect2",[1319],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"","","",1,[]
643,"descent1-snake1",[1319],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
644,"descent2-bandits1",[1320],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
645,"descent2-bandits2",[1320],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
646,"descent2-beast",[1320],1,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
647,"descent2-flamebearer",[1320],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
648,"descent3-rhoaskeleton",[1321],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
649,"descent3-necro1",[1321],4,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
650,"descent3-necro2",[1321],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
651,"descent3-skeleton1",[1321],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
652,"descent3-bosspack",[1321],14,16,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
653,"descent4-bandits1",[1322],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
654,"descent4-cannibals1",[1322],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
655,"descent4-bandits2",[1322],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
656,"descent5-spiders1",[1323],4,8,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
657,"descent5-spiders2",[1323],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
658,"descent5-spiders3",[1323],5,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
659,"descent5-spiders4",[1323],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
660,"descent6-statues1",[1324],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
661,"descent6-statues2",[1324],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
662,"descent6-statues3",[1324],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
663,"descent6-statues4",[1324],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
664,"descent7-waterelemental1",[1325],2,5,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
665,"descent7-seawitch1",[1325],3,7,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
666,"descent7-seawitch2",[1325],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
667,"descent7-sandspitter1",[1325],3,7,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
668,"descent8-monkeys1",[1326],3,12,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
669,"descent8-monkeys2",[1326],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
670,"descent9-skeletons1",[1327],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
671,"descent9-skeletons2",[1327],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
672,"descent9-skeletons3",[1327],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
673,"descent9-skeletons4",[1327],4,12,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
674,"descent10-outcast",[1328],3,6,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
675,"descent10-citystalker1",[1328],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
676,"descent10-citystalker2",[1328],4,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
677,"descent11-ribbon1",[1329],4,8,100,1,"[2486,2487,2488]","",3,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
678,"descent11-ribbon2",[1329],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
679,"descent12-filler1",[1330],4,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
680,"descent12-filler2",[1330],8,14,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
681,"descent13-axis1",[1331],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
682,"descent13-axis2",[1331],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
683,"descent13-axis3",[1331],3,8,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
684,"descent14-demons1",[1332],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
685,"descent14-demons2",[1332],3,6,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
686,"descent14-demons3",[1332],3,6,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
687,"descent14-demons4",[1332],3,6,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
688,"descent14-demons5",[1332],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
689,"descent15-lions",[1333],3,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
690,"descent15-goats",[1333],2,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
691,"descent15-pyro",[1333],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
692,"descent15-monster",[1333],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
693,"descent15-skeletons",[1333],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
694,"EndlessLedge1-bosspackmain",[1371],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
695,"EndlessLedge1-totembosspack",[1371],2,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
696,"EndlessLedge1-skeletons1",[1371],2,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
697,"EndlessLedge1-skeletons2",[1371],3,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
698,"EndlessLedge1-skeletons3",[1371],1,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
699,"EndlessLedge2-skeletons2",[1372],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
700,"EndlessLedge2-beast1",[1372],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
701,"EndlessLedge2-dropbears1",[1372],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
702,"EndlessLedge2-farmers1",[1372],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
703,"EndlessLedge2-monkeys1",[1372],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
704,"EndlessLedge2-mossmonster1",[1372],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,"","",1,[]
