"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]"
290,"FrenzyCharges","Frenzy Charges","[5,2663]",3,[],[],3,"",[]
291,"FrenzyDuration","Frenzy Charge Duration modifier",[1797],7,[],[],3,1,[]
292,"AttackSpeedPerFrenzy","Attack Speed modifier per Frenzy Charge",[1654],7,[],[],3,1,[]
293,"CastSpeedPerFrenzy","Cast Speed modifier per Frenzy Charge",[1655],7,[],[],3,1,[]
294,"MoreDamagePerFrenzyCharge","Damage modifier per Frenzy Charge",[6488],8,[],[],3,1,[]
295,"DamageOverTimePerFrenzyCharge","Damage over Time modifier per Frenzy Charge",[6348],7,[],[],3,1,[]
296,"MovementSpeedPerFrenzy","Movement Speed modifier per Frenzy Charge",[178],7,[],[],3,1,[]
297,"StunRecoveryPerFrenzy","Stun Recovery modifier per Frenzy Charge",[222],7,[],[],3,1,[]
298,"PhysicalDamagePerFrenzy","Physical Damage modifier per Frenzy Charge",[365],7,[],[],3,1,[]
299,"EvasionPerFrenzyCharge","Evasion Rating modifier per Frenzy Charge",[122],7,[],[],3,1,[]
300,"DodgePerFrenzy","Dodge chance per Frenzy Charge",[1271],1,[],[],3,1,[]
301,"ProjectileSpeedPerFrenzy","Projectile Speed modifier per Frenzy Charge",[1404],7,[],[],3,1,[]
302,"LifeRegenPerFrenzy","Life Regeneration per second per Frenzy Charge",[1396],1,[],[],3,1,[2]
303,"AccuracyPerFrenzy","Accuracy Rating modifier per Frenzy Charge",[1788],7,[],[],3,1,[]
304,"LightningDamagePerFrenzy","Lightning Damage modifier per Frenzy Charge",[2301],7,[],[],3,1,[]
305,"DamageTakenPerFrenzy","Damage Taken modifier per Frenzy Charge",[2300],7,[],[],3,1,[]
306,"LifeOnKillPerFrenzy","Life gained on Kill per Frenzy Charge",[2303],0,[],[],3,1,[]
307,"ElementalDamagePerFrenzyCharge","Elemental Damage modifier per Frenzy Charge",[2724],7,[],[],3,1,[]
308,"AttackDamagePerFrenzyCharge","Attack Damage modifier per Frenzy Charge",[3499],7,[],[],3,1,[]
309,"DamageNoFrenzyCharges","Damage modifier with no Frenzy Charges",[4136],7,[],[],3,1,[]
310,"PowerCharges","Power Charges","[6,2664]",3,[],[],3,"",[]
311,"PowerDuration","Power Charge Duration modifier",[2699],7,[],[],3,1,[]
312,"CritPerPower","Critical Strike Chance modifier per Power Charge",[555],7,[],[],3,1,[]
313,"MoreSpellDamagePerPower","Spell damage modifier per Power Charge",[6347],8,[],[],3,1,[]
314,"KeystoneMoreSpellDamagePerPower","Spell damage modifier per Power Charge",[9437],8,[],[],3,1,[]
315,"CastSpeedPerPower","Cast Speed modifier per Power Charge",[217],7,[],[],3,1,[]
316,"AoEPerPower","Area of Effect Radius modifier per Power Charge",[424],7,[],[],3,1,[]
317,"SpellDamagePerPower","Spell Damage modifier per Power Charge",[425],7,[],[],3,1,[]
318,"WandDamagePerPower","Wand Damage modifier per Power Charge",[426],7,[],[],3,1,[]
319,"ProjectileDamagePerPower","Projectile Damage modifier per Power Charge",[1405],7,[],[],3,1,[]
320,"DamageOverTimePerPowerCharge","Damage over Time modifier per Power Charge",[6349],7,[],[],3,1,[]
321,"ManaRegenPerPower","Mana Regeneration per second per Power Charge",[132],1,[],[],3,1,[2]
322,"ManaRegenIncrPerPower","Mana Regeneration rate modifier per Power Charge",[487],7,[],[],3,1,[]
323,"SpiritCharges","Spirit Charges","[6564,7296]",3,[],[],3,1,[]
324,"SiphoningCharges","Siphoning Charges","[7357,7358]",3,[],[],3,1,[]
325,"PhysicalDamagePerSiphoning","Physical Damage to Attacks per Siphoning Charge","[7361,7362]",2,[],[],3,1,[]
326,"LifeLeechPerSiphoning","Life Leech from any Damage per Siphoning Charge",[7363],1,[],[],3,1,[14]
327,"ExtraChoasDamagePerSiphoning","Non-Chaos Damage as extra Chaos Damage per Siphoning Charge",[7364],1,[],[],3,1,[]
328,"PhysDamageReductionPerSiphoning","Physical Damage reduction from Hits per Siphoning Charge",[7365],1,[],[],3,1,[]
329,"PhysDamageTakenPerSiphoning","Physical Damage per Second per Siphoning Charge",[7373],0,[],[],3,1,[2]
330,"BlitzCharges","Blitz Charges","[9731,9730]",3,[],[],3,1,[]
331,"AttackSpeedPerBlitz","Attack Speed modifier per Blitz Charge",[9728],8,[],[],3,1,[]
332,"CritChancePerBlitz","Critical Strike Chance modifier per Blitz Charge",[9729],7,[],[],3,1,[]
333,"ChallengerCharges","Challenger Charges","[9830,9829]",3,[],[],3,1,[]
334,"AttackMoveSpeedPerChallenger","Attack and Movement Speed modifier per Challenger Charge",[9833],8,[],[],3,1,[]
335,"BrutalCharges","Brutal Charges","[13492,13494]",3,[],[],3,1,[]
336,"TripleDamageChancePerBrutalCharge","Chance to deal Triple Damage per Brutal Charge",[13516],1,[13494],[],3,1,[]
337,"StunThresholdPerBrutalCharge","Stun Threshold modifier per Brutal Charge",[13517],7,[13494],[],3,1,[]
338,"AfflictionCharges","Affliction Charges","[13496,13498]",3,[],[],3,1,[]
339,"AilmentDamagePerAfflictionCharge","Ailment Damage modifier per Affliction Charge",[13518],8,[13498],[],3,1,[]
340,"NonDamagingAilmentEffectPerAfflictionCharge","Non-Damaging Ailment Effect modifier per Affliction Charge",[13519],8,[13498],[],3,1,[]
341,"AbsorptionCharges","Absorption Charges","[13500,13502]",3,[],[],3,1,[]
342,"ElementalDamageGoesToESPerAbsorptionCharge","Elemental Damage taken Recouped as ES per Absorption Charge",[13520],1,[13502],[],3,1,[]
343,"BloodCharges","Blood Charges","[14017,14161]",3,[14233],[],3,"",[]
344,"ReapDamagePerBloodCharge","Damage modifier per Blood Charge",[14018],8,[14233],[],3,1,[]
345,"ReapCostPerBloodCharge","Life Cost modifier per Blood Charge",[14019],8,[14233],[],3,1,[]
