"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3"
230,"shrine_regen","Art/2DArt/BuffIcons/shrine_regen.dds",[],[],[],"","","","","","","","",[],[],[43],""
231,"shrine_brutal","Art/2DArt/BuffIcons/shrine_brutal.dds",[],[],[],"","","","","","","","",[],[],[44],""
232,"shrine_critical","Art/2DArt/BuffIcons/shrine_critical.dds",[],[],[],"","","","","","","","",[],[],[45],""
233,"shrine_speed","Art/2DArt/BuffIcons/shrine_speed.dds",[],[],[],"","","","","","","","",[],[],[46],""
234,"shrine_thorns","Art/2DArt/BuffIcons/shrine_defence.dds",[],[],[],"","","","","","","","",[],[],[47],""
235,"shrine_fire","Art/2DArt/BuffIcons/shrine_fire.dds",[],[],[],"","","","","","","","",[],[],[48],""
236,"shrine_lightning","Art/2DArt/BuffIcons/shrine_lightning.dds",[],[],[],"","","","","","","","",[],[],[49],""
237,"shrine_arc","Art/2DArt/BuffIcons/shrine_lightning.dds",[],[],[],"","","","","","","","",[],[],[50],""
238,"shrine_cold","Art/2DArt/BuffIcons/shrine_cold.dds",[],[],[],"","","","","","","","",[],[],[51],""
239,"shrine_smoke","Art/2DArt/BuffIcons/shrine_smoke.dds",[],[],[],"","","","","","","","",[],[],[52],""
240,"shrine_massive","Art/2DArt/BuffIcons/shrine_massive.dds",[],[],[],"","","","","","","","",[],[],[53],""
241,"shrine_defence","Art/2DArt/BuffIcons/shrine_defence.dds",[],[],[],"","","","","","","","",[],[],[54],""
242,"shrine_resistance","Art/2DArt/BuffIcons/shrine_resistance.dds",[],[],[],"","","","","","","","",[],[],[55],""
243,"shrine_godmode","Art/2DArt/BuffIcons/shrine_godmode.dds",[],[],[],"","","","","","","","",[],[],[56],""
244,"shrine_echoing","Art/2DArt/BuffIcons/shrine_echoing.dds",[],[],[],"","","","","","","","",[],[],[57],""
245,"shrine_curses","Art/2DArt/BuffIcons/shrine_curses.dds",[],[],[],"","","","","","","","",[],[],[58],""
246,"shrine_skeleton","Art/2DArt/BuffIcons/shrine_skeleton.dds",[],[],[],"","","","","","","","",[],[],[59],""
247,"shrine_monster_affected","","[""Metadata/Effects/Environment/shrine/affected/affected_epk.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[78],""
248,"animated_armour","","[""Metadata/Effects/Spells/spectral_armour/spectral_armour.epk""]",[],[],1,"","","","","","","",[],[],[],""
249,"tower_demon_explode","","[""Metadata/Particles/monster_effects/act3/dominus/bombrune/demon_bomb_epk.epk""]",[],[],"","","","","","","","",[],[],[],""
250,"blood_of_the_karui","Art/2DArt/BuffIcons/BloodOfTheKaruiFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
251,"laviangas_cup","Art/2DArt/BuffIcons/LaviangasSpiritFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
252,"oba_death_countown","Art/2DArt/BuffIcons/Doomed.dds","[""Metadata/Effects/Environment/maps/skull_timebomb/skulltimebomb.epk""]",[],[17],"","","","","","","","",[],[],[],""
253,"ctf_red_flag","Art/2DArt/BuffIcons/flagred.dds","[""Metadata/Effects/Environment/pvp_flags/redflagcarry_epkk.epk""]",[],[7],"","","","","","","","",[],[],[],""
254,"ctf_blue_flag","Art/2DArt/BuffIcons/flagblue.dds","[""Metadata/Effects/Environment/pvp_flags/blueflagcarry_epkk.epk""]",[],[7],"","","","","","","","",[],[],[],""
255,"ctf_green_flag","Art/2DArt/BuffIcons/flagblue.dds","[""Metadata/Effects/Environment/pvp_flags/blueflagcarry_epkk.epk""]",[],[],"","","","","","","","",[],[],[],""
256,"ctf_red_flag_damage","Art/2DArt/BuffIcons/increaseddmgred.dds","[""Metadata/Effects/Environment/pvp_flags/redflagcarry_epkk.epk""]",[],[7],"","","","","","","","",[],[],[],""
257,"ctf_blue_flag_damage","Art/2DArt/BuffIcons/increaseddmgblue.dds","[""Metadata/Effects/Environment/pvp_flags/blueflagcarry_epkk.epk""]",[],[7],"","","","","","","","",[],[],[],""
258,"ctf_green_flag_damage","Art/2DArt/BuffIcons/increaseddmgblue.dds","[""Metadata/Effects/Environment/pvp_flags/blueflagcarry_epkk.epk""]",[],[],"","","","","","","","",[],[],[],""
259,"nemesis_transformed","",[],[],[],"","","","","","","","",[],[],[],""
260,"curse_silence","Art/2DArt/SkillIcons/silence.dds",[],[],[],"","","","","","","","",[],[],[34],""
261,"soul_eater_aura","Art/2DArt/BuffIcons/SoulEaterBuff.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/soul_eater/epk.epk""]",[],1,"","","","","","","",[],[],[],""
262,"zerphis_beating_heart_soul_eater","Art/2DArt/BuffIcons/SoulEaterBuff.dds",[],"[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/soul_eater/zerphis_beating_heart.epk""]",[],"","","","","","","","",[],[],[],""
263,"soul_eater_strint_relic_aura","",[],"[""Metadata/Effects/Spells/monsters_effects/totems/TemplarMissionRelic/zone.epk""]",[12],"","","","","","","","",[],[],[],""
264,"soul_eater","Art/2DArt/BuffIcons/SoulEaterBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
265,"stealth_mode","","[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/Invisible_mang.epk""]",[],[],"","","","","","","","",[],[],[],""
266,"stolen_mods","Art/2DArt/BuffIcons/stolenmod.dds",[],[],[],"","","","","","","","",[],[],[],""
267,"life_regen","Art/2DArt/BuffIcons/Regeneration.dds",[],[],[],"","","","","","","","",[],[],[],""
268,"flask_bonus_chaos_res","Art/2DArt/SkillIcons/passives/chaosresist.dds",[],[],[],"","","","","","","","",[],[],[],""
269,"seawitch_lightning_beam","Art/2DArt/BuffIcons/LightningSearingBond.dds",[],[],[],"","","","","","","","",[],[],[],""
270,"charged_blast_counter","Art/2DArt/SkillIcons/ChargedBlast.dds",[],[],[],"","","","","","","","",[],[],[],""
271,"chill_immunity","Art/2DArt/BuffIcons/cannotbechilled.dds",[],[],[],"","","","","","","","",[],[],[],""
272,"freeze_immunity","Art/2DArt/BuffIcons/cannotbefrozen.dds",[],[],[],"","","","","","","","",[],[],[],""
273,"ignite_immunity","Art/2DArt/BuffIcons/cannotbeignited.dds",[],[],[],"","","","","","","","",[],[],[],""
274,"shock_immunity","Art/2DArt/BuffIcons/cannotbeshocked.dds",[],[],[],"","","","","","","","",[],[],[],""
275,"poison_immunity","Art/2DArt/BuffIcons/cannotbepoisoned.dds",[],[],[],"","","","","","","","",[],[],[],""
276,"unique_dying_breath_curse_aura","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/DyingBreath/DyingBreath_small_aura.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/DyingBreath/DyingBreath_small_aura.epk"",""Metadata/Effects/Microtransactions/Aura/Uniques/DyingBreath/DyingBreath_small_aura_large.epk""]",[],[],1,"","","","","","","",[],[],[],""
277,"unique_dying_breath_damage_aura","Art/2DArt/BuffIcons/undyingbreath.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/DyingBreath/DyingBreath_aura.epk""]",[],1,"","","","","","","",[],[],[],""
278,"sea_witch_screech","Art/2DArt/BuffIcons/SeaWitchScreech.dds",[],[],[],"","","","","","","","",[],[],[73],""
279,"unholy_might","Art/2DArt/BuffIcons/UnholyMight.dds","[""Metadata/Effects/StatusAilments/spells/raise_specter/minionunique.epk""]","[""Metadata/Effects/StatusAilments/spells/raise_specter/minionunique.epk""]",[],1,"","","","","","","",[],[],[],""
280,"offering_offensive","Art/2DArt/SkillIcons/FleshOffering.dds","[""Metadata/Particles/offering/flesh/minion_buff.epk""]",[],[],1,"","","","","","","",[],[],[],""
281,"offering_defensive","Art/2DArt/SkillIcons/BoneOffering.dds","[""Metadata/Particles/offering/bone/minion_buff.epk""]",[],[],1,"","","","","","","",[],[],[],""
282,"offering_spirit","Art/2DArt/SkillIcons/SpiritOffering.dds","[""Metadata/Particles/offering/spirit/minion_buff.epk""]",[],[],1,"","","","","","","",[],[],[],""
283,"offering_blood","Art/2DArt/SkillIcons/BloodOffering.dds","[""Metadata/Effects/Spells/offering_blood/minion_buff_bone.epk""]",[],[],1,"","","","","","","",[],[],[],""
284,"fire_enrage","","[""Metadata/Effects/Spells/monsters_effects/vaal_sacrifice/fire_enrage/fire_enrage_epk.epk""]",[],[5],"","","","","","","","",[],[],[],""
285,"atziri_fire_charge","",[],[],[],"","","","","","","","",[],[],[],""
286,"atziri_lightning_charge","",[],[],[],"","","","","","","","",[],[],[],""
287,"atziri_physical_charge","",[],[],[],"","","","","","","","",[],[],[],""
288,"flask_bonus_chance_to_ignite","Art/2DArt/BuffIcons/buffonfirevaal2.dds",[],[],[],"","","","","","","","",[],[],[],""
289,"flask_bonus_chance_to_freeze","Art/2DArt/BuffIcons/bufffrozenvaal2.dds",[],[],[],"","","","","","","","",[],[],[],""
290,"flask_bonus_chance_to_shock","Art/2DArt/BuffIcons/buffshockedvaal2.dds",[],[],[],"","","","","","","","",[],[],[],""
291,"flask_bonus_stun_threshold_reduction","Art/2DArt/BuffIcons/stunstrvaal2.dds",[],[],[],"","","","","","","","",[],[],[],""
292,"flask_bonus_physical_as_chaos","",[],[],[],"","","","","","","","",[],[],[],""
293,"flask_bonus_elemental_as_chaos","",[],[],[],"","","","","","","","",[],[],[],""
294,"flask_bonus_life_leech_from_chaos","",[],[],[],"","","","","","","","",[],[],[],""
295,"unique_flask_atziris_promise","Art/2DArt/BuffIcons/AtzirisPromiseFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
296,"pinned_rain_of_arrows","Art/2DArt/SkillIcons/rainofarrows.dds",[],[],[],"","","","","","","","",[],[],[],""
297,"vaal_cloud","Art/2DArt/BuffIcons/BloodCloudDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
298,"vaal_twin_enrage","","[""Metadata/Particles/monster_effects/act2_boss/AtziriOversoul/vaal_enrage/vaal_enrage.epk""]",[],[5],"","","","","","","","",[],[],[],""
299,"chest_summoned_monster","","[""Metadata/Effects/Environment/chests/Strongboxes/strongbox_lock/chain_aura_epk.epk""]",[],[],1,"","","","","","","",[],[],[],""
300,"vaal_aura_no_mana_cost","Art/2DArt/SkillIcons/auramana.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/clarity_caster.epk""]",[],1,"","","","","","","",[],[],[],""
301,"vaal_aura_dodge","Art/2DArt/SkillIcons/auraevasion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/grace_caster.epk""]",[],1,"","","","","","","",[],[],[],""
302,"vaal_aura_energy_shield","Art/2DArt/SkillIcons/auraenergy.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/discipline_caster.epk""]",[],1,"","","","","","","",[],[],[],""
303,"vaal_aura_speed","Art/2DArt/SkillIcons/auraspeed.dds","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/affected/affected.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/vaal_auras/caster/haste_caster.epk""]",[],1,"","","","","","","",[],[],[],""
304,"garena_drops_buff","Art/2DArt/BuffIcons/DivinationDistillate.dds",[],[],[],"","","","","","","","",[],[],[],""
305,"camoflage","","[""Metadata/Effects/Spells/monsters_effects/aura/nemesis_mod/Invisible_mang.epk""]",[],[],"","","","","","","","",[],[],[],""
306,"unique_flask_forbidden_taste","Art/2DArt/BuffIcons/ForbiddenTasteFlaskBuff.dds","[""Metadata/Effects/misc/flask_effects/ForbiddenTasteQuartzFlask/FTQFlask.epk""]",[],[],1,"","","","","","","",[],[],[],""
307,"darkexile_corruption","","[""Metadata/Effects/StatusAilments/darkness.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[9],"","","","","","","","",[],[],[],""
308,"darkseawitch_corruption","","[""Metadata/Effects/StatusAilments/monsters/SeawitchSideAreaBoss/cold_darkness.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[9],"","","","","","","","",[],[],[],""
309,"flask_effect_life","","[""Metadata/Effects/misc/flask_effects/health/health_once.epk""]",[],[],1,"","","","","","","",[],[],[],""
310,"unique_flask_rumis_concoction","Art/2DArt/BuffIcons/RumisConcoctionFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
311,"marauder_mission_have_treasure","Art/2DArt/BuffIcons/MasterQuest.dds","[""Metadata/Effects/Spells/Masters/Str/flag_item/Player_Held.epk""]",[],[14],"","","","","","","","",[],[],[],""
312,"marauder_mission_boss_have_spirit","Art/2DArt/BuffIcons/MasterQuest.dds","[""Metadata/Effects/Spells/Masters/Str/flag_item/MasterStr.epk""]",[],[14],"","","","","","","","",[],[],[],""
313,"physical_immunity","Art/2DArt/BuffIcons/NullandVoidRampage.dds",[],[],[],"","","","","","","","",[],[],[],""
314,"phasing_buff","Art/2DArt/BuffIcons/Phasing.dds",[],[],[],"","","","","","","","",[],[],[],""
315,"hound_lava_effect","","[""Metadata/Effects/Spells/monsters_effects/hound/body_glow.epk""]",[],[],"","","","","","","","",[],[],[],""
316,"exile_arcane_buff","","[""Metadata/Effects/Microtransactions/BodyArmours/ArcaneArmour/ArcaneArmourBody.epk""]",[],[],"","","","","","","","",[],[],[],""
317,"herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Spells/herald/fire/fire_herald_epk.epk""]",[],[],1,"","","","","","","",[],[],[],""
318,"herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Spells/herald/ice/ice_herald_epk.epk""]",[],[],1,"","","","","","","",[],[],[],""
319,"herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Spells/herald/lightning/lightning_herald.epk""]",[],[],1,"","","","","","","",[],[],[],""
320,"herald_of_thunder_active","","[""Metadata/Effects/Spells/herald/lightning/lightning_herald_active.epk""]",[],[],1,"","","","","","","",[],[],[],""
321,"display_bodyguard_green","","[""Metadata/Effects/StatusAilments/monsters/bodyguard.epk""]",[],[10],"","","","","","","","",[],[],[],""
322,"display_bodyguard_red","","[""Metadata/Effects/StatusAilments/monsters/bodyguard_red.epk""]",[],[10],"","","","","","","","",[],[],[],""
323,"mission_relic_praying","","[""Metadata/Effects/Spells/monsters_effects/totems/TemplarMissionRelic/aura/TMRaura.epk""]",[],[12],"","","","","","","","",[],[],[],""
324,"mission_beast_corrupted","","[""Metadata/Effects/Spells/Masters/Dex/corrupted_epk.epk""]",[],[11],"","","","","","","","",[],[],[],""
325,"long_stun","",[],[],[],"","","","","","","","",[],[],[65],""
326,"monster_display_fire_bonus","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/fire.epk""]",[],"[11,13]","","","","","","","","",[],[],[],""
327,"monster_display_cold_bonus","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/ice.epk""]",[],"[11,13]","","","","","","","","",[],[],[],""
328,"monster_display_lightning_bonus","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]",[],"[11,13]","","","","","","","","",[],[],[],""
329,"monster_display_physical_bonus","","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/heavy_damage.epk""]",[],[11],"","","","","","","","",[],[],[],""
330,"mission_int_revivable","","[""Metadata/Effects/Spells/Masters/Int/revive_circle.epk""]",[],[15],"","","","","","","","",[],[],[],""
331,"mission_int_ally","","[""Metadata/Effects/Spells/Masters/Int/mint_green_outline.epk""]",[],[15],"","","","","","","","",[],[],[],""
332,"mission_int_enemy","","[""Metadata/Effects/Spells/Masters/Int/mint_red_outline.epk""]",[],[15],"","","","","","","","",[],[],[],""
333,"mission_str_revived","","[""Metadata/Effects/Spells/Masters/Str/revive_epk.epk""]",[],[14],"","","","","","","","",[],[],[],""
334,"tornado_shot_epk","","[""Metadata/Effects/Spells/tornado_shot/trail_tornado.epk""]",[],[],1,"","","","","","","",[],[],[],""
335,"drop_bear_enrage","","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","",[],[],[],""
336,"bestiary_enrage","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Bestiary/EPKs/rare_beasts/enraged.epk""]",[],[41],"","","","","","","","",[],[],[],""
337,"sandstorm","Art/2DArt/BuffIcons/Sandstorm.dds",[],[],[],"","","","","","","","",[],[],[],""
338,"chaos_sandstorm","Art/2DArt/BuffIcons/ChaosSandstorm.dds",[],[],[],"","","","","","","","",[],[],[],""
339,"water_sandstorm","Art/2DArt/SkillIcons/FrostVortex.dds",[],[],[],"","","","","","","","",[],[],[],""
340,"whakawairua_tuahu_buff","Art/2DArt/BuffIcons/WhakawairuaTuahu.dds",[],[],[],"","","","","","","","",[],[],[],""
341,"bloodlines_shrouded","","[""Metadata/Effects/Spells/monsters_effects/monster_mods/shroud/shroud_epk.epk""]",[],[1],"","","","","","","","",[],[],[],""
342,"cold_thorns","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/ice/ice_reflec.epk""]",[],[],"","","","","","","","",[],[],[],""
343,"flask_bonus_weapon_elemental_damage","Art/2DArt/BuffIcons/PrismWeave.dds",[],[],[],"","","","","","","","",[],[],[],""
344,"bloodlines_necrovigil","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/necrovigil/necrovigil_affected_aura.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/necrovigil_aura/necrovigil_aura.epk""]",[1],"","","","","","","","",[],[],[],""
345,"bloodlines_cult_elements_fire","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/burning_element/burning_element.epk""]",[1],"","","","","","","","",[],[],[],""
346,"bloodlines_cult_elements_ice","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/chilled_element/chilled_element.epk""]",[1],"","","","","","","","",[],[],[],""
347,"bloodlines_cult_elements_lightning","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/shocked_element/shocked_element.epk""]",[1],"","","","","","","","",[],[],[],""
348,"bloodlines_zeal_charge","",[],[],[1],"","","","","","","","",[],[],[17],""
349,"bloodlines_vigour_charge","",[],[],[1],"","","","","","","","",[],[],[18],""
350,"bloodlines_invulnerable","","[""Metadata/Effects/Spells/monsters_effects/aura/invulnerable/invulnerable_buff.epk""]",[],[1],"","","","","","","","",[],[],[],""
351,"bloodlines_vulnerable","","[""Metadata/Effects/Spells/monsters_effects/aura/vulnerable/vulnerable_buff.epk""]",[],[1],"","","","","","","","",[],[],[],""
352,"torment_touched","","[""Metadata/Effects/Spells/curses/tormented/on_hit/onhit_torment_epk.epk""]",[],[],"","","","","","","","",[],[],[69],""
353,"torment_possessed","","[""Metadata/Effects/Spells/curses/tormented/possessed.epk""]",[],[],"","","","","","","","",[],[],[],""
354,"monster_aura_physical_degen","Art/2DArt/BuffIcons/PhysicalDegenerationAura.dds",[],"[""Metadata/Particles/monster_effects/aura/physical_degeneration_aura/physical_degen_aura.epk""]",[],"","","","","","","","",[],[],[],""
355,"uniquebelt12_effect","","[""Metadata/Effects/Microtransactions/Aura/maligaro_restraint/maligaro_restraint.epk""]",[],[],1,"","","","","","","",[],[],[],""
356,"torment_cutthroat","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/sml_phyhaste/sml_phyhaste.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/phyhaste/phyhaste.epk""]",[16],"","","","","","","","",[],[],[],""
357,"unique_flask_taste_of_hate","Art/2DArt/BuffIcons/TasteOfHasteFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
358,"unique_flask_coruscating_elixir","Art/2DArt/BuffIcons/CoruscatingElixirFlaskBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
359,"torment_embezzler","Art/2DArt/BuffIcons/ReducedManaLifeShield.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_aura/sml_smothering/sml_smothering.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/smothering/smothering.epk""]",[16],"","","","","","","","",[],[],[],""
360,"static_weapon_buff","Art/2DArt/BuffIcons/StaticStrikeBuff.dds","[""Metadata/Effects/Spells/static_strike/epk.epk""]",[],[],1,"","","","","","","",[],[],[],""
361,"uniquebelt13_effect","",[],"[""Metadata/Effects/Microtransactions/Aura/belt_of_deceiver/belt_of_deceiver.epk""]",[],1,"","","","","","","",[],[],[],""
362,"elemental_equilibrium","Art/2DArt/BuffIcons/elementalequilibrium.dds","[""Metadata/Effects/Spells/curses/elemental equilibrium_epk.epk"",""Metadata/Effects/Spells/curses/elemental equilibrium_epk.epk"",""Metadata/Effects/Spells/curses/elemental equilibrium_epk_large.epk""]",[],[],1,"","","","","","","",[],[],[],""
363,"bull_thorns","Art/2DArt/BuffIcons/thorns.dds","[""Metadata/Effects/Spells/monsters_effects/act4/Bull_Boss/damage_reflect/buff.epk""]",[],[],"","","","","","","","",[],[],[],""
364,"ground_fire_burn_white","Art/2DArt/SkillIcons/holygroundfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
365,"ignited_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/Spells/supports/aurafy/fire_white.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/white_ignited_player.epk","","",[],[],[],""
366,"ignited_blue","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blue.epk""]","[""Metadata/Effects/Microtransactions/Spells/Harbinger/aurafy/fire_blue.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Ignited_blue_player.epk","","",[],[],[],""
367,"ignited_stygian","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited_blackflame.epk""]","[""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_blackflame_large.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/Ignited_blackflame_player.epk","","",[],[],[],""
368,"ignited_corsair","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]",[],"","","","","","","","",[],[],[],""
369,"ignited_blackflame","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/deathflame_ignite.epk"",""Metadata/Effects/StatusAilments/deathflame_ignite.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/deathflame_ignite_large.epk""]","[""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk"",""Metadata/Effects/Spells/supports/aurafy/Ignited_deathflame.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/deathflame_ignite_player.epk","","",[],[],[],""
370,"righteous_fire_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/ri_fire_white/bottom.epk""]",[],[],"","","","","","","","",[],[],[],""
371,"righteous_fire_aura_white","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
372,"inspiring_cry","Art/2DArt/SkillIcons/InspiringCry.dds","[""Metadata/Effects/Spells/inspiring_cry/buff.epk""]",[],[],1,"","","","","","","",[],[],[],""
373,"kaom_archer_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[],""
374,"lb_kaom_archer_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/LBkaomwarrior_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[],""
375,"abyssal_cry","Art/2DArt/SkillIcons/AbyssalCry.dds","[""Metadata/Effects/Spells/abyssal_cry/debuff.epk""]",[],[],1,"","","","","","","",[],[],[],""
376,"tempest_shield_preload","","[""Metadata/Effects/StatusAilments/spells/electrical_repulse/sheildepk.epk""]",[],[],1,"","","","","","","",[],[],[],""
377,"lightning_strike_preload","","[""Metadata/Effects/StatusAilments/spells/lightning_blade/lightning_blade.epk""]",[],[],1,"","","","","","","",[],[],[],""
378,"flask_freeze_immunity","Art/2DArt/BuffIcons/cannotbefrozen.dds",[],[],[],"","","","","","","","",[],[],[],""
379,"flask_bleed_immunity","Art/2DArt/BuffIcons/cannotbleed.dds",[],[],[],"","","","","","","","",[],[],[],""
380,"flask_ignite_immunity","Art/2DArt/BuffIcons/cannotbeignited.dds",[],[],[],"","","","","","","","",[],[],[],""
381,"flask_shock_immunity","Art/2DArt/BuffIcons/cannotbeshocked.dds",[],[],[],"","","","","","","","",[],[],[],""
382,"flask_chill_immunity","Art/2DArt/BuffIcons/cannotbechilled.dds",[],[],[],"","","","","","","","",[],[],[],""
383,"flask_corrupted_blood_immunity","Art/2DArt/BuffIcons/CorruptedBloodImmunityIcon.dds",[],[],[],"","","","","","","","",[],[],[],""
384,"unique_shapers_seed_regeneration","Art/2DArt/BuffIcons/shapersseed.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/smlshaperseed.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/ShaperSeed/ShaperSeed.epk""]",[],1,"","","","","","","",[],[],[],""
385,"kaom_warrior2_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior02_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[],""
386,"kaom_warrior3_effect","","[""Metadata/Effects/Spells/monsters_effects/act4/KaomWarrior/kaomwarrior03_bodyGlow.epk""]",[],[],"","","","","","","","",[],[],[],""
387,"blackguardzombie_effect","","[""Metadata/Effects/Spells/monsters_effects/aura/stance/stance.epk""]","[""Metadata/Effects/Spells/monsters_effects/aura/stance/stance.epk""]",[],"","","","","","","","",[],[],[],""
388,"kaom_fire","","[""Metadata/Effects/Spells/monsters_effects/act4/Kaom/KingKaom/KingKaom_fx.epk""]",[],[],"","","","","","","","",[],[],[],""
389,"fortify","Art/2DArt/BuffIcons/Fortify.dds","[""Metadata/Effects/Spells/fortify/buff/fortifybuff.epk""]",[],[],1,"","","","","","","",[],[],[],""
