"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffectsKey","[i32]","[i32]","[i32]","[i32]","[rid]","rid","i32","bool","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid","bool"
738,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearHelmet",40,2,2,"Bear Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-451274389,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",11,"","",""
739,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearBoots",40,2,2,"Bear Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1243801032,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",4,"","",""
740,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearGloves",40,2,2,"Bear Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1191084518,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",9,"","",""
741,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearBody",40,2,2,"Bear Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1274449690,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",3,"","",""
742,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEtherealPoisonArrow",40,1,1,"Tentacle Caustic Arrow Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1956454237,[],[],[],[],[],264,"","",[],25,[],-16843010,-16843010,"",17,"","",""
743,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcticWings",40,2,2,"Arctic Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",175864811,[],[],[],[],[],264,"","",[],10,[],-16843010,-16843010,"",2,"","",""
744,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEbonySpectralThrow",40,1,1,"Reaper Spectral Throw Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1989791905,[],[],[],[],[],264,"","",[],13,[],-16843010,-16843010,"",17,"","",""
745,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionMinotaurFrame",40,2,2,"Minotaur Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-296804564,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",18,"","",""
746,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionHydraFrame",40,2,2,"Hydra Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",598467530,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",18,"","",""
747,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionChimeraFrame",40,2,2,"Chimera Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1721137578,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",18,"","",""
748,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionPhoenixFrame",40,2,2,"Phoenix Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1908857712,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",18,"","",""
749,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisHelmet",40,2,2,"Lunaris Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1590207350,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",11,"","",""
750,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisBoots",40,2,2,"Lunaris Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1725355861,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",4,"","",""
751,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisGloves",40,2,2,"Lunaris Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1651769128,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",9,"","",""
752,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisBody",40,2,2,"Lunaris Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1029725028,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",3,"","",""
753,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurHelmet",40,2,2,"Minotaur Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1978006720,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",11,"","",""
754,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurBoots",40,2,2,"Minotaur Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-977875162,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",4,"","",""
755,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurGloves",40,2,2,"Minotaur Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-797101189,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",9,"","",""
756,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurBody",40,2,2,"Minotaur Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-837434877,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",3,"","",""
757,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraHelmet",40,2,2,"Hydra Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1411306894,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",11,"","",""
758,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraBoots",40,2,2,"Hydra Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1282711629,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",4,"","",""
759,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraGloves",40,2,2,"Hydra Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-372101504,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",9,"","",""
760,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraBody",40,2,2,"Hydra Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-794019612,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",3,"","",""
761,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraHelmet",40,2,2,"Chimera Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2125953751,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",11,"","",""
762,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraBoots",40,2,2,"Chimera Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1971307060,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",4,"","",""
763,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraGloves",40,2,2,"Chimera Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1680332078,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",9,"","",""
764,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraBody",40,2,2,"Chimera Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-368672489,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",3,"","",""
765,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixHelmet",40,2,2,"Phoenix Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-260985086,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",11,"","",""
766,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixBoots",40,2,2,"Phoenix Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",226868153,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",4,"","",""
767,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixGloves",40,2,2,"Phoenix Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1881579113,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",9,"","",""
768,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixBody",40,2,2,"Phoenix Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",546161555,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",3,"","",""
769,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurWeapon",40,1,1,"Minotaur Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",510026533,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",21,"","",""
770,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraWeapon",40,1,1,"Hydra Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1730171320,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",21,"","",""
771,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraWeapon",40,1,1,"Chimera Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-509190632,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",21,"","",""
772,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixWeapon",40,1,1,"Phoenix Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1648993358,[],[],[],[],[],264,"","",[],37,[],-16843010,-16843010,"",21,"","",""
773,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEssenceWings",40,2,2,"Essence Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1857143051,[],[],[],[],[],264,"","",[],30,[],-16843010,-16843010,"",2,"","",""
774,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEssencePortal",40,2,2,"Essence Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1939229080,[],[],[],[],[],264,"","",[],30,[],-16843010,-16843010,"",16,"","",""
775,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEssenceFootprints",40,1,1,"Essence Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-5432620,[],[],[],[],[],264,"","",[],30,[],-16843010,-16843010,"",8,"","",""
776,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageHelmet",40,2,2,"Carnage Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-436046502,[],[],[],[],[],264,"","",[],70,[],-16843010,-16843010,"",11,"","",""
777,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageBoots",40,2,2,"Carnage Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",470618604,[],[],[],[],[],264,"","",[],70,[],-16843010,-16843010,"",4,"","",""
778,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageGloves",40,2,2,"Carnage Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",550465252,[],[],[],[],[],264,"","",[],70,[],-16843010,-16843010,"",9,"","",""
779,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageBody",40,2,2,"Carnage Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-2075432411,[],[],[],[],[],264,"","",[],70,[],-16843010,-16843010,"",3,"","",""
780,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageShield",40,2,2,"Carnage Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1375510856,[],[],[],[],[],264,"","",[],70,[],-16843010,-16843010,"",22,"","",""
781,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraWings",40,2,2,"Hydra Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-269057495,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
782,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricWings",40,2,2,"Vampiric Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-436965175,[],[],[],[],[],264,"","",[],13,[],-16843010,-16843010,"",2,"","",""
783,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearHoodHelmet",40,2,2,"Bear Hood Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",617059794,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",11,"","",""
784,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBoarHoodHelmet",40,2,2,"Boar Hood Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1547882436,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",11,"","",""
785,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStagHoodHelmet",40,2,2,"Stag Hood Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",973745029,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",11,"","",""
786,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageWings",40,2,2,"Carnage Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1970973258,[],[],[],[],[],264,"","",[],70,[],-16843010,-16843010,"",2,"","",""
787,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGorePortal",40,2,2,"Gore Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",204741808,[],[],[],[],[],264,"","",[],4,[],-16843010,-16843010,"",16,"","",""
788,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionRiftWormShockNova",40,1,1,"Rift Worm Shock Nova Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1101447825,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",17,"","",""
789,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionThrasherClawsGloves",40,2,2,"Thrasher Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1902474588,[],[],[],[],[],264,"","",[],28,[],-16843010,-16843010,"",9,"","",""
790,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBlackholeFrostbolt",40,1,1,"Black Hole Frostbolt Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",374347604,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"","",""
791,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBlackholeVortex",40,1,1,"Black Hole Vortex Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-96527392,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",17,"","",""
792,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDragonTotem",40,1,1,"Dragon Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-418688185,[],[],[],[],[],264,"","",[],7,[],-16843010,-16843010,"",17,"","",""
793,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonHaste",40,1,1,"Imp Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-475919684,[],[],[],[],[],264,"","",[],5,[],-16843010,-16843010,"",17,"","",""
794,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonVitality",40,1,1,"Carnage Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1521035306,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",17,"","",""
795,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonPurityOfElements",40,1,1,"Trinity Aura Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1745808670,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",17,"","",""
796,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialFootprints",40,1,1,"Celestial Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-174194440,[],[],[],[],[],264,"","",[],23,[],-16843010,-16843010,"",8,"","",""
797,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonWings",40,2,2,"Dragon Banners Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1689508709,[],[],[],[],[],264,"","",[],7,[],-16843010,-16843010,"",2,"","",""
798,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBloodRavenSummonRagingSpirit",40,1,1,"Blood Raven Raging Spirit Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1817064207,[],[],[],[],[],264,"","",[],4,[],-16843010,-16843010,"",17,"","",""
799,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarkOfThePhoenixPurple",40,1,1,"Purple Mark of the Phoenix","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-469369729,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",10,"","",""
800,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonHandGloves",40,2,2,"Demon Hand Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-514216440,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",9,"","",""
801,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionBatSwarm",40,1,1,"Bat Swarm Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1992891475,[],[],[],[],[],264,"","",[],13,[],-16843010,-16843010,"",1,"","",""
802,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionWuqiWeaponEffect",40,2,3,"WuQi Axe","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1646395271,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",22,"","",""
803,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonicWings",40,2,2,"Demonic Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",843289092,[],[],[],[],[],264,"","",[],8,[],-16843010,-16843010,"",2,"","",""
804,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEbonyTornadoShot",40,1,1,"Ebony Tornado Shot","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2098041717,[],[],[],[],[],264,"","",[],6,[],-16843010,-16843010,"",17,"","",""
805,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachWeapon",40,1,1,"Breach Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-2056322936,[],[],[],[],[],264,"","",[],2,[],-16843010,-16843010,"",21,"","",""
806,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBlackguardCape",40,2,2,"Blackguard Cape","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-791433600,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",2,"","",""
807,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDunShield",40,2,2,"Dun Shield","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1361196857,[],[],[],[],[],264,"","",[],39,[],-16843010,-16843010,"",22,"","",""
808,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHiveBackpack",40,2,2,"Hive Backpack","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1862402681,[],[],[],[],[],264,"","",[],58,[],-16843010,-16843010,"",2,"","",""
809,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRaggedBreachCape",40,2,2,"Breachspawn Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1347464060,[],[],[],[],[],264,"","",[],2,[],-16843010,-16843010,"",2,"","",""
810,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGrandBreachCape",40,2,2,"Breachlord Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1483616604,[],[],[],[],[],264,"","",[],2,[],-16843010,-16843010,"",2,"","",""
811,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionBreachFrame",40,2,2,"Breachspawn Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1746476228,[],[],[],[],[],264,"","",[],2,[],-16843010,-16843010,"",18,"","",""
812,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionGrandBreachFrame",40,2,2,"Breachlord Portrait Frame","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-1425411844,[],[],[],[],[],264,"","",[],2,[],-16843010,-16843010,"",18,"","",""
813,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBreachPortal",40,2,2,"Breach Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-379472294,[],[],[],[],[],264,"","",[],2,[],-16843010,-16843010,"",16,"","",""
814,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionArcaneTomeTotem",40,1,1,"Arcane Tome Totem Skin","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",51629856,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",17,"","",""
815,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGhostflameBackpack",40,2,2,"Ghostflame Backpack","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1246207750,[],[],[],[],[],264,"","",[],5,[],-16843010,-16843010,"",2,"","",""
816,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionStormcallerCharacterEffect",40,2,2,"Stormcaller Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",666671515,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",5,"","",""
817,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionInfernalCharacterEffect",40,2,2,"Infernal Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",958390368,[],[],[],[],[],264,"","",[],0,[],-16843010,-16843010,"",5,"","",""
818,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionArcticCharacterEffect",40,2,2,"Arctic Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",2015999849,[],[],[],[],[],264,"","",[],10,[],-16843010,-16843010,"",5,"","",""
819,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionGhostflameCharacterEffect",40,2,2,"Ghostflame Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1393277352,[],[],[],[],[],264,"","",[],5,[],-16843010,-16843010,"",17,"","",""
820,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionArcaneCharacterEffect",40,2,2,"Arcane Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-21182515,[],[],[],[],[],264,"","",[],11,[],-16843010,-16843010,"",5,"","",""
821,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerHelmet",40,2,2,"Stormcaller Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1082647439,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",11,"","",""
822,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerBoots",40,2,2,"Stormcaller Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1815087161,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",4,"","",""
823,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerGloves",40,2,2,"Stormcaller Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",1689273435,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",9,"","",""
824,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStormcallerBody",40,2,2,"Stormcaller Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",-644359329,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",3,"","",""
825,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBatteryBackpack",40,2,2,"Battery Back Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",41084864,[],[],[],[],[],264,"","",[],20,[],-16843010,-16843010,"",2,"","",""
826,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDeicideBodyArmour",40,2,2,"Deicide Body","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[],[],[],[],[33],29,0,"",785801579,[],[],[],[],[],264,"","",[],9,[],-16843010,-16843010,"",3,"","",""
