"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","i32","i32","ShowIfEmpty","bool","RenamedVersion","BaseVersion","IsAlternateArt"
533,711,9512,16,72,0,0,0,1,1,"","",""
534,712,9513,1,32,0,0,0,1,1,"","",""
535,713,9514,16,74,0,0,0,1,1,"","",""
536,714,9515,6,56,0,2,3,1,1,"","",""
537,683,9516,0,15,0,0,0,1,1,"","",""
538,715,9517,11,20,0,0,0,1,1,"","",""
539,716,9518,13,58,0,0,0,1,1,"","",""
540,717,9519,15,84,0,0,0,1,1,"","",""
541,720,9522,3,24,0,0,0,1,1,"","",""
542,722,9524,6,58,0,2,3,1,1,"","",""
543,723,9699,6,60,0,1,4,1,1,"","",""
544,724,9525,17,64,0,0,0,1,1,"","",""
545,792,9700,19,84,0,0,0,1,1,"","",""
546,725,9682,16,76,0,0,0,1,1,"","",""
547,726,9683,16,78,0,0,0,1,1,"","",""
548,731,9526,15,86,0,0,0,1,1,"","",""
549,732,9531,1,33,0,0,0,1,1,"","",""
550,733,9532,11,22,0,0,0,1,1,"","",""
551,735,9534,13,60,0,0,0,1,1,"","",""
552,737,9536,0,16,0,0,0,1,1,"","",""
553,738,9537,15,88,0,0,0,1,1,"","",""
554,739,9538,14,60,0,0,0,1,1,"","",""
555,740,9539,9,30,0,0,0,1,1,"","",""
556,741,9540,8,64,0,2,3,1,1,"","",""
557,764,9544,2,40,0,0,0,1,1,"","",""
558,765,9554,6,62,0,0,0,1,1,"","",""
559,766,9555,2,41,0,0,0,1,1,"","",""
560,767,9556,15,90,0,0,0,1,1,"","",""
561,768,9557,8,66,0,0,0,1,1,"","",""
562,769,9558,6,64,0,2,3,1,1,"","",""
563,770,9559,1,34,0,0,0,1,1,"","",""
564,152,7008,18,12,0,0,0,1,1,"","",""
565,771,9672,9,32,0,0,0,1,1,"","",""
566,772,9673,16,80,0,0,0,1,1,"","",""
567,773,9674,2,42,0,0,0,1,1,"","",""
568,774,9675,3,26,0,0,0,1,1,"","",""
569,775,9676,6,66,0,1,4,1,1,"","",""
570,776,9680,6,68,0,2,4,1,1,"","",""
571,777,9681,19,85,0,0,0,1,1,"","",""
572,778,9684,14,62,0,0,0,1,1,"","",""
573,780,9686,13,62,0,0,0,1,1,"","",""
574,781,9687,2,43,0,0,0,1,1,"","",""
575,782,9688,0,17,0,0,0,1,1,"","",""
576,783,9689,0,18,0,0,0,1,1,"","",""
577,786,9691,18,13,0,0,0,1,1,"","",""
578,788,9704,19,86,0,0,0,1,1,"","",""
579,789,9701,19,87,0,0,0,1,1,"","",""
580,791,9703,19,88,0,0,0,1,1,"","",""
581,793,9705,15,92,0,0,0,1,1,"","",""
582,794,9560,1,35,0,0,0,1,1,"","",""
583,795,9717,15,94,0,0,0,1,1,"","",""
584,797,9718,9,34,0,0,0,1,1,"","",""
585,796,9719,9,36,0,0,0,1,1,"","",""
586,798,9720,16,82,0,0,0,1,1,"","",""
587,799,9721,16,84,0,0,0,1,1,"","",""
588,800,9722,1,36,0,0,0,1,1,"","",""
589,801,9723,1,37,0,0,0,1,1,"",588,""
590,802,9724,5,13,0,0,0,1,1,"","",""
591,803,9725,5,14,0,0,0,1,1,"","",""
592,805,9727,15,96,0,0,0,1,1,"","",""
593,806,9728,15,98,0,0,0,1,1,"",592,""
594,808,9730,1,38,0,0,0,1,1,"","",""
595,809,9731,1,39,0,0,0,1,1,"",594,""
596,810,9732,3,28,0,0,0,1,1,"","",""
597,811,9733,3,30,0,0,0,1,1,"","",""
598,812,9734,17,66,0,0,0,1,1,"","",""
599,813,9735,17,68,0,0,0,1,1,"","",""
600,814,9736,1,40,0,0,0,1,1,"","",""
601,815,9737,1,41,0,0,0,1,1,"",600,""
602,816,9738,14,64,0,0,0,1,1,"","",""
603,817,9739,14,66,0,0,0,1,1,"","",""
604,819,9741,7,38,0,0,0,1,1,"","",""
605,820,9742,7,40,0,0,0,1,1,"",604,""
606,821,9743,17,70,0,0,0,1,1,"","",""
607,822,9744,17,72,0,0,0,1,1,"",606,""
608,823,9745,6,70,0,1,3,1,1,"","",""
609,824,9746,6,72,0,1,3,1,1,"",608,""
610,825,9747,15,100,0,0,0,1,1,"","",""
611,826,9748,15,102,0,0,0,1,1,"",610,""
612,827,9749,19,89,0,0,0,1,1,"","",""
613,828,9750,19,90,0,0,0,1,1,"","",""
614,829,9751,19,91,0,0,0,1,1,"","",""
615,830,9752,19,92,0,0,0,1,1,"","",""
616,831,9753,19,93,0,0,0,1,1,"","",""
617,832,9754,19,94,0,0,0,1,1,"","",""
618,835,9755,12,42,0,0,0,1,1,"","",""
619,833,9757,17,74,0,0,0,1,1,"","",""
620,837,9759,2,44,0,0,0,"","","","",""
621,838,9760,13,64,0,0,0,1,1,"","",""
622,839,9761,16,86,0,0,0,1,1,"","",""
623,840,9762,17,76,0,0,0,1,1,"","",""
624,841,9765,5,15,0,0,0,1,1,"","",""
625,843,9772,16,88,0,0,0,1,1,"","",""
626,844,9773,0,19,0,0,0,1,1,"","",""
627,845,9782,17,78,0,0,0,1,1,"","",""
628,846,9783,7,42,0,0,0,1,1,"","",""
629,847,9802,10,36,0,0,0,1,1,"","",""
630,849,9804,12,44,0,0,0,1,1,"","",""
631,850,9805,4,10,0,0,0,1,1,"","",""
632,851,9806,15,104,0,0,0,1,1,"","",""
633,852,9808,1,42,0,0,0,1,1,"",24,""
634,867,9815,12,46,0,0,0,1,1,"","",""
635,854,9823,19,95,0,0,0,"","","","",""
636,855,9824,19,96,0,0,0,"","","","",""
637,856,9825,19,97,0,0,0,1,1,"","",""
638,857,9826,19,98,0,0,0,1,1,"","",""
639,858,9827,19,99,0,0,0,1,1,"","",""
640,859,9828,19,100,0,0,0,1,1,"","",""
641,860,9829,19,101,0,0,0,1,1,"","",""
642,861,9830,19,102,0,0,0,1,1,"","",""
643,862,9831,19,103,0,0,0,1,1,"","",""
644,863,9832,19,104,0,0,0,1,1,"","",""
645,865,9834,19,105,0,0,0,1,1,"","",""
646,866,9835,19,106,0,0,0,1,1,"","",""
647,868,9836,19,107,0,0,0,1,1,"","",""
648,873,9837,19,108,0,0,0,"","","","",""
649,874,9838,19,109,0,0,0,1,1,"","",""
650,869,9816,14,68,0,0,0,1,1,"","",""
651,871,9818,7,44,0,0,0,1,1,"","",""
652,872,9819,0,20,0,0,0,1,1,"","",""
653,875,9822,8,68,0,0,0,1,1,"","",""
654,876,9843,10,38,0,0,0,1,1,"","",""
655,877,9845,15,106,0,0,0,1,1,"","",""
656,881,9854,12,48,0,0,0,1,1,"","",""
657,34,5545,10,40,0,0,0,1,1,"","",""
658,882,9875,16,90,0,0,0,1,1,"","",""
659,883,9876,16,92,0,0,0,1,1,"","",""
660,884,9877,6,74,0,2,3,1,1,"","",""
661,885,9902,14,70,0,0,0,1,1,"","",""
662,887,9904,13,66,0,0,0,1,1,"","",""
663,887,9905,13,68,0,0,0,1,1,"","",""
664,887,9906,13,70,0,0,0,1,1,"","",""
665,319,7237,8,0,0,1,4,"","",216,"",""
666,889,9908,15,108,0,0,0,1,1,"","",""
667,890,9909,16,94,0,0,0,1,1,"","",""
668,904,10037,19,110,0,0,0,1,1,"","",""
669,894,10032,8,70,0,2,3,1,1,"","",""
670,895,9878,6,76,0,2,3,1,1,"","",""
671,896,9879,12,50,0,0,0,1,1,"","",""
672,897,9880,17,80,0,0,0,1,1,"","",""
673,902,9899,11,24,0,0,0,1,1,"","",""
674,903,9900,16,96,0,0,0,1,1,"","",""
675,913,9901,10,42,0,0,0,1,1,"","",""
676,906,9910,3,32,0,0,0,1,1,"","",""
677,907,9911,4,11,0,0,0,1,1,"","",""
678,908,9912,1,43,0,0,0,1,1,"","",""
679,909,9913,15,110,0,0,0,1,1,"","",""
680,910,9914,13,72,0,0,0,1,1,"","",""
681,911,9915,13,74,0,0,0,1,1,"","",""
682,928,9917,18,14,0,0,0,1,1,"","",""
683,928,9918,18,15,0,0,0,1,1,"","",""
684,928,9919,18,16,0,0,0,1,1,"","",""
685,929,9925,15,112,0,0,0,1,1,"","",""
686,931,9926,17,82,0,0,0,1,1,"","",""
687,932,9927,17,84,0,0,0,1,1,"","",""
688,948,9841,19,111,0,0,0,1,1,"","",""
689,933,10156,14,72,0,0,0,1,1,"","",""
690,933,10157,14,74,0,0,0,1,1,"","",""
691,933,10158,14,76,0,0,0,1,1,"","",""
692,935,9928,15,114,0,0,0,1,1,"","",""
693,936,9929,13,76,0,0,0,1,1,"","",""
694,940,9930,14,78,0,0,0,1,1,"","",""
695,941,9931,13,78,0,0,0,1,1,"","",""
696,942,9932,16,98,0,0,0,1,1,"","",""
697,943,9933,10,44,0,0,0,1,1,"","",""
698,944,10043,14,80,0,0,0,1,1,"","",""
699,97,6105,18,17,0,0,0,1,1,"","",""
700,784,9690,18,18,0,0,0,1,1,"","",""
701,930,9921,18,19,0,0,0,1,1,"","",""
702,934,9922,18,20,0,0,0,1,1,"","",""
703,938,9923,18,21,0,0,0,1,1,"","",""
704,945,10047,2,45,0,0,0,1,1,"","",""
705,946,10044,5,16,0,0,0,1,1,"","",""
706,947,10045,0,21,0,0,0,1,1,"","",""
707,949,10076,19,112,0,0,0,1,1,"","",""
708,951,9934,13,80,0,0,0,1,1,"","",""
709,952,10079,19,113,0,0,0,1,1,"","",""
710,954,10080,19,114,0,0,0,1,1,"","",""
711,955,9842,19,115,0,0,0,1,1,"","",""
712,956,8625,6,78,0,2,3,1,1,"","",""
713,957,10046,16,100,0,0,0,1,1,"","",""
714,958,10052,12,52,0,0,0,1,1,"","",""
715,959,10053,17,86,0,0,0,1,1,"","",""
716,960,10054,17,88,0,0,0,1,1,"","",""
717,961,10055,1,44,0,0,0,1,1,"","",""
718,961,10056,1,45,0,0,0,1,1,"","",""
719,961,10057,1,46,0,0,0,1,1,"","",""
720,961,10058,1,47,0,0,0,1,1,"","",""
721,961,10059,1,48,0,0,0,1,1,"","",""
722,962,10061,15,116,0,0,0,1,1,"","",""
723,963,10062,14,82,0,0,0,1,1,"","",""
724,963,10063,14,0,0,0,0,1,1,723,"",""
725,964,10064,4,12,0,0,0,1,1,"","",""
726,965,10065,9,38,0,0,0,1,1,"","",""
727,966,10066,1,49,0,0,0,1,1,"","",""
728,967,10067,16,102,0,0,0,1,1,"","",""
729,968,10068,13,82,0,0,0,1,1,"","",""
730,968,10069,13,0,0,0,0,1,1,729,"",""
731,969,10070,12,54,0,0,0,1,1,"","",""
732,970,10071,16,104,0,0,0,1,1,"","",""
733,970,10072,16,0,0,0,0,1,1,732,"",""
734,971,10073,15,118,0,0,0,1,1,"","",""
735,971,10074,15,0,0,0,0,"","",734,"",""
736,973,10081,19,116,0,0,0,1,1,"","",""
737,974,10082,13,84,0,0,0,1,1,"","",""
738,975,10083,8,72,0,2,3,1,1,"","",""
739,976,10084,9,40,0,0,0,1,1,"","",""
740,977,10085,5,17,0,0,0,1,1,"","",""
741,978,10086,6,80,0,2,3,1,1,"","",""
742,979,10087,6,82,0,2,3,1,1,"","",""
743,980,10088,4,13,0,0,0,1,1,"","",""
744,981,10089,8,74,0,2,3,1,1,"","",""
745,982,10090,1,50,0,0,0,1,1,"","",""
746,983,10096,2,46,0,0,0,1,1,"","",""
747,984,10097,2,47,0,0,0,1,1,"","",""
748,985,10098,16,106,0,0,0,1,1,"","",""
749,986,10099,10,46,0,0,0,1,1,"","",""
750,987,9680,6,84,0,2,4,1,1,"","",""
751,988,10100,11,26,0,0,0,1,1,"","",""
752,989,10102,16,108,0,0,0,1,1,"","",""
753,990,10103,10,48,0,0,0,1,1,"","",""
754,991,10104,7,46,0,0,0,1,1,"","",""
755,992,10105,13,86,0,0,0,1,1,"","",""
756,993,10106,15,120,0,0,0,1,1,"","",""
757,994,10107,14,84,0,0,0,1,1,"","",""
758,995,10108,16,110,0,0,0,1,1,"","",""
759,996,10109,15,122,0,0,0,1,1,"","",""
760,997,10110,16,112,0,0,0,1,1,"","",""
761,998,10111,13,88,0,0,0,1,1,"","",""
762,999,10112,14,86,0,0,0,1,1,"","",""
763,1000,10113,15,124,0,0,0,1,1,"","",""
764,1002,10115,16,114,0,0,0,1,1,"","",""
765,1003,10116,13,90,0,0,0,1,1,"","",""
766,1004,10117,14,88,0,0,0,1,1,"","",""
767,1005,10118,15,126,0,0,0,1,1,"","",""
768,1006,10119,16,116,0,0,0,1,1,"","",""
769,1007,10120,13,92,0,0,0,1,1,"","",""
770,1008,10121,14,90,0,0,0,1,1,"","",""
771,1009,10122,15,128,0,0,0,1,1,"","",""
772,1011,10124,17,90,0,0,0,1,1,"","",""
773,1012,10125,2,48,0,0,0,1,1,"","",""
774,1013,10126,12,56,0,0,0,1,1,"","",""
775,1046,10127,15,130,0,0,0,1,1,"","",""
776,1047,10129,13,94,0,0,0,1,1,"","",""
777,1048,10130,13,96,0,0,0,1,1,"",776,""
778,1049,10131,16,118,0,0,0,1,1,"","",""
779,1050,10132,16,120,0,0,0,1,1,"","",""
780,1051,10133,17,92,0,0,0,1,1,"","",""
781,1052,10134,17,94,0,0,0,1,1,"","",""
782,1053,10135,15,132,0,0,0,1,1,"","",""
783,1054,10136,1,51,0,0,0,1,1,"","",""
784,1055,10137,1,52,0,0,0,1,1,"",783,""
785,1056,10138,19,117,0,0,0,1,1,"","",""
786,1057,10139,19,118,0,0,0,1,1,"","",""
787,1058,10140,19,119,0,0,0,1,1,"","",""
788,1059,10141,19,120,0,0,0,1,1,"",785,""
789,1060,10142,19,121,0,0,0,1,1,"",786,""
790,1061,10143,19,122,0,0,0,1,1,"",787,""
791,1062,10144,0,22,0,0,0,1,1,"","",""
792,1063,10145,0,23,0,0,0,1,1,"","",""
793,1064,10146,12,58,0,0,0,1,1,"","",""
794,1065,10147,14,92,0,0,0,1,1,"","",""
795,1066,10148,14,94,0,0,0,1,1,"",794,""
796,1067,10149,12,60,0,0,0,1,1,"","",""
797,1068,10150,12,62,0,0,0,1,1,"","",""
798,1069,10151,6,86,0,1,3,1,1,"","",""
799,1070,10152,6,88,0,1,3,1,1,"",798,""
800,1071,10153,17,96,0,0,0,1,1,"","",""
801,1072,10154,8,76,0,2,3,1,1,"","",""
802,1074,10159,19,123,0,0,0,1,1,"","",""
803,1074,10160,19,124,0,0,0,1,1,"","",""
804,1074,10161,19,125,0,0,0,1,1,"","",""
805,1076,10217,19,126,0,0,0,1,1,"","",""
806,1078,10219,2,49,0,0,0,1,1,"","",""
807,1079,10220,10,50,0,0,0,1,1,"","",""
808,1080,10221,1,53,0,0,0,1,1,"","",""
809,1082,10223,17,98,0,0,0,1,1,"","",""
810,1083,10224,1,54,0,0,0,1,1,"","",""
811,1084,10225,13,98,0,0,0,1,1,"","",""
812,1085,10226,13,100,0,0,0,1,1,"","",""
813,1086,10227,16,122,0,0,0,1,1,"","",""
814,1087,10228,8,78,0,2,3,1,1,"","",""
815,1088,10229,16,124,0,0,0,1,1,"","",""
816,1089,10230,16,126,0,0,0,1,1,"","",""
817,1090,10231,2,50,0,0,0,1,1,"","",""
818,1091,10232,2,51,0,0,0,1,1,"","",""
819,1092,10233,2,52,0,0,0,1,1,"","",""
820,1093,10234,2,53,0,0,0,1,1,"","",""
821,1094,10235,2,54,0,0,0,1,1,"","",""
822,1095,10236,2,55,0,0,0,1,1,"","",""
823,1096,10237,2,56,0,0,0,1,1,"","",""
824,1097,10238,2,57,0,0,0,1,1,"","",""
825,1098,10239,2,58,0,0,0,1,1,"","",""
826,1099,10240,2,59,0,0,0,1,1,"","",""
827,1099,10241,2,60,0,0,0,1,1,"","",""
828,1099,10242,2,61,0,0,0,1,1,"","",""
829,1099,10243,2,62,0,0,0,1,1,"","",""
830,1099,10244,2,63,0,0,0,1,1,"","",""
831,1099,10245,2,64,0,0,0,1,1,"","",""
832,1099,10246,2,65,0,0,0,1,1,"","",""
833,1100,10247,1,55,0,0,0,1,1,"","",""
834,1107,10264,13,102,0,0,0,1,1,"","",""
835,1109,10266,16,128,0,0,0,1,1,"","",""
836,1110,10267,16,130,0,0,0,1,1,"","",""
837,1111,10268,16,132,0,0,0,1,1,"","",""
838,1114,10271,1,56,0,0,0,1,1,"","",""
839,1115,10272,2,66,0,0,0,1,1,"","",""
840,1116,10273,9,42,0,0,0,1,1,"","",""
841,1117,10274,6,90,0,1,4,1,1,"","",""
842,1119,10276,12,64,0,0,0,1,1,"","",""
843,1120,10277,15,134,0,0,0,1,1,"","",""
844,1121,10278,0,24,0,0,0,1,1,"","",""
845,1122,10279,16,134,0,0,0,1,1,"","",""
846,1123,10280,17,100,0,0,0,1,1,"","",""
847,1112,10269,15,136,0,0,0,1,1,"","",""
848,1081,10222,13,104,0,0,0,1,1,"","",""
849,1132,10396,2,67,0,0,0,1,1,"","",""
850,1133,10397,2,68,0,0,0,1,1,"","",""
851,1134,10398,2,69,0,0,0,1,1,"","",""
852,1135,10399,2,70,0,0,0,1,1,"","",""
853,1136,10400,2,71,0,0,0,1,1,"","",""
854,1125,10389,8,80,0,0,0,1,1,"","",""
855,1127,10391,0,25,0,0,0,1,1,"","",""
856,1128,10392,13,106,0,0,0,1,1,"","",""
857,1129,10393,15,138,0,0,0,1,1,"","",""
858,1130,10394,13,108,0,0,0,1,1,"","",""
859,1131,10395,16,136,0,0,0,1,1,"","",""
860,1137,10401,1,57,0,0,0,1,1,"","",""
861,1139,10403,17,102,0,0,0,1,1,"","",""
862,1140,10404,14,96,0,0,0,1,1,"","",""
863,1141,10405,11,28,0,0,0,1,1,"","",""
864,759,8099,5,18,0,0,0,1,1,"",282,""
865,1029,5566,16,138,0,0,0,1,1,"",30,""
866,1024,6471,17,104,0,0,0,1,1,"",108,""
867,1041,8622,8,82,0,0,0,1,1,"",316,""
868,1101,7054,8,84,0,0,0,1,1,"",120,""
869,1044,9273,5,19,0,0,0,1,1,"",472,""
870,743,8074,11,30,0,0,0,1,1,"",269,""
871,1014,7064,15,140,0,0,0,1,1,"",129,""
872,730,5544,9,44,0,0,0,1,1,"",14,""
873,749,7086,16,140,0,0,0,1,1,"",139,""
874,1021,5587,13,110,0,0,0,1,1,"",50,""
875,755,7461,9,46,0,0,0,1,1,"",244,""
876,1042,5531,6,92,0,0,0,1,1,"",1,""
877,1038,8791,7,48,0,0,0,1,1,"",405,""
878,1019,7204,14,98,0,0,0,1,1,"",178,""
879,748,5543,16,142,0,0,0,1,1,"",13,""
880,1028,6462,15,142,0,0,0,1,1,"",99,""
881,1022,5564,16,144,0,0,0,1,1,"",28,""
882,1040,5547,8,86,0,0,0,1,1,"",16,""
883,1103,5571,16,146,0,0,0,1,1,"",35,""
884,1015,5573,14,100,0,0,0,1,1,"",37,""
885,746,5582,13,112,0,0,0,1,1,"",45,""
886,758,5546,8,88,0,0,0,1,1,"",15,""
887,1037,7458,11,32,0,0,0,1,1,"",243,""
888,752,6122,17,106,0,0,0,1,1,"",61,""
889,763,5534,2,72,0,0,0,1,1,"",4,""
890,727,5557,1,58,0,0,0,1,1,"",23,""
891,1031,5542,16,148,0,0,0,1,1,"",12,""
892,747,5565,16,150,0,0,0,1,1,"",29,""
893,1026,7334,10,52,0,0,0,1,1,"",213,""
894,745,5572,1,59,0,0,0,1,1,"",36,""
895,1025,7207,8,90,0,0,0,1,1,"",180,""
896,761,6470,6,94,0,0,0,1,1,"",107,""
897,760,8788,10,54,0,0,0,1,1,"",402,""
898,1039,8784,4,14,0,0,0,1,1,"",399,""
899,729,5579,14,102,0,0,0,1,1,"",42,""
900,756,5540,9,48,0,0,0,1,1,"",10,""
901,1017,5580,14,104,0,0,0,1,1,"",43,""
902,754,6448,7,50,0,0,0,1,1,"",87,""
903,1043,9266,6,96,0,0,0,1,1,"",465,""
904,1033,6114,1,60,0,0,0,1,1,"",53,""
905,753,7330,7,52,0,0,0,1,1,"",212,""
906,1045,10061,15,144,0,0,0,1,1,"",722,""
907,1035,6117,12,66,0,0,0,1,1,"",56,""
908,751,6432,17,108,0,0,0,1,1,"",74,""
909,744,5554,11,34,0,0,0,1,1,"",238,""
910,1027,8798,10,56,0,0,0,1,1,"",412,""
911,1034,6117,12,68,0,0,0,1,1,"",56,""
912,757,6899,9,50,0,0,0,1,1,"",110,""
913,750,7324,17,110,0,0,0,1,1,"",210,""
914,1023,8566,2,73,0,0,0,1,1,"",290,""
915,742,5533,2,74,0,0,0,1,1,"",3,""
916,728,6454,15,146,0,0,0,1,1,"",92,""
917,1124,6986,17,112,0,0,0,1,1,"",112,""
918,1016,7234,15,148,0,0,0,1,1,"",184,""
919,1018,5581,14,106,0,0,0,1,1,"",44,""
920,1036,8567,2,75,0,0,0,1,1,"",291,""
921,398,5141,1,61,0,0,0,"","","","",1
922,19,6992,6,98,0,0,0,"","","","",1
923,134,6993,16,152,0,0,0,"","","","",1
924,104,6994,13,114,0,0,0,"","","","",1
925,66,6995,14,108,0,0,0,"","","","",1
926,74,6996,13,116,0,0,0,"","","","",1
927,141,6997,17,114,0,0,0,"","","","",1
928,24,6998,2,76,0,0,0,"","","","",1
929,45,6999,1,62,0,0,0,"","","","",1
930,38,7000,6,100,0,0,0,"","","","",1
931,114,7001,9,52,0,0,0,"","","","",1
932,33,7003,9,54,0,0,0,"","","","",1
933,101,7004,1,63,0,0,0,"","","","",1
934,164,7005,15,150,0,0,0,"","","","",1
935,79,7006,1,64,0,0,0,"","","","",1
936,21,7188,2,77,0,0,0,"","","","",1
937,105,7189,14,110,0,0,0,"","","","",1
938,67,7190,14,112,0,0,0,"","","","",1
939,47,7192,1,65,0,0,0,"","","","",1
940,68,7193,14,114,0,0,0,"","","","",1
941,89,7194,7,54,0,0,0,"","","","",1
942,69,7195,14,116,0,0,0,"","","","",1
943,163,7196,14,118,0,0,0,"","","","",1
944,133,7197,10,58,0,0,0,"","","","",1
945,192,7243,1,66,0,0,0,"","","","",1
946,78,7244,1,67,0,0,0,"","","","",1
947,149,7245,15,152,0,0,0,"","","","",1
948,126,7246,15,154,0,0,0,"","","","",1
949,52,7247,16,154,0,0,0,"","","","",1
950,56,7248,16,156,0,0,0,"","","","",1
951,112,7250,8,92,0,0,0,"","","","",1
952,34,7251,10,60,0,0,0,"","","","",1
953,28,7252,4,15,0,0,0,"","","","",1
954,22,7299,2,78,0,0,0,"","","","",1
955,143,7300,9,56,0,0,0,"","","","",1
956,51,7301,16,158,0,0,0,"","","","",1
957,219,7303,2,79,0,0,0,"","","","",1
958,232,7304,0,26,0,0,0,"","","","",1
959,150,7305,2,80,0,0,0,"","","","",1
960,140,7306,6,102,0,2,4,"","","","",1
961,230,7307,2,81,0,0,0,"","","","",1
962,222,7308,12,70,0,0,0,"","","","",1
963,216,7311,1,68,0,0,0,"","","","",1
964,228,7312,1,69,0,0,0,"","","","",1
965,242,7313,16,160,0,0,0,"","","","",1
966,41,7315,2,82,0,0,0,"","","","",1
967,107,7316,4,16,0,0,0,"","","","",1
968,82,7340,12,72,0,0,0,"","","","",1
969,182,7341,6,104,0,0,0,"","","","",1
970,109,7342,14,120,0,0,0,"","","","",1
971,220,7344,2,83,0,0,0,"","","","",1
972,24,7345,2,84,0,0,0,"","","","",1
973,83,7346,12,74,0,0,0,"","","","",1
974,44,7347,1,70,0,0,0,"","","","",1
975,269,7348,2,85,0,0,0,"","","","",1
976,199,7349,5,20,0,0,0,"","","","",1
977,299,7351,13,118,0,0,0,"","","","",1
978,80,7440,12,76,0,0,0,"","","","",1
979,42,7441,11,36,0,0,0,"","","","",1
980,161,7442,15,156,0,0,0,"","","","",1
981,266,7444,6,106,0,0,0,"","","","",1
982,280,7445,0,27,0,0,0,"","","","",1
983,183,7446,2,86,0,0,0,"","","","",1
984,20,7447,1,71,0,0,0,"","","","",1
985,155,7448,16,162,0,0,0,"","","","",1
986,283,7449,12,78,0,0,0,"","","","",1
987,345,7450,12,80,0,0,0,"","","","",1
988,298,7473,5,21,0,0,0,"","","","",1
989,166,7474,10,62,0,0,0,"","","","",1
990,275,7475,2,87,0,0,0,"","","","",1
991,320,7477,16,164,0,0,0,"","","","",1
992,286,7478,12,82,0,0,0,"","","","",1
993,41,7479,2,88,0,0,0,"","","","",1
994,276,7480,2,89,0,0,0,"","","","",1
995,94,7481,17,116,0,0,0,"","","","",1
996,277,7482,2,90,0,0,0,"","","","",1
997,278,7483,2,91,0,0,0,"","","","",1
998,314,8085,10,64,0,0,0,"","","","",1
999,231,8087,2,92,0,0,0,"","","","",1
1000,369,8088,0,28,0,0,0,"","","","",1
1001,195,8089,16,166,0,0,0,"","","","",1
1002,217,8090,1,72,0,0,0,"","","","",1
1003,395,8091,2,93,0,0,0,"","","","",1
1004,20,8578,1,73,0,0,0,"","","","",1
1005,265,8580,3,34,0,0,0,"","","","",1
1006,39,8581,2,94,0,0,0,"","","","",1
1007,158,8582,16,168,0,0,0,"","","","",1
1008,426,8583,0,29,0,0,0,"","","","",1
1009,367,8595,2,95,0,0,0,"","","","",1
1010,71,8597,13,120,0,0,0,"","","","",1
1011,387,8598,2,96,0,0,0,"","","","",1
1012,316,8599,4,17,0,0,0,"","","","",1
1013,428,8600,1,74,0,0,0,"","","","",1
1014,66,8609,14,122,0,0,0,"","","","",1
1015,36,8611,8,94,0,0,0,"","","","",1
1016,406,8612,2,97,0,0,0,"","","","",1
1017,83,8613,12,84,0,0,0,"","","","",1
1018,192,8614,1,75,0,0,0,"","","","",1
1019,563,8694,17,118,0,0,0,"","","","",1
1020,408,8695,1,76,0,0,0,"","","","",1
1021,383,8697,6,108,0,0,0,"","","","",1
1022,418,8698,1,77,0,0,0,"","","","",1
1023,85,8699,17,120,0,0,0,"","","","",1
1024,571,8700,2,98,0,0,0,"","","","",1
1025,646,8781,15,158,0,0,0,"","","","",1
1026,399,9236,10,66,0,0,0,"","","","",1
1027,220,9238,2,99,0,0,0,"","","","",1
1028,224,9239,14,124,0,0,0,"","","","",1
1029,380,9240,13,122,0,0,0,"","","","",1
1030,591,9241,1,78,0,0,0,"","","","",1
1031,551,9280,6,110,0,0,0,"","","","",1
1032,87,9282,17,122,0,0,0,"","","","",1
1033,280,9283,0,30,0,0,0,"","","","",1
1034,212,9284,7,56,0,0,0,"","","","",1
1035,631,9285,12,86,0,0,0,"","","","",1
1036,347,9309,11,38,0,0,0,"","","","",1
1037,462,9311,10,68,0,0,0,"","","","",1
1038,443,9312,12,88,0,0,0,"","","","",1
1039,531,9313,2,100,0,0,0,"","","","",1
1040,644,9314,1,79,0,0,0,"","","","",1
1041,745,9546,1,80,0,0,0,"","","",36,1
1042,632,9547,1,81,0,0,0,"","","","",1
1043,463,9548,1,82,0,0,0,"","","","",1
1044,218,9549,1,83,0,0,0,"","","","",1
1045,636,9550,1,84,0,0,0,"","","","",1
1046,217,9551,1,85,0,0,0,"","","","",1
1047,1149,5258,16,170,0,0,0,"","","","",""
1048,1149,5259,16,172,0,0,0,"","","","",1
1049,1143,10407,13,124,0,0,0,1,1,"","",""
1050,1144,10408,16,174,0,0,0,1,1,"","",""
1051,1145,10409,1,86,0,0,0,1,1,"","",""
1052,1151,10412,8,96,0,0,0,1,1,"","",""
1053,1150,10411,16,176,0,0,0,1,1,"","",""
1054,1152,10414,19,127,0,0,0,1,1,"","",""
1055,1153,10415,19,128,0,0,0,1,1,"","",""
1056,1154,10416,19,129,0,0,0,1,1,"","",""
1057,1155,10417,19,130,0,0,0,1,1,"","",""
1058,1156,10418,19,131,0,0,0,1,1,"","",""
1059,1146,10410,16,178,0,0,0,1,1,"","",""
1060,1157,10419,19,132,0,0,0,1,1,"","",""
1061,1164,10460,13,126,0,0,0,1,1,"","",""
1062,1165,10461,2,101,0,0,0,1,1,"","",""
1063,1166,10462,2,102,0,0,0,1,1,"","",""
1064,1167,10463,15,160,0,0,0,1,1,"","",""
1065,1168,10464,1,87,0,0,0,1,1,"","",""
