"rownum","HideoutNPCsKey","Order","ModsKey","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","Tags","i32","i32","i32","i32","i32","i32","bool","rid","rid","rid","rid"
138,3,49,16369,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,[1],1,"",0,0,[1],[],0,0,20596,0,1155,1155,"","","",1,10
139,3,50,16370,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,[1],1,"",0,0,[1],[],0,0,20648,0,1155,1155,"","","",1,10
140,3,51,16363,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,"",0,0,"[0,2,3]",[],0,0,20760,0,1155,1155,"","","",1,10
141,3,52,16364,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,20876,0,1155,1155,"","","",1,10
142,3,53,16365,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,20992,0,1155,1155,"","","",1,10
143,3,54,16366,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,21108,0,1155,1155,"","","",1,10
144,3,55,16360,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,13,11]",0,"",0,0,[],[],0,0,21268,0,1155,1155,"","","",1,10
145,3,56,16361,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[],0,0,21432,0,1155,1155,"","","",1,10
146,3,57,16362,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[],0,0,21596,0,1155,1155,"","","",1,10
147,3,58,16371,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[156],1,"[0,1,2,3,9,10,4]",1,"",0,0,[],[],0,0,21728,0,1155,1155,"","","",2,104
148,3,59,16372,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[157],2,"[0,1,2,3,9,10,4]",1,"",0,0,[],[],0,0,21860,0,1155,1155,"","","",2,104
149,3,60,16373,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,1,2,3]",1,"",0,0,[],[],0,0,21944,0,1155,1155,"","","",1,200
150,3,61,16374,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,1,2,3]",1,"",0,0,[],[],0,0,22028,0,1155,1155,"","","",1,200
151,3,62,16375,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,1,2,3]",1,"",0,0,[],[],0,0,22112,0,1155,1155,"","","",1,200
152,3,63,16376,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[261],4,"[0,1,2,3]",1,"",0,0,[],[],0,0,22196,0,1155,1155,"","","",1,200
153,3,64,16381,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,[1],1,"",0,0,[1],[],0,0,22248,0,1155,1155,"","","",1,74
154,3,65,16382,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,[1],1,"",0,0,[1],[],0,0,22300,0,1155,1155,"","","",1,74
155,3,66,16383,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,[1],1,"",0,0,[1],[],0,0,22352,0,1155,1155,"","","",1,74
156,3,67,16384,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,[1],1,"",0,0,[1],[],0,0,22404,0,1155,1155,"","","",1,74
157,3,68,16377,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,22488,0,1155,1155,"","","",1,74
158,3,69,16378,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,22572,0,1155,1155,"","","",1,74
159,3,70,16379,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,22656,0,1155,1155,"","","",1,74
160,3,71,16380,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,"[0,2]",1,"",0,0,"[0,2]",[],0,0,22740,0,1155,1155,"","","",1,74
161,3,72,16385,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[164],1,"[0,1,2,3]",1,"",0,0,[],[],0,0,22824,0,1155,1155,"","","",1,1399
162,3,73,16386,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[165],2,"[0,1,2,3]",1,"",0,0,[],[],0,0,22908,0,1155,1155,"","","",1,1399
163,3,74,16387,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[166],1,"[0,1,2,3,9,10,11,13]",1,"",0,0,[],[],0,0,23056,0,1155,1155,"","","",1,232
164,3,75,16388,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[167],2,"[0,1,2,3,13,11]",1,"",0,0,[],[],0,0,23172,0,1155,1155,"","","",1,232
165,3,76,16389,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,1,2,3]",1,"",0,0,[],[],0,0,23256,0,1155,1155,"","","",2,203
166,3,77,16390,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,1]",1,"",0,0,"[0,1]",[],0,0,23340,0,1155,1155,"","","",2,203
167,3,78,16391,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,1]",1,"",0,0,"[0,1]",[],0,0,23424,0,1155,1155,"","","",2,203
168,3,79,16392,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[2,3]",1,"",0,0,"[2,3]",[],0,0,23508,0,1155,1155,"","","",2,203
169,3,80,16393,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[7,13]",1,"",0,0,"[7,13]",[],0,0,23592,0,1155,1155,"","","",2,96
170,3,81,16399,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,[1],1,"",0,0,[1],[],0,0,23644,0,1155,1155,"","","",2,93
171,3,82,16400,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,[1],1,"",0,0,[1],[],0,0,23696,0,1155,1155,"","","",2,93
172,3,83,16401,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,[1],1,"",0,0,[1],[],0,0,23748,0,1155,1155,"","","",2,93
173,3,84,16395,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,23832,0,1155,1155,"","","",2,93
174,3,85,16397,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,23916,0,1155,1155,"","","",2,93
175,3,86,16398,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,24000,0,1155,1155,"","","",2,93
176,3,87,16406,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[1],[],0,0,24052,0,1155,1155,"","","",1,131
177,3,88,16407,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[1],[],0,0,24104,0,1155,1155,"","","",1,131
178,3,89,16408,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[1],[],0,0,24156,0,1155,1155,"","","",1,131
179,3,90,16403,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,24240,0,1155,1155,"","","",1,131
180,3,91,16404,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,24324,0,1155,1155,"","","",1,131
181,3,92,16405,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,24408,0,1155,1155,"","","",1,131
182,3,93,16409,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],0,0,24524,0,1155,1155,"","","",2,129
183,3,94,16410,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],0,0,24640,0,1155,1155,"","","",2,129
184,3,95,16414,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[1],[],0,0,24692,0,1155,1155,"","","",1,137
185,3,96,16415,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[1],[],0,0,24744,0,1155,1155,"","","",1,137
186,3,97,16416,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[1],[],0,0,24796,0,1155,1155,"","","",1,137
187,3,98,16411,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,24880,0,1155,1155,"","","",1,137
188,3,99,16412,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,24964,0,1155,1155,"","","",1,137
189,3,100,16413,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,25048,0,1155,1155,"","","",1,137
190,3,101,16417,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],0,0,25164,0,1155,1155,"","","",2,135
191,3,102,16418,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],0,0,25280,0,1155,1155,"","","",2,135
192,3,103,16422,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[1],[],0,0,25332,0,1155,1155,"","","",1,143
193,3,104,16423,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[1],[],0,0,25384,0,1155,1155,"","","",1,143
194,3,105,16424,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[1],[],0,0,25436,0,1155,1155,"","","",1,143
195,3,106,16419,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,25520,0,1155,1155,"","","",1,143
196,3,107,16420,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,25604,0,1155,1155,"","","",1,143
197,3,108,16421,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,25688,0,1155,1155,"","","",1,143
198,3,109,16425,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],0,0,25804,0,1155,1155,"","","",2,141
199,3,110,16426,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],0,0,25920,0,1155,1155,"","","",2,141
200,3,111,16430,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,[1],1,"",0,0,[1],[],0,0,25972,0,1155,1155,"","","",1,147
201,3,112,16431,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,[1],1,"",0,0,[1],[],0,0,26024,0,1155,1155,"","","",1,147
202,3,113,16432,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,[1],1,"",0,0,[1],[],0,0,26076,0,1155,1155,"","","",1,147
203,3,114,16427,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,26160,0,1155,1155,"","","",1,147
204,3,115,16428,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,26244,0,1155,1155,"","","",1,147
205,3,116,16429,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,26328,0,1155,1155,"","","",1,147
206,3,117,16433,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],0,0,26444,0,1155,1155,"","","",2,1682
207,3,118,16434,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],0,0,26560,0,1155,1155,"","","",2,1682
208,3,119,16435,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[0,1,2,3]",1,"",0,0,[],[],0,0,26644,0,1155,1155,"","","",2,346
209,3,120,16436,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[0,1,2,3]",1,"",0,0,[],[],0,0,26728,0,1155,1155,"","","",2,346
210,3,121,16437,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[0,1,2,3]",1,"",0,0,[],[],0,0,26812,0,1155,1155,"","","",2,346
211,3,122,16438,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[7,5,9,10,13,4]",1,"",0,0,[],[],0,0,26928,0,1155,1155,"","","",2,101
212,3,123,16439,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[7,5,9,10,13,4]",1,"",0,0,[],[],0,0,27044,0,1155,1155,"","","",2,101
213,3,124,16440,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[7,5,9,10,13,4]",1,"",0,0,[],[],0,0,27160,0,1155,1155,"","","",2,101
214,3,125,16441,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[4,10]",1,"",0,0,[],[],0,0,27212,0,1155,1155,"","","",2,201
215,3,126,16442,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[4,10]",1,"",0,0,[],[],0,0,27264,0,1155,1155,"","","",2,201
216,3,127,16443,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,27364,0,1155,1155,"","","",1,53
217,3,128,16444,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,27464,0,1155,1155,"","","",1,53
218,3,129,16445,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,27564,0,1155,1155,"","","",1,53
219,3,130,16446,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,27664,0,1155,1155,"","","",1,49
220,3,131,16447,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],0,0,27732,0,1155,1155,"","","",1,49
221,3,132,16448,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],0,0,27784,0,1155,1155,"","","",1,49
222,3,133,16449,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,27884,0,1155,1155,"","","",1,35
223,3,134,16450,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,27984,0,1155,1155,"","","",1,35
224,3,135,16451,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,28084,0,1155,1155,"","","",1,35
225,3,136,16452,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,28184,0,1155,1155,"","","",1,47
226,3,137,16453,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],0,0,28252,0,1155,1155,"","","",1,47
227,3,138,16454,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],0,0,28304,0,1155,1155,"","","",1,47
228,3,139,16455,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,28404,0,1155,1155,"","","",1,8
229,3,140,16456,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,28504,0,1155,1155,"","","",1,8
230,3,141,16457,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,28604,0,1155,1155,"","","",1,8
231,3,142,16458,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,28704,0,1155,1155,"","","",1,7
232,3,143,16459,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],0,0,28772,0,1155,1155,"","","",1,7
233,3,144,16460,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],0,0,28824,0,1155,1155,"","","",1,7
234,3,145,16463,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,[10],1,"",0,0,[],[],0,0,28860,0,1155,1155,"","","",1,55
235,3,146,16464,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,[10],1,"",0,0,[],[],0,0,28896,0,1155,1155,"","","",1,55
236,3,147,16461,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,"[10,9]",1,"",0,0,[],[],0,0,28948,0,1155,1155,"","","",1,6
237,3,148,16462,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,"[10,9]",1,"",0,0,[],[],0,0,29000,0,1155,1155,"","","",1,6
238,3,149,16465,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29100,0,1155,1155,"","","",1,426
239,3,150,16466,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29200,0,1155,1155,"","","",1,426
240,3,151,16467,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29300,0,1155,1155,"","","",1,426
241,3,152,16468,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29400,0,1155,1155,"","","",1,424
242,3,153,16469,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29500,0,1155,1155,"","","",1,424
243,3,154,16470,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29600,0,1155,1155,"","","",1,424
244,3,155,16471,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29700,0,1155,1155,"","","",1,428
245,3,156,16472,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29800,0,1155,1155,"","","",1,428
246,3,157,16473,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],0,0,29900,0,1155,1155,"","","",1,428
247,3,158,16477,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[1],[],0,0,29952,0,1155,1155,"","","",1,152
248,3,159,16478,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[1],[],0,0,30004,0,1155,1155,"","","",1,152
249,3,160,16479,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[1],[],0,0,30056,0,1155,1155,"","","",1,152
250,3,161,16474,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,30172,0,1155,1155,"","","",1,152
251,3,162,16475,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,30288,0,1155,1155,"","","",1,152
252,3,163,16476,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,30404,0,1155,1155,"","","",1,152
253,3,164,16480,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10]",1,"",0,0,[],[],0,0,30456,0,1155,1155,"","","",1,1
254,3,165,16481,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10]",1,"",0,0,[],[],0,0,30508,0,1155,1155,"","","",1,1
255,3,166,16485,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[1],[],0,0,30560,0,1155,1155,"","","",1,12
256,3,167,16486,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[1],[],0,0,30612,0,1155,1155,"","","",1,12
257,3,168,16487,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[1],[],0,0,30664,0,1155,1155,"","","",1,12
258,3,169,16482,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,30780,0,1155,1155,"","","",1,12
259,3,170,16483,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,30896,0,1155,1155,"","","",1,12
260,3,171,16484,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,31012,0,1155,1155,"","","",1,12
261,3,172,16488,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10]",1,"",0,0,[],[],0,0,31064,0,1155,1155,"","","",1,4
262,3,173,16489,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10]",1,"",0,0,[],[],0,0,31116,0,1155,1155,"","","",1,4
263,3,174,16493,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[1],[],0,0,31168,0,1155,1155,"","","",1,149
264,3,175,16494,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[1],[],0,0,31220,0,1155,1155,"","","",1,149
265,3,176,16495,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[1],[],0,0,31272,0,1155,1155,"","","",1,149
266,3,177,16490,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,31388,0,1155,1155,"","","",1,149
267,3,178,16491,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,31504,0,1155,1155,"","","",1,149
268,3,179,16492,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2,3]",1,"",0,0,"[0,2,3]",[],0,0,31620,0,1155,1155,"","","",1,149
269,3,180,16496,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10]",1,"",0,0,[],[],0,0,31672,0,1155,1155,"","","",1,5
270,3,181,16497,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10]",1,"",0,0,[],[],0,0,31724,0,1155,1155,"","","",1,5
271,3,182,16501,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[1,3]",1,"",0,0,"[1,3]",[],0,0,31808,0,1155,1155,"","","",1,44
272,3,183,16502,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[1,3]",1,"",0,0,"[1,3]",[],0,0,31892,0,1155,1155,"","","",1,44
273,3,184,16503,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[1,3]",1,"",0,0,"[1,3]",[],0,0,31976,0,1155,1155,"","","",1,44
274,3,185,16498,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,32060,0,1155,1155,"","","",1,44
275,3,186,16499,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,32144,0,1155,1155,"","","",1,44
276,3,187,16500,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,32228,0,1155,1155,"","","",1,44
277,3,188,16504,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[9,10,13,7]",1,"",0,0,[],[],0,0,32312,0,1155,1155,"","","",1,15
278,3,189,16505,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[9,10]",1,"",0,0,[],[],0,0,32364,0,1155,1155,"","","",1,15
279,3,190,16506,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,13,7]",1,"",0,0,[],[],0,0,32448,0,1155,1155,"","","",1,374
280,3,191,16507,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10]",1,"",0,0,[],[],0,0,32500,0,1155,1155,"","","",1,374
281,3,192,16511,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[1],[],0,0,32552,0,1155,1155,"","","",1,2428
282,3,193,16512,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[1],[],0,0,32604,0,1155,1155,"","","",1,2428
283,3,194,16513,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[1],[],0,0,32656,0,1155,1155,"","","",1,2428
284,3,195,16508,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,32740,0,1155,1155,"","","",1,2428
285,3,196,16509,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,32824,0,1155,1155,"","","",1,2428
286,3,197,16510,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,32908,0,1155,1155,"","","",1,2428
287,3,198,16517,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[1],[],0,0,32960,0,1155,1155,"","","",1,2430
288,3,199,16518,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[1],[],0,0,33012,0,1155,1155,"","","",1,2430
289,3,200,16519,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[1],[],0,0,33064,0,1155,1155,"","","",1,2430
290,3,201,16514,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,"[0,2]",[],0,0,33148,0,1155,1155,"","","",1,2430
291,3,202,16515,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,"[0,2]",[],0,0,33232,0,1155,1155,"","","",1,2430
292,3,203,16516,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,"[0,2]",[],0,0,33316,0,1155,1155,"","","",1,2430
293,3,204,16523,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[1],[],0,0,33368,0,1155,1155,"","","",1,2432
294,3,205,16524,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[1],[],0,0,33420,0,1155,1155,"","","",1,2432
