"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool","i32","bool","bool","InheritsFrom","i32","rid","i32","bool","bool","Stuck_AOFile","Bounce_AOFile","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","[string]","bool","[i32]"
276,"Metadata/Projectiles/SoulMortarProjectile","[""Metadata/Effects/Spells/monsters_effects/soul_mortar/rig_small.ao""]","[""mortar""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
277,"Metadata/Projectiles/BallLightningTemplar","[""Metadata/Effects/Spells/monsters_effects/act5/templar_judge/lightning_orb_orb.ao""]","[""lightning_orb_once""]","[""lightning_orb_end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
278,"Metadata/Projectiles/FireballHoly","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/holy_projectile/minion_projectile.ao""]","[""fireball""]","[""fireball_explode""]",1040,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
279,"Metadata/Projectiles/GruestSpear","[""Metadata/Effects/Spells/monsters_effects/Bandits/BanditLord/GreustSpear.ao""]","[""loop""]","[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
280,"Metadata/Projectiles/GreustBarrageSpear","[""Metadata/Effects/Spells/monsters_effects/act7/Ralakesh_Totem/greust_buffed_projectile/rig.ao""]","[""start""]","[""end""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
281,"Metadata/Projectiles/SoulMortar","[""Metadata/Effects/Spells/monsters_effects/soul_mortar/rig_small.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
282,"Metadata/Projectiles/MortarSummonSpiderGod","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/eggmortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
283,"Metadata/Projectiles/AbberathBossFireball","[""Metadata/Effects/Spells/monsters_effects/act6/Abberath/ComboFireballBig.ao""]","[""loop""]","[""end""]",3000,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
284,"Metadata/Projectiles/AbberathBossFireballAlternate","[""Metadata/Effects/Spells/monsters_effects/act6/Abberath/ComboFireballSmall.ao""]","[""loop""]","[""end""]",1500,1,4,"","","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
285,"Metadata/Projectiles/WebMortar","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/WebMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,4,[],"",[]
286,"Metadata/Projectiles/DespairBearProjectile","[""Metadata/Effects/Spells/monsters_effects/act7/Gruthkul/ground_projectile/projectile.ao""]","[""projectile""]","[""projectile_explode""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
287,"Metadata/Projectiles/KitavaThrownWeapon","[""Metadata/Effects/Spells/monsters_effects/kitava_red/spectral_throw/rig.ao""]","[""1h_axe_throw""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
288,"Metadata/Projectiles/AbberathMinionFireball","[""Metadata/Effects/Spells/monsters_effects/act6/Abberath/ComboFireballSmall.ao""]","[""loop""]","[""end""]",1040,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
289,"Metadata/Projectiles/KitavaHeartProjectile80","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/heart_exposed/projectile/projectile.ao""]","[""80_loop""]","[""80_end""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
290,"Metadata/Projectiles/KitavaHeartProjectile100","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/heart_exposed/projectile/projectile.ao""]","[""100_loop""]","[""100_end""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
291,"Metadata/Projectiles/KitavaHeartProjectile120","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/heart_exposed/projectile/projectile.ao""]","[""120_loop""]","[""120_end""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
292,"Metadata/Projectiles/KitavaHeartProjectile200","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/heart_exposed/projectile/projectile.ao""]","[""200_loop""]","[""200_end""]",250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
293,"Metadata/Projectiles/LightningSoul2","[""Metadata/Effects/Spells/monsters_effects/act3/dominus/lightning_souls/screaming_soul_main.ao""]","[""souls""]","[""soulsend""]",1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
294,"Metadata/Projectiles/DoedreWandStrike","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/kinetic_blast/projectile/projectile.ao""]","[""wand_projectile""]","[""wand_collide""]",750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
295,"Metadata/Projectiles/DoedreBloodBall","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/wand_projectile/rig.ao""]","[""wand_projectile""]","[""wand_collide""]",750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
296,"Metadata/Projectiles/KitavaDebrisThrow","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/mortar/projectile/debris1.ao""]","[""projectile""]",[],750,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
297,"Metadata/Projectiles/KitavaUniqueMinion","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/unique_minion/projectile/unique_minion_projectile.ao""]","[""projectile""]","[""impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
298,"Metadata/Projectiles/KitavaUniqueMinionBarrage","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/unique_minion/barrage_projectile/barrage_projectile.ao""]","[""projectile""]","[""impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
299,"Metadata/Projectiles/KaomWarriorIceArrow","[""Metadata/Effects/Spells/icearrow/rig_monster.ao""]","[""icearrow""]","[""icearrow_kaomarcher_impact""]",3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
300,"Metadata/Projectiles/BoneMortar","[""Metadata/Effects/Spells/monsters_effects/SkeletonOssuary/bone_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
301,"Metadata/Projectiles/HolyMinerFireball","[""Metadata/Effects/Spells/monsters_effects/act4/miner/lanter_fireball/miner_fireball.ao""]","[""miner_fireball_travel""]","[""miner_fireball_end""]",1040,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
302,"Metadata/Projectiles/YugulMortar","[""Metadata/Effects/Spells/monsters_effects/act8/Yugul_SilverFrog/SilverFrogMortar_Proj.ao""]","[""once""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
303,"Metadata/Projectiles/Maligaro2Mortar","[""Metadata/Effects/Spells/monsters_effects/Maligaro_Act7_e/BlackDeath/Purple_lightning_mortar/purplelightning_mortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
304,"Metadata/Projectiles/Maligaro2LightningStrikeProjectile","[""Metadata/Effects/Spells/monsters_effects/Maligaro_Act7_e/FourLeggedDemon/Purple_lightning_strike/lightning_strike_projectile.ao""]","[""animate""]","[""end""]",300,1,2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
305,"Metadata/Projectiles/Maligaro2BallPoison","[""Metadata/Effects/Spells/monsters_effects/Maligaro_Act7_e/BlackDeath/Poison_spit/ball_lightning.ao""]","[""loop""]","[""end""]",120,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
306,"Metadata/Projectiles/ArakaaliMortar","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/BasicMortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,4,[],"",[]
307,"Metadata/Projectiles/SpiderGodRiptideBig","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/RiptideProjectile/big_projectile.ao""]","[""loop""]","[""end""]",10,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
308,"Metadata/Projectiles/YugulChromeProjectile","[""Metadata/Effects/Spells/monsters_effects/act8/Yugul_SilverFrog/SilverPoolProjectile.ao""]","[""loop""]","[""end""]",1000,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
309,"Metadata/Projectiles/TriggerProjectileSpell","[""Metadata/Effects/Spells/monsters_effects/trigger_projectile/trigger_projectile.ao""]","[""spellcast_aoe""]","[""death""]",600,"",2,1,"","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
310,"Metadata/Projectiles/FemaleDemonRangedProjectileBlue","[""Metadata/Effects/Spells/monsters_effects/act8/Lunaris_Concubine/female_demon_ranged_Lunaris/rig.ao""]","[""demonfemaleranged_shoot""]","[""demonfemaleranged_end""]",1800,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
311,"Metadata/Projectiles/FigureheadMortar","[""Metadata/Effects/Spells/monsters_effects/figurehead_projectile/incinerate_ghostflame.ao""]","[""ghostflameproj_shoot""]",[],750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
312,"Metadata/Projectiles/CoolWhipProjectile","[""Metadata/Effects/Spells/monsters_effects/act8/Lunaris_Whipper/fast_projectile/rig.ao""]","[""once""]","[""end""]",2500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
313,"Metadata/Projectiles/BurningNovaProjectileSpell","[""Metadata/Effects/Spells/monsters_effects/act8/Fire_ball_poofs/ball_fire.ao""]","[""loop""]","[""end""]",350,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
314,"Metadata/Projectiles/MortarSummonSilverOrb","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/eggmortar.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
315,"Metadata/Projectiles/CausticMortar","[""Metadata/Effects/Spells/monsters_effects/act8/PusElementalMortar/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
316,"Metadata/Projectiles/PusWaterVortex","[""Metadata/Effects/Spells/monsters_effects/act8/Sewer_WaterSpiral/whirlpoolmonstersewage_attack.ao""]","[""whirlpool_loop""]","[""whirlpool_end""]",300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
317,"Metadata/Projectiles/ChromeSpikeySpike","[""Metadata/Effects/Spells/monsters_effects/act8/Chrome_spiker_spine/rig.ao""]","[""spine_shoot""]","[""spine_shatter""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
318,"Metadata/Projectiles/ChromeSpike","[""Metadata/Effects/Spells/monsters_effects/act8/Chrome_snake_spine/rig.ao""]","[""spine_shoot""]","[""spine_shatter""]",1800,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
319,"Metadata/Projectiles/SplitSpellProjectile","[""Metadata/Effects/Spells/monsters_effects/act8/projectile/ice_projectile/ice_projectile.ao""]","[""loop""]","[""impact""]",1250,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
320,"Metadata/Projectiles/ArcticBreathChrome","[""Metadata/Effects/Spells/arcticbreath_mercury/rig.ao""]","[""articbreath""]","[""articbreath_end""]",844,"",2,"","","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
321,"Metadata/Projectiles/ArcticBreathChromeFlying","[""Metadata/Effects/Spells/arcticbreath_mercury/rig.ao""]","[""articbreath_start""]","[""articbreath_end""]",844,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
322,"Metadata/Projectiles/KitavaDemonMortar","[""Metadata/Effects/Spells/monsters_effects/kitava_demon/mortar_projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
323,"Metadata/Projectiles/BarrageSnipe","[""Metadata/Effects/Spells/monsters_effects/act4/arrow_projectile/power_shot/power_shot.ao""]","[""loop""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
324,"Metadata/Projectiles/BasiliskProjectile","[""Metadata/Effects/Spells/monsters_effects/act9/Basilisk/fire_spine.ao""]","[""spine_shoot""]","[""spine_shatter""]",750,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
325,"Metadata/Projectiles/IncinerateKitavaMinion","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/unique_minion/barrage_projectile/barrage_projectile_multi.ao""]","[""projectile""]","[""impact""]",700,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
326,"Metadata/Projectiles/DawnShieldThrow","[""Metadata/Effects/Spells/monsters_effects/act8/Dawn/shieldtoss.ao""]","[""loop""]","[""end""]",1125,1,3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
327,"Metadata/Projectiles/DawnShieldThrowSecondary","[""Metadata/Effects/Spells/monsters_effects/Solaris_and_Lunaris/Solaris_e/solarspear_projectile_branch.ao""]","[""loop""]","[""explode""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
328,"Metadata/Projectiles/LunarisCurvingArrows","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/arrow_projectile.ao""]","[""upgraded_arrow""]","[""fadeout""]",1000,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
329,"Metadata/Projectiles/LunarisSnipeDash","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/snipe/powershot.ao""]","[""loop""]","[""fadeout""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
330,"Metadata/Projectiles/LunarisCarpetBombPrimary","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/carpetbomb/ProjectileFirst.ao""]","[""idle""]","[""fadeout""]",500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
331,"Metadata/Projectiles/LunarisCarpetBombSecondary","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/carpetbomb/ProjectileSecond.ao""]","[""idle""]","[""fadeout""]",350,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
332,"Metadata/Projectiles/LunarisDefaultArrow","[""Metadata/Effects/Spells/monsters_effects/act8/Dusk/arrow_projectile.ao""]","[""base_arrow""]","[""fadeout""]",3260,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
333,"Metadata/Projectiles/GoreCarpetBombPrimary","[""Metadata/Effects/Spells/monsters_effects/Skeleton_CarpetBomb/rig_arrow1.ao""]","[""loop""]","[""explode""]",500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
334,"Metadata/Projectiles/GoreCarpetBombSecondary","[""Metadata/Effects/Spells/monsters_effects/Skeleton_CarpetBomb/rig_arrow2.ao""]","[""idle""]","[""explode""]",350,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
335,"Metadata/Projectiles/FireballGemling","[""Metadata/Effects/Spells/monsters_effects/act8/GemlingLegionnaires/fireball.ao""]","[""loop""]","[""end""]",1040,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
336,"Metadata/Projectiles/FireballGemlingUpgrade","[""Metadata/Effects/Spells/monsters_effects/act8/GemlingLegionnaires/fireball_upgraded.ao""]","[""loop""]","[""end""]",1040,"",3,"","","Metadata/Projectiles/Projectile",5,"",3,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
337,"Metadata/Projectiles/KitavaUniqueMinionSpiral","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/unique_minion/projectile/unique_minion_projectile_spiral.ao""]","[""projectile""]","[""impact""]",600,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
338,"Metadata/Projectiles/SinProjectile","[""Metadata/Effects/Spells/monsters_effects/act10/Kitava/Sin_projectile/projectile.ao""]","[""loop""]","[""end""]",1000,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
339,"Metadata/Projectiles/InnocenceProjectile","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/holy_projectile/rig.ao""]","[""fireball""]","[""fireball_explode""]",650,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
340,"Metadata/Projectiles/ClockworkGolemLightningMortar","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Shavronne/lightning_mortar/mortar.ao""]","[""projectile""]",[],300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
341,"Metadata/Projectiles/BlackRavenProjectile","[""Metadata/Monsters/SummonedSkull/SummonedRaven.ao""]","[""run_projectile_01""]","[""death_projectile_01""]",1500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
342,"Metadata/Projectiles/SpectralThrowUtula","[""Metadata/Effects/Spells/monsters_effects/BlacksmithGolem/Spectral_throw/Utulaspectralthrow.ao""]","[""animate""]",[],1000,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
343,"Metadata/Projectiles/MaligaroTriBlade","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Boss/Tri_Blade/tri_blade_projectile/tri_blade_projectile.ao""]","[""loop""]","[""impact""]",1500,"",4,1,"","Metadata/Projectiles/Projectile",5,"",4,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
344,"Metadata/Projectiles/SkeletonProjectileGold","[""Metadata/Effects/Spells/monsters_effects/skeletonmage_projectile/gold.ao""]","[""idle""]","[""explode""]",562,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
345,"Metadata/Projectiles/SkeletonProjectileBlack","[""Metadata/Effects/Spells/monsters_effects/skeletonmage_projectile/ebony.ao""]","[""idle""]","[""explode""]",562,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
346,"Metadata/Projectiles/WaterVortexRed","[""Metadata/Effects/Spells/monsters_effects/act4/water_elemental/whirlpool/whirlpool_attack_kitava.ao""]","[""whirlpool_loop""]","[""whirlpool_end""]",300,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
347,"Metadata/Projectiles/TrioMortarRed","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Boss/sludge_mortar/projectile_red.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
348,"Metadata/Projectiles/TrioMortarPurple","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Boss/sludge_mortar/projectile_purple.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
349,"Metadata/Projectiles/TornadoShotSecondaryProjectileChaos","[""Metadata/Effects/Spells/tornado_shot_crystal/second_arrow.ao""]","[""tornadoshot_once""]","[""tornadoshot_impact""]",2173,"",1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/tornado_shot_crystal/arrow_stuck.ao","Metadata/Effects/Spells/tornado_shot_crystal/arrow_stuck.ao",50,80,0,20,3593,3592,0,100,100,100,0,[],"",[]
350,"Metadata/Projectiles/TornadoShotProjectileChaos","[""Metadata/Effects/Spells/tornado_shot_crystal/second_arrow.ao""]","[""tornadoshot_loop""]","[""tornadoshot_impact""]",2173,1,1,"","","Metadata/Projectiles/Projectile",5,"",1,"","","Metadata/Effects/Spells/tornado_shot_crystal/arrow_stuck.ao","",0,0,0,0,3593,3592,0,0,100,100,0,[],"",[]
351,"Metadata/Projectiles/AvariusWickermanFireball","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/holy_projectile/rig_kitava.ao""]","[""fireball""]","[""fireball_explode""]",650,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
352,"Metadata/Projectiles/AvariusWickermanRapidProjectile","[""Metadata/Effects/Spells/monsters_effects/act5/Avarius_Casticus/S_projectile/super_projectile_kitava.ao""]","[""loop""]","[""impact""]",4500,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
353,"Metadata/Projectiles/StagBanditSnipe","[""Metadata/Effects/Spells/monsters_effects/Bandits/Bandit/power_shot.ao""]","[""loop""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
354,"Metadata/Projectiles/HarbingerFireMortar","[""Metadata/Effects/Spells/monsters_effects/league_avatar/mortar/projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,1,[],"",[]
355,"Metadata/Projectiles/FireSpiderSpark","[""Metadata/Effects/Spells/monsters_effects/SpiderPlated/fire_spark.ao""]","[""spark_surge""]","[""spark_explode""]",560,1,2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
356,"Metadata/Projectiles/SandTornadoSpark","[""Metadata/Effects/Spells/monsters_effects/act9/SandSpark/SandSpark.ao""]","[""start""]","[""end""]",250,"",2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
357,"Metadata/Projectiles/AutomatonSparkTornado","[""Metadata/Effects/Microtransactions/Spells/spark/Automaton/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",250,"",2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
358,"Metadata/Projectiles/CelestialSparkTornado","[""Metadata/Effects/Microtransactions/Spells/spark/Celestial/Ao/rig.ao""]","[""electrical_surge""]","[""electrical_explode""]",250,"",2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
359,"Metadata/Projectiles/SpiderSparkTornado","[""Metadata/Effects/Microtransactions/Spells/spark/sparkspider/spark_spider2.ao""]","[""electrical_surge""]","[""electrical_explode""]",250,"",2,1,"","Metadata/Projectiles/ProjectileGround",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
360,"Metadata/Projectiles/BoneLance","[""Metadata/Effects/Spells/bone_lance/projectile_black.ao""]","[""spine_shoot""]","[""spine_shatter""]",3250,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
361,"Metadata/Projectiles/UnholyTrioBallLightning","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Boss/death_ball_lightning/projectile.ao""]","[""loop""]","[""impact""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
362,"Metadata/Projectiles/DeceleratingProjectilesTriggerNova","[""Metadata/Effects/Spells/monsters_effects/SlaveCatcher/kitava/arrow.ao""]","[""arrow_loop""]","[""arrow_buildup""]",1200,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
363,"Metadata/Projectiles/FlameBearerFireSprayGold","[""Metadata/Effects/Spells/monsters_effects/act3/flamebearer_headspray_gold/rig.ao""]","[""headspray_shoot""]","[""headspray_end""]",750,1,2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
364,"Metadata/Projectiles/BallLightningCelestial","[""Metadata/Effects/Microtransactions/Spells/ball_lightning/celestial/celestial_lightning_orb.ao""]","[""lightning_orb_once""]","[""lightning_orb_end""]",400,"",2,"","","Metadata/Projectiles/Projectile",5,"",2,"","","","",0,0,0,0,"","",0,0,100,100,0,[],"",[]
