"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","i32","BelongsActiveSkillsKey","rid","bool","bool","IsScalable","ContextFlags"
3814,"life_es_and_mana_recovery_+%_for_4_seconds_on_killing_enemies_affected_by_your_degen",1,1,"",1,"","","","","","","",-1388589181,[],11,"","",1,[]
3815,"trickster_passive_chance_to_evade_attacks_while_not_on_full_energy_shield_+%_final",1,1,"",1,"","",1,"","","",1,1331110652,[],"","","",1,[]
3816,"display_cast_word_of_flames_on_hit_%",1,1,"",1,"","","","","","","",-1885152337,[],"","","",1,[]
3817,"display_cast_edict_of_flames_on_hit_%",1,1,"",1,"","","","","","","",-1938826150,[],"","","",1,[]
3818,"display_cast_decree_of_flames_on_hit_%",1,1,"",1,"","","","","","","",2112008307,[],"","","",1,[]
3819,"display_cast_commandment_of_flames_on_hit_%",1,1,"",1,"","","","","","","",2135629282,[],"","","",1,[]
3820,"display_cast_word_of_frost_on_kill_%",1,1,"",1,"","","","","","","",-509324631,[],"","","",1,[]
3821,"display_cast_edict_of_frost_on_kill_%",1,1,"",1,"","","","","","","",709073058,[],"","","",1,[]
3822,"display_cast_decree_of_frost_on_kill_%",1,1,"",1,"","","","","","","",-1288693349,[],"","","",1,[]
3823,"display_cast_commandment_of_frost_on_kill_%",1,1,"",1,"","","","","","","",356544917,[],"","","",1,[]
3824,"display_cast_word_of_thunder_on_kill_%",1,1,"",1,"","","","","","","",-519522399,[],"","","",1,[]
3825,"display_cast_edict_of_thunder_on_kill_%",1,1,"",1,"","","","","","","",-1638939697,[],"","","",1,[]
3826,"display_cast_decree_of_thunder_on_kill_%",1,1,"",1,"","","","","","","",-1015862968,[],"","","",1,[]
3827,"display_cast_commandment_of_thunder_on_kill_%",1,1,"",1,"","","","","","","",430523962,[],"","","",1,[]
3828,"display_cast_fire_burst_on_kill",1,1,"",1,"","","","","","","",-1717190719,[],"","","",1,[]
3829,"local_stat_monsters_pick_up_item",1,1,"",4,"","","","","","","",-1551609812,[],"","","","",[]
3830,"stone_golem_grants_base_life_regeneration_rate_per_minute",1,"","",3,"","","","","","",1,-1330854702,[],"","","",1,[]
3831,"bladefall_damage_per_stage_+%_final",1,"","",1,"","","","","","",1,-808839428,[],"","","",1,[]
3832,"global_maim_on_hit",1,"","",4,"","","","","","",1,-58931913,[],"","","","",[]
3833,"consecrate_ground_for_3_seconds_when_hit_%",1,"","",1,"","","","","","","",-862210207,[],"","","",1,[]
3834,"damage_+%_on_consecrated_ground",1,"","",1,"","","","","","","",-929402616,[],"","","",1,[]
3835,"mana_cost_+%_on_consecrated_ground",1,"","",1,"","","","","","","",759709556,[],"","","",1,[]
3836,"avoid_ailments_%_on_consecrated_ground",1,"","",1,"","","","","","","",408466582,[],"","","",1,[]
3837,"on_consecrated_ground",1,"","",4,"","",1,"","","",1,-1359068602,[],"","","","",[]
3838,"inquisitor_aura_elemental_damage_+%_final",1,"","",1,"","","","","","","",786659327,[],"","","",1,[]
3839,"critical_strike_multiplier_+_vs_enemies_affected_by_elemental_status_ailment",1,"","",3,"","","","","","","",-2111171088,[],"","","",1,[]
3840,"non_critical_strikes_penetrate_elemental_resistances_%",1,"","",1,"","","","","","","",-2076803970,[],"","","",1,[]
3841,"virtual_penetrate_elemental_resistances_%",1,"","",1,"","","",1,"","",1,-174018267,[],"","","",1,[18]
3842,"base_penetrate_elemental_resistances_%","","","",1,"","","","","","","",-75693642,[],1,"","",1,[]
3843,"virtual_minion_additional_physical_damage_reduction_percent",1,"","",1,"","","",1,"","",1,-1709171333,[],"","","",1,[33]
3844,"chance_to_poison_on_hit_with_attacks_%","","","",1,"","","","","","","",76650730,[],2,"","",1,[]
3845,"chance_to_double_stun_duration_%",1,"","",1,"","","","","","","",1307622346,[],18,"","",1,[]
3846,"is_guillotine_trap",1,"","",4,"","",1,"","","",1,-2086125429,[],"","","","",[]
3847,"damage_taken_+%_from_guillotine_traps_final",1,"","",1,"","",1,"","","",1,-942788932,[],"","","",1,[]
3848,"minion_damage_taken_+%_from_guillotine_traps_final",1,"","",1,"","","","","","","",156389147,[],"","","",1,[]
3849,"labyrinth_arrow_movement_speed_+%_final","","","",1,"","","","","","","",727351682,[],"","","",1,[]
3850,"map_disable_portal_use",1,"","",4,"","",1,"","","",1,556684939,[],"","","","",[]
3851,"jorrhasts_blacksteel_animate_weapon_duration_+%_final",1,"","",1,"","","","","","","",456150843,"[""animate_weapon"",""animate_weapon_trigger"",""animate_guardian_weapon""]","","","",1,[]
3852,"shockwave_slam_explosion_damage_+%_final",1,"","",1,"","","","","","",1,-1415053750,[],"","","",1,[]
3853,"display_monster_casts_wither","","","",4,"","",1,"","","",1,164611881,[],"","","","",[]
3854,"display_monster_causes_ground_desecration","","","",4,"","",1,"","","",1,696104215,[],"","","","",[]
3855,"spread_tar_ground_when_not_igniting_enemy_on_hit_%",1,"","",1,"","","","","","","",1335315093,[],"","","",1,[]
3856,"spread_burning_ground_when_igniting_enemy_on_hit_%","","","",1,"","","","","","","",915729141,[],"","","",1,[]
3857,"non_curse_aura_effect_+%","","","",1,"","","","","","","",1655874921,[],18,"","",1,[]
3858,"max_talisman_degen_stacks","","","",3,"","","","","","","",706485389,[],"","","",1,[]
3859,"current_talisman_degen_stacks","","","",3,"","","","","","","",634104120,[],"","","",1,[]
3860,"base_physical_damage_taken_per_minute_per_talisman_degen_stack",1,"","",3,"","","","","","","",46857484,[],"","","",1,[]
3861,"melee_splash_area_of_effect_+%_final","","","",1,"","",1,"","","",1,603159115,[],"","","",1,[]
3862,"unarmed_damage_+%_vs_bleeding_enemies",1,"","",1,"","","","","","","",-1642079130,[],"","","",1,[]
3863,"life_gained_on_bleeding_enemy_hit",1,"","",3,"","","","","","","",-1722355196,[],"","","",1,[]
3864,"base_melee_critical_strike_chance_while_unarmed_%","","","",1,"","","","","","","",-526559803,[],"","","",1,[]
3865,"modifiers_to_claw_damage_also_affect_unarmed_melee_damage",1,"","",4,"","","","","","","",-1132726158,[],"","","","",[]
3866,"damage_+%_while_unarmed","","","",1,"","","","","","","",456461494,[],"","","",1,[]
3867,"bloodworm_on_damage_taken_%",1,"","",1,"","",1,"","","",1,1228907091,[],"","","",1,[]
3868,"map_sidearea_level_override","","","",3,"","","","","","","",-465971355,[],"","","","",[]
3869,"map_boss_talisman_tier","","","",3,"","","","","","","",341934056,[],"","","",1,[]
3870,"map_boss_talisman_rarity","","","",3,"","","","","","","",-52051789,[],"","","","",[]
3871,"local_display_illusory_warp_level","",1,"",3,"","","","","","","",914021909,[],"","","","",[]
3872,"fortify_effect_on_self_+%",1,"","",1,"","","","","","",1,1672311723,[],11,"","",1,[]
3873,"local_implicit_stat_magnitude_+%",1,1,"",1,"","","","","","","",1397562713,[],"","","",1,[]
3874,"using_flask",1,"","",4,"","","","","","","",1216402375,[],"","","","",[]
3875,"chance_to_poison_on_hit_%",1,"","",1,"","","",1,"","",1,121753873,[],"","","",1,[20]
3876,"flask_charges_gained_+%",1,"","",1,"","","",1,"","","",1443766132,[],"","","",1,[0]
3877,"soul_eater_from_stat",1,"","",4,"","","",1,"","","",-245656984,[],"","","","",[0]
3878,"gain_power_charge_on_kill_with_hit_%",1,"","",1,"","","","","","",1,-976544902,[],"","","",1,[]
3879,"killed_monster_dropped_item_rarity_+%_when_shattered",1,"","",1,"","","","","","","",-1984559400,[],"","","",1,[]
3880,"energy_shield_delay_during_flask_effect_-%","","","",1,"","Energy Shield Delay Recovery Increase",1,"","","",1,1909965115,[],"","","",1,[]
3881,"virtual_energy_shield_delay_-%",1,"","",1,"","Energy Shield Delay Recovery Increase",1,1,"","",1,1408302099,[],"","","",1,[0]
3882,"energy_shield_recharge_rate_during_flask_effect_+%",1,"","",1,"","","","","","",1,153450818,[],"","","",1,[]
3883,"virtual_energy_shield_recharge_rate_+%",1,"","",1,"","","",1,"","",1,-504523803,[],"","","",1,[0]
3884,"base_cold_damage_%_of_maximum_life_plus_maximum_ES_taken_per_minute","","","",1,"","","","","","","",1742125925,[],"","","",1,[]
3885,"base_lightning_damage_%_of_maximum_life_plus_maximum_ES_taken_per_minute","","","",1,"","","","","","","",1015087075,[],"","","",1,[]
3886,"modifiers_to_claw_attack_speed_also_affect_unarmed_melee_attack_speed",1,"","",4,"","","","","","","",1989340751,[],"","","","",[]
3887,"modifiers_to_claw_critical_strike_chance_also_affect_unarmed_melee_critical_strike_chance",1,"","",4,"","","","","","","",-1613642245,[],"","","","",[]
3888,"main_hand_chance_to_poison_on_critical_strike_%",1,"","",1,"","","",1,"","","",1699401626,[],"","","",1,[2]
3889,"off_hand_chance_to_poison_on_critical_strike_%",1,"","",1,"","","",1,"","","",188501751,[],"","","",1,[2]
3890,"chance_to_poison_on_critical_strike_with_dagger_%","","","",1,"","","","","","","",1717887283,[],2,"","",1,[]
3891,"minion_duration",1,"","",3,"","",1,1,"","",1,-909881543,[],"","","",1,[34]
3892,"number_of_wolves_allowed","","","",3,"","","","","","","",-799189223,[],"","","",1,[]
3893,"whirling_leap_bloodworms_to_spawn",1,"","",3,"","",1,"","","",1,634893611,[],"","","",1,[]
3894,"map_display_unique_boss_drops_X_maps",1,1,"",3,"","",1,"","","",1,-931370649,[],"","","",1,[]
3895,"endurance_charge_on_kill_%",1,"","",1,"","","","","","","",-780310656,[],16,"","",1,[]
3896,"fishing_bite_sensitivity_+%",1,1,"",1,"","","","","","",1,-1806307970,[],"","","",1,[]
3897,"local_display_summon_wolf_on_kill_%",1,1,"",1,"","","","","","",1,1239454165,[],"","","","",[]
3898,"corrupted_blood_on_hit_%_average_damage_to_deal_per_minute_per_stack","",1,"",1,"","","","","","","",885661348,[],"","","",1,[]
3899,"maim_on_hit_%_with_at_least_3_stacks_of_corrupted_blood","",1,"",1,"","","","","","","",-1132207190,[],"","","",1,[]
3900,"monster_can_spawn_with_talisman","","","",4,"","","","","","","",1491911495,[],"","","","",[]
3901,"monster_explodes_on_death_text",1,"","",3,"","","","","","","",-163017948,[],"","","",1,[]
3902,"number_of_active_wolves",1,"","",3,"","","","","","","",-1482615245,[],"","","",1,[]
3903,"active_skill_area_of_effect_+%_final","","","",1,"","","","","","",1,-258295961,[],"",1,"",1,[]
3904,"cold_damage_+%_per_1%_block_chance","","","",1,"","","","","","","",-703358322,[],"","","",1,[]
3905,"maximum_mana_+%_per_2%_spell_block_chance","","","",1,"","","","","","","",-963941389,[],"","","",1,[]
3906,"physical_damage_reduction_rating_+%_while_chilled_or_frozen","","","",1,"","","","","","","",-1949938695,[],"","","",1,[]
3907,"support_reduced_duration_damage_+%_final",1,"","",1,"","","","","","",1,834346179,[],"","","",1,[]
3908,"map_players_action_speed_+%_while_chilled",1,"","",1,"","","","","","","",1883063323,[],"","","",1,[]
3909,"action_speed_+%_while_chilled","","","",1,"","","","","","","",-1014444397,[],"","","",1,[]
3910,"extra_gore_chance_override_%",1,1,"",1,"","",1,"","","",1,477337559,[],"","","",1,[]
3911,"siphon_base_chaos_damage_to_deal_per_minute",1,"","",3,"","","","","","","",2058721918,[],"","","",1,[]
3912,"blade_vortex_buff_range",1,"","",3,"","",1,"","","",1,1585572852,[],"","","",1,[]
3913,"spell_and_attack_minimum_added_cold_damage","","","",3,"","","","","","","",-1054697905,[],"","","",1,[]
3914,"spell_and_attack_maximum_added_cold_damage","","","",3,"","","","","","","",743338891,[],"","","",1,[]
3915,"reduce_enemy_cold_resistance_with_weapons_%","","","",1,"","","","","","","",-409935228,[],6,"","",1,[]
3916,"reduce_enemy_fire_resistance_with_weapons_%","","","",1,"","","","","","","",-405474526,[],6,"","",1,[]
3917,"reduce_enemy_lightning_resistance_with_weapons_%","","","",1,"","","","","","","",-993170524,[],6,"","",1,[]
3918,"reduce_enemy_chaos_resistance_with_weapons_%",1,"","",1,"","","","","","",1,1170310242,[],"","","",1,[]
3919,"support_minefield_mine_damage_+%_final","","","",1,"","","","","","",1,1631574421,[],"","","",1,[]
3920,"modifiers_to_map_item_drop_quantity_also_apply_to_map_item_drop_rarity",1,"","",4,"","",1,"","","",1,1728162857,[],"","","","",[]
3921,"map_monster_drop_higher_level_gear",1,"","",3,"","","","","","","",19806199,[],"","","",1,[]
3922,"support_gem_elemental_damage_+%_final","","","",1,"","","","","","",1,-1941835609,[],"","","",1,[]
3923,"keystone_elemental_overload_damage_+%_final","","","",1,"","","","","","","",433191783,[],"","","",1,[]
3924,"keystone_elemental_overload","","","",4,"","","","","","","",-955370517,[],"","","","",[]
3925,"local_smoke_ground_on_flask_use_radius",1,1,"",3,"","","","","","","",830989547,[],"","","",1,[]
3926,"local_consecrate_ground_on_flask_use_radius",1,1,"",3,"","","","","","","",521412472,[],"","","",1,[]
3927,"gain_onslaught_during_flask_effect",1,1,"",4,"","","","","","","",-1502050841,[],"","","","",[]
3928,"cast_linked_curses_on_curse","","","",4,"","","","","","","",-1471496738,[],"","","","",[]
3929,"reduce_enemy_elemental_resistance_with_weapons_%",1,"","",1,"","","","","","","",-401459057,[],6,"","",1,[]
3930,"%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy",1,"","",1,"","","","","","",1,-239034384,[],16,"","",1,[]
3931,"%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy",1,"","",1,"","","","","","","",-510610792,[],"","","",1,[]
3932,"local_number_of_bloodworms_to_spawn_on_flask_use",1,1,"",3,"","",1,"","","",1,-2113698508,[],"","","",1,[]
3933,"add_power_charge_on_hit_%",1,1,"",1,"","","","","","","",-1238129689,[],"","","",1,[]
3934,"lose_all_power_charges_on_reaching_maximum_power_charges",1,"","",4,"","","","","","","",1475307847,[],"","","","",[]
3935,"shocked_for_4_seconds_on_reaching_maximum_power_charges",1,"","",4,"","","","","","","",-1250875787,[],"","","","",[]
3936,"local_display_molten_burst_on_melee_hit_%","",1,"",1,"","","","","","",1,963708390,[],"","","","",[]
3937,"max_frost_nova_stacks","","","",3,"","","","","","","",-419899377,[],"","","",1,[]
3938,"current_frost_nova_stacks","","","",3,"","","","","","","",1869315867,[],"","","",1,[]
3939,"reverse_projectile_spread",1,"","",4,"","",1,"","","",1,306408425,[],"","","","",[]
3940,"base_cold_damage_+%_per_frost_nova_stack","","","",1,"","","","","","","",-1816657286,[],"","","",1,[]
3941,"frost_nova_cold_damage_+%_per_frost_nova_stack","","","",1,"","","","","","","",-1033570743,[],"","","",1,[]
3942,"is_petrified",1,"","",4,"","","","","","","",-44398325,[],"","","","",[]
3943,"cast_on_melee_hit_%","","","",1,"","","","","","","",-1535140690,[],"",1,"",1,[]
3944,"izaro_curse_on_hit_level_temporal_chains",1,"","",3,"","","","","","","",-1741595271,[],"","","",1,[]
3945,"izaro_curse_on_hit_level_elemental_weakness",1,"","",3,"","","","","","","",-2067442391,[],"","","",1,[]
3946,"izaro_curse_on_hit_level_vulnerability",1,"","",3,"","","","","","","",1257543623,[],"","","",1,[]
3947,"labyrinth_trinket_instantly_kill_next_pylon",1,"","",4,"","","","","","","",94442740,[],"","","","",[]
3948,"labyrinth_trinket_instantly_kill_next_lieutenant",1,"","",4,"","","","","","","",-670757017,[],"","","","",[]
3949,"labyrinth_trinket_instantly_kill_next_elemental",1,"","",4,"","","","","","","",-1786736255,[],"","","","",[]
3950,"labyrinth_trinket_instantly_kill_next_gargoyle",1,"","",4,"","","","","","","",910583420,[],"","","","",[]
3951,"labyrinth_trinket_permanently_disable_next_statue",1,"","",4,"","","","","","","",-1858617292,[],"","","","",[]
3952,"labyrinth_trinket_permanently_disable_next_symbol",1,"","",4,"","","","","","","",-2115789330,[],"","","","",[]
3953,"labyrinth_trinket_reactivate_next_charge_disruptor_after_5_seconds",1,"","",4,"","","","","","","",-795297230,[],"","","","",[]
3954,"add_endurance_charge_on_gain_power_charge_%",1,"","",1,"","","","","","","",-740918303,[],"","","",1,[]
3955,"stacking_damage_+%_on_kill_for_4_seconds",1,"","",1,"","","","","","","",374253852,[],"","","",1,[]
3956,"grant_owner_stacking_damage_+%_on_kill_for_4_seconds",1,"","",1,"","","","","","","",-454014134,[],"","","",1,[]
3957,"attack_and_cast_speed_+%_while_totem_active","","","",1,"","","","","","","",-85041664,[],"","","",1,[]
3958,"number_of_additional_totems_allowed_on_kill_for_8_seconds",1,"","",3,"","","","","","","",-1662546184,[],"","","",1,[]
3959,"owner_number_of_additional_totems_allowed_on_kill_for_8_seconds",1,"","",3,"","","","","","","",-1653684618,[],"","","",1,[]
3960,"map_monsters_base_self_critical_strike_multiplier_-%",1,"","",3,"","","","","","","",953639573,[],"","","",1,[]
3961,"local_flask_is_petrified",1,1,"",4,"","","","","","","",1611765275,[],"","","","",[]
3962,"hierophant_helmet_supported_by_elemental_penetration",1,"","",4,"","","","","","","",-1605487648,[],"","","","",[]
3963,"hierophant_gloves_supported_by_increased_area_of_effect",1,"","",4,"","","","","","","",-634953179,[],"","","","",[]
3964,"hierophant_boots_supported_by_life_leech",1,"","",4,"","","","","","","",-116961642,[],"","","","",[]
3965,"power_frenzy_or_endurance_charge_on_kill_%",1,"","",1,"","","","","","","",-1879354737,[],16,"","",1,[]
3966,"local_flask_effect_+%",1,1,"",1,"","","","","","","",798368413,[],"","","",1,[]
3967,"local_flask_poison_immunity_if_poisoned",1,1,"",4,"","","","","","","",1805851607,[],"","","","",[]
3968,"immune_to_poison",1,"","",4,"","","","","","","",1751934300,[],"","","","",[]
3969,"local_flask_additional_physical_damage_reduction_%",1,1,"",1,"","","","","","","",-1484887204,[],"","","",1,[]
3970,"unique_spread_poison_to_nearby_allies_as_200_life_regeneration_per_second_on_kill",1,"","",4,"","",1,"","","",1,-1966087994,[],"","","","",[]
3971,"support_pierce_projectile_damage_+%_final","","","",1,"","","","","","",1,-781682585,[],"","","",1,[]
3972,"elementalist_damage_with_an_element_+%_for_4_seconds_after_being_hit_by_an_element",1,"","",1,"","","","","","","",-1544511385,[],"","","",1,[]
3973,"elementalist_elemental_damage_+%_for_4_seconds_every_10_seconds",1,"","",1,"","","","","","","",-700301284,[],"","","",1,[]
3974,"elementalist_cold_penetration_%_for_4_seconds_on_using_fire_skill",1,"","",1,"","","","","","","",346954832,[],"","","",1,[]
3975,"elementalist_lightning_penetration_%_for_4_seconds_on_using_cold_skill",1,"","",1,"","","","","","","",-1523293379,[],"","","",1,[]
3976,"elementalist_fire_penetration_%_for_4_seconds_on_using_lightning_skill",1,"","",1,"","","","","","","",1491330255,[],"","","",1,[]
3977,"elementalist_summon_elemental_golem_on_killing_enemy_with_element_%",1,"","",1,"","",1,"","","",1,79383457,[],"","","",1,[]
3978,"elementalist_all_damage_causes_chill_shock_and_ignite_for_4_seconds_on_kill_%",1,"","",1,"","","","","","","",-1255530809,[],"","","",1,[]
3979,"elementalist_elemental_status_effect_aura_radius",1,"","",3,"","","","","","","",-1106668825,[],"","","",1,[]
3980,"elementalist_elemental_damage_rotation",1,"","",4,"","","","","","","",-1618072374,[],"","","","",[]
3981,"virtual_elemental_status_effect_aura_radius",1,"","",3,"","","",1,"","","",-951644679,[],"","","",1,[1]
3982,"all_damage_can_chill_ignite_shock",1,"","",4,"","","","","","","",1552511451,[],"","","","",[]
3983,"is_blighted",1,"","",4,"","","","","","","",-387786614,[],"","","","",[]
3984,"virtual_life_leech_permyriad_on_crit",1,"","",6,"","","",1,"","",1,-1124967195,[],"","","",1,[19]
3985,"occultist_gain_%_of_non_chaos_damage_as_chaos_damage_per_curse_on_target_on_kill_for_4_seconds",1,"","",1,"","","","","","","",-751703443,[],"","","",1,[]
3986,"occultist_energy_shield_always_recovers_for_4_seconds_after_starting_recovery",1,"","",1,"","","","","","","",1738981710,[],"","","",1,[]
3987,"occultist_stun_threshold_is_based_on_energy_shield_instead_of_life",1,"","",4,"","","","","","","",-1378333710,[],"","","","",[]
3988,"is_counterattack","","","",4,"","","",1,"","","",-1517406573,[],"","","","",[1]
3989,"knockback_on_counterattack_%","","","",1,"","","","","","","",810953360,[],"","","",1,[]
3990,"local_flask_chilled_ground_on_flask_use_radius",1,1,"",3,"","","","","","","",1281975865,[],"","","",1,[]
3991,"local_flask_duration_+%",1,1,"",1,"","","","","","","",43574842,[],"","","",1,[]
3992,"max_charged_attack_stacks",1,"","",3,"","",1,"","","",1,-996397788,[],"","","",1,[]
3993,"current_charged_attack_stacks",1,"","",3,"","","","","","","",-2096947156,[],"","","",1,[]
3994,"local_display_socketed_curse_gems_supported_by_level_x_blasphemy","",1,"",4,"","","","","","",1,402608890,[],"","","","",[]
3995,"chill_on_you_proliferates_to_nearby_enemies_within_x_radius","","","",3,"","","","","","",1,1793732826,[],"","","",1,[]
3996,"freeze_on_you_proliferates_to_nearby_enemies_within_x_radius",1,"","",3,"","","","","","",1,-113658656,[],"","","",1,[]
3997,"animate_weapon_damage_+%",1,"","",1,"","","","","","","",1988340669,[],"","","",1,[]
3998,"burning_arrow_damage_+%",1,"","",1,"","","","","","","",-915129689,"[""burning_arrow"",""vaal_burning_arrow""]","","","",1,[]
3999,"cleave_damage_+%",1,"","",1,"","","","","","","",403550946,"[""cleave""]","","","",1,[]
4000,"double_strike_damage_+%",1,"","",1,"","","","","","","",1656751430,"[""double_strike"",""vaal_double_strike_two"",""vaal_double_strike""]","","","",1,[]
4001,"dual_strike_damage_+%",1,"","",1,"","","","","","","",1345885019,"[""dual_strike""]","","","",1,[]
4002,"fire_trap_damage_+%",1,"","",1,"","","","","","","",311784386,"[""trap_ground_fire""]","","","",1,[]
4003,"fireball_damage_+%",1,"","",1,"","","","","","","",770078741,"[""fireball""]","","","",1,[]
4004,"freezing_pulse_damage_+%",1,"","",1,"","","","","","","",1894006734,"[""freezing_pulse"",""inca_boss_freezing_pulse""]","","","",1,[]
4005,"glacial_hammer_damage_+%",1,"","",1,"","","","","","","",1962281578,"[""glacial_hammer""]","","","",1,[]
4006,"ground_slam_damage_+%",1,"","",1,"","","","","","","",-151488611,"[""ground_slam"",""vaal_ground_slam"",""distance_scaled_ground_slam"",""vaal_ground_slam_spiked""]","","","",1,[]
4007,"heavy_strike_damage_+%",1,"","",1,"","","","","","","",456404479,"[""heavy_strike"",""vaal_heavy_strike""]","","","",1,[]
4008,"infernal_blow_damage_+%",1,"","",1,"","","","","","","",1300872729,"[""infernal_blow"",""infernal_blow_new""]","","","",1,[]
4009,"lightning_strike_damage_+%",1,"","",1,"","","","","","","",465240732,"[""lightning_strike"",""vaal_new_lightning_strike"",""vaal_lightning_strike""]","","","",1,[]
4010,"lightning_tendrils_damage_+%",1,"","",1,"","","","","","","",-1343467485,"[""lightning_tendrils"",""lightning_tendrils_channelled""]","","","",1,[]
4011,"magma_orb_damage_+%",1,"","",1,"","","","","","","",-745973800,"[""fire_mortar""]","","","",1,[]
4012,"molten_strike_damage_+%",1,"","",1,"","","","","","","",-456962527,"[""molten_strike""]","","","",1,[]
4013,"zombie_damage_+%",1,"","",1,"","","","","","","",-742075819,[],"","","",1,[]
4014,"reave_damage_+%",1,"","",1,"","","","","","","",13366374,"[""reave"",""vaal_reave""]","","","",1,[]
4015,"spark_damage_+%",1,"","",1,"","","","","","","",670464211,"[""spark"",""vaal_spark""]","","","",1,[]
4016,"spectral_throw_damage_+%",1,"","",1,"","","","","","","",1016418084,"[""spectral_throw"",""vaal_spectral_throw"",""thrown_weapon_triggered"",""vaal_thrown_weapon"",""animated_thrown_weapon""]","","","",1,[]
4017,"split_arrow_damage_+%",1,"","",1,"","","","","","","",1737586601,"[""split_arrow""]","","","",1,[]
4018,"ethereal_knives_damage_+%",1,"","",1,"","","","","","","",-1531704323,"[""shadow_projectiles""]","","","",1,[]
4019,"ice_shot_damage_+%",1,"","",1,"","","","","","","",1594867517,"[""ice_shot""]","","","",1,[]
4020,"rain_of_arrows_damage_+%",1,"","",1,"","","","","","","",-62990829,"[""alira_rain_of_arrows"",""oak_rain_of_arrows"",""rain_of_arrows"",""vaal_rain_of_arrows"",""expanding_rain_of_arrows"",""triggered_expanding_rain_of_arrows"",""vaal_expanding_rain_of_arrows""]","","","",1,[]
4021,"raging_spirit_damage_+%",1,"","",1,"","","","","","","",-1562408952,[],"","","",1,[]
4022,"viper_strike_damage_+%",1,"","",1,"","","","","","","",1312300010,"[""viper_strike""]","","","",1,[]
4023,"flicker_strike_damage_+%",1,"","",1,"","","","","","","",-73330021,"[""flicker_strike""]","","","",1,[]
4024,"leap_slam_damage_+%",1,"","",1,"","","","","","","",-868786120,"[""leap_slam""]","","","",1,[]
4025,"lightning_arrow_damage_+%",1,"","",1,"","","","","","","",1251952095,"[""lightning_arrow""]","","","",1,[]
4026,"lightning_warp_damage_+%",1,"","",1,"","","","","","","",1440559986,"[""teleport_ball"",""vaal_lightning_warp""]","","","",1,[]
4027,"puncture_damage_+%",1,"","",1,"","","","","","","",-948337957,"[""puncture""]","","","",1,[]
4028,"shield_charge_damage_+%",1,"","",1,"","","","","","","",-1538762360,"[""shield_charge"",""new_shield_charge"",""new_new_shield_charge""]","","","",1,[]
4029,"skeletons_damage_+%",1,"","",1,"","","","","","","",-630394166,[],"","","",1,[]
4030,"arc_damage_+%",1,"","",1,"","","","","","","",-1010811937,"[""arc"",""vaal_arc""]","","","",1,[]
4031,"barrage_damage_+%",1,"","",1,"","","","","","","",2031578616,"[""barrage""]","","","",1,[]
4032,"fire_nova_mine_damage_+%",1,"","",1,"","","","","","","",1790501840,"[""fire_nova""]","","","",1,[]
4033,"fire_storm_damage_+%",1,"","",1,"","","","","","","",524935851,"[""fire_storm"",""fire_storm_ignore_los""]","","","",1,[]
4034,"flame_surge_damage_+%",1,"","",1,"","","","","","","",-1175894524,"[""flame_whip""]","","","",1,[]
4035,"ice_nova_damage_+%",1,"","",1,"","","","","","","",-1771021081,"[""ice_nova"",""vaal_ice_nova""]","","","",1,[]
4036,"ice_spear_damage_+%",1,"","",1,"","","","","","","",-2079646722,"[""ice_spear""]","","","",1,[]
4037,"incinerate_damage_+%",1,"","",1,"","","","","","","",-1195864221,"[""incinerate"",""incinerate_channel"",""expanding_fire_cone""]","","","",1,[]
4038,"power_siphon_damage_+%",1,"","",1,"","","","","","","",434186145,"[""power_siphon"",""vaal_power_siphon""]","","","",1,[]
4039,"searing_bond_damage_+%",1,"","",1,"","","","","","","",-2023702618,"[""searing_bond""]","","","",1,[]
4040,"static_strike_damage_+%",1,"","",1,"","","","","","","",-521899467,"[""static_strike"",""static_strike_new""]","","","",1,[]
4041,"storm_call_damage_+%",1,"","",1,"","","","","","","",1343225333,"[""storm_call"",""storm_call_no_los"",""storm_call_self"",""storm_call_attached"",""vaal_storm_call""]","","","",1,[]
4042,"sweep_damage_+%",1,"","",1,"","","","","","","",744267410,"[""sweep"",""vaal_sweep""]","","","",1,[]
4043,"frenzy_damage_+%",1,"","",1,"","","","","","","",1876464793,"[""frenzy""]","","","",1,[]
4044,"righteous_fire_damage_+%",1,"","",1,"","","","","","","",-1529043355,"[""righteous_fire"",""vaal_righteous_fire_duration"",""vaal_righteous_fire"",""righteous_fire_sacrifice""]","","","",1,[]
4045,"elemental_hit_damage_+%",1,"","",1,"","","","","","","",366404684,"[""elemental_hit""]","","","",1,[]
4046,"cyclone_damage_+%",1,"","",1,"","","","","","","",182404801,"[""cyclone"",""vaal_cyclone"",""cyclone_channelled""]","","","",1,[]
4047,"tornado_shot_damage_+%",1,"","",1,"","","","","","","",-610247202,"[""tornado_shot""]","","","",1,[]
4048,"arctic_breath_damage_+%",1,"","",1,"","","","","","","",263733258,"[""arctic_breath""]","","","",1,[]
4049,"explosive_arrow_damage_+%",1,"","",1,"","","","","","","",-1352947080,"[""explosive_arrow"",""explosive_arrow_weapon""]","","","",1,[]
