"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkillsKey","bool","bool","[i32]","rid","MultiPartAchievement","bool","ItemClasses","GrantedEffectsKey"
1985,"FireElementalFlameRedSummoned","",[],1.4,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1986,"FireElementalFlameRed","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1987,"FireElementalFlameRedMaps","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1988,"FireElementalFlameRedIzaro","",[],0.7,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1989,"TempestFireElementalFlameRed","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1990,"MonsterFlameRedBreachHellion","",[],0.5833,0.042,"",4,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1991,"ExileWitchFlameTotem","",[],0.3383,0.039,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1992,"VaalSideAreaBossFlameTotem","",[],0.3383,0.039,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1993,"ExileTemplarFlameTotem","",[],0.3383,0.041,"",1,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
1994,"BestiaryFireSpray","",[],0.4444,0.04,"",4,[],[],"",0,[],"",2,1500,190,"","",[],"","","",[],""
1995,"SupportReducedReservationUniquePrismGuardian",1,[],1,0,"",4,[],[],"",-1662840859,[],"",2,1000,"","","",[],"","","",[],""
1996,"SupportReducedReservationUniqueVictariosInfluence",1,[],1,0,"",4,[],[],"",1327600518,[],"",2,1000,"","","",[],"","","",[],""
1997,"SupportReducedReservationUniqueFeast",1,[],1,0,"",4,[],[],"",-404821439,[],"",2,1000,"","","",[],"","","",[],""
1998,"SupportIncreasedReservationUniqueExperimentation",1,[],1,0,"",4,[],[],"",-2037321305,[],"",2,1000,"","","",[],"","","",[],""
1999,"SupportChanceToFleeUniqueAlDhih",1,[],1,0,"",4,[],[],"",110709274,[],"",2,1000,"","","",[],"","","",[],""
2000,"SupportRangedAttackTotem",1,"[41,15,74]",1,0,"R",1,"[14,16,26,13]",[50],"",-722506059,[],"",2,1000,"",1,"",[],"","","",[],""
2001,"SupportRangedAttackTotemRoyale",1,"[41,15,74]",1,0,"R",1,"[14,16,26,13]",[50],"",1126088260,[],"",2,1000,"",1,"",[],"","","",[],""
2002,"BrutusHook","",[],0.85,0,"",4,[],[],"",0,[],"",2,800,192,"","",[],"","","",[],""
2003,"SupportFirePenetration",1,"[7,1]",1,0,"V",1,[],[],"",-1133825028,[],"",2,1000,"","","",[],"","","",[],""
2004,"SupportColdPenetration",1,"[7,1]",1,0,"V",2,[],[],"",-443111398,[],"",2,1000,"","","",[],"","","",[],""
2005,"SupportLightningPenetration",1,"[7,1]",1,0,"V",3,[],[],"",724848072,[],"",2,1000,"","","",[],"","","",[],""
2006,"SupportElementalPenetration",1,"[7,1]",1,0,"l",3,[],[],"",-1062335757,[],"",2,1000,"","","",[],"","","",[],""
2007,"SupportChain",1,"[19,3,45,47,91]",1,0,"c",2,[],[],"",-1285400737,[],"",2,1000,"","","",[],"","","",[],""
2008,"UniqueSupportChain",1,"[19,3,45,47,91]",1,0,"",4,[],[],"",-963431774,[],"",2,1000,"","","",[],"","","",[],""
2009,"SupportSplit",1,"[3,45,47]",1,0,"S",2,[],[],"",-1748573997,[],"",2,1000,"","","",[],"","","",[],""
2010,"SupportFork",1,"[3,45,47]",1,0,"Y",2,[],[],"",-741780017,[],"",2,1000,"","","",[],"","","",[],""
2011,"SupportReturn",1,"[3,45,47]",1,0,"R",2,[],[],"",-496754826,[],"",2,1000,"","","",[],"","","",[],""
2012,"Flammability","",[],1,0,"",3,[],[],"",479399165,[],"",2,500,193,"","",[],"","","",[],""
2013,"MonsterFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2014,"AxisFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2015,"NecromancerFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,1100,193,"","",[],"","","",[],""
2016,"WbFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2017,"TempestFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2018,"PerandusFlammabilityAura","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2019,"PerandusFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2020,"GladiatorBossFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2021,"ExileFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2022,"DarkExileFlammability","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2023,"MonsterFlammabilityInvasion","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2024,"FlammabilityInvasionGuardian","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,193,"","",[],"","","",[],""
2025,"Frostbite","",[],1,0,"",3,[],[],"",-1839121794,[],"",2,500,194,"","",[],"","","",[],""
2026,"MonsterFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],""
2027,"NecromancerFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,1100,194,"","",[],"","","",[],""
2028,"WbFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],""
2029,"TempestFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],""
2030,"ExileFrostbite","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],""
2031,"MonsterFrostbiteTrapSideAreaBoss","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,194,"","",[],"","","",[],""
2032,"Conductivity","",[],1,0,"",3,[],[],"",-1427637271,[],"",2,500,195,"","",[],"","","",[],""
2033,"MonsterConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2034,"InvisibleConductivityZone","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2035,"InvisibleFrostbiteZone","",[],0.85,0,"",3,[],[],"",0,[],"",2,50,194,"","",[],"","","",[],""
2036,"NecromancerConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,1100,195,"","",[],"","","",[],""
2037,"WbConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2038,"ProphecyTotemBossConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2039,"TempestConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2040,"ExileConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2041,"DarkExileConductivity","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2042,"MonsterConductivityInvasion","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2043,"MonsterConductivityOnDeath","",[],0.85,0,"",3,[],[],"",0,[],"",2,500,195,"","",[],"","","",[],""
2044,"MonsterLightningThorns","",[],1.8,0.034,"",4,[],[],"",0,[],"",2,2000,196,"","",[],45,"","",[],""
2045,"MonsterColdThorns","",[],1.0091,0.034,"",4,[],[],"",0,[],"",2,1000,196,"","",[],"","","",[],""
2046,"MapBossLightningThorns","",[],3.1,0.0375,"",4,[],[],"",0,[],"",2,2500,196,"","",[],"","","",[],""
2047,"DemonFemaleRangedProjectile","",[],0.85,0,"",4,[],[],"",0,[],"",2,2000,197,"","",[],"","","",[],""
2048,"DemonFemaleRangedProjectile2","",[],0.85,0,"",4,[],[],"",0,[],"",2,2000,197,"","",[],"","","",[],""
2049,"DemonFemaleRangedProjectileInvasion","",[],0.85,0,"",4,[],[],"",0,[],"",2,2000,197,"","",[],"","","",[],""
2050,"StatueSpearThrow","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,198,"","",[],"","","",[],""
2051,"StatueSpearThrowGold","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,198,"","",[],"","","",[],""
2052,"StatueSummonWaterElementals","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,199,"","",[],"","","",[],""
2053,"MonsterSummonWaterElementals","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,199,"","",[],"","","",[],""
2054,"SummonWaterElementalsSideAreaBoss","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,199,"","",[],"","","",[],""
2055,"SeaWitchSummonSeaWitch","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],91,"","",[],""
2056,"SeaWitchSummonSeaWitchInvasion","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],91,"","",[],""
2057,"SeaWitchSummonSpawnTiny","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],91,"","",[],""
2058,"BallLightning","",[],0.7316,0.0349,"",3,[],[],"",-1358339299,[],"",2,700,200,"","",[],"","","",[],""
2059,"BallLightningRoyale","",[],0.4476,0.0349,"",3,[],[],"",468203672,[],"",2,700,200,"","",[],"","","",[],""
2060,"ExileBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2061,"VaalMechanicalTotemBallLightning","",[],0.7,0.05,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2062,"TalismanBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2063,"IzaroDaemonBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2064,"IzaroChronosStatueBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2065,"WbBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2066,"PerandusBallLightning","",[],0.5,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2067,"ProphecyBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2068,"TemplarJudgeBallLightning","",[],0.33,0.045,"",3,[],[],"",0,[],"",2,1600,200,"","",[],"","","",[],""
2069,"AtlasCrusaderJudgeBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,1600,200,"","",[],"","","",[],""
2070,"LegionTemplarJudgeBallLightning","",[],0.5156,0.045,"",3,[],[],"",0,[],"",2,1600,200,"","",[],"","","",[],""
2071,"ClockworkGolemBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2072,"MaelstromCellBossBallLightning","",[],0.5375,0.045,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2073,"CelestialBallLightningShaperInfluence","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,1000,200,"","",[],"","","",[],""
2074,"CelestialBallLightningShaperInfluenceDaemon","",[],0.5375,0.045,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2075,"StrMissionTotemBallLighning","",[],0.775,0.045,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2076,"ExileMarauderTotemBallLighning","",[],0.775,0.04,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2077,"BloodlinesGhostTotemBallLightning","",[],0.775,0.045,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2078,"StrMissionBallLightning","",[],0.35,0.038,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2079,"BeyondDemonBallLightning1","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],""
2080,"BeyondDemonBallLightning2","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],""
2081,"BeyondDemonBallLightning3","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],""
2082,"BeyondDemonBallLightning4","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],""
2083,"PietyBallLightning","",[],0.8034,0.048,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2084,"RootSpiderBallLightning","",[],0.4005,0.05,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2085,"DarkExileBallLightning","",[],0.45,0.05,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2086,"IncaBossBallLightning","",[],0.3125,0.058,"",4,[],[],"",0,[],"",2,3600,93,"","",[],"","","",[],""
2087,"WestBallLightning","",[],0.45,0.048,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2088,"BallLightningSeawitchBoss","",[],0.5,0.04,"",4,[],[],"",0,[],"",2,1333,200,"","",[],"","","",[],""
2089,"StrDexMissionBallLightningTrap","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2090,"ExileBallLightningTrap","",[],0.3125,0.04,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2091,"DexMissionBallLightningOnDeath","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2092,"WbBallLightningOnDeath","",[],0.375,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2093,"ProphecyTotemBossBallLightningOnDeath","",[],0.375,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2094,"AutonomousBallLightningTrap","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2095,"ProphecyBossBallLightning","",[],0.75,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2096,"ProphecyBossBallLightningOnceDaemon","",[],0.75,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2097,"EssenceDaemonBallLightning","",[],0.6625,0.049,"",4,[],[],"",0,[],"",2,50,200,"","",[],"","","",[],""
2098,"SynthesisGuardianBallLightning","",[],1,0.049,"",4,[],[],"",0,[],"",2,1330,200,"","",[],20,"","",[],""
2099,"AfflictionMinionBallLightning","",[],1,0.049,"",4,[],[],"",0,[],"",2,2500,200,"","",[],24,"","",[],""
2100,"SandLeaperMetamorphosisBallLightning","",[],0.25,0.05,"",3,[],[],"",0,[],"",2,1000,200,"","",[],20,"","",[],""
2101,"HarvestSquidBallLightning","",[],0.5,0.05,"",4,[],[],"",0,[],"",2,2670,200,"","",[],"","","",[],""
2102,"HeistTemplarCasterBallLightning","",[],0.5,0.05,"",4,[],[],"",0,[],"",2,1333,200,"","",[],34,"","",[],""
2103,"PietyFireForm","",[],1.3333,0.053,"",4,[],[],"",0,[],"",2,1000,202,"","",[],"","","",[],""
2104,"PietyIceForm","",[],1.0909,0.053,"",4,[],[],"",0,[],"",2,1000,203,"","",[],"","","",[],""
2105,"PietySummonBloodElementals","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,204,"","",[],"","","",[],""
2106,"AxisClaimSoldierMinions","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,205,"","",[],"","","",[],""
2107,"Incinerate","",[],0.6747,0.032,"",3,[],[],"",2133223686,[],"",2,200,207,"","",[],"","","",[],""
2108,"IncinerateBlackguardCleric","",[],0.6747,0.032,"",3,[],[],"",0,[],"",2,200,207,"","",[],"","","",[],""
2109,"IncinerateBlackguardClericBoss","",[],0.6747,0.032,"",3,[],[],"",0,[],"",2,200,207,"","",[],"","","",[],""
2110,"BlightTowerIncinerate","",[],0.8,0.04,"",3,[],[],"",0,[],"",2,200,207,"","",[],"","","",[],""
2111,"IncinerateCannibalMale","",[],0.2222,0.0325,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2112,"IncinerateSpiralDexMissionBoss","",[],0.6444,0.048,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2113,"IncinerateSpiralStrMissionTotem","",[],0.5889,0.0475,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2114,"IncinerateSpiralBloodlinesGhostTotemLightning","",[],0.6625,0.0475,"",3,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
2115,"IncinerateNovaInvasion","",[],0.0722,0.033,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2116,"ExileIncinerate","",[],0.2222,0.0325,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2117,"ExileIncinerateTotem","",[],0.2,0.031,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2118,"WbIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2119,"AxisClericIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2120,"AxisClericBossIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,3970,206,"","",[],"","","",[],""
2121,"AxisClericBossIncinerateKitava","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,3970,206,"","",[],"","","",[],""
2122,"IzaroDaemonIncinerate","",[],0.4444,0.04,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2123,"TalismanT2IncinerateBlue","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2124,"BeaconTotemIncinerate","",[],0.8333,0.042,"",3,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
2125,"FigureheadChestBossIncinerate","",[],0.4444,0.04,"",3,[],[],"",0,[],"",2,200,838,"","",[],"","","",[],""
2126,"AbyssLichProjectileChannel","",[],0.4,0.04,"",3,[],[],"",0,[],"",2,4000,838,"","",[],"","","",[],""
2127,"Cyclone","",[],0.25,0.0233,"",2,[],[],"",101051186,[],"",2,1000,211,"","",[],"","","",[],""
2128,"CycloneRoyale","",[],0.25,0.0233,"",2,[],[],"",-1364420219,[],"",2,1000,211,"","",[],"","","",[],""
2129,"MonsterCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2130,"SkeletonScytheCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2131,"CageSpiderCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2132,"CageSpiderCycloneTriggerSandstorms","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2133,"BreachCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2134,"DarkExileCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2135,"LunarisCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1500,663,"","",[],"","","",[],""
2136,"VaalCyclone","",[],0.25,0.0233,"",2,[],[],"",1954752502,[],"",2,1000,210,"","",[],"","","",[],""
2137,"ExileCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2138,"ExileDuelistCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2139,"GladiatorBossCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2140,"WhiteMonsterCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2141,"EssenceWhiteMonsterCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2142,"WaterSpiralMapCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2143,"DancingDervishCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2144,"DancingDervishCycloneSlow","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2145,"WbCycloneChaosLeader","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2146,"BlueMonsterCycloneInvasion","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2147,"WbBlueCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2148,"WhiteExileCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2149,"WbWhiteCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2150,"SawbladeExileCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2151,"SawbladeAnimatedWeaponCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2152,"WbSawbladeCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2153,"MonsterGroundIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2154,"IceElementalIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2155,"GlassElementalCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2156,"IzaroIceElementalIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2157,"WbIceElementalIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2158,"TempestIceElementalIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2159,"MonsterDesecratedGroundCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2160,"DesecratedGroundCycloneSideAreaBoss","",[],2.4,0.055,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2161,"WbDesecratedGroundCyclone","",[],2.4,0.055,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2162,"VikingCyclone","",[],3.1111,0.05,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2163,"VikingCycloneMapBoss","",[],4.1378,0.05,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2164,"VikingVinktarsCycloneShocked","",[],1.8,0.055,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2165,"MonsterCycloneRampageBoss","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2166,"InvisibleFireCycloneIntoAWall","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2167,"SabreSpiderDaemonCyclone","",[],0.25,0.0233,"",4,[],[],"",0,[],"",2,1000,211,"","",[],"","","",[],""
2168,"SabreSpiderDaemonCycloneRuin","",[],0.25,0.0233,"",4,[],[],"",0,[],"",2,1000,211,"","",[],"","","",[],""
2169,"MassReviveUndead","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2170,"MassReviveUndeadCowardsTrial","",[],0.85,0,"",4,[],[],"",0,[],"",2,4000,212,"","",[],22,"","",[],""
2171,"MassReviveUndeadRhoaBossMap","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2172,"MassReviveUndeadDelveRhoa","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2173,"MassReviveUndeadMassSkeletonBoss","",[],0.85,0,"",4,[],[],"",0,[],"",2,1500,212,"","",[],"","","",[],""
2174,"MassReviveUndeadDexMissionRhoaBoss","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2175,"MassReviveUndeadZombieBossSideArea","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2176,"MassReviveUndeadTormentNecromancer","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2177,"SupportMultistrike",1,[24],1,0,"3",1,[],"[38,94,77,75,74]","",2100902429,[],"",2,1000,"","","",[],"","","",[],""
2178,"SupportMultistrikeRoyale",1,[24],1,0,"3",1,[],"[38,94,77,75,74]","",-865235748,[],"",2,1000,"","","",[],"","","",[],""
2179,"SupportMulticast",1,[22],1,0,"k",3,[],"[26,33,36,37,12,38,64]","",-1464158977,[],"",2,1000,"","","",[],"","","",[],""
2180,"SupportMulticastRoyale",1,[22],1,0,"k",3,[],"[26,33,36,37,12,38,64]","",1074495869,[],"",2,1000,"","","",[],"","","",[],""
2181,"SupportMulticastUnique",1,[22],1,0,"",3,[],"[26,33,36,37,12,38,64]","",1272696616,[],"",2,1000,"","","",[],"","","",[],""
2182,"SupportMeleeSplash",1,[21],1,0,"S",1,[8],[],"",682681978,[],"",2,1000,"","","",[],"","","",[],""
2183,"SupportMeleeSplashRoyale",1,[21],1,0,"S",1,[8],[],"",1056901106,[],"",2,1000,"","","",[],"","","",[],""
2184,"SupportPowerChargeOnCrit",1,"[7,1]",1,0,"P",3,[],[],"",-1622340694,[],"",2,1000,"","","",[],"","","",[],""
2185,"SearingBond","",[],7.4618,0.0554,"",1,[],[],"",1993132455,[],"",2,1000,213,"","",[],"","","",[],""
2186,"SearingBondRoyale","",[],13.2118,0.0554,"",1,[],[],"",748649470,[],"",2,1000,213,"","",[],"","","",[],""
2187,"ExileSearingBond","",[],16.6667,0.0395,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2188,"WbSearingBond","",[],8.8889,0.0395,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2189,"WbChaosLeaderSearingBond","",[],16.6667,0.05,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2190,"PerandusSearingBond","",[],8.8889,0.0395,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2191,"PerandusSearingBondFormation","",[],8.8889,0.0395,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2192,"MonsterSearingBondLegends","",[],12.9238,0.03,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2193,"FlamebearerBossSearingBondInvasion","",[],16.6222,0.03,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2194,"NemesisDaemonSearingBond","",[],16.6222,0.03,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2195,"StrDexMasterSearingBondDaemon","",[],16.6222,0.03,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2196,"SupportIncreasedBurningDamage",1,"[7,1,25]",1,0,"b",1,[],[],"",1512172517,[],"",2,1000,"","","",[],"","","",[],""
2197,"SupportSummonElementalResistances",1,[77],1,0,"r",3,[],[],"",-1726509640,[],"",2,1000,"","","",[],"","","",[],""
2198,"ZombieBossExtract","",[],0.85,0,"",4,[],[],"",0,[],"",2,3000,214,"","",[],"","","",[],""
2199,"ZombieBossLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1500,14,"","",[],"","","",[],""
