"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
76,"glacial_hammer","Glacial Hammer","Hits enemies, converting some of your physical damage to cold damage. If an enemy is frozen and is on less than one third life, they will shatter when hit by Glacial Hammer. If striking three times in a row, the third strike will freeze enemies more easily. Requires a Mace, Sceptre or Staff.","GlacialHammer","Art/2DArt/SkillIcons/icehammer.dds","[1,2]","[1,21,24,20,30,44]","[12,32,17,14,57]","Where Infernal Blow burns hot, Glacial Hammer freezes to the bone. The skill infuses a Mace or Staff with the essence of pure ice, making a weapon so cold it can barely be handled. A successful hit from Glacial Hammer deals grievous damage, and if the target is already frozen and near death, it will shatter into thousands of shards. The more skilled one becomes at inscribing the runes for Glacial Hammer, the greater the frostbite becomes, eventually leaving most foes frozen solid.","http://s3.amazonaws.com/pathofexile/image/skills/strength/glacial_hammer.jpg","","GlacialHammer","",21,1,"[4279,4005,4297,3440,5431,5429]","[455,24,448,3879,1105,5436]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
77,"vaal_glacial_hammer","Vaal Glacial Hammer","Hits enemies, converting some of your physical damage to cold damage. It traps enemies with you in a circle of ice so that they can't escape. Requires a Mace, Sceptre or Staff.","VaalGlacialHammer","Art/2DArt/SkillIcons/icehammer.dds","[1,2]","[1,21,20,9,8,38,30]","[12,32,17,14,57]","","",1,"","",21,1,"[4279,3440,5431,5429]","[455,3879,483,5436]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
78,"frost_wall","Frost Wall","Creates a wall of ice which holds back enemies. Targets under the wall are damaged and pushed back.","FrostWall","Art/2DArt/SkillIcons/IceWall.dds","[1,2]","[2,7,9,14,15,16,22,32,30,56,90]",[],"The Bandits drew closer and they were gaining confidence. The first few volleys of Fireballs had been more than enough to drive them away, killing several in the process. They retreated to the underbrush, where they regrouped and planned. Now they advanced again, shields up, safe in their great numbers. The Witch surveyed her opponents, wand resting lightly in hand, waiting for the right moment.__BREAK__ __BREAK__ It came soon enough, for the Bandits raised their weapons aloft, and came on with a cry. Their blood lust overcame their caution, and the Witch made her move. She flicked her wand quickly, and at once a great wall of solid ice sprang up in the Bandit's path. They crashed into it full force, and before they could recover, three other towering walls rose around them, locking them in an icy prison. Smiling, the Witch conjured a roaring pillar of fire in the center of the freezing prison, and delighted in the shrieks of her trapped enemies roasting alive.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/frost_wall.jpg","","FrostWall","",21,1,"[4377,4066,4352]","[3351,24,215]",[],1,1,[],8,3,"","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
79,"frost_wall_behind_target","","","FrostWall","",[9],"[2,7,9,14,15,16,22,32,30]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
80,"freezing_pulse","Freezing Pulse","An icy projectile which has a chance to freeze enemies it passes through. The projectile fades quickly, reducing damage and freezing chance until it dissipates.","FreezingPulse","Art/2DArt/SkillIcons/FreezingPulse.dds","[1,2]","[2,3,57,7,14,15,16,22,32,30,70]",[],"Sometimes a spellcaster just needs crowd control. When beset by a hostile throng, masters of ice magic frequently employ the deadly Freezing Pulse. The spell pierces easily through the thickest hide and the toughest armour, spinning and freezing in an icy whirl until it impacts a distant target. The Pulse is at peak strength when it's cast, so it has the greatest effect on enemies that are right up next to the caster. Of course, these are also the enemies presenting the most threat, and they are left frozen solid or slain outright.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/freezing_pulse.jpg","","FreezingPulse","",21,1,"[4234,4004,4242,5402,5404]","[216,24,175,173,13409]",[],1,1,[],8,3,"","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
81,"shock_nova","Shock Nova","Casts a shocking ring of lightning which deals damage to monsters it touches. Monsters in the centre of the ring receive no damage.","ShockNova","Art/2DArt/SkillIcons/ShockNova.dds",[2],"[2,7,8,14,15,16,22,32,31,70,72,84]",[],"Harnessing the power of raw thunder, the caster opens a rift around them that draws a ring of crackling lightning around their body. The deadly voltage will harm anything it touches, but the gap near the caster in the centre of the ring is unaffected, so the skill is best used when surrounded by many distant foes.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/shock_nova.jpg","","ShockNova","",21,1,"[4054,4219]","[24,434]",[],1,1,[],8,3,"","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
82,"viper_strike","Viper Strike","Hits enemies, adding some of your physical damage as chaos damage and inflicting poison which will be affected by modifiers to skill duration. If dual wielding, will strike with both weapons. Requires a claw, dagger or sword.","ViperStrike","Art/2DArt/SkillIcons/ViperStrike.dds","[1,2]","[1,9,24,20,21,35,42]","[6,7,9,10,15,56]","The thieves guilds of Oriath teach a wicked skill to all initiates - the feared Viper Strike. Employing the skill, a claw, dagger or sword user coats their weapon with deadly venom, a concoction so virulent it permanently marks any weapon it contacts. Once the toxin is applied, the weapon will poison any it strikes, burning deep into their veins, causing wracking, crippling pain. Additional hits will increase the concentration of the toxin, stacking it up to lethal levels quickly. Few have survived an assault of Viper Strike and those who have never forget the agony.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/viper_strike.jpg","","ViperStrike","",21,1,"[4261,4022,4250,3385]","[554,24,215,6216]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
83,"phase_run","Phase Run","Gain a buff that makes you move faster, become harder to detect, and no longer have your movement impeded by enemies. Your next attack also deals extra damage. Performing any skill removes this buff but grants a new buff that increases the damage of your attacks for a short time. Consumes Frenzy Charges to increase duration.","PhaseRun","Art/2DArt/SkillIcons/iconphaserun.dds",[4],"[2,5,9,32,28,79,90]",[],"In battle, the best offense is sometimes the best defence. Those who live to survive for a later battle recognize that there is no shame in flight, when flight is the only option. When haste is needed, there is no better tool than Phase Run. With a cry, the skill imbues the caster with incredible speed, allowing them to sprint past hapless enemies to safety. The enchantment also causes their form to blur, making them less likely to receive attack. If the phased runner chooses to melee an enemy, they will lose their speed burst but deliver a devastating blow to their target.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/phase_run.jpg",1,"PhaseRun","",21,1,[4515],[215],[],1,1,[],8,"","","",[],"","",1
84,"explosive_arrow","Explosive Arrow","Fires an arrow which acts as a short duration fuse. Applying additional arrows to an enemy extends the duration. When the target dies or the fuses expire, the arrows explode, dealing fire AoE damage to nearby enemies. The AoE radius is proportional to the number of arrows upon death.","FuseArrow","Art/2DArt/SkillIcons/fusearrow.dds","[1,2]","[1,41,58,3,57,7,8,9,15,14,16,29,32]",[13],"Though the Rangers of Oriath wield mighty long bows, they occasionally meet enemies that are too tough for mere arrows alone. Facing such a threat, trained archers have developed mastery of the dreaded Explosive Arrow. When the missile strikes, it bores deep into its target, releasing a volatile, deadly magical poison.__BREAK__ __BREAK__ This poison quickly boils the blood surrounding the embedded arrowhead, and within a few moments, a gout of fire erupts from the wound. This caustic spray will damage any adjacent foes. Some skilled marksmen have even developed the ability to fire multiple Explosive Arrows into the same point on a target's body. Doing this not only extends the time before the blood detonation, but it massively increases the violence of the blast.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/explosive_arrow.jpg","","ExplosiveArrow","",21,1,"[4049,4209,4555,10793]","[24,434,70,215]",[],1,1,[],8,3,"","","[2,18,10,11,29,16,17,19,26,14,15,28,35,4]","","",1
85,"explosive_arrow_weapon","Explosive Arrow","Fires an arrow which will stick into an enemy or wall, and then explode, dealing area damage around it, either after a duration or when the maximum number of arrows stuck to that target is reached. If an enemy has multiple Explosive Arrows stuck in them, the first one to explode will consume the others, adding their damage to its explosion.","ExplosiveArrow","Art/2DArt/SkillIcons/fusearrow.dds","[1,2]","[1,41,58,3,57,7,8,9,15,14,16,29,32]",[13],"Though the Rangers of Oriath wield mighty long bows, they occasionally meet enemies that are too tough for mere arrows alone. Facing such a threat, trained archers have developed mastery of the dreaded Explosive Arrow. When the missile strikes, it bores deep into its target, releasing a volatile, deadly magical poison.__BREAK__ __BREAK__ This poison quickly boils the blood surrounding the embedded arrowhead, and within a few moments, a gout of fire erupts from the wound. This caustic spray will damage any adjacent foes. Some skilled marksmen have even developed the ability to fire multiple Explosive Arrows into the same point on a target's body. Doing this not only extends the time before the blood detonation, but it massively increases the violence of the blast.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/explosive_arrow.jpg","","ExplosiveArrow","",21,1,"[4049,4209,4555,10793]","[24,434,70,215]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
86,"inca_boss_explosion","","","IncaBossExplosion","","[1,2]","[2,7,8,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
87,"inca_boss_summon","","","IncaBossSummon","","[1,2]","[2,6,77]",[],"","",1,"",1,21,1,[],[],"[7,2,3]",1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
88,"inca_boss_laser","","","IncaBossLaser","","[1,2]","[2,7,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
89,"inca_boss_travel","","","IncaBossTravel","","[1,2]",[2],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
90,"inca_boss_spray","","","IncaBossSpray","","[1,2]","[2,7]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[16,10,11,29,17]","","",1
91,"inca_boss_rocks","","","IncaBossRocks","","[1,2]","[2,7]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
92,"inca_boss_rocks_triggered","","","IncaBossRocks","","[1,2]","[2,7,32]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
93,"inca_boss_ball_lightning","","","IncaBossBallLightning","","[1,2]","[2,7]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
94,"inca_boss_icestorm","","","IncaBossIcestorm","","[1,2]","[2,7]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
95,"inca_boss_icestorm_triggered","","","IncaBossIcestorm","","[1,2]","[2,7,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
96,"temporal_chains","Temporal Chains","Curses all enemies in an area, lowering their action speed and making other effects on them expire more slowly.","TemporalChains","Art/2DArt/SkillIcons/temporalchains.dds","[1,2,22]","[2,8,9,14,15,16,22,32,56,69,70,72,85,86,97]",[],"This useful curse warps a small area of space and actually causes time to pass slower within its confines. Any beings who pass through the affected zone will become snared in the warp, slowing their actions to a crawl.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/temporal_chains.jpg","","TemporalChains",1,21,1,"[4320,4356,8649]","[1390,215,11605]",[],1,1,[],8,"","","",[],"","",1
97,"elemental_weakness","Elemental Weakness","Curses all targets in an area, lowering their elemental resistances.","ElementalWeakness","Art/2DArt/SkillIcons/elementalweakness.dds","[1,2,22]","[2,8,9,14,15,16,22,32,56,69,70,72,85,86,97]",[],"A favorite of Witches and other masters of magic, the Elemental Weakness curse strips away resistances to cold, fire and lightning. Once afflicted by the curse, an enemy will suffer grievous harm from any elemental attack, even if they have natural resistances.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/elemental_weakness.jpg","","ElementalWeakness",1,21,1,"[4363,4323]","[215,1390]",[],1,1,[],8,"","","",[],"","",1
98,"warlords_mark","Warlord's Mark","Curses a single enemy, giving a chance to double the duration of stuns on them. Attacking the cursed enemy will leech life and mana, stunning them will grant rage, and killing it will grant an endurance charge. You can only have one Mark at a time.","DrainEssence","Art/2DArt/SkillIcons/WarLordsMark.dds","[1,2,22]","[2,9,14,15,16,22,32,69,70,85,86,98]",[],"A favored curse of the Oriathan Marauders during their reaving campaigns, Warlord's Mark is known for swinging the tide of   battle. The curse afflicts all foes in the targeted area with a crippling malady, allowing the caster to drain their very   life essence with each successful attack. A foe slain while afflicted with Warlord's Mark will return extra essence to the   player's flasks and might even grant them an Endurance Charge.","http://s3.amazonaws.com/pathofexile/image/skills/strength/warlords_mark.jpg","","WarlordsMark",1,21,1,"[4329,4357]","[1390,215]",[],1,1,[],8,"","","",[],"","",1
99,"warlords_mark_triggered","Warlord's Mark","Curses a single enemy, giving a chance to double the duration of stuns on them. Attacking the cursed enemy will leech life and mana, stunning them will grant rage, and killing it will grant an endurance charge. You can only have one Mark at a time.","DrainEssence","Art/2DArt/SkillIcons/WarLordsMark.dds","[1,2,22]","[2,9,14,15,16,22,32,69,70,85,86,98,90]",[],"A favored curse of the Oriathan Marauders during their reaving campaigns, Warlord's Mark is known for swinging the tide of   battle. The curse afflicts all foes in the targeted area with a crippling malady, allowing the caster to drain their very   life essence with each successful attack. A foe slain while afflicted with Warlord's Mark will return extra essence to the   player's flasks and might even grant them an Endurance Charge.","http://s3.amazonaws.com/pathofexile/image/skills/strength/warlords_mark.jpg","","WarlordsMark",1,21,1,"[4329,4357]","[1390,215]",[],1,1,[],8,"","","",[],"","",1
100,"punishment","","","Punishment","Art/2DArt/SkillIcons/punishment.dds","[1,2,22]","[2,8,9,14,15,16,22,32,56,69,70,72,28,85,86,97]",[],"A trick often employed by masters of minion control, the feared Punishment curse has brought down entire armies. The malady causes afflicted targets to suffer a substantial amount of the damage they deal from their own attacks, so the harder they hit, the faster they die. The secret is in making sure that incoming blows land on the dry bones and withered flesh of enemies rather than on the caster of the Curse.","http://s3.amazonaws.com/pathofexile/image/skills/strength/punishment.jpg","","Punishment",1,21,1,"[4327,4359]","[1390,215]",[],1,1,[],8,"","","",[],"","",1
101,"enfeeble","Enfeeble","Curses all targets in an area, reducing their accuracy and making them deal less damage.","Enfeeble","Art/2DArt/SkillIcons/enfeeble.dds","[1,2,22]","[2,8,9,14,15,16,22,32,56,69,70,72,85,86,97]",[],"Not all curses are offensive. When the situation dictates it, a caster sometimes employs the Curse of Enfeeblement. This powerful spell saps the very strength from all targets in an area, draining them of vigor and causing their attacks to land with far less violence. Arena combatants have been driven nearly insane by this curse, with their weakened assaults unable to even pierce their enemy's energy shield. Enfeeble definitely shines when employed against fellow players.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/enfeeble.jpg","","Enfeeble",1,21,1,"[4324,4362]","[1390,215]",[],1,1,[],8,"","","",[],"","",1
102,"assassins_mark","Assassin's Mark","Curses a single enemy, making them more vulnerable to Critical Strikes. Killing the cursed enemy will grant life and mana, and a power charge. You can only have one Mark at a time.","CriticalWeakness","Art/2DArt/SkillIcons/AssassinsMark.dds","[1,2,22]","[2,9,14,15,16,22,32,69,70,85,86,98]",[],"Critical Weakness, while not terribly strong on its own, gets incredibly effective in the hands of the right player. A character heavily invested in increased Critical Chance will absolutely decimate their foes when they afflict them with this weakness. While it's not the most direct of curses, Critical Weakness stands among the best when utilized correctly.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/critical_weakness.jpg","","AssassinsMark",1,21,1,"[4321,4365]","[1390,215]",[],1,1,[],8,"","","",[],"","",1
103,"assassins_mark_triggered","Assassin's Mark","Curses a single enemy, making them more vulnerable to Critical Strikes. Killing the cursed enemy will grant life and mana, and a power charge. You can only have one Mark at a time.","CriticalWeakness","Art/2DArt/SkillIcons/AssassinsMark.dds","[1,2]","[2,9,14,15,16,22,32,69,70,85,86,98,90]",[],"Critical Weakness, while not terribly strong on its own, gets incredibly effective in the hands of the right player. A character heavily invested in increased Critical Chance will absolutely decimate their foes when they afflict them with this weakness. While it's not the most direct of curses, Critical Weakness stands among the best when utilized correctly.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/critical_weakness.jpg","","AssassinsMark",1,21,1,"[4321,4365]","[1390,215]",[],1,1,[],8,"","","",[],"","",1
104,"snipers_mark","Sniper's Mark","Curses a single enemy, increasing the damage they take from projectiles, and making projectiles split when hitting them, to hit other targets around them. You can gain charges for your life and mana flasks by hitting the cursed enemy. You can only have one Mark at a time.","ProjectileWeakness","Art/2DArt/SkillIcons/projectileweakness.dds","[1,2,22]","[2,9,14,15,16,22,32,69,70,85,86,98]",[],"This wicked curse alters the very flesh of those afflicted, turning their armour and hide to mere paper. Any projectiles striking a cursed target have a high chance of piercing it, boring straight through to hit additional enemies standing behind. Foes under the Projectile Weakness curse will find themselves frustrated trying to reach the archer, since every volley has a good chance of causing a knockback. A Ranger trained in the curse of Projectile Weakness will be counted amongst the most feared combatants on the battlefield.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/projectile_weakness.jpg","","SnipersMark",1,21,1,"[4319,4355]","[1390,215]",[],1,1,[],8,"","","",[],"","",1
105,"vulnerability","Vulnerability","Curse all targets in an area, causing them to take increased physical damage. Attacks against the cursed enemies have a chance to inflict bleeding, and ailments inflicted on them will deal damage faster.","Vulnerability","Art/2DArt/SkillIcons/vulnerability.dds","[1,2,22]","[2,8,9,14,15,16,22,32,56,69,70,72,28,85,86,97]",[],"Though they generally feared sorcery, even the Marauders came to learn the value of the powerful Vulnerability Curse. Before charging into battle, a caster on the front lines would speak the curse, throwing it far and wide on their assembled enemies. The Marauders would come on with a roar, a tidal wave of rage and steel crashing against their foes. The Vulnerability curse could hardly be seen, but its effects were dire. Blows from the Marauders hit far harder, sundering helm and shield like tin. Those not killed immediately would be stunned inert, unable to defend themselves from the onslaught. Even masters of magic were vulnerable, for the curse corrupted the force of their protective shields.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/vulnerability.jpg","","Vulnerability",1,21,1,"[4328,4358,6954]","[1390,215,11605]",[],1,1,[],8,"","","",[],"","",1
106,"inca_minion_projectile","","","IncaMinionProjectile","","[1,2]","[2,7,32]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
107,"teleport_ball","Lightning Warp","Waits for a duration before teleporting to a targeted destination, with the duration based on the distance and your movement speed. When the teleport occurs, lightning damage is dealt to the area around both where the player was and where they teleported to. Casting again will queue up multiple teleportations to occur in sequence.","LightningWarp","Art/2DArt/SkillIcons/teleportball.dds","[1,3,2,20]","[2,7,8,9,14,15,16,32,34,31,72,79,22,70]",[],"They had the Witch pinned up against the cliffs, soaking in the waterfall, yet the Bandit leader somehow sensed a trap. Wary, he muttered a command that only half his men move forward to finish things. Those appointed advanced slowly, blades drawn, cautious. They encircled the Witch for one brief moment, now only an arm's length away. Then, in a flash of light, the frail woman vanished, and in her place crackled a ring of deadly lightning!__BREAK__ __BREAK__ The surrounding enemies fell as one, burning, twitching, thrashing in the freezing water. The remaining bandits paused for a second, scarcely believing their eyes, and then the Witch reappeared among them. With her arrival came another shocking blast, and the remaining bandits fell at her feet, scorched and dead. On Wraeclast, even teleportation is a weapon.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/blink_orb.jpg","","LightningWarp","",21,1,"[4237,4026,4255]","[216,24,215]",[],1,1,[],8,0,"","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
108,"vaal_lightning_warp","Vaal Lightning Warp","Casts a delayed teleport for nearby enemies to a target destination. When the teleport occurs, lightning damage is dealt to the enemies both before and after they teleport.","VaalLightningWarp","Art/2DArt/SkillIcons/teleportball.dds",[1],"[2,7,8,9,14,15,16,38,31,72]",[],"","",1,"","",21,1,"[4237,4026,4255]","[216,24,215]",[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
109,"gladiator_boss_vaal_lightning_warp","Vaal Lightning Warp","Casts a delayed teleport for nearby enemies to a target destination. When the teleport occurs, lightning damage is dealt to the enemies both before and after they teleport.","VaalLightningWarp","Art/2DArt/SkillIcons/teleportball.dds",[3],"[2,7,8,9,14,15,16,38,31,72]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,10,11,29,16,17,19,26,12,13,27]","","",1
110,"summon_skeletons","Summon Skeletons","Summon Skeleton Warrior minions at the targeted location. They use a melee attack and die after a duration. If made aggressive, Skeleton Warriors will also dash towards nearby enemies.","RaiseSkeleton","Art/2DArt/SkillIcons/iconraiseskeleton.dds","[1,22]","[2,6,9,18,14,15,16,22,32,70,77,90]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/summon_skeletons.jpg","","SummonSkeletons","",21,1,"[1139,6320]","[8834,6319]","[1,20,21,45,24,55,57]",1,1,[],8,2,"","",[],"","",1
111,"vaal_summon_skeletons","Vaal Summon Skeletons","Summons an army of skeletal warriors, archers and mages, led by a powerful general.","VaalSummonSkeletons","Art/2DArt/SkillIcons/iconraiseskeleton.dds","[1,22]","[2,6,9,18,14,15,16,38,77]",[],"","",1,"","",21,1,[1139],[8834],"[1,20,21,3,41,57,24,2,8,55]",1,1,[],8,2,"","",[],"","",1
112,"summon_skeletons_on_self","",".","RaiseSkeleton","Art/2DArt/SkillIcons/iconraiseskeleton.dds",[10],"[2,6,9,18,14,15,16,22,32,77]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/summon_skeletons.jpg",1,"SummonSkeletons","",21,1,[],[],"[1,20,21,24]",1,1,[],8,"","","",[],"","",1
113,"vaal_summon_skeletons_on_self","","","VaalSummonSkeletons","Art/2DArt/SkillIcons/iconraiseskeleton.dds",[10],"[2,6,9,18,14,15,16,38,77]",[],"","",1,"","",21,1,[],[],"[1,20,21,3,41,24,2,8]",1,1,[],8,"","","",[],"","",1
114,"heavy_strike","Heavy Strike","Attacks enemies with a forceful blow, knocking them back. Requires a Mace, Sceptre, Axe, Sword or Two-Handed Weapon.","HeavyStrike","Art/2DArt/SkillIcons/heavystrike.dds","[1,2]","[1,21,24,20]","[11,12,32,14,15,16,17,9,10,57]","When facing the hungry throngs on Wraeclast, offense truly is the best form of defence. Skilled melee combatants have mastered the technique of the Heavy Strike, a devastating blow they unleash with an Axe, Mace or any two-handed weapon. Heavy Strike lands with terrifying force, knocking foes back and often stunning them, if not killing them outright.","http://s3.amazonaws.com/pathofexile/image/skills/strength/heavy_strike.jpg","","HeavyStrike","",21,1,"[4224,4007,3444]","[70,24,5839]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
115,"vaal_heavy_strike","Vaal Heavy Strike","Attacks enemies with a forceful blow, sending them flying backwards. Requires a Mace, Sceptre, Axe, Sword or Two-Handed Weapon.","VaalHeavyStrike","Art/2DArt/SkillIcons/heavystrike.dds","[1,2]","[1,21,20,38]","[11,12,32,14,15,16,17,9,10,57]","","",1,"","",21,1,"[4224,4007,3444]","[70,24,5839]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
116,"conversion_strike","Dominating Blow","Attacks enemies with a melee strike, applying a debuff for a short duration. If a non-unique enemy dies while affected by the debuff, the enemy's corpse will be consumed and a Sentinel of Dominance with the same rarity, prefix and suffix modifiers will be summoned for a longer secondary duration.","ConversionStrike","Art/2DArt/SkillIcons/conversionstrike.dds","[1,2]","[1,6,9,18,21,24,20,77]","[9,10,15,11,16,12,32,17,14,7,6,36,57,56]","In their campaign to become the dominant order on Oriath, the Templars often faced impossible odds. This led them to master the technique known as the Dominating Blow.__BREAK__ __BREAK__ Dominating Blow does nothing exceptional when it strikes, little more than some damage. However, it also binds the soul of the victim to the will of the caster for a short duration. If the target dies with its soul bound, it will immediately reanimate, ready to fight alongside its new master for a time. With Dominating Blow on their side, warriors of The Order were able to overcome incredibly lopsided numbers in battle, often turning half of an army against itself.","http://s3.amazonaws.com/pathofexile/image/skills/strength/conversion_strike.jpg","","DominatingBlow","",21,1,"[4248,8115,8116,4504]","[8834,8113,8114,13410]","[1,20,21,24,8]",1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
117,"alira_rain_of_arrows","","","AliraRainOfArrows","Art/2DArt/SkillIcons/rainofarrows.dds","[1,2]","[1,41,58,8,11,15,14,16,32]",[13],"Before they're given their first Long Bow, aspiring archers on Oriath are taught the art of the Arrow Rain. When the student is ready to be tested, he is taken out to the marshes, and commanded to fire a salvo at a flock of geese. The aspirant must bring down at least a dozen birds with one barrage, or it's back for another year of training and discipline. __BREAK__ __BREAK__ Naturally, the Rain of Arrows technique is often used to devastating effect on the field of battle. A skilled archer fires a single enchanted missile aloft, and when it descends, it multiplies to carpet an entire area in a lethal shower. Be wary if you ever behold an enemy archer pointing their bow skyward.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/rain_of_arrows.jpg","","RainOfArrows",1,21,1,"[4226,4020,4199,8025]","[70,24,434,8026]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
118,"oak_rain_of_arrows","","","OakRainOfArrows","Art/2DArt/SkillIcons/rainofarrows.dds","[1,2]","[1,41,58,8,11,15,14,16,32]",[13],"Before they're given their first Long Bow, aspiring archers on Oriath are taught the art of the Arrow Rain. When the student is ready to be tested, he is taken out to the marshes, and commanded to fire a salvo at a flock of geese. The aspirant must bring down at least a dozen birds with one barrage, or it's back for another year of training and discipline. __BREAK__ __BREAK__ Naturally, the Rain of Arrows technique is often used to devastating effect on the field of battle. A skilled archer fires a single enchanted missile aloft, and when it descends, it multiplies to carpet an entire area in a lethal shower. Be wary if you ever behold an enemy archer pointing their bow skyward.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/rain_of_arrows.jpg","","RainOfArrows",1,21,1,"[4226,4020,4199,8025]","[70,24,434,8026]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
119,"rain_of_arrows","Rain of Arrows","Fires a large number of arrows into the air, to land at the target after a short delay.","RainOfArrows","Art/2DArt/SkillIcons/rainofarrows.dds","[1,2]","[1,41,58,8,11,15,14,16,32,89]",[13],"Before they're given their first Long Bow, aspiring archers on Oriath are taught the art of the Arrow Rain. When the student is ready to be tested, he is taken out to the marshes, and commanded to fire a salvo at a flock of geese. The aspirant must bring down at least a dozen birds with one barrage, or it's back for another year of training and discipline. __BREAK__ __BREAK__ Naturally, the Rain of Arrows technique is often used to devastating effect on the field of battle. A skilled archer fires a single enchanted missile aloft, and when it descends, it multiplies to carpet an entire area in a lethal shower. Be wary if you ever behold an enemy archer pointing their bow skyward.","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/rain_of_arrows.jpg","","RainOfArrows",1,21,1,"[4226,4020,4199,8025]","[70,24,434,8026]",[],1,1,[],8,1,"","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
120,"vaal_rain_of_arrows","Vaal Rain of Arrows","Fires a large number of arrows into the air, to land at the target after a short delay. Enemies hit by the arrows are pinned in place, unable to move for a time.","RainOfArrows","Art/2DArt/SkillIcons/rainofarrows.dds","[1,2]","[1,41,8,11,15,14,16,9,38,89]",[13],"","",1,"",1,21,1,"[4226,4020,4199,8025]","[70,24,434,8026]",[],1,1,[],8,"","","","[2,18,10,11,29,16,17,19,26,14,15,28,35]","","",1
