"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","i32","i32","i32","i32","rid"
2285,"BetrayalEinharOnCapture3","","Off you go, little beast! Away!","Audio/Dialogue/NPC/BetrayalLeague/Einhar/EF_14_D.ogg","","","","",0,0,1,5,0,1629818,0,""
2286,"BetrayalEinharOnCapture4","","We will be best friends beast! Until we slaughter you!","Audio/Dialogue/NPC/BetrayalLeague/Einhar/EF_14_E.ogg","","","","",0,0,1,5,0,1630170,0,""
2287,"BetrayalEinharMissionEndsOne","","That was a great hunt, exile! Einhar will write a mighty poem about it.","Audio/Dialogue/NPC/BetrayalLeague/Einhar/EF_15.ogg","","","","",0,0,1,5,0,1630560,0,""
2288,"BetrayalEinharMissionEndsTwo","","There are no more worthy beasts nearby, so Einhar will go feed the ones we caught.","Audio/Dialogue/NPC/BetrayalLeague/Einhar/EF_16.ogg","","","","",0,0,1,5,0,1630972,0,""
2289,"BetrayalEinharMissionEndsThree","","An exhilarating hunt, exile! Now it is time for Einhar to go do Einhar business.","Audio/Dialogue/NPC/BetrayalLeague/Einhar/EF_17.ogg","","","","",0,0,1,5,0,1631384,0,""
2290,"BetrayalEinharMissionEndsFour","","That was a hunt you will not soon forget! You're welcome! Goodbye!","Audio/Dialogue/NPC/BetrayalLeague/Einhar/EF_18.ogg","","","","",0,0,1,5,0,1631766,0,""
2291,"BetrayalEinharMask","","Yes, this is Einhar's mask. Great job, exile!","Audio/Dialogue/NPC/BetrayalLeague/Einhar/EF_19.ogg","","","","",0,0,1,1,0,1632084,0,""
2292,"VaganPrimaryDefenderStartsFightZero","","Ho, exile! Care for a scrap?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_1.ogg","","","","",1,0,1,1,0,1632336,0,""
2293,"VaganPrimaryDefenderStartsFightOne","","Exile! You invade, we defend. Have at it!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_2.ogg","","","","",1,0,1,1,0,1632612,0,""
2294,"VaganPrimaryDefenderStartsFightTwo","","I'll defend the cargo as I would a king or queen!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_3.ogg","","","","",1,0,1,1,0,1632904,0,""
2295,"VaganPrimaryDefenderStartsFightThree","","I'm no fan of this proving ground, but I still have to do my job.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_4.ogg","","","","",1,0,1,1,0,1633232,0,""
2296,"VaganPrimaryDefenderStartsFightFour","","Mmm, surprise tussle!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_5.ogg","","","","",1,0,1,1,0,1633470,0,""
2297,"VaganPrimaryDefenderStartsFightFive","","Interrogation was not pleasant. Consider me miffed.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_6.ogg","","","","",1,0,1,1,0,1633768,0,""
2298,"VaganPrimaryDefenderStartsFightSix","","Let's keep it simple this time, exile. Try to best me.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_7.ogg","","","","",1,0,1,1,0,1634070,0,""
2299,"VaganPrimaryDefenderStartsFightSeven","","I'm ashamed of what I did last time, exile. Don't think I'll be repeating it again!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_8.ogg","","","","",1,0,1,1,0,1634434,0,""
2300,"VaganPrimaryDefenderStartsFightEight","","With this new power, this time I've got the upper hand!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_9.ogg","","","","",1,0,1,1,0,1634742,0,""
2301,"VaganPrimaryDefenderStartsFightNine","","Ah, back for more knocking around?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_10.ogg","","","","",1,0,1,1,0,1635008,0,""
2302,"VaganPrimaryDefenderStartsFightTen","","Let's see how you weather my blows now!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_11.ogg","","","","",1,0,1,1,0,1635282,0,""
2303,"VaganPrimaryDefenderStartsFightEleven","","This ability is... erm... new.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_12.ogg","","","","",1,0,1,1,0,1635544,0,""
2304,"VaganPrimaryDefenderStartsFightTwelve","","Let's see how you fight when you can hardly move!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_13.ogg","","","","",1,0,1,1,0,1635844,0,""
2305,"VaganPrimaryDefenderStartsFightThirteen","","A bit of elemental protection should change the balance of this struggle.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_14.ogg","","","","",1,0,1,1,0,1636196,0,""
2306,"VaganPrimaryDefenderStartsFightFourteen","","Let's see you handle a bit of cold!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_15.ogg","","","","",1,0,1,1,0,1636472,0,""
2307,"VaganSafehouseLeaderIntroZero","","Let's see how you fare in my arena.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_16.ogg","","","","",1,0,1,1,0,1636728,0,""
2308,"VaganSecondaryDefenderArrivalZero","","Let's make this a team defense match!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_17.ogg","","","","",2,0,1,1,0,1636996,0,""
2309,"VaganSecondaryDefenderArrivalOne","","A running battle? Glorious!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_18.ogg","","","","",2,0,1,1,0,1637242,0,""
2310,"VaganSecondaryDefenderArrivalTwo","","Let's get this one over with.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_19.ogg","","","","",2,0,1,1,0,1637492,0,""
2311,"VaganSecondaryDefenderArrivalThree","","A right toss-up. This was meant to be quick and clean!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_20.ogg","","","","",2,0,1,1,0,1637796,0,""
2312,"VaganSecondaryDefenderArrivalFour","","I feel like jumping in.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_21.ogg","","","","",2,0,1,1,0,1638036,0,""
2313,"VaganSecondaryDefenderArrivalFive","","Well, we certainly can't let this place fall.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_22.ogg","","","","",2,0,1,1,0,1638320,0,""
2314,"VaganSecondaryDefenderArrivalSix","","Come on old chap, put those Ancestors to work!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_23.ogg","","","","",2,0,1,1,0,1638604,0,""
2315,"VaganSecondaryDefenderArrivalSeven","","Don't scratch me, Tora... well, until we're done, that is.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_24.ogg","","","","",2,0,1,1,0,1638916,0,""
2316,"VaganSecondaryDefenderArrivalEight","","Let's see if you can earn an honourable kill, Vorici.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_25.ogg","","","","",2,0,1,1,0,1639218,0,""
2317,"VaganSecondaryDefenderArrivalNine","","Ha, Guff, I'll go high, you go low!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_26.ogg","","","","",2,0,1,1,0,1639482,0,""
2318,"VaganSecondaryDefenderArrivalTen","","May the best man win, Thane. That is where we agree.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_27.ogg","","","","",2,0,1,1,0,1639778,0,""
2319,"VaganSecondaryDefenderArrivalEleven","","I've been itching for a good fight! Mind if I jump in?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_28.ogg","","","","",2,0,1,1,0,1640084,0,""
2320,"VaganSecondaryDefenderArrivalTwelve","","I'm going to mix this one up a bit.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_29.ogg","","","","",2,0,1,1,0,1640352,0,""
2321,"VaganSecondaryDefenderArrivalThirteen","","A moving target! I love a challenge.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_30.ogg","","","","",2,0,1,1,0,1640626,0,""
2322,"VaganSecondaryDefenderArrivalFourteen","","I am not a fan of what goes on here. Time for a ruckus.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_31.ogg","","","","",2,0,1,1,0,1640938,0,""
2323,"VaganSecondaryDefenderArrivalFifteen","","Free for all!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_32.ogg","","","","",2,0,1,1,0,1641164,0,""
2324,"VaganSecondaryDefenderArrivalSixteen","","I promise there's nothing personal about this.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_33.ogg","","","","",2,0,1,1,0,1641456,0,""
2325,"VaganSecondaryDefenderArrivalSeventeen","","You'll have to earn this kill, ol' stabby.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_34.ogg","","","","",2,0,1,1,0,1641744,0,""
2326,"VaganSecondaryDefenderArrivalEighteen","","Guff.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_35.ogg","","","","",2,0,1,1,0,1641956,0,""
2327,"VaganSecondaryDefenderArrivalNineteen","","Show me some of that Redblade swagger!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_36.ogg","","","","",2,0,1,1,0,1642234,0,""
2328,"VaganSecondaryDefenderArrivalTwenty","","Let me see some of that Mutewind cunning.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_37.ogg","","","","",2,0,1,1,0,1642514,0,""
2329,"VaganSecondaryDefenderArrivalTwentyOne","","Oh, I can't miss this!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_38.ogg","","","","",2,0,1,1,0,1642762,0,""
2330,"VaganReplyToSecondaryDefenderArrivalZero","","I'll hold this base against all forces.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_39.ogg","","","","",2,0,1,1,0,1643048,0,""
2331,"VaganReplyToSecondaryDefenderArrivalOne","","You're responsible for the consequences!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_40.ogg","","","","",2,0,1,1,0,1643334,0,""
2332,"VaganReplyToSecondaryDefenderArrivalTwo","","You are aware we need to do our jobs, right?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_41.ogg","","","","",2,0,1,1,0,1643628,0,""
2333,"VaganReplyToSecondaryDefenderArrivalThree","","Daresso's arse, you can't be serious!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_42.ogg","","","","",2,0,1,1,0,1643912,0,""
2334,"VaganReplyToSecondaryDefenderArrivalFour","","Always enjoy a bloody good tussle!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_43.ogg","","","","",2,0,1,1,0,1644188,0,""
2335,"VaganReplyToSecondaryDefenderArrivalFive","","You knew what this was, Tora. I never made any promises!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_44.ogg","","","","",2,0,1,1,0,1644508,0,""
2336,"VaganReplyToSecondaryDefenderArrivalSix","","I'm sorry, what? And no! Absolutely not!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_45.ogg","","","","",2,0,1,1,0,1644794,0,""
2337,"VaganReplyToSecondaryDefenderArrivalSeven","","Why me?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_46.ogg","","","","",2,0,1,1,0,1645018,0,""
2338,"VaganReplyToSecondaryDefenderArrivalEight","","Keep trying, Riker. You'll never measure up!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_47.ogg","","","","",2,0,1,1,0,1645316,0,""
2339,"VaganReplyToSecondaryDefenderArrivalNine","","This fight just got interesting!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_48.ogg","","","","",2,0,1,1,0,1645588,0,""
2340,"VaganReplyToSecondaryDefenderArrivalTen","","We'll certainly lock this down now.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_49.ogg","","","","",2,0,1,1,0,1645864,0,""
2341,"VaganReplyToSecondaryDefenderArrivalEleven","","Your chances are shrinking, exile.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_50.ogg","","","","",2,0,1,1,0,1646144,0,""
2342,"VaganReplyToSecondaryDefenderArrivalTwelve","","Not the prettiest job, but not one I'm willing to lose!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_51.ogg","","","","",2,0,1,1,0,1646466,0,""
2343,"VaganReplyToSecondaryDefenderArrivalThirteen","","The challenge of your life, exile!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_52.ogg","","","","",2,0,1,1,0,1646750,0,""
2344,"VaganReplyToSecondaryDefenderArrivalFourteen","","Come on Leo, show me that Redmane style!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_53.ogg","","","","",2,0,1,1,0,1647046,0,""
2345,"VaganReplyToSecondaryDefenderArrivalFifteen","","Now I'm the one on top, Tora!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_54.ogg","","","","",2,0,1,1,0,1647318,0,""
2346,"VaganReplyToSecondaryDefenderArrivalSixteen","","Show them some Brinerot lightning!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_55.ogg","","","","",2,0,1,1,0,1647600,0,""
2347,"VaganReplyToSecondaryDefenderArrivalSeventeen","","Unleash that Redblade fire!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_56.ogg","","","","",2,0,1,1,0,1647872,0,""
2348,"VaganReplyToSecondaryDefenderArrivalEighteen","","Freeze them in terror, Mutewind!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_57.ogg","","","","",2,0,1,1,0,1648152,0,""
2349,"VaganReplyToSecondaryDefenderArrivalNineteen","","You there. Look alive, rouse to battle!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_58.ogg","","","","",2,0,1,1,0,1648446,0,""
2350,"VaganKillPlayerZero","","Ah, over too soon!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_59.ogg","","","","",8,0,1,1,0,1648648,0,""
2351,"VaganKillPlayerOne","","A fight for the ages!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_60.ogg","","","","",8,0,1,1,0,1648854,0,""
2352,"VaganKillPlayerTwo","","Ugh. Sorry you had to fall here, among all this.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_61.ogg","","","","",8,0,1,1,0,1649114,0,""
2353,"VaganKillPlayerThree","","A rousing success!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_62.ogg","","","","",8,0,1,1,0,1649318,0,""
2354,"VaganEscapeZero","","A good death never hurt anyone!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_63.ogg","","","","",4,0,1,1,0,1649538,0,""
2355,"VaganEscapeOne","","Exhilarating conflict, exile!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_64.ogg","","","","",4,0,1,1,0,1649752,0,""
2356,"VaganEscapeTwo","","Done at last. So long, exile!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_65.ogg","","","","",4,0,1,1,0,1649966,0,""
2357,"VaganDefeatedZero","","A good strike... and a painful one.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_66.ogg","","","","",9,0,1,1,0,1650198,0,""
2358,"VaganDefeatedOne","","Uggggh...","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_67.ogg","","","","",9,0,1,1,0,1650376,0,""
2359,"VaganDefeatedTwo","","Please... not... here...","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_68.ogg","","","","",9,0,1,1,0,1650584,0,""
2360,"VaganDefeatedThree","","Only fair... I suppose...!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_69.ogg","","","","",9,0,1,1,0,1650800,0,""
2361,"VaganDefeatedFour","","Be a friend... don't lock me up... again.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_70.ogg","","","","",9,0,1,1,0,1651044,0,""
2362,"VaganDefeatedFive","","A spot more... wheeling and dealing...?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_71.ogg","","","","",9,0,1,1,0,1651284,0,""
2363,"VaganDefeatedSix","","Bitter justice... for my betrayal...","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_72.ogg","","","","",9,0,1,1,0,1651516,0,""
2364,"VaganDefeatedSeven","","One death... is as good as another.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_73.ogg","","","","",9,0,1,1,0,1651750,0,""
2365,"VaganDefeatedEight","","I see... you've been training!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_74.ogg","","","","",9,0,1,1,0,1651974,0,""
2366,"VaganDefeatedNine","","A proper good turnabout...","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_75.ogg","","","","",9,0,1,1,0,1652188,0,""
2367,"VaganDefeatedTen","","Well this... is embarrassing...","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_76.ogg","","","","",9,0,1,1,0,1652410,0,""
2368,"VaganOfferBargainZero","","Exile, you're taking all of this far too personally! But I must confess, I'd rather not be the next on the chopping block. Go on then... what do you need from me?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_77.ogg","","","","",5,0,1,1,0,1652904,0,""
2369,"VaganOfferBargainOne","","A fair fight's fine and all, but it's not exactly a challenge, is it? Putting aside your goals here, have you considered the joys of duelling duos? Pick a partner, and we can start some on-the-job training.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_78.ogg","","","","",5,0,1,1,0,1653484,0,""
2370,"VaganOfferBargainTwo","","You know, I know a thing or two that might tickle your fancy. I just need to verify with a confederate of mine that I do in fact know what I know, you know?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_79.ogg","","","","",5,0,1,1,0,1653964,0,""
2371,"VaganOfferBargainThree","","A fighter doesn't just swing a sword. Combat is a complex dance that tests every muscle. Meanwhile, I'm stuck here doing the same things over and over. A waste, if you ask me! I think this loss is a surefire sign that I need to stretch some other muscles. Let me go, and that's exactly what I'll do.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_80.ogg","","","","",5,0,1,1,0,1654734,0,""
2372,"VaganOfferBargainFour","","There's no 'I' in teamwork. There's also no glory in teamwork. But there is an 'I' in glory if you spell it wrong. I think it's time I explored my options solo. Free me, and the next time you encounter the Syndicate, it won't include me.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_81.ogg","","","","",5,0,1,1,0,1655378,0,""
2373,"VaganOfferBargainFive","","I may have a reputation for loquaciousness, but I'm a keen listener, too. If you spare my life, I might be convinced to merge these two hobbies of mine into a tight little info package.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_82.ogg","","","","",5,0,1,1,0,1655918,0,""
2374,"VaganOfferBargainSix","","Victory must be rewarded, I always say, and while beheading me might be reward for some, I think you'd prefer something more useful.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_83.ogg","","","","",5,0,1,1,0,1656350,0,""
2375,"VaganBargainAcceptedZero","","Until next time!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_84.ogg","","","","",5,0,1,1,0,1656558,0,""
2376,"VaganBargainAcceptedOne","","I'm a man of my word.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_85.ogg","","","","",5,0,1,1,0,1656774,0,""
2377,"VaganBargainAcceptedTwo","","Feeling more limber already!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_86.ogg","","","","",5,0,1,1,0,1657004,0,""
2378,"VaganBargainAcceptedThree","","Glory, here I come.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_87.ogg","","","","",5,0,1,1,0,1657220,0,""
2379,"VaganBargainAcceptedFour","","Good choice. Now listen up!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_88.ogg","","","","",5,0,1,1,0,1657450,0,""
2380,"VaganBargainAcceptedFive","","All that glitters is gold... or steel.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_89.ogg","","","","",5,0,1,1,0,1657702,0,""
2381,"VaganOfferBetrayalZero","","What's a man to do when his blunderous immediate superior continually forces him into unwinnable situations? Take down the immediate superior. Care to lend a hand?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_90.ogg","","","","",5,0,1,1,0,1658200,0,""
2382,"VaganOfferBetrayalOne","","My team here has been nothing but dead weight dragging me into the mire. Time to get back to my roots! Let me claim what I will from them, and be on my way, and you can do with them what you like.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_91.ogg","","","","",5,0,1,1,0,1658762,0,""
2383,"VaganOfferBetrayalTwo","","When your team has a dud on the roster, you don't keep them around. You give them a kick up the arse and send them packing. Which one here deserves the boot?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_92.ogg","","","","",5,0,1,1,0,1659246,0,""
2384,"VaganOfferBetrayalThree","","A fighter never goes into a fight without knowing everything about his enemies and his allies. I know enough about my friends here to fill a small novel. Care to flick through the pages?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_93.ogg","","","","",5,0,1,1,0,1659792,0,""
2385,"VaganOfferBetrayalFour","","Leo's a tough one. He'll understand if we work together to undermine him a bit.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_94.ogg","","","","",5,0,1,1,0,1660122,0,""
2386,"VaganOfferBetrayalFive","","I'm a fighter, but I fight you face to face. Vorici won't even let you get a weapon out! Best to deal with him now, eh?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_95.ogg","","","","",5,0,1,1,0,1660532,0,""
2387,"VaganOfferBetrayalSix","","Guff's greatest achievement is keeping all his rum down. Not exactly one for the history books. A kick in the rear should provide the encouragement he needs.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_96.ogg","","","","",5,0,1,1,0,1661016,0,""
2388,"VaganOfferBetrayalSeven","","The Redblade's a bit of a firebug, if you hadn't noticed. Arson's not the most constructive of pastimes. With a little encouragement from us, perhaps we can instigate some change.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_97.ogg","","","","",5,0,1,1,0,1661548,0,""
2389,"VaganOfferBetrayalEight","","I don't trust that Mutewind, and neither should you. Let's put her in her place while she's... otherwise preoccupied.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_98.ogg","","","","",5,0,1,1,0,1661956,0,""
2390,"VaganOfferBetrayalNine","","A rough tussle, but I'd rather not lose my head over it. I could, however, bear the loss of another head.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_99.ogg","","","","",5,0,1,1,0,1662338,0,""
2391,"VaganOfferExecuteZero","","Death's the only option here, I'm afraid.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_100.ogg","","","","",5,0,1,1,0,1662592,0,""
2392,"VaganOfferExecuteOne","","In front of my leader, I can only choose to die.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_101.ogg","","","","",5,0,1,1,0,1662858,0,""
2393,"VaganOfferExecuteTwo","","Stay strong. Death's not that painful... I hope.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_102.ogg","","","","",5,0,1,1,0,1663124,0,""
2394,"VaganOfferExecuteThree","","Better than being interrogated, I suppose.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_103.ogg","","","","",5,0,1,1,0,1663382,0,""
2395,"VaganReplyToBetrayalAcceptedZero","","Deeply unkind.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_104.ogg","","","","",5,0,1,1,0,1663604,0,""
2396,"VaganReplyToBetrayalAcceptedOne","","Leo, you unabashed rascal!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_105.ogg","","","","",5,0,1,1,0,1663848,0,""
2397,"VaganReplyToBetrayalAcceptedTwo","","Fear a woman scorned, exile.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_106.ogg","","","","",5,0,1,1,0,1664096,0,""
2398,"VaganReplyToBetrayalAcceptedThree","","You'd be amazed what a little oil will get you out of.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_107.ogg","","","","",5,0,1,1,0,1664400,0,""
2399,"VaganReplyToBetrayalAcceptedFour","","She and I could raise some hell together, exile - if only she weren't insane.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_108.ogg","","","","",5,0,1,1,0,1664748,0,""
2400,"VaganReplyToBetrayalAcceptedFive","","Riker's just jealous.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_109.ogg","","","","",5,0,1,1,0,1664984,0,""
2401,"VaganReplyToBetrayalAcceptedSix","","A dirty move, but you won't catch me whining.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_110.ogg","","","","",5,0,1,1,0,1665266,0,""
2402,"VaganInterrogatedZero","","I call foul!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_111.ogg","","","","",5,0,1,1,0,1665462,0,""
2403,"VaganInterrogatedOne","","This is right out of bounds!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_112.ogg","","","","",5,0,1,1,0,1665688,0,""
2404,"VaganInterrogatedTwo","","Can't we bargain again instead? No?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_113.ogg","","","","",5,0,1,1,0,1665928,0,""
2405,"VaganReplyToExecutionZero","","Was that really necessary?","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_114.ogg","","","","",5,0,1,1,0,1666160,0,""
2406,"VaganReplyToExecutionOne","","That was my friend!","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_115.ogg","","","","",5,0,1,1,0,1666376,0,""
2407,"VaganReplyToExecutionTwo","","I'm trying hard to summon up a bit of sorrow here.","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_116.ogg","","","","",5,0,1,1,0,1666654,0,""
2408,"VaganSafehouseLeaderDefeatedZero","","A surprise upset!... good show...","Audio/Dialogue/NPC/BetrayalLeague/Vagan/VAG_117.ogg","","","","",10,0,1,1,0,1666914,0,""
2409,"VaganPrimaryDefenderStartsFightFifteen","","This one smiles, but his eyes are deadly serious.","Audio/Dialogue/NPC/JunOrtoi/JO2_46.ogg","","","","",1,0,1,1,0,1667192,0,""
2410,"VaganEscapeThree","","Since when does a warrior run from a fight?","Audio/Dialogue/NPC/JunOrtoi/JO2_73.ogg","","","","",4,0,1,1,0,1667414,0,""
2411,"VaganDefeatedEleven","","An impressive display, warrior, but not enough.","Audio/Dialogue/NPC/JunOrtoi/JO2_63.ogg","","","","",9,0,1,1,0,1667650,0,""
2412,"VaganBargainAcceptedSix","","I expect you will come at us with a new strategy next time, Vagan. I look forward to it.","Audio/Dialogue/NPC/JunOrtoi/JO2_84.ogg","","","","",5,0,1,1,0,1667976,0,""
2413,"VaganInterrogatedThree","","I will be cruel in my methods, because he can take it.","Audio/Dialogue/NPC/JunOrtoi/JO2_101.ogg","","","","",5,0,1,1,0,1668234,0,""
2414,"VaganSecondaryDefenderArrivalTwentyTwo","","Vagan, are you so desperate to win?","Audio/Dialogue/NPC/JunOrtoi/JO_61.ogg","","","","",2,0,1,1,0,1668482,0,""
2415,"VaganSecondaryDefenderArrivalTwentyThree","","Surely you want the thrill of a free for all, warrior!","Audio/Dialogue/NPC/JunOrtoi/JO2_119.ogg","","","","",2,0,1,1,0,1668776,0,""
2416,"VaganReplyToSecondaryDefenderArrivalTwenty","","Warrior, how do you stand for this?","Audio/Dialogue/NPC/JunOrtoi/JO2_136.ogg","","","","",2,0,1,1,0,1669036,0,""
2417,"VaganReplyToSecondaryDefenderArrivalTwentyOne","","I was hoping to avoid clashing with the warrior here.","Audio/Dialogue/NPC/JunOrtoi/JO2_170.ogg","","","","",2,0,1,1,0,1669338,0,""
2418,"VaganReplyToSecondaryDefenderArrivalTwentyTwo","","Come on, warrior, you don't need help!","Audio/Dialogue/NPC/JunOrtoi/JO2_153.ogg","","","","",2,0,1,1,0,1669610,0,""
2419,"VaganReplyToBetrayalAcceptedSeven","","Best sleep in your armour from now on, warrior.","","","","","",0,0,1,1,0,1669794,0,""
