"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]"
421,"Metadata/Chests/Labyrinth/Izaro/IzaroChest58","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,[],"","","[7265,6599]",[],"",0,"",100,"",4792,[7437],364,"Metadata/Chests/Chest","","",[]
422,"Metadata/Chests/Labyrinth/Izaro/IzaroChest59","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,[],"","","[7265,6598]",[],"",0,"",100,"",4792,[7437],364,"Metadata/Chests/Chest","","",[]
423,"Metadata/Chests/Labyrinth/Izaro/IzaroChest60","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,[],"","","[7265,11337]",[],"",0,"",100,"",4792,[7437],364,"Metadata/Chests/Chest","","",[]
424,"Metadata/Chests/Labyrinth/Izaro/IzaroChest61","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[15,16]","","","[6639,6676]",[],"",0,"",100,"",4792,[],364,"Metadata/Chests/Chest","","","[55919,19081]"
425,"Metadata/Chests/Labyrinth/Izaro/IzaroChest62","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"[0,9]","","","[7265,6695]",[],"",0,"",100,"",4792,[7437],364,"Metadata/Chests/Chest","","","[2825364,125000]"
426,"Metadata/Chests/Prophecy/Divination","",4,"Fortune Teller's Chest","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,0,"","",100,[25],"","","[7314,11345]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[1]
427,"Metadata/Chests/StrongBoxes/StrongboxBreach1","",4,"RENAME ME","[""Metadata/Chests/StrongBoxes/Strongbox.ao""]","","",64,"","",100,[],"",1,[6614],[],0,0,"",100,"","",[7796],"","Metadata/Chests/Chest","","",[]
428,"Metadata/Chests/AtlasBarrelWealthy1",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel2.ao""]",1,"",10,"",1,100,[],"","",[11836],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
429,"Metadata/Chests/AtlasBarrelWealthy2",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel4.ao""]",1,"",5,"",1,100,"[7,6,8]","","",[11836],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]"
430,"Metadata/Chests/AtlasBarrelWealthy3",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel2old.ao""]",1,"",5,"",1,100,[],"","",[11837],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
431,"Metadata/Chests/AtlasBarrelExplosive1",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel1Red.ao""]",1,"",10,"",1,100,[],"","",[11838],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
432,"Metadata/Chests/AtlasBarrelExplosiveRoyale",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel1Red.ao""]",1,"",2,"",1,100,[],"","","[11839,7211]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
433,"Metadata/Chests/AtlasBarrelMonster1",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel3old.ao""]",1,"",1,"",1,100,[],"","",[11840],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
434,"Metadata/Chests/AtlasBarrelMonster2",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel3.ao""]",1,"",1,"",1,100,[],"","",[11841],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
435,"Metadata/Chests/AtlasBarrelMysterious1",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel1old.ao""]",1,"",5,"",1,100,[],"","","[11843,11836]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
436,"Metadata/Chests/AtlasBarrelMysterious2",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel1.ao""]",1,"",5,"",1,100,[],"","","[11844,11836]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
437,"Metadata/Chests/AtlasBarrelMysterious3",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel2.ao""]",1,"",5,"",1,100,[],"","","[11845,11836]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
438,"Metadata/Chests/AtlasBarrelMysterious4",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel1old.ao""]",1,"",5,"",1,100,[],"","","[11846,11836]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
439,"Metadata/Chests/AtlasBarrelMysterious5",1,3,"Barrel","[""Metadata/Chests/Barrels/Barrel4old.ao""]",1,"",5,"",1,100,[],"","","[11847,11836]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
440,"Metadata/Chests/Breach/BreachChest1",1,2,"<rgb(166,90,255)>{Clasped Hand}","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
441,"Metadata/Chests/Breach/BreachChest2",1,2,"<rgb(166,90,255)>{Clasped Hand}","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
442,"Metadata/Chests/Breach/BreachChest3",1,2,"<rgb(166,90,255)>{Clasped Hand}","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
443,"Metadata/Chests/Breach/BreachChest4",1,2,"<rgb(166,90,255)>{Clasped Hand}","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
444,"Metadata/Chests/Breach/BreachChest5",1,2,"<rgb(166,90,255)>{Clasped Hand}","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
445,"Metadata/Chests/Breach/BreachChest1Large",1,3,"<rgb(166,90,255)>{Xoph's Clasped Hand}","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[11848],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
446,"Metadata/Chests/Breach/BreachChest2Large",1,3,"<rgb(166,90,255)>{Tul's Clasped Hand}","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[11848],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
447,"Metadata/Chests/Breach/BreachChest3Large",1,3,"<rgb(166,90,255)>{Esh's Clasped Hand}","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[11848],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
448,"Metadata/Chests/Breach/BreachChest4Large",1,3,"<rgb(166,90,255)>{Uul-Netol's Clasped Hand}","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[11848],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
449,"Metadata/Chests/Breach/BreachChest5Large",1,3,"<rgb(166,90,255)>{Chayula's Clasped Hand}","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[11848],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
450,"Metadata/Chests/Legacy/ForgottenReliquary","",4,"Relic Vault","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
451,"Metadata/Chests/Legacy/ForgottenReliquary2","",4,"Relic Vault","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
452,"Metadata/Chests/Legacy/ForgottenReliquaryVaal","",4,"Relic Vault","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"",100,"","",[7920],"","Metadata/Chests/Chest",1,"",[]
453,"Metadata/Chests/AbyssChest01",1,4,"Hoard","[""Metadata/Chests/BonePiles/AbyssChest1.ao""]","",1,50,"","",100,[],"","",[11849],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
454,"Metadata/Chests/AbyssBonePile1",1,3,"Bone Pile","[""Metadata/Chests/BonePiles/AbyssBonePile.ao""]",1,"",2,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
455,"Metadata/Chests/Abyss/AbyssFinalChest","",4,"Abyssal Trove","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,125,"","",90,[],"","",[11850],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
456,"Metadata/Chests/Abyss/AbyssFinalChest2","",4,"Abyssal Trove","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,140,"","",100,[],"","",[11851],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
457,"Metadata/Chests/Abyss/AbyssFinalChest3","",4,"Abyssal Trove","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,155,"","",110,[],"","",[11852],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
458,"Metadata/Chests/Abyss/AbyssFinalChest4","",4,"Abyssal Trove","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,170,"","",120,[],"","",[11853],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
459,"Metadata/Chests/VaseCeramic1",1,3,"Vase","[""Metadata/Chests/Vases/VaseCeramic01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
460,"Metadata/Chests/VaseCeramic2",1,3,"Vase","[""Metadata/Chests/Vases/VaseCeramic02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
461,"Metadata/Chests/VaseCeramic3",1,3,"Vase","[""Metadata/Chests/Vases/VaseCeramic03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
462,"Metadata/Chests/VaseClean1",1,3,"Vase","[""Metadata/Chests/Vases/VaseClean01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
463,"Metadata/Chests/VaseClean2",1,3,"Vase","[""Metadata/Chests/Vases/VaseClean02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
464,"Metadata/Chests/VaseClean3",1,3,"Vase","[""Metadata/Chests/Vases/VaseClean03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
465,"Metadata/Chests/VaseMetal1",1,3,"Vase","[""Metadata/Chests/Vases/VaseMetal01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
466,"Metadata/Chests/VaseMetal2",1,3,"Vase","[""Metadata/Chests/Vases/VaseMetal02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
467,"Metadata/Chests/VaseMetal3",1,3,"Vase","[""Metadata/Chests/Vases/VaseMetal03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
468,"Metadata/Chests/VaseOld1",1,3,"Vase","[""Metadata/Chests/Vases/VaseOld0102.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
469,"Metadata/Chests/VaseOld2",1,3,"Vase","[""Metadata/Chests/Vases/VaseOld0201.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
470,"Metadata/Chests/VaseOld3",1,3,"Vase","[""Metadata/Chests/Vases/VaseOld0202.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
471,"Metadata/Chests/VaseOrnate1",1,3,"Vase","[""Metadata/Chests/Vases/VaseOrnate01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
472,"Metadata/Chests/VaseOrnate2",1,3,"Vase","[""Metadata/Chests/Vases/VaseOrnate02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
473,"Metadata/Chests/VaseOrnate3",1,3,"Vase","[""Metadata/Chests/Vases/VaseOrnate03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
474,"Metadata/Chests/TreasureHunter/QuestChest1","",4,"Captain's Stash","[""Metadata/Chests/CopperChests/CopperChestEpic3.ao""]","",1,40,"","",100,[],"","",[7210],[],"",0,"",100,"",4793,[],"","Metadata/Chests/Chest","","",[]
475,"Metadata/Chests/TreasureHunter/BonusChest1","",4,"Shipwrecked Booty","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[7210],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
476,"Metadata/Chests/TreasureHunter/BonusChest2","",4,"Shipwrecked Booty","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[7210],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
477,"Metadata/Chests/TreasureHunter/BonusChest3","",4,"Shipwrecked Booty","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[7210],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
478,"Metadata/Chests/TreasureHunter/BonusChest4","",4,"Shipwrecked Booty","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[7210],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
479,"Metadata/Chests/TreasureHunter/BeachChest1","",4,"Shipwrecked Booty","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[7210],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
480,"Metadata/Chests/TreasureHunter/BonusChestPowerful1","",4,"Vase of the Mariner","[""Metadata/Chests/UniqueStrongboxes/BaroqueVaseTreasureHunter.ao""]","",1,120,"","",100,[],"","",[7210],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
481,"Metadata/Chests/AmphoraChest1",1,2,"Amphora","[""Metadata/Chests/AmphoraChests/AmphoraChest1.ao""]",1,1,10,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
482,"Metadata/Chests/AmphoraChest2",1,2,"Amphora","[""Metadata/Chests/AmphoraChests/AmphoraChest2.ao""]",1,1,9,"",1,90,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
483,"Metadata/Chests/AmphoraChest3",1,2,"Amphora","[""Metadata/Chests/AmphoraChests/AmphoraChest3.ao""]",1,1,8,"",1,80,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
484,"Metadata/Chests/AmphoraChest4",1,2,"Amphora","[""Metadata/Chests/AmphoraChests/AmphoraChest4.ao""]",1,1,7,"",1,70,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
485,"Metadata/Chests/AmphoraChestShakari1",1,2,"Amphora","[""Metadata/Chests/AmphoraChests/AmphoraChest1.ao""]",1,1,8,"",1,100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
486,"Metadata/Chests/AmphoraChestShakari2",1,2,"Amphora","[""Metadata/Chests/AmphoraChests/AmphoraChest2.ao""]",1,1,7,"",1,90,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
487,"Metadata/Chests/AmphoraChestShakari3",1,2,"Amphora","[""Metadata/Chests/AmphoraChests/AmphoraChest3.ao""]",1,1,6,"",1,80,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
488,"Metadata/Chests/AmphoraChestShakari4",1,2,"Amphora","[""Metadata/Chests/AmphoraChests/AmphoraChest4.ao""]",1,1,5,"",1,70,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"",[]
489,"Metadata/Chests/RoyaleChestStarter",1,4,"Supplies","[""Metadata/Chests/Crates/Crate1.ao""]",1,1,3,"","",125,"[1,2,3,4,0,13,14]","","","[6699,7212]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,50,4,4]"
490,"Metadata/Chests/RoyaleChestStarterOpened",1,4,"Supplies","[""Metadata/Chests/Vases/VaseClean02.ao""]",1,1,0,"","",125,[],"","",[6699],[],"",0,"",100,"","",[],"","Metadata/Chests/ChestGroundDrop",1,"",[]
491,"Metadata/Chests/RoyaleChestStarterHidden",1,4,"Concealed Stash","[""Metadata/Chests/KaomChests/KaomChest03.ao""]",1,1,3,"","",100,"[1,2,3,4,0,13,14]","","","[6699,7212]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,50,4,4]"
492,"Metadata/Chests/RoyaleChestMidKit","",4,"Cache","[""Metadata/Chests/OriathChests/TemplarChest03.ao""]","",1,3,"","",100,"[1,2,3,4,5,0,9,13,14]","","","[6698,7211,6700]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,4,25,4,4,4]"
493,"Metadata/Chests/RoyaleChestMidOpened","",4,"Cache","[""Metadata/Chests/Vases/VaseClean02.ao""]","",1,0,"","",100,[],"","",[6698],[],"",0,"",100,"","",[],"","Metadata/Chests/ChestGroundDrop",1,"",[]
494,"Metadata/Chests/RoyaleChestMidKitUnique","",4,"Hoard","[""Metadata/Chests/CopperChests/CopperChestEpic3.ao""]","",1,3,"","",100,"[1,2,3,4,5,0,9,13,14]","","","[6698,7211,6700]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,4,25,4,4,4]"
495,"Metadata/Chests/RoyaleChestCurrency","",4,"Trove","[""Metadata/Chests/CopperChests/CopperChest3.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/RoyaleChestDynamic",1,"",[]
496,"Metadata/Chests/RoyaleChestArsenal","",4,"War Chest","[""Metadata/Chests/WeaponArmourRack/weaponrack.ao""]","",1,3,"","",100,[0],"","",[7211],[],"",0,"",100,"","",[],"","Metadata/Chests/RoyaleChestDynamic",1,"",[2825364]
497,"Metadata/Chests/RoyaleChestCentre","",4,"Cache","[""Metadata/Chests/OriathChests/TemplarChest03.ao""]","",1,3,"","",100,"[1,2,3,4,5,0,9,13,14]","","",[7211],[],"",0,"",100,"","",[],"","Metadata/Chests/RoyaleChestDynamic",1,"","[10,10,10,10,4,25,4,4,4]"
498,"Metadata/Chests/RoyaleChestCentreUnique","",4,"Hoard","[""Metadata/Chests/CopperChests/CopperChestEpic3.ao""]","",1,3,"","",100,"[1,2,3,4,5,0,9,13,14]","","",[7211],[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","[10,10,10,10,4,25,4,4,4]"
499,"Metadata/Chests/IncursionChestMajor",1,4,"Ancient Hoard","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,84,1,"",100,[],"","","[7249,6723]",[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
500,"Metadata/Chests/IncursionChestMinor1",1,4,"Stockpile","[""Metadata/Chests/Chests/Chest11.ao""]","",1,56,1,"",100,[],"","","[7248,6723]",[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
501,"Metadata/Chests/IncursionChestMinor2",1,4,"Receptacle","[""Metadata/Chests/Chests/Chest12.ao""]","",1,35,1,"",100,[],"","","[7248,6723]",[],8,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
502,"Metadata/Chests/IncursionChestBreachSplinters",1,4,"Anomalous Objects","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
503,"Metadata/Chests/IncursionChestBreachstone",1,4,"Anomalous Objects","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
504,"Metadata/Chests/IncursionChestBeyondUnique",1,4,"Pulsating Growth","[""Metadata/Chests/CocoonChests/Cocoon1.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
505,"Metadata/Chests/IncursionChestHarbingerPiece",1,4,"Portentous Trunk","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
506,"Metadata/Chests/IncursionChestAtziriFragments",1,4,"Regal Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
507,"Metadata/Chests/IncursionChestAtziriFragments2",1,4,"Regal Coffer","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
508,"Metadata/Chests/IncursionChestPerandus",1,4,"Shimmering Vault","[""Metadata/Chests/PerandusChests/PerandusChest.ao""]","",1,28,1,"",100,[],"","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
509,"Metadata/Chests/IncursionChestEssences",1,4,"Sealed Trunk","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,[],"","",[7248],[],9,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
510,"Metadata/Chests/IncursionChestEssences2",1,4,"Sealed Trunk","[""Metadata/Chests/VaalChests/VaalBoneChest01.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
511,"Metadata/Chests/IncursionChestAbyssUnique",1,4,"Ancient Excavation","[""Metadata/Chests/BonePiles/AbyssChest1.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
512,"Metadata/Chests/IncursionChestProphecies",1,4,"Augur's Wares","[""Metadata/Chests/KaomChests/KaomChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],10,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
513,"Metadata/Chests/IncursionChestPaleCourtFragments",1,4,"Stolen Remnants","[""Metadata/Chests/TribalChests/TribalChest1.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
514,"Metadata/Chests/IncursionChestOfferingToTheGoddess",1,4,"Judicial Offerings","[""Metadata/Chests/CopperChests/CopperChest2.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
515,"Metadata/Chests/IncursionChestRandomEnchant",1,4,"Ritualist Regalia","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
516,"Metadata/Chests/IncursionChestPerandusUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
517,"Metadata/Chests/IncursionChestTalismanUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
518,"Metadata/Chests/IncursionChestTempestUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
519,"Metadata/Chests/IncursionChestWarbandsUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
520,"Metadata/Chests/IncursionChestTormentUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
521,"Metadata/Chests/IncursionChestBloodlinesUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
522,"Metadata/Chests/IncursionChestRampageUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
523,"Metadata/Chests/IncursionChestNemesisUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
524,"Metadata/Chests/IncursionChestDominationUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
525,"Metadata/Chests/IncursionChestAmbushInvasionUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
526,"Metadata/Chests/IncursionChestAnarchyUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
527,"Metadata/Chests/IncursionChestOnslaughtUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
528,"Metadata/Chests/IncursionChestLegionUnique",1,4,"Heirloom Vessel","[""Metadata/Chests/VaalChests/VaalBoneChest02.ao""]","",1,28,1,"",100,[],"","",[7248],[],11,0,"",100,"","",[],"","Metadata/Chests/Chest","","",[]
