"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid","MapDevice","[rid]","Tags"
124,3,33,18021,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[144],1,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[10412],1470,1470,"","",2,380,"",0,"","","","",[],[]
125,3,34,18022,[7],[6],0,"",7,[],0,"",0,0,[],"","","",[145],2,"[0,1,2,3,6,7,8,5,4,9,10,13]",1,"",0,0,[],[10412],1470,1470,"","",2,380,"",0,"","","","",[],[]
126,3,35,18023,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[146],1,[8],1,"",0,0,[],[10410],1470,1470,"","",1,128,1,0,"","","","",[],[]
127,3,36,18024,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[147],2,[8],1,"",0,0,[],[10420],1470,1470,"","",1,128,1,0,"","","","",[],[1178]
128,3,37,18025,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[148],3,[8],1,"",0,0,[],[10420],1470,1470,"","",1,128,1,0,"","","","",[],[1178]
129,3,38,18027,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10409],1470,1470,"","",1,0,1,0,"","","","",[],[]
130,3,39,18028,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,11,13]",1,"",0,0,[],[10413],1470,1470,"","",1,0,1,0,"","","","",[],[]
131,3,40,18029,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[6,7,8,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,0,1,0,"","","","",[],[]
132,3,41,18030,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[153],5,[6],1,"",0,0,[],[10420],1470,1470,"","",1,0,1,0,"","","","",[],[1178]
133,3,42,18031,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[9,10,7,13]",1,"",0,0,[],[10412],1470,1470,"","",1,21,1,0,"","","","",[],[]
134,3,43,18032,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,[10],1,"",0,0,[],[10412],1470,1470,"","",1,21,1,0,"","","","",[],[]
135,3,44,18035,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[154],1,"[0,1,2,3]",1,"",0,0,[],[10412],1470,1470,"","",1,22,1,0,"","","","",[],[]
136,3,45,18036,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[155],2,"[0,1]",1,"",0,0,[],[10412],1470,1470,"","",1,22,1,0,"","","","",[],[]
137,3,46,18038,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[155],0,"[0,1,2,3]",1,"",0,0,[],[10419],1470,1470,"","",1,28,1,0,"","","","",[],[]
138,3,47,18046,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
139,3,48,18047,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,[1],1,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
140,3,49,18048,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
141,3,50,18049,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,[1],1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
142,3,51,18042,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2,3]",0,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
143,3,52,18043,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[0,2,3]",1,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
144,3,53,18044,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[0,2,3]",1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
145,3,54,18045,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[151],4,"[0,2,3]",1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
146,3,55,18039,[15],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[6,7,8,5,4,9,10,13,11]",0,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
147,3,56,18040,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[149],2,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[10410],1470,1470,"","",1,11,1,0,"","","","",[],[]
148,3,57,18041,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[150],3,"[6,7,8,5,4,9,10,13,11]",1,"",0,0,[],[10420],1470,1470,"","",1,11,1,0,"","","","",[],[1178]
149,3,58,18050,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[156],1,"[0,1,2,3,9,10,4]",1,"",0,0,[],[10411],1470,1470,"","",2,107,1,0,"","","","",[],[]
150,3,59,18051,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[157],2,"[0,1,2,3,9,10,4]",1,"",0,0,[],[10413],1470,1470,"","",2,107,1,0,"","","","",[],[]
151,3,60,18052,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,1,2,3]",1,"",0,0,[],[10411],1470,1470,"","",1,208,1,0,"","","","",[],[]
152,3,61,18053,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,1,2,3]",1,"",0,0,[],[10411],1470,1470,"","",1,208,1,0,"","","","",[],[]
153,3,62,18054,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,1,2,3]",1,"",0,0,[],[10420],1470,1470,"","",1,208,1,0,"","","","",[],[1178]
154,3,63,18055,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[261],4,"[0,1,2,3]",1,"",0,0,[],[10421],1470,1470,"","",1,208,1,0,"","","","",[],[1177]
155,3,64,18060,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,[1],1,"",0,0,[],[10411],1470,1470,"","",1,75,1,0,"","","","",[],[]
156,3,65,18061,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,[1],1,"",0,0,[],[10411],1470,1470,"","",1,75,1,0,"","","","",[],[]
157,3,66,18062,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,75,1,0,"","","","",[],[1178]
158,3,67,18063,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,[1],1,"",0,0,[],[10421],1470,1470,"","",1,75,1,0,"","","","",[],[1177]
159,3,68,18056,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,75,1,0,"","","","",[],[]
160,3,69,18057,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,75,1,0,"","","","",[],[]
161,3,70,18058,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,75,1,0,"","","","",[],[1178]
162,3,71,18059,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,"[0,2]",1,"",0,0,[],[10421],1470,1470,"","",1,75,1,0,"","","","",[],[1177]
163,3,72,18064,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[164],1,"[0,1,2,3]",1,"",0,0,[],[10411],1470,1470,"","",1,1608,1,0,"","","","",[],[]
164,3,73,18065,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[165],2,"[0,1,2,3]",1,"",0,0,[],[10420],1470,1470,"","",1,1608,1,0,"","","","",[],[1178]
165,3,74,18066,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[166],1,"[0,1,2,3,9,10,11,13]",1,"",0,0,[],[10411],1470,1470,"","",1,240,1,0,"","","","",[],[]
166,3,75,18067,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[167],2,"[0,1,2,3,13,11]",1,"",0,0,[],[10413],1470,1470,"","",1,240,1,0,"","","","",[],[]
167,3,76,18068,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,1,2,3]",1,"",0,0,[],[10411],1470,1470,"","",2,211,1,0,"","","","",[],[]
168,3,77,18069,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,1]",1,"",0,0,[],[10420],1470,1470,"","",2,211,1,0,"","","","",[],[1178]
169,3,78,18070,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,1]",1,"",0,0,[],[10421],1470,1470,"","",2,211,1,0,"","","","",[],[1177]
170,3,79,18071,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[2,3]",1,"",0,0,[],[10421],1470,1470,"","",2,211,1,0,"","","","",[],[1177]
171,3,80,18072,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[7,13,4]",1,"",0,0,[],[10420],1470,1470,"","",2,99,1,0,"","","","",[],[]
172,3,81,18078,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,[1],1,"",0,0,[],[10411],1470,1470,"","",2,96,1,0,"","","","",[],[]
173,3,82,18079,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,[1],1,"",0,0,[],[10420],1470,1470,"","",2,96,1,0,"","","","",[],[]
174,3,83,18080,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,[1],1,"",0,0,[],[10421],1470,1470,"","",2,96,1,0,"","","","",[],[1177]
175,3,84,18074,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",2,96,1,0,"","","","",[],[]
176,3,85,18076,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",2,96,1,0,"","","","",[],[]
177,3,86,18077,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,2]",1,"",0,0,[],[10421],1470,1470,"","",2,96,1,0,"","","","",[],[1177]
178,3,87,18085,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[10411],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
179,3,88,18086,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[10411],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
180,3,89,18087,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
181,3,90,18082,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
182,3,91,18083,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
183,3,92,18084,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,136,1,0,"","","","",[],[1190]
184,3,93,18088,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10409],1470,1470,"","",2,134,1,0,"","","","",[],[1190]
185,3,94,18089,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,134,1,0,"","","","",[],[1190]
186,3,95,18093,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[10411],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
187,3,96,18094,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[10411],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
188,3,97,18095,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
189,3,98,18090,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
190,3,99,18091,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,142,1,0,"","","","",[],[1191]
191,3,100,18092,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,142,1,0,"","","","",[],"[1178,1191]"
192,3,101,18096,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10409],1470,1470,"","",2,140,1,0,"","","","",[],[1191]
193,3,102,18097,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,140,1,0,"","","","",[],[1191]
194,3,103,18101,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[10411],1470,1470,"","",1,148,1,0,"","","","",[],[1189]
195,3,104,18102,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[10411],1470,1470,"","",1,148,1,0,"","","","",[],[1189]
196,3,105,18103,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[10420],1470,1470,"","",1,148,1,0,"","","","",[],"[1178,1189]"
197,3,106,18098,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,148,1,0,"","","","",[],[1189]
198,3,107,18099,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[10411],1470,1470,"","",1,148,1,0,"","","","",[],[1189]
199,3,108,18100,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,148,1,0,"","","","",[],"[1178,1189]"
200,3,109,18104,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10409],1470,1470,"","",2,146,1,0,"","","","",[],[1189]
201,3,110,18105,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,146,1,0,"","","","",[],[1189]
202,3,111,18109,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,[1],1,"",0,0,[],[10412],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
203,3,112,18110,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,[1],1,"",0,0,[],[10412],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
204,3,113,18111,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,[1],1,"",0,0,[],[10419],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
205,3,114,18106,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[0,2]",1,"",0,0,[],[10412],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
206,3,115,18107,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[0,2]",1,"",0,0,[],[10412],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
207,3,116,18108,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,"[0,2]",1,"",0,0,[],[10419],1470,1470,"","",1,152,1,0,"","","","",[],[1192]
208,3,117,18112,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,0,1,2,3]",1,"",0,0,[],[10412],1470,1470,"","",2,1914,1,0,"","","","",[],[1192]
209,3,118,18113,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,1914,1,0,"","","","",[],[1192]
210,3,119,18114,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[0,1,2,3]",1,"",0,0,[],[10409],1470,1470,"","",2,366,1,0,"","","","",[],[]
211,3,120,18115,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[0,1,2,3]",1,"",0,0,[],[10413],1470,1470,"","",2,366,1,0,"","","","",[],[]
212,3,121,18116,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[0,1,2,3]",1,"",0,0,[],[10420],1470,1470,"","",2,366,1,0,"","","","",[],[1178]
213,3,122,18117,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[7,5,9,10,13,4]",1,"",0,0,[],[10409],1470,1470,"","",2,104,1,0,"","","","",[],[]
214,3,123,18118,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[7,5,9,10,13,4]",1,"",0,0,[],[10413],1470,1470,"","",2,104,1,0,"","","","",[],[]
215,3,124,18119,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[7,5,9,10,13,4]",1,"",0,0,[],[10420],1470,1470,"","",2,104,1,0,"","","","",[],[1178]
216,3,125,18120,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[4,10]",1,"",0,0,[],[10412],1470,1470,"","",2,209,1,0,"","","","",[],[]
217,3,126,18121,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[4,10]",1,"",0,0,[],[10413],1470,1470,"","",2,209,1,0,"","","","",[],[]
218,3,127,18122,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,54,1,0,"","","","",[],[]
219,3,128,18123,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,54,1,0,"","","","",[],[]
220,3,129,18124,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,54,1,0,"","","","",[],[1178]
221,3,130,18125,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,50,1,0,"","","","",[],[]
222,3,131,18126,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,50,1,0,"","","","",[],[]
223,3,132,18127,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10420],1470,1470,"","",1,50,1,0,"","","","",[],[1178]
224,3,133,18128,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,36,1,0,"","","","",[],[]
225,3,134,18129,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,36,1,0,"","","","",[],[]
226,3,135,18130,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,36,1,0,"","","","",[],[1178]
227,3,136,18131,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,48,1,0,"","","","",[],[]
228,3,137,18132,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,48,1,0,"","","","",[],[]
229,3,138,18133,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10420],1470,1470,"","",1,48,1,0,"","","","",[],[1178]
230,3,139,18134,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,9,1,0,"","","","",[],[]
231,3,140,18135,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,9,1,0,"","","","",[],[]
232,3,141,18136,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,9,1,0,"","","","",[],[1178]
233,3,142,18137,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,8,1,0,"","","","",[],[]
234,3,143,18138,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,8,1,0,"","","","",[],[]
235,3,144,18139,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[10420],1470,1470,"","",1,8,1,0,"","","","",[],[1178]
236,3,145,18142,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,[10],1,"",0,0,[],[10420],1470,1470,"","",1,56,1,0,"","","","",[],[1178]
237,3,146,18143,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,[10],1,"",0,0,[],[10420],1470,1470,"","",1,56,1,0,"","","","",[],[1178]
238,3,147,18140,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,"[10,9]",1,"",0,0,[],[10413],1470,1470,"","",1,6,1,0,"","","","",[],[]
239,3,148,18141,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,"[10,9]",1,"",0,0,[],[10420],1470,1470,"","",1,6,1,0,"","","","",[],[1178]
240,3,149,18144,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,462,1,0,"","","","",[],[]
241,3,150,18145,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,462,1,0,"","","","",[],[]
242,3,151,18146,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,462,1,0,"","","","",[],[1178]
243,3,152,18147,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,460,1,0,"","","","",[],[]
244,3,153,18148,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,460,1,0,"","","","",[],[]
245,3,154,18149,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,460,1,0,"","","","",[],[1178]
246,3,155,18150,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[10409],1470,1470,"","",1,464,1,0,"","","","",[],[]
247,3,156,18151,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[10413],1470,1470,"","",1,464,1,0,"","","","",[],[]
248,3,157,18152,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[10420],1470,1470,"","",1,464,1,0,"","","","",[],[1178]
249,3,158,18156,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[1,3]",1,"",0,0,[],[10409],1470,1470,"","",1,157,1,0,"","","","",[],[1190]
250,3,159,18157,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[1,3]",1,"",0,0,[],[10413],1470,1470,"","",1,157,1,0,"","","","",[],[1190]
251,3,160,18158,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[1,3]",1,"",0,0,[],[10420],1470,1470,"","",1,157,1,0,"","","","",[],"[1178,1190]"
252,3,161,18153,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[10409],1470,1470,"","",1,157,1,0,"","","","",[],[1190]
253,3,162,18154,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[10413],1470,1470,"","",1,157,1,0,"","","","",[],[1190]
254,3,163,18155,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,157,1,0,"","","","",[],"[1178,1190]"
255,3,164,18159,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,7]",1,"",0,0,[],[10409],1470,1470,"","",1,1,1,0,"","","","",[],[1190]
256,3,165,18160,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10]",1,"",0,0,[],[10413],1470,1470,"","",1,1,1,0,"","","","",[],[1190]
257,3,166,18166,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[1,3]",1,"",0,0,[],[10409],1470,1470,"","",1,13,1,0,"","","","",[],[1191]
258,3,167,18167,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[1,3]",1,"",0,0,[],[10413],1470,1470,"","",1,13,1,0,"","","","",[],[1191]
259,3,168,18168,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[1,3]",1,"",0,0,[],[10420],1470,1470,"","",1,13,1,0,"","","","",[],"[1178,1191]"
260,3,169,18163,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[10409],1470,1470,"","",1,13,1,0,"","","","",[],[1191]
261,3,170,18164,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[10413],1470,1470,"","",1,13,1,0,"","","","",[],[1191]
262,3,171,18165,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[10420],1470,1470,"","",1,13,1,0,"","","","",[],"[1178,1191]"
263,3,172,18169,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,7]",1,"",0,0,[],[10409],1470,1470,"","",1,4,1,0,"","","","",[],[1191]
264,3,173,18170,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10]",1,"",0,0,[],[10413],1470,1470,"","",1,4,1,0,"","","","",[],[1191]
265,3,174,18176,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[1,3]",1,"",0,0,[],[10409],1470,1470,"","",1,154,1,0,"","","","",[],[1189]
266,3,175,18177,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[1,3]",1,"",0,0,[],[10413],1470,1470,"","",1,154,1,0,"","","","",[],[1189]
267,3,176,18178,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[1,3]",1,"",0,0,[],[10420],1470,1470,"","",1,154,1,0,"","","","",[],"[1178,1189]"
268,3,177,18173,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[10409],1470,1470,"","",1,154,1,0,"","","","",[],[1189]
269,3,178,18174,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[10413],1470,1470,"","",1,154,1,0,"","","","",[],[1189]
