"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]_222","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool_411","CraftingItemClassRestrictions","MonsterOnDeath","i32_436","[rid]_440","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool_524","i32_525","i32_529","i32_533","i32_537","i32_541","i32_545","i32_549","i32_553","i32_557","i32_561","i32_565","i32_569","i32_573","i32_577","i32_581","i32_585","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]_617","GameMode","[rid]_637"
3541,"CriticalMultiplierWithBows6",-7454,224,74,615,"","","",1,"of Destruction","de la Destruction","der Zerstörung","破壊の","- 파괴","da Destruição","разрушения","<if:MS>{de destrucción}<elif:FS>{de destrucción}<elif:MP>{de destrucción}<elif:FP>{de destrucción}","of Destruction","毀滅之",2,[77],35,38,0,0,0,0,0,0,"[21,0]","[1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,319,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1726252039,[],0,[]
3542,"CriitcalMultiplierEssence7",16236,223,82,95,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[77],35,41,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1291088793,[],0,[]
3543,"CriticalMultiplierEssenceRing5_",-5525,223,58,95,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[77],15,17,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1507046328,[],0,[]
3544,"CriticalMultiplierEssenceRing6_",-4971,223,74,95,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[77],18,20,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-290848193,[],0,[]
3545,"CriticalMultiplierEssenceRing7",-5528,223,82,95,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[77],21,25,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-975097975,[],0,[]
3546,"CriticalMultiplierImplicitSword1",-10738,223,1,95,"","","",1,"","","","","","","","","","",3,[77],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",460836217,[],0,[]
3547,"CriticalMultiplierImplicitSword2",-23599,223,1,95,"","","",1,"","","","","","","","","","",3,[77],35,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",969185813,[],0,[]
3548,"CriticalMultiplierImplicitSword3",-4137,223,1,95,"","","",1,"","","","","","","","","","",3,[77],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1202890853,[],0,[]
3549,"CriticalMultiplierImplicitSword2H1",-12103,223,1,95,"","","",1,"","","","","","","","","","",3,[77],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1466468305,[],0,[]
3550,"CriticalMultiplierImplicitSwordM2",31267,223,1,95,"","","",1,"","","","","","","","","","",3,[77],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",708726813,[],0,[]
3551,"CriticalMultiplierImplicitBow1",-4108,223,1,95,"","","",1,"","","","","","","","","","",3,[77],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1638698585,[],0,[]
3552,"CriticalMultiplierUniqueGlovesDex2",17712,223,1,95,"","","",1,"","","","","","","","","","",3,[77],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1920350023,[],0,[]
3553,"CriticalMultiplierUniqueGlovesDexInt2",-27639,223,1,95,"","","",1,"","","","","","","","","","",3,[77],30,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1178849866,[],0,[]
3554,"CriticalMultiplierUniqueGlovesDexInt4",-14945,223,1,95,"","","",1,"","","","","","","","","","",3,[77],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1725932352,[],0,[]
3555,"CriticalMultiplierUniqueHelmetStr3",-24645,223,1,95,"","","",1,"","","","","","","","","","",3,[77],60,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-499286650,[],0,[]
3556,"CriticalMultiplierUniqueRing8",24825,223,1,95,"","","",1,"","","","","","","","","","",3,[77],-50,-50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",495811956,[],0,[]
3557,"CriticalMultiplierUniqueAmulet17",-23372,223,50,95,"","","",1,"","","","","","","","","","",3,[77],210,240,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",902336892,[],0,[]
3558,"CriticalMultiplierUniqueDescentDagger1",-27974,223,1,95,"","","",1,"","","","","","","","","","",3,[77],45,45,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",398689657,[],0,[]
3559,"CriticalMultiplierUniqueDagger8",21571,223,1,95,"","","",1,"","","","","","","","","","",3,[77],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1017211106,[],0,[]
3560,"CriticalMultiplierUniqueRing17",5422,223,1,95,"","","",1,"","","","","","","","","","",3,[77],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1563445279,[],0,[]
3561,"CriticalMultiplierUniqueGlovesDexInt6_",20491,223,1,95,"","","",1,"","","","","","","","","","",3,[77],20,30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-354239767,[],0,[]
3562,"CriticalMultiplierUniqueAmulet18",29840,226,29,1606,"","","",1,"","","","","","","","","","",3,[77],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",851723860,[],0,[]
3563,"CriticalMultiplierUnique__1",-32524,223,1,95,"","","",1,"","","","","","","","","","",3,[77],27,33,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-694790558,[],0,[]
3564,"CriticalMultiplierUnique__2",-19513,223,1,95,"","","",1,"","","","","","","","","","",3,[77],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1909441033,[],0,[]
3565,"CriticalMultiplierUnique__3__",-18513,223,1,95,"","","",1,"","","","","","","","","","",3,[77],25,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2080492463,[],0,[]
3566,"CriticalMultiplierUnique__4____",-28636,223,1,95,"","","",1,"","","","","","","","","","",3,[77],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-775798298,[],0,[]
3567,"CriticalMultiplierUnique__5",6928,223,1,95,"","","",1,"","","","","","","","","","",3,[77],18,35,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-351890013,[],0,[]
3568,"CriticalMultiplierUnique__6",-28153,223,1,95,"","","",1,"","","","","","","","","","",3,[77],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-438263241,[],0,[]
3569,"CriticalMultiplierUnique__7",4632,223,1,95,"","","",1,"","","","","","","","","","",3,[77],15,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[632,625]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",385400268,[],0,[]
3570,"StunRecovery1",28700,113,1,221,"","","",1,"of Thick Skin","de la Peau dure","der robusten Haut","厚い肌の","- 두꺼운 가죽","da Pele Grossa","толстой кожи","<if:MS>{de piel gruesa}<elif:FS>{de piel gruesa}<elif:MP>{de piel gruesa}<elif:FP>{de piel gruesa}","of Thick Skin","厚皮之",2,[36],11,13,0,0,0,0,0,0,"[22,7,26,0]","[0,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1575169536,[],0,[]
3571,"StunRecovery2",17922,113,17,221,"","","",1,"of Stone Skin","de la Peau de pierre","der Steinhaut","石の肌の","- 돌 가죽","da Pele de Pedra","каменной кожи","<if:MS>{de piel de piedra}<elif:FS>{de piel de piedra}<elif:MP>{de piel de piedra}<elif:FP>{de piel de piedra}","of Stone Skin","石皮之",2,[36],14,16,0,0,0,0,0,0,"[22,7,26,0]","[0,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",748907169,[],0,[]
3572,"StunRecovery3",-1538,113,28,221,"","","",1,"of Iron Skin","de la Peau de fer","der Eisenhaut","鉄の肌の","- 쇠 가죽","da Pele de Ferro","железной кожи","<if:MS>{de piel de hierro}<elif:FS>{de piel de hierro}<elif:MP>{de piel de hierro}<elif:FP>{de piel de hierro}","of Iron Skin","金屬皮之",2,[36],17,19,0,0,0,0,0,0,"[22,7,26,0]","[0,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1073789438,[],0,[]
3573,"StunRecovery4",-5847,113,42,221,"","","",1,"of Steel Skin","de la Peau d'acier","der Stahlhaut","鋼鉄の肌の","- 강철 가죽","da Pele de Aço","стальной кожи","<if:MS>{de piel de acero}<elif:FS>{de piel de acero}<elif:MP>{de piel de acero}<elif:FP>{de piel de acero}","of Steel Skin","鋼皮之",2,[36],20,22,0,0,0,0,0,0,"[22,7,26,0]","[0,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1283630508,[],0,[]
3574,"StunRecovery5",-30895,113,56,221,"","","",1,"of Adamantite Skin","de la Peau d'adamantite","der Adamanthaut","アダマンタイトの肌の","- 아다만타이트 가죽","da Pele Adamantita","адамантовой кожи","<if:MS>{de piel de adamantita}<elif:FS>{de piel de adamantita}<elif:MP>{de piel de adamantita}<elif:FP>{de piel de adamantita}","of Adamantite Skin","金剛皮之",2,[36],23,25,0,0,0,0,0,0,"[22,7,26,0]","[0,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-442735923,[],0,[]
3575,"StunRecovery6",-19451,113,79,221,"","","",1,"of Corundum Skin","de la Peau de corindon","der Korundhaut","コランダムの肌の","- 강옥 가죽","da Pele de Coríndom","корундовой кожи","<if:MS>{de piel de corindón}<elif:FS>{de piel de corindón}<elif:MP>{de piel de corindón}<elif:FP>{de piel de corindón}","of Corundum Skin","玉皮之",2,[36],26,28,0,0,0,0,0,0,"[22,7,26,0]","[0,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1342301189,[],0,[]
3576,"StunRecoveryEssence7",-32444,113,82,221,"","","",1,"of the Essence","de l'Essence","der Essenz","エッセンスの","- 에센스","da Essência","сущности","<if:MS>{de la esencia }<elif:FS>{de la esencia }<elif:MP>{de la esencia }<elif:FP>{de la esencia }","of the Essence","精髓之",2,[36],29,34,0,0,0,0,0,0,[0],[0],[],[],[],"",[],[],0,0,"",[],[],[],[],[],1,0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1052229619,[],0,[]
3577,"StunRecoveryImplicitBelt1",-15817,113,20,221,"","","",1,"","","","","","","","","","",3,[36],15,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1951250042,[],0,[]
3578,"StunRecoveryImplicitBeltRoyale1",25983,113,1,221,"","","",1,"","","","","","","","","","",3,[36],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1007901036,[],0,[]
3579,"StunRecoveryUniqueBootsStrDex1",5070,113,1,221,"","","",1,"","","","","","","","","","",3,[36],20,20,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1884316574,[],0,[]
3580,"StunRecoveryUniqueHelmetInt6",-7581,113,1,221,"","","",1,"","","","","","","","","","",3,[36],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1143776848,[],0,[]
3581,"StunRecoveryUniqueBootsStrDex3",-9098,113,1,221,"","","",1,"","","","","","","","","","",3,[36],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1652211212,[],0,[]
3582,"StunRecoveryUniqueHelmetStrInt4",8045,113,1,221,"","","",1,"","","","","","","","","","",3,[36],20,22,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1818194738,[],0,[]
3583,"StunRecoveryUniqueGlovesStrInt1",-4924,113,1,221,"","","",1,"","","","","","","","","","",3,[36],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-160621911,[],0,[]
3584,"StunRecoveryUniqueQuiver4",17332,113,1,221,"","","",1,"","","","","","","","","","",3,[36],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-985954673,[],0,[]
3585,"StunRecoveryUniqueAmulet18",22675,113,1,221,"","","",1,"","","","","","","","","","",3,[36],40,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1392118377,[],0,[]
3586,"StunRecoveryUniqueClaw8",-22498,113,1,221,"","","",1,"","","","","","","","","","",3,[36],25,25,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2082657340,[],0,[]
3587,"StunRecoveryUniqueOneHandSword13",-1918,113,1,221,"","","",1,"","","","","","","","","","",3,[36],-40,-30,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1954188537,[],0,[]
3588,"StunRecoveryUnique__1_",577,113,1,221,"","","",1,"","","","","","","","","","",3,[36],50,50,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-167905348,[],0,[]
3589,"StunRecoveryUnique__2",-5221,113,1,221,"","","",1,"","","","","","","","","","",3,[36],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1561507466,[],0,[]
3590,"StunRecoveryUnique__3",27115,113,1,221,"","","",1,"","","","","","","","","","",3,[36],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-8743279,[],0,[]
3591,"StunRecoveryUnique__4",9491,113,1,221,"","","",10,"","","","","","","","","","",3,[36],500,1000,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-630022185,[],0,[]
3592,"StunRecoveryUnique__5",-20846,113,1,221,"","","",1,"","","","","","","","","","",3,[36],100,100,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1412593084,[],0,[]
3593,"StunRecoveryUnique__6",-8840,113,1,221,"","","",1,"","","","","","","","","","",3,[36],40,60,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-939188740,[],0,[]
3594,"StunRecoveryUnique__7",-14998,113,1,221,"","","",1,"","","","","","","","","","",3,[36],30,40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-379902724,[],0,[]
3595,"StunRecoveryUnique__8",-25345,113,1,221,"","","",1,"","","","","","","","","","",3,[36],100,200,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1430669173,[],0,[]
3596,"StunDuration1",-12086,112,5,340,"","","",1,"of Impact","de l'Impact","des Einschlags","衝撃の","- 충격","de Impacto","столкновения","<if:MS>{de impacto}<elif:FS>{de impacto}<elif:MP>{de impacto}<elif:FP>{de impacto}","of Impact","衝擊之",2,[35],11,15,0,0,0,0,0,0,"[8,26,21,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-883483747,[],0,[]
3597,"StunDuration2",6600,112,18,340,"","","",1,"of Dazing","de la Confusion","der Verstörung","放心の","- 혼미","de Ofuscação","колебания","<if:MS>{de atontamiento}<elif:FS>{de atontamiento}<elif:MP>{de atontamiento}<elif:FP>{de atontamiento}","of Dazing","暈眩之",2,[35],16,20,0,0,0,0,0,0,"[8,26,21,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",483067139,[],0,[]
3598,"StunDuration3",-2220,112,30,340,"","","",1,"of Stunning","de l'Étourdissement","der Betäubung","気絶の","- 기절","de Atordoamento","ошеломления","<if:MS>{de aturdimiento}<elif:FS>{de aturdimiento}<elif:MP>{de aturdimiento}<elif:FP>{de aturdimiento}","of Stunning","擊暈之",2,[35],21,25,0,0,0,0,0,0,"[8,26,21,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1852479807,[],0,[]
3599,"StunDuration4",29558,112,44,340,"","","",1,"of Slamming","de la Collision","des Hiebs","叩きつけの","- 강타","de Batida","оглушения","<if:MS>{de azote}<elif:FS>{de azote}<elif:MP>{de azote}<elif:FP>{de azote}","of Slamming","轟擊之",2,[35],26,30,0,0,0,0,0,0,"[8,26,21,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1085289415,[],0,[]
3600,"StunDuration5",28024,112,58,340,"","","",1,"of Staggering","du Renversement","des Taumelns","よろめきの","- 비틀거림","da Paralisia","опрокидывания","<if:MS>{de demora}<elif:FS>{de demora}<elif:MP>{de demora}<elif:FP>{de demora}","of Staggering","蹣跚之",2,[35],31,35,0,0,0,0,0,0,"[8,26,21,0]","[1000,1000,1000,0]",[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1990728657,[],0,[]
