"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]_48","[rid]_64"
814,11151,[14194],[500],[],[]
815,11152,[14194],[500],[],[]
816,11147,[14179],[100],[],[]
817,11148,[14179],[100],[],[]
818,11149,[14179],[100],[],[]
819,11139,[12845],[2000],[],[]
820,11140,[19250],[2500],[],[]
821,11141,[12845],[2000],[],[]
822,11406,[12845],[2000],[],[]
823,11129,[15161],[50],[],[]
824,11130,[15161],[50],[],[]
825,11131,[15161],[50],[],[]
826,11162,[19184],[500],[],[]
827,11163,[19184],[500],[],[]
828,11164,[19184],[500],[],[]
829,11153,"[867,14252]","[50000,5000]",[],[]
830,11154,[356],[25000],[],[]
831,11155,[6034],[1000],[],[]
832,11186,[737],[-750],[],[]
833,11187,[737],[-750],[],[]
834,11188,[737],[-750],[],[]
835,11219,[14332],[100],[],[]
836,11220,[14332],[100],[],[]
837,11221,[12988],[750],[],[]
838,11171,[2611],[1000],[],[]
839,11128,[356],[100000],[],[]
840,11132,[14157],[250],[],[]
841,11133,[18291],[100],[],[]
842,11134,[14157],[250],[],[]
843,11156,[14370],[50],[],[]
844,11157,[14370],[50],[],[]
845,11158,[14370],[100],[],[]
846,11159,[19537],[500],[],[]
847,11160,[14585],[2000],[],[]
848,11161,[19537],[500],[],[]
849,11172,[14249],[50],[],[]
850,11173,[20395],[250],[],[]
851,11174,[14246],[250],[],[]
852,11165,[1786],[500],[],[]
853,11138,[1786],[500],[],[]
854,11166,[3625],[1000],[],[]
855,11167,[616],[2000],[],[]
856,11168,[3625],[1000],[],[]
857,11146,[14227],[50000],[],[]
858,11256,[9731],[1000],[],[]
859,11257,[9731],[1000],[],[]
860,11258,[9731],[1000],[],[]
861,11260,[6331],[1000],[],[]
862,11262,[14921],[1000],[],[]
863,11263,[14921],[1000],[],[]
864,11264,[14921],[2000],[],[]
865,11267,[14773],[250],[],[]
866,11269,[356],[75000],[],[]
867,11270,[356],[75000],[],[]
868,11273,[356],[75000],[],[]
869,11274,[461],[0],[],[]
870,11272,[356],[75000],[],[]
871,11275,[356],[75000],[],[]
872,11271,[356],[75000],[],[]
873,9812,[1931],[250],[],[]
874,11276,[13288],[250],[],[]
875,11277,[1931],[250],[],[]
876,2596,[231],[5000],[],[]
877,3080,[231],[5000],[],[]
878,2857,[231],[5000],[],[]
879,11336,[200],[1000],[],[]
880,11344,[13288],[500],[],[]
881,11341,[8080],[1000],[],[]
882,11342,[8080],[1000],[],[]
883,11343,[8080],[1000],[],[]
884,11337,[16449],[200],[],[]
885,11338,[19067],[200],[],[]
886,11339,[16449],[200],[],[]
887,11362,[461],[0],[],[]
888,11359,[3335],[1000],[],[]
889,11360,[3335],[1000],[],[]
890,11361,[3335],[1000],[],[]
891,11364,[18995],[100],[],[]
892,11365,[17306],[50],[],[]
893,11366,[18995],[100],[],[]
894,11368,[18995],[100],[],[]
895,11372,[2071],[500],[],[]
896,11373,[17395],[200],[],[]
897,7819,[18154],[25000],[],[]
898,11425,[461],[0],[],[]
899,11426,[485],[1000],[],[]
900,10258,[10907],[50],[],[]
901,10259,[461],[0],[],[]
902,11424,[3335],[500],[],[]
903,11427,[18465],[1],[],[]
904,11384,[18518],[100000],[],[]
905,11378,[166],[500],[],[]
906,11434,[461],[0],[],[]
907,11386,[1972],[500],[],[]
908,11376,[4751],[4000],[],[]
909,11385,[1837],[500],[],[]
910,11387,[610],[500],[],[]
911,11388,[24],[500],[],[]
912,11380,[610],[500],[],[]
913,11377,[11710],[1000],[],[]
914,11383,[63],[500],[],[]
915,11381,[1931],[250],[],[]
916,11382,[461],[250],[],[]
917,11375,[25],[500],[],[]
918,11374,[108],[500],[],[]
919,11379,[433],[500],[],[]
920,11389,[3335],[250],[],[]
921,11391,[3335],[500],[],[]
922,11393,[2602],[500],[],[]
923,11394,[12034],[1000],[],[]
924,11395,[20504],[500],[],[]
925,11396,[553],[1000],[],[]
926,11527,[24],[500],[],[]
927,11528,[3335],[1000],[],[]
928,11529,[3335],[1000],[],[]
929,11530,[3335],[1000],[],[]
930,11531,[3335],[2000],[],[]
931,11532,[3335],[1000],[],[]
932,11533,[3335],[1000],[],[]
