"rownum","Id","bool","i32","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode"
489,"Metadata/Chests/AtlasBarrelWealthy2",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel4.ao""]",1,"",5,"",1,100,"[7,6,8]","","",[12852],[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","","[62000,125000,125000]","",0,0,"","","",1,"",[],"",[]
490,"Metadata/Chests/AtlasBarrelWealthy3",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel2old.ao""]",1,"",5,"",1,100,[],"","",[12853],[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
491,"Metadata/Chests/AtlasBarrelExplosive1",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel1Red.ao""]",1,"",10,"",1,100,[],"","",[12854],[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
492,"Metadata/Chests/AtlasBarrelExplosiveRoyale",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel1Red.ao""]",1,"",2,"",1,100,[],"","","[12855,8069]",[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
493,"Metadata/Chests/AtlasBarrelMonster1",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel3old.ao""]",1,"",1,"",1,100,[],"","",[12856],[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
494,"Metadata/Chests/AtlasBarrelMonster2",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel3.ao""]",1,"",1,"",1,100,[],"","",[12857],[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
495,"Metadata/Chests/AtlasBarrelMysterious1",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel1old.ao""]",1,"",5,"",1,100,[],"","","[12859,12852]",[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
496,"Metadata/Chests/AtlasBarrelMysterious2",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel1.ao""]",1,"",5,"",1,100,[],"","","[12860,12852]",[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
497,"Metadata/Chests/AtlasBarrelMysterious3",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel2.ao""]",1,"",5,"",1,100,[],"","","[12861,12852]",[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
498,"Metadata/Chests/AtlasBarrelMysterious4",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel1old.ao""]",1,"",5,"",1,100,[],"","","[12862,12852]",[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
499,"Metadata/Chests/AtlasBarrelMysterious5",1,3,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/Barrels/Barrel4old.ao""]",1,"",5,"",1,100,[],"","","[12863,12852]",[],"",0,"","M","N","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","",1,"",[],"",[]
500,"Metadata/Chests/Breach/BreachChest1",1,2,"Clasped Hand","Poing serré","Klammernde Hand","閉じた手","움켜잡는 손","Punho Fechado","Ценности Ксофа","Puño cerrado","มือกุมแน่น","抑制之手","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Breach/BreachChestOverride","","",[],"",0,0,1,0,"","","",[],"",[]
501,"Metadata/Chests/Breach/BreachChest2",1,2,"Clasped Hand","Poing serré","Klammernde Hand","閉じた手","움켜잡는 손","Punho Fechado","Ценности Тул","Puño cerrado","มือกุมแน่น","抑制之手","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Breach/BreachChestOverride","","",[],"",0,0,1,0,"","","",[],"",[]
502,"Metadata/Chests/Breach/BreachChest3",1,2,"Clasped Hand","Poing serré","Klammernde Hand","閉じた手","움켜잡는 손","Punho Fechado","Ценности Иш","Puño cerrado","มือกุมแน่น","抑制之手","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Breach/BreachChestOverride","","",[],"",0,0,1,0,"","","",[],"",[]
503,"Metadata/Chests/Breach/BreachChest4",1,2,"Clasped Hand","Poing serré","Klammernde Hand","閉じた手","움켜잡는 손","Punho Fechado","Ценности Уул-Нетол","Puño cerrado","มือกุมแน่น","抑制之手","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Breach/BreachChestOverride","","",[],"",0,0,1,0,"","","",[],"",[]
504,"Metadata/Chests/Breach/BreachChest5",1,2,"Clasped Hand","Poing serré","Klammernde Hand","閉じた手","움켜잡는 손","Punho Fechado","Ценности Чаюлы","Puño cerrado","มือกุมแน่น","抑制之手","[""Metadata/Chests/Breach/BreachChest1.ao""]","",1,40,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Breach/BreachChestOverride","","",[],"",0,0,1,0,"","","",[],"",[]
505,"Metadata/Chests/Breach/BreachChest1Large",1,3,"Xoph's Clasped Hand","Poing serré de Xoph","Xophs klammernde Hand","ゾフの閉じた手","조프의 움켜잡는 손","Punho de Xoph","Сокровище Ксофа","Puño cerrado de Xoph","มือกุมแน่นของ ซอปห์","索伏的抑制","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[12865],[],"",0,"","M","F","","","M","","M","","",100,"","",[9575],"","Metadata/Chests/Chest","","",[],"",0,0,1,0,"","","",[],"",[]
506,"Metadata/Chests/Breach/BreachChest2Large",1,3,"Tul's Clasped Hand","Poing serré de Tul","Tuls klammernde Hand","トゥルの閉じた手","툴의 움켜잡는 손","Punho de Tul","Сокровище Тул","Puño cerrado de Tul","มือกุมแน่นของ ทุล","托沃的抑制","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[12865],[],"",0,"","M","F","","","M","","M","","",100,"","",[9575],"","Metadata/Chests/Chest","","",[],"",0,0,1,0,"","","",[],"",[]
507,"Metadata/Chests/Breach/BreachChest3Large",1,3,"Esh's Clasped Hand","Poing serré d'Esh","Eshs klammernde Hand","エシュの閉じた手","에쉬의 움켜잡는 손","Punho de Esh","Сокровище Иш","Puño cerrado de Esh","มือกุมแน่นของ เอ็ช","艾許的抑制","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[12865],[],"",0,"","M","F","","","M","","M","","",100,"","",[9575],"","Metadata/Chests/Chest","","",[],"",0,0,1,0,"","","",[],"",[]
508,"Metadata/Chests/Breach/BreachChest4Large",1,3,"Uul-Netol's Clasped Hand","Poing serré d'Uul-Netol","Uul-Netols klammernde Hand","ウール・ネトルの閉じた手","울네톨의 움켜잡는 손","Punho de Uul-Netol","Сокровище Уул-Нетол","Puño cerrado de Uul-Netol","มือกุมแน่นของ อูล-เนโทล","烏爾尼多的抑制","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[12865],[],"",0,"","M","F","","","M","","M","","",100,"","",[9575],"","Metadata/Chests/Chest","","",[],"",0,0,1,0,"","","",[],"",[]
509,"Metadata/Chests/Breach/BreachChest5Large",1,3,"Chayula's Clasped Hand","Poing serré de Chayula","Chayulas klammernde Hand","チャユラの閉じた手","차율라의 움켜잡는 손","Punho de Chayula","Сокровище Чаюлы","Puño cerrado de Chayula","มือกุมแน่นของ ชายูล่า","夏烏拉的抑制","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[12865],[],"",0,"","M","F","","","M","","M","","",100,"","",[9575],"","Metadata/Chests/Chest","","",[],"",0,0,1,0,"","","",[],"",[]
510,"Metadata/Chests/Breach/BreachChest6Large",1,3,"Xesht-Ula's Clasped Hand","Poing serré de Xesht-Ula","Xesht-Ulas klammernde Hand","ゼシュト・ウラの閉じた手","제쉬트-울라의 움켜잡는 손","Punho de Xesht-Ula","Сокровище Ксешт-Улы","Puño cerrado de Xesht-Ula","มือกุมแน่นของ เซสต์-อูลา","烈許烏拉的抑制","[""Metadata/Chests/Breach/BreachChestLarge.ao""]","",1,80,"","",100,[],"","",[12865],[],"",0,"","M","F","","","M","","M","","",100,"","",[9575],"","Metadata/Chests/Chest","","",[],"",0,0,1,0,"","","",[],"",[]
511,"Metadata/Chests/Legacy/ForgottenReliquary","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
512,"Metadata/Chests/Legacy/ForgottenReliquary2","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
513,"Metadata/Chests/Legacy/ForgottenReliquaryVaal","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[7920],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
514,"Metadata/Chests/Legacy/ForgottenReliquaryVenarius","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
515,"Metadata/Chests/Legacy/ForgottenReliquaryEaterOfWorlds","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
516,"Metadata/Chests/Legacy/ForgottenReliquaryMaven","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
517,"Metadata/Chests/Legacy/ForgottenReliquarySearingExarch","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
518,"Metadata/Chests/Legacy/ForgottenReliquarySirus","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
519,"Metadata/Chests/Legacy/ForgottenReliquaryShaper","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
520,"Metadata/Chests/Legacy/ForgottenReliquaryUberElder","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/CopperChests/ClassicVault.ao""]","",1,0,"","",100,[],"","",[],[],6,0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
521,"Metadata/Chests/Legacy/ForgottenReliquaryCosmic","",4,"Relic Vault","Reliquaire","Relikt-Schatzkammer","聖遺物保管箱","유물 금고","Cofre das Relíquias","Хранилище реликвий","Bóveda de reliquias","หีบวัตถุโบราณ","遺產寶庫","[""Metadata/Chests/Legacy/ForgottenReliquaryCosmic.ao""]","",1,0,"","",100,[],"","",[],[],"",0,"","M","F","","","M","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
522,"Metadata/Chests/AbyssChest01",1,4,"Hoard","Trésor","Hort","埋蔵品","비축물","Tesouro Escondido","Клад","Reservas","กอง","儲物箱","[""Metadata/Chests/BonePiles/AbyssChest1.ao""]","",1,50,"","",100,[],"","",[12866],[],"",0,"","M","M","","","M","","FP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
523,"Metadata/Chests/AbyssBonePile1",1,3,"Bone Pile","Ossements","Knochenhaufen","骨の山","뼈 무더기","Pilha de Ossos","Куча костей","Pila de huesos","กองกระดูก","骨堆","[""Metadata/Chests/BonePiles/AbyssBonePile.ao""]",1,"",2,"",1,100,[],"","",[],[],"",0,"","MP","M","","","F","","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","","","",[],"",[]
524,"Metadata/Chests/Abyss/AbyssFinalChest","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝物","심연의 발견물","Tesouro Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵保險箱","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,125,"","",90,[],"","",[12867],[],"",0,"","M","F","","","M","","M","","",100,"","",[8442],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[17587]
525,"Metadata/Chests/Abyss/AbyssFinalChest2","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝物","심연의 발견물","Tesouro Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵保險箱","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,140,"","",100,[],"","",[12868],[],"",0,"","M","F","","","M","","M","","",100,"","",[8442],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[17587]
526,"Metadata/Chests/Abyss/AbyssFinalChest3","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝物","심연의 발견물","Tesouro Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵保險箱","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,155,"","",110,[],"","",[12869],[],"",0,"","M","F","","","M","","M","","",100,"","",[8442],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[17587]
527,"Metadata/Chests/Abyss/AbyssFinalChest4","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝物","심연의 발견물","Tesouro Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵保險箱","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,170,"","",120,[],"","",[12870],[],"",0,"","M","F","","","M","","M","","",100,"","",[8442],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[17587]
528,"Metadata/Chests/Abyss/HardModeAbyssFinalChest","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝物","심연의 발견물","Tesouro Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵保險箱","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,25,"","",90,[],"","",[8138],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Abyss/AbyssFinalChestBase","","",[],"",0,0,"","","","","",[],1,[17587]
529,"Metadata/Chests/Abyss/HardModeAbyssFinalChest2","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝物","심연의 발견물","Tesouro Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵保險箱","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,30,"","",100,[],"","",[8138],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Abyss/AbyssFinalChestBase","","",[],"",0,0,"","","","","",[],1,[17587]
530,"Metadata/Chests/Abyss/HardModeAbyssFinalChest3","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝物","심연의 발견물","Tesouro Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵保險箱","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,35,"","",110,[],"","",[8138],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Abyss/AbyssFinalChestBase","","",[],"",0,0,"","","","","",[],1,[17587]
531,"Metadata/Chests/Abyss/HardModeAbyssFinalChest4","",4,"Abyssal Trove","Trésor abyssal","Truhe aus der Tiefe","アビスの宝物","심연의 발견물","Tesouro Abissal","Клад Бездны","Tesoro abisal","ขุมทรัพย์อะบิส","深淵保險箱","[""Metadata/Chests/Abyss/AbyssFinalChest.ao""]","",1,40,"","",120,[],"","",[8138],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Abyss/AbyssFinalChestBase","","",[],"",0,0,"","","","","",[],1,[17587]
532,"Metadata/Chests/VaseCeramic1",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseCeramic01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
533,"Metadata/Chests/VaseCeramic2",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseCeramic02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
534,"Metadata/Chests/VaseCeramic3",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseCeramic03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
535,"Metadata/Chests/VaseClean1",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseClean01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
536,"Metadata/Chests/VaseClean2",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseClean02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
537,"Metadata/Chests/VaseClean3",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseClean03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
538,"Metadata/Chests/VaseMetal1",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseMetal01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
539,"Metadata/Chests/VaseMetal2",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseMetal02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
540,"Metadata/Chests/VaseMetal3",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseMetal03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
541,"Metadata/Chests/VaseOld1",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseOld0102.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
542,"Metadata/Chests/VaseOld2",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseOld0201.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
543,"Metadata/Chests/VaseOld3",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseOld0202.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
544,"Metadata/Chests/VaseOrnate1",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseOrnate01.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
545,"Metadata/Chests/VaseOrnate2",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseOrnate02.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
546,"Metadata/Chests/VaseOrnate3",1,3,"Vase","Vase","Vase","花瓶","화병","Vaso","Ваза","Jarrón","แจกัน","瓶子","[""Metadata/Chests/Vases/VaseOrnate03.ao""]",1,"",1,"",1,100,[],"","",[],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",0,0,"","","",1,"",[],"",[]
547,"Metadata/Chests/TreasureHunter/QuestChest1","",4,"Captain's Stash","Réserve du Capitaine","Kapitänstruhe","船長のスタッシュ","선장의 보관함","Baú do Capitão","Captain's Stash","Alijo del Capitán","หีบสมบัติกัปตัน","首領的藏匿盒","[""Metadata/Chests/CopperChests/CopperChestEpic3.ao""]","",1,40,"","",100,[],"","",[8068],[],"",0,"","F","F","","","M","","M","","",100,"",6002,[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
548,"Metadata/Chests/TreasureHunter/BonusChest1","",4,"Shipwrecked Booty","Butin échoué","Wrackbeute","沈没船の略奪品","난파선 노획물","Tesouro Naufragado","Shipwrecked Booty","Tesoro de Naufragio","ซากของโจร","船難殘骸的贓物","[""Metadata/Chests/UniqueStrongboxes/ChestMetal.ao""]","",1,120,"","",100,[],"","",[8068],[],"",0,"","M","F","","","M","","M","","",100,"","",[],"","Metadata/Chests/Chest","","",[],"",0,0,"","","","","",[],"",[]
