"rownum","Id","DisplayedName (English)","DisplayedName (French)","DisplayedName (German)","DisplayedName (Japanese)","DisplayedName (Korean)","DisplayedName (Portuguese)","DisplayedName (Russian)","DisplayedName (Spanish)","DisplayedName (Thai)","DisplayedName (Traditional Chinese)","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
1362,"summon_reaper","Summon Reaper","Invocation de Faucheuse","Schnitter beschwören","リーパー召喚","수확자 소환","Convocar Ceifador","Призыв Жнеца","Invocar desgarrador","อัญเชิญยมทูต (Summon Reaper)","召喚奪魂鐮","Summons a powerful Reaper which uses a variety of slashing area attacks. The Reaper's presence weakens your other minions, and it will consume them to temporarily empower and heal itself. Using this skill while the Reaper is already summoned causes it to dash to the targeted location and perform a powerful attack.","Invoque une redoutable Faucheuse dont la simple présence affaiblit vos autres créatures. La Faucheuse se bat en utilisant diverses attaques tranchantes de zone, et dévore vos autres créatures afin de gagner temporairement en puissance et se guérir. Si vous lancez cette aptitude alors que votre Faucheuse est déjà invoquée, vous lui ordonnerez de se ruer à l'emplacement visé en infligeant une puissante attaque.","Beschwört einen mächtigen Schnitter, der eine Auswahl an Flächenangriffen benutzt. Die Präsenz des Schnitters schwächt Eure anderen Kreaturen, und der Schnitter wird diese verbrauchen, um sich temporär zu stärken und zu heilen. Wenn die Fertigkeit benutzt wird, während der Schnitter bereits beschworen wurde, spurtet dieser an den Zielort und führt einen mächtigen Angriff aus.","様々な切り裂き範囲攻撃を行う強力なリーパーを召喚する。リーパーは他のミニオンを弱体化させるだけでなく、それらを消費することで一時的な強化と、自身の回復を行う。すでにリーパーが召喚されている状態でこのスキルを使用すると、リーパーは対象地点に素早く移動し、強力な攻撃を行う。","다양한 베기 범위 공격을 사용하는 강력한 수확자를 소환합니다. 수확자는 플레이어의 다른 소환수들을 약화하고 그들을 소모하여 일시적으로 자신을 강화하거나 치유합니다. 수확자를 소환한 상태에서 이 스킬을 사용하면 수확자가 목표 지역에 돌진하여 강력한 공격을 수행합니다.","Convoca um poderoso Ceifador que usa uma variedade de ataques em área cortantes. A presença do Ceifador enfraquece seus outros lacaios, e ele os consumirá para temporariamente ganhar poder e se curar. Usar esta habiliade enquanto o Ceifador já estiver ativo fará com que ele avance para o local alvo e execute um poderoso ataque.","Герой призывает могущественного Жнеца, который использует разнообразные режущие атаки по области. В присутствии Жнеца другие приспешники героя слабеют, и Жнец будет поглощать их, чтобы временно усилить и излечить себя. Использование этого умения, когда Жнец уже призван, заставляет его рывком переместиться в указанное место и совершить мощную атаку.","Invoca un desgarrador poderoso que usa una variedad de ataques cortantes en área. La presencia del desgarrador debilita a tus otros esbirros, y los consumirá para potenciarse y curarse temporalmente. Si usas esta habilidad mientras el desgarrador ya está invocado, este se abalanzará sobre la ubicación objetivo y ejecutará un ataque poderoso.","อัญเชิญ ยมทูต อันทรงพลังที่ใช้การโจมตีฟันเป็นพื้นที่อย่างหลากหลาย การปรากฏกายของยมทูตทำให้ มิเนียน ตัวอื่นๆ ของคุณอ่อนแอ และยมทูตตนนี้จะกลืนกินพวกมันเพื่อเพิ่มพลังและรักษาตัวมันชั่วคราว หากคุณใช้สกิลนี้ขณะที่ยมทูตถูกอัญเชิญแล้ว มันจะพุ่งตัวไปยังตำแหน่งเป้าหมายเพื่อทำการโจมตีอันทรงพลัง","召喚一個會使用許多揮擊範圍攻擊的強大奪魂鐮。奪魂鐮存在時會弱化你其它的召喚物，並會吞噬它們來短暫強化和治癒奪魂鐮。已召喚奪魂鐮時再次使用技能，會使奪魂鐮衝向指定位置使用強大的攻擊。","SummonReaper","Art/2DArt/SkillIcons/SummonReaper.dds","[2,1,22]","[31,27,15,5,17,1,14,13,76,89]",[],"","",1,"","",22,1,[14634],[3336],"[0,19,6,7,33,23,8]",1,1,[],8,"","","",[],"","",1
1363,"reaper_consume_minion","","","","","","","","","","","","","","","","","","","","","ReaperConsumeMinion","",[3],[],[],"","",1,"","",22,"",[],[],[],"","",[],8,"","","",[],"","",""
1364,"boneshatter","Boneshatter","Brise-os","Knochenbrechen","ボーンシャッター","뼈 박살","Quebra-Ossos","Дробление костей","Destrozahuesos","สลายกระดูก (Boneshatter)","碎骨","Attack enemies with a forceful melee strike that also hurts you. Successive uses will raise the damage dealt both to enemies and you. Stunning an enemy with the strike releases a damaging pulse. Requires a Mace, Sceptre, Axe or Staff.","Frappe vos ennemis avec une attaque en mêlée d'une telle violence qu'elle vous blesse. Chaque frappe consécutive augmente les dégâts infligés, à vous comme à vos ennemis. Si cette attaque étourdit un ennemi, elle libère également une onde de choc qui inflige des dégâts. Nécessite une masse, un sceptre, une hache ou un bâton.","Greift Gegner mit einem kräftigen Nahkampfschlag an, der Euch ebenfalls verletzt. Nachfolgende Nutzungen erhöhen den Schaden, den Ihr bei Gegnern als auch bei Euch verursacht. Wenn der Schlag einen Gegner betäubt, wird ein schädigender Impuls entfesselt. Erfordert einen Streitkolben, ein Zepter, eine Axt oder einen Stab.","使用者にもダメージを与える強力な近接ストライク攻撃を行う。連続して使用すると、自身と敵、両方に与えるダメージが増加する。使用するにはメイス、セプター、斧または杖が必要。","강력한 근접 타격으로 적을 공격하는 스킬로 플레이어 또한 피해를 받습니다. 성공적으로 사용하면 적과 플레이어 모두가 큰 피해를 받습니다. 이 타격으로 적이 기절하면 파동이 방출되어 피해를 줍니다. 철퇴, 셉터, 도끼, 지팡이가 필요합니다.","Ataca inimigos com um golpe corpo a corpo poderoso que também te machuca. Usos seguidos erguerão o dano causado em você e nos inimigos. Atordoar um inimigo com o golpe libera um pulso que causa dano. Requer uma Maça, Cetro, Machado ou Cajado.","Герой атакует врагов мощным ударом ближнего боя, который также наносит урон ему самому. Последовательные применения повышают урон как по врагам, так и по герою. Оглушение врага ударом выпускает импульс, наносящий урон. Требует булаву, скипетр, топор или посох.","Ataca a los enemigos con un contundente golpe cuerpo a cuerpo que también te hiere a ti. Si usas la habilidad sucesivamente, el daño infligido, tanto a tus enemigos como a ti, aumentará. Si aturdes a un enemigo con el golpe, se liberará un pulso dañino. Requiere una maza, un cetro, un hacha o un báculo.","โจมตีศัตรูด้วยการฟาดประชิดอย่างรุนแรงที่สร้างความเสียหายต่อคุณเช่นกัน การใช้สกิลนี้ติดต่อกันจะเพิ่มความเสียหายที่สร้างต่อตัวคุณและศัตรู การฟาดที่สร้างสถานะ มึนงง ต่อศัตรูจะปล่อยคลื่นพลังที่สร้างความเสียหาย ต้องใช้กับ กระบอง, คทา, ขวาน หรือ ไม้พลอง เท่านั้น","用強力的近戰攻擊攻擊敵人，同時也會傷害你。連續使用將提高對敵人和對你造成的傷害。用打擊擊暈敵人時會釋放一個傷害型脈衝。限定錘、權杖、斧或長杖。","TraumaStrike","Art/2DArt/SkillIcons/Boneshatter.dds","[1,2]","[0,20,23,19,7,8,27,117]","[11,12,32,14,16,17,57]","","",1,"","",22,1,"[14635,14636,17889]","[24,341,17888]",[],1,1,[14625],8,2,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1365,"ion_cannon_cage","","","","","","","","","","","","","","","","","","","","","IonCannonCage","",[2],"[1,7,71,6,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1366,"explosive_concoction","Explosive Concoction","Concoction explosive","Explosiver Trank","エクスプローシブコンコクション","폭발성 혼합물","Composto Explosivo","Взрывная смесь","Sustancia explosiva","น้ำยาระเบิด (Explosive Concoction)","爆裂物","Throws a bottle that explodes to deal unarmed attack damage in an area. Can consume charges from your Ruby, Sapphire, and Topaz flasks to add further damage. Requires an empty main hand, and no off-hand weapon.","Jette une bouteille explosive qui inflige des dégâts d'attaque de zone à mains nues. Cette aptitude peut puiser dans vos charges de Flacon de rubis, de saphir et de topaze afin d'accroître ces dégâts. Pour pouvoir utiliser cette aptitude, votre main principale doit être vide et vous ne devez pas avoir d'arme en main secondaire.","Wirft eine Flasche, die explodiert und in einem Bereich unbewaffneten Angriffsschaden verursacht. Die Fertigkeit kann Füllungen Eurer Rubin-, Saphir- und Topasfläschchen verbrauchen, um weiteren Schaden hinzuzufügen. Erfordert eine freie Haupthand und keine Nebenhandwaffe.","素手アタック範囲ダメージを与える爆発する瓶を投げる。ルビー、サファイヤ、トパーズフラスコのチャージを消費することで追加のダメージを与えることができる。使用するにはメインハンドおよびオフハンドに武器を持っていない必要がある。","지역에 병을 던집니다. 병은 폭발하며 일정 범위에 비무장 공격 피해를 줍니다. 루비, 사파이어, 토파즈 플라스크의 충전을 소모하여 추가 피해를 줄 수 있습니다. 주 무기는 비어 있어야 하고 보조 장비 무기가 없어야 합니다.","Arremessa uma garrava explosiva que causa dano desarmado de ataque em uma área. Pode consumir cargas de um Frasco de Rubi, Safira e Topázio para adicionar ainda mais dano. Requer que a mão principal esteja vazia e nenhuma arma na mão secundária.","Герой бросает бутылку со взрывной смесью, наносящей урон от атак без оружия по области. Умение может поглощать заряды рубиновых, сапфировых и топазовых флаконов героя, добавляя дополнительный урон. Правая рука героя должна быть свободной, а в левой не должно быть оружия.","Lanza una botella que explota para infligir daño de ataques desarmados en un área. Puede consumir cargas de tus frascos de rubí, zafiro y topacio para agregar más daño. Requiere que la mano principal esté vacía y que no tengas ningún arma secundaria.","โยนขวดที่จะระเบิดเพื่อสร้างความเสียหาย โจมตี มือเปล่า ในพื้นที่ สกิลนี้สามารถใช้ชาร์จจาก Ruby, Sapphire, Topaz Flask เพื่อเสริมความเสียหาย ต้องใช้กับ มือหลักมือเปล่า และไม่มีอาวุธมือรอง เท่านั้น","投擲一個爆炸瓶，對範圍內造成空手攻擊傷害。可以消耗你的紅玉、藍玉和黃玉藥劑的充能來增加額外的傷害。限定空手，且沒有副手武器。","ThrowFlask","Art/2DArt/SkillIcons/ExplosiveFlaskIcon.dds","[1,2]","[0,40,7,31,28,29,30,6,2,56,105]",[36],"","",1,"","",22,1,"[14595,14596,14611]","[24,434,738]",[],1,1,[18109],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1367,"eye_of_winter","Eye of Winter","Œil de l'hiver","Auge des Winters","アイオブウィンター","겨울의 눈","Olho Invernal","Око зимы","Ojo del invierno","ดวงตาเหมันต์ (Eye of Winter)","凜冬之眼","Fires a single eye projectile which constantly releases shard projectiles in a spiral. The shards will damage enemies they impact, dealing cold damage. The eye cannot damage enemies. When the eye dissipates or collides with terrain, it releases a faster spiral of extra shards.","Projette un œil du cyclone hivernal qui libère constamment des projectiles d'éclats de glace en spirale. Les éclats infligent des dégâts de froid aux ennemis qu'ils heurtent, tandis que l'œil lui-même ne fait pas de dégâts. Quand l'œil se dissipe ou qu'il entre en collision avec l'environnement, il génère une spirale rapide qui envoie des éclats supplémentaires.","Feuert ein einziges Augen-Projektil, das regelmäßig Splitterprojektile in Form einer Spirale entfesselt. Die Splitter verursachen bei getroffenen Gegnern Kälteschaden. Das Auge selbst kann bei Gegnern keinen Schaden verursachen. Wenn das Auge verschwindet oder mit Gelände kollidiert, entfesselt es eine schnellere Spirale mit zusätzlichen Splittern.","複数の破片を螺旋状に投射する目の投射物を放つ。破片は敵に当たると冷気ダメージを与えるが、目は敵にダメージを与えられない。目が地形に衝突または消滅する際に、追加の破片を素早く螺旋状に放つ。","눈 모양 투사체를 발사합니다. 이 투사체는 파편을 나선형으로 지속하여 방출합니다. 파편은 적에게 닿으면 냉기 피해를 줍니다. 눈 투사체 자체가 적에게 피해를 주는 것은 아닙니다. 눈 투사체는 소멸할 때 또는 지형에 부딪히는 경우, 더 빠르게 추가 파편을 나선형으로 방출합니다.","Dispara um único projétil  olho que libera constantemente fragmentos de projéteis em uma espiral. Os fragmentos causarão dano de gelo nos inimigos que acertarem. O olho não pode causar dano em inimigos. Quando o olho se dissipar ou colidir com o terreno, ele liberará uma espiral mais rápida de fragmentos extras.","Герой выпускает один снаряд в виде ока, который непрерывно выстреливает осколками по спирали. Осколки наносят урон от холода врагам, в которых попадут. Око не может нанести врагам урон. Когда око рассеивается или сталкивается с окружением, оно выпускает более быструю спираль дополнительных осколков.","Dispara un único proyectil con forma de ojo que lanza constantemente proyectiles de esquirlas en forma de espiral. Las esquirlas dañan a los enemigos que golpean y les infligen daño de hielo. El ojo no puede dañar enemigos. Cuando el ojo se disipa o choca con el terreno, lanza una espiral más rápida con esquirlas adicionales.","ยิงกระสุนดวงตาลูกเดียวที่จะยิงกระสุนสะเก็ดออกมาเป็นเกลียว กระสุนสะเก็ดสร้างความเสียหาย น้ำแข็ง ต่อศัตรูที่ปะทะ แต่ดวงตาไม่สามารถสร้างความเสียหายได้ เมื่อดวงตาสลายหายไปหรือกระทบกับพื้นผิว มันจะปล่อยเกลียวกระสุนสะเก็ดเพิ่มเติมชุดหนึ่งที่เร็วกว่าเดิม","發射單一眼睛投射物，不斷以螺旋式發射碎片投射物。碎片會對它們撞擊的敵人造成傷害，造成冰冷傷害。眼睛不能傷害敵人。當眼睛消逝或與地形碰撞時，它會釋放更快速螺旋的額外碎片。","FrozenSphere","Art/2DArt/SkillIcons/FrozenSphere.dds","[1,2]","[1,6,2,58,6,59,29,14,15,13,21,69,31]",[],"","",1,"","",22,1,"[14599,14600,17994,17996]","[24,175,6000,17915]",[],1,1,"[14581,14607]",8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1368,"reaper_slash_dash","","","","","","","","","","","","","","","","","","","","","ReaperSlashDash","","[1,2]","[0,19,6,7,20,33]",[],"","",1,"","",22,"",[],[],[],"","",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1369,"summon_arbalists","Summon Arbalists","Invocation d'Arbalétriers","Arbalesten beschwören","アーバリスト召喚","석궁병 소환","Balista Focada","Призыв арбалетчиков","Invocar arbalesteros","อัญเชิญทหารหน้าไม้ (Summon Arbalist)","召喚弩兵","Summons Arbalist minions which use projectile attacks.","Invoque des créatures qui attaquent en tirant des projectiles à l'arbalète.","Beschwört Arbalesten-Kreaturen, die Projektilangriffe benutzen.","投射物攻撃を行うアーバリストミニオンを召喚する。","투사체 공격을 사용하는 석궁병 소환수를 소환합니다.","Suporta habilidades que convocam totens balista. Não pode modificar habilidades de lacaios.","Призывает приспешников-арбалетчиков, использующих атаки снарядами.","Invoca esbirros arbalesteros que usan ataques de proyectiles.","อัญเชิญ มิเนียนทหารหน้าไม้ ที่โจมตีออกมาเป็นกระสุน","召喚使用投射物攻擊的弩兵召喚物。","SummonArbalists","Art/2DArt/SkillIcons/SummonedArbalist.dds",[10],"[31,27,5,17,1,76,36,49]",[],"","",1,"","",22,"",[],[],"[0,40,2,56]",1,"",[],8,"","","",[],"","",1
1370,"ground_searing_laser","","","","","","","","","","","","","","","","","","","","","GroundSearingLaser","",[1],"[1,6,7,31]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
1371,"poisonous_concoction","Poisonous Concoction","Concoction empoisonnée","Giftiger Trank","ポイゾナスコンコクション","독성 혼합물","Composto Venenoso","Ядовитая смесь","Sustancia venenosa","น้ำยาพิษร้าย (Poisonous Concoction)","毒藥","Throws a bottle that explodes to deal unarmed attack damage in an area and has a chance to poison. Can consume charges from a Life flask to add further damage. Requires an empty main hand, and no off-hand weapon.","Jette une bouteille explosive qui inflige des dégâts d'attaque de zone à mains nues et a des chances d'empoisonner les ennemis. Cette aptitude peut puiser dans vos charges de Flacon de Vie afin d'accroître ces dégâts. Pour pouvoir utiliser cette aptitude, votre main principale doit être vide et vous ne devez pas avoir d'arme en main secondaire.","Wirft eine Flasche, die explodiert, in einem Bereich unbewaffneten Angriffsschaden verursacht und eine Chance hat, Gegner zu vergiften. Die Fertigkeit kann Füllungen von einem Lebensfläschchen verbrauchen, um weiteren Schaden hinzuzufügen. Erfordert eine freie Haupthand und keine Nebenhandwaffe.","素手アタック範囲ダメージを与え、毒付与確率を有する爆発する瓶を投げる。ライフフラスコのチャージを消費することで追加のダメージを与えることができる。使用するにはメインハンドおよびオフハンドに武器を持っていない必要がある。","지역에 병을 던집니다. 병은 폭발하며 일정 범위에 비무장 공격 피해를 주고 일정 확률로 중독을 유발합니다. 생명력 플라스크의 충전을 소모하여 추가 피해를 줄 수 있습니다. 주 무기는 비어 있어야 하고 보조 장비 무기가 없어야 합니다.","Arremessa uma garrafa explosiva que causa dano de ataque desarmado em uma área e tem uma chance de envenenar. Pode consumir cargas de um frasco de Vida para adicionar ainda mais dano. Requer que a mão principal esteja vazia, e nenhuma arma secundária.","Герой бросает бутылку со взрывной смесью, наносящей урон от атак без оружия по области с шансом отравить. Умение может поглощать заряды флакона жизни, добавляя дополнительный урон. Правая рука героя должна быть свободной, а в левой не должно быть оружия.","Lanza una botella que explota para infligir daño de ataques desarmados en un área y que tiene una probabilidad de envenenar. Puede consumir cargas de un frasco de vida para agregar daño adicional. Requiere que la mano principal esté vacía y que no tengas ningún arma secundaria.","โยนขวดที่จะระเบิดเพื่อสร้างความเสียหาย โจมตี มือเปล่า ในพื้นที่ และมีโอกาสสร้างสถานะ พิษ สกิลนี้สามารถใช้ชาร์จจาก ขวดยาพลังชีวิต เพื่อเสริมความเสียหาย ต้องใช้กับ มือหลักมือเปล่า และไม่มีอาวุธมือรอง เท่านั้น","投擲一個炸藥瓶，在一個區域內造成空手攻擊傷害並有機率中毒。可以消耗生命藥劑中的充能以增加更多傷害。限定空手，且沒有副手武器。","ThrowFlaskPoison","Art/2DArt/SkillIcons/PoisonousConcoction.dds","[1,2]","[0,40,7,31,41,6,2,56,105]",[36],"","",1,"","",22,1,"[15374,15375,15376]","[24,434,738]",[],1,1,[18109],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
1372,"call_of_the_wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call of the Wild","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","[DNT] Call the wild. Maybe it will answer.","SummonStupidBeast","Art/2DArt/BuffIcons/Bestiary.dds",[1],"[1,5,17,76,11,89]",[],"","",1,"","",22,1,[],[],"[0,19,20,23,1,6,7,2,18,8,25,32,35,34,47,40,56]",1,1,[],8,"","","",[],"","",1
1373,"temporal_rift","Temporal Rift","Faille temporelle","Temporaler Riss","テンポラルリフト","시간의 균열","Fenda Temporal","Временной разрыв","Grieta temporal","รอยแยกกาลเวลา (Temporal Rift)","時空裂隙","Reserves mana to apply a buff and leave afterimages of your recent past. Cast the spell again to return to the oldest afterimage, teleporting to that location as well as resetting your Life, Mana and Energy Shield to the values they had then.","Réserve du mana afin de vous donner un effet bénéfique qui génère des images résiduelles de votre personnage derrière lui. Si vous utilisez à nouveau ce sort, votre personnage retournera dans le passé en prenant la place de son image résiduelle la plus ancienne, retrouvant ainsi la Vie, le Mana et le Bouclier d'énergie qu'il avait à cet instant-là.","Reserviert Mana, um eine Stärkung anzuwenden und hinterlässt Momentaufnahmen Eurer kürzlichen Vergangenheit. Durch erneutes Wirken kehrt Ihr zur letzten Momentaufnahme zurück, was Euren Charakter an diesen Zielort teleportiert und Euer Leben, Mana und Energieschild auf die damaligen Werte zurücksetzt.","マナをリザーブしてバフ得ると共に、自身のごく最近の残像を生成する。もう一度スキルを使用することで最も古い残像に回帰し、残像の位置にテレポートして、その残像が持つライフ、マナおよびエナジーシールドの状態に戻る。","마나를 점유하여 버프를 적용하고 가까운 과거의 잔상을 남깁니다. 주문을 다시 시전하면 가장 오래 전의 잔상으로 되돌아가, 해당 위치로 순간이동하고 생명력, 마나, 에너지 보호막이 당시 보유했던 수치로 변경됩니다.","Reserva mana para aplicar um buff e deixa imagens anteriores do seu passado recente. Conjure a magia novamente para retornar à sua imagem passada mais antiga, te teleportando para o local, assim como voltando sua Vida, Mana e Escudo de Energia aos valores que tinham antes.","Удерживает ману, накладывая положительный эффект и оставляя остаточные образы недавнего прошлого героя. Повторное сотворение возвращает героя к самому раннему образу, перемещая его в прежнее место и возвращая ему прежние здоровье, ману и энергетический щит.","Reserva maná para aplicar una bonificación y dejar imágenes residuales de tu pasado reciente. Si vuelves a lanzar el hechizo, volverás a la imagen residual más antigua. Es decir, te teletransportarás a esa ubicación, y también se restablecerán tu vida, tu maná y tu escudo de energía a los valores que tenían en ese momento.","สำรองมานาเพื่อสร้างบัฟ แล้วทิ้ง ภาพตามติด ของคุณจากอดีตที่ผ่านไปไม่นานนัก ร่ายเวทนี้อีกครั้งเพื่อย้อนกลับไปสู่ ภาพตามติด ที่เก่าที่สุดด้วยการเทเลพอร์ตไปยังตำแหน่งนั้น รวมถึงรีเซ็ต พลังชีวิต, มานา, โล่พลังงาน กลับไปยังค่าที่มีอยู่ในตอนนั้น","保留法力以施放一個增益並留下你最近的殘影。再次施放法術時返回先前的殘影，傳送到該位置並將你的生命、魔力和能量護盾重置為當時的值。","Chronomancer","Art/2DArt/SkillIcons/Chronomancer1.dds",[4],"[1,4,11,89]",[],"","",1,"","",22,1,"[14912,15379]","[14001,3336]",[],1,1,[],8,"","","",[],"","",1
1374,"hellscape_demon_boss_blood_drain","","","","","","","","","","","","","","","","","","","","","HellscapeDemonBossBloodDrain","","[2,1]","[1,6,7,71]",[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1
1375,"tornado","Tornado","Tornade","Tornado","トルネード","회오리","Tornado","Торнадо","Tornado","พายุสลาตัน (Tornado)","龍捲風","Create a Tornado that hinders and repeatedly damages enemies around it. It will move forward for a duration, during which your projectiles can collide with it to deal damage as though it was an enemy. Then it will chase down enemies for a secondary duration, and reflect a portion of the damage it took from your projectiles to them in addition to its own damage.","Crée une tornade qui Entrave et inflige continuellement des dégâts aux ennemis à proximité d'elle. La tornade se déplace vers l'avant pendant une certaine durée au cours de laquelle vos projectiles peuvent entrer en contact avec elle comme s'il s'agissait d'un ennemi. Au bout d'un certain temps, la tornade se mettra à poursuivre vos ennemis pendant une durée secondaire en renvoyant vos dégâts de projectiles qu'elle aura absorbés, en plus d'infliger ses propres dégâts.","Erzeugt einen Tornado, der an Gegnern um ihn herum wiederholt Schaden verursacht und diese lähmt. Er bewegt sich für eine Dauer vorwärts, in der Eure Projektile mit dem Tornado kollidieren und Schaden verursachen können, als ob er ein Gegner wäre. Im Anschluss verfolgt der Tornado Gegner für eine sekundäre Dauer, verursacht an ihnen Schaden und reflektiert zusätzlich den Schaden, den er zuvor von Euren Projektilen aufgenommen hat.","周囲の敵を妨害し、繰り返しダメージを与える竜巻を生成する。竜巻は持続時間中前方に移動し、その間、使用者の投射物が衝突し敵と同様にダメージを受ける。その後、副次的持続時間に敵を追いかけ、竜巻自身のダメージに加えて使用者の投擲物から受けたダメージの一部を敵に反射する。","주변의 적의 이동을 방해하고 계속해서 피해를 주는 회오리를 생성합니다. 회오리는 일정 시간 동안 앞으로 전진하며, 그동안 플레이어의 투사체와 충돌시켜 적인 것처럼 피해를 줄 수 있습니다. 그다음 2차 지속시간 동안에는 회오리가 적을 추적하며, 플레이어의 투사체에 받은 피해 일부를 추가로 줍니다.","Cria um Tornado que desacelera e causa dano repetidamente nos inimigos ao redor. Ele se move adiante por um tempo, durante o qual seus projéteis podem colidir com ele e causar dano como se fosse um inimigo. Então ele perseguirá inimigos por uma duração secundária, e reflete uma porção do dano que sofreu dos seus projéteis neles, juntamente com seu próprio dano.","Герой создаёт торнадо, многократно наносящее урон врагам вокруг. Некоторое время торнадо будет двигаться вперёд, и в этот период в него можно попасть снарядами, которые могут сталкиваться с врагами, и нанести урон словно по врагу. Затем в течение вторичного промежутка времени торнадо начнёт преследовать противника и будет отражать в него часть урона, полученного от снарядов героя, в дополнение к своему собственному урону.","Crea un tornado que entumece y daña repetidamente a los enemigos a su alrededor. Se moverá hacia delante durante un tiempo, durante el cual tus proyectiles pueden chocar con él para infligirle daño como si fuera un enemigo. Después, perseguirá a tus enemigos durante una duración secundaria y, además de infligir su propio daño, reflejará hacia ellos una parte del daño que ha recibido de tus proyectiles.","สร้าง พายุสลาตัน ที่สร้างสถานะ ขัดขวาง และความเสียหายต่อศัตรูที่อยู่รอบตัวมันอย่างต่อเนื่อง มันจะเคลื่อนที่ไปข้างหน้าระยะเวลาหนึ่ง ซึ่งในขณะนั้นกระสุนของคุณสามารถกระทบกับมันเพื่อสร้างความเสียหายได้ราวกับเป็นศัตรู จากนั้นมันจะไล่ตามศัตรูเป็นระยะเวลารอง แล้วสะท้อนความเสียหายส่วนหนึ่งที่มันได้รับจากกระสุนของคุณไปยังศัตรูเหล่านั้น รวมถึงสร้างความเสียหายของมันเองด้วย","製造一個龍捲風，持續對附近的敵人造成傷害。它會向前移動一段時間，在此期間你的投射物可以它碰撞並造成傷害，就像它是敵人一樣。 然後它會在第二階段持續時間追擊敵人，並將它從你的投射物中受到的傷害的一部分反射給他們，而不是它自己的傷害。","Tornado","Art/2DArt/SkillIcons/Tornado.dds","[1,2]","[1,8,13,14,15,31,6,27,7,99,71]",[],"","",1,"","",22,1,"[15377,15378]","[24,434]",[],1,1,[14970],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
