"rownum","i32_0","Biomes","AdjacentBiomes","WorldAreaBoss","WorldArea","NaturalSpawnWeight","NativePacks","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","MinWatchstoneTier","i32_112","i32_116","i32_120","undefined (French)","undefined (German)","undefined (Japanese)","undefined (Korean)","undefined (Portuguese)","undefined (Russian)","undefined (Spanish)","undefined (Thai)","undefined (Traditional Chinese)","rid_124","i32_140","rid_144","rid_160","rid_176","i32_192","rid_196","i32_212","rid_216"
39,39,[3],[],"",213,[0],[436],"Embers swirl as bark crackles and sparks.","Les braises tourbillonnent tandis que l'écorce crépite et pétille.","Glut wirbelt, Rinde knistert und funkelt.","樹皮が音と火花を放つ中、燃えさしが渦を巻く。","불씨가 소용돌이치는 가운데 나무껍질이 탁탁거리며 불똥을 튀깁니다.","Brasas giram enquanto a casca estala e faíscas se espalham.","Тлеющие угли кружатся, кора потрескивает, разлетаются искры.","Las brasas se arremolinan mientras la corteza cruje y crepita.","เปลวหมุนวนในยามที่\r\nเปลือกไม้ปริออกเป็นประกาย","餘燼繚繞，樹皮劈啪作響，火花噴濺而出。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,44,0,3,0,4205,0,""
40,40,[7],[],295,296,"[200,200,2000]",[500],"A dark labyrinth of steel and stone.","Un labyrinthe sombre d'acier et de pierre.","Ein dunkles Labyrinth aus Stahl und Stein.","鋼鉄と石の暗い迷宮。","강철과 돌로 만들어진 어두컴컴한 미궁입니다.","Um labirinto sombrio de aço e pedra.","Тёмный лабиринт из стали и камня.","Un laberinto oscuro de acero y piedra.","เขาวงกตมืดมน\r\nแห่งเหล็กกล้าและศิลา","一座鋼鐵與岩石的黑暗迷宮。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,45,0,3,0,4205,0,""
41,41,"[5,7]",[],299,300,"[200,200,2000]",[465],"Hidden amongst sunbleached wastes lies a mockery of paradise.","Caché au milieu de déchets blanchis par le soleil se trouve un simulacre de paradis.","Versteckt zwischen sonnengebleichten Einöden liegt eine Verhöhnung des Paradieses.","日に焼けた荒野には楽園の模造品が隠れている。","햇볕에 바랜 황무지에 가짜 낙원이 숨어 있습니다.","Escondido entre desertos ressecados pelo sol, há uma paródia de paraíso.","Среди выжженных солнцем пустошей скрывается пародия на рай.","Oculta entre los páramos descoloridos por el sol yace una burla del paraíso.","แดนรกร้างที่ซีดเผือดไปด้วยแสงตะวัน\r\nเร้นไว้ซึ่งสถานที่ที่ล้อเลียนสรวงสวรรค์","在久經曝曬的廢墟中，隱藏著一個諷刺的天堂。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,46,0,3,0,4205,0,""
42,42,[7],[],289,290,[0],[465],"Stone shelters brace against the doom of the desert.","Des abris en pierre s'opposent à la ruine du désert.","Steinerne Unterkünfte stemmen sich gegen den Untergang der Wüste.","石の避難所が砂漠の死に耐えている。","석조 건물이 버티고 서서 사막의 파멸을 막아 줍니다.","Abrigos de pedra se preparam contra a condenação do deserto.","Каменные убежища защищают от гнёта пустыни.","Los refugios de piedra protegen de la fatalidad del desierto.","ที่พักศิลายืนหยัด\r\nต่อหายนะแห่งทะเลทราย","用來抵禦沙漠之厄的岩石避難所。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,47,0,3,0,4205,0,""
43,43,"[3,4]",[0],"",285,[0],[561],"A serene shoreline, sharp and slick.","Un littoral paisible, tranchant et glissant.","Eine friedliche Küstenlinie, klar und sanft.","鋭くすべすべした静かなる砂浜。","예리하고 미끈하며, 고요한 해안선입니다.","Uma margem serena, afiada e escorregadia.","Безмятежный берег, острый и гладкий.","Una costa serena, afilada y resbaladiza.","ชายฝั่งสงบนิ่ง\r\nทั้งลื่น ทั้งแหลมคม","寧靜的海岸線，銳利且光滑。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,49,0,3,0,4205,0,""
44,44,"[4,8]",[],282,283,[0],[545],"This Vaal structure is not lost in the jungle. Not yet.","Cette structure Vaal n'est pas perdue dans la jungle. Pas encore.","Diese Stadt der Vaal wurde nicht vom Dschungel verschlungen. Noch nicht.","このヴァールの建造物はまだジャングルに呑み込まれてはいない。まだ。","이 바알 구조물은 밀림 속으로 사라지지 않았습니다. 아직은요.","Esta estrutura Vaal não se perdeu na selva. Ainda não.","Это сооружение ваал не затерялось в джунглях. Пока еще нет.","Esta estructura vaal no se ha perdido en la jungla. Aún no.","อาคารวาล์ยังไม่หายไป\r\nในป่าดงดิบ\r\nอย่างน้อยก็ในตอนนี้","這座瓦爾建築還未消逝於這座叢林中。暫時還沒。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,"",0,4,6,4205,0,118
45,45,[6],[],338,338,[0],[433],"A heart of corruption, borne of steel.","Un cœur de corruption, fait d'acier.","Ein Herz aus Verderbtheit, getragen von Stahl.","鋼鉄より生まれし穢れの心臓部。","강철로 만들어진 타락의 중심지입니다.","Um coração de corrupção, nascido do aço.","Сердце осквернения, рождённое из стали.","Un corazón corrupto, nacido del acero.","หัวใจมลทิน\r\nก่อเกิดจากเหล็กกล้า","一顆鋼鐵製成的腐化之心。",15,2,0,6630,7586,7534,4080,4826,7236,6692,7616,6282,3750,0,0,29,0,9,5,4205,0,""
46,46,[8],[],340,340,[0],[551],"A heart of corruption, borne of stone.","Un cœur de corruption, fait de pierre.","Ein Herz aus Verderbtheit, getragen von Stein.","石より生まれし穢れの心臓部。","돌로 만들어진 타락의 중심지입니다.","Um coração de corrupção, nascido da pedra.","Сердце осквернения, рождённое из камня.","Un corazón corrupto, nacido de la piedra.","หัวใจมลทิน\r\nก่อเกิดจากศิลา","一顆岩石製成的腐化之心。",15,2,0,6630,7586,7534,4080,4826,7236,6692,7616,6282,3750,0,0,30,0,13,5,4205,0,""
47,47,[7],[],339,339,[0],[496],"A heart of corruption, borne of copper.","Un cœur de corruption, fait de cuivre.","Ein Herz aus Verderbtheit, getragen von Kupfer.","銅より生まれし穢れの心臓部。","구리로 만들어진 타락의 중심지입니다.","Um coração de corrupção, nascido do cobre.","Сердце осквернения, рождённое из меди.","Un corazón corrupto, nacido del cobre.","หัวใจมลทิน\r\nก่อเกิดจากทองแดง","一顆紅銅製成的腐化之心。",15,2,0,6630,7586,7534,4080,4826,7236,6692,7616,6282,3750,0,0,31,2,11,5,4205,0,""
48,48,[0],[1],"",323,"[0,0,13]",[],"Hulls crash and splinter upon the shores.","Les coques s'écrasent et se brisent sur les rivages.","Schiffsrümpfe zerschellen und zerbrechen an den Ufern.","岸辺に船体がぶつかり砕け散る。","선체들이 해안에 충돌하여 산산조각 납니다.","Cascos colidem e se estilhaçam nas margens.","Корпуса кораблей разбиваются о берег и разлетаются в щепки.","Los cascos de los barcos chocan y se astillan en las costas.","ลำเรือแตกสลาย\r\nเป็นเสี่ยงๆ ไปกับชายฝั่ง","船身撞擊並碎裂在岸上。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,51,1,19,1,4147,0,122
49,49,[0],"[2,5]","",321,"[10,10,218]",[],"Life grows strong in this realm of plenty.","La vie s'épanouit dans ce royaume d'abondance.","In diesem Reich des Überflusses gedeiht das Leben prächtig.","この豊穣の地では生命は強く育つ。","생명력이 강인하게 자라나는 풍요의 세상입니다.","A vida cresce forte neste reino de abundância.","Жизнь набирает силу в этом царстве изобилия.","La vida crece con fuerza en este reino de abundancia.","ชีวิตกล้าแกร่ง\r\nในดินแดนอุดมสมบูรณ์แห่งนี้","生命在這個豐饒的界域成長茁壯。",0,2,0,7146,8130,8142,4394,5196,7778,7248,8196,6748,4046,0,0,52,1,6,1,4148,0,""
50,50,[8],[],"",322,"[50,50,1227]",[],"By that era, Kamasa was just a name. Gold was their true god.","À cette époque, Kamasa n'était plus qu'un nom. L'or était leur véritable dieu.","Zu dieser Zeit war Kamasa nur ein Name. Gold war ihr wahrer Gott.","その頃にはカマサはただの名に過ぎなかった。黄金こそが彼らの真の神だったのだ。","그 시대에 이르러서는, 카마사는 그저 이름뿐인 존재였습니다. 금이 그들의 진짜 신이었죠.","Naquela era, Kamasa era apenas um nome. O ouro era seu verdadeiro deus.","К тому времени «‎Камаса» было всего лишь именем. Золото было их истинным богом.","En esa era, Kamasa solo era un nombre. El oro era su verdadero dios.","พอมาจนถึงยุคนั้น คามาซาเป็นเพียงชื่อหนึ่งเท่านั้น\r\nเทพเจ้าที่แท้จริงของพวกเขาคือทองคำ","在那個時代，卡瑪薩只是一個名字。黃金才是他們真正的神。",0,2,0,7146,8130,8142,4394,5196,7778,7248,8196,6748,4046,0,0,53,1,18,1,4149,0,125
51,51,"[3,4]",[],"",327,[0],[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,54,1,6,4,4205,0,126
52,52,[5],[],"",328,[0],[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,54,1,6,4,4205,0,126
53,53,[4],[],"",329,[0],[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,54,1,6,4,4205,0,126
54,54,[5],[],"",330,[0],[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,55,1,6,4,4205,0,126
55,55,[2],[],"",331,[0],[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,55,1,6,4,4205,0,126
56,56,"[3,4]",[],"",332,[0],[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,55,1,6,4,4205,0,126
57,57,[0],"[2,5]","",333,[0],[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,56,1,6,4,4205,0,126
58,58,[0],"[2,3]","",335,"[10,10,34]",[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,2,0,7146,8130,8142,4394,5196,7778,7248,8196,6748,4046,0,0,56,1,6,4,4205,0,126
59,59,"[3,4]",[],"",334,[0],[],"A travelling merchant offers wares in perilous times.","Un marchand itinérant propose des marchandises en des temps périlleux.","Ein reisender Händler bietet Waren in gefährlichen Zeiten an.","危険な時代に旅商人が品物を提供している。","위험천만한 시대에 유랑 상인이 물건을 팝니다.","Um mercador viajante oferece mercadorias em tempos perigosos.","Странствующий торговец предлагает товары в тяжёлые времена.","Un mercader ambulante ofrece sus mercancías en tiempos peligrosos.","พ่อค้าพเนจรเร่ขายสินค้า\r\nในยุคสมัยที่อันตรายยิ่ง","一名行商在險峻的時代販售商品。",0,1,0,6994,7970,7956,4294,5078,7618,7092,8022,6596,3948,0,0,56,1,6,4,4205,0,126
60,60,"[4,8]",[],"",274,[0],[525],"Vice wears a mask of simplicity.","Le vice arbore un masque de simplicité.","Die Maske des Lasters ist schlicht.","悪行は簡単さの仮面を被っている。","악덕은 단순함의 가면을 쓰고 있습니다.","O vício usa uma máscara de simplicidade.","Порок носит маску простоты.","El vicio porta una máscara de simplicidad.","ความเลวทรามใส่หน้ากาก\r\nแห่งความเรียบง่าย","罪惡戴著單純的面具。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,57,0,3,0,4205,0,""
61,61,[5],[],206,207,"[200,200,2000]",[406],"Aeons of wear have rotted steel to its core.","Des siècles d'usure ont fini par corrompre l'acier.","Äonen der Abnutzung haben den Stahl bis in sein Innerstes verrosten lassen.","悠久の風化が鋼鉄を芯まで腐らせた。","강철이 영겁의 세월 동안 닳아, 속속들이 썩었습니다.","Eras de desgaste apodreceram o aço até o núcleo.","Века износа сгноили сталь до основания.","Eones de desgaste han podrido el acero hasta su núcleo.","การสึกกร่อนชั่วกัลป์กัดกร่อนเหล็กกล้า\r\nให้เหลือเพียงแก่น","經年累月的磨損使鋼鐵破敗不堪。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,0,0,3,0,4205,0,""
62,62,"[3,4]",[],208,209,"[200,200,2000]",[546],"Humid air chokes and twists everything it touches.","L'air humide étouffe et déforme tout ce qu'il touche.","Die feuchte Luft erstickt und verändert alles, was sie berührt.","蒸し暑い空気が触れたもの全てを窒息させ歪めていく。","습한 공기가 닿는 것은 무엇이든 숨이 막히고 뒤틀립니다.","O ar úmido sufoca e distorce tudo o que toca.","Влажный воздух душит и искривляет всё, к чему прикасается.","El aire húmedo asfixia y retuerce todo lo que toca.","อากาศอับชื้นทำให้ทุกสิ่ง\r\nต้องอุดตันและบิดเบือนไป","潮濕的空氣使它接觸到的生物窒息和扭曲。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,1,0,3,0,4205,0,""
63,63,[4],[],210,211,"[200,200,2000]",[555],"The land returns the dead as easily as it received them.","La terre renvoie les morts aussi facilement qu'elle les a reçus.","Das Land gibt die Toten so einfach zurück, wie es sie empfangen hat.","この地は死者を受け取るのと同じ気軽さで返却する。","땅이 죽은 자를 받아들인 만큼 쉽게 돌려보냅니다.","A terra devolve os mortos tão facilmente quanto os recebeu.","Земля возвращает мёртвых так же легко, как и принимает их.","La tierra devuelve a los muertos con la misma facilidad con la que los ha recibido.","แผ่นดินส่งคนตายกลับคืนมา\r\nได้ง่ายพอกับที่มันรับไป","大地讓亡者歸還，如同接納他們一樣容易。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,2,0,3,0,4205,0,""
64,64,[4],[0],214,215,"[200,200,2000]",[429],"Mud and air seethes with warped life.","La boue et l'air sont imprégnés d'une vie pervertie.","Schlamm und Luft brodeln vor entstelltem Leben.","泥と空気に歪んだ命が溢れている。","진흙밭과 하늘이 기괴한 생명체로 가득합니다.","O lodo e o ar fervem com vida distorcida.","Грязь и воздух кишат извращённой жизнью.","El barro y el aire hierven de vida deformada.","โคลนและอากาศเต็มไป\r\nด้วยสิ่งมีชีวิตบิดเบี้ยว","泥漿、空氣與扭曲的生命一起沸騰著。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,3,0,3,0,4205,0,""
65,65,[3],[],"",356,"[20,20,200]",[],"A fortress of fallen wood.\n\nFully clear this area to claim it as a Hideout.","Une forteresse de bois mort.\n\nNettoyez complètement cette zone pour la revendiquer comme Repaire.","Eine Festung aus gefallenem Holz.\n\nSäubert das Gebiet vollständig, um das Versteck zu beanspruchen.","倒れた木の砦だ。\n\nこのエリアの敵を掃討し、隠れ家として手に入れよう。","쓰러진 나무로 만들어진 요새입니다.\n\n이 지역의 적을 모조리 소탕하면 이곳을 은신처로 삼을 수 있습니다.","Uma fortaleza de madeira tombada.\n\nLimpe completamente esta área para tomá-la como Refúgio.","Крепость из упавших деревьев.\n\nПолностью зачистите эту область, чтобы присвоить её в качестве убежища.","Una fortaleza de madera caída.\n\nLimpia completamente esta área para reclamarla como guarida.","ปราการซากไม้\n\nกวาดล้างด่านนี้โดยสมบูรณ์เพื่อยึดครองมาเป็นที่ซ่อนของคุณ","一座倒地木材建造的堡壘。\n\n徹底清理此區域，即可佔領它做為藏身處。",0,1,0,8534,9710,9740,5348,6296,9262,8744,9772,8202,4928,0,0,41,1,0,3,4205,0,119
66,66,[0],"[2,3,5,1]","",357,"[5,5,50]",[],"A forgotten grotto, lost to the world.\n\nFully clear this area to claim it as a Hideout.","Une grotte oubliée, perdue aux yeux du monde.\n\nNettoyez complètement cette zone pour la revendiquer comme Repaire.","Eine vergessene Grotte, verloren für die Welt.\n\nSäubert das Gebiet vollständig, um das Versteck zu beanspruchen.","世界から失われし、忘れ去られた洞窟だ。\n\nこのエリアの敵を掃討し、隠れ家として手に入れよう。","세간의 기억에서 사라져 잊힌 동굴입니다.\n\n이 지역의 적을 모조리 소탕하면 이곳을 은신처로 삼을 수 있습니다.","Uma gruta esquecida, perdida no mundo.\n\nLimpe completamente esta área para tomá-la como Refúgio.","Забытый грот, потерянный для мира.\n\nПолностью зачистите эту область, чтобы присвоить её в качестве убежища.","Una gruta olvidada, ajena al mundo.\n\nLimpia completamente esta área para reclamarla como guarida.","ถ้ำลอดที่โลกลืมเลือน\n\nกวาดล้างด่านนี้โดยสมบูรณ์เพื่อยึดครองมาเป็นที่ซ่อนของคุณ","一個遺忘石窟，被世界所忘卻。\n\n徹底清理此區域，即可佔領它做為藏身處。",0,1,0,8534,9710,9740,5348,6296,9262,8744,9772,8202,4928,0,0,41,1,0,3,4205,0,119
67,67,[5],[],"",358,"[20,20,200]",[],"A fragment of a glorious past.\n\nFully clear this area to claim it as a Hideout.","Un morceau d'un passé glorieux.\n\nNettoyez complètement cette zone pour la revendiquer comme Repaire.","\r\nEin Fragment einer glorreichen Vergangenheit.\n\nSäubert das Gebiet vollständig, um das Versteck zu beanspruchen.","輝かしき過去の断片だ。\n\nこのエリアの敵を掃討し、隠れ家として手に入れよう。","영광스러운 과거의 편린입니다.\n\n이 지역의 적을 모조리 소탕하면 이곳을 은신처로 삼을 수 있습니다.","Um fragmento de um passado glorioso.\n\nLimpe completamente esta área para tomá-la como Refúgio.","Фрагмент великолепного прошлого.\n\nПолностью зачистите эту область, чтобы присвоить её в качестве убежища.","Un fragmento de un pasado glorioso.\n\nLimpia completamente esta área para reclamarla como guarida.","ชิ้นส่วนอดีตอันรุ่งโรจน์\n\nกวาดล้างด่านนี้โดยสมบูรณ์เพื่อยึดครองมาเป็นที่ซ่อนของคุณ","一塊光榮往昔的碎片。\n\n徹底清理此區域，即可佔領它做為藏身處。",0,1,0,8534,9710,9740,5348,6296,9262,8744,9772,8202,4928,0,0,41,1,0,3,4205,0,119
68,68,[2],[],"",359,"[20,20,200]",[],"A moment in time, on the eve of the end.\n\nFully clear this area to claim it as a Hideout.","Un moment dans le temps, à l'aube de la fin.\n\nNettoyez complètement cette zone pour la revendiquer comme Repaire.","Ein Moment in der Zeit, am Vorabend des Endes.\n\nSäubert das Gebiet vollständig, um das Versteck zu beanspruchen.","終末の前夜の、時の中の一瞬。\n\nこのエリアの敵を掃討し、隠れ家として手に入れよう。","종말의 전야, 시간 속의 한 순간입니다.\n\n이 지역의 적을 모조리 소탕하면 이곳을 은신처로 삼을 수 있습니다.","Um momento no tempo, na véspera do fim.\n\nLimpe completamente esta área para tomá-la como Refúgio.","Мгновенье во времени накануне конца света.\n\nПолностью зачистите эту область, чтобы присвоить её в качестве убежища.","Un momento en el tiempo, en la víspera del fin.\n\nLimpia completamente esta área para reclamarla como guarida.","ช่วงหนึ่งในกาลเวลา คราที่ใกล้จุดจบ\n\nกวาดล้างด่านนี้โดยสมบูรณ์เพื่อยึดครองมาเป็นที่ซ่อนของคุณ","時光中的一瞬間，就在結束的前一夜。\n\n徹底清理此區域，即可佔領它做為藏身處。",0,1,0,8534,9710,9740,5348,6296,9262,8744,9772,8202,4928,0,0,41,1,0,3,4205,0,119
69,69,[8],[],307,308,"[200,200,2000]","[537,538,539]","Wet stone emanates an inner warmth. Vaal brilliance lies in wait.","La pierre humide dégage une chaleur intérieure. La splendeur des Vaal attend patiemment.","Nasser Stein strahlt eine innere Wärme aus. Die Brillanz der Vaal liegt auf der Lauer.","濡れた石が内から熱を放っている。ヴァールの輝きが待っている。","물에 젖은 돌이 안에 깃든 온기를 발산합니다. 바알의 우수성을 파헤쳐 보십시오.","A pedra molhada emana um calor interno. O brilho Vaal aguarda. ","Мокрый камень источает тепло. Терпеливое ожидание – залог превосходства ваал.","La piedra húmeda emana calor de su interior. La inteligencia de los vaal está a la espera.","ศิลาเปียกปอนยังแผ่ไออุ่นจากภายใน\r\nความปราดเปรื่องของชาววาล์ร่ำรออยู่","潮濕的石頭散發出一股暖意。瓦爾的才智正靜靜等待。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,60,0,3,0,4205,0,""
70,70,[7],[],309,310,"[100,100,1000]",[468],"The waters have returned, but no empire remains to greet them.","Les eaux sont revenues, mais nul empire ne subsiste pour les accueillir.","Das Wasser ist zurückgekehrt, aber niemand ist mehr da, um es zu begrüßen.","水は戻ったがそれを迎える帝国はもう残っていない。","물은 돌아왔지만, 물을 맞을 제국은 남아 있지 않습니다.","As águas retornaram, mas não existe nenhum império para recebê-las.","Воды вернулись, но не осталось империи, чтобы их встретить.","Los ríos han regresado, pero no queda ningún imperio para recibirlos.","สายธารหวนคืนมาแล้ว\r\nทว่าไม่เหลืออาณาจักรใดต้อนรับ","流水重返此地，當初迎接它前來的帝國卻已不復存在。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,61,0,3,0,4205,0,""
71,71,"[1,8]",[],311,312,"[200,200,2000]","[512,515]","The cult of Kamasa exploited Utzaal long before its fall.","Le culte de Kamasa a exploité Utzaal bien avant sa chute.","Der Kamasa-Kult beutete Utzaal lange vor seinem Untergang aus.","カマサの教団はウトザールが滅びる遥か以前からそれを利用していた。","카마사 교단은 웃자알이 몰락하기 오래전 그곳을 착취했습니다.","O culto de Kamasa explorou Utzaal muito antes de sua queda. ","Культ Камасы пил соки из Утцааля задолго до его падения.","El culto de Kamasa se aprovechó de Utzaal mucho antes de su caída.","ลัทธิคามาซาหาประโยชน์จากอุทซาลมาช้านาน\r\nก่อนที่มันจะล่มสลาย","卡瑪薩邪教早在奧札爾墮落前便將其掏空殆盡。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,62,0,3,0,4205,0,""
72,72,"[2,8]",[],313,314,"[200,200,2000]",[],"Remnants of Vaal artifice still remain.","Des vestiges de l'artifice Vaal subsistent encore.","Überreste der Vaal-Technologie sind noch vorhanden.","ヴァールの技術の残骸が未だに残っている。","바알이 세운 책략의 흔적이 아직 남아 있습니다.","Resquícios da artimanha Vaal ainda permanecem. ","Останки изобретений ваал видны по сей день.","Aún quedan remanentes del artificio de los vaal.","ซากของเล่ห์กลวาล์ยังคงอยู่","瓦爾機巧的殘骸依然存在。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,63,0,3,0,4205,0,""
73,73,"[5,7]",[],315,316,[0],[448],"Bleak heights overlook a devastated land.","Des sommets mornes surplombent une terre dévastée.","Kahle Höhen überragen ein verwüstetes Land.","荒涼とした高所が破滅した地を見下ろしている。","음산한 고원이 황폐한 땅을 내려다봅니다.","Alturas sombrias sobrepõem uma terra devastada.","Мрачные скалы возвышаются над опустошённой землёй.","Desde las alturas inhóspitas se observa una tierra devastada.","ยอดสูงเสียดฟ้าตั้งตระหง่าน\r\nเหนือแผ่นดินที่ล่มสลาย","寒風刺骨的高處俯視著飽受摧殘的土地。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,"",0,4,6,4205,0,118
74,74,[2],[],317,318,[0],[505],"Life still clings to the highest places.","La vie s'accroche encore aux endroits les plus élevés.","An den höchsten Orten gibt es noch Anzeichen von Leben.","最も高い場所には未だ生命がしがみついている。","가장 높은 곳에 아직 생명이 들러붙어 있습니다.","A vida ainda se agarra aos lugares mais altos.","Жизнь все еще цепляется за самые высокие места.","La vida aún se aferra a los lugares más altos.","ชีวิตยังคงยืนยง\r\nในสถานที่สูงยิ่ง","生命無所謂高處不勝寒。",0,1,0,72,72,72,72,72,72,72,72,72,72,0,0,"",0,4,6,4205,0,118
