"rownum","Id","SoundFile","SoundFile_2D","bool","string"
212,"DistilledEmotion","Audio/Sound Effects/ItemSounds/4.0/Leagues/Delirium/DistilledEmotions/DistilledEmotions_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Leagues/Delirium/DistilledEmotions/DistilledEmotions_Move.ogg2d","",""
213,"AtlasMapSpread","","Audio/Sound Effects/UI/Atlas/Conquerors/MapSpread.ogg",1,""
214,"AtlasPlaceMap","","Audio/Sound Effects/UI/Atlas/Conquerors/PlaceMap.ogg",1,""
215,"AtlasUnlockNode","","Audio/Sound Effects/UI/Atlas/Conquerors/UnlockedNode.ogg",1,""
216,"AtlasStrongholdDissipate","","Audio/Sound Effects/UI/Atlas/Stronghold/Dissipate.ogg",1,""
217,"AtlasStrongholdLock","","Audio/Sound Effects/UI/Atlas/Stronghold/Lock.ogg",1,""
218,"TreeExpandSmall","","Audio/Sound Effects/UI/TreeExpand/ExpandSmall.ogg","",""
219,"TreeExpandMedium","","Audio/Sound Effects/UI/TreeExpand/ExpandMedium.ogg","",""
220,"TreeExpandLarge","","Audio/Sound Effects/UI/TreeExpand/ExpandLarge.ogg","",""
221,"AtlasFavourMapSelectSocket","","Audio/Sound Effects/UI/Synthesis/SelectMemory.ogg","",""
222,"AtlasFavourMapDeselectSocket","","Audio/Sound Effects/UI/Synthesis/Remove.ogg","",""
223,"AtlasFavourMapSuccessFavour","","Audio/Sound Effects/UI/Synthesis/Place.ogg","",""
224,"AtlasFavourMapFailFavour","","Audio/Sound Effects/UI/GenericFail/GenericFail.ogg","",""
225,"AtlasFavourMapClearFavour","","Audio/Sound Effects/UI/Synthesis/Remove.ogg","",""
226,"MapDeviceModSelect","","Audio/Sound Effects/UI/MapDevice/SelectMod.ogg","",""
227,"MapDeviceMasterSelect","","Audio/Sound Effects/UI/MapDevice/SelectMaster.ogg","",""
228,"HarvestSeedT1","Audio/Sound Effects/ItemSounds/HarvestLeague/SeedDrops/HarvestSeedDropT1.ogg","Audio/Sound Effects/ItemSounds/HarvestLeague/SeedDrops/HarvestSeedDropT1.ogg2d","",""
229,"HarvestCraftActivate","","Audio/Sound Effects/UI/Harvest/Craft.ogg","",""
230,"HarvestCraftSelection","","Audio/Sound Effects/UI/Harvest/Selection.ogg","",""
231,"HarvestCraftCondenser","","Audio/Sound Effects/UI/Harvest/Condenser.ogg","",""
232,"HeistSignContract","","Audio/Sound Effects/UI/Heist/SignContract.ogg","",""
233,"HeistWaxSeal","","Audio/Sound Effects/UI/Heist/WaxSeal.ogg","",""
234,"CombineMicro","","Audio/Sound Effects/UI/CombineMicro/Combine.ogg",1,""
235,"HeistCoins","Audio/Sound Effects/ItemSounds/HeistCoin.ogg","Audio/Sound Effects/ItemSounds/HeistCoin.ogg2d","",""
236,"HeistBlueprintReveal","","Audio/Sound Effects/UI/Heist/BlueprintReveal.ogg","",""
237,"HeistBlueprintFail","","Audio/Sound Effects/UI/Heist/BlueprintRevealFail.ogg","",""
238,"HeistStashOpen","","Audio/Sound Effects/UI/Heist/OpenStash.ogg","",""
239,"HeistStashClose","","Audio/Sound Effects/UI/Heist/CloseStash.ogg","",""
240,"RitualOpen","","Audio/Sound Effects/UI/Ritual/OpenRitualUI.ogg","",""
241,"RitualSuspend","","Audio/Sound Effects/UI/Ritual/SuspendRitualUI.ogg","",""
242,"RitualConfirmSuspend","","Audio/Sound Effects/UI/Ritual/ConfirmSuspend.ogg","",""
243,"RitualExitSuspend","","Audio/Sound Effects/UI/Ritual/ExitSuspendSG","",""
244,"TrinityCharged","","Audio/Sound Effects/UI/Skill/TrinitySupport/TrinityCharged.ogg","",""
245,"TrinityDepleted","","Audio/Sound Effects/UI/Skill/TrinitySupport/TrinityDepleted.ogg","",""
246,"UnlockMaven","","Audio/Sound Effects/UI/Maven/UnlockMaven.ogg","",""
247,"AtlasCapturedLeftCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/CapturedLeft.ogg","",""
248,"AtlasRegionCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/RegionCitadel.ogg","",""
249,"AtlasNullCitadel","","Audio/Sound Effects/UI/Atlas/Citadel/NullCitadel.ogg","",""
250,"RitualPurchase","","Audio/Sound Effects/UI/Ritual/RitualPurchase.ogg","",""
251,"RitualReroll","","Audio/Sound Effects/UI/Ritual/RerollRitual.ogg","",""
252,"AtlasConfirmPassive","","Audio/Sound Effects/UI/Atlas/Passives/ConfirmPassive.ogg","",""
253,"AtlasUnlockPassive","","Audio/Sound Effects/UI/Atlas/Passives/UnlockPassive.ogg","",""
254,"ObaGong","","Audio/Sound Effects/Misc/UniqueMapNote01.ogg","",""
255,"UltimatumStartEncounter","","Audio/Sound Effects/UI/4.0/Ascendancy/VaalTrials/VaalTrialsStartEncounter.ogg","",""
256,"UltimatumEncounterUIStart","","Audio/Sound Effects/UI/4.0/Ascendancy/VaalTrials/VaalTrialsEncounterUIStart.ogg","",""
257,"UltimatumChooseReward","","Audio/Sound Effects/UI/4.0/Ascendancy/VaalTrials/VaalTrialsChooseReward.ogg","",""
258,"UltimatumEndTimer","","Audio/Sound Effects/UI/Ultimatum/UltimatumEndTimer.ogg","",""
259,"UltimatumTimerHeartbeat","","Audio/Sound Effects/UI/Ultimatum/UltimatumTimerHeartbeat.ogg","",""
260,"UltimatumOutOfRingStart","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing.ogg","",""
261,"UltimatumOutOfRing3Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing2.ogg","",""
262,"UltimatumOutOfRing2Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing3.ogg","",""
263,"UltimatumOutOfRing1Sec","","Audio/Sound Effects/UI/Ultimatum/UltimatumOutOfRing4.ogg","",""
264,"RoyaleCountIn5","","Audio/Sound Effects/UI/Royale/Royale_CountIn_05.ogg","",""
265,"RoyaleCountIn4","","Audio/Sound Effects/UI/Royale/Royale_CountIn_04.ogg","",""
266,"RoyaleCountIn3","","Audio/Sound Effects/UI/Royale/Royale_CountIn_03.ogg","",""
267,"RoyaleCountIn2","","Audio/Sound Effects/UI/Royale/Royale_CountIn_02.ogg","",""
268,"RoyaleCountIn1","","Audio/Sound Effects/UI/Royale/Royale_CountIn_01.ogg","",""
269,"RoyaleCountIn0","","Audio/Sound Effects/UI/Royale/Royale_CountIn_00.ogg","",""
270,"RoyaleEventStartSG","","Audio/Sound Effects/UI/Royale/Royale_EventStart.ogg","",""
271,"RoyaleEventEndSG","","Audio/Sound Effects/UI/Royale/Royale_EventEnd.ogg","",""
272,"RoyalePlayerKillSG","Audio/Sound Effects/UI/Royale/Royale_Kill.ogg","","",""
273,"ExpeditionVendorCurrencySmall","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencySmall.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencySmall.ogg2d","",""
274,"ExpeditionVendorCurrencyMedium","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyMed.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyMed.ogg2d","",""
275,"ExpeditionVendorCurrencyLarge","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyLarge.ogg","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyLarge.ogg2d","",""
276,"ItemRevealFlashMagic","","Audio/Sound Effects/UI/Expedition/GambleRevealMagic.ogg","",""
277,"ItemRevealFlashRare","","Audio/Sound Effects/UI/Expedition/GambleRevealRare.ogg","",""
278,"ItemRevealFlashUnique","","Audio/Sound Effects/UI/Expedition/GambleRevealUnique.ogg","",""
279,"ItemRevealFlashCorrupted","","Audio/Sound Effects/UI/Expedition/GambleRevealRare.ogg","",""
280,"ExpeditionStashClose","","Audio/Sound Effects/UI/Expedition/CloseStash.ogg","",""
281,"ExpeditionStashOpen","","Audio/Sound Effects/UI/Expedition/OpenStash.ogg","",""
282,"ScourgeForward","","Audio/Sound Effects/Skills/ScourgeLeague/Mechanics/Encounter/Forward.ogg","",""
283,"ScourgeBackward","","Audio/Sound Effects/Skills/ScourgeLeague/Mechanics/Encounter/Backward.ogg","",""
284,"ScourgeCrucibleEquip","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Equip.ogg","",""
285,"ScourgeCrucibleitem","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Item.ogg","",""
286,"ScourgeVisceraCauldron","","Audio/Sound Effects/UI/ScourgeLeague/VisceraCauldron_Item.ogg","",""
287,"ScourgeCruciblePlace","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Place.ogg","",""
288,"ScourgeCrucibleMenu","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucible_Menu.ogg","",""
289,"ScourgeCrucibleTransform","","Audio/Sound Effects/UI/ScourgeLeague/BloodCrucibleTransform.ogg","",""
290,"PassiveTreeApplyPoints","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeApplyPoints.ogg","",""
291,"PassiveTreeNode","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeNodes.ogg","",""
292,"PassiveTreeMasteryClick","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeMasteryClick.ogg","",""
293,"PassiveTreeRespec","","Audio/Sound Effects/UI/PassiveTree/PassiveRespecApply.ogg","",""
294,"ScourgeTalentAssign","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Assign.ogg","",""
295,"ScourgeTalentCrucible","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Crucible.ogg","",""
296,"ScourgeTalentFurnace","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Furnace.ogg","",""
297,"PassiveTreeMasteryFire","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateFire.ogg","",""
298,"PassiveTreeMasteryCold","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCold.ogg","",""
299,"PassiveTreeMasteryLightning","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateLightning.ogg","",""
300,"PassiveTreeMasteryLife","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateLife.ogg","",""
301,"PassiveTreeMasteryMana","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMana.ogg","",""
302,"PassiveTreeMasteryBow","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateBow.ogg","",""
303,"PassiveTreeMasteryProjectile","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateProjectile.ogg","",""
304,"PassiveTreeMasteryChaos","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateChaos.ogg","",""
305,"PassiveTreeMasteryImpale","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateImpale.ogg","",""
306,"PassiveTreeMasteryWarcry","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateWarcry.ogg","",""
307,"PassiveTreeMasteryArmour","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmour.ogg","",""
308,"PassiveTreeMasteryArmourES","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmourES.ogg","",""
309,"PassiveTreeMasteryArmourEvasion","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateArmourEvasion.ogg","",""
310,"PassiveTreeMasteryBleed","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateBleed.ogg","",""
311,"PassiveTreeMasteryDaggerClaw","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateDaggerClaw.ogg","",""
312,"PassiveTreeMasteryElemental","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateElemental.ogg","",""
313,"PassiveTreeMasteryEnergyShield","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEnergyShield.ogg","",""
314,"PassiveTreeMasteryEvasion","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEvasion.ogg","",""
315,"PassiveTreeMasteryEvasionES","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateEvasionES.ogg","",""
316,"PassiveTreeMasteryFlask","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateFlask.ogg","",""
317,"PassiveTreeMasteryMace","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMace.ogg","",""
318,"PassiveTreeMasteryMinions","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateMinions.ogg","",""
319,"PassiveTreeMasteryPhysical","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocatePhysical.ogg","",""
320,"PassiveTreeMasteryPoison","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocatePoison.ogg","",""
321,"PassiveTreeMasterySwordAxe","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateSwordAxe.ogg","",""
322,"PassiveTreeMasteryTotem","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateTotem.ogg","",""
323,"PassiveTreeMasteryTrap","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateTrap.ogg","",""
324,"PassiveTreeMasteryResistance","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateResistance.ogg","",""
325,"PassiveTreeMasteryAccuracy","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateAccuracy.ogg","",""
326,"PassiveTreeMasteryAttributes","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateAttributes.ogg","",""
327,"PassiveTreeMasteryCaster","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCaster.ogg","",""
328,"PassiveTreeMasteryCharges","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCharges.ogg","",""
329,"PassiveTreeMasteryCritical","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateCritical.ogg","",""
330,"PassiveTreeMasteryRecovery","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateRecovery.ogg","",""
331,"PassiveTreeMasteryStun","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateStun.ogg","",""
332,"ScourgeTalentApply","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Apply.ogg","",""
333,"ScourgeTalentApply2","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Apply.ogg","",""
334,"ScourgeBarChargeHalf","","Audio/Sound Effects/UI/ScourgeLeague/CrucibleChargeHalf.ogg","",""
335,"ScourgeBarChargeFull","","Audio/Sound Effects/UI/ScourgeLeague/CrucibleChargeFull.ogg","",""
336,"ExpeditionCurrencyAutoLoot","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoPickup.ogg","",""
337,"PassiveTreeMasteryDuration","","Audio/Sound Effects/UI/PassiveTree/MasteryAllocate/PassiveTreeMasteryAllocateDuration.ogg","",""
338,"ScourgeTalentAssignFinal","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_AssignFinal.ogg","",""
339,"ScourgeTalentUnique","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Unique.ogg","",""
340,"ExpeditionCurrencyAutoLootSmall","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoSmall.ogg","",""
341,"ExpeditionCurrencyAutoLootMed","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoMed.ogg","",""
342,"ExpeditionCurrencyAutoLootLarge","","Audio/Sound Effects/ItemSounds/ExpeditionLeague/ExpeditionCurrencyAutoLarge.ogg","",""
343,"PassiveTreeKeystone","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeKeystone.ogg","",""
344,"ScourgeTalentRespec","","Audio/Sound Effects/UI/ScourgeLeague/TalentTree_Respec.ogg","",""
345,"PassiveTreeJewel","","Audio/Sound Effects/UI/PassiveTree/PassiveTreeJewel.ogg","",""
346,"ScourgeUpgradeMicrowave","","Audio/Sound Effects/UI/ScourgeLeague/UpgradeMicrowave.ogg","",""
347,"PantheonMajor","","Audio/Sound Effects/UI/Pantheon/PantheonMajor.ogg","",""
348,"PantheonMinor","","Audio/Sound Effects/UI/Pantheon/PantheonMinor.ogg","",""
349,"PantheonMenu","","Audio/Sound Effects/UI/Pantheon/PantheonMenu.ogg","",""
350,"AtlasInsertWatchstoneMaven","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneMaven.ogg","",""
351,"AtlasInsertWatchstoneElder","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneElder.ogg","",""
352,"AtlasInsertWatchstoneCleansing","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneCleansing.ogg","",""
353,"AtlasInsertWatchstoneTangle","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/InsertWatchstoneTangle.ogg","",""
354,"AtlasPassiveTreeSelect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelect.ogg","",""
355,"AtlasPassiveTreeDeselect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveDeselect.ogg","",""
356,"AtlasPassiveTreeConfirmSelection","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveConfirmSelection.ogg","",""
357,"AtlasPassiveTreeMouseOver","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveMouseOver.ogg","",""
358,"AtlasPassiveTreeHover","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveHover.ogg","",""
359,"AtlasPassiveTreeTravel","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveTravel.ogg","",""
360,"AtlasPassiveTreeSelectNotable","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelectNotable.ogg","",""
361,"ArchnemesisModSelect","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_Select.ogg","",""
362,"ArchnemesisModPlace","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_Place.ogg","",""
363,"ArchnemesisModPlaceLayer","","Audio/Sound Effects/UI/ArchnemesisLeague/ArchnemesisMod_PlaceB.ogg","",""
364,"AtlasPassivePoint","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassivePoint.ogg","",""
365,"ArchnemesisStatueClick","","Audio/Sound Effects/UI/ArchnemesisLeague/Statue/ClickStatue.ogg","",""
366,"ArchnemesisEncounterStart","","Audio/Sound Effects/UI/ArchnemesisLeague/Statue/BeginEncounter.ogg","",""
367,"EldritchCurrencyUseIchor","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ichor.ogg","",""
368,"EldritchCurrencyUseIchorT4","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ichor_Tier4.ogg","",""
369,"EldritchCurrencyUseEmber","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ember.ogg","",""
370,"EldritchCurrencyUseEmberT4","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Ember_Tier4.ogg","",""
371,"EldritchCurrencyUseConflict","","Audio/Sound Effects/ItemSounds/EldritchCurrency/Currency_Eldritch_Conflict.ogg","",""
372,"AtlasPassiveTreeRefund","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveRefund.ogg","",""
373,"AtlasPassiveTreeRefundAccept","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveRefundAccept.ogg","",""
374,"AtlasInsertWatchstoneTravel","","Audio/Sound Effects/UI/Atlas/ScarsWatchstones/WatchstoneTravel.ogg","",""
375,"AtlasPassiveTreeMasteryClick","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveMasteryClick.ogg","",""
376,"VaultPassOpen","","Audio/Sound Effects/UI/VaultPass/OpenVaultPass.ogg","",""
377,"VaultPassItemHover","","Audio/Sound Effects/UI/VaultPass/ItemHover.ogg","",""
378,"VaultPassRewardUnlockPoint","","Audio/Sound Effects/UI/VaultPass/VaultPassRewardUnlock.ogg","",""
379,"AscendancyZoom","","Audio/Sound Effects/UI/Ascendancy/Zoom_$(#).ogg","",""
380,"AscendancySelect","","Audio/Sound Effects/UI/Ascendancy/Select_02.ogg","",""
381,"UseFlaskEmpty","","Audio/Sound Effects/ItemSounds/flaskdrinkempty.ogg","",""
382,"AtlasPassiveTreeSelectKeystone","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelectKeystone.ogg","",""
383,"AtlasPassiveTreeKeystoneBossEldritch","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneBossEldritch.ogg","",""
384,"AtlasPassiveTreeKeystoneCorruptMaps","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneCorruptMaps.ogg","",""
385,"AtlasPassiveTreeKeystoneCortex","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneCortex.ogg","",""
386,"AtlasPassiveTreeKeystoneEldritch","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneEldritch.ogg","",""
387,"AtlasPassiveTreeKeystoneEoW","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneEoW.ogg","",""
388,"AtlasPassiveTreeKeystoneMaps","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneMaps.ogg","",""
389,"AtlasPassiveTreeKeystoneMapsAtlas","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneMapsAtlas.ogg","",""
390,"AtlasPassiveTreeKeystoneMaven","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneMaven.ogg","",""
391,"AtlasPassiveTreeKeystoneMonster","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneMonster.ogg","",""
392,"AtlasPassiveTreeKeystoneSearing","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneSearing.ogg","",""
393,"AtlasPassiveTreeKeystoneShaper","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneShaper.ogg","",""
394,"AtlasPassiveTreeKeystoneShaperElder","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneShaperElder.ogg","",""
395,"AtlasPassiveTreeKeystoneSirus","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Keystones/AtlasKeystoneSirus.ogg","",""
396,"SentinelControllerItemDrop","Audio/Sound Effects/ItemSounds/SentinelLeague/Controller_Drop.ogg","Audio/Sound Effects/ItemSounds/SentinelLeague/Controller_Drop.ogg2d","",""
397,"SentinelPassiveTreeGamepadNavigateNode","","event:/Sound Effects/UI/Xbox/Scroll2.ogg","",""
398,"SentinelPassiveTreeGamepadNavigateWire","","event:/Sound Effects/UI/Xbox/Scroll3.ogg","",""
399,"SentinelPassiveTreeGamepadSelect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveSelect.ogg","",""
400,"SentinelPassiveTreeGamepadDeselect","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/AtlasPassiveDeselect.ogg","",""
401,"SentinelCraftStart","","Audio/Sound Effects/UI/SentinelLeague/Crafting/Start.ogg","",""
402,"SentinelCraftIdle","","Audio/Sound Effects/UI/SentinelLeague/Crafting/Idle.ogg","",""
403,"SentinelCraftEnd","","Audio/Sound Effects/UI/SentinelLeague/Crafting/End.ogg","",""
404,"SentinelDroneItemDrop","Audio/Sound Effects/ItemSounds/SentinelLeague/Sentinel_Drop.ogg","Audio/Sound Effects/ItemSounds/SentinelLeague/Sentinel_Drop.ogg2d","",""
405,"SentinelPassiveDronePowered","","Audio/Sound Effects/UI/SentinelLeague/Controller/Drone_Powered.ogg","",""
406,"SentinelPassiveDeselect","","Audio/Sound Effects/UI/SentinelLeague/Controller/Passive_Deselect.ogg","",""
407,"SentinelPassiveSelect","","Audio/Sound Effects/UI/SentinelLeague/Controller/Passive_Select.ogg","",""
408,"SentinelPassiveWire","","Audio/Sound Effects/UI/SentinelLeague/Controller/Wire.ogg","",""
409,"SentinelDroneEquip","","Audio/Sound Effects/UI/SentinelLeague/Drone_Equip.ogg","",""
410,"SentinelControllerEquip","","Audio/Sound Effects/UI/SentinelLeague/Controller/Controller_Equip.ogg","",""
411,"SentinelPlayerPowerLevelUp","","Audio/Sound Effects/Misc/SentinelLeague/PowerUp.ogg","",""
412,"SentinelCurrencyRightClick","","Audio/Sound Effects/UI/SentinelLeague/Crafting/Currency_RightClick.ogg","",""
413,"LakeIslandRise","Audio/Sound Effects/Environment/LakeLeague/Tiles/Island_Rise_SG.ogg","Audio/Sound Effects/Environment/LakeLeague/Tiles/Island_Rise_SG.ogg","",""
414,"AtlasMemoryLineApplied","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesClick.ogg","",""
415,"AtlasMemoryLineNodeAdded","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesMid.ogg","",""
416,"AtlasMemoryLineEndNodeAdded","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesEnd.ogg","",""
417,"AtlasMemoryLineNodeCompleted","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesCompleteNode.ogg","",""
418,"AtlasMemoryLineEndNodeCompleted","","Audio/Sound Effects/UI/Atlas/MemoryLines/MemoryLinesCompleteFull.ogg","",""
419,"LakeLeagueSelect","","Audio/Sound Effects/UI/LakeLeague/Select.ogg","",""
420,"LakeLeagueDeselect","","Audio/Sound Effects/UI/LakeLeague/Deselect.ogg","",""
421,"LakeLeaguePrint","","Audio/Sound Effects/UI/LakeLeague/Print.ogg","",""
422,"LakeLeagueDeviceOpen","","Audio/Sound Effects/UI/LakeLeague/Device_Open.ogg","",""
423,"LakeLeagueDeviceOpenTone","","Audio/Sound Effects/UI/LakeLeague/Device_Open_Tone.ogg","",""
424,"LakeLeagueConfirm","","Audio/Sound Effects/UI/LakeLeague/Confirm.ogg","",""
425,"LakeLeagueSelectTonal","","Audio/Sound Effects/UI/LakeLeague/Select_Tonal.ogg","",""
426,"LakeLeagueCraftingOpenTone","","Audio/Sound Effects/UI/LakeLeague/Craft_Open_Tone.ogg","",""
427,"LakeLeagueCraftingReflect","","Audio/Sound Effects/UI/LakeLeague/Craft_Reflect.ogg","",""
428,"LakeLeaguePortalOpenTone","","Audio/Sound Effects/UI/LakeLeague/Portal_Open_Tone.ogg","",""
429,"SanctumLeagueMapOpen","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/MapOpen.ogg","",""
