"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","rid_128","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid_256","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","AilmentThreshold","AilmentThreshold (French)","AilmentThreshold (German)","AilmentThreshold (Japanese)","AilmentThreshold (Korean)","AilmentThreshold (Portuguese)","AilmentThreshold (Russian)","AilmentThreshold (Spanish)","AilmentThreshold (Thai)","AilmentThreshold (Traditional Chinese)","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","i32_747","i32_751","i32_755"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","i32_759","i32_763","i32_767","BossHealthBar","rid_772","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","rid_810","f32_826","f32_830","bool_834","[string]_835","rid_851","i32_867","i32_871","f32_875","rid_879","bool_895","i32_896","bool_900","i32_901","rid_905"
192,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedUnarmed",105,7,2,5,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet3_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,5,1,0,"[713,714,1025,73,752,52]",100,[],40,105,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","stance5",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[],[],"","","","",0,[],[],[],"",10,4,6,0,0,2,40984,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,102342,102538,102598,101568,101474,102486,101942,102618,102270,101290,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
193,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedUnarmedPhysics",105,7,2,5,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/Lumberjack3WetPhysics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12Physics_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,5,1,0,"[713,714,1025,73,752,52]",100,[],40,105,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","stance5",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[],[],"","","","",0,[],[],[],"",5,4,6,0,0,2,2378,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,104366,104562,104622,103592,103498,104510,103966,104642,104294,103314,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
194,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedOneHandAxe",105,7,2,5,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet3_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,10,1,0,"[1030,713,714,73,752,52]",100,[],40,105,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[13892],[],"",11,"","",0,[],[],[],"",4,4,6,0,0,2,5350,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,104808,105004,105064,104034,103940,104952,104408,105084,104736,103756,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
195,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedOneHandAxePhysics",105,7,2,5,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/Lumberjack3WetPhysics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12Physics_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,10,1,0,"[1030,713,714,73,752,52]",100,[],40,105,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[13892],[],"",11,"","",0,[],[],[],"",2,4,6,0,0,2,63162,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,105264,105460,105520,104490,104396,105408,104864,105540,105192,104212,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
196,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedUnarmedHighAggroRange",105,7,2,5,7,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet3_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,5,1,0,"[1025,73,752,52]",100,[],135,135,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","stance5",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[],[],"","","","",0,[],[],[],"",10,4,6,0,0,2,58687,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,105680,105876,105936,104906,104812,105824,105280,105956,105608,104628,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
197,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedUnarmedHighAggroRangeMiller",105,7,2,5,7,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet3_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,5,1,0,"[1025,73,752,52]",100,[],135,135,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","stance5",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[],[],"","","","",0,[],[13238],[],"",10,4,6,0,0,2,55931,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,106124,106320,106380,105350,105256,106268,105724,106400,106052,105072,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
198,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedUnarmedPhysicsHighAggroRange",105,7,2,5,7,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/Lumberjack3WetPhysics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12Physics_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,5,1,0,"[1025,73,752,52]",100,[],135,135,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","stance5",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[],[],"","","","",0,[],[],[],"",5,4,6,0,0,2,12458,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,106554,106750,106810,105780,105686,106698,106154,106830,106482,105502,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
199,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedUnarmedPhysicsHighAggroRangeMiller",105,7,2,5,7,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/Lumberjack3WetPhysics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12Physics_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,5,1,0,"[1025,73,752,52]",100,[],135,135,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","stance5",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[],[],"","","","",0,[],[13238],[],"",5,4,6,0,0,2,23503,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,107012,107208,107268,106238,106144,107156,106612,107288,106940,105960,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
200,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedOneHandAxeHighAggroRange_",105,7,2,5,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet3_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,10,1,0,"[1030,73,752,52]",100,[],135,135,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[13892],[],"",11,"","",0,[],[],[],"",4,4,6,0,0,2,26530,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,107452,107648,107708,106678,106584,107596,107052,107728,107380,106400,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
201,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedOneHandAxeHighAggroRangeMiller",105,7,2,5,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet3_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,10,1,0,"[1030,73,752,52]",100,[],135,135,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[13892],[],"",11,"","",0,[],[13238],[],"",4,4,6,0,0,2,4106,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,107918,108114,108174,107144,107050,108062,107518,108194,107846,106866,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
202,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedOneHandAxePhysicsHighAggroRange",105,7,2,5,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/Lumberjack3WetPhysics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12Physics_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,10,1,0,"[1030,73,752,52]",100,[],135,135,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[13892],[],"",11,"","",0,[],[],[],"",2,4,6,0,0,2,38718,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,108370,108566,108626,107596,107502,108514,107970,108646,108298,107318,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
203,"Metadata/Monsters/Zombies/Lumberjack/LumberingDrownedOneHandAxePhysicsHighAggroRangeMiller",105,7,2,5,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet1Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet2Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/Lumberjack3WetPhysics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet4Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet5Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet6Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet7Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet8Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet9Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet10Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet11Physics_02.ao"",""Metadata/Monsters/Zombies/Lumberjack/LumberjackWet12Physics_02.ao""]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack",[6097],1,"","",100,2,6,10,1,0,"[1030,73,752,52]",100,[],135,135,700,500,0,[737],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5884,6015,5884,6015]","",9,"Drowned","Noyé","Wasserleiche","溺死体","익사자","Afogado","Утопленник","Ahogado","Drowned","浮屍",120,100,2505,[13892],[],"",11,"","",0,[],[13238],[],"",2,4,6,0,0,2,63505,"","","M","F","","","M","MS","M","","","",61,"","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,80,80,80,80,80,80,80,80,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,108850,109046,109106,108076,107982,108994,108450,109126,108778,107798,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],49,3,100,0.05,0,1,0,"",25,3
