"rownum","Id","MiscAnimated","f32_24","PreloadGroupsKeys","i32_44"
519,"TempestShieldBeamCelestial",6399,508.41,[],4
520,"ArchnemesisStatueChain",6459,400,[58],4
521,"ToxicRainVineAuspicious",6481,300,[],4
522,"ArchnemesisVoodooDollBeam",6499,1000,[58],4
523,"BlackStarLaserSpearLaser",6527,550,[],4
524,"ArchnemesisLivingCrystalBeam",6530,1000,[58],4
525,"BloodTendrilsBeamMercurial",6547,500,[],4
526,"BloodTendrilsBeamLiteMercurial",6548,500,[],4
527,"CleansingBossMavenZap",6557,1500,[],4
528,"InfiniteHungerMudBeam",6559,400,[],4
529,"SeethingChimeBloodBeam",6560,400,[],4
530,"ToxicRainVineVulcan",6566,300,[],4
531,"TRVineBeamAzmeri",8535,300,[],4
532,"MavenTangleOrbBeam",6595,1500,[],4
533,"ConsumeBossDoomLaserBeam",6597,1000,[],4
534,"ConsumeBossDoomLaserPulseBeam",6598,1000,[],4
535,"UniqueBootsGraspingVine",6604,300,[],3
536,"SentinelBeamLaserBlue",6842,490,[],4
537,"GolemBallHealingBeam",6861,500,[],4
538,"MagebloodPipe",6875,200,[],4
539,"GalvanicFieldBeam",6935,500,[],4
540,"CelestialGalvanicFieldBeam",6962,500,[],4
541,"AutomatonLightningTendrilsChannelledBeam",6969,1050,[],4
542,"AutomatonGalvanicFieldBeam",7010,500,[],4
543,"StarfallBloodScytheBeam",7053,400,[],4
544,"CatPolymorphWandBeam",7063,1000,[],4
545,"SanctumWallLaserBeam",7065,1000,[],4
546,"SanctumPaleEliteCasterBeam",7089,500,[],4
547,"MTXJellyfishSwarmBeam",7092,150,[],4
548,"MTXJellyfishSwarmBigBeam",7093,150,[],4
549,"MTXJellyfishSwarmProjectBeam",7094,100,[],4
550,"MTXJellyfishSwarmProjectBigBeam",7095,100,[],4
551,"MTXJellyfishSwarmSirenBeam",7096,100,[],4
552,"MTXJellyfishSwarmSirenBigBeam",7097,100,[],4
553,"MTXJellyfishSwarmVoidEmperorBeam",7098,100,[],4
554,"MTXJellyfishSwarmVoidEmperorBigBeam",7099,100,[],4
555,"SanctumLyciaTrackingBeam",7432,500,[],4
556,"MTXMasqueradePortalLaser1",7449,320,[],4
557,"MTXMasqueradePortalLaser2",7450,320,[],4
558,"MTXMasqueradePortalLaser3",7451,320,[],4
559,"MTXMasqueradePortalLaser4",7452,320,[],4
560,"SanctumGuardAzureBeam",7475,500,[],4
561,"SanctumFireBeam",7496,500,[],4
562,"MtxAtlasHideoutConnectorBeam",7524,500,[],4
563,"MTXTormentedArmourBeam",7523,475,[],4
564,"MTXPoltergeistPortalBeam",7529,175,[],4
565,"MTXPuppetMasterHandBeam",7614,600,[],4
566,"MTXClockworkItemPrinterBackAttachment",7623,200,[],4
567,"VaalRejuvenationTotemBeam",7647,475,[],4
568,"BloodGolemMaceBeam",7655,475,[],4
569,"VineBloodScytheBeam",7664,400,[],4
570,"RibratteBeam",6668,800,[],4
571,"AsalaLightningBeam",6669,600,[],4
572,"AsalaLightningBeamGround",6670,600,[],4
573,"DesertBatBeam",6692,475,[],4
574,"PerennialKingCorruptedGroundBeam",6694,675,[],4
575,"PerennialKingBallBeam",6705,1100,[],4
576,"DreadnoughtLizardTowChains",6710,950,[],4
577,"DreadnoughtLizardTowChainsLong",6711,2105,[],4
578,"BeetleBossFrontLaser",6731,500,[],4
579,"BeetleBossSideLaser",6732,500,[],4
580,"PerennialKingCorruptedGroundBeam2",6733,675,[],4
581,"PerennialKingCorruptedGroundBeam3",6734,675,[],4
582,"FarudinCartBridge01",6753,350,[],4
583,"FarudinCartBridge02",6754,600,[],4
584,"FarudinCartBridge03",6755,850,[],4
585,"BalbalaTeleport",6765,550,[],4
586,"TitanBossLaser",7106,400,[],4
587,"FarudinCartTowChain00",7108,114,[],4
588,"FarudinCartTowChain01",7109,310,[],4
589,"FarudinCartTowChain02",7110,600,[],4
590,"FarudinCartTowChain03",7111,850,[],4
591,"JungleDepthsVineBeam1",7122,500,[],4
592,"JungleDepthsVineBeam2",7123,500,[],4
593,"JungleDepthsVineBeam3",7124,500,[],4
594,"ChimeraBossFrostLaser",7151,500,[],4
595,"VaalConstructPyramidBeam",7184,500,[],4
596,"ChimeralVineBeam1",7125,500,[],4
597,"ChimeralVineBeam2",7126,500,[],4
598,"ChimeralVineBeam3",7127,500,[],4
599,"IgnagdukBasicProjBeam",7209,600,[],4
600,"IgnagdukFireWaveBeam",7210,600,[],4
601,"IgnagdukDoubleFireboltBeam",7211,600,[],4
602,"IgnagdukBonewallFirePullBeam",7212,600,[],4
603,"IgnagdukDoubleFirewallBeam",7213,600,[],4
604,"EelBossLightningLaser",7235,1000,[],4
605,"ViperLegionnaireTether",7224,300,[],4
606,"SavageMongrelTether",7225,299,[],4
607,"BloodTendrilsBeamBloodMage",7281,500,[],4
608,"BloodTendrilsBeamLiteBloodMage",7282,500,[],4
609,"VaalSunApparitionLaser",7250,1500,[],4
610,"SunWorshipperBeamBeam",7303,870,[],4
611,"VaalStormcallerBallLightningBeam",7256,225,[],4
612,"SunworshipperBlackholeSunBeam",7227,400,[],4
613,"BloodPriestSoulrendBeam",7307,300,[],4
614,"BloodPriestBossSoulrendBeam",7307,300,[],4
615,"BloodPriestBloodDrainBeam",7293,300,[],4
616,"ManOWarLightningTendrils",7328,1050,[],4
617,"VaalHumanoidStormcallerShockRifleBeam",7327,500,[],4
618,"CaptainRothMinionBeam",7329,750,[],4
619,"CaptainSandStormMinionBeam",9752,750,[],4
620,"VaalCyborgLightningArrowBeam",7270,325,[],4
621,"AnchormanChain",7300,300,[],4
622,"KedgeBayRope1",7128,500,[],4
623,"KedgeBayRope2",7129,500,[],4
624,"KedgeBayRope3",7130,500,[],4
625,"PaleHulkTentacle",7378,350,[],4
626,"BoatnautPlank01",7686,305,[],4
627,"BoatnautPlank02",7687,480,[],4
628,"BoatnautPlank03",7688,710,[],4
629,"SudokuTotemTikiArc",7689,1000,[],4
630,"YamaSoulrendBeam",7696,275,[],4
631,"OctopusParasiteTongue",7709,400,[],4
632,"BloodFeverCaptainHookChain",7734,300,[],4
633,"BaronBossHumanSwordBeam",7746,500,[],4
634,"TwilightSorcerorBeamBeam",7766,400,[],4
635,"BoatnautUpperPlank01",7786,305,[],4
636,"BoatnautUpperPlank02",7787,500,[],4
637,"BoatnautUpperPlank03",7788,775,[],4
638,"ChargedDashLaunch",7791,650,[],4
639,"ChargedDashDesertLaunch",7792,650,[],4
640,"PerennialKingBeaconLightningBeam",7799,210,[],4
641,"ElderPuppetTentacle",7804,1075,[],4
642,"RootedGuy5Beam",7806,800,[],4
643,"RootedGuyElectricHair",7807,350,[],4
644,"CocoonLightningTendrils",7808,500,[],4
645,"AbyssCocoonLightning",7809,495,[],4
646,"AbyssCocoonLightningTest",7810,495,[],4
647,"PrimordialMothCorpseDrainBeam",7871,775,[],4
648,"IceWendigoIceBreathBeam",7873,500,[],4
649,"CocoonLightningSphereBeam",7876,500,[],4
650,"ChannelledLightningBeam",7883,500,[],4
651,"PrisonerBossChain",7890,375,[],4
652,"Scientist1StormOrbBeam",7909,500,[],4
653,"ShadowThiefSlashLink",7987,500,[],4
654,"BogCorpseVolatileBeam",7972,700,[],4
655,"VaalStatueBossSnakeLasers",7976,600,[],4
656,"ChimeraBossLightningBreathBeam",7977,700,[],4
657,"VaalStatueBossWallLasers",7982,600,[],4
658,"SerpentCasterBossSummonBeam",7994,700,[],4
659,"ElectricFenceArrowWire",7997,500,[],4
660,"SanctumTotemHolySkyBeamBeam",7501,500,[],4
661,"SerpentCasterBossBoneBarrierBeam",8016,600,[],4
662,"SirenBossPetrificationBeam",7400,600,[],4
663,"UltimatumPetrificationBeam",7401,600,[],4
664,"MutantBirdDogUmbilicalCord",8035,400,[],4
665,"FlickerStrikeBeam",8044,200,[],4
666,"VaalStatueBossBallBeams",8051,600,[],4
667,"VaalStatueBossInvisBeam",8052,600,[],4
668,"PrisonerBossBloodTendrilBeam",8057,800,[],4
669,"VaalPyramidBeamAttack",8078,500,[],4
670,"VaalStatueBossOnActBeam",8088,500,[],4
671,"TwilightOrderHighPriestLaserBeam",8154,500,[],4
672,"FallenGodSweepBeam",8158,500,[],4
673,"FallenGodBuffSurgeBeam",8159,600,[],4
674,"FallenGodCurrencySpawnBeam",8160,600,[],4
675,"StatueBossGoopTendril",8169,296,[],4
676,"FallenLunarisBeam",8191,450,[],4
677,"BreachFallenLunarisBeam",8857,450,[],4
678,"FallenGodBossGigaSlamBeam",8202,475,[],4
679,"CreepyHagESBeam",8223,750,[],4
680,"PerennialKingBeaconConnectionBeam",8349,500,[],4
681,"PerennialKingBeaconSprayBeam",8350,500,[],4
682,"PerennialKingSkyZapBeam",8351,400,[],4
683,"BaronBossWolfSummonBloodBeam",8371,1000,[],4
684,"FallenGodCrawlerLightning",8409,500,[],4
685,"PerennialKingBeaconControlBeam",8418,500,[],4
686,"PerennialKingBeaconLightningBolt",7800,400,[],4
687,"PerennialKingHandsprayBeam",8431,500,[],4
688,"PerennialKingBeaconControlGroundBeam",8432,500,[],4
689,"PerennialKingSwordFenceZap",8483,500,[],4
690,"DoryaniMechanismSolidBeam",8588,200,[],4
691,"DoryaniMechanismLightningBeam",8589,500,[],4
692,"SunWorshipperEyeLaser",8618,490,[],4
693,"DoryaniDiscoLaser",8640,500,[],4
694,"DoryaniLightningCageBeam",8647,500,[],4
695,"SunWorshipperStarSwarmBeam",8666,300,[],4
696,"DoryaniMechanismChargeBeam",8688,500,[],4
697,"DoryaniMechButtLazer",8689,500,[],4
698,"DoryaniAltForkBeam",8696,500,[],4
699,"TangmazuMinionRageBeam",8697,500,[],4
700,"ChaosGodOwlBossBallLightningBeam",8726,500,[],4
701,"MonsterModFireBeacon",8978,700,[],4
702,"MonsterModColdBeacon",8979,700,[],4
703,"MonsterModLightningBeacon",8980,700,[],4
704,"HoodedMentorRope",8993,312.5,[],4
705,"LivingCrystalsBeam",9000,1000,[],4
706,"ChimeraDragonBreathGroundBurnBeam",9044,700,[],4
707,"ChimeraLightningBallArc",9046,700,[],4
708,"VaseMonsterBuildUpBeam",9064,300,[],4
709,"BlackJaw2LightningBreathZap",9255,500,[],4
710,"HagBattleBeam",9288,1000,[],4
711,"PrisonerBossStolenLifeRegenBeam",8048,1200,[],4
712,"QuarterstaffComboAttackSurgeBeam",8053,100,[],4
713,"DisengageChainBeam",8072,100,[],4
714,"FallenGodMinionBeam",8142,500,[],4
715,"StormblastBoltZapBeam",8204,508.41,[],4
716,"LightningArrowArcBeam",8294,508.41,[],4
717,"LightningArrowArcBeamCopy",8294,508.41,[],4
718,"LightningArrowFaridunArcBeam",9151,508.41,[],4
719,"TitanBossBeam",8338,600,[],4
720,"TitanBossMergedBeam",8339,600,[],4
721,"TitanBossRoofBeam",8340,600,[],4
722,"SanctumHazardBeam",8341,600,[],4
723,"RipwireArrowBeam",8346,100,[],4
724,"CarrionCroneReviveBeam",8363,400,[],4
725,"PerfectStrikeCharge",8394,100,[],4
726,"PoisonVineArrowVine",8401,200,[],4
727,"RustKingBeam",8295,508.41,[],4
728,"CartRhoaRope",8417,1250,[],4
729,"AzmeriPictEffigyLinkBeam",8439,1000,[],4
730,"IceBindChain",8457,750,[],4
731,"DoryaniHumanBossBasicZapBeam",8458,500,[],4
732,"DoryaniHumanBossMultiZapBeam",8460,500,[],4
733,"ManaRemnantsPickUp",8470,200,[],4
734,"SanguineRevelryPickUp",8471,200,[],4
735,"DoryaniHumanBossForkBeamStart",8472,500,[],4
736,"DoryaniHumanBossForkBeamMid",8473,500,[],4
737,"DoryaniHumanBossForkBeamStartEnd",8474,500,[],4
738,"IronSniperBeam",8498,500,[],4
739,"BreachRangedBeam",8499,500,[],4
740,"ViperNapuatziEmpowerBeam",8507,1000,[],4
741,"TwigMonsterPodBeam",8566,500,[],4
742,"TempestBellRecall",8530,500,[],4
743,"VoodooKingSoulRendDummyBeam",8539,275,[],4
744,"RitualOfPowerGrant",8552,500,[],4
745,"OfferingOfPowerGrant",8553,500,[],4
746,"VoodooRitualDirection",8568,1250,[],4
747,"TwigMonsterChannelBeam",8574,350,[],4
748,"ManaDrainWeave",8587,500,[],4
749,"SilentSpiresApparitionLightningTendrils",8700,500,[],4
750,"VoodooKingRitualBloodBeam",8685,500,[],4
751,"MtxConsecrateBeam",8748,500,[],4
752,"SanctumChaliceBloodBeam",8740,700,[],4
753,"SanctumGuideBeam",8342,700,[],4
754,"TrialmasterTetherSpike",8873,350,[],4
755,"TotemDefenderSpawnBeam",8913,500,[],4
756,"BreachBossPuppetString",8973,325,[],4
757,"BreachBossSpiderWebBeam",8999,375,[],4
758,"UltimatumAltarBloodBeam",5191,1000,[],4
759,"MantraOfDestructionBeam",8935,200,[],4
760,"NoEffect",2239,0,[],4
761,"RipwirePinned",9071,100,[],4
762,"MtxSandwraithBeam",9541,300,[],4
763,"OrbOfStormsBeam",9085,508.41,[],4
764,"OrverchargedSpearBeam",9102,500,[],4
765,"OverchargedSpearBeamValkyrie",9544,500,[],4
766,"OverchargedSpearBeamDarkTempest",9601,500,[],4
767,"BreachlordsMantraOfDestructionBeam",9121,200,[],4
768,"BreachlordsFlickerStrikeBeam",9123,200,[],4
769,"AzmeriDustBeamWarden",9167,300,[],4
770,"AzmeriDustBeamVoodoo",9168,300,[],4
771,"AzmeriDustBeamPrimal",9169,300,[],4
772,"AzmeriDustBeamSacred",9170,300,[],4
773,"CaptureBeastBeamEffect",9234,500,[],4
774,"GraveCommandBeamEffect",9235,500,[],4
775,"BreachWalkBeamLife",9236,200,[],4
776,"BreachWalkBeamMana",9237,200,[],4
777,"BreachWalkBeamChaos",9238,200,[],4
778,"AncientGiftBeamPrimal",9239,200,[],4
779,"AncientGiftBeamVivid",9240,200,[],4
780,"AncientGiftBeamWild",9241,200,[],4
781,"EzomyteStrongboxReviveBeam",9245,800,[],4
782,"TorGulMapDevicePortalBeam",9246,300,[],4
783,"MegalithRuneBeam",9248,500,[],4
784,"MegalithSoulBeam",9249,500,[],4
785,"SpiritSpawnBeamPrimal",9308,500,[],4
786,"SpiritSpawnBeamWild",9309,500,[],4
787,"SpiritSpawnBeamVivid",9310,500,[],4
788,"SpiritSpawnBeamSacred",9311,500,[],4
789,"SpiritPossessBeamPrimal",9312,100,[],4
790,"SpiritPossessBeamWild",9313,100,[],4
791,"SpiritPossessBeamVivid",9314,100,[],4
792,"SpiritPossessBeamSacred",9315,100,[],4
793,"TempestCorruptedBuffBeam",9336,700,[],4
794,"VaalStrongboxSacrificeBeam",9341,500,[],4
795,"OfferingOfPowerGrantSanguine",9344,500,[],4
796,"StormblastBoltZapBeamDoryani",9215,508.41,[],4
797,"TempestBellRecallBreach",9378,500,[],4
798,"EzomyteStrongboxFinalBeam",9414,800,[],4
799,"EssenceMapTransferBeam",9417,700,[],4
800,"TempestRadiantBuffBeam",9439,700,[],4
801,"CastawayTreasureBoundSoulGhostBeam",9456,0,[],4
802,"InvisibleMiscBeams",2239,100,[],4
803,"ArcExplodeBeams",9523,250,[],4
804,"CaptureBeastBeamEffectVoodooKing",9529,500,[],4
805,"KaruiFallenWarriorLifeBeam",7368,600,[],4
806,"PowerSiphonElementalDrainBeam",9628,200,[],4
807,"MtxPhrecianMagistrateCharacterEffectBeam",9648,500,[],4
808,"GrandDesignBeam",9650,700,[],4
809,"EzomyteReaperLightningBeam",9704,1000,[],4
810,"LivingLightning",9675,500,[],4
811,"AbyssLightningArc",9706,500,[],4
812,"DarkPactBeam",9808,500,[],4
813,"AbyssalPactBeam",9809,500,[],4
814,"ForesightAbsorb",289,200,[],4
815,"KaruiCaptainBoss2KitavaBloodThief",9820,517,[],4
816,"ThunderBirdLightningBeam",9827,1000,[],4
817,"RunicTemperingBacklash",9872,610,[],4
818,"OverlordBarrageBeam",9837,500,[],4
819,"BlackbloodRemnantBeam",9848,200,[],4
820,"ExcavatorSceptreErraticBeam",9860,500,[],4
821,"ValakosLuckBeam",9857,508.41,[],4
822,"AncestrallyBoostedWeapon",9853,100,[],4
823,"AncestrallyBoostedUnarmed",9854,100,[],4
824,"AncestrallyBoostedWeaponFire",9855,100,[],4
825,"AncestrallyBoostedUnarmedFire",9856,100,[],4
826,"WrathAuraLightningBeam",9862,300,[],4
827,"WrathAuraChaosBeam",9863,300,[],4
828,"WrathAuraHybridBeam",9864,300,[],4
829,"TwilightOrderBubbleBeam",9875,750,[],4
830,"KulemakBossRingToBossBeam",9905,700,[],4
831,"KulemakBossLichToRingBeam",9906,700,[],4
832,"AbyssSoulSuck",9894,250,[37],4
833,"AbyssalExileRevive",9895,700,[37],4
834,"ThunderfistBeam",9911,400,[],4
835,"BloodTwinsSoulCoreBeam",7295,700,[],4
836,"BlazingClusterLightningInfusionBeam",9945,300,[],4
837,"AbyssColdTotemBeam",9931,750,[],4
838,"ConsumeBossAbyssOrbBeam",9952,750,[],4
839,"PitSplittingBeam",9949,500,[],4
840,"ColdInfusionBeam",9963,500,[],4
841,"FireInfusionBeam",9964,500,[],4
842,"LightningInfusionBeam",9965,500,[],4
843,"VerisiumInfusionBeam",9966,500,[],4
844,"EnduranceChargeRemnantBeam",9971,500,[],4
845,"FrenzyChargeRemnantBeam",9972,500,[],4
846,"PowerChargeRemnantBeam",9973,500,[],4
847,"PhantasmalEyeBeamPlayerMinion",9938,105,[],4
848,"KaruiCaptainBoss2BloodBeamSweeper",9996,1010,[],4
849,"KaruiCaptainBossHookTossBeamConnector",9999,1000,[],4
850,"DoomBossAbyssCrystalBeam",9884,300,[],4
851,"KaruiSoulBeamAct4",10011,600,[],4
852,"AbyssCarrionWingBeam",10022,225,[],4
853,"LichBossRingBeam",10034,500,[],4
854,"KaruiCaptainMakoruHealBeam",10041,500,[],4
855,"TorvianTelegraphBeam",10043,290,[],4
856,"TorvianTelegraphBeamPerm",10044,290,[],4
857,"SoulGemlingLightningBeam",10057,600,[],4
858,"SoulGemlingSoulTether",10058,500,[],4
859,"TempestBellRecallDjinn",10079,500,[],4
860,"SpiteMinionLightningBeam",2138,508.41,[],4
861,"DeliriumEliteFuryComboBeam",10630,508.41,[],4
862,"TangmazuMaliceMinionBuildUpBeam",10094,600,[],4
863,"TangmazuStormcallBeam",10093,500,[],4
864,"RitualWendigoBossGeyserBeam",10144,400,[],4
865,"StormCloudBeamDarkshard",10179,508.41,[],4
866,"StormblastBoltZapBeamSulphite",10182,508.41,[],4
867,"BallLightningBeamDarkshard",10201,195,[],4
868,"BallLightningGroundBeamDarkshard",10202,100,[],4
869,"IncursionCorruptionChamberBeam",10219,200,[],4
870,"IncursionDoctorLightBloodBeam",10236,225,[],4
871,"IncursionBossSpawnBloodBeam",10237,1000,[],4
872,"IncursionBossSpawnSoulBeam",10238,1000,[],4
873,"SkinThiefBeam",10278,200,[],4
874,"GuatelitzisBeam",10280,200,[],4
875,"NotDoryaniBasicZapBeam",8459,500,[],4
876,"NotDoryaniMultiZapBeam",8461,500,[],4
877,"GroundingShocksBeam",10286,300,[],4
878,"ArchitectBloodSprayBeam",10287,100,[],4
879,"QuarterstaffComboAttackSurgeBeamAurora",10299,100,[],4
880,"IncursionStatueBossBeam",10312,600,[],4
881,"ShatteringSpiteBeam",10333,200,[],4
882,"AtziriBossBloodBeam",10171,750,[],4
883,"AtziriArenaDoryaniLightningBeam",10172,500,[],4
884,"BrequelChayulaSkillAilithBeam",10397,200,[],4
885,"BrequelChayulaSkillSpawnBeam",10398,400,[],4
886,"BrequelSiphonAuraBeamNoDelay",10399,200,[],4
887,"BrequelSiphonAuraBeam",10400,200,[],4
888,"PoisonVineArrowVineNightLotus",10446,200,[],4
889,"OverchargedSpearBeamAncestral",10500,500,[],4
890,"FlickerStrikeBeamAurora",10528,200,[],4
891,"MantraOfDestructionBeamAurora",10537,200,[],4
892,"MtxVampireWeapon",10549,100,[],4
893,"TangmazuSwarmBeam",10558,400,[],4
894,"GeneticsScientistMaleEyeLaser",10592,490,[],4
895,"GeneticsScientistFemaleEyeLaser",10590,490,[],4
896,"TempestBellRecallAurora",10614,500,[],4
897,"TangmazuRefractionLaser",10622,500,[],4
898,"TangmazuRefractionLaserBounceCold",10623,500,[],4
899,"TangmazuRefractionLaserBounceFire",10624,500,[],4
900,"TangmazuRefractionLaserBounceLightning",10625,500,[],4
901,"TangmazuRefractionLaserBouncePoison",10626,500,[],4
902,"TangmazuRefractionLaserBounceChaos",10627,500,[],4
903,"TangmazuMinionTentacleBeam",10629,360,[],4
904,"PoisonVineArrowVineBlight",10643,200,[],4
905,"GeneticScientistBeam",10649,800,[],4
906,"CorruptionProcessorChaosBeam",10691,500,[],4
907,"BreachHandMageChargeBeam",10515,250,[],4
908,"CyclopsSpiderBossBigBeam",10716,500,[],4
909,"CyclopsSpiderBossWebBeam",10717,500,[],4
910,"CyclopsSpiderBossGroundBeam",10721,100,[],4
911,"CyclopsSpiderBossGroundBeamThick",10722,100,[],4
912,"UnionOfSoulsSmall",9891,700,[],4
913,"UnionOfSoulsMedium",9892,700,[],4
914,"UnionOfSoulsLarge",9893,700,[],4
915,"GeneticScientistMaleBeam",10733,100,[],4
916,"Expedition2BondRuneBeam",10736,800,[],4
917,"ExpeditionApparitionSummonOrbBeam",10747,150,[],4
918,"PrecursorCentipedeArc",10755,500,[],4
919,"CorruptionProcessorIceBeam",10758,650,[],4
920,"PrecursorCannisterArc",10768,500,[],4
921,"GSAoDP1_ExtendoSpearComboZapBeams",10848,500,[],4
922,"PrecursorCentipedeTrainConnector",10876,700,[],4
923,"EmpyreanDescentComet",9787,700,[],4
924,"VaalSunApparitionLaserCold",10903,1500,[],4
925,"ExpeditionQuestRuneBeam",10961,500,[],4
926,"RitualWendigoBossHelmetBeam",10969,500,[],4
927,"RitualWendigoBossDarkSuckerBeam",10970,500,[],4
928,"OverchargedSpearBeamSpiritWalker",10989,500,[],4
929,"ChayulaGoop",11009,200,[],4
930,"ChayulaGoopNoChainConstraint",11010,200,[],4
931,"UhtredMetalBeam",11046,300,[],4
932,"UhtredMirrorBeam",11047,300,[],4
933,"WardRemnantBeam",11058,500,[],4
934,"AoDPhaseChangeBuffBeam",11061,1000,[],4
935,"AoDTriangulateSplitBeam",11065,1000,[],4
936,"VoltaicBarrierFence",11081,500,[],4
937,"VoltaicBarrierZap",11082,500,[],4
938,"KalguuranBladeRainPinBeam",11100,100,[],4
939,"CyclopsSpiderRipProjBeam",11104,100,[],4
940,"AoDDeathBeam",11105,750,[],4
941,"MoteBeam",11135,150,[],4
942,"FireInfusionBeamStygian",11169,500,[],4
943,"AoDUsableTurretIndicator",11188,1000,[],4
944,"TempestBellRecallStonebender",11194,500,[],4
945,"RitualOfPowerGrantKingInTheMists",11228,500,[],4
946,"TempestBellRecallDiseaseVector",11242,500,[],4
947,"PowerShotImpactFirePhantasmalProjectileChain",11253,500,[],4
948,"ADD_NEW_ENTRIES_ABOVE_ME",3289,20000,[],4
