"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool_64","BuffName","BuffName (French)","BuffName (German)","BuffName (Japanese)","BuffName (Korean)","BuffName (Portuguese)","BuffName (Russian)","BuffName (Spanish)","BuffName (Thai)","BuffName (Traditional Chinese)","MiscAnimated1","MiscAnimated2","BuffDescription","BuffDescription (French)","BuffDescription (German)","BuffDescription (Japanese)","BuffDescription (Korean)","BuffDescription (Portuguese)","BuffDescription (Russian)","BuffDescription (Spanish)","BuffDescription (Thai)","BuffDescription (Traditional Chinese)","EPKFile","HasExtraArt","ExtraArt","[i32]_130","EPKFiles","BuffVisualOrbs","MiscAnimated3","WeaponEffect","FadeInVisual","AudioEvent","f32_234","f32_238","bool_242","bool_243","[rid]_244","bool_260","bool_261","bool_262","[i32]_263","FadeOutEffect","rid_295"
683,"frozen_in_time_2","","[""Metadata/Effects/Spells/monsters_effects/essence/monolith/epk/oilCovered.epk""]",[],[25],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0.5,"","",[],"",1,"",[],"",""
684,"covered_in_spiders","Art/2DArt/BuffIcons/CoveredInSpiders.dds","[""Metadata/Effects/Spells/monsters_effects/essence/spider_debuff/spiderdebuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
685,"restore","Art/2DArt/BuffIcons/ReducedManaLifeShield.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
686,"witchfire_brew","Art/2DArt/BuffIcons/WitchfireBrewFlaskBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
687,"hallowed_ground_boss_invulnerability","","[""Metadata/Effects/StatusAilments/auras/monster_auras/monster_buffed/godmode.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
688,"shaper_possessed_boss","","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheShaper/possessed_boss/possessed_boss.epk""]",[],[27],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
689,"atlas_lightning_golem_buff","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/LightningGolem/lightning_buff/lightning_buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
690,"dying_sun","Art/2DArt/BuffIcons/DyingSunFlaskBuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
691,"ground_haste","Art/2DArt/BuffIcons/GroundHaste.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
692,"fire_beam_burning","Art/2DArt/SkillIcons/FireBeam.dds","[""Metadata/Effects/Spells/firebeam_02/firebeam_burning.epk"",""Metadata/Effects/Spells/firebeam_02/firebeam_burning.epk"",""Metadata/Effects/Spells/firebeam_02/firebeam_burning_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
693,"fire_beam_max_damage_stacks_burning","","[""Metadata/Effects/Spells/firebeam_02/firebeam_burning_extreme.epk"",""Metadata/Effects/Spells/firebeam_02/firebeam_burning_extreme.epk"",""Metadata/Effects/Spells/firebeam_02/firebeam_burning_extreme_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
694,"fire_beam_burning_divine","Art/2DArt/SkillIcons/FireBeam.dds","[""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning.epk"",""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning.epk"",""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
695,"fire_beam_max_damage_stacks_burning_divine","","[""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning_extreme.epk"",""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning_extreme.epk"",""Metadata/Effects/Microtransactions/Spells/firebeam_divine/firebeam_burning_extreme_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
696,"fire_beam_burning_stygian","Art/2DArt/SkillIcons/FireBeam.dds","[""Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/EPK/stygian_burning.epk"",""Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/EPK/stygian_burning.epk"",""Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/EPK/stygian_burning_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
697,"fire_beam_max_damage_stacks_burning_stygian","","[""Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/EPK/stygian_burning_extreme.epk"",""Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/EPK/stygian_burning_extreme.epk"",""Metadata/Effects/Microtransactions/Spells/fire_beam/black_flame/EPK/stygian_burning_large_extreme.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
698,"fire_beam_burning_shaper","Art/2DArt/SkillIcons/FireBeam.dds","[""Metadata/Effects/Microtransactions/Spells/fire_beam/shaper/burn/shaper_burn.epk"",""Metadata/Effects/Microtransactions/Spells/fire_beam/shaper/burn/shaper_burn.epk"",""Metadata/Effects/Microtransactions/Spells/fire_beam/shaper/burn/shaper_burn_large.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
699,"fire_beam_max_damage_stacks_burning_shaper","","[""Metadata/Effects/Microtransactions/Spells/fire_beam/shaper/burn/shaper_burn_extreme.epk"",""Metadata/Effects/Microtransactions/Spells/fire_beam/shaper/burn/shaper_burn_extreme.epk"",""Metadata/Effects/Microtransactions/Spells/fire_beam/shaper/burn/shaper_burn_large_extreme.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
700,"bloodwing_summon_ravens","","[""Metadata/Effects/Microtransactions/BodyArmours/Gore/gore.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
701,"tar_gold","Art/2DArt/BuffIcons/buffspeed.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
702,"covered_in_ash","Art/2DArt/BuffIcons/CoveredInAsh.dds","[""Metadata/Effects/Spells/monsters_effects/Breach/Hellion/coverinash/covered.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
703,"empowering_howl","Art/2DArt/SkillIcons/InspiringCry.dds","[""Metadata/Effects/Spells/monsters_effects/Breach/Hellion/empowering_howl/empowering_howl.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
704,"tencent_asset_lock_iir","Art/2DArt/BuffIcons/MFbuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
705,"tencent_no_asset_lock","Art/2DArt/BuffIcons/MFbuffdisabled.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
706,"tencent_tas_lock","Art/2DArt/BuffIcons/MFbuffdisabled.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
707,"blizzard","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/Spells/monsters_effects/Breach/Cold/Blizzard/affected.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
708,"fire_beam_burning_max_stacks","Art/2DArt/SkillIcons/FireBeam.dds","[""Metadata/Particles/fire_beam/firebeam_burning_extreme.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
709,"breach_eater_aura","Art/2DArt/BuffIcons/buffchilled.dds",[],"[""Metadata/Effects/Spells/monsters_effects/Breach/Lightning/Lightning_SoulEater/epk.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
710,"breach_team_lightning_warp","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/Spells/monsters_effects/Breach/Lightning/Team_Vaal_LW/lightning_amplified.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
711,"rhoa_enrage","","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
712,"abberaths_hooves_display_buff","Art/2DArt/SkillIcons/AbberathsHooves.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
713,"avarius_beam_debuff","Art/2DArt/BuffIcons/VaalSunWorshipperDebuff.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
714,"avarius_beam_damage","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/Act3_FOUR/SunWorshipperBoss/epk/scorchedByBeam.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
715,"tukohama_shield","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/Tukohama_e/ShieldingTotem/Shield.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
716,"helbrym_soak_buff","Art/2DArt/BuffIcons/HideofHelbrym.dds","[""Metadata/Effects/Spells/supports/HideOfHelbrym/EPKs/SoakDamage.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
717,"helbrym_guard_buff","Art/2DArt/BuffIcons/HideofHelbrymGuard.dds","[""Metadata/Effects/Spells/supports/HideOfHelbrym/EPKs/Guard.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
718,"morrigan_guard_buff","Art/2DArt/BuffIcons/QuickGuard.dds","[""Metadata/Effects/Spells/supports/morrigans_refuge/epks/morrigans_guard.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
719,"ground_tar_net","Art/2DArt/BuffIcons/NetThrow.dds",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
720,"prophecy_monster_quantity","Art/2DArt/BuffIcons/buffspeed.dds","[""Metadata/Effects/StatusAilments/monsters/prophecy_unique.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
721,"brutus_empowered","","[""Metadata/Effects/Spells/monsters_effects/act4/Shavronne/Brutus_tormented_lightning_aura_epk.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
722,"unique_victarios_flight_movement_speed","Art/2DArt/BuffIcons/buffspeedaura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
723,"divine_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/holy/Herald_Fire_Holy.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
724,"divine_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/holy/Herald_Cold_Holy.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
725,"divine_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/holy/Herald_Lightning_Holy.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
726,"beyond_host","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/leaguestone_mod/buff/red/red_buff.epk""]",[],[6],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
727,"purple_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/purple/purplefire.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
728,"purple_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/purple/purpleice.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
729,"purple_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/purple/purplelightning.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
730,"purple_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/purple/lightning_herald_active.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
731,"divine_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/holy/lightning_herald_active.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
732,"gloom_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/gloom/lightning_herald_active.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
733,"ground_fire_burn_solaris","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/StatusAilments/white_ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
734,"ground_fire_burn_blue","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blue.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
735,"ground_fire_burn_corsair","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/Microtransactions/Spells/flame_dash/corsair/burning_Corsair.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
736,"doedre2_red_buff","Art/2DArt/BuffIcons/DoedreRed.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/red.epk""]",[],[29],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
737,"doedre2_green_buff","Art/2DArt/BuffIcons/DoedreGreen.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/green.epk""]",[],[29],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
738,"doedre2_purple_buff","Art/2DArt/BuffIcons/DoedrePurple.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/purple.epk""]",[],[29],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
739,"doedre2_red_aura","Art/2DArt/BuffIcons/DoedreRed.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/red.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[29],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[42],"","","","",0,0,"","",[],"",1,"",[],"",""
740,"doedre2_green_aura","Art/2DArt/BuffIcons/DoedreGreen.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/green.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[29],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[43],"","","","",0,0,"","",[],"",1,"",[],"",""
741,"doedre2_purple_aura","Art/2DArt/BuffIcons/DoedrePurple.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/purple.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[29],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[44],"","","","",0,0,"","",[],"",1,"",[],"",""
742,"doedre_pillar_red_aura","Art/2DArt/BuffIcons/DoedreRed.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/red.epk""]","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Doedre/stone_pillar/curse_aura/vulnerability.epk""]",[35],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[42],"","","","",0,0,"","",[],"",1,"",[],"",""
743,"doedre_pillar_green_aura","Art/2DArt/BuffIcons/DoedreGreen.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/green.epk""]","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Doedre/stone_pillar/curse_aura/enfeeble.epk""]",[35],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[43],"","","","",0,0,"","",[],"",1,"",[],"",""
744,"doedre_pillar_purple_aura","Art/2DArt/BuffIcons/DoedrePurple.dds","[""Metadata/Effects/Spells/monsters_effects/act8/Doedre/cauldron/purple.epk""]","[""Metadata/Effects/Spells/monsters_effects/act9/The_Trio/Doedre/stone_pillar/curse_aura/temporal_chains.epk""]",[35],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[44],"","","","",0,0,"","",[],"",1,"",[],"",""
745,"ground_devouring_darkness","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
746,"consume_boss_devouring_darkness","Art/2DArt/BuffIcons/DarknessSlamDebuff.dds","[""Metadata/Effects/StatusAilments/blood_frenzy.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
747,"infested","Art/2DArt/BuffIcons/Infested.dds","[""Metadata/Effects/StatusAilments/parasite_infested.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
748,"despair","Art/2DArt/BuffIcons/Despair.dds","[""Metadata/Effects/Spells/monsters_effects/act7/Gruthkul/epk/despair.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
749,"silver_orb_visual","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
750,"water_orb_visual","Art/2DArt/BuffIcons/buffchilled.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
751,"abberath_shaman_buff","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/monsters_effects/act6/Abberath/AbberathElite_fire_resistaura.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
752,"brine_king_tide","Art/2DArt/BuffIcons/TidalWave.dds","[""Metadata/Effects/StatusAilments/Chilled.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
753,"doedre_sewer_invisible_fire","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Spells/contagion/contagion_buff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
754,"doedre_sewer_invisible_fire_aura","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
755,"fearless","","[""Metadata/Effects/Spells/monsters_effects/act8/Yugul_SilverFrog/fearless.epk""]",[],[33],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
756,"spider_god_web_slow","Art/2DArt/BuffIcons/CoveredInSpiders.dds","[""Metadata/Effects/Spells/monsters_effects/vaalspiderboss_e/webbed.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
757,"ground_despair_geyser","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/act7/Gruthkul/epk/despair.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
758,"vortex_lunaris","Art/2DArt/BuffIcons/LunarisAndSolaris.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
759,"ground_sandstorm","Art/2DArt/BuffIcons/Sandstorm.dds",[],[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
760,"silver_orb_aggressive","","[""Metadata/Effects/Spells/monsters_effects/act8/Yugul_SilverFrog/SilverOrbAggressive.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
761,"sin_attached","","[""Metadata/Monsters/KitavaBoss/InnocenceSin/sin_attached.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
762,"innocence_attached","","[""Metadata/Monsters/KitavaBoss/InnocenceSin/innocence_attached.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
763,"arcane_surge","Art/2DArt/BuffIcons/ArcaneSurgeBuff.dds","[""Metadata/Effects/Spells/supports/arcane_surge/epk/arcane_surge.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",1,1,"","",[],"",1,"",[],"",""
764,"ralakesh_buff","","[""Metadata/Effects/Spells/monsters_effects/act7/Ralakesh_Totem/RalakeshBuff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
765,"lightning_thorns_cold","Art/2DArt/BuffIcons/bufffrozen.dds","[""Metadata/Effects/Spells/monsters_effects/monster_mods/reflect_damage/ice/ice_reflec.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
766,"smaller_curse_cold_weakness_aura","Art/2DArt/SkillIcons/Frostbite.dds",[],"[""Metadata/Effects/Spells/monsters_effects/act8/sml_hatred/sml_hatred_loop.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[30],"","","","",0,0,"","",[],"",1,"",[],"",""
767,"small_aura_cold_damage_talisman","Art/2DArt/SkillIcons/auracold.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/monsters_effects/act8/sml_hatred/sml_hatred_loop.epk""]",[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
768,"moontouched_buff","","[""Metadata/Effects/Spells/monsters_effects/act8/AxisEliteSoldier_lunaris/moontouched/buff.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
769,"boulderdash_enrage","","[""Metadata/Effects/Spells/monsters_effects/labyrinth/minotaur/enrage.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
770,"innervation","Art/2DArt/SkillIcons/passives/lightningint.dds","[""Metadata/Effects/Spells/supports/innervate/innervate_buff.epk""]",[],[],1,"","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
771,"gore_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gore/herald_gore_fire.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
772,"gore_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/gore/herald_gore_ice.epk""]",[],[],"","","","","","","","","","","","","","","","","","","","","","","","","","",[],[],[],"","","","",0,0,"","",[],"",1,"",[],"",""
