"rownum","Id","EPKFile","i32_16","i32_20","i32_24","PreloadGroups","bool_44","PlayerOnly_EPKFile","bool_53"
361,"DivineCryWeaponLeftCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/battlemages_cry/WeaponBuff_L.epk",0,0,4,[],"","",""
362,"DivineCryWeaponRightCelestial","Metadata/Effects/Microtransactions/Spells/Celestial_warcries/battlemages_cry/WeaponBuff_R.epk",0,0,4,[],"","",""
363,"DivineCryWeaponLeftWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/battlemages/WeaponBuff_L.epk",0,0,4,[],"","",""
364,"DivineCryWeaponRightWolf","Metadata/Effects/Microtransactions/Spells/warcries/wolf_cry/battlemages/WeaponBuff_R.epk",0,0,4,[],"","",""
365,"ChronomancerRewindInPlace","Metadata/Effects/Spells/chronomancer/EPKs/time_rewind_stationary.epk",350,0,4,[],1,"",""
366,"ChronomancerCloneRewind","Metadata/Effects/Spells/chronomancer/EPKs/rewind_clones.epk",0,0,4,[],1,"",""
367,"VirulentArrowDefault","Metadata/Effects/Spells/virulent_arrow/charged_bow.epk",0,0,4,[],"","",""
368,"VirulentArrowBlackLotus","Metadata/Effects/Microtransactions/Spells/virulent_arrow/nightlotus/charged_bow.epk",0,0,4,[],"","",""
369,"TempestShieldShield","Metadata/Effects/StatusAilments/spells/electrical_repulse/sheildepk.epk",0,0,4,[],1,"",""
370,"VirulentArrowCelestial","Metadata/Effects/Microtransactions/Spells/virulent_arrow/celestial/charged_bow.epk",0,0,4,[],"","",""
371,"TornadoShotDefault","Metadata/Effects/Spells/tornado_shot/trail_tornado.epk",0,0,4,[],"","",""
372,"TornadoFireTransformed","Metadata/Effects/Spells/tornado_spell/EPKs/skin_Fire.epk",0,0,4,[],"","",""
373,"TornadoColdTransformed","Metadata/Effects/Spells/tornado_spell/EPKs/skin_Cold.epk",0,0,4,[],"","",""
374,"TornadoLightningTransformed","Metadata/Effects/Spells/tornado_spell/EPKs/skin_Lightning.epk",0,0,4,[],"","",""
375,"TornadoChaosTransformed","Metadata/Effects/Spells/tornado_spell/EPKs/skin_Chaos.epk",0,0,4,[],"","",""
376,"SoulLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Soul.epk",1000,0,4,[],1,"",""
377,"FlameLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Fire.epk",1000,0,4,[],1,"",""
378,"RemoraLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Leech.epk",1000,0,4,[],1,"",""
379,"BulwarkLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Block.epk",1000,0,4,[],1,"",""
380,"TriggerLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Trigger.epk",1000,0,4,[],1,"",""
381,"CriticalLink","Metadata/Effects/Spells/soul_link/EPKs/linked_Crit.epk",1000,0,4,[],1,"",""
382,"TornadoShotCelestial","Metadata/Effects/Microtransactions/Spells/tornado_shot_Celestial/trail_tornado.epk",0,0,4,[],"","",""
383,"ExpandingFireConeBlue","Metadata/Effects/Spells/Incinerate_Blue/handfx/handfx.epk",0,0,4,[],"","",""
384,"FlameSurgeCreateBurningGroundEffect","Metadata/Effects/Spells/flame_whip/Ignited.epk",1000,0,4,[],1,"",""
385,"DisintegrateOnHitCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/enemy_hit.epk",400,0,4,[],1,"",""
386,"DisintegrateFirstStageCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/charged_01.epk",3200,0,4,[],"","",""
387,"DisintegrateSecondStageCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/charged_02.epk",3200,0,4,[],"","",""
388,"DisintegrateThirdStageCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/charged_03.epk",3200,0,4,[],"","",""
389,"DisintegrateFourthStageCelestial","Metadata/Effects/Microtransactions/Spells/CracklingLance/Celestial/Ao/charged_04.epk",3200,0,4,[],"","",""
390,"OblivionSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/oblivion/base.epk",0,0,4,[],"","",""
391,"OblivionSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/oblivion/caster.epk",0,0,4,[],"","",""
392,"OblivionSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/oblivion/boss.epk",0,0,4,[],"","",""
393,"OblivionSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/oblivion/caster_boss.epk",0,0,4,[],"","",""
394,"OnyxOblivionSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/onyxOblivion/base.epk",0,0,4,[],"","",""
395,"OnyxOblivionSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/onyxOblivion/caster.epk",0,0,4,[],"","",""
396,"OnyxOblivionSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/onyxOblivion/boss.epk",0,0,4,[],"","",""
397,"OnyxOblivionSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/onyxOblivion/caster_boss.epk",0,0,4,[],"","",""
398,"TempestShieldShieldCelestial","Metadata/Effects/Microtransactions/Spells/electrical_repulse/sheildepk.epk",0,0,4,[],1,"",""
399,"VirulentArrowStygian","Metadata/Effects/Microtransactions/Spells/StygianScourgeArrow/charged_bow.epk",0,0,4,[],"","",""
400,"ArchnemesisSaplingHit","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/sapling_hit.epk",500,200,4,[],1,"",""
401,"TornadoFireTransformedShark","Metadata/Effects/Microtransactions/Spells/SharkTornado/epk/skin_fire.epk",0,0,4,[],"","",""
402,"TornadoColdTransformedShark","Metadata/Effects/Microtransactions/Spells/SharkTornado/epk/skin_cold.epk",0,0,4,[],"","",""
403,"TornadoLightningTransformedShark","Metadata/Effects/Microtransactions/Spells/SharkTornado/epk/skin_lightn.epk",0,0,4,[],"","",""
404,"TornadoChaosTransformedShark","Metadata/Effects/Microtransactions/Spells/SharkTornado/epk/skin_chaos.epk",0,0,4,[],"","",""
405,"ArchnemesisBreakOut","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/statue/epks/break_out/breakout_monster.epk",2000,0,4,[58],"","",""
406,"ArchnemesisModPoisoner","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/toxic.epk",0,0,4,[],"","",""
407,"ArchnemesisModVoidTouched","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/void_touched.epk",0,0,4,[],"","",""
408,"ArchnemesisModRaider","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/raider.epk",0,0,4,[],"","",""
409,"ArchnemesisModArcaneGuarded","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/arcane_guarded.epk",0,0,4,[],"","",""
410,"ArchnemesisModEchoist","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/echoing.epk",0,0,4,[],"","",""
411,"ArchnemesisModBloodletter","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_bloodletter.epk",0,0,4,[],"","",""
412,"ArchnemesisModBloodletterMagic","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/bloodletter.epk",0,0,4,[],"","",""
413,"ArchnemesisModBerserker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/berserker.epk",0,0,4,[],"","",""
414,"ArchnemesisModVampiric","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/vampiric.epk",0,0,4,[],"","",""
415,"ArchnemesisModChargeGenerator","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/charge_generator.epk",0,0,4,[],"","",""
416,"ArchnemesisModWealthy","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/wealthy.epk",0,0,4,[],"","",""
417,"ArchnemesisModConsecration","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/consecrated.epk",0,0,4,[],"","",""
418,"ArchnemesisModRampage","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/power_burst.epk",0,0,4,[],"","",""
419,"MonsterShroudWalker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/shroud_walk.epk",0,0,4,[],"","",""
420,"ArchnemesisModTrickster","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/trickster.epk",0,0,4,[],"","",""
421,"ArchnemesisModGraspingVines","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/grasping_vines.epk",0,0,4,[],"","",""
422,"ArchnemesisModFrostWalker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/walk_cold.epk",0,0,4,[],"","",""
423,"ArchnemesisModFlameWalker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/walk_fire.epk",0,0,4,[],"","",""
424,"ArchnemesisModLightningWalker","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/walk_light.epk",0,0,4,[],"","",""
425,"ArchnemesisModCorrupter","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/corruptor.epk",0,0,4,[],"","",""
426,"ArchnemesisModTimeBubble","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/time_bubble.epk",0,0,4,[],"","",""
427,"ArchnemesisModFlaskDrain","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_dryflask.epk",0,0,4,[],"","",""
428,"ArchnemesisModExecutioner","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_executioner.epk",0,0,4,[],"","",""
429,"ArchnemesisModOppressor","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_oppressor.epk",0,0,4,[],"","",""
430,"ArchnemesisModManaDonut","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/Attachments/aura_manadonut.epk",0,0,4,[],"","",""
431,"MonsterModLivingCrystals","Metadata/Effects/Spells/monsters_effects/monster_mods/living_crystal/epk/living_crystal.epk",0,0,4,[],"","",""
432,"ArchnemesisModDeadeye","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/deadeye.epk",0,0,4,[],"","",""
433,"LightningStrikeProjectileHitVulcan","Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/VulcanProjHit.epk",0,0,4,[],"","",""
434,"LightningStrikeVaalBladeVulcan","Metadata/Effects/Microtransactions/Spells/VulcanLightningStrike/weaponsurge.epk",0,0,4,[],"","",""
435,"QuickDodgeDashDivergence","Metadata/Effects/Microtransactions/Spells/dash_divergence/divergence_fadeout_suck.epk",0,0,4,[],"","",""
436,"QuickDodgeDashDivergenceEnd","Metadata/Effects/Microtransactions/Spells/dash_divergence/divergence_fadein_suck.epk",1000,0,4,[],"","",""
437,"CleansingFireSpawnInEPK","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/CleansingFire/epk/spawn_in.epk",1500,0,4,[],"","",""
438,"TangleSpawnInEPK","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheTangle/EPK/spawn_in.epk",1500,0,4,[],"","",""
439,"BlackstarSpawnInEPK","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/ao/spawn_effect/spawn_in.epk",1500,0,4,[],"","",""
440,"DoomSpawnInEPK","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/DoomPersonified/ao/spawn/spawn_in.epk",1500,0,4,[],"","",""
441,"TornadoShotMercurial","Metadata/Effects/Microtransactions/Spells/tornado_shot_Mercurial/trail_tornado.epk",0,0,4,[],"","",""
442,"InfluenceAltarSpawnTangle","Metadata/Terrain/EndGame/PrimordialArenas/PrimordialAltars/tg_altar_spawn.epk",1500,0,4,[],"","",""
443,"InfluenceAltarSpawnCleansingFire","Metadata/Terrain/EndGame/PrimordialArenas/PrimordialAltars/cf_altar_spawn.epk",1500,0,4,[],"","",""
444,"BlackStarLaserSpearSpearGlow","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/flame_strafe_spear_glow.epk",0,0,4,[],"","",""
445,"ArchnemesisFlameBubbleHit","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/flame_blood_hit.epk",500,100,4,[],"","",""
446,"ArchnemesisModNecromancer","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/necromancer.epk",0,0,4,[],"","",""
447,"BlackstarBossSunToMoon","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/affected_sun2moon.epk",2000,0,4,[],"","",""
448,"BlackstarBossMoonToSun","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/affected_moon2sun.epk",2000,0,4,[],"","",""
449,"BlackstarBossSun","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/affected_sun.epk",0,0,4,[],"","",""
450,"BlackstarBossMoon","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/affected_moon.epk",0,0,4,[],"","",""
451,"ArchnemesisModJuggernaut","Metadata/Effects/Spells/monsters_effects/League_Archnemesis/EPKs/juggernaut.epk",0,0,4,[],"","",""
452,"VaalSideAreaUpgraded","Metadata/Effects/misc/upgraded_side_area/vaal_side_area_upgraded.epk",0,0,3,[],"","",""
453,"LabyrinthTrialUpgraded","Metadata/Effects/misc/upgraded_side_area/labyrinth_trial_upgraded.epk",0,0,3,[],"","",""
454,"BloodTendrilsEndMercurial","Metadata/Effects/Microtransactions/Spells/Mercurial_exsanguinate/fadeout_debuff.epk",1000,0,4,[],1,"",""
455,"HydrosphereRevertEpkHarmonious","Metadata/Effects/Microtransactions/Spells/HarmoniousHydrosphere/epk/water_transform.epk",500,0,4,[],1,"",""
456,"BlackStarMeleeCloneRebind","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/melee_rebind.epk",2000,0,4,[],1,"",""
457,"BlackStarCasterCloneRebind","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/TheBlackStar/EPK/caster_rebind.epk",2000,0,4,[],1,"",""
458,"ArchnemesisDyingSunLoopingArrow","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/arrow_loop.epk",0,0,4,[],"","",""
459,"ArchnemesisDyingSunOnceArrow","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/arrow_once.epk",0,0,4,[],"","",""
460,"ArchnemesisDyingSunLoopingSpell","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/spell_loop.epk",0,0,4,[],"","",""
461,"ArchnemesisDyingSunOnceSpell","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/spell_once.epk",0,0,4,[],"","",""
462,"ArchnemesisDyingSunMortarEPK","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/mortar_01.epk",0,0,4,[],"","",""
463,"ArchnemesisDyingSunMortarEPK2","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/mortar_02.epk",0,0,4,[],"","",""
464,"ArchnemesisDyingSunMortarEPK3","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/mortar_03.epk",0,0,4,[],"","",""
465,"ArchnemesisDyingSunMortarEPK4","Metadata/Effects/Microtransactions/Spells/flask/dyingsun/atlaspass/epks/mortar_04.epk",0,0,4,[],"","",""
466,"DemonicSummonSkeletonBase","Metadata/Effects/Microtransactions/Spells/raise_skeleton/demonic/base.epk",0,0,4,[],"","",""
467,"DemonicSummonSkeletonMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/demonic/caster.epk",0,0,4,[],"","",""
468,"DemonicSummonSkeletonBoss","Metadata/Effects/Microtransactions/Spells/raise_skeleton/demonic/boss.epk",0,0,4,[],"","",""
469,"DemonicSummonSkeletonBossMage","Metadata/Effects/Microtransactions/Spells/raise_skeleton/demonic/caster_boss.epk",0,0,4,[],"","",""
470,"SoulfeastHandSurgeCats","Metadata/Effects/Microtransactions/Spells/soulfeast/cat/surge.epk",1000,0,4,[],1,"",""
471,"LifeFlaskMtx","Metadata/Effects/Microtransactions/Misc/FlaskEffects/Life/LifeFlask.epk",0,0,4,[],"","",""
472,"ManaFlaskMtx","Metadata/Effects/Microtransactions/Misc/FlaskEffects/Mana/ManaFlask.epk",0,0,4,[],"","",""
473,"HybridFlaskMtx","Metadata/Effects/Microtransactions/Misc/FlaskEffects/Mana-Life/Mana-LifeFlask.epk",0,0,4,[],"","",""
474,"UtilityFlaskMtx","Metadata/Effects/Microtransactions/Misc/FlaskEffects/Utility/UtilityFlask.epk",0,0,4,[],"","",""
475,"PoisonousConcoctionInHandDemonic","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/demonic/flask_held.epk",0,0,4,[],"","",""
476,"PoisonousConcoctionInHandScionDemonic","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/demonic/flask_held_scion.epk",0,0,4,[],"","",""
477,"BloodSurgeHeritageEnd","Metadata/Effects/Microtransactions/Spells/corrupting_fever/heritage/buff_fadeout.epk",2000,0,4,[],1,"",""
478,"BattlePass2HyrrisIreArrow","Metadata/Effects/Microtransactions/Misc/uniques/HyrrisIre/epk/ice_arrow.epk",0,0,4,[],"","",""
479,"MTXSoulStunEffect","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/EPKs/SoulBurst.epk",0,0,4,[],1,"",""
480,"MTXSoulWeaponTrailFadeOut","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/EPKs/WeaponGhost.epk",0,0,4,[],1,"",""
481,"MTXFollowerBowArrowArcaneEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/arcane_arrow_main.epk",0,0,4,[],"","",""
482,"MTXFollowerBowArrowAutomatonEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/automaton_arrow_main.epk",0,0,4,[],"","",""
483,"MTXFollowerBowArrowBloodEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/blood_arrow_main.epk",0,0,4,[],"","",""
484,"MTXFollowerBowArrowShadowEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/shadow_arrow_main.epk",0,0,4,[],"","",""
485,"MTXFollowerBowArrowSpectralEPK","Metadata/Items/Weapons/TwoHandWeapons/Bows/Microtransactions/FollowerBow/epk/general_arrow/spectral_arrow_main.epk",0,0,4,[],"","",""
486,"MTXCosprisMaliceBattlePass3BuildUp","Metadata/Effects/Microtransactions/Weapons/AtlasPass/CosprisMalice/buildup.epk",200,0,4,[],"","",""
487,"MTXCosprisMaliceBattlePass3CastFX","Metadata/Effects/Microtransactions/Weapons/AtlasPass/CosprisMalice/cast_fx.epk",400,0,4,[],"","",""
488,"MTXKnightmasterAnimationEffect","Metadata/Items/Armours/BodyArmours/KnightLord/epk/char_fx_in_out.epk",2000,2000,4,[],"","",""
489,"MTXUndyingGravebindOnMonsterDeathApparation","Metadata/Effects/Microtransactions/gloves/AtlasPass/Gravebind/GravebindOnDeath.epk",0,0,4,[],"","",""
490,"MTXUndyingGravebindOnRareOrUniqueMonsterDeathApparation","Metadata/Effects/Microtransactions/gloves/AtlasPass/Gravebind/GravebindOnDeathRareOrUnique.epk",0,0,4,[],"","",""
491,"MTXCosprisMaliceBattlePass3RotatingEffects","Metadata/Effects/Microtransactions/Weapons/AtlasPass/CosprisMalice/center_rotate.epk",0,0,4,[],"","",""
492,"MTXCosprisMaliceBattlePass3LightsabreStart","Metadata/Effects/Microtransactions/Weapons/AtlasPass/CosprisMalice/lightsabre_start.epk",0,0,4,[],"","",""
493,"MTXPredatoryFarrulsFurBattlePass3ActivateEffect","Metadata/Items/Armours/BodyArmours/PredatoryFarrulsFur/fx_armour_cat_show.epk",0,0,4,[],"","",""
494,"MTXPredatoryFarrulsFurBattlePass3DeactivateEffect","Metadata/Items/Armours/BodyArmours/PredatoryFarrulsFur/fx_armour_cat_hide.epk",0,0,4,[],"","",""
495,"MTXPredatoryFarrulsFurBattlePass3SmokeEffect","Metadata/Items/Armours/BodyArmours/PredatoryFarrulsFur/fx_player_puffsmoke.epk",0,0,4,[],"","",""
496,"MTXCelestialBoneshatterSoulBurst","Metadata/Effects/Microtransactions/Spells/trauma_strike/celestial/SoulBurst.epk",500,0,4,[],1,"",""
497,"MTXIllusionistCobraLashCrit","Metadata/Effects/Microtransactions/Spells/cobra_lash/illusionist/enemy_crit_hit.epk",2500,0,4,[],1,"",""
498,"IllusionistSnappingAdderWhirlingBlades","Metadata/Effects/Microtransactions/Spells/snapping_adder/illusionist/empowered_whirling_blades.epk",1000,0,4,[],1,"",""
499,"IllusionistWhirlingBladesFadeOut","Metadata/Effects/Microtransactions/Spells/BladeFlurry/Illusionist/fade_out.epk",0,0,4,[],"","",""
500,"IllusionistWhirlingBladesFadeIn","Metadata/Effects/Microtransactions/Spells/BladeFlurry/Illusionist/fade_in.epk",500,0,4,[],"","",""
501,"LightningStrikeProjectileHitVoidEmperor","Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/voidemperor_lightn_hit.epk",0,0,4,[],"","",""
502,"LightningStrikeVaalBladeVoidEmperor","Metadata/Effects/Microtransactions/Spells/lightning_strike_02/void_emperor/epk/weaponsurge.epk",0,0,4,[],"","",""
503,"PoisonousConcoctionInHandAlchemist","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/alchemist/flask_held.epk",0,0,4,[],"","",""
504,"PoisonousConcoctionInHandScionAlchemist","Metadata/Effects/Microtransactions/Spells/poisonous_concoction/alchemist/flask_held_scion.epk",0,0,4,[],"","",""
505,"StarfallRageSlashWeaponEffect","Metadata/Effects/Microtransactions/Spells/rage_slash/star_fall/weapon_rage.epk",0,0,4,[],1,"",""
506,"WandAttackPhysicalHeritage","Metadata/Effects/Microtransactions/Spells/kinetic_blast/heritage/wand.epk",0,0,4,[],1,"",""
507,"StarfallBloodScytheDebuffFadeOut","Metadata/Effects/Microtransactions/Spells/blood_scythe/star_fall/debuff_fadeout.epk",1500,0,4,[],1,"",""
508,"MTXVoidforgeGlowflashFire","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge/fx/glowflash_fire.epk",1000,0,4,[],1,"",""
509,"MTXVoidforgeGlowflashIce","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge/fx/glowflash_ice.epk",1000,0,4,[],1,"",""
510,"MTXVoidforgeGlowflashLightning","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge/fx/glowflash_lit.epk",1000,0,4,[],1,"",""
511,"MTXVoidforgeGlowflashAllElements","Metadata/Items/Weapons/TwoHandWeapons/TwoHandSwords/microtransactions/Voidforge/fx/glowflash_all3.epk",1000,0,4,[],1,"",""
512,"CatPolymorphWandFlash","Metadata/Items/Weapons/Microtransactions/CatPolymorphWand/rune_in.epk",2000,0,4,[],"","",""
513,"RhoaStampedeQuicksilverFadeIn","Metadata/Effects/Microtransactions/Flasks/rhoa_stampede_quicksilver/fadein.epk",1000,0,4,[],"","",""
514,"RhoaStampedeQuicksilverFadeOut","Metadata/Effects/Microtransactions/Flasks/rhoa_stampede_quicksilver/fadeout.epk",0,0,4,[],"","",""
515,"MTXBeeSwarmOnHit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/wp_hit_wasps.epk",2000,0,4,[],1,"",""
516,"MTXClockworkHeartDeathEPK","Metadata/Effects/Microtransactions/BodyArmours/ClockworkHeart/player_die.epk",0,0,4,[],"","",""
517,"MTXAmputeeGhostArmSTR","Metadata/Items/Armours/Gloves/Amputee/epk/Str_Arms_Flash.epk",1000,200,4,[],1,"",""
518,"MTXHighTemplarWeaponEffectUndeadHitEffect","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/enm_hit.epk",1500,500,4,[],1,"",""
519,"MTXJellyfishSwarmBeamFlash","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_beam_flash.epk",700,0,4,[],1,"",""
520,"MTXJellyfishSwarmChargedEffect","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_charged.epk",0,0,4,[],"","",""
521,"MTXJellyfishSwarmProjectBeamFlash","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_beam_flash_project.epk",0,0,4,[],"","",""
522,"MTXJellyfishSwarmProjectChargedEffect","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_charged_project.epk",0,0,4,[],"","",""
523,"MTXJellyfishSwarmSirenBeamFlash","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_beam_flash_siren.epk",0,0,4,[],"","",""
524,"MTXJellyfishSwarmSirenChargedEffect","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_charged_siren.epk",0,0,4,[],"","",""
525,"MTXJellyfishSwarmVoidEmperorBeamFlash","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_beam_flash_void.epk",0,0,4,[],"","",""
526,"MTXJellyfishSwarmVoidEmperorChargedEffect","Metadata/Effects/Microtransactions/Character_FX/jellyfish/fish_charged_void.epk",0,0,4,[],"","",""
527,"MTXSandChronomancerEffect","Metadata/Effects/Microtransactions/Character_FX/chronomancer/epks/AfterImage_Sand.epk",0,0,4,[],"","",""
528,"MTXBloodBoilEffect","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/bloodlord/monster_boil.epk",3500,0,4,[],1,"",""
529,"RingOfIceStatueShatter","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/statueSnow_wildcard.epk",0,0,4,[],"","",""
530,"RingOfIceWeaponShatter","Metadata/Effects/Spells/icetemplar_ringstatue/EPKs/statueSnow_wildcard.epk",0,0,4,[],"","",""
531,"CutWound","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/Cut_wound.epk",0,0,4,[],"","",""
532,"CutWound2","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/Cut_wound2.epk",0,0,4,[],"","",""
533,"CutWound3","Metadata/Effects/Spells/vaal_skills/flicker_strike/epk/Cut_wound3.epk",0,0,4,[],"","",""
534,"SanctumPortalEffect","Metadata/Effects/Microtransactions/Town_Portals/SanctumPortal/epk/affect_char.epk",0,0,4,[62],"","",""
535,"SanctumPortalTeleport","Metadata/Effects/Microtransactions/Town_Portals/SanctumPortal/epk/void_death.epk",0,0,4,[62],"","",""
536,"MTXGemcutterCraftingDeviceVaalBlast","Metadata/Items/Armours/BodyArmours/GemlingArtificer/fx/vaal_blast.epk",1000,0,4,[],1,"",""
537,"MTXGemcutterCraftingDeviceLensBlast","Metadata/Items/Armours/BodyArmours/GemlingArtificer/fx/lens_blast.epk",1000,0,4,[],1,"",""
538,"VaalSmiteWeaponEffect","Metadata/Effects/Spells/vaal_skills/smite/epk/weapon_holy_lightning.epk",0,0,4,[],1,"",""
539,"GemlingArtificerMtxOnSkillUseFlash","Metadata/Items/Armours/BodyArmours/GemlingArtificer/fx/glowflash_gem.epk",350,0,4,[],"","",""
540,"AfflictionHideoutSplitFadeIn","Metadata/Effects/Spells/monsters_effects/League_Affliction/split/epk/split_fadein.epk",0,0,4,[],"","",""
541,"AfflictionHideoutSplitFadeOut","Metadata/Effects/Spells/monsters_effects/League_Affliction/split/epk/split_fadeout.epk",1000,0,4,[],"","",""
542,"MTXGemcutterCraftingDeviceGemcuttersLaser","Metadata/Items/Armours/BodyArmours/GemlingArtificer/fx/gcp_zap.epk",200,0,4,[],1,"",""
