"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_145","RegularVariant","bool_154","i32_155","i32_159","i32_163","bool_167","StatSet","AdditionalStatSets","Audio","CostTypes","bool_224","[i32]_225","i32_241","SupportWeaponRestrictions","string_261","MinionType","f32_285","f32_289","i32_293"
334,"PhantasmalArrowPlayer","",[],"",[],[],"",3668024438,"",2,1000,736,"","",[],871,"","","","",1,2,0,"",408,[409],"",[0],1,[],-1,[],"","",0.11,0.042,0
335,"ArtilleryBallistaProjectilePlayer","",[],"",[],[],"",857135005,"",2,1000,737,"","",[],450,"","","","",0,0,0,"",411,[],"",[],1,[],-1,[],"","",0,0,0
336,"LightningRodPlayer","",[],"",[],[],"",2039845033,"",2,1000,738,"","",[],452,"","","","",0,0,0,"",412,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.042,0
337,"GasArrowPlayer","",[],"",[],[],"",1416329774,"",2,1000,739,"","",[],451,"","","","",2,0,0,"",413,"[414,415]","",[0],1,[],-1,[],"","",0.11,0.042,0
338,"PlagueBearerNovaPlayer","",[],"",[],[],"",1543352848,"",2,1000,744,"","",[],484,"","","","",0,0,0,"",416,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0,0,0
339,"ElectrocutingArrowPlayer","",[],"",[],[],"",1703868540,"",2,1000,745,"","",[],460,"","","","",0,0,0,"",417,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ArrowSG",[0],1,[],-1,[],"","",0.11,0.042,0
340,"PerfectStrikePlayer","",[],"",[],[],"",3858666082,"",2,1000,747,"","",[],461,"","","","",0,0,0,"",418,[419],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[9],1,[],-1,[],"","",0.11,0.042,0
341,"ShieldBlockPlayer","",[],"",[],[],"",475738795,"",2,1000,748,"","",[],479,"","","","",0,0,0,"",420,[],"","[0,9]",1,[],-1,[],"","",0,0,0
342,"ResonatingShieldPlayer","",[],"",[],[],"",1450695128,"",2,1000,750,"","",[],485,"","","","",0,0,0,"",421,[],"",[9],1,[],-1,[],"","",0.11,0.042,0
343,"MagmaBarrierPlayer","",[],"",[],[],"",3905562591,"",2,0,753,"","",[],"","","","","",0,0,0,"",422,[],"",[],1,[],-1,[],"","",0,0,0
344,"MagmaSprayPlayer","",[],"",[],[],"",3829329058,"",2,1000,754,"","",[],"","","","","",0,0,0,"",423,[],"",[],1,[],-1,[],"","",0,0,0
345,"VineArrowPlayer","",[],"",[],[],"",1402500610,"",2,1000,782,"","",[],499,"","","","",0,0,0,"",425,[7425],"",[0],1,[],-1,[],"","",0.11,0.042,0
346,"RhoaMountPlayer","",[],"",[],[],"",950372542,"",2,1000,783,"","",[],"","","","","",0,0,0,"",426,[],"",[],1,[],-1,[],"",70,0,0,0
347,"RagingSpiritsPlayer","",[],"",[],[],"",2378751646,"",2,1000,787,"","",[],"","","","","",0,0,0,"",434,[],"",[],1,[],-1,[],"","",0,0,0
348,"EnforcedWalkingPlayer","",[],"",[],[],"",401433756,"",2,1000,792,"","",[],"","","","","",0,0,0,"",435,[],"",[],1,[],-1,[],"","",0,0,0
349,"TwisterPlayer","",[],"",[],[],"",2749266352,"",2,1000,793,"","",[],531,"","","","",0,0,0,"",436,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.042,0
350,"ExplosiveSpearPlayer","",[],"",[],[],"",1539549295,"",2,1000,794,"","",[],534,"","","","",0,0,0,"",437,"[438,439]","",[0],1,[],2,[],"","",0.11,0.042,0
351,"SpearWindVortexPlayer","",[],"",[],[],"",1655361146,"",2,1000,796,"","",[],551,"","","","",0,0,0,"",440,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
352,"ElementalSiphonPlayer","",[],"",[],[],"",4110977456,"",2,1000,797,"","",[],756,"","","","",0,0,0,"",441,"[442,443,444]","",[0],"",[],-1,[],"","",0.11,0.042,0
353,"ThunderousLeapPlayer","",[],"",[],[],"",1214733851,"",2,1000,798,"","",[],549,"","","","",0,0,0,"",445,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
354,"WindDancerPlayer","",[],"",[],[],"",3066182658,"",2,1000,799,"","",[],"","","","","",0,0,0,"",446,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[],1,[],-1,[],"","",0,0,0
355,"TriggeredWindDancerPlayer","",[],"",[],[],"",1529931108,"",2,1000,800,"","",[],"","","","","",0,0,0,"",447,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0,0,0
356,"ProfaneRitualPlayer","",[],"",[],[],"",3129721893,"",2,1000,802,"","",[],553,"","","","",0,0,0,"",448,[],"",[0],1,[],-1,[],"","",0.11,0.065,0
357,"SoulOfferingPlayer","",[],"",[],[],"",3788437052,"",2,1000,803,"","",[],407,"","","","",5,0,0,"",449,[],"",[0],1,[],-1,[],"",76,0.11,0.018,0
358,"DarkEffigyPlayer","",[],"",[],[],"",2229491599,"",2,1000,804,"","",[],966,"","","","",0,0,0,"",450,[],"",[0],1,[],-1,[],"",5,0.11,0.065,0
359,"DarkEffigyProjectilePlayer","",[],"",[],[],"",1448451104,"",2,1000,805,"","",[],31,"","","","",0,0,0,"",451,[],"",[],1,[],-1,[],"","",0,0,0
360,"SupportMinionInstabilityPlayer",1,[76],"",[],[213],"",955257822,"",2,0,"","","",[7],"","","","","",0,0,0,"",452,[],"",[],1,[],-1,[],"","",0,0,0
361,"SupportFocusedCursePlayer",1,[68],"",[],[],"",2319420741,"",2,0,"","","",[],"","","","","",0,0,0,"",453,[],"",[],1,[],-1,[],"","",0,0,0
362,"SupportRitualisticCursePlayer",1,[68],"",[],[],"",3446164801,"",2,0,"","","",[],"","","","","",0,0,0,"",454,[],"",[],1,[],-1,[],"","",0,0,0
363,"SpinningInfernoPlayer","",[],"",[],[],"",3914240908,"",2,1000,813,"","",[],598,"","","","",0,0,0,"",455,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
364,"ShockchainArrowPlayer","",[],"",[],[],"",2518452092,"",2,1000,838,"","",[],631,"","","","",0,0,0,"",456,[457],"",[0],1,[],-1,[],"","",0.11,0.042,0
365,"VaultingImpactPlayer","",[],"",[],[],"",2831262738,"",2,1000,839,"","",[],648,"","","","",0,0,0,"",458,[459],"",[0],1,[],-1,[],"","",0.11,0.042,0
366,"StormWavePlayer","",[],"",[],[],"",1706266607,"",2,1000,840,"","",[],652,"","","","",0,0,0,"",460,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.042,0
367,"MantraOfDestructionPlayer","",[],"",[],[],"",2197417710,"",2,600,841,"","",[],653,"","","","",0,0,0,"",461,[],"",[0],1,[],-1,[],"","",0,0,0
368,"ElementalStormPlayer","",[],"",[],[],"",1851432599,"",2,0,511,"","",[],"","","","","",1,0,0,"",462,"[463,464,465]","",[0],1,"[1,2,3]",-1,[],"","",0.11,0.042,0
369,"WarBannerPlayer","",[],"",[],[],"",70883166,"",2,500,851,"","",[],656,"","","","",0,0,0,"",466,[],"",[],1,[],-1,[],"","",0,0,0
370,"DefianceBannerPlayer","",[],"",[],[],"",62804562,"",2,500,852,"","",[],664,"","","","",1,0,0,"",467,[],"",[],1,[],-1,[],"","",0,0,0
371,"DreadBannerPlayer","",[],"",[],[],"",1569884565,"",2,500,853,"","",[],671,"","","","",2,0,0,"",468,[],"",[],1,[],-1,[],"","",0,0,0
372,"HandOfChayulaPlayer","",[],"",[],[],"",1878760475,"",2,1000,858,"","",[],663,"","","","",0,0,0,"",469,[],"Audio/Sound Effects/Combat/OnHit/OnHit_UnarmedSG",[0],1,[],-1,[],"","",0.11,0.042,0
373,"SupportHandOfChayulaPlayer",1,"[68,98,72]","",[],[],"",3255673492,"",2,0,"","","",[],"","","","","",0,0,0,"",470,[],"",[],1,[],-1,[],"","",0,0,0
374,"SupportWolfPouncePlayer",1,"[98,30,73]","",[],[49],"",188377860,"",2,0,"","","",[],"","","","","",0,0,0,"",471,[],"",[],1,[],-1,[],"","",0,0,0
375,"FreezingWordPlayer","",[],"",[],[],"",3486086484,"",2,1000,859,"","",[],658,"","","","",0,0,0,"",472,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
376,"ShatteringPalmExplosionPlayer","",[],"",[],[],"",1191848508,"",2,1000,860,"","",[],"","","","","",0,0,0,"",473,[],"",[],1,[],-1,[],"","",0,0,0
377,"WarBannerReservationPlayer","",[],"",[],[],"",1530232350,"",2,1000,864,"","",[],"","","","","",0,0,0,"",474,[],"",[],1,[],-1,[],"","",0,0,0
378,"DefianceBannerReservationPlayer","",[],"",[],[],"",1307543687,"",2,1000,865,"","",[],"","","","","",1,0,0,"",475,[],"",[],1,[],-1,[],"","",0,0,0
379,"DreadBannerReservationPlayer","",[],"",[],[],"",2719181688,"",2,1000,866,"","",[],"","","","","",2,0,0,"",476,[],"",[],1,[],-1,[],"","",0,0,0
380,"TimeOfNeedPlayer","",[],"",[],[],"",58268934,"",2,1000,867,"","",[],"","","","","",0,0,0,"",477,[],"",[],1,[],-1,[],"","",0,0,0
381,"AttritionPlayer","",[],"",[],[],"",3448802782,"",2,1000,874,"","",[],"","","","","",0,0,0,"",478,[],"",[],1,[],-1,[],"","",0,0,0
382,"ElementalConfluxPlayer","",[],"",[],[],"",4076428076,"",2,1000,875,"","",[],"","","","","",0,0,0,"",479,[],"",[],1,[],-1,[],"","",0,0,0
383,"EmergencyReloadPlayer","",[],"",[],[],"",4200592143,"",2,0,876,"","",[],179,"","","","",0,0,0,"",480,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
384,"ClusterGrenadePlayer","",[],"",[],[],"",1011063620,"",2,1000,877,"","",[],675,"","","","",6,0,0,"",481,[482],"",[0],1,[],-1,[],"","",0.11,0.042,0
385,"PlayerLightningCloneRetaliation","",[],"",[],[],"",2121727193,"",2,1000,879,"","",[],"","","","","",0,0,0,"",483,[],"",[],1,[],-1,[],"","",0,0,0
386,"LightningCloneRetaliation","",[],"",[],[],"",1124353059,"",2,1000,879,"","",[],"","","","","",0,0,0,"",484,[],"",[],1,[],-1,[],"","",0,0,0
387,"TornadoShotPlayer","",[],"",[],[],"",939879555,"",2,1000,170,"","",[],628,"","","","",0,0,0,"",485,[486],"",[0],1,[],-1,[],"","",0.11,0.042,0
388,"BlinkPlayer","",[],"",[],[],"",341711508,"",2,700,817,"","",[],568,"","","","",0,0,0,"",487,[],"",[0],1,[],-1,[],"","",0,0,0
389,"BlackPowderBlitzPlayer","",[],"",[],[],"",4127914564,"",2,700,819,"","",[],863,"","","","",0,0,0,"",488,[],"",[0],1,[],-1,[],"","",0,0,0
390,"BlinkSandPlayer","",[],"",[],[],"",2919576970,"",2,700,817,"",1,[],568,"","","","",0,1,0,"",489,[],"",[],1,[],-1,[],"","",0,0,0
391,"ChargeRegulationPlayer","",[],"",[],[],"",1054556393,"",2,1000,881,"","",[],"","","","","",0,0,0,"",490,[],"",[],1,[],-1,[],"","",0,0,0
392,"ShardScavengerPlayer","",[],"",[],[],"",2522245687,"",2,0,882,"","",[],"","","","","",0,0,0,"",491,[],"",[],1,[],-1,[],"","",0,0,0
393,"OverwhelmingPresencePlayer","",[],"",[],[],"",83988839,"",2,1000,886,"","",[],"","","","","",0,0,0,"",492,[],"",[],1,[],-1,[],"","",0,0,0
394,"AlchemistsBoonPlayer","",[],"",[],[],"",3290846958,"",2,1000,887,"","",[],"","","","","",0,0,0,"",493,[],"",[],1,[],-1,[],"","",0,0,0
395,"MetaReapersInvocationPlayer","",[],"",[],[],"",1835440714,"",2,0,888,"","",[],"","","","","",0,0,0,"",494,[],"",[],1,[],-1,[],"","",0,0,0
396,"SupportReapersInvocationPlayer",1,"[1,30,73]","",[36],[49],"",1218752095,"",2,0,"","","",[],"","","","","",0,0,0,"",495,[],"",[],1,[],-1,[],"","",0,0,0
397,"SacrificePlayer","",[],"",[],[],"",4216985561,"",2,1000,889,"","",[],"","","","","",0,0,0,"",496,[],"",[],1,[],-1,[],"","",0,0,0
398,"ArchmagePlayer","",[],"",[],[],"",469804962,"",2,1000,890,"","",[],"","","","","",0,0,0,"",497,[],"",[],1,[],-1,[],"","",0,0,0
399,"TriggeredBurningRunesPlayer","",[],"",[],[],"",342401667,"",2,1000,891,"","",[],"","","","","",0,0,0,"",498,[],"",[0],1,[],-1,[],"","",0,0,0
400,"MagneticSalvoPlayer","",[],"",[],[],"",1442726231,"",2,1000,892,"","",[],632,"","","","",0,0,0,"",499,[500],"",[0],1,[],-1,[],"","",0.11,0.042,0
401,"FreezingSalvoPlayer","",[],"",[],[],"",5867712,"",2,1000,893,"","",[],633,"","","","",0,0,0,"",501,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
402,"TriggeredGasCloudPlayer","",[],"",[],[],"",3620806036,"",2,1000,894,"","",[],"","","","","",2,0,0,"",502,"[503,504]","",[],1,[],-1,[],"","",0,0,0
403,"TriggeredDetonationPlayer","",[],"",[],[],"",1369609065,"",2,1000,895,"","",[],"","","","","",0,0,0,"",505,[],"",[],1,[],-1,[],"","",0,0,0
404,"BerserkPlayer","",[],"",[],[],"",3000054217,"",2,1000,896,"","",[],"","","","","",0,0,0,"",506,[],"",[],1,[],-1,[],"","",0,0,0
405,"HeraldOfPlaguePlayer","",[],"",[],[],"",24830715,"",2,1000,897,"","",[],"","","","","",0,0,0,"",507,[],"",[],1,[],-1,[],"","",0,0,0
406,"HeraldOfBloodPlayer","",[],"",[],[],"",2944891729,"",2,1000,898,"","",[],"","","","","",0,0,0,"",508,[509],"",[],1,"[1,0]",-1,[],"","",0,0,0
407,"WitheringPresencePlayer","",[],"",[],[],"",3002581330,"",2,1000,899,"","",[],"","","","","",0,0,0,"",510,[],"",[],1,[],-1,[],"","",0,0,0
408,"RavenousSwarmPlayer","",[],"",[],[],"",2640666522,"",2,0,900,"","",[],"","","","","",0,0,0,"",511,[],"",[],1,[],-1,[],"","",0,0,0
409,"MetaMirageDeadeyePlayer","",[],"",[],[],"",938142249,"",2,0,901,"","",[],"","","","","",1,0,0,"",512,[],"",[],1,[],-1,[],"","",0,0,0
410,"SupportMirageDeadeyePlayer",1,"[40,116,72,57,73]","","[267,257,274]","[193,19,121,36,139,257,274,74,73]","",3715546138,"",2,0,"",1,"",[],"","","","","",0,0,0,"",513,[],"",[],1,[],-1,"[6,17,18]","","",0,0,0
411,"MirageDeadeyeSpawnPlayer","",[],"",[],[],"",3402440507,"",2,0,904,"","",[],"","","","","",0,0,0,"",514,[],"",[],1,[],-1,[],"","",0,0,0
412,"MetaMirageArcherPlayer","",[],"",[],[],"",4069775235,"",2,0,902,"","",[],"","","","","",0,0,0,"",515,[],"",[],1,[],-1,[],"","",0,0,0
413,"SupportMirageArcherPlayer",1,"[40,116,72,57,73]","","[267,257,273]","[193,19,121,36,139,257,273,74,73]","",2145056257,"",2,0,"",1,"",[],"","","","","",0,0,0,"",516,[],"",[],1,[],-1,"[6,17,18]","","",0,0,0
414,"MirageArcherSpawnPlayer","",[],"",[],[],"",2037996654,"",2,0,903,"","",[],"","","","","",0,0,0,"",517,[],"",[],1,[],-1,[],"","",0,0,0
415,"CombatFrenzyPlayer","",[],"",[],[],"",3988167147,"",2,1000,905,"","",[],"","","","","",0,0,0,"",518,[],"",[],1,[],-1,[],"","",0,0,0
416,"MetaCastOnBlockPlayer","",[],"",[],[],"",3412966406,"",2,0,906,"","",[],"","","","","",0,0,0,"",519,[],"",[],1,[],-1,[],"","",0,0,0
417,"MetaCastCurseOnBlockPlayer","",[],"",[],[],"",1015303863,"",2,0,907,"","",[],"","","","","",0,0,0,"",520,[],"",[],1,[],-1,[],"","",0,0,0
418,"SupportMetaCastOnBlockPlayer",1,"[1,30,73]","",[36],[49],"",1413119295,"",2,0,"","","",[],"","","","","",0,0,0,"",521,[],"",[],1,[],-1,[],"","",0,0,0
419,"SupportMetaCastCurseOnBlockPlayer",1,"[68,30,73]","",[36],[49],"",3564096610,"",2,0,"","","",[],"","","","","",0,0,0,"",522,[],"",[],1,[],-1,[],"","",0,0,0
420,"GatheringStormPlayer","",[],"",[],[],"",3074083224,"",2,1000,908,"","",[],693,"","","","",0,0,0,"",523,"[524,525,526]","",[9],1,[],-1,[],"","",0.11,0.042,0
421,"WhirlwindLancePlayer","",[],"",[],[],"",1005273600,"",2,1000,933,"","",[],726,"","","","",0,0,0,"",527,[528],"",[0],1,[],-1,[],"","",0.11,0.042,0
422,"PrimalStrikesPlayer","",[],"",[],[],"",2263036635,"",2,1000,950,"","",[],727,"","","","",0,0,0,"",529,"[530,531,7909]","",[0],1,[],-1,[],"","",0.11,0.042,0
423,"CullTheWeakPlayer","",[],"",[],[],"",2002806684,"",2,1000,951,"","",[],773,"","","","",0,0,0,"",532,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
424,"FangsOfFrostPlayer","",[],"",[],[],"",1519242056,"",2,1000,943,"","",[],728,"","","","",0,0,0,"",533,[534],"",[0],1,[],-1,[],"","",0.11,0.042,0
425,"WindSerpentsFuryPlayer","",[],"",[],[],"",1176571863,"",2,1000,934,"","",[],729,"","","","",0,0,0,"",535,[536],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.042,0
426,"RakePlayer","",[],"",[],[],"",1544527030,"",2,1000,935,"","",[],731,"","","","",0,0,0,"",538,[],"Audio/Sound Effects/Combat/OnHit/OnHit_2HSharpMetalSG",[0],1,[],-1,[],"","",0.11,0.042,0
427,"BloodhoundsMarkPlayer","",[],"",[],[],"",2239532667,"",2,500,936,"","",[],739,"","","","",0,0,0,"",539,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0.11,0.018,0
428,"BloodhoundsMarkExplosionPlayer","",[],"",[],[],"",4074951542,"",2,1000,937,"","",[],"","","","","",0,0,0,"",540,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,[],-1,[],"","",0,0,0
429,"TameBeastPlayer","",[],"",[],[],"",2589287002,"",2,1000,938,"","",[],741,"",1,"","",0,0,0,"",541,[],"",[0],1,[],-1,[],"","",0.11,0.018,0
430,"SpearOfSolarisPlayer","",[],"",[],[],"",580197075,"",2,1000,939,"","",[],743,"","","","",0,0,0,"",542,"[543,544]","Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ConstantSG",[0],1,[],-1,[],"","",0.11,0.042,0
431,"StormLancePlayer","",[],"",[],[],"",3741347299,"",2,1000,940,"","",[],738,"","","","",0,0,0,"",545,"[546,547,548]","Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG",[0],1,"[0,2,1,3]",-1,[],"","",0.11,0.042,0
432,"ParryPlayer","",[],"",[],[],"",2381321069,"",2,1000,941,"","",[],735,"","","","",0,0,0,"",549,[],"","[0,9]",1,[],-1,[],"","",0,0,0
433,"RedQueenVisagePlayer","",[],"",[],[],"",3012648638,"",2,1000,942,"","",[],"","","","","",0,0,0,"",550,[],"",[],1,[],-1,[],"","",0,0,0
434,"ElementalSunderingPlayer","",[],"",[],[],"",3479219066,"",2,1000,944,"","",[],744,"","","","",0,0,0,"",551,"[552,553,554]","",[0],1,[],1,[],"","",0.11,0.042,0
435,"SummonBeastPlayer","",[],"",[],[],"",2930744646,"",2,1000,945,"","",[],741,"","","","",0,0,0,"",555,[],"",[],1,[],-1,[],"",79,0,0,0
436,"GeminiSurgePlayer","",[],"",[],[],"",3638700989,"",2,1000,971,"","",[],"","","","","",2,0,0,"",559,[560],"",[],1,[],-1,[],"","",0,0,0
437,"AmazonTriggerElementalSurgePlayer","",[],"",[],[],"",2751256538,"",2,1000,952,"","",[],"","","","","",0,0,0,"",556,"[557,558]","",[0],1,[],-1,[],"","",0,0,0
438,"ChaosSpearTriggerChaosSurgePlayer","",[],"",[],[],"",270426204,"",2,1000,953,"","",[],"","","","","",1,0,0,"",561,[],"",[],1,[],-1,[],"","",0,0,0
439,"TriggeredHoarfrostPlayer","",[],"",[],[],"",944984530,"",2,1000,958,"","",[],"","","","","",0,0,0,"",562,[],"",[],1,[],-1,[],"","",0,0,0
440,"ManifestWeaponPlayer","",[],"",[],[],"",277947209,"",2,0,959,"","",[],"","","","","",0,0,0,"",563,[],"",[],1,[],-1,[],"",81,0,0,0
441,"ConvalescencePlayer","",[],"",[],[],"",2605062315,"",2,0,966,"","",[],"","","","","",0,0,0,"",564,[],"",[],1,[],-1,[],"","",0,0,0
442,"ConvalescenceActivePlayer","",[],"",[],[],"",2673987043,"",2,500,967,"","",[],766,"","","","",0,0,0,"",565,[],"",[0],1,[],-1,[],"","",0,0,0
443,"WingBlastPlayer","",[],"",[],[],"",3215627696,"",2,500,974,"","",[],769,"","","","",0,0,0,"",566,[567],"",[0],"","[0,1]",-1,[],"","",0.11,0.042,0
444,"ExplodingPoisonToadPlayer","",[],"",[],[],"",1320583419,"",2,1000,975,"","",[],153,"","","","",0,0,0,"",568,[],"",[0],1,[],-1,[],"","",0,0,0
445,"OilBarragePlayer","",[],"",[],[],"",648797240,"",2,1000,990,"","",[],922,"","","","",0,0,0,"",569,"[570,571]","","[0,9]",1,[],-1,[],"","",0.11,0.042,0
446,"IronWardPlayer","",[],"",[],[],"",3644865722,"",2,1000,991,"","",[],"","","","","",0,0,0,"",572,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ClawSG",[],1,[],-1,[],"","",0,0,0
447,"IronWardNovaPlayer","",[],"",[],[],"",1905940410,"",2,1000,992,"","",[],804,"","","","",0,0,0,"",573,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ClawSG",[0],1,[],-1,[],"","",0,0,0
448,"WyvernFlameBreathPlayer","",[],"",[],[],"",820544341,"",2,1000,993,"","",[],800,"","","","",0,0,0,"",574,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/FlameBreath/OnHit_FlameBreathSG","[0,16]",1,[],-1,[],"","",0.11,0.042,0
449,"EntanglePlayer","",[],"",[],[],"",1078348435,"",2,900,995,"","",[],821,"","","","",0,0,0,"",575,[576],"",[0],1,[],-1,[],"","",0.11,0.065,0
450,"IceFragmentsPlayer","",[],"",[],[],"",84013556,"",2,1000,996,"","",[],"","","","","",0,0,0,"",577,[],"",[],1,[],-1,[],"","",0,0,0
451,"WolfShredPlayer","",[],"",[],[],"",868645676,"",2,1000,998,"","",[],837,"","","","",0,0,0,"",578,"[579,580]","",[0],"",[],-1,[],"","",0,0,0
452,"BearFuryOfTheMountainPlayer","",[],"",[],[],"",336726045,"",2,1000,999,"","",[],810,"","","","",0,0,0,"",581,[],"",[9],1,[],-1,[],"","",0.11,0.042,0
453,"WolfPounceMarkPlayer","",[],"",[],[],"",3724834608,"",2,0,1000,"","",[],"","","","","",0,0,0,"",582,[],"",[],"",[],-1,[],"","",0,0,0
454,"WolfCrossSlashPlayer","",[],"",[],[],"",2437486213,"",2,1000,1001,"","",[],841,"","","","",0,0,0,"",583,[302],"",[0],"",[],-1,[],"","",0.11,0.042,0
455,"IcestormPlayer","",[],"",[],[],"",966946792,"",2,1200,82,"","",[],593,"","","","",1,1,0,"",584,[7702],"",[0],1,[],-1,[],"","",0.11,0.065,0
456,"PinnacleOfPowerPlayer","",[],"",[],[],"",676995805,"",2,0,1002,"","",[],"","","","","",0,0,0,"",585,[],"",[0],1,[],-1,[],"","",0,0,0
457,"CrossbowRequiemPlayer","",[],"",[],[],"",954241656,"",2,1000,1003,"","",[],816,"","","","",0,0,0,"",586,[],"",[0],"",[],-1,[],"","",0,0,0
458,"CrossbowRequiemAmmoPlayer","",[],"",[],[],"",2746030312,"",2,1000,1004,"","",[],817,"","","","",0,0,0,"",587,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
459,"LunarAssaultPlayer","",[],"",[],[],"",134797417,"",2,1000,1005,"","",[],839,"","","","",0,0,0,"",588,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
460,"HeartOfIcePlayer","",[],"",[],[],"",2129390872,"",2,0,1006,"","",[],"","","","","",0,0,0,"",589,[],"",[],1,[],-1,[],"","",0,0,0
461,"PrimalAvatarPlayer","",[],"",[],[],"",1585231193,"",2,1000,1007,"","",[],741,"","","","",0,0,0,"",590,[],"",[0],1,[],-1,[],"","",0.11,0.018,0
462,"WyvernDevourPlayer","",[],"",[],[],"",1270137706,"",2,1000,1008,"","",[],823,"","","","",0,0,0,"",591,[],"",[0],1,[],-1,[],"","",0.11,0.042,0
463,"ThrashingVinesPlayer","",[],"",[],[],"",2599752718,"",2,1000,1009,"","",[],830,"","","","",0,0,0,"",7933,[],"",[0],1,[],-1,[],"","",0.11,0.065,0
464,"TriggeredCausticCloudPlayer","",[],"",[],[],"",2327426178,"",2,1000,1010,"","",[],"","","","","",0,0,0,"",592,[7934],"",[],1,[],-1,[],"","",0,0,0
465,"WolfLunarBlessingPlayer","",[],"",[],[],"",1681500833,"",2,1000,1011,"","",[],843,"","","","",0,0,0,"",593,[],"",[0],"",[],-1,[],"","",0.11,0.042,0
466,"WolfArcticHowlPlayer","",[],"",[],[],"",3856452886,"",2,800,1012,"","",[],847,"","","","",0,0,0,"",594,[],"",[0],1,[],-1,[],"","",0.11,0.018,0
467,"ForgeHammerPlayer","",[],"",[],[],"",596614518,"",2,1000,1024,"","",[],853,"","","","",0,0,0,"",596,"[597,7977]","",[0],1,[],-1,[],"Audio/Sound Effects/Combat/OnHit/OnHit_ElementalSG","",0.11,0.042,0
468,"MetaMortarCannonPlayer","",[],"",[],[],"",2389175201,"",2,1000,479,"","",[],60,"","","","",0,0,0,"",598,[],"",[0],1,[],-1,[],"",5,0.11,0.042,0
469,"SupportMortarCannonPlayer",1,[158],"","[95,257,271]","[121,193,36,139,257,271,74,73]","",3652452249,"",2,0,"","","",[],"","","","","",0,0,0,"",599,[],"",[],1,[],-1,[],"","",0,0,0
470,"ToggleMountMinionPlayer","",[],"",[],[],"",241592423,"",2,10,1025,"","",[],"","","","","",0,0,0,"",600,[],"",[],1,[],-1,[],"","",0,0,0
471,"FulminationPlayer","",[],"",[],[],"",1259261299,"",2,0,1026,"","",[],"","","","","",0,0,0,"",601,[],"",[],1,[],-1,[],"","",0,0,0
472,"GrimFeastPlayer","",[],"",[],[],"",1881818961,"",2,0,808,"","",[],"","","","","",0,0,0,"",602,[],"",[],1,[],-1,[],"","",0,0,0
473,"GrimFeastResummonPlayer","",[],"",[],[],"",953056719,"",2,400,1027,"","",[],855,"","","","",0,0,0,"",603,[],"",[0],1,[],-1,[],"","",0,0,0
474,"AncestralCryPlayer","",[],"",[],[],"",1512712040,"",2,800,447,"","",[],602,"","","","",0,0,0,"",604,[],"",[0],1,[],-1,[],"","",0.11,0.018,0
475,"AncestralCryShockwavePlayer","",[],"",[],[],"",3770358289,"",2,1000,448,"","",[],"","","","","",0,0,0,"",605,[],"Audio/Sound Effects/Combat/OnHit/PlayerSkills/AncestralCry/OnHit_AncestralCry_StompSG",[0],1,[],-1,[],"","",0,0,0
476,"AncestralCryProjectilePlayer","",[],"",[],[],"",1181993302,"",2,1000,449,"","",[],"","","","","",0,0,0,"",606,[],"",[0],1,[],-1,[],"","",0,0,0
477,"MtxCommandCrueltyKillerBirdPlayer","",[],"",[],[],"",464989647,1,2,700,1037,"","",[],525,"",1,"","",0,0,0,"",607,[],"",[],1,[],-1,[],"","",0,0,0
