"rownum","Id","MiscAnimated","i32_24","i32_28","i32_32","i32_36","i32_40","bool_44","i32_45","i32_49","i32_53","bool_57","[rid]_58","bool_74","i32_75","i32_79","i32_83","i32_87","i32_91","bool_95","Script","bool_104","i32_105","bool_109","i32_110","i32_114","bool_118","i32_119","MetadataIDs","ScriptCommand","string_147","string_155","string_163","string_171","i32_179","bool_183","bool_184","[rid]_185","i32_201","bool_205","i32_206","bool_210","i32_211","i32_215","i32_219"
74,"77",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/MiscellaneousObjects/Heist/DemolitionistBarrel""]","triggerer.Transition(); triggerer.IfState( mini_explode, 0, () { this.TriggerSkill( GSHeistVinderiBarrelExplode, triggerer ); DoRandom( { PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Heist/demolition/scorched_grd/grd_decal1.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); }, { PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Heist/demolition/scorched_grd/grd_decal2.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); }, { PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Heist/demolition/scorched_grd/grd_decal3.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); }, { PlayEffect( \""Metadata/Effects/Spells/monsters_effects/League_Heist/demolition/scorched_grd/grd_decal4.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); } ); }, () { this.TriggerSkill( GSHeistVinderiBarrelExplodeChest, triggerer ); PlayEffect( \""Metadata/Particles/monster_effects/League_Heist/demolition/scorchmark_chest.ao\"", default, 1.0, 1.0, 0.0, inherit, 0.0, 0, 0, SelfLocation, permanentserver ); } );","","","","",1,"","",[],0,"",0,"",0,0,0
75,"78",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,[],"triggerer.SetStateTo(heist_hidden, 0);","","","","",1,"","",[],0,"",0,"",0,0,0
76,"79",[],0,1,3,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.AddBuff( atlas_warlord_enrage, 3, 20, 20, 0, 20, 20 );","","","","",0,1,1,[],0,"",0,"",0,0,0
77,"80",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/LeverAttachedTile""]","triggerer.Transition();","","","","",1,"","",[],0,"",0,"",0,0,0
78,"81",[4485],400,2,2,80,0,1,6,2,10,1,[],"",2,0,4,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Projectiles/HeistCultistCanisterRedTriggerNova""]","triggerer.Transition();","","","","",0,1,1,[],0,"",180,"",0,0,0
79,"82",[],1000,1,2,80,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.SetStateTo( awake, 1 );","","","","",0,"","",[],0,"",0,"",0,0,0
80,"83",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/LeverAttachedTile""]","triggerer.Transition();","","","","",1,"","",[],0,"",0,"",0,0,0
81,"84",[4608],2000,1,2,60,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,3,1,1,[],"triggerer.PlayEffect(\""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/crucible/player_hit_audio.ao\""); TriggerSkill( EGHeistRobotCrucibleActivationWave, triggerer );","","","","",0,"","",[],100,"",0,"",0,0,0
82,"85",[],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/LeverAttachedTile""]","triggerer.victim.DoAction( EGHeistPullLever, triggerer );","","","","",1,"","",[],0,"",0,"",0,0,0
83,"86",[4092],0,1,5,0,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",1,4,"",4,"[""Metadata/Terrain/Leagues/Heist/Objects/Level/Hazards/Demolition_LandmineMarker""]","triggerer.SetStateTo( heist_locked, 0 );","","","","",1,"","",[],0,"",0,"",0,0,0
84,"87",[],500,1,4,24,0,1,13,13,10,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Projectiles/HeistCultistCanisterYellowTriggerGas""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
85,"88",[4682],1000,1,5,35,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.IfState( is_robot, 1, { AddBuff( heist_robot_crucible_buff, 10, -50, 30 ); DoAction( ChangeToStance1 ); } );","","","","",0,"","",[],0,"",0,"",0,0,0
86,"89",[],0,1,2,2,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,[],"triggerer.IfState( bot_buff, 1, () { triggerer.skitterbot = this; SetStateTo( bot_buff, 2 ); } );","","triggerer.IfState( bot_buff, 1, () { AddAttached( \""Metadata/Effects/Spells/monsters_effects/League_Heist/robot/skitterbot/SkitterbotAttached.ao\"", skitter_attachment, 0.5 ); } );","","",0,1,1,[],0,"",0,"",0,0,0
87,"90",[4608],2000,1,3,60,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,2,1,1,[],"triggerer.IfState( is_robot, 1, { DoAction( ChangeToStance1 ); } );","","","","",0,"","",[],0,"",0,"",0,0,0
88,"91",[4709],500,1,2,40,0,1,13,13,0,1,[],"",2,13,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.IfState( is_robot, 1, { IfState( fight, >0, { AddBuff( heist_robot_argus_buff, 7, 30, 20 ); } );  } );","","","","",0,1,1,[],0,"",0,"",0,0,0
89,"92",[],0,1,4,10,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,"",4,[],"triggerer.SetStateTo( perception_hidden, 0 );","","","","",0,1,1,[],0,"",0,"",0,0,0
90,"93",[4740],500,1,2,40,0,1,13,13,0,1,[],"",3,0,7,0,0,1,"","",2,"",1,3,"",1,[],"DispatchRulesetEvent( \""increase_alert 200\"" );","","","","",1,1,1,[],50,1,0,"",0,0,0
91,"94",[],500,1,2,37,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/LeagueHeist/Boss/VinnyVoxIceWall""]","triggerer.SetStateTo( explode, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
92,"95",[],2000,1,2,60,0,1,13,13,0,1,[],"",3,0,7,0,0,1,"",1,2,"",1,2,1,4,"[""Metadata/Monsters/LeagueHeist/Boss/FreidrichSlave"",""Metadata/Monsters/LeagueHeist/Boss/FreidrichSlave2""]","triggerer.SetStateTo( blood_extraction, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
93,"96",[4857],100,1,2,60,0,1,13,13,0,1,[],"",3,0,7,0,0,1,"",1,2,"",1,2,1,4,"[""Metadata/Monsters/LeagueHeist/Boss/FreidrichSlave"",""Metadata/Monsters/LeagueHeist/Boss/FreidrichSlave2""]","triggerer.SetStateTo( blood_bomb, 1 );","","","","",0,1,1,[],33,"",0,"",0,0,0
94,"97",[],0,1,2,35,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"","",2,"",1,3,"",1,[],"","","","","",0,1,1,[],0,"",0,"",0,0,0
95,"98",[],280,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/EndGame/MapCrimsonTownship/Objects/SmashableBench""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
96,"99",[],280,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/EndGame/MapCrimsonTownship/Objects/ExtinguishableCandles""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
97,"100",[],280,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/EndGame/MapCrimsonTownship/Objects/AmbientLight""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
98,"101",[4682],200,1,2,100,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",1,4,1,1,[],"triggerer.AddBuff(ritual_generic_speed_buff, 20, 10);","","","","",0,"","",[],0,"",0,"",0,0,0
99,"102",[5094],0,1,2,14,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",1,3,"",1,[],"triggerer.AddBuff( reaper_wraith_grasping_chains, infinity, -5, 10, 4, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
100,"103",[5063],1000,1,3,32,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",1,3,"",1,[],"triggerer.AddBuff(ritual_blood_totem_degen, 3, CalculateDamage( 1.75, 0.042 ));","","","","",0,1,1,[],50,"",0,"",0,0,0
101,"104",[5084],600,1,5,18,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"","",2,"",1,3,"",1,[],"triggerer.AddBuff( maven_map_space_vines, infinity, -5, 10, 3, 0 );","","","","",0,1,1,[],600,"",0,"",0,0,0
102,"105",[5146],600,1,2,200,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",1,4,1,1,"[""Metadata/Monsters/MavenBoss/MavenBrainOrbitDaemon""]","triggerer.SetStateTo( collapse, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
103,"106",[],0,3,3,161,37,1,4,3,100,1,[],"",1,0,4,0,0,"","",1,2,"",5,4,1,1,"[""Metadata/Monsters/MavenBoss/MavenBrainOrbitDaemon""]","triggerer.SetStateTo( explode_without_animation, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
104,"107",[],0,1,2,85,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,1,1,"[""Metadata/Monsters/MavenBoss/MavenBrainOrbitDaemon""]","triggerer.SetStateTo( explode_without_animation, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
105,"108",[3596],600,1,4,70,0,1,13,13,0,"",[],"",1,0,7,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionGeyserObjectInfluence""]","triggerer.Transition();","","","","",0,"","",[],0,"",0,"",0,0,0
106,"109",[5186],300,1,2,50,0,1,13,13,0,1,[],"",3,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff(ultimatum_chieftain_buff, 10, 20);","","","","",0,1,1,[],0,"",0,"",0,0,0
107,"110",[],100,2,2,70,0,1,6,2,15,1,[],"",3,0,2,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/GoliathBloodBall""]","triggerer.Transition();","","","","",0,1,1,[],0,"",70,"",0,0,0
108,"111",[5593],500,3,3,68,37,1,6,3,100,1,[],"",3,0,2,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff( onslaught, 6, 20, 20, 20 );","","","","",0,1,1,[],100,"",0,"",0,0,0
109,"112",[5650],400,1,2,50,0,1,13,13,0,"",[],"",2,10,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.pulse_buff_owner = this.owner;\r\ntriggerer.IfStat( monster_allies_cannot_take_damage_pulse_owner, 0, { AddBuffWithOwner( damage_immune_while_owner_lives, 5, pulse_buff_owner, 1 ); } );","","","","",0,"","",[],0,"",0,"",0,0,0
110,"113",[5596],300,1,2,33,0,1,13,13,0,"",[],"",2,14,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff(ultimatum_physical_charge, 7, 0, 0, 20, 30, 500);","","","","",0,"","",[],100,"",0,"",0,0,0
111,"114",[5597],300,1,2,33,0,1,13,13,0,"",[],"",2,14,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.AddBuff(ultimatum_elemental_charge, 7, 0, 20, 30, 500);","","","","",0,"","",[],100,"",0,"",0,0,0
112,"115",[],100,2,2,70,0,1,6,2,15,1,[],"",3,0,2,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/GoliathBloodBallRuin""]","triggerer.Transition();","","","","",0,1,1,[],0,"",70,"",0,0,0
113,"116",[],300,1,2,33,0,1,13,13,0,"",[],"",2,14,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.IfType( \""Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumChallengeInteractable\"", {}, { AddBuff(ultimatum_physical_charge, 7, 600, 600, 40, 30, 500); } );","","","","",0,"","",[],100,"",0,"",0,0,0
114,"117",[],300,1,2,33,0,1,13,13,0,"",[],"",2,14,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.IfType( \""Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumChallengeInteractable\"", {}, { AddBuff(ultimatum_elemental_charge, 7, 900, 40, 30, 500); } );","","","","",0,"","",[],100,"",0,"",0,0,0
115,"118",[],500,3,3,68,37,1,6,3,100,1,[],"",3,0,2,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuff( cover_in_ash, 6, -20, 20 );","","","","",0,1,1,[],100,"",0,"",0,0,0
116,"119",[5857],1000,2,6,55,0,1,6,2,15,1,[],"",3,0,2,0,0,"","",1,2,"",1,4,1,4,"[""Metadata/Effects/Spells/monsters_effects/League_Expedition/general/armored_caster/LightningBall""]","triggerer.Transition();","","","","",0,1,1,[],0,"",140,"",0,0,0
117,"120",[],0,1,5,18,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/Skeletons/SkeletonMelee3"",""Metadata/Monsters/Skeletons/SkeletonBowLightning"",""Metadata/Monsters/Skeletons/SkeletonBowPuncture"",""Metadata/Monsters/Skeletons/SkeletonCasterLightning"",""Metadata/Monsters/Skeletons/SkeletonCasterCold""]","triggerer.AddBuff( necromancer_skeleton_buff, infinite, 100, 50 );","","","","",0,1,1,[],0,"",0,"",0,0,0
118,"121",[],500,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/LeagueExpedition/Golem/ExpeditionSmallGolem""]","triggerer.Transition(); triggerer.DisableProximityTrigger();","","","","",0,1,1,[],100,"",0,"",0,0,0
119,"122",[],500,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,1,1,"[""Metadata/Monsters/Spiders/DelveSpiderPacksEmergeDrop_""]","triggerer.DisableProximityTrigger(); triggerer.DelayRandom( 0.2, 0.7, { Transition(); } );","","","","",0,1,1,[],100,"",0,"",0,0,0
120,"123",[],500,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarFodder2""]","triggerer.SetStateTo( howled, 1 );","","","","",0,1,1,[],100,"",0,"",0,0,0
121,"124",[],0,3,2,130,1,1,6,2,100,"",[],"",1,0,4,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBossWallBlock1"",""Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBossWallBlock2"",""Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBossWallBlock3"",""Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBossWallBlock4""]","triggerer.IfState( spawn_protected, 0, { SetStateTo( block, 0 ); } );","","","","",0,"","",[],0,"",0,"",0,0,0
122,"125",[],0,1,2,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,3,"",1,[],"triggerer.AddBuff( archnemesis_greed_debuff, 10,  20, -10 );","","","","",0,1,1,[],0,"",0,"",0,0,0
123,"126",[6504],550,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",1,2,"",1,[],"triggerer.If( this.owner == triggerer, {}, { IfStat( monster_rarity, 3, { AddBuff( monster_mod_rejuvenation, 2, 300 ); }, { AddBuff( monster_mod_rejuvenation, 4, 330 ); } ); } );","","","","",0,1,1,[],33,"",0,"",0,0,0
124,"127",[],550,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","","",2,"",5,1,"",1,[],"triggerer.AddBuff( monster_mod_rejuvenation_debuff, 4, -60);","","","","",0,1,1,[],33,"",0,"",0,0,0
125,"128",[],0,2,2,100,0,1,6,2,10,1,[],"",3,0,4,0,0,"","","",2,"",5,3,"",1,[],"triggerer.AddBuff( harvest_cat_grasping_vines_buff, infinity, -5, 10, 7, 0 );","","","","",0,1,1,[],0,"",120,"",0,0,0
126,"129",[6989],600,1,2,110,0,1,13,13,0,"",[],"",3,10,7,0,0,"","","",2,"",1,2,1,1,[],"\t\ttriggerer.IfStat( is_hidden_monster, 0,\r\n\t\t{/*\r\n\t\t\tIfStat( is_totem_object, 0,\r\n\t\t\t{\r\n\t\t\t\tIf( this.dont_dupe != 1,\r\n\t\t\t\t{\r\n\t\t\t\t\tthis.dont_dupe = 1;\r\n\t\t\t\t\tthis.clone = CreateClone( this, copy_mods:true, disable_drops:false );\r\n\t\t\t\t\tthis.clone.dont_dupe = 1;\r\n\t\t\t\t\tthis.clone.SetLocation( FindRandomLocationNearLocation( 5, 25, this.GetLocation() ) );\r\n\t\t\t\t\tthis.clone.AddStat( dropped_items_are_duplicated, 1 );\r\n\t\t\t\t\tthis.clone.AddMonsterExplicitMod( MonsterTagMirrored );\r\n\t\t\t\t\tthis.clone.PlayEffect( LakeKalandraDuplicateSpawnIn );\r\n\t\t\t\t} );\r\n\t\t\t} );\r\n\t\t*/} );","","","","",0,"","",[],100,"",0,"",0,0,0
127,"130",[],0,2,2,100,0,1,6,2,10,1,[],"",3,0,4,0,0,"","","",2,"",5,3,"",1,[],"triggerer.AddBuff( cover_in_ash, 6, -20, 20 );","","","","",0,1,1,[],0,"",120,"",0,0,0
128,"131",[],400,1,2,90,0,1,13,13,0,"",[],"",1,0,7,0,0,"","","",2,"",5,2,"",1,"[""Metadata/Monsters/LeagueSanctum/Fodder/GargoyleMediumEmerge_""]","triggerer.SetStateTo( statue, 1);","","","","",0,"","",[],0,"",0,"",0,0,0
129,"1000",[5333],600,1,2,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Effects/Spells/ground_effects/living_blood/LivingBlood""]","TriggerSkill(SummonSpecificMonsters); triggerer.KillSelf();","","","","",8,1,1,[],0,"",0,"",0,0,0
130,"1001",[5338],1200,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,4,"",2,"[""Metadata/Monsters/Urchins/SlingUrchin1"",""Metadata/Monsters/Urchins/MeleeUrchin1""]","IfAlive( { TriggerSkill(ReviveSkeleton, triggerer); triggerer.AddBuff( hag_revive, infinity, 30 ); } );","","IfAlive( { triggerer.AddEffectPack(ReviveInProgressEffect); } );","","",0,1,1,[],0,"",0,"",0,0,0
131,"1002",[],3000,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","this.howltarget = FindNearestPlayer( 100 );",1,2,"",5,2,"",1,"[""Metadata/Monsters/Wolves/RottenWolf1"",""Metadata/Monsters/Wolves/FungalWolf1"",""Metadata/Monsters/Werewolves/WerewolfPack1"",""Metadata/Monsters/Werewolves/WerewolfProwler1"",""Metadata/Monsters/Werewolves/WerewolfProwlerRed1""]","triggerer.howltarget = this.howltarget; triggerer.DoAction(EmptyActionSpell, howltarget); AddBuff( synthesis_reduced_aggro, infinity, 50 );","","","","",6,1,1,[],0,"",0,"",0,0,0
132,"1003",[5378],800,1,2,100,0,1,13,13,0,1,[],"",1,0,7,0,0,"","this.howltarget = FindNearestPlayer( 100 );",1,2,"",5,2,"",1,"[""Metadata/Monsters/FungusZombie/FungusZombieFat"",""Metadata/Monsters/FungusZombie/FungusZombieHood_"",""Metadata/Monsters/FungusZombie/FungusZombieHoodPhysics_"",""Metadata/Monsters/FungusZombie/FungusZombieHeadless"",""Metadata/Monsters/FungusZombie/FungusZombieHeadlessPhysics"",""Metadata/Monsters/FungusZombie/FungusZombieTree__"",""Metadata/Monsters/FungusZombie/FungusZombieTreePhysics"",""Metadata/Monsters/FungusZombie/FungusZombieMass"",""Metadata/Monsters/FungusZombie/FungusZombieMassPhysics_"",""Metadata/Monsters/FungusZombie/FungusZombieMedium"",""Metadata/Monsters/FungusZombie/FungusZombieMediumPhysics"",""Metadata/Monsters/FungusZombie/FungusZombieLarge"",""Metadata/Monsters/FungusZombie/FungusZombieLargePhysics_"",""Metadata/Monsters/Skeletons/FungalSkeletonUnarmed""]","triggerer.ChangeStance( stance2 ); triggerer.DoAction(Melee, howltarget);","","","","",0,1,1,[],0,"",0,"",0,0,0
133,"1004",[],800,1,2,100,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,1,"",1,[],"triggerer.AddBuff(debuff_fungal_howl, 3, -30);","","","","",0,1,1,[],0,"",0,"",0,0,0
134,"1005",[],0,1,2,70,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/Monkeys/Bramble/BrambleMonkey1""]","triggerer.AddBuff( bramble_hulk_enrage, 10, 15, 15, 100 );","","","","",0,1,1,[],0,"",0,"",0,0,0
135,"1006",[5404],0,1,4,25,0,1,13,13,0,1,[],"",1,0,7,0,0,1,"",1,2,"",1,2,"",2,"[""Metadata/Monsters/Ghouls/Ghoul"",""Metadata/Monsters/Ghouls/Ghoul2""]","TriggerSkill(ReviveSkeleton, triggerer);","","","","",0,1,1,[],0,"",0,"",0,0,0
136,"1007",[],2000,1,2,120,0,1,13,13,0,1,[],"",2,16,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/SkeletonSoldier/Rusted/RustedSoldierOneHandSwordQuest"",""Metadata/Monsters/SkeletonSoldier/Rusted/RustedSoldierOneHandSwordShieldQuest"",""Metadata/Monsters/SkeletonSoldier/Rusted/RustedSoldierBowQuest""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
137,"1008",[],750,3,3,100,35,1,3,2,0,1,[],"",1,0,4,0,0,"","",1,2,"",5,4,1,4,"[""Metadata/Monsters/MudBurrower/MudBurrowerBodyBoss""]","triggerer.SetStateTo( fight, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
138,"1009",[],0,1,2,70,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/Stalker/Stalker""]","triggerer.Transition(); triggerer.AddBuff( synthesis_reduced_aggro, 4, 100 );","","","","",4,1,1,[],0,"",0,"",0,0,0
139,"1010",[],0,1,2,70,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/Ghouls/Ghoul"",""Metadata/Monsters/Ghouls/Ghoul2"",""Metadata/Monsters/Ghouls/GhoulFeeding""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
140,"1011",[],500,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/ShellMonster/ShellMonsterEmerge"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergeNoSand"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergeSmall"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergeSmallNS"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergePoison"",""Metadata/Monsters/ShellMonster/ShellMonsterEmergeSmallPoison""]","triggerer.IfState (emerge, 0, {TriggerSkill( ShellCrabEmergeEG ); } ); triggerer.SetStateTo( emerge, 1 ); ","","","","",0,1,1,[],0,"",0,"",0,0,0
141,"1012",[],2000,1,2,150,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/DemonSpiders/MeleeSpiderEmergeDrop_""]","triggerer.SetStateTo( emerge, 1 );","","","","",0,1,1,[],0,"",0,"",0,0,0
142,"1014",[],1200,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/RockSlider"",""Metadata/Monsters/RockSliderQuarry"",""Metadata/Monsters/RockSlider/RockSliderVoltaxic""]","triggerer.IfState (emerge, 0, { triggerer.SetStateTo( emerge, 1 ); } ); ","","","","",0,1,1,[],200,"",0,"",0,0,0
143,"1015",[],500,1,2,20,0,1,13,13,0,1,[],"",1,0,7,0,0,"","DoAction(ChangeToStance1);",1,2,"",5,2,1,1,"[""Metadata/Monsters/HyenaMonster/HyenaMonster""]","DelayRandom( 0.2, 1.0, { triggerer.DoAction(ChangeToStance1); } );","","","","",0,1,1,[],50,"",0,"",0,0,0
144,"1016",[],100,1,3,55,0,"",13,13,100,"",[],"",2,0,4,0,0,"","",1,2,"",5,2,"",1,"[""Metadata/Monsters/BoneCultists/BoneCultists_Beast/BoneCultistBeast""]","triggerer.SetStateTo( rage, 1 );","","","","",0,"","",[],33,"",0,"",0,0,0
145,"1017",[],500,1,2,50,0,1,13,13,0,1,[],"",1,0,7,0,0,"","",1,2,"",5,2,1,1,"[""Metadata/Monsters/DemonSpiders/SpiderSabre""]","triggerer.IfState (emerge, 0, {TriggerSkill( EGSabreSpiderEmerge ); } ); triggerer.SetStateTo( emerge, 1 ); ","","","","",0,1,1,[],0,"",0,"",0,0,0
146,"1018",[5558],0,1,4,15,0,1,13,13,0,1,[],"",1,0,4,0,0,"","",1,2,"",1,2,"",1,"[""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealot01"",""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealot02"",""Metadata/Monsters/BoneCultists/BoneCultists_Shield/BoneCultistShield"",""Metadata/Monsters/BoneCultists/BoneCultist_Necromancer/BoneCultistNecromancer"",""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummoner_01"",""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/BoneCultistZealotSummoner_02""]","triggerer.AddBuff(pitiful_fabrication_buff, 10, 20, 10);","","","","",0,1,1,[],0,"",0,"",0,0,0
147,"1019",[681],0,2,2,50,0,1,3,2,0,1,[],"",3,0,4,0,0,"","",1,2,"",1,2,"",1,"[""Metadata/Monsters/EtchedBeetles/SmallEtchedBeetleArmoured"",""Metadata/Monsters/EtchedBeetles/SmallEtchedBeetleDullArmour""]","triggerer.SetStateTo( buildup, 1 ); triggerer.StartStateTimer( discharge, 2 ); triggerer.AddBuff(scarab_energy_shield_buff, 2, 100, 3000, 1);","","","","",0,1,1,[],0,"",35,"",0,0,0
148,"1020",[],0,1,3,13,0,1,13,13,0,1,[],"",2,0,7,0,0,"","",1,2,"",5,4,"",4,"[""Metadata/Terrain/Gallows/Act2/2_4_2/Objects/PillarBreakable""]","triggerer.Transition();","","","","",0,1,1,[],0,"",0,"",0,0,0
149,"1021",[],0,1,5,40,0,1,13,13,0,1,[],"",1,0,7,0,0,"","this.floorlights -= floorlightstarget; SetStateTo( destroy_floorlight, 0); AddLifeThreshold( -20 );",1,2,"",5,4,"",4,"[""Metadata/Monsters/ForsakenSon/BossArenaObjects/ForsakenSonCenser""]","TriggerSkill( CGEForsakenBurningGround, triggerer ); triggerer.Delete();","","triggerer.Delete();","","",5,1,1,[],0,"",0,"",0,0,0
