"rownum","Id","i32_8","IsSummoned","Armour","Evasion","EnergyShieldFromLife","DamageSpread","MonsterResistances","bool_45","i32_46"
406,"FarudinWarlock",100,"",0,0,30,20,"[7,1]",1,0
407,"BoneCultistZealot",100,"",0,0,15,20,"[5,3]",1,0
408,"BoneCultistZealotLightning",100,"",0,0,15,20,"[9,3]",1,0
409,"BoneCultistShield",100,"",60,0,0,20,[0],1,0
410,"BoneCultistShieldBoss",100,"",80,0,0,20,[0],1,0
411,"BoneCoilSnake",100,"",0,25,0,20,[0],1,0
412,"TerracottaGuardian",100,"",50,0,0,20,"[1,5]",1,0
413,"TerracottaGuardianSanctumTrial",100,"",50,0,0,20,"[1,5]",1,0
414,"TerracottaGuardianStrong",100,"",50,0,0,20,"[1,5]",1,0
415,"TerracottaGuardianWeak",100,"",50,0,0,20,"[1,5]",1,0
416,"BoneCultistSavage",100,"",20,20,0,20,[0],1,0
417,"BoneCultistBeast",100,"",70,0,0,20,[1],1,0
418,"GoblinTamedBeast",100,"",80,0,0,20,"[2,7]",1,0
419,"BoneCultistNecromancer",100,"",0,0,20,20,"[9,3]",1,0
420,"BoneConstructPlayerSummoned",100,1,0,0,0,30,[0],1,0
421,"BoneCultistBoss",100,"",0,0,25,20,[9],1,0
422,"BoneCultistBossMap",100,"",0,0,25,20,[9],1,0
423,"BoneCultistBossMapSolo",100,"",0,0,25,20,[9],1,0
424,"BoneCultistBossSTANDALONE",100,"",0,0,25,20,[9],1,0
425,"SandGolem",100,"",0,0,0,20,[0],1,0
426,"PorcupineAntSmall",100,"",30,0,0,20,[3],1,0
427,"PorcupineAntMedium",100,"",35,0,0,20,[3],1,0
428,"PorcupineAntMediumSanctumTrial",100,"",35,0,0,20,[3],1,0
429,"PorcupineAntLarge",100,"",40,0,0,20,[3],1,0
430,"PorcupineAntLargeSanctumTrial",100,"",40,0,0,20,[3],1,0
431,"CaveDweller",100,"",10,0,0,20,[9],1,0
432,"CaveDwellerSanctumTrial",100,"",10,0,0,20,[9],1,0
433,"CaveDwellerRitual",100,"",10,0,0,20,[9],1,0
434,"MetaDemonCaster",340,1,0,0,50,20,[0],1,0
435,"InfernalFamiliar",100,"",25,15,0,20,[0],1,0
436,"Wisp",100,"",0,0,50,20,[0],1,0
437,"WispSanctumTrial",100,"",0,0,50,20,[0],1,0
438,"GiantSkeletonSnakeBoss",100,"",100,0,0,20,[6],1,0
439,"GiantSkeletonSnakeBossMap",100,"",100,0,0,20,[6],1,0
440,"GiantSkeletonSnakeBossSTANDALONE",100,"",100,0,0,20,[6],1,0
441,"VultureDemon",100,"",20,0,0,20,[0],1,0
442,"MetalHarpy",100,"",100,0,0,20,"[5,1,11]",1,0
443,"PlagueMorphs",100,"",0,0,0,20,[7],1,0
444,"PlagueSwarm",100,"",0,60,0,20,[7],1,0
445,"PlagueNymph",100,"",0,20,0,20,"[7,9]",1,0
446,"PlagueBringer",100,"",0,0,0,20,[7],1,0
447,"TwilightOrderSoldier",100,"",50,0,0,20,[0],1,0
448,"TwilightOrderSoldierPatrol",100,"",50,15,0,20,[0],1,0
449,"TwilightOrderTorchSoldier",100,"",50,15,0,20,[0],1,0
450,"TwilightOrderOfficer",100,"",60,0,0,20,[1],1,0
451,"TwilightOrderOfficerCold",100,"",50,25,0,20,[0],1,0
452,"TwilightOrderOfficerColdClone",100,"",50,25,0,20,[0],1,0
453,"TwilightOrderAssassin",100,"",25,65,0,20,[0],1,0
454,"TwilightOrderOverseer",100,"",0,0,0,20,[0],1,0
455,"DuneLurker",100,"",0,25,0,20,[9],1,0
456,"DuneLurkerSanctumTrial",100,"",0,25,0,20,[9],1,0
457,"WingedCreature",100,"",0,0,0,20,[11],1,0
458,"WingedCreatureSanctumTrial",100,"",0,0,0,20,[11],1,0
459,"TerracottaKamikaze",100,"",20,0,0,20,[0],1,0
460,"TerracottaKamikazeSanctumTrial",100,"",20,0,0,20,[0],1,0
461,"HarpyMonster",100,"",25,50,0,20,"[1,7]",1,0
462,"HarpyMonsterBoss",100,"",50,50,0,20,[0],1,0
463,"TwilightOrderNighthawkAssassinBoss",100,"",0,0,0,20,[0],1,0
464,"TwilightOrderNighthawkAssassin",100,"",0,0,0,20,[0],1,0
465,"SharzadBlackPrince",100,"",100,0,0,20,[0],1,0
466,"MantisRat",100,"",0,40,0,20,[0],1,0
467,"DreadEngineerBoss",100,"",50,0,0,20,"[6,4]",1,0
468,"DreadEngineerBossMap",100,"",50,0,0,20,"[6,4]",1,0
469,"DreadEngineerBossSTANDALONE",100,"",50,0,0,20,"[6,4]",1,0
470,"ConstrictorCorpse",100,"",0,0,0,20,"[7,1]",1,0
471,"ConstrictorCorpseRanged",100,"",0,0,0,20,"[7,1]",1,0
472,"MarshBruiser",100,"",100,0,0,20,[0],1,0
473,"BogCorpseUnarmed",100,"",0,0,0,30,[1],1,0
474,"BogCorpse",100,"",0,0,0,30,[1],1,0
475,"BogCorpseSummoned",100,"",0,0,0,30,[1],1,0
476,"DredgeFiend",100,"",15,0,25,20,"[8,1]",1,0
477,"DredgeFiendShamanBoss",100,"",50,0,15,20,"[8,2]",1,0
478,"DredgeFiendShamanBossMap",100,"",50,0,15,20,"[8,2]",1,0
479,"DredgeFiendShamanBossSTANDALONE",100,"",50,0,15,20,"[8,2]",1,0
480,"CannibalTribeStalker",100,"",50,50,0,20,[0],1,0
481,"CannibalTribeSpearThrower",100,"",0,50,0,20,[0],1,0
482,"CannibalTribeSpearMelee",100,"",0,50,0,20,[0],1,0
483,"CannibalTribeDagger",100,"",0,50,0,20,[0],1,0
484,"CannibalTribeShaman",100,"",0,0,20,20,[0],1,0
485,"CannibalTribeBrute",100,"",50,0,0,20,[0],1,0
486,"CannibalTribeGiant",100,"",0,0,0,20,[0],1,0
487,"VaalSavageStalker",100,"",15,30,0,20,[0],1,0
488,"VaalSavageSpearThrower",100,"",20,40,0,20,[0],1,0
489,"VaalSavageSpearMelee",100,"",20,40,0,20,[0],1,0
490,"VaalSavageDagger",100,"",20,40,0,20,[0],1,0
491,"VaalSavageShaman",100,"",0,0,20,20,[5],1,0
492,"VaalSavageBrute",100,"",30,30,0,20,[0],1,0
493,"VaalSavageTorchbearer",100,"",0,50,0,20,[5],1,0
494,"VaalSavageGiant",100,"",100,0,0,20,[5],1,0
495,"VaalSavageBeastmasterBoss",100,"",100,0,0,20,[0],1,0
496,"VaalSavageDelinquent",100,"",0,50,0,20,[0],1,0
497,"SavageBoneWall",100,"",50,0,0,0,[0],1,0
498,"SavageEffigy",100,"",0,0,0,20,[0],1,0
499,"BloodDrone",100,"",0,60,0,20,[7],1,0
500,"SwarmHost",100,"",0,0,0,20,[7],1,0
501,"BloodClan",100,"",20,50,0,20,[0],1,0
502,"BloodClanCaster",100,"",0,0,15,20,[0],1,0
503,"BloodClanTrapper",100,"",20,50,0,20,[0],1,0
504,"BloodClanKina",100,"",0,50,0,20,[0],1,0
505,"BloodClanDagger",100,"",0,50,0,20,[0],1,0
506,"BloodClanHarpooner",100,"",20,50,0,20,[0],1,0
507,"BloodClanVaulter",100,"",20,50,0,20,[0],1,0
508,"BloodClanBirdFisherman",100,"",20,50,0,20,[0],1,0
509,"BloodClanBird",100,"",0,60,0,20,[0],1,0
510,"BladeStalker",100,"",0,40,0,20,[0],1,0
511,"AnchoriteSpawn",100,"",0,0,0,20,[1],1,0
512,"AnchoriteFlathead",100,"",0,15,0,20,[1],1,0
513,"AnchoriteMother",100,"",25,0,20,20,[0],1,0
514,"SnakeHulk",100,"",80,0,0,20,[7],1,0
515,"BaneSapling",100,"",0,20,0,20,[7],1,0
516,"CrawChimera",100,"",50,50,0,20,[0],1,0
517,"ArmadilloDemon",100,"",100,0,0,20,[0],1,0
518,"Eel-podCrawler",100,"",50,50,0,20,[0],1,0
519,"StormPriestess",100,"",0,50,10,20,[0],1,0
520,"WingedVesselDoryanisDream",100,"",0,0,0,20,[0],1,0
521,"WatcherDoryanisDream",100,"",0,0,0,20,[0],1,0
522,"SummonerVesselDoryanisDream",100,"",0,0,0,20,[0],1,0
523,"SocketedHeadDoryanisDream",100,"",0,0,0,20,[0],1,0
524,"HeadBombDoryanisDream",100,"",0,0,0,20,[0],1,0
525,"ColossusDoryanisDream",100,"",0,0,0,20,[0],1,0
526,"FloatingSeedpodDoryanisDream",100,"",0,0,0,20,[0],1,0
527,"DoryaniGuardianDoryanisDream",100,"",0,0,0,20,[0],1,0
528,"ChawMongrel",100,"",20,40,0,20,[0],1,0
529,"ChawMongrelLeash",100,"",20,40,0,20,[0],1,0
530,"BoneRabbleMelee",100,"",30,0,0,30,[0],1,0
531,"BoneRabbleArcher",100,"",30,0,0,20,[0],1,0
532,"BoneRabbleCaster",100,"",30,0,25,20,[0],1,0
533,"IllFatedExplorer",100,"",25,0,0,20,[0],1,0
534,"RadiantQuetzal",100,"",0,50,0,20,[0],1,0
535,"Quadrilla",100,"",75,0,0,20,[0],1,0
536,"QuadrillaBoss",100,"",50,0,0,20,[0],1,0
537,"QuadrillaBossMap",100,"",50,0,0,20,[0],1,0
538,"QuadrillaBossSTANDALONE",100,"",50,0,0,20,[0],1,0
539,"IcyQuadrillaBoss",100,"",75,0,0,20,[0],1,0
540,"IcyQuadrillaBossMap",100,"",50,0,0,20,[0],1,0
541,"IcyQuadrillaBossStandalone",100,"",50,0,0,20,[0],1,0
542,"QuadrillaElite",100,"",75,0,0,20,[0],1,0
543,"QuadrillaRock",100,"",50,0,0,20,[0],1,0
544,"NettleAnt",100,"",0,30,0,20,[0],1,0
545,"NettleAntInterlude",100,"",50,0,0,20,[0],1,0
546,"SerpentHusk",100,"",30,0,0,20,[7],1,0
547,"GutViper",100,"",30,0,0,20,[7],1,0
548,"River-SnakeHusk",100,"",50,0,0,20,[0],1,0
549,"SpiderMonkey",100,"",0,60,0,20,[0],1,0
550,"SpittingSnake",100,"",25,20,0,20,[0],1,0
551,"SpittingSnakeSmall",100,"",0,50,0,20,[0],1,0
552,"GoreCharger",100,"",30,0,0,20,[1],1,0
553,"GoreChargerBeastmasterBossMount",100,"",60,0,0,20,[0],1,0
554,"TigerChimeral",100,"",25,50,0,20,[1],1,0
555,"RiverTaniwha",100,"",0,20,0,20,"[1,11]",1,0
556,"ArmouredWhipTongueChimeral",100,"",100,0,0,20,[0],1,0
557,"WhipTongueChimeral",100,"",0,50,0,20,[0],1,0
558,"BlackJaw",100,"",100,0,0,20,"[6,3]",1,0
559,"BlackJawMap",100,"",100,0,0,20,"[6,3]",1,0
560,"BlackJawSTANDALONE",100,"",100,0,0,20,"[6,3]",1,0
561,"BlackJawLightning",100,"",100,0,0,20,"[10,3]",1,0
562,"BlackJawLightningMap",100,"",100,0,0,20,"[10,3]",1,0
563,"BlackJawLightningSTANDALONE",100,"",100,0,0,20,"[10,3]",1,0
564,"IgnagdukBogWitch",100,"",0,0,20,20,"[6,3]",1,0
565,"IgnagdukBogWitchMap",100,"",0,0,20,20,"[6,3]",1,0
566,"IgnagdukBogWitchSTANDALONE",100,"",0,0,20,20,"[6,3]",1,0
567,"IgnagdukBogWitchHagBattleMap",100,"",0,0,20,20,"[6,3]",1,0
568,"IgnagdukBogWitchHagBattleInterlude",100,"",0,0,20,20,"[6,3]",1,0
569,"VaalConstructSentinel",100,"",100,0,0,20,"[5,1,11]",1,0
570,"RatMonster",100,"",20,25,0,20,[0],1,0
571,"RatMonsterRitual",100,"",20,25,0,20,[0],1,0
572,"RatMonsterSmall",100,"",0,50,0,20,[0],1,0
573,"RatMonsterPoison",100,"",20,25,0,20,[0],1,0
574,"VaalConstructPyramid",100,"",100,0,15,20,[11],1,0
575,"VaalConstructGolem",100,"",100,0,10,20,[11],1,0
576,"VaalConstructSkitterbot",100,"",100,0,15,20,[11],1,0
577,"VaalConstructMonkey",100,"",100,0,10,20,[9],1,0
578,"ProwlingShade",100,"",0,33,33,20,"[2,7]",1,0
579,"ProwlingShadeClone",100,"",0,60,20,20,"[2,7]",1,0
580,"VaalUndeadGuardFast",100,"",0,40,0,20,[0],1,0
581,"VaalUndeadGuard",100,"",40,20,0,20,[0],1,0
582,"VaalUndeadGuardSpear",100,"",60,20,0,20,[0],1,0
583,"VaalGuardLivingClaws",100,"",0,50,0,20,[0],1,0
584,"VaalGuardLivingMortar",100,"",0,50,0,20,[0],1,0
585,"VaalGuardLivingSpear",100,"",0,50,0,20,[0],1,0
586,"VaalGuardLivingBow",100,"",0,50,0,20,[0],1,0
587,"VaalLivingOverseer",100,"",60,40,0,20,[0],1,0
588,"VaalGoliathLiving",100,"",75,0,0,20,[0],1,0
589,"VaalGoliathLivingCrystalThrower",100,"",100,0,0,20,[0],1,0
590,"VaalLivingEagleKnight",100,"",75,0,0,20,[0],1,0
591,"VaalTimeScientist",100,"",0,25,18,0,[0],1,0
592,"VaalArchitectofTime",100,"",0,0,15,0,[0],1,0
593,"VaalUndeadEagleKnight",100,"",75,0,0,20,[0],1,0
594,"VaalGuardLiving",100,"",60,0,0,20,[0],1,0
595,"VaalArchivistLiving",100,"",0,0,20,20,[0],1,0
596,"ViperNapuatzi",100,"",40,40,10,20,[13],1,0
597,"ViperNapuatziMap",100,"",40,40,10,20,[13],1,0
598,"ViperNapuatziAzmeri",100,"",40,40,10,20,[13],1,0
599,"ViperNapuatziAzmeriMap",100,"",40,40,10,20,[13],1,0
600,"ViperNapuatziAzmeriStandalone",100,"",0,0,0,20,[0],1,0
601,"ViperNapuatziSnakeMinion",100,"",0,50,0,20,[0],1,0
602,"VaalLegionnaireSword",100,"",33,50,0,20,[0],1,0
603,"VaalLegionnaireBow",100,"",33,66,0,20,[0],1,0
604,"VaalLegionnaireClaw",100,"",33,66,0,20,[0],1,0
605,"VaalLegionnaireShield",100,"",80,0,0,20,[0],1,0
606,"VaalZealotDaggerBlood",100,"",0,30,0,20,[5],1,0
607,"VaalZealotDaggerChaos",100,"",0,30,0,20,[9],1,0
608,"VaalZealotDaggerCold",100,"",0,30,0,20,[1],1,0
609,"VaalZealotDaggerFire",100,"",0,30,0,20,[5],1,0
610,"VaalZealotDaggerLightning",100,"",0,30,0,20,[9],1,0
611,"VaalZealotDaggerBanner",100,"",0,30,0,20,[1],1,0
612,"VaalZealotKnifestickBlood",100,"",0,40,0,20,[5],1,0
613,"VaalZealotKnifestickChaos",100,"",0,40,0,20,[9],1,0
614,"VaalZealotKnifestickCold",100,"",0,40,0,20,[1],1,0
615,"VaalZealotKnifestickFire",100,"",0,40,0,20,[5],1,0
616,"VaalZealotKnifestickLightning",100,"",0,40,0,20,[9],1,0
617,"VaalZealotSpearBlood",100,"",0,40,20,20,[5],1,0
618,"VaalZealotSpearChaos",100,"",0,40,20,20,[9],1,0
619,"VaalZealotSpearCold",100,"",0,40,20,20,[1],1,0
620,"VaalZealotSpearFire",100,"",0,40,20,20,[5],1,0
621,"VaalZealotSpearLightning",100,"",0,40,20,20,[9],1,0
622,"VaalZealotMortar",100,"",0,50,0,20,[0],1,0
623,"VaalArchivistBoss",100,"",0,0,20,20,[0],1,0
624,"VaalJaguarDemon",100,"",25,75,0,20,[0],1,0
625,"VaalJaguarMinion",100,"",30,30,0,20,[0],1,0
626,"VaalMonkeyMinion",100,"",0,25,0,20,[0],1,0
627,"VaalSnakeMinion",100,"",0,50,0,20,[0],1,0
628,"CenobiteHighborn",100,"",0,0,20,20,[1],1,0
629,"CenobiteHighbornPawn",100,"",0,20,0,20,[0],1,0
630,"CenobiteLeash",100,"",0,0,0,20,[1],1,0
631,"CenobiteSlam",100,"",30,0,0,20,[1],1,0
632,"CenobiteStoneThrower",100,"",0,0,0,20,[1],1,0
633,"CenobiteSwarm",100,"",0,0,0,20,[1],1,0
634,"CenobiteBloater",100,"",75,0,0,20,[1],1,0
635,"SerpentHuskSnake",100,"",0,50,0,20,[7],1,0
636,"CrazySnakeLady",100,"",0,50,15,20,[0],1,0
637,"CrazySnakeLadySnake",100,"",50,50,0,20,[0],1,0
638,"CrazySnakeLadySnakeStormSnake",100,"",0,100,0,20,[0],1,0
639,"CrazySnakeLadySnakeStormSnakeBig",100,"",25,50,0,20,[0],1,0
640,"AlvaMachinarium",500,"",0,50,8,20,[0],1,0
641,"AlvaMachinariumLower",500,"",0,50,8,20,[0],1,0
642,"AlvaWaterways",500,"",0,50,8,20,[0],1,0
643,"ServiJungleDepthsSummon",500,"",0,50,25,20,[0],1,0
644,"ServiCarverBogSummon",500,"",0,50,25,20,[0],1,0
645,"UnaTreeSummon",500,"",0,50,25,20,[0],1,0
646,"UnaGrimTangleSummon",500,"",0,50,25,20,[0],1,0
647,"OswaldTreasureVaultSummon",500,"",0,50,25,20,[0],1,0
648,"HoodedMentorSingingCavernsSummon",500,"",0,50,25,20,[0],1,0
649,"HoodedMentorShrikeIslandSummon",500,"",0,50,25,20,[0],1,0
650,"HoodedMentorSolitaryConfinementSummon",500,"",0,50,25,20,[0],1,0
651,"DoryaniShrikeIslandSummon",500,"",0,50,25,20,[0],1,0
652,"DoryaniSolitaryConfinementSummon",500,"",0,50,25,20,[0],1,0
653,"DoryaniSingingCavernsSummon",500,"",0,50,25,20,[0],1,0
654,"DoryaniCauchicVaultSummon",500,"",0,50,25,20,[0],1,0
655,"TujenJourneysEndSummon",500,"",0,50,25,20,[0],1,0
656,"AngeShoreline",500,"",0,50,25,20,[0],1,0
657,"ProcessionAxeShield",100,"",50,0,0,20,[0],1,0
658,"ProcessionCaster",100,"",0,0,15,20,[0],1,0
659,"ProcessionSpear",100,"",0,0,0,20,[0],1,0
660,"ProcessionDagger",100,"",0,0,0,20,[0],1,0
661,"ProcessionSwordShield",100,"",50,0,0,20,[0],1,0
662,"ProcessionBow",100,"",0,0,0,20,[0],1,0
663,"ProcessionBanner",100,"",0,0,25,20,[0],1,0
664,"ProcessionAxeThrower",100,"",0,0,0,20,[0],1,0
665,"GoldenOnesTwoHandSword",100,"",50,0,0,20,[0],1,0
666,"GoldenOnesOneHandMace",100,"",50,0,0,20,[0],1,0
667,"GoldenOnesDualAxes",100,"",50,0,0,20,[0],1,0
668,"GoldenOnesOneHandClub",100,"",50,0,0,20,[0],1,0
669,"GoldenOnesSpear",100,"",50,0,0,20,[0],1,0
670,"GoldenOnesUnarmed",100,"",50,0,0,20,[0],1,0
671,"EelMonsterBoss",100,"",100,0,0,20,[0],1,0
672,"DrownedCrew",100,"",0,0,0,30,[1],1,0
673,"DrownedCrewGhost",100,"",0,0,10,20,[0],1,0
674,"VaalForgeMan",100,"",75,0,0,20,"[5,3]",1,0
675,"MassGoldSkeleton",100,"",100,0,0,20,[0],1,0
676,"DrownedCrawler",100,"",0,60,0,20,"[1,11]",1,0
677,"LiquidElemental",100,"",0,60,0,20,[0],1,0
678,"LiquidElementalBlood",100,"",0,60,0,20,[0],1,0
679,"LiquidElementalBloodBoss",100,"",0,60,0,20,[0],1,0
680,"BloodBatherDualWield",100,"",0,25,0,20,[5],1,0
681,"BloodBatherMace",100,"",35,0,0,20,[5],1,0
682,"BloodBatherShield",100,"",35,15,0,20,[5],1,0
683,"BloodBatherFlail",100,"",0,15,5,20,[5],1,0
684,"BloodBatherSpear",100,"",0,25,0,20,[5],1,0
685,"BloodBatherSword",100,"",0,25,0,20,[5],1,0
686,"SunVaalApparition",100,"",0,0,20,20,"[6,3]",1,0
687,"BloodBatherMage",100,"",0,0,20,20,[5],1,0
688,"SunWorshipperBoss",100,"",0,0,15,20,"[6,4]",1,0
689,"SunWorshipperBossMAP",100,"",0,0,15,20,"[6,4]",1,0
690,"SunWorshipperBossSTANDALONE",100,"",0,0,15,20,"[6,4]",1,0
691,"VaalStormcaller",100,"",0,30,20,20,[9],1,0
692,"VaalShapeshifter",100,"",20,35,10,20,[0],1,0
693,"VaalCycloneConstruct",100,"",100,0,10,20,[11],1,0
694,"AscendancyBat",100,"",0,0,0,20,[0],1,0
695,"VaalBowlingPin",100,"",100,0,10,20,[0],1,0
696,"VaalBowlingBall",100,"",100,0,10,20,[11],1,0
697,"VaalAxeThrower",100,"",0,50,0,20,[0],1,0
698,"VaalBloodPriest",100,"",0,15,20,20,[0],1,0
699,"VaalBloodPriestess",100,"",0,15,0,20,[0],1,0
700,"VaalBloodPriestessBoss",100,"",0,60,0,20,[1],1,0
701,"VaalBloodPriestBoss",100,"",0,33,15,20,[1],1,0
702,"VaalBloodPriestessBossMAP",100,"",0,60,0,20,[1],1,0
703,"VaalBloodPriestBossMAP",100,"",0,33,15,20,[1],1,0
704,"CauldronCrone",100,"",20,0,30,20,[0],1,0
705,"QueenofFilfthBoss",100,"",40,0,5,20,[0],1,0
706,"QueenofFilfthBossMap",100,"",40,0,5,20,[0],1,0
707,"QueenofFilfthBossSTANDALONE",100,"",40,0,5,20,[0],1,0
708,"QueenofFilfthMonster",100,"",40,0,0,20,[0],1,0
709,"PirateBootyBlaster",100,"",0,0,25,20,"[1,7]",1,0
710,"ManoWar",100,"",0,0,10,20,[10],1,0
711,"PirateCannon",100,"",0,0,0,20,"[1,7]",1,0
712,"PirateGrenade",100,"",0,0,0,20,"[1,7]",1,0
713,"PirateBarrel",100,"",0,0,0,20,"[1,7]",1,0
714,"PirateBarrelBarrel",100,"",100,0,0,20,[0],1,0
715,"CaptainRoth",100,"",50,0,5,20,[2],1,0
716,"CaptainRothMAP",100,"",50,0,5,20,[2],1,0
717,"CaptainRothCannon",100,"",0,0,0,20,[0],1,0
718,"CaptainRothSTANDALONE",100,"",0,0,10,20,[2],1,0
719,"BloatedAnchorman",100,"",70,0,0,20,[2],1,0
720,"ShipsWheelRemains",100,"",0,40,0,20,[0],1,0
721,"KelpDregSword",100,"",30,0,0,30,[0],1,0
722,"KelpDregCrossbow",100,"",30,0,0,30,[0],1,0
723,"DrownedCrewFigurehead",100,"",0,0,0,20,[5],1,0
724,"KelpDregSwordShield",100,"",30,0,0,30,[0],1,0
725,"KelpDregAxe",100,"",30,0,0,30,[0],1,0
726,"VaalHumanoidBow",100,"",60,30,10,20,[0],1,0
727,"VaalHumanoidGoliathFist",100,"",75,0,5,20,[0],1,0
728,"VaalPyramidHands",100,"",100,0,8,20,"[9,5]",1,0
729,"VaalHumanoidShieldLegs",100,"",100,0,20,20,"[9,5]",1,0
730,"VaalHumanoidSwordShield",100,"",80,0,5,20,"[9,5]",1,0
731,"VaalHumanoidCannon",100,"",33,33,0,20,"[9,5]",1,0
732,"VaalHumanoidCannonSkitterMine",100,"",100,0,15,20,[9],1,0
733,"VaalColossusMetal",100,"",100,0,0,20,"[7,10]",1,0
734,"VaalHumanoidBladeHands",100,"",40,50,10,20,[0],1,0
735,"VaalHumanoidStalker",100,"",30,30,5,20,"[9,5]",1,0
736,"GullGoliath",100,"",70,0,0,20,[1],1,0
737,"GullMen",100,"",0,30,0,20,[1],1,0
738,"GullCarrion",100,"",0,50,0,20,[11],1,0
739,"CrawGull",100,"",0,50,0,20,[0],1,0
740,"DoryaniPast",100,"",0,0,10,20,"[9,5]",1,0
741,"DoryaniMech",100,"",60,0,0,20,[0],1,0
742,"DoryaniPastMap",100,"",0,0,10,20,"[10,6]",1,0
743,"DoryaniMechMap",100,"",100,0,0,20,"[9,5]",1,0
744,"ShipwreckBoss",100,"",0,25,18,20,[0],1,0
745,"CageSkeleton",100,"",70,0,0,20,"[9,1]",1,0
746,"ZombieTorturer",100,"",15,30,0,20,[0],1,0
747,"SpinedNecromancer",100,"",0,25,30,20,[13],1,0
748,"SkeletonProwler",100,"",50,0,0,20,[0],1,0
749,"SkeletonProwlerWet",100,"",50,0,0,20,[0],1,0
750,"UpperPrisonStalker",100,"",0,40,0,20,[0],1,0
751,"PaleWalker",100,"",0,0,10,20,"[1,11]",1,0
752,"LilyRothMum",100,"",0,0,0,0,[0],1,0
753,"ZombiePrison",100,"",50,0,0,20,[0],1,0
754,"ZombiePrisonUnarmed",100,"",50,0,0,20,[0],1,0
755,"RatMonsterPrison",100,"",35,25,0,20,[0],1,0
756,"RatMonsterPrisonMedium",100,"",20,30,0,20,[0],1,0
757,"RatMonsterPrisonSmall",100,"",0,50,0,20,[0],1,0
758,"PaleHulk",100,"",50,0,0,20,"[1,11]",1,0
759,"PaleCrawler",100,"",0,33,0,20,[0],1,0
760,"PaleFisherman",100,"",0,0,0,20,[1],1,0
761,"SlimyStalker",100,"",0,50,0,20,[0],1,0
762,"Chattersaw",100,"",50,25,0,20,[0],1,0
763,"VaalForgemaster",100,"",80,0,0,20,"[6,3]",1,0
764,"VaalForgemasterMAP",100,"",80,0,0,20,"[6,3]",1,0
765,"VaalForgemasterSTANDALONE",100,"",80,0,0,20,"[6,3]",1,0
766,"PrisonerBoss",100,"",50,0,0,20,[2],1,0
767,"PrisonerBossMAP",100,"",50,0,0,20,[2],1,0
768,"PrisonerBossIceCrystal",100,"",0,0,0,0,[2],1,0
769,"ElephantRhino",100,"",100,0,0,20,"[10,7]",1,0
770,"SpikedDweller",100,"",100,0,0,20,[1],1,0
771,"StonebackRhoa",100,"",0,25,0,20,[0],1,0
772,"GoblinStonebackRhoaFollow",100,"",0,25,0,20,[0],1,0
773,"GreatWhiteOne",100,"",33,0,0,20,"[2,11]",1,0
774,"GreatWhiteOneMap",100,"",33,0,0,0,"[2,11]",1,0
775,"GoblinStabber",100,"",40,0,0,20,[0],1,0
776,"GoblinStabberPoEM",100,"",40,0,0,20,[0],1,0
777,"GoblinStabberNoSkull",100,"",0,40,0,20,[0],1,0
778,"GoblinStabberNoSkullPoEM",100,"",0,40,0,20,[0],1,0
779,"GoblinSpearman",100,"",50,25,0,20,[0],1,0
780,"GoblinSpearmanPoEM",100,"",50,25,0,20,[0],1,0
781,"GoblinSpearmanNoSkull",100,"",25,40,0,20,[0],1,0
782,"GoblinSpearmanNoSkullPoEM",100,"",25,40,0,20,[0],1,0
783,"GoblinStiltsFighter",100,"",25,0,0,20,[0],1,0
784,"GoblinStiltsFighterPoEM",100,"",25,0,0,20,[0],1,0
785,"GoblinDrummer",100,"",25,0,0,20,[0],1,0
786,"GoblinTusker",100,"",50,0,0,20,[0],1,0
787,"GoblinTuskerPoEM",100,"",50,0,0,20,[0],1,0
788,"GoblinShaman",100,"",0,0,40,20,[9],1,0
789,"VolcanicGolem",100,"",100,0,0,20,[0],1,0
790,"MagmaHarpy",100,"",0,50,0,20,"[6,3]",1,0
791,"ArenaBeastBoss",100,"",25,0,0,20,[10],1,0
792,"ArenaBeastBossMAP",100,"",25,0,0,20,[10],1,0
793,"ArenaBeastBoss2",100,"",100,0,0,20,[0],1,0
794,"ArenaBeastBoss3",100,"",100,0,0,20,[0],1,0
795,"GoblinGiantBoss",100,"",50,0,0,20,[9],1,0
796,"GoblinGiantBossMAP",100,"",50,0,0,20,[9],1,0
797,"GoblinMiner",100,"",25,25,0,20,[0],1,0
798,"GoblinMinerPoEM",100,"",25,25,0,20,[0],1,0
799,"ElectricStingray",100,"",20,0,0,20,[9],1,0
800,"JellyfishNettler",100,"",0,0,25,20,[9],1,0
801,"JellyfishNettlerSmall",100,"",0,20,15,20,[0],1,0
802,"JellyfishNettlerFlying",100,"",0,25,25,20,[0],1,0
803,"BrineMaiden",100,"",0,25,10,20,[2],1,0
804,"TentacleWhipper",100,"",0,40,0,20,"[1,7]",1,0
805,"GiantStarfish",100,"",60,0,0,20,"[2,7]",1,0
806,"CarrionWing",100,"",0,40,10,20,[9],1,0
807,"ProwlerLeviathan",100,"",0,33,0,20,"[1,11]",1,0
808,"KaruiTuatara",100,"",0,50,0,20,[0],1,0
809,"KaruiSoulCaster",100,"",0,0,30,20,[1],1,0
810,"KaruiHulk",100,"",100,0,0,20,"[2,11]",1,0
811,"FallenKaruiArcher",100,"",0,60,0,20,[0],1,0
812,"LivingKaruiArcherLandmarkAlly",100,"",25,50,0,20,[0],1,0
813,"LivingKaruiArcher",100,"",0,40,0,20,[0],1,0
