"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]_44","[i32]_60","BuffVisual","f32_92","bool_96","Stats","i32_113","i32_117","bool_121","rid_122","bool_138"
250,"BestiaryModSpiderAura1",1015,"[0,0]",50,"[1,2,23]",[],"",0,1,"[2255,6694]",1,0,"","",""
251,"BestiaryModTigerSpiritBossMinions",1016,"[0,0,0,0]",50,"[1,2]",[],"",0,1,"[70,84,544,95]",1,0,"","",""
252,"UniqueNearbyAlliesAreLucky",1078,[0],50,"[2,10]",[],"",0,1,[7636],1,0,"","",""
253,"NearbyEnemiesReducedStunRecoveryUnique__1",1101,[0],60,[3],[],"",0,1,[218],1,0,"","",""
254,"NearbyEnemiesGrantIncreasedFlaskChargesUnique__1",1102,[0],60,[3],[],"",0,1,[449],1,0,"","",""
255,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__1",1104,[0],60,[3],[],"",0,1,[8489],1,0,"","",""
256,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__2",1103,[0],60,[3],[],"",0,1,[8485],1,0,"","",""
257,"NearbyEnemiesHaveReducedAllResistancesUnique__1",1105,[0],60,[3],[],"",0,1,[7168],1,0,"","",""
258,"DelveHelmetEnemyFireResistanceAura1",1091,[0],60,[3],[],"",0,1,[139],1,0,"","",""
259,"DelveHelmetEnemyColdResistanceAura1",1092,[0],60,[3],[],"",0,1,[141],1,0,"","",""
260,"DelveHelmetEnemyLightningResistanceAura1",1093,[0],60,[3],[],"",0,1,[143],1,0,"","",""
261,"DelveHelmetEnemyPhysicalDamageTakenAura1",1095,[0],60,[3],[],"",0,1,[535],1,0,"","",""
262,"DelveHelmetEnemyChaosResistanceAura1",1094,[0],60,[3],[],"",0,1,[145],1,0,"","",""
263,"HellscapeEnemyFireResistanceAura1",1096,[0],60,[3],[],"",0,1,[139],1,0,"","",""
264,"HellscapeEnemyColdResistanceAura1",1097,[0],60,[3],[],"",0,1,[141],1,0,"","",""
265,"HellscapeEnemyLightningResistanceAura1",1098,[0],60,[3],[],"",0,1,[143],1,0,"","",""
266,"HellscapeEnemyPhysicalDamageTakenAura1",1100,[0],60,[3],[],"",0,1,[535],1,0,"","",""
267,"HellscapeEnemyChaosResistanceAura1",1099,[0],60,[3],[],"",0,1,[145],1,0,"","",""
268,"UniqueEnemyNoChaosResistanceAura1",2045,[0],60,[3],[],"",0,1,[13162],1,0,"","",""
269,"TriggerFeastOfFleshSkillUnique__1_",1135,[0],0,[],[],"",0,1,[4740],1,0,"","",""
270,"TriggerRandomOfferingSkillUnique__1",1135,[0],0,[],[],"",0,1,[4740],1,0,"","",""
271,"BetrayalBannerAuraMod",1158,"[0,0,0]",24,[2],[],0,0,1,"[24,440,467]",1,0,"","",""
272,"NearbyEnemiesCannotCritUnique__1",1196,[0],60,[3],[],"",0,1,[708],1,0,"","",""
273,"NearbyAlliesCannotBeSlowedUnique__1",1197,[0],50,"[2,10]",[],"",0,1,[3266],1,0,"","",""
274,"ElementalAilmentsOnYouInsteadOfAlliesUnique__1",1236,[0],60,[2],[],"",0,1,[9007],1,0,"","",""
275,"RareMonsterPack",390,[],0,[],[],1168,0,1,[],1,0,"","",""
276,"BlightDaemonDeathEPKFireVolatiles_",390,[],0,[],[],1201,0,1,[],1,0,"","",""
277,"BlightDaemonDeathEPKColdSnaps",390,[],0,[],[],1202,0,1,[],1,0,"","",""
278,"BlightDaemonDeathEPKLightningZaps",390,[],0,[],[],1203,0,1,[],1,0,"","",""
279,"BlightDaemonDeathEPKPhysicalBlood_",390,[],0,[],[],1204,0,1,[],1,0,"","",""
280,"BlightDaemonDeathEPKChaosGhosts",390,[],0,[],[],1205,0,1,[],1,0,"","",""
281,"AtlasCrusaderClericAura",1335,"[0,0]",21,[2],[],"",0,1,"[438,651]",1,0,"","",""
282,"AtlasCrusaderClericAuraSpectre",1335,"[0,0]",21,[2],[],"",0,1,"[438,651]",1,0,"","",""
283,"NearbyEnemiesIncreasedFireColdResistUnique__1_",1356,"[0,0]",30,[3],[],"",0,1,"[9592,9593]",1,0,"","",""
284,"EnemyLightningResistanceAuraInfluence1_",1093,[0],60,[3],[],"",0,1,[143],1,0,"","",""
285,"EnemyFireResistanceAuraInfluence1",1091,[0],60,[3],[],"",0,1,[139],1,0,"","",""
286,"EnemyColdResistanceAuraInfluence1__",1092,[0],60,[3],[],"",0,1,[141],1,0,"","",""
287,"EnemyChaosResistanceAuraInfluence1_",1094,[0],60,[3],[],"",0,1,[145],1,0,"","",""
288,"NearbyEnemiesAreBlindedInfluence1_",1406,[],35,[3],[9],"",0,1,[],1,0,"","",""
289,"MonsterAfflictionMagicRandomPackTeleport",390,[],0,[],[],1333,0,1,[],1,0,"","",""
290,"MonsterAfflictionMagicRewardLightningBolt",390,[],0,[],[],1333,0,1,[],1,0,"","",""
291,"MonsterAfflictionMagicRewardFireSnap",390,[],0,[],[],1331,0,1,[],1,0,"","",""
292,"MonsterAfflictionMagicRewardFrostOrbs_",390,[],0,[],[],1332,0,1,[],1,0,"","",""
293,"MonsterAfflictionMagicRewardSlamma",390,[],0,[],[],1334,0,1,[],1,0,"","",""
294,"MonsterAfflictionMagicRewardSoulMortarOnDeath",390,[],0,[],[],1328,0,1,[],1,0,"","",""
295,"MonsterAfflictionMagicRewardSpineCascadeOnDeath",390,[],0,[],[],1329,0,1,[],1,0,"","",""
296,"MonsterAfflictionMagicRewardDebuffRecoveryRate__",390,[],0,[],[],1330,0,1,[],1,0,"","",""
297,"MonsterAfflictionMagicRewardDebuffActionSpeed",390,[],0,[],[],1330,0,1,[],1,0,"","",""
298,"MonsterAfflictionMagicRewardDebuffDamageTaken",390,[],0,[],[],1330,0,1,[],1,0,"","",""
299,"MonsterAfflictionMagicRewardDebuffFlaskEffect_",390,[],0,[],[],1330,0,1,[],1,0,"","",""
300,"MonsterAfflictionHasDestroyCorpseSummonMonsterDaemon",390,[],0,[],[],1335,0,1,[],1,0,"","",""
301,"MonsterAfflictionHasDestroyCorpseProjectileCascadeDaemon",390,[],0,[],[],1335,0,1,[],1,0,"","",""
302,"MonsterAfflictionHasDestroyCorpseDegenZoneDaemon",390,[],0,[],[],1335,0,1,[],1,0,"","",""
303,"MonsterAfflictionHasTeleportAndExplodeOnDeathDaemon",390,[],0,[],[],1327,0,1,[],1,0,"","",""
304,"MonsterAfflictionFlameblastOnDeath",390,[],0,[],[],1326,0,1,[],1,0,"","",""
305,"MonsterAfflictionVolatileOnDeath",390,[],0,[],[],1329,0,1,[],1,0,"","",""
306,"MonsterAfflictionAnomalyOnDeath",390,[],0,[],[],1325,0,1,[],1,0,"","",""
307,"MonsterAfflictionSpawnDemonPackOnDeath__",390,[],0,[],[],1330,0,1,[],1,0,"","",""
308,"MonsterAfflictionSpawnDemonPackOnDeathMagic",390,[],0,[],[],1330,0,1,[],1,0,"","",""
309,"MonsterAfflictionFirestormOnDeath",390,[],0,[],[],1329,0,1,[],1,0,"","",""
310,"NearbyEnemiesAreChilledUnique__1",1406,[],30,[3],[1],"",0,1,[],1,0,"","",""
311,"GainAreaOfEffectPluspercentOnManaSpentUnique__1",1500,[],0,[],[],"",0,1,[],1,0,"","",""
312,"UniqueSecretBladeGrantHiddenBlade",1509,[],0,[],"[500,1]","",0,1,[],1,0,"","",""
313,"ManaRegenerationAuraUnique__1",1532,[0],75,"[1,2,10]",[],"",0,1,[124],1,0,"","",""
314,"FortifyEffectCrushed1",1479,[0],0,[],[],"",0,1,[1040],1,0,"","",""
315,"FortifyEffectCrushed2_",1479,[0],0,[],[],"",0,1,[1040],1,0,"","",""
316,"FortifyEffectCrushed3_",1479,[0],0,[],[],"",0,1,[1040],1,0,"","",""
317,"NearbyEnemiesAreBlindedInfluenceMaven",1406,[],35,[3],[9],"",0,1,[],1,0,"","",""
318,"EnemyPhysicalDamageTakenAuraUberMaven",1095,[0],60,[3],[],"",0,1,[535],1,0,"","",""
319,"EnemyElementalDamageTakenAuraUberMaven_",1414,[0],60,[3],[],"",0,1,[3363],1,0,"","",""
320,"EnemyLightningResistanceAuraInfluenceMaven",1093,[0],60,[3],[],"",0,1,[143],1,0,"","",""
321,"EnemyFireResistanceAuraInfluenceMaven",1091,[0],60,[3],[],"",0,1,[139],1,0,"","",""
322,"EnemyColdResistanceAuraInfluenceMaven",1092,[0],60,[3],[],"",0,1,[141],1,0,"","",""
323,"EnemyChaosResistanceAuraInfluenceMaven",1094,[0],60,[3],[],"",0,1,[145],1,0,"","",""
324,"LocalDisplayYouAndNearbyAlliesHaveIncreasedItemRarityUnique__1",1627,[0],60,"[10,2,1]",[],"",0,1,[148],1,0,"","",""
325,"MonsterSirusInfluenced",1650,"[0,0,0,0,0]",0,[],[],"",0,1,"[732,172,1892,6694,24]",1,0,"","",""
326,"UltimatumAcceleratingMonsters",1687,[0],0,[],[],"",0,1,[19909],1,0,"","",""
327,"UltimatumDaemonGraveyard_",1723,[],28,"[2,11]",[],"",0,1,[],1,0,"","",""
328,"UltimatumDaemonGraveyardRuin",1725,[],28,"[2,11]",[],"",0,1,[],1,0,"","",""
329,"NemesisAlliesTakeNoDamagePulse_",390,[],0,[],[],1631,0,1,[],1,0,"","",""
330,"HearbyEnemiesAreHinderedUltimatum_",1408,[0],28,[3],[],526,0,1,[10769],1,0,"","",""
331,"MonsterChilledAura",1406,[],30,[3],"[15,25]",1673,0,1,[],1,0,"","",""
332,"MonsterChilledAuraSkitterbot",1406,[],20,[3],[1],391,0,1,[],1,0,"","",""
333,"MonsterShockedAuraSkitterbot",1406,[],20,[3],[2],392,0,1,[],1,0,"","",""
334,"ExpeditionDamageTakenLerp",841,"[-98,0,7000]",0,[],[],"",7,"",[],1,0,"","",""
335,"ExpeditionOlrothRighteousFire",16,[975000],16,"[3,5]",[],1689,0,1,[],1,0,"","",""
336,"ExpeditionOlrothBlind",192,"[-30,-30]",16,"[3,5]",[],"",0,1,[],1,0,"","",""
337,"MonsterTotemAuraSlow1",149,[0],50,[3],[],"",0,1,[172],1,0,"","",""
338,"MonsterTotemAuraLifeRegen1",105,[0],60,"[1,2]",[],"",0,1,[440],1,0,"","",""
339,"MonsterTotemAuraDamage1",101,[0],60,"[1,2]",[],"",0,1,[26],1,0,"","",""
340,"MonsterTotemAuraSpeed1",103,"[0,0,0]",60,"[1,2]",[],"",0,1,"[70,213,172]",1,0,"","",""
341,"MonsterTotemAuraResists1",106,[0],60,"[1,2]",[],"",0,1,[136],1,0,"","",""
342,"MonsterTotemAuraEnemyLifeDegen1",111,[0],60,[3],[],"",0,1,[441],1,0,"","",""
343,"MonsterTotemAuraEvasion1",194,[0],60,"[1,2]",[],"",0,1,[113],1,0,"","",""
344,"MonsterTotemAuraAddedFireDamage1",188,[0],60,"[1,2]",[],"",0,1,[436],1,0,"","",""
345,"MonsterTotemAuraAddedColdDamage1",187,[0],60,"[1,2]",[],"",0,1,[437],1,0,"","",""
346,"MonsterTotemAuraAddedLightningDamage1",189,[0],60,"[1,2]",[],"",0,1,[438],1,0,"","",""
347,"CorpseSinkEffect",1784,[],0,[],"[10,1500,1500]","",2.5,"",[],1,0,"","",""
348,"DeathGripAura",1793,[],60,[3],[],"",0,1,[],1,0,"","",""
349,"InjectedLiquid",1797,[],0,[],[],"",0,1,[],1,0,"","",""
350,"TornadoMovement",1822,[200],0,[],"[750,4,20]","",0,1,[],1,0,"","",""
351,"HellscapeTentacleGrab",1841,[-50],0,[],[],"",0,1,[],1,0,"","",""
352,"ArchnemesisBerserker",1870,"[0,0,0,0,0,0]",0,[],[],"",0,1,"[24,172,467,732,70,213]",1,0,"","",""
353,"MonsterPreventRecoveryAura1",110,[0],42,[3],[],"",0,1,[14477],1,0,"","",""
354,"PlayerMonsterPreventRecoveryAura1",110,[0],42,[3],[],"",0,1,[14477],1,0,"","",""
355,"ArchnemesisArcaneEnchanted",1873,[],0,[],[],"",0,1,[],1,0,"","",""
356,"ArchnemesisDamageTakenLerp",841,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"","",""
357,"ArchnemesisSplitting",1874,"[0,0,0]",0,[],[2],"",0,1,"[643,172,732]",1,0,"","",""
358,"ArchnemesisBloodletter",1406,[],30,[3],[10],1770,0,1,[],1,0,"","",""
359,"ArchnemesisOppressor",1885,"[0,0,0]",50,[3],[],"",0,1,"[14295,467,172]",1,0,"","",""
360,"MonsterTemporalAura1",1884,"[0,0,0]",32,[3],[],"",0,1,"[337,5962,3224]",1,0,"","",""
361,"PlayerMonsterTemporalAura1",1884,"[0,0,0]",32,[3],[],"",0,1,"[337,5962,3224]",1,0,"","",""
362,"MonsterFlaskDrainAura1",1880,[0],36,"[3,5]",[],"",0,1,[19448],1,0,"","",""
363,"PlayerMonsterFlaskDrainAura1",1880,[0],36,"[3,5]",[],"",0,1,[19448],1,0,"","",""
364,"ArchnemesisDivineTouchedMinion",1898,[0],0,[],[],"",0,1,[135],1,0,"","",""
365,"MonsterHinderAura1",1406,[],36,[3],"[6,-30]",103,0,1,[],1,0,"","",""
366,"PlayerMonsterHinderAura1",1406,[],36,[3],"[6,-30]",103,0,1,[],1,0,"","",""
367,"acceleration_player",252,"[-50,80,1]",0,[],[],"",0,1,[],1,0,"","",""
368,"acceleration_monster",252,"[-60,100,1]",0,[],[],270,0,1,[],1,0,"","",""
369,"regen_player",255,"[600,400,1]",0,[],[],"",0,1,[],1,0,"","",""
370,"regen_monster",255,"[400,400,1]",0,[],[],270,0,1,[],1,0,"","",""
371,"brutal_player",253,"[50,1,30,1,1]",0,[],[],"",0,1,[],1,0,"","",""
372,"brutal_monster",253,"[50,1,30,1,1]",0,[],[],270,0,1,[],1,0,"","",""
373,"thorns_player",254,"[18,18,1]",0,[],[],"",0,1,[],1,0,"","",""
374,"thorns_monster",254,"[18,18,1]",0,[],[],270,0,1,[],1,0,"","",""
375,"diamond_player",256,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
376,"diamond_monster",256,"[1,1]",0,[],[],270,0,1,[],1,0,"","",""
377,"fire_player",257,[1],0,[],[],"",0,1,[],1,0,"","",""
378,"cold_player",259,[1],0,[],[],"",0,1,[],1,0,"","",""
379,"lightning_player",258,[1],0,[],[],"",0,1,[],1,0,"","",""
380,"arc_player",260,[1],0,[],[],"",0,1,[],1,0,"","",""
381,"skeleton_player",262,[1],0,[],[],"",0,1,[],1,0,"","",""
382,"smoke_player",261,[1],0,[],[],"",0,1,[],1,0,"","",""
383,"shrine_echoing_monster",263,"[100,100,1,1]",0,[],[],270,0,1,[],1,0,"","",""
384,"shrine_echoing_player",263,"[100,100,1,1]",0,[],[],"",0,1,[],1,0,"","",""
385,"curses_monster",264,"[100,1]",0,[],[],270,0,1,[],1,0,"","",""
386,"curses_player",264,"[0,1]",0,[],[],"",0,1,[],1,0,"","",""
387,"massive_player",265,"[30,40,40,1]",0,[],[],"",0,1,[],1,0,"","",""
388,"massive_monster",265,"[20,155,60,1]",0,[],[],270,0,1,[],1,0,"","",""
389,"defence_player",266,"[100,100,100,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
390,"defence_monster",266,"[0,0,0,-20,20,20,1]",0,[],[],270,0,1,[],1,0,"","",""
391,"resistance_player",268,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
392,"resistance_monster",268,"[50,10,1]",0,[],[],270,0,1,[],1,0,"","",""
393,"godmode_player",267,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
394,"godmode_monster",267,"[1,1]",0,[],[],270,0,1,[],1,0,"","",""
395,"rare_monsters_drop_uniques",537,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
396,"acceleration_lesser",252,"[-10,30,1]",0,[],[],"",0,1,[],1,0,"","",""
397,"brutal_lesser",253,"[20,1,20,0,1]",0,[],[],"",0,1,[],1,0,"","",""
398,"regen_lesser",255,"[200,200,1]",0,[],[],"",0,1,[],1,0,"","",""
399,"massive_lesser",265,"[10,20,20,1]",0,[],[],"",0,1,[],1,0,"","",""
400,"resistance_lesser",268,"[25,2,1]",0,[],[],"",0,1,[],1,0,"","",""
401,"defence_lesser",266,"[50,50,50,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
402,"resonating_player",1218,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,1,[],1,0,"","",""
403,"resonating_monster",1218,"[100,0,0,0,0,0,0,0,0,1]",0,[],[],270,0,1,[],1,0,"","",""
404,"gloom_player",1219,"[10,40,1]",0,[],[],"",0,1,[],1,0,"","",""
405,"gloom_monster",1219,"[10,0,1]",0,[],[],270,0,1,[],1,0,"","",""
406,"RoyaleShrineAccelerating",252,"[-40,50,1]",0,[],[],"",20,"",[],1,0,"","",""
407,"RoyaleShrineBrutal",253,"[40,1,30,1,1]",0,[],[],"",20,"",[],1,0,"","",""
408,"RoyaleShrineBurning",257,[1],0,[],[],"",20,"",[],1,0,"","",""
409,"RoyaleShrineCharged",1218,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",20,"",[],1,0,"","",""
410,"RoyaleShrineDiamond",1876,"[500,1]",0,[],[],"",20,"",[],1,0,"","",""
411,"RoyaleShrineEchoing",263,"[100,100,1,1]",0,[],[],"",20,"",[],1,0,"","",""
412,"RoyaleShrineFreezing",259,[1],0,[],[],"",20,"",[],1,0,"","",""
413,"RoyaleShrineGloom",1219,"[10,25,1]",0,[],[],"",20,"",[],1,0,"","",""
414,"RoyaleShrineHexing",264,"[100,1]",0,[],[],"",20,"",[],1,0,"","",""
415,"RoyaleShrineImpenetrable",266,"[100,100,100,0,0,0,1]",0,[],[],"",20,"",[],1,0,"","",""
416,"RoyaleShrineLightning",258,[1],0,[],[],"",20,"",[],1,0,"","",""
417,"RoyaleShrineMassive",265,"[30,40,30,1]",0,[],[],"",20,"",[],1,0,"","",""
418,"RoyaleShrineReplenishing",255,"[300,300,1]",0,[],[],"",20,"",[],1,0,"","",""
419,"RoyaleShrineResistance",268,"[30,0,1]",0,[],[],"",20,"",[],1,0,"","",""
420,"RoyaleShrineShrouded",261,[1],0,[],[],"",20,"",[],1,0,"","",""
421,"RoyaleShrineStatic",260,[1],0,[],[],"",20,"",[],1,0,"","",""
422,"shrine_fire_2_player ",2498,"[1,50]",0,[],[],"",0,1,[],1,0,"","",""
423,"shrine_fire_2_monster",2498,"[1,33]",0,[],[],"",0,1,[],1,0,"","",""
424,"shrine_lightning_2_player ",2499,"[1,50]",0,[],[],"",0,1,[],1,0,"","",""
425,"shrine_lightning_2_monster",2499,"[1,33]",0,[],[],"",0,1,[],1,0,"","",""
426,"shrine_cold_2_player ",2500,"[1,50]",0,[],[],"",0,1,[],1,0,"","",""
427,"shrine_cold_2_monster",2500,"[1,33]",0,[],[],"",0,1,[],1,0,"","",""
428,"shrine_gloom_2_player ",2502,"[25,100,1]",0,[],[],"",0,1,[],1,0,"","",""
429,"shrine_gloom_2_monster",2502,"[17,0,1]",0,[],[],"",0,1,[],1,0,"","",""
430,"shrine_acceleration_2_player ",2503,"[60,40,1]",0,[],[],"",0,1,[],1,0,"","",""
431,"shrine_acceleration_2_monster",2503,"[30,30,1]",0,[],[],"",0,1,[],1,0,"","",""
432,"shrine_godmode_2_player ",2504,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
433,"shrine_godmode_2_monster",2504,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
434,"shrine_godmode_2_boss",2505,"[-80,1]",0,[],[],"",0,1,[],1,0,"","",""
435,"shrine_magicfind_2_player ",2506,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
436,"shrine_magicfind_2_monster",2507,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
437,"shrine_massive_2_player ",2508,"[100,50,1]",0,[],[],"",0,1,[],1,0,"","",""
438,"shrine_massive_2_monster",2508,"[100,100,1]",0,[],[],"",0,1,[],1,0,"","",""
439,"shrine_regeneration_2_player ",2509,"[600,600,1]",0,[],[],"",0,1,[],1,0,"","",""
440,"shrine_regeneration_2_monster",2509,"[0,900,1]",0,[],[],"",0,1,[],1,0,"","",""
441,"shrine_experience_2_player ",2510,"[100,1]",0,[],[],"",0,1,[],1,0,"","",""
442,"shrine_experience_2_monster",2511,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
443,"shrine_goldfind_2_player ",2512,"[1,1,100]",0,[],[],"",0,1,[],1,0,"","",""
444,"shrine_goldfind_2_monster",2513,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
445,"shrine_noequipment_2",2514,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
446,"shrine_noequipment_2_monster",2515,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
447,"shrine_resistance_2_player ",2516,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
448,"shrine_resistance_2_monster",2516,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
449,"shrine_critical_2_player ",2517,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
450,"shrine_critical_2_monster",2517,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
451,"shrine_corrupt_2_player",2518,"[1,0,1]",0,[],[],"",0,1,[],1,0,"","",""
452,"shrine_corrupt_2_monster",2519,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
453,"unqiue_guiding_palm_shrine_fire",2498,"[1,0]",0,[],[],2479,0,1,[],1,0,"","",""
454,"unqiue_guiding_palm_shrine_lightning",2499,"[1,0]",0,[],[],2480,0,1,[],1,0,"","",""
455,"unqiue_guiding_palm_shrine_cold",2500,"[1,0]",0,[],[],2481,0,1,[],1,0,"","",""
456,"unique_closed_fist_shrine_chaos",2502,"[0,100,1]",0,[],[],2482,0,1,[],1,0,"","",""
457,"MonsterLivingCrystals",1878,[],0,[],[],"",0,1,[],1,0,"","",""
458,"PlayerMonsterLivingCrystals",1878,[],0,[],[],"",0,1,[],1,0,"","",""
459,"ArchnemesisDefender",1918,[],0,[],[],"",0,1,[],1,0,"","",""
460,"InfiniteHungerSideArenaDebuff",1888,"[6500,3500,0]",0,[],[],"",0,1,[],1,0,"","",""
461,"shrine_greed_monster",1889,"[100,30,0,0,-70,1]",0,[],[],"",0,1,[],1,0,"","",""
462,"shrine_greed_player",1889,"[0,0,50,15,20,1]",0,[],[],"",0,1,[],1,0,"","",""
463,"NearbyStationaryEnemiesGainGraspingVineUnique",898,[],30,[3],"[1000,1]","",0,1,[],1,0,"","",""
464,"InfiniteHungerDrowningDebuff",1905,[9],0,[],[150],"",0,1,[],1,0,"","",""
465,"InfluenceStatConditionPresenceUniqueMonster",1915,[],0,[],[],"",0,1,[],1,0,1,"",""
466,"InfluenceStatConditionPresenceCelestialBoss",1916,[],0,[],[],"",0,1,[],1,0,1,"",""
467,"TangleDrowning",1406,[],8,"[10,3,11,6]","[17,75,2500]","",0,1,[],1,0,"","",""
468,"InfiniteHungerTeleportImmobilise",1929,[100],0,[],[],"",1.25,"",[],1,0,"","",""
469,"TangleTentacleOrbZapped",1913,"[240,-5]",0,[],[],"",5,"",[],1,0,"","",""
470,"TangleTentacleOrbZappedExplosion",1913,"[240,-5]",0,[],[],"",5,"",[],10,0,"","",""
471,"AltarDownsidePhysToFireConvertAura",1923,[100],40,[3],[],"",0,1,[],1,0,"","",""
472,"AltarDownsidePhysToColdConvertAura",1924,[100],40,[3],[],"",0,1,[],1,0,"","",""
473,"AltarDownsidePhysToLightningConvertAura",1925,[100],40,[3],[],"",0,1,[],1,0,"","",""
474,"AltarDownsidePhysToChaosConvertAura",1926,[100],40,[3],[],"",0,1,[],1,0,"","",""
475,"AltarDownsideNearbyEnemiesAreHindered",1408,[1],28,[3],[],526,0,1,[10769],1,0,"","",""
476,"TangledAltarDownsidePlayerTaintedFrenzy",1933,[-4],0,[],[],"",0,1,[],1,0,"","",""
477,"TangledAltarDownsidePlayerTaintedEndurance",1934,[-4],0,[],[],"",0,1,[],1,0,"","",""
478,"TangledAltarDownsidePlayerTaintedPower",1935,[-4],0,[],[],"",0,1,[],1,0,"","",""
479,"NearbyEnemiesAreScorchedUnique__1",1406,[],30,[3],[16],"",0,1,[],1,0,"","",""
480,"CleansingFireSnakeSecondaryDebuff",1939,"[-5,-50]",0,[],[],"",10,"",[],1,0,"","",""
481,"SentinelTagA",1943,[],0,[],[],"",0,1,[],1,0,"","",""
482,"SentinelTagB",1944,[],0,[],[],"",0,1,[],1,0,"","",""
483,"SentinelTagC",1945,[],0,[],[],"",0,1,[],1,0,"","",""
484,"SentinelPetrify",576,"[1,5]",0,[],[],"",0,"",[],1,0,"",15247,""
485,"SentinelPlayerTailwind",997,"[1,2,10,1]",0,[],[],"",0,"",[],1,0,"",15253,""
486,"SentinelDebilatate",1464,"[-10,-10]",0,[],[],"",0,"",[],1,0,"",15252,""
487,"PhylacteralLinkInvulnerable",386,[],0,[],[],"",0,1,[],1,0,"","",""
488,"PhylacteralLinkVulnerable",387,[],0,[],[],"",7,"",[],1,0,"","",""
489,"SentinelAngerAura",163,"[1,109,155,109,155,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
490,"SentinelDeterminationAura",155,"[1,2051,49,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
491,"SentinelFireResistAura",158,[41],60,[2],[],"",0,1,[],1,0,"","",""
492,"SentinelPurityAura",157,[34],60,[2],[],"",0,1,[],1,0,"","",""
493,"SentinelHatredAura",164,"[1,25,18,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
494,"SentinelGraceAura",156,"[1,2575,29,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
495,"SentinelColdResistAura",159,[41],60,[2],[],"",0,1,[],1,0,"","",""
496,"SentinelHasteAura",166,"[1,16,16,9,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
497,"SentinelWrathAura",165,"[1,16,248,21,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
498,"SentinelDisciplineAura",162,"[217,30]",60,[2],[],"",0,1,[],1,0,"","",""
499,"SentinelLightningResistAura",160,[41],60,[2],[],"",0,1,[],1,0,"","",""
500,"SentinelZealotryAura",1179,"[1,15,39,10,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
501,"SentinelMalevolenceAura",1181,"[1,20,19,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
502,"SentinelAccelerating",252,"[-50,80,1]",0,[],[],"",0,"",[],1,0,"",15377,""
503,"SentinelResonating",1218,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,"",[],1,0,"",15378,""
504,"SentinelDiamond",256,"[1,1]",0,[],[],"",0,"",[],1,0,"",15379,""
505,"SentinelGloom",1219,"[10,40,1]",0,[],[],"",0,"",[],1,0,"",15380,""
506,"SentinelResistance",268,"[50,10,1]",0,[],[],"",0,"",[],1,0,"",15381,""
507,"SentinelMassive",265,"[30,40,40,1]",0,[],[],"",0,"",[],1,0,"",15382,""
508,"SentinelEchoing",263,"[100,100,1,1]",0,[],[],"",0,"",[],1,0,"",15383,""
509,"SentinelImpenetrable",266,"[100,100,100,0,0,0,1]",0,[],[],"",0,"",[],1,0,"",15384,""
510,"SentinelAdrenaline",993,"[1,100,25,25,25,10]",0,[],[],"",0,"",[],1,0,"",15385,""
511,"SentinelEnduranceCharge",31,[],0,[],[],"",0,"",[],3,0,"",15386,""
512,"SentinelPowerCharge",32,[],0,[],[],"",0,"",[],3,0,"",15387,""
513,"SentinelFrenzyCharge",30,[],0,[],[],"",0,"",[],3,0,"",15388,""
514,"SentinelMalediction",994,"[-10,10]",0,[],[],"",0,"",[],1,0,"","",""
515,"LoseSoulEaterWhileNoUniqueInPresence",1960,[0],0,[],[],"",0,1,[15462],1,0,"","",""
516,"TouchOfFire",1963,[],0,[],[],"",0,1,[],1,0,"","",""
