"rownum","Id","bool_8","IsLocal","IsWeaponLocal","Semantic","bool_15","IsVirtual","MainHandAlias_Stat","OffHandAlias_Stat","bool_33","HASH32","BelongsActiveSkills","Category","bool_70","bool_71","IsScalable","ContextFlags","DotFlag","WeaponHandCheck"
4055,"flicker_strike_cooldown_speed_+%",1,"","",1,"","","","",1,154192696,"[""flicker_strike"",""vaal_flicker_strike""]","","","",1,[],[],""
4056,"cold_snap_cooldown_speed_+%",1,"","",1,"","","","",1,3185103887,"[""new_cold_snap"",""new_vaal_cold_snap""]","","","",1,[],[],""
4057,"ball_lightning_projectile_speed_+%",1,"","",1,"","","","",1,3312262819,"[""ball_lightning""]","","","",1,[],[],""
4058,"freezing_pulse_projectile_speed_+%",1,"","",1,"","","","",1,1406926950,"[""freezing_pulse""]","","","",1,[],[],""
4059,"spark_projectile_speed_+%",1,"","",1,"","","","",1,1666436661,"[""spark"",""unique_earthbound_triggered_spark"",""vaal_spark"",""monster_spark""]","","","",1,[],[],""
4060,"spectral_throw_projectile_speed_+%",1,"","",1,"","","","",1,2053400789,"[""spectral_throw"",""vaal_thrown_weapon""]","","","",1,[],[],""
4061,"ethereal_knives_projectile_speed_+%",1,"","",1,"","","","",1,2123199576,"[""shadow_projectiles""]","","","",1,[],[],""
4062,"flame_totem_projectile_speed_+%",1,"","",1,"","","","",1,1450521782,[],"","","",1,[],[],""
4063,"incinerate_projectile_speed_+%",1,"","",1,"","","","",1,1294683926,[],"","","",1,[],[],""
4064,"dominating_blow_duration_+%",1,"","",1,"","","","",1,1116674681,"[""dominating_blow""]","","","",1,[],[],""
4065,"puncture_duration_+%",1,"","",1,"","","","",1,2933830090,"[""puncture""]","","","",1,[],[],""
4066,"viper_strike_poison_duration_+%",1,"","",1,"","","","",1,3574300339,"[""viper_strike""]","","","",1,[],[],""
4067,"firestorm_duration_+%",1,"","",1,"","","","",1,1085567075,"[""firestorm"",""firestorm_monster"",""fire_storm_ignore_los"",""vaal_fire_storm""]","","","",1,[],[],""
4068,"static_strike_duration_+%",1,"","",1,"","","","",1,3894448402,[],"","","",1,[],[],""
4069,"storm_call_duration_+%",1,"","",1,"","","","",1,1293179735,"[""storm_call"",""storm_call_self"",""storm_call_attached"",""vaal_storm_call""]","","","",1,[],[],""
4070,"arctic_breath_duration_+%",1,"","",1,"","","","",1,4117025438,"[""arctic_breath""]","","","",1,[],[],""
4071,"lightning_warp_duration_+%",1,"","",1,"","","","",1,1081177471,"[""lightning_warp""]","","","",1,[],[],""
4072,"ice_shot_duration_+%",1,"","",1,"","","","",1,4059053352,"[""ice_shot"",""vaal_ice_shot""]","","","",1,[],[],""
4073,"caustic_arrow_duration_+%",1,"","",1,"","","","",1,582918874,"[""caustic_arrow"",""vaal_caustic_arrow""]","","","",1,[],[],""
4074,"double_strike_critical_strike_chance_+%",1,"","",1,"","","","",1,4230029575,"[""double_strike"",""vaal_double_strike_two""]","","","",1,[],[],""
4075,"dual_strike_critical_strike_chance_+%",1,"","",1,"","","","",1,2565493023,"[""dual_strike""]","","","",1,[],[],""
4076,"split_arrow_critical_strike_chance_+%",1,"","",1,"","","","",1,2654844192,"[""split_arrow"",""vaal_split_arrow""]","","","",1,[],[],""
4077,"viper_strike_critical_strike_chance_+%",1,"","",1,"","","","",1,357067701,"[""viper_strike""]","","","",1,[],[],""
4078,"flameblast_critical_strike_chance_+%",1,"","",1,"","","","",1,4260830260,"[""charged_blast"",""flameblast"",""repeating_vaal_charged_blast"",""vaal_charged_blast""]","","","",1,[],[],""
4079,"flame_surge_critical_strike_chance_+%",1,"","",1,"","","","",1,1333481536,"[""flame_whip""]","","","",1,[],[],""
4080,"tornado_shot_critical_strike_chance_+%",1,"","",1,"","","","",1,3501744857,"[""tornado_shot""]","","","",1,[],[],""
4081,"lightning_strike_num_of_additional_projectiles",1,"","",3,1,"","","",1,1275791702,"[""lightning_strike"",""vaal_new_lightning_strike"",""new_lightning_strike"",""falling_thunder""]","","","",1,[],[],""
4082,"molten_strike_num_of_additional_projectiles",1,"","",3,1,"","","",1,4216021397,"[""molten_strike"",""vaal_molten_strike""]","","","",1,[],[],""
4083,"spark_num_of_additional_projectiles",1,1,"",3,1,"","","",1,4067285362,"[""spark"",""unique_earthbound_triggered_spark"",""vaal_spark"",""monster_spark""]","","","",1,[],[],""
4084,"split_arrow_num_of_additional_projectiles",1,"","",3,1,"","","",1,2215355679,"[""split_arrow"",""vaal_split_arrow""]","","","",1,[],[],""
4085,"barrage_num_of_additional_projectiles",1,"","",3,1,"","","",1,4195141575,"[""barrage"",""empower_barrage""]","","","",1,[],[],""
4086,"tornado_shot_num_of_secondary_projectiles",1,"","",3,1,"","","",1,1912799386,[],"","","",1,[],[],""
4087,"magma_orb_num_of_additional_projectiles_in_chain",1,"","",3,1,"","","",1,178155184,"[""rolling_magma"",""fire_mortar_monster""]","","","",1,[],[],""
4088,"arc_num_of_additional_projectiles_in_chain",1,"","",3,1,"","","",1,579116514,"[""arc"",""vaal_arc"",""tangled_minion_arc"",""projectile_arc""]","","","",1,[],[],""
4089,"flame_totem_num_of_additional_projectiles",1,"","",3,1,"","","",1,1840297648,[],"","","",1,[],[],""
4090,"burning_arrow_ignite_chance_%",1,"","",1,"","","","",1,2260991743,"[""burning_arrow"",""vaal_burning_arrow""]","","","",1,[],[],""
4091,"burning_arrow_physical_damage_%_to_gain_as_fire_damage",1,"","",1,"","","","",1,741557537,"[""burning_arrow"",""vaal_burning_arrow""]","","","",1,[],[],""
4092,"infernal_blow_physical_damage_%_to_gain_as_fire_damage",1,"","",1,"","","","",1,173453145,"[""infernal_blow_new""]","","","",1,[],[],""
4093,"fire_trap_burning_damage_+%",1,"","",1,"","","","",1,3373305236,"[""trap_ground_fire""]","","","",1,[],[],""
4094,"fireball_ignite_chance_%",1,"","",1,"","","","",1,1389926819,"[""firebolt"",""vaal_fireball""]","","","",1,[],[],""
4095,"glacial_hammer_freeze_chance_%",1,"","",1,"","","","",1,939482816,"[""glacial_hammer""]","","","",1,[],[],""
4096,"ice_nova_freeze_chance_%",1,"","",1,"","","","",1,1161429784,"[""ice_nova""]","","","",1,[],[],""
4097,"reave_attack_speed_per_reave_stack_+%",1,"","",1,"","","","",1,2756147986,[],"","","",1,[],[],""
4098,"spectral_throw_projectile_deceleration_+%",1,"","",1,1,"","","",1,1962575981,[],"","","",1,[],[],""
4099,"flicker_strike_damage_+%_per_frenzy_charge",1,"","",1,"","","","",1,2436264030,"[""flicker_strike"",""vaal_flicker_strike""]","","","",1,[],[],""
4100,"puncture_maim_on_hit_%_chance",1,"","",1,"","","","",1,4065138141,"[""puncture""]","","","",1,[],[],""
4101,"arc_shock_chance_%",1,"","",1,"","","","",1,805640592,"[""arc"",""vaal_arc"",""tangled_minion_arc"",""projectile_arc""]","","","",1,[],[],""
4102,"fire_nova_mine_num_of_additional_repeats",1,"","",3,"","","","",1,896873271,[],"",1,"",1,[],[],""
4103,"firestorm_explosion_area_of_effect_+%",1,"","",1,1,"","","",1,4224103288,[],"","","",1,[],[],""
4104,"flame_surge_damage_+%_vs_burning_enemies",1,"","",1,"","","","",1,1056415583,"[""flame_whip""]","","","",1,[],[],""
4105,"ice_spear_%_chance_to_gain_power_charge_on_critical_strike",1,"","",1,"","","","",1,1045249708,[],"","","",1,[],[],""
4106,"power_siphon_%_chance_to_gain_power_charge_on_kill",1,"","",1,"","","","",1,850524521,[],"","","",1,[],[],""
4107,"searing_bond_totem_placement_speed_+%",1,"","",1,"","","","",1,4217891943,[],"","","",1,[],[],""
4108,"sweep_knockback_chance_%",1,"","",1,"","","","",1,3721251347,[],"","","",1,[],[],""
4109,"frenzy_damage_+%_per_frenzy_charge",1,"","",1,"","","","",1,3828204269,"[""frenzy""]","","","",1,[],[],""
4110,"frenzy_%_chance_to_gain_additional_frenzy_charge",1,"","",1,"","","","",1,2374445847,[],"","","",1,[],[],""
4111,"elemental_hit_chance_to_freeze_shock_ignite_%",1,"","",1,"","","","",1,2790505753,"[""elemental_hit""]","","","",1,[],[],""
4112,"glacial_hammer_physical_damage_%_to_gain_as_cold_damage",1,"","",1,"","","","",1,2385763434,"[""glacial_hammer""]","","","",1,[],[],""
4113,"ice_crash_physical_damage_%_to_gain_as_cold_damage",1,"","",1,"","","","",1,472266887,"[""ice_crash""]","","","",1,[],[],""
4114,"spectre_elemental_resistances_%",1,"","",1,"","","","",1,1980117033,[],"","","",1,[],[],""
4115,"zombie_elemental_resistances_%",1,"","",1,"","","","",1,1431983519,[],"","","",1,[],[],""
4116,"flame_golem_elemental_resistances_%",1,"","",1,"","","","",1,4143068529,[],"","","",1,[],[],""
4117,"chaos_golem_elemental_resistances_%",1,"","",1,"","","","",1,2053101193,[],"","","",1,[],[],""
4118,"ice_golem_elemental_resistances_%",1,"","",1,"","","","",1,4221248116,[],"","","",1,[],[],""
4119,"shock_nova_ring_damage_+%",1,"","",1,"","","","",1,2652696171,[],"","","",1,[],[],""
4120,"detonate_dead_%_chance_to_detonate_additional_corpse",1,"","",1,"","","","",1,3024638246,[],"","","",1,[],[],""
4121,"animate_weapon_chance_to_create_additional_copy_%",1,"","",1,"","","","",1,34835664,[],"","","",1,[],[],""
4122,"decoy_totem_life_+%",1,"","",1,"","","","",1,3154732943,[],"","","",1,[],[],""
4123,"rejuvenation_totem_%_life_regeneration_added_as_mana_regeneration",1,"","",1,"","","","",1,1227080490,[],"","","",1,[],[],""
4124,"rejuvenation_totem_aura_effect_+%",1,"","",1,"","","","",1,1362893026,[],"","","",1,[],[],""
4125,"summon_skeletons_num_additional_warrior_skeletons",1,"","",3,"","","","",1,4206572925,[],"","","",1,[],[],""
4126,"wild_strike_num_of_additional_projectiles_in_chain",1,"","",3,"","","","",1,3579658152,"[""wild_strike""]","","","",1,[],[],""
4127,"shockwave_totem_cast_speed_+%",1,"","",1,"","","","",1,4143556287,"[""shockwave_totem""]","","","",1,[],[],""
4128,"devouring_totem_%_chance_to_consume_additional_corpse",1,"","",1,"","","","",1,381063668,[],"","","",1,[],[],""
4129,"incinerate_damage_+%_per_stage",1,"","",1,"","","","",1,81589993,[],"","","",1,[],[],""
4130,"siege_ballista_totem_placement_speed_+%",1,"","",1,"","","","",1,2051364620,[],"","","",1,[],[],""
4131,"combined_curse_magnitude_+%",1,"","",1,"",1,"","",1,597899086,[],"","","",1,[1],[],""
4132,"poachers_mark_curse_effect_+%",1,"","",1,"","","","",1,1443724353,"[""poachers_mark""]",18,"","",1,[],[],""
4133,"projectile_weakness_curse_effect_+%",1,"","",1,"","","","",1,4120619057,"[""snipers_mark""]",18,"","",1,[],[],""
4134,"temporal_chains_curse_effect_+%",1,"","",1,"","","","",1,3104404419,"[""temporal_chains""]",18,"","",1,[],[],""
4135,"assassins_mark_curse_effect_+%",1,"","",1,"","","","",1,3506888675,"[""assassins_mark""]",18,"","",1,[],[],""
4136,"conductivity_curse_effect_+%",1,"","",1,"","","","",1,1511723353,"[""conductivity""]",18,"","",1,[],[],""
4137,"elemental_weakness_curse_effect_+%",1,"","",1,"","","","",1,3245834259,"[""elemental_weakness""]",18,"","",1,[],[],""
4138,"enfeeble_curse_effect_+%",1,"","",1,"","","","",1,2458200149,"[""enfeeble""]",18,"","",1,[],[],""
4139,"flammability_curse_effect_+%",1,"","",1,"","","","",1,2412003060,"[""flammability""]",18,"","",1,[],[],""
4140,"frostbite_curse_effect_+%",1,"","",1,"","","","",1,729542163,"[""hypothermia""]",18,"","",1,[],[],""
4141,"punishment_curse_effect_+%",1,"","",1,"","","","",1,1462688969,"[""new_punishment""]",18,"","",1,[],[],""
4142,"vulnerability_curse_effect_+%",1,"","",1,"","","","",1,264707685,"[""vulnerability""]",18,"","",1,[],[],""
4143,"warlords_mark_curse_effect_+%",1,"","",1,"","","","",1,632478629,"[""warlords_mark""]",18,"","",1,[],[],""
4144,"lightning_golem_grants_attack_and_cast_speed_+%",1,"","",1,"","","","",1,4045346303,[],"","","",1,[],[],""
4145,"lightning_golem_grants_added_lightning_damage",1,"","",3,"","","","",1,3721940931,[],"","","",1,[],[],""
4146,"arctic_armour_mana_reservation_+%",1,"","",1,"","","","",1,3763270493,"[""new_new_arctic_armour""]","","","",1,[],[],""
4147,"herald_of_ash_mana_reservation_+%",1,"","",1,"","","","",1,1380863625,"[""herald_of_ash""]","","","",1,[],[],""
4148,"herald_of_ice_mana_reservation_+%",1,"","",1,"","","","",1,2038219754,"[""herald_of_ice""]","","","",1,[],[],""
4149,"herald_of_thunder_mana_reservation_+%",1,"","",1,"","","","",1,55697575,"[""herald_of_thunder""]","","","",1,[],[],""
4150,"clarity_mana_reservation_+%",1,"","",1,"","","","",1,342970660,"[""clarity""]","","","",1,[],[],""
4151,"hatred_mana_reservation_+%",1,"","",1,"","","","",1,3007327127,"[""hatred"",""monster_hatred""]","","","",1,[],[],""
4152,"purity_of_ice_mana_reservation_+%",1,"","",1,"","","","",1,2088052348,"[""purity_of_ice""]",10,"","",1,[],[],""
4153,"determination_mana_reservation_+%",1,"","",1,"","","","",1,603119867,"[""determination""]",18,"","",1,[],[],""
4154,"discipline_mana_reservation_+%",1,"","",1,"","","","",1,3860564401,"[""discipline""]",18,"","",1,[],[],""
4155,"purity_of_elements_mana_reservation_+%",1,"","",1,"","","","",1,1906941157,"[""purity""]","","","",1,[],[],""
4156,"purity_of_fire_mana_reservation_+%",1,"","",1,"","","","",1,722416945,"[""purity_of_fire""]",10,"","",1,[],[],""
4157,"purity_of_lightning_mana_reservation_+%",1,"","",1,"","","","",1,2957782180,"[""purity_of_lightning""]",10,"","",1,[],[],""
4158,"vitality_mana_reservation_+%",1,"","",1,"","","","",1,98369741,"[""vitality""]","","","",1,[],[],""
4159,"wrath_mana_reservation_+%",1,"","",1,"","","","",1,2388430978,"[""wrath""]","","","",1,[],[],""
4160,"grace_mana_reservation_+%",1,"","",1,"","","","",1,276559304,"[""grace""]",18,"","",1,[],[],""
4161,"haste_mana_reservation_+%",1,"","",1,"","","","",1,209026227,"[""haste""]","","","",1,[],[],""
4162,"immortal_call_duration_+%",1,"","",1,"","","","",1,1117757839,[],"","","",1,[],[],""
4163,"bone_offering_duration_+%",1,"","",1,1,"","","",1,3782650950,"[""bone_offering""]","","","",1,[],[],""
4164,"flesh_offering_duration_+%",1,"","",1,1,"","","",1,3792174396,[],"","","",1,[],[],""
4165,"smoke_mine_duration_+%",1,"","",1,"","","","",1,3237578503,"[""smoke_mine""]","","","",1,[],[],""
4166,"frost_wall_duration_+%",1,"","",1,"","","","",1,1145828008,"[""frost_wall"",""frost_wall_new""]","","","",1,[],[],""
4167,"vigilant_strike_fortify_duration_+%",1,"","",1,"","","","",1,3968142404,"[""vigilant_strike""]","","","",1,[],[],""
4168,"poachers_mark_duration_+%",1,"","",1,"","","","",1,304526606,"[""poachers_mark""]","","","",1,[],[],""
4169,"projectile_weakness_duration_+%",1,"","",1,"","","","",1,3341126644,"[""snipers_mark""]","","","",1,[],[],""
4170,"temporal_chains_duration_+%",1,"","",1,"","","","",1,1267608444,"[""temporal_chains""]","","","",1,[],[],""
4171,"warlords_mark_duration_+%",1,"","",1,"","","","",1,2387004358,"[""warlords_mark""]","","","",1,[],[],""
4172,"vulnerability_duration_+%",1,"","",1,"","","","",1,3047397510,"[""vulnerability""]","","","",1,[],[],""
4173,"punishment_duration_+%",1,"","",1,"","","","",1,1127665097,"[""new_punishment""]","","","",1,[],[],""
4174,"frostbite_duration_+%",1,"","",1,"","","","",1,3540470819,"[""hypothermia""]","","","",1,[],[],""
4175,"flammability_duration_+%",1,"","",1,"","","","",1,3861204419,[],"","","",1,[],[],""
4176,"enfeeble_duration_+%",1,"","",1,"","","","",1,814839670,"[""enfeeble""]","","","",1,[],[],""
4177,"elemental_weakness_duration_+%",1,"","",1,"","","","",1,151694722,"[""elemental_weakness""]","","","",1,[],[],""
4178,"conductivity_duration_+%",1,"","",1,"","","","",1,3686579796,"[""conductivity""]","","","",1,[],[],""
4179,"assassins_mark_duration_+%",1,"","",1,"","","","",1,1060809889,"[""assassins_mark""]","","","",1,[],[],""
4180,"rallying_cry_duration_+%",1,"","",1,"","","","",1,2856728689,"[""inspiring_cry""]","","","",1,[],[],""
4181,"abyssal_cry_duration_+%",1,"","",1,"","","","",1,4063222334,"[""infernal_cry""]","","","",1,[],[],""
4182,"contagion_duration_+%",1,"","",1,"","","","",1,1204435041,"[""contagion""]","","","",1,[],[],""
4183,"siphon_duration_+%",1,"","",1,"","","","",1,2893898487,"[""essence_drain""]","","","",1,[],[],""
4184,"wither_duration_+%",1,"","",1,"","","","",1,3392247280,"[""wither"",""wither_channel""]",18,"","",1,[],[],""
4185,"blade_vortex_duration_+%",1,"","",1,"","","","",1,2328130921,"[""new_blade_vortex""]","","","",1,[],[],""
4186,"earthquake_duration_+%",1,"","",1,"","","","",1,3459595776,"[""earthquake"",""vaal_earthquake"",""vaal_earthquake_footstep""]","","","",1,[],[],""
4187,"blight_duration_+%",1,"","",1,"","","","",1,145824703,[],"","","",1,[],[],""
4188,"blight_secondary_skill_effect_duration_+%",1,"","",1,"","","","",1,130487866,"[""blight_channel"",""vaal_blight""]","","","",1,[],[],""
4189,"convocation_cooldown_speed_+%",1,"","",1,"","","","",1,2168090276,[],"","","",1,[],[],""
4190,"bear_trap_cooldown_speed_+%",1,"","",1,"","","","",1,3110314721,[],"","","",1,[],[],""
4191,"frost_wall_cooldown_speed_+%",1,"","",1,"","","","",1,1775745237,"[""frost_wall"",""frost_wall_new""]","","","",1,[],[],""
4192,"reckoning_cooldown_speed_+%",1,"","",1,"","","","",1,3863773630,[],"","","",1,[],[],""
4193,"flame_dash_cooldown_speed_+%",1,"","",1,"","","","",1,98620528,"[""flame_dash""]","","","",1,[],[],""
4194,"desecrate_cooldown_speed_+%",1,"","",1,"","","","",1,1074399274,"[""desecrate""]","","","",1,[],[],""
4195,"blink_arrow_cooldown_speed_+%",1,"","",1,"","","","",1,416886457,[],"","","",1,[],[],""
4196,"mirror_arrow_cooldown_speed_+%",1,"","",1,"","","","",1,592400192,[],"","","",1,[],[],""
4197,"riposte_cooldown_speed_+%",1,"","",1,"","","","",1,161831148,[],"","","",1,[],[],""
4198,"vengeance_cooldown_speed_+%",1,"","",1,"","","","",1,255660103,[],"","","",1,[],[],""
4199,"enduring_cry_cooldown_speed_+%",1,"","",1,"","","","",1,567186668,[],"","","",1,[],[],""
4200,"frost_bomb_cooldown_speed_+%",1,"","",1,"","","","",1,297623012,"[""frost_bomb""]","","","",1,[],[],""
4201,"conversion_trap_cooldown_speed_+%",1,"","",1,"","","","",1,622082745,[],"","","",1,[],[],""
4202,"ice_trap_cooldown_speed_+%",1,"","",1,"","","","",1,3135949265,[],"","","",1,[],[],""
4203,"siege_ballista_attack_speed_+%",1,"","",1,"","","","",1,1095986688,[],"","","",1,[],[],""
4204,"shockwave_slam_attack_speed_+%",1,"","",1,"","","","",1,907317935,"[""sunder"",""new_sunder""]","","","",1,[],[],""
4205,"mirror_arrow_and_mirror_arrow_clone_attack_speed_+%",1,"","",1,"","","","",1,3533928468,[],"","","",1,[],[],""
4206,"freeze_mine_radius_+%",1,"","",1,"","","","",1,3715758690,[],"","","",1,[],[],""
4207,"shrapnel_shot_radius_+%",1,"","",1,"","","","",1,3776572373,[],"","","",1,[],[],""
4208,"blast_rain_radius_+%",1,"","",1,"","","","",1,2384546892,[],"","","",1,[],[],""
4209,"contagion_radius_+%",1,"","",1,"","","","",1,3676389770,"[""contagion""]","","","",1,[],[],""
4210,"wither_radius_+%",1,"","",1,"","","","",1,3818750651,"[""wither"",""wither_channel""]","","","",1,[],[],""
4211,"blade_vortex_radius_+%",1,"","",1,"","","","",1,1773618144,"[""new_blade_vortex""]","","","",1,[],[],""
4212,"bladefall_radius_+%",1,"","",1,"","","","",1,909034553,"[""bladefall""]","","","",1,[],[],""
4213,"ice_trap_radius_+%",1,"","",1,"","","","",1,3810841190,[],"","","",1,[],[],""
4214,"earthquake_radius_+%",1,"","",1,"","","","",1,3265754963,"[""earthquake"",""vaal_earthquake"",""vaal_earthquake_footstep""]","","","",1,[],[],""
4215,"frost_bomb_radius_+%",1,"","",1,"","","","",1,498793046,"[""frost_bomb""]","","","",1,[],[],""
4216,"storm_cloud_radius_+%",1,"","",1,"","","","",1,1674891819,"[""orb_of_storms""]","","","",1,[],[],""
4217,"blight_radius_+%",1,"","",1,"","","","",1,3488500641,"[""blight_channel"",""vaal_blight""]","","","",1,[],[],""
4218,"shockwave_slam_radius_+%",1,"","",1,"","","","",1,1247204470,"[""sunder"",""new_sunder""]","","","",1,[],[],""
4219,"display_attack_with_decree_of_ire_when_hit_%",1,1,"",1,"","","","",1,1493274797,[],"","","",1,[],[],""
4220,"display_attack_with_commandment_of_ire_when_hit_%",1,1,"",1,"","","","",1,2636192054,[],"","","",1,[],[],""
4221,"blink_arrow_and_blink_arrow_clone_attack_speed_+%",1,"","",1,"","","","",1,898745402,[],"","","",1,[],[],""
4222,"whirling_blades_attack_speed_+%",1,"","",1,"","","","",1,3895250721,"[""blade_flurry"",""blade_flurry_cooldown"",""maligaro_blade_flurry""]","","","",1,[],[],""
4223,"arctic_armour_buff_effect_+%",1,"","",1,"","","","",1,362343643,"[""vaal_arctic_armour"",""new_new_arctic_armour""]","","","",1,[],[],""
4224,"immortal_call_%_chance_to_not_consume_endurance_charges",1,"","",1,"","","","",1,516106347,[],"","","",1,[],[],""
4225,"phase_run_%_chance_to_not_consume_frenzy_charges",1,"","",1,"","","","",1,1879294862,[],"","","",1,[],[],""
4226,"animate_guardian_elemental_resistances_%",1,"","",1,"","","","",1,1926535668,[],"","","",1,[],[],""
4227,"shrapnel_shot_physical_damage_%_to_gain_as_lightning_damage",1,"","",1,"","","","",1,466851531,[],"","","",1,[],[],""
4228,"bladefall_critical_strike_chance_+%",1,"","",1,"","","","",1,107862561,"[""bladefall""]","","","",1,[],[],""
4229,"storm_cloud_critical_strike_chance_+%",1,"","",1,"","","","",1,1690668704,"[""orb_of_storms""]","","","",1,[],[],""
4230,"tempest_shield_num_of_additional_projectiles_in_chain",1,"","",3,"","","","",1,4274630654,"[""tempest_shield""]","","","",1,[],[],""
4231,"map_labyrinth_secret1_override","","","",3,"","","","",1,400826436,[],"","","","",[],[],""
4232,"map_labyrinth_secret2_override","","","",3,"","","","",1,2793273579,[],"","","","",[],[],""
4233,"melee_ancestor_totem_granted_attack_speed_+%_final","","","",1,"","","","",1,3306178333,[],"","","",1,[],[],""
4234,"cannot_be_stunned_while_at_max_endurance_charges",1,"","",4,"","","","",1,39888748,[],"","","","",[],[],""
4235,"life_regenerate_rate_per_second_%_while_totem_active","","","",1,"","","","",1,567795600,[],7,"","",1,[],[],""
4236,"gain_attack_and_cast_speed_+%_for_4_seconds_if_taken_savage_hit",1,"","",1,"","","","",1,3286913754,[],"","","",1,[],[],""
4237,"berserker_damage_+%_final","","","",1,"","","","",1,1763464811,[],1,"","",1,[],[],""
4238,"elemental_damage_taken_+%_while_on_consecrated_ground",1,"","",1,"","","","",1,2953715895,[],"","","",1,[],[],""
4239,"critical_strike_chance_+%_vs_enemies_with_elemental_status_ailments",1,"","",1,"","","","",1,1322150323,[],"","","",1,[],[],""
4240,"scion_helmet_skill_maximum_totems_+",1,"","",3,"","","","",1,513845046,[],"","","",1,[],[],""
4241,"%_chance_to_gain_power_charge_on_placing_a_totem",1,"","",1,"","","","",1,4225190597,[],"","","",1,[],[],""
4242,"attack_and_cast_speed_+%_for_you_and_allies_affected_by_your_auras",1,"","",1,"","","","",1,3075720643,[],"","","",1,[],[],""
4243,"gain_elemental_conflux_for_X_ms_when_you_kill_a_rare_or_unique_enemy",1,"","",3,"","","","",1,930233503,[],"","","",1,[],[],""
4244,"enemies_chaos_resistance_%_while_cursed",1,"","",1,"","","","",1,2794464828,[],1,"","",1,[],[],""
4245,"damage_+%_for_4_seconds_when_you_kill_a_cursed_enemy",1,"","",1,"","","","",1,2320436876,[],1,"","",1,[],[],""
4246,"physical_damage_reduction_and_minion_physical_damage_reduction_%","","","",1,"","","","",1,1695170650,[],"","","",1,[],[],""
4247,"offering_spells_effect_+%",1,"","",1,1,"","","",1,2192484854,[],18,"","",1,[],[],""
4248,"damage_+%_for_you_and_allies_affected_by_your_auras",1,"","",1,"","","","",1,2681246011,[],"","","",1,[],[],""
4249,"you_and_minion_attack_and_cast_speed_+%_for_4_seconds_when_corpse_destroyed",1,"","",1,"","","","",1,3215698258,[],"","","",1,[],[],""
4250,"%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life",1,"","",1,"","","","",1,1907697360,[],"","","",1,[],[],""
4251,"cause_maim_on_critical_strike_attack",1,"","",4,"","","","",1,2930893802,[],"","","","",[],[],""
4252,"%_chance_to_create_smoke_cloud_on_mine_or_trap_creation",1,"","",1,"","","","",1,4235391323,[],"","","",1,[],[],""
4253,"damage_+%_for_each_trap_and_mine_active","","","",1,"","","","",1,3083128510,[],"","","",1,[],[],""
4254,"evasion_rating_while_es_full_+%_final","","","",1,"","","","",1,4291674268,[],"","","",1,[],[],""
4255,"damage_+%_while_es_not_full","","","",1,"","","","",1,97319989,[],"","","",1,[],[],""
4256,"mana_regeneration_+%_for_4_seconds_on_movement_skill_use",1,"","",1,"","","","",1,2930936845,[],8,"","",1,[],[],""
4257,"gain_onslaught_while_frenzy_charges_full","","","",4,"","","","",1,3326907235,[],"","","","",[],[],""
4258,"projectile_damage_+%_max_as_distance_travelled_increases",1,"","",1,"","","","",1,3711334844,[],1,"","",1,[],[],""
4259,"damage_+%_during_flask_effect","","","",1,"","","","",1,92729933,[],1,"","",1,[],[],""
4260,"avoid_freeze_shock_ignite_bleed_%_during_flask_effect",1,"","",1,"","","","",1,3936512389,[],"","","",1,[],[],""
4261,"elemental_damage_taken_+%_during_flask_effect","","","",1,"","","","",1,602888989,[],"","","",1,[],[],""
4262,"damage_+%_for_4_seconds_when_you_kill_a_bleeding_enemy",1,"","",1,"","","","",1,544660766,[],"","","",1,[],[],""
4263,"damage_+%_to_you_and_nearby_allies_while_you_have_fortify",1,"","",1,"","","","",1,3399790640,[],"","","",1,[],[],""
4264,"damage_taken_+%_from_taunted_enemies",1,"","",1,"","","","",1,1396250137,[],"","","",1,[],[],""
4265,"attack_and_cast_speed_+%_while_leeching","","","",1,"","","","",1,1175850468,[],"","","",1,[],[],""
4266,"base_avoid_bleed_%","","","",1,"","","","",1,4079697398,[],2,"","",1,[],[],""
4267,"avoid_bleed_%",1,"","",1,"",1,"","",1,1912337697,[],"","","",1,[0],[],""
4268,"virtual_phase_through_objects",1,"","",4,1,1,"","",1,2567643278,[],"","","","",[0],[],""
4269,"should_have_onslaught_from_stat",1,"","",4,1,1,"","",1,1501510221,[],"","","","",[0],[],""
4270,"shield_charge_damage_per_target_hit_+%",1,"","",1,"","","","",1,2773238665,[],"","","",1,[],[],""
4271,"number_of_mines_to_place","","","",3,1,1,"","",1,3920841593,[],"","","",1,[1],[],""
4272,"local_flask_life_gain_on_skill_use_%_mana_cost",1,1,"",1,"","","","",1,2668924214,[],"","","",1,[],[],""
4273,"life_gain_on_skill_use_percent_mana_cost",1,"","",1,"","","","",1,3478970596,[],"","","",1,[],[],""
4274,"traps_and_mines_%_chance_to_poison",1,"","",1,"","","","",1,2209713286,[],"","","",1,[],[],""
4275,"damage_+%_of_each_type_that_you_have_an_active_golem_of","","","",1,"","","","",1,1731308402,[],1,"","",1,[],[],""
4276,"elemental_golem_immunity_to_elemental_damage",1,"","",4,"","","","",1,2783981091,[],"","","","",[],[],""
4277,"elemental_golem_granted_buff_effect_+%",1,"","",1,"","","","",1,4275590575,[],"","","",1,[],[],""
4278,"current_number_of_fire_golems",1,"","",3,"","","","",1,2496598590,[],"","","",1,[],[],""
