"rownum","Id","Runes","Description","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","RuneCountRequired","MinLevelReq","MaxLevelReq","Reward","RewardCount","rid_64","rid_80","string_96","string_104","bool_112","i32_113","bool_117","i32_118","QuestFlag","Category","RuneWeights","DisabledText"
136,"4SlotUniqueWand1","[19,8,22,4]","[Rarity|Unique] Wand","Baguette [Rarity|Unique]","[Rarity|Einzigartiger] Zauberstab","[Rarity|ユニーク]ワンド","[Rarity|고유] 마법봉","Varinha [Rarity|Única]","[Rarity|Уникальный] жезл","Varita [Rarity|única]","ไม้กายสิทธิ์[Rarity|ยูนิค]","[Rarity|傳奇]法杖",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[56,77,84,113,154]",""
137,"4SlotExaltedOrb3","[7,18,28,12]","","","","","","","","","","",4,1,100,18,3,"","","","",1,4829,"",0,"",0,"[59,61,66,67,86,101,139,153]",""
138,"4SlotGlassblowersBauble3","[16,9,14,17]","","","","","","","","","","",4,1,100,28,3,"","","","",1,4829,"",0,"",0,"[58,65,89,94,128]",""
139,"4SlotGemcuttersPrism3","[16,28,13,17]","","","","","","","","","","",4,1,100,29,3,"","","","",1,4829,"",0,"",0,"[65,89]",""
140,"4SlotWardingRuneofStability1","[1,27,8,6]","","","","","","","","","","",4,1,100,5079,1,"","","","",1,4829,"",0,"",1,"[62,63,79,111,118]",""
141,"4SlotWardingRuneofGlancing1","[14,27,11,6]","","","","","","","","","","",4,1,100,5080,1,"","","","",1,4829,"",0,"",1,"[62,63,79]",""
142,"4SlotWardingRuneoftheHeart1","[10,27,13,6]","","","","","","","","","","",4,1,100,5081,1,"","","","",1,4829,"",0,"",1,"[62,63,79]",""
143,"4SlotWardingRuneofAnnihilation1","[13,27,10,6]","","","","","","","","","","",4,1,100,5083,1,"","","","",1,4829,"",0,"",1,"[62,63,79,93]",""
144,"4SlotWardingRuneofSalvaging1","[12,27,18,6]","","","","","","","","","","",4,1,100,5087,1,"","","","",1,4829,"",0,"",1,"[62,63,79,81,124,158,159]",""
145,"4SlotWardingRuneofSymbiosis1","[3,27,25,6]","","","","","","","","","","",4,1,100,5077,1,"","","","",1,4829,"",0,"",1,"[62,63,79]",""
146,"4SlotOrbofAlchemy3","[7,18,14,10]","","","","","","","","","","",4,1,100,9,3,"","","","",1,4829,"",0,"",0,"[58,59,66,86,101,139,153]",""
147,"4SlotChaosOrb2","[7,30,0,15]","","","","","","","","","","",4,1,100,3,2,"","","","",1,4829,"",0,"",0,"[66,72,86,101,139,153]",""
148,"4SlotCyclonicAlloy1","[21,15,14,12]","","","","","","","","","","",4,1,100,5048,1,"","","","",1,4424,"",0,"",3,"[58,61,76,99,120,133,137]",""
149,"4SlotGreaterJewellersOrb1","[16,30,7,12]","","","","","","","","","","",4,1,100,33,1,"","","","",1,4829,"",0,"",0,"[61,65,72,89]",""
150,"4SlotSwiftAlloy1","[7,15,28,15]","","","","","","","","","","",4,1,100,5046,1,"","","","",1,4424,"",0,"",3,"[66,67,76,86,99,101,120,133,137,139,153]",9554
151,"4SlotUniqueJewellery1","[9,18,22,12]","[Rarity|Unique] Jewellery","Accessoire [Rarity|Unique]","[Rarity|Einzigartiger] Schmuck","[Rarity|ユニーク]宝飾品","[Rarity|고유] 장신구","Pedraria [Rarity|Única]","[Rarity|Уникальная] бижутерия","Joyería [Rarity|única]","เครื่่องประดับ[Rarity|ยูนิค]","[Rarity|傳奇]珠寶",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[59,61,71,114]",""
152,"4SlotRuneofConsistency1","[18,10,1,7]","","","","","","","","","","",4,1,100,5107,1,"","","","",1,4829,"",0,"",1,"[68,134]",""
153,"4SlotRuneofReach1","[24,10,1,17]","","","","","","","","","","",4,1,100,5108,1,"","","","",1,4829,"",0,"",1,[69],""
154,"4SlotRuneofFoundations1","[24,12,1,25]","","","","","","","","","","",4,1,100,5109,1,"","","","",1,4829,"",0,"",1,[69],""
155,"4SlotRuneofthePrism1","[18,16,1,25]","","","","","","","","","","",4,1,100,5110,1,"","","","",1,4829,"",0,"",1,[68],""
156,"4SlotRuneoftheSoul1","[8,10,0,25]","","","","","","","","","","",4,1,100,5111,1,"","","","",1,4829,"",0,"",1,[64],""
157,"4SlotRuneofCulmination1","[24,12,0,18]","","","","","","","","","","",4,1,100,5112,1,"","","","",1,4829,"",0,"",1,"[69,103,146]",""
158,"4SlotRuneofRenown1","[8,12,0,11]","","","","","","","","","","",4,1,100,5113,1,"","","","",1,4829,"",0,"",1,[64],""
159,"4SlotRuneofAccumulation1","[23,10,0,11]","","","","","","","","","","",4,1,100,5114,1,"","","","",1,4829,"",0,"",1,[70],""
160,"4SlotRuneoftheAdept1","[18,12,2,11]","","","","","","","","","","",4,1,100,5115,1,"","","","",1,4829,"",0,"",1,[68],""
161,"4SlotRuneofDashing1","[23,12,4,13]","","","","","","","","","","",4,1,100,5116,1,"","","","",1,4829,"",0,"",1,"[70,123]",""
162,"4SlotRuneofAcrobatics1","[8,4,2,13]","","","","","","","","","","",4,1,100,5117,1,"","","","",1,4829,"",0,"",1,[64],""
163,"4SlotArchaicRuneofSplinters1","[18,3,2,20]","","","","","","","","","","",4,1,100,5094,1,"","","","",1,4430,"",0,"",1,[68],9555
164,"4SlotArchaicRuneoftheHorde1","[17,5,4,20]","","","","","","","","","","",4,1,100,5103,1,"","","","",1,4430,"",0,"",1,"[73,88,123]",9555
165,"4SlotArchaicRuneofAnimosity1","[17,4,21,20]","","","","","","","","","","",4,1,100,5104,1,"","","","",1,4430,"",0,"",1,[73],9555
166,"4SlotArchaicRuneofDetonation1","[9,7,3,20]","","","","","","","","","","",4,1,100,5105,1,"","","","",1,4430,"",0,"",1,"[71,114]",9555
167,"4SlotArchaicRuneofRetaliation1","[17,23,4,20]","","","","","","","","","","",4,1,100,5106,1,"","","","",1,4430,"",0,"",1,"[73,90,108,123]",9555
168,"4SlotArchaicRuneofDueling1","[17,24,6,20]","","","","","","","","","","",4,1,100,5095,1,"","","","",1,4430,"",0,"",1,[73],9555
169,"4SlotRuneofVitalFlame1","[17,2,24,3]","","","","","","","","","","",4,1,100,5118,1,"","","","",1,4829,"",0,"",1,"[73,126,143]",""
170,"4SlotRuneofConfrontation1","[23,14,10,3]","","","","","","","","","","",4,1,100,5119,1,"","","","",1,4829,"",0,"",1,"[70,87,93,143]",""
171,"4SlotArchaicRuneoftheTitan1","[9,5,21,20]","","","","","","","","","","",4,1,100,5096,1,"","","","",1,4430,"",0,"",1,"[71,88,114]",9555
172,"4SlotArchaicRuneofShattering1","[9,14,2,20]","","","","","","","","","","",4,1,100,5097,1,"","","","",1,4430,"",0,"",1,"[71,87,114]",9555
173,"4SlotArchaicRuneofProwess1","[23,4,8,20]","","","","","","","","","","",4,1,100,5098,1,"","","","",1,4430,"",0,"",1,"[70,118]",9555
174,"4SlotArchaicRuneofControl1","[24,7,18,20]","","","","","","","","","","",4,1,100,5099,1,"","","","",1,4430,"",0,"",1,[69],9555
175,"4SlotArchaicRuneofDiscovery1","[9,19,23,20]","","","","","","","","","","",4,1,100,5100,1,"","","","",1,4430,"",0,"",1,"[71,97,114,116]",9555
176,"4SlotArchaicRuneofDecay1","[9,7,8,20]","","","","","","","","","","",4,1,100,5101,1,"","","","",1,4430,"",0,"",1,"[71,114,118]",9555
177,"4SlotArchaicRuneofWitchcraft1","[8,5,19,20]","","","","","","","","","","",4,1,100,5102,1,"","","","",1,4430,"",0,"",1,"[64,88]",9555
178,"4SlotUniqueAmulet1","[19,1,0,22]","[Rarity|Unique] Amulet","Amulette [Rarity|Unique]","[Rarity|Einzigartiges] Amulet","[Rarity|ユニーク]アミュレット","[Rarity|고유] 목걸이","Amuleto [Rarity|Único]","[Rarity|Уникальный] амулет","Amuleto [Rarity|único]","สร้อย[Rarity|ยูนิค]","[Rarity|傳奇]項鍊",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[74,77,92,113,125,154]",""
179,"4SlotUniqueBelt1","[19,26,27,22]","[Rarity|Unique] Belt","Ceinture [Rarity|Unique]","[Rarity|Einzigartiger] Gürtel","[Rarity|ユニーク]ベルト","[Rarity|고유] 허리띠","Cinto [Rarity|Único]","[Rarity|Уникальный] пояс","Cinturón [Rarity|único]","เข็มขัด[Rarity|ยูนิค]","[Rarity|傳奇]腰帶",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[74,77,80,85,113,138,154]",""
180,"4SlotUniqueRing1","[19,23,1,22]","[Rarity|Unique] Ring","Bague [Rarity|Unique]","[Rarity|Einzigartiger] Ring","[Rarity|ユニーク]指輪","[Rarity|고유] 반지","Anel [Rarity|Único]","[Rarity|Уникальное] кольцо","Anillo [Rarity|único]","แหวน[Rarity|ยูนิค]","[Rarity|傳奇]戒指",4,1,100,"",1,"","","","",1,4829,"",0,"",4,"[74,77,90,108,113,154]",""
181,"4SlotGreaterRegalOrb1","[30,12,25,18]","","","","","","","","","","",4,1,100,22,1,"","","","",1,4829,"",0,"",0,"[55,100,103,146]",""
182,"4SlotGreaterExaltedOrb1","[30,8,26,16]","","","","","","","","","","",4,1,100,19,1,"","","","",1,4829,"",0,"",0,"[55,84,100,104]",""
183,"4SlotGreaterChaosOrb1","[30,10,21,17]","","","","","","","","","","",4,1,100,4,1,"","","","",1,4829,"",0,"",0,"[55,100]",""
184,"4SlotDivineOrb1","[29,28,32,25]","","","","","","","","","","",4,1,100,36,1,"","","","",1,4829,"",0,"",0,"[75,98,121,152,157]",""
185,"5SlotUncutSpiritGem(Level19)1","[4,8,16,25,14]","","","","","","","","","","",5,1,100,4916,1,"","","","",1,4829,"",0,"",2,"[84,96,107,109]",""
186,"5SlotUncutSkillGem(Level19)1","[4,0,10,1,16]","","","","","","","","","","",5,1,100,4894,1,"","","","",1,4829,"",0,"",2,"[83,93,107,127]",""
187,"5SlotAstackofrandomcurrency1","[7,20,29,3,14]","5x Random Currency","Objet monétaire aléatoire x5","5x zufällige Währung","ランダムなカレンシー 5個","무작위 화폐 5개","5 Moedas Aleatórias","5 шт. случайной валюты","5 objetos monetarios aleatorios","5x เงินตราแบบสุ่ม","5x 隨機通貨",5,1,100,"",1,"","","","",1,4829,"",0,"",0,"[86,95,96,101,139,143,153]",""
188,"5SlotWardingRuneofArmature1","[27,17,26,6,13]","","","","","","","","","","",5,1,100,5084,1,"","","","",1,4829,"",0,"",1,"[79,104]",""
189,"5SlotWardingRuneofObsession1","[27,25,21,6,0]","","","","","","","","","","",5,1,100,5085,1,"","","","",1,4829,"",0,"",1,[79],""
190,"5SlotWardingRuneofEquinox1","[27,3,11,6,5]","","","","","","","","","","",5,1,100,5086,1,"","","","",1,4829,"",0,"",1,[79],""
191,"5SlotWardingRuneofBodyguards1","[27,11,30,6,16]","","","","","","","","","","",5,1,100,5088,1,"","","","",1,4829,"",0,"",1,[79],""
192,"5SlotWardingRuneofHollowing1","[27,2,28,6,8]","","","","","","","","","","",5,1,100,5089,1,"","","","",1,4829,"",0,"",1,"[79,126]",""
193,"5SlotGreaterOrbofAugmentation3","[15,8,10,7,26]","","","","","","","","","","",5,1,100,25,3,"","","","",1,4829,"",0,"",0,"[78,84,93,134]",""
194,"5SlotGreaterOrbofTransmutation3","[17,0,1,7,26]","","","","","","","","","","",5,1,100,14,3,"","","","",1,4829,"",0,"",0,"[78,83,127,134]",""
195,"5SlotLevel20DetonateLiving1","[12,17,19,0,25]","","","","","","","","","","",5,1,100,5229,1,"","","","",1,4829,"",20,"",2,"[81,124,141,158,159]",""
196,"5SlotLevel20EternalMarch1","[12,16,11,15,25]","","","","","","","","","","",5,1,100,5232,1,"","","","",1,4829,"",20,"",2,"[81,124,158,159]",""
197,"5SlotLevel20FragmentsofthePast1","[12,3,2,9,25]","","","","","","","","","","",5,1,100,5238,1,"","","","",1,4829,"",20,"",2,"[81,124,158,159]",""
198,"5SlotLevel20FrostFlameNova1","[12,2,0,4,25]","","","","","","","","","","",5,1,100,5216,1,"","","","",1,4829,"",20,"",2,"[81,124,126,158,159]",""
199,"5SlotLevel20Repulsion1","[12,24,11,2,25]","","","","","","","","","","",5,1,100,5224,1,"","","","",1,4829,"",20,"",2,"[81,124,158,159]",""
200,"5SlotLevel20RuneHazard1","[12,2,13,13,25]","","","","","","","","","","",5,1,100,5239,1,"","","","",1,4829,"",20,"",2,"[81,124,126,158,159]",""
201,"5SlotLevel20BitterDead1","[15,16,27,9,28]","","","","","","","","","","",5,1,100,5231,1,"","","","",1,4829,"",20,"",2,[80],""
202,"5SlotLevel20GrimPillars1","[17,24,27,4,28]","","","","","","","","","","",5,1,100,5233,1,"","","","",1,4829,"",20,"",2,[80],""
203,"5SlotLevel20RemnantsofKalguur1","[23,3,27,2,28]","","","","","","","","","","",5,1,100,5235,1,"","","","",1,4829,"",20,"",2,[80],""
204,"5SlotLevel20VerisiumInfusion1","[8,24,27,13,28]","","","","","","","","","","",5,1,100,5222,1,"","","","",1,4829,"",20,"",2,[80],""
205,"5SlotLevel20VerisiumManifestation1","[15,2,27,1,28]","","","","","","","","","","",5,1,100,5234,1,"","","","",1,4829,"",20,"",2,"[80,126]",""
206,"5SlotOrbofChance1","[19,31,21,5,15]","","","","","","","","","","",5,1,100,10,1,"","","","",1,4829,"",0,"",0,"[77,113,154,162]",""
207,"5SlotRareUnique1","[19,22,11,21,26]","Rare [Rarity|Unique] Item","Objet [Rarity|Unique] rare","Seltener [Rarity|einzigartiger] Gegenstand","貴重な[Rarity|ユニーク]アイテム","희귀한 [Rarity|고유] 아이템","Item [Rarity|Único] Raro","Редкий [Rarity|уникальный] предмет","Objeto [Rarity|único] raro","ไอเทม[Rarity|ยูนิค]ที่พบได้ยาก","稀有[Rarity|傳奇]物品",5,1,100,"",1,"","","","",1,4829,"",0,"",4,"[77,78,113,154]",""
208,"5SlotPerfectJewellersOrb1","[16,7,29,25,17]","","","","","","","","","","",5,1,100,34,1,"","","","",1,4829,"",0,"",0,"[89,95]",""
209,"5SlotPrismaticAlloy1","[16,15,7,20,26]","","","","","","","","","","",5,1,100,5049,1,"","","","",1,4424,"",0,"",3,"[78,89,99,120,133,137]",9554
210,"5SlotMasterworkRune1","[16,22,23,8,15]","","","","","","","","","","",5,1,100,701,1,"","","","",1,4829,"",0,"",1,"[82,89,97,116]",""
211,"5SlotMysticAlloy1","[7,15,31,8,10]","","","","","","","","","","",5,1,100,5050,1,"","","","",1,4424,"",0,"",3,"[82,86,99,101,120,133,137,139,153]",9554
212,"5SlotChaosOrb3","[7,30,29,15,3]","","","","","","","","","","",5,1,100,3,3,"","","","",1,4829,"",0,"",0,"[86,95,101,139,153]",""
213,"5SlotCraiceannsRuneofWarding1","[25,14,1,31,27]","","","","","","","","","","",5,1,100,685,1,"","","","",1,4829,"",0,"",1,[87],""
214,"5SlotSaqawalsRuneofErosion1","[15,23,13,31,9]","","","","","","","","","","",5,1,100,687,1,"","","","",1,4829,"",0,"",1,"[90,108]",""
215,"5SlotFarrulsRuneoftheHunt1","[13,5,26,31,21]","","","","","","","","","","",5,1,100,688,1,"","","","",1,4829,"",0,"",1,"[88,104]",""
216,"5SlotCraiceannsRuneofRecovery1","[29,14,28,31,21]","","","","","","","","","","",5,1,100,689,1,"","","","",1,4829,"",0,"",1,[87],""
217,"5SlotFenumusRuneofSpinning1","[4,9,3,31,11]","","","","","","","","","","",5,1,100,692,1,"","","","",1,4829,"",0,"",1,"[94,107,128]",""
218,"5SlotFenumusRuneofDraining1","[29,9,1,31,8]","","","","","","","","","","",5,1,100,695,1,"","","","",1,4829,"",0,"",1,"[94,128]",""
219,"5SlotThaneMyrksRuneofSummer1","[0,26,21,31,29]","","","","","","","","","","",5,1,100,696,1,"","","","",1,4829,"",0,"",1,"[85,110,138]",""
220,"5SlotLadyHestrasRuneofWinter1","[14,1,12,31,3]","","","","","","","","","","",5,1,100,697,1,"","","","",1,4829,"",0,"",1,"[92,117,125]",""
221,"5SlotThaneLeldsRuneofSpring1","[2,26,17,31,10]","","","","","","","","","","",5,1,100,698,1,"","","","",1,4829,"",0,"",1,"[85,112,138]",""
222,"5SlotTheGreatwolfsRuneofClaws1","[5,21,4,31,9]","","","","","","","","","","",5,1,100,699,1,"","","","",1,4829,"",0,"",1,"[91,123]",""
223,"5SlotTheGreatwolfsRuneofWillpower1","[14,21,9,31,4]","","","","","","","","","","",5,1,100,700,1,"","","","",1,4829,"",0,"",1,[91],""
224,"5SlotSaqawalsRuneoftheSky1","[15,23,5,31,17]","","","","","","","","","","",5,1,100,681,1,"","","","",1,4829,"",0,"",1,"[90,108]",""
225,"5SlotFenumusRuneofAgony1","[17,9,7,31,13]","","","","","","","","","","",5,1,100,682,1,"","","","",1,4829,"",0,"",1,"[94,128]",""
226,"5SlotFarrulsRuneofGrace1","[4,5,7,31,25]","","","","","","","","","","",5,1,100,683,1,"","","","",1,4829,"",0,"",1,"[88,107]",""
227,"5SlotPerfectOrbofAugmentation1","[7,31,23,14,15]","","","","","","","","","","",5,1,100,26,1,"","","","",1,4829,"",0,"",1,"[86,97,101,116,139,153]",""
228,"5SlotPerfectOrbofTransmutation1","[7,29,23,30,19]","","","","","","","","","","",5,1,100,15,1,"","","","",1,4829,"",0,"",1,"[86,97,101,116,139,153]",""
229,"5SlotThaneGrannellsRuneofMastery1","[10,26,14,31,16]","","","","","","","","","","",5,1,100,691,1,"","","","",1,4829,"",0,"",1,"[85,138]",""
230,"5SlotSaqawalsRuneofMemory1","[8,23,28,31,18]","","","","","","","","","","",5,1,100,686,1,"","","","",1,4829,"",0,"",1,"[90,108]",""
231,"5SlotCourtesanMannansRuneofCruelty1","[5,1,9,31,17]","","","","","","","","","","",5,1,100,690,1,"","","","",1,4829,"",0,"",1,"[92,125]",""
232,"5SlotThaneGirtsRuneofWildness1","[21,26,21,31,17]","","","","","","","","","","",5,1,100,694,1,"","","","",1,4829,"",0,"",1,"[85,138]",""
233,"5SlotDivineOrb2","[29,28,32,25,13]","","","","","","","","","","",5,1,100,36,2,"","","","","",4829,"",0,"",0,"[98,121,152,157]",""
234,"6SlotLevel20AnimusExchange1","[8,16,10,27,22,30]","","","","","","","","","","",6,1,100,5230,1,"","","","",1,4829,"",20,"",2,[160],""
235,"6SlotLevel20Leylines1","[8,19,15,27,22,25]","","","","","","","","","","",6,1,100,5215,1,"","","","",1,4829,"",20,"",2,"[144,160]",""
236,"6SlotLevel20RuneWard1","[5,16,15,27,22,28]","","","","","","","","","","",6,1,100,5458,1,"","","","",1,4829,"",20,"",2,"[132,160]",""
237,"6SlotLevel20RunicFortress1","[21,16,6,27,22,29]","","","","","","","","","","",6,1,100,5223,1,"","","","",1,4829,"",20,"",2,[160],""
238,"6SlotLevel20TriskelionCascade1","[8,19,6,27,22,26]","","","","","","","","","","",6,1,100,5225,1,"","","","",1,4829,"",20,"",2,[160],""
239,"6SlotLevel20VerisiumComet1","[3,19,11,27,22,30]","","","","","","","","","","",6,1,100,5228,1,"","","","",1,4829,"",20,"",2,[160],""
240,"6SlotGreaterExaltedOrb3","[30,8,26,10,20,16]","","","","","","","","","","",6,1,100,19,3,"","","","",1,4829,"",20,"",0,"[100,104]",""
241,"6SlotGreaterChaosOrb3","[30,27,21,17,20,31]","","","","","","","","","","",6,1,100,4,3,"","","","",1,4829,"",0,"",0,"[100,105]",""
242,"6SlotGreaterRegalOrb3","[30,12,4,18,20,5]","","","","","","","","","","",6,1,100,22,3,"","","","",1,4829,"",0,"",0,"[100,103,123,146]",""
243,"6SlotMedvedsLogbook1","[21,13,5,18,31,22]","","","","","","","","","","",6,1,100,1440,1,"","","","","",4829,"",0,"",0,"[102,103,130,146]",""
244,"6SlotUhtredsLogbook1","[27,13,6,8,22,31]","","","","","","","","","","",6,1,100,1442,1,"","","","","",4829,"",0,"",0,"[102,105,130]",""
245,"6SlotVoranasLogbook1","[18,13,26,31,22,9]","","","","","","","","","","",6,1,100,1441,1,"","","","","",4829,"",0,"",0,"[102,104,130]",""
246,"6SlotOlrothsLogbook1","[3,13,31,19,22,32]","","","","","","","","","","",6,1,100,1443,1,"","","","","",4829,"",0,"",0,"[102,106,130,149]",""
247,"6SlotLevel20AnimusSplinters1","[5,23,7,21,28,27]","","","","","","","","","","",6,1,100,5241,1,"","","","",1,4829,"",20,"",2,[108],""
248,"6SlotLevel20ExplosiveTransmutation1","[17,23,0,17,26,27]","","","","","","","","","","",6,1,100,5463,1,"","","","",1,4829,"",20,"",2,[108],""
249,"6SlotLevel20HollowShell1","[8,23,5,16,25,27]","","","","","","","","","","",6,1,100,5217,1,"","","","",1,4829,"",20,"",2,[108],""
250,"6SlotLevel20VoltaicBarrier1","[11,23,24,6,29,27]","","","","","","","","","","",6,1,100,5460,1,"","","","",1,4829,"",20,"",2,[108],""
251,"6SlotLevel20WardboundMinions1","[15,23,9,11,30,27]","","","","","","","","","","",6,1,100,5237,1,"","","","",1,4829,"",20,"",2,[108],""
252,"6SlotLevel20RainOfBlades","[3,23,27,8,6,21]","","","","","","","","","","",6,1,100,5464,1,"","","","",1,4829,"",20,"",2,[108],""
253,"6SlotChillingFlux1","[1,12,16,29,14,18]","","","","","","","","","","",6,1,100,5062,1,"","","","",1,4829,"",0,"",0,"[109,111]",""
254,"6SlotBlazingFlux1","[0,24,16,28,21,15]","","","","","","","","","","",6,1,100,5061,1,"","","","",1,4829,"",0,"",0,"[109,110]",""
255,"6SlotCracklingFlux1","[2,19,16,10,30,3]","","","","","","","","","","",6,1,100,5063,1,"","","","",1,4829,"",0,"",0,"[109,112]",""
256,"6SlotCountessSeskesRuneofArchery1","[31,3,23,22,27,30]","","","","","","","","","","",6,1,100,693,1,"","","","",1,4829,"",0,"",1,"[115,116]",""
257,"6SlotHedgewitchAssandrasRuneofWisdom1","[31,27,8,22,23,30]","","","","","","","","","","",6,1,100,680,1,"","","","",1,4829,"",0,"",1,"[115,118]",""
258,"6SlotFarrulsRuneoftheChase1","[31,5,12,22,29,30]","","","","","","","","","","",6,1,100,684,1,"","","","",1,4829,"",0,"",1,"[115,117]",""
259,"6SlotPerfectExaltedOrb1","[7,25,24,32,20,30]","","","","","","","","","","",6,1,100,20,1,"","","","",1,4829,"",0,"",0,"[101,122,139,148,153]",""
260,"6SlotVoidFlux1","[9,31,7,28,32,29]","","","","","","","","","","",6,1,100,5064,1,"","","","",1,4829,"",0,"",0,"[114,119]",""
261,"6SlotUncutSpiritGemLevel201","[4,8,28,22,16,30]","","","","","","","","","","",6,1,100,4917,1,"","","","",1,4829,"",0,"",2,[107],""
262,"6SlotUncutSkillGemLevel201","[4,0,29,22,11,28]","","","","","","","","","","",6,1,100,4895,1,"","","","",1,4829,"",0,"",2,"[107,127,132]",""
263,"6SlotDivineOrb3","[29,28,32,25,13,19]","","","","","","","","","","",6,1,100,36,3,"","","","","",4829,"",0,"",0,"[121,152,157]",""
264,"6SlotPerfectChaosOrb1","[7,19,30,32,20,19]","","","","","","","","","","",6,1,100,5,1,"","","","",1,4829,"",0,"",0,"[101,122,139,148,153]",""
265,"6SlotSovereignAlloy1","[7,15,18,9,32,30]","","","","","","","","","","",6,1,100,5051,1,"","","","",1,4424,"",0,"",3,"[101,119,120,133,137,139,153]",9554
266,"6SlotOrbofChance2","[19,28,5,21,23,3]","","","","","","","","","","",6,1,100,10,2,"","","","",1,4829,"",0,"",0,"[113,154]",""
267,"6SlotOrbofAnnulment1","[12,4,15,31,18,13]","","","","","","","","","","",6,1,100,196,1,"","","","",1,4829,"",0,"",0,"[124,142,158,159]",""
268,"7SlotAldursLogbook1","[22,13,25,27,32,8,31]","","","","","","","","","","",7,1,100,1439,1,"","","","","",4829,"",0,"",0,"[130,131]",""
269,"7SlotOrbofAnnulment2","[12,8,13,15,12,2,32]","","","","","","","","","","",7,1,100,196,2,"","","","","",4829,"",0,"",0,"[124,150,159]",""
270,"7SlotCelestialAlloy1","[24,15,19,7,32,28,12]","","","","","","","","","","",7,1,100,5052,1,"","","","","",4424,"",0,"",3,"[132,133,134,137]",9554
271,"7SlotKalguuranAlloy1","[23,15,4,21,32,10,29]","","","","","","","","","","",7,1,100,5053,1,"","","","","",4424,"",0,"",3,"[123,133,137]",9554
272,"7SlotBreathofAldur1","[28,1,12,14,32,22,26]","","","","","","","","","","",7,1,100,5091,1,"","","","","",4829,"",0,"",1,"[125,129]",""
273,"7SlotPassionofAldur1","[28,0,21,25,32,22,24]","","","","","","","","","","",7,1,100,5090,1,"","","","","",4829,"",0,"",1,"[127,129]",""
274,"7SlotIreofAldur1","[28,2,10,23,32,22,19]","","","","","","","","","","",7,1,100,5092,1,"","","","","",4829,"",0,"",1,"[126,129]",""
275,"7SlotAstridsCreativity1","[22,8,31,7,32,17,29]","","","","","","","","","","",7,1,100,5131,1,"","","","","",4829,"",0,"",1,"[131,134]",""
276,"7SlotBetrayalofAldur1","[28,9,26,29,32,22,17]","","","","","","","","","","",7,1,100,5093,1,"","","","","",4829,"",0,"",1,"[128,129]",""
277,"7SlotCadigansEpiphany1","[22,23,30,11,32,28,5]","","","","","","","","","","",7,1,100,5130,1,"","","","","",4829,"",0,"",1,"[131,132,135]",""
278,"8SlotAldurAlloy1","[27,15,28,12,32,2,5]","","","","","","","","","","",7,1,100,5054,1,"","","","","",4424,"",0,"",3,"[133,135,137]",""
279,"8SlotAncientAlloy1","[27,15,31,1,32,16,18]","","","","","","","","","","",7,1,100,5055,1,"","","","","",4424,"",0,"",3,"[133,136,137]",""
280,"8SlotVoranasCarnage1","[21,26,1,0,32,5,20,6]","","","","","","","","","","",8,1,100,5134,1,"","","","","",4829,"",0,"",1,"[138,141]",""
281,"8SlotKatlasGloom1","[9,26,29,15,32,13,20,19]","","","","","","","","","","",8,1,100,5137,1,"","","","","",4829,"",0,"",1,"[138,142]",""
282,"8SlotThrudsMight1","[3,26,24,29,32,27,20,15]","","","","","","","","","","",8,1,100,5135,1,"","","","","",4829,"",0,"",1,"[138,140]",""
283,"8SlotKolrsHunt1","[4,26,23,3,32,21,20,18]","","","","","","","","","","",8,1,100,5133,1,"","","","","",4829,"",0,"",1,"[138,143]",""
284,"8SlotMedvedsTending1","[24,26,11,16,32,25,20,7]","","","","","","","","","","",8,1,100,5136,1,"","","","","",4829,"",0,"",1,"[138,144]",""
285,"8SlotUhtredsSidereus1","[31,26,18,12,32,17,20,1]","","","","","","","","","","",8,1,100,5132,1,"","","","","",4829,"",0,"",1,"[138,145]",""
286,"8SlotSerlesTriumph1","[22,4,11,18,32,30,23,14]","","","","","","","","","","",8,1,100,5129,1,"","","","","",4829,"",0,"",1,[146],""
287,"8SlotPerfectOrbofAugmentation3","[7,31,20,0,31,13,5,15]","","","","","","","","","","",8,1,100,26,3,"","","","","",4829,"",0,"",0,"[135,139,140,141,142,153]",""
288,"8SlotPerfectOrbofTransmutation3","[7,29,20,3,31,25,18,1]","","","","","","","","","","",8,1,100,15,3,"","","","","",4829,"",0,"",0,"[136,139,143,144,145,153]",""
289,"8SlotPerfectRegalOrb3","[3,9,28,18,7,15,20,32]","","","","","","","","","","",8,1,100,23,3,"","","","","",4829,"",0,"",0,"[146,147]",""
290,"9SlotExtremelyRareUnique1","[19,22,18,32,24,11,16,15,0]","Very Rare [Rarity|Unique] item","Objet [Rarity|Unique] très rare","Sehr seltener [Rarity|einzigartiger] Gegenstand","とても貴重な[Rarity|ユニーク]アイテム","아주 희귀한 [Rarity|고유] 아이템","Item [Rarity|Único] Muito Raro","Очень редкий [Rarity|уникальный] предмет","Objeto [Rarity|único] muy raro","ไอเทม[Rarity|ยูนิค]ที่พบได้ยากยิ่ง","極稀有[Rarity|傳奇]物品",9,1,100,"",1,"","","","","",4829,"",0,"",4,"[148,154]",""
