"rownum","Id","u16_8","bool_10","bool_11","bool_12","bool_13"
619,"EnforcedWalking",46490,1,1,1,""
620,"Twister",15495,1,"","",""
621,"KnockbackWave",41372,1,"",1,1
622,"MinionInteraction",56061,1,1,"",""
623,"SpearWindVortex",45721,1,"","",""
624,"InfusingStrike",16054,1,"","",""
625,"StormSurge",44447,1,"","",""
626,"WindDancer",55886,1,"","",""
627,"TriggeredWindDancer",33531,1,"","",""
628,"TriggeredManaFlare",24649,1,"","",""
629,"RitualOfPower",22246,1,"","",""
630,"GenericDeployTotem",48349,1,"","",""
631,"DarkEffigyProjectile",21157,1,"","",""
632,"MoveToFormation",53971,1,1,1,1
633,"InstantSpell",331,1,"","",""
634,"IceBomb",44668,1,"","",""
635,"GrimFeast",53561,1,"",1,""
636,"Blasphemy",8438,1,"",1,""
637,"CastOnMinionDeath",40896,1,"","",""
638,"ScavengedPlating",39670,1,"",1,""
639,"DashAttackToTarget",24083,1,"","",""
640,"ManaDrain",49532,1,"","",""
641,"BoneBlast",43785,1,"","",""
642,"BlinkReservation",50633,1,"",1,""
643,"Blink",22231,1,"","",""
644,"BlackPowderBlitzReservation",22974,1,"",1,""
645,"BlackPowderBlitz",40363,1,"","",""
646,"Incinerate",29186,1,"","",""
647,"MoltenBlast",38466,1,"","",""
648,"CastAuraCritAgainstEnemy",8444,1,"",1,""
649,"EyeOfWinter",35860,1,"","",""
650,"Hydra",10201,1,"","",""
651,"HammerOfTheGods",37514,1,"","",""
652,"LivingBombPlayer",53354,1,"","",""
653,"Stampede",4925,1,"","",""
654,"ShieldBarricade",3489,1,"","",""
655,"ShieldingCry",34695,1,"","",""
656,"ShieldingCryShockwave",6100,1,"","",""
657,"BlazingCluster",56005,1,"","",""
658,"ArmourBreaker",30744,1,"","",""
659,"AncestralCryProjectile",1032,1,"","",""
660,"ArmourExplosion",63667,1,"","",""
661,"StompingGroundShockwave",22588,1,"","",""
662,"LifeRemnants",47767,1,"",1,""
663,"ShockchainArrow",10121,1,"","",""
664,"TriggeredSoulbreaker",29679,1,"","",""
665,"VaultingImpact",60378,1,"","",""
666,"StormWave",3529,1,"","",""
667,"ViperNapuatziLightningSpear",62083,1,"",1,""
668,"MantraOfDestruction",15268,1,"","",""
669,"FreezingMark",41508,1,"","",""
670,"ThaumaturgistMark",48801,1,"","",""
671,"AilmentBearer",45805,1,"",1,""
672,"HandOfChayula",53369,1,"","",""
673,"PlaceBanner",62568,1,"","",""
674,"FreezingWord",29585,1,"","",""
675,"FreezingWordExplosion",61407,1,"","",""
676,"ResetCooldowns",55087,1,"",1,1
677,"TimeStop",46157,1,"","",""
678,"DemonTransformation",39051,1,"",1,""
679,"BannerReservation",43022,1,"","",""
680,"TimeOfNeed",65240,1,"","",""
681,"EncaseInJade",3958,1,"",1,""
682,"CrossbowGlacialBolt",8682,1,"","",""
683,"SummonTotemDefender",40856,1,"","",""
684,"ElementalInvocation",21502,1,"","",""
685,"CrossbowStormCascade",9438,1,"","",""
686,"BreachWalk",12671,1,"",1,""
687,"AncientGifts",62212,1,"",1,""
688,"CrossbowStormBurst",38761,1,"","",""
689,"CrossbowGalvanicShards",31522,1,"","",""
690,"Attrition",33158,1,"","",""
691,"ElementalConflux",6913,1,"","",""
692,"EmergencyReload",10651,1,"","",""
693,"CrossbowIceStorm",46191,1,"","",""
694,"LightningCloneRetaliation",12531,1,"","",""
695,"PilotRowBoat",62741,1,"",1,""
696,"ChargeMastery",62889,1,"","",""
697,"ShardDespoiler",62597,1,"","",""
698,"AfflictionSplit",46185,1,"",1,""
699,"TriggerOilGround",1325,1,"",1,""
700,"MtxSitOnTheThrone",19185,1,"","",""
701,"OverwhelmingPressure",65454,1,"",1,""
702,"AlchemistBoon",16770,1,"","",""
703,"MeleeKillInvocation",4520,1,"","",""
704,"Harvester",5249,1,"","",""
705,"Archmage",62584,1,"","",""
706,"TriggeredBurningRunes",64740,1,"",1,""
707,"MagneticSalvo",14363,1,"","",""
708,"FreezingSalvo",14756,1,"","",""
709,"TriggeredGasCloud",14715,1,"","",""
710,"TriggeredDetonation",24725,1,"","",""
711,"Berserk",31012,1,"","",""
712,"HeraldOfAgony",51542,1,"","",""
713,"HeraldOfBlood",54092,1,"","",""
714,"HeraldOfAtziri",21813,1,"","",""
715,"WitheringPresence",57811,1,"","",""
716,"CombatFrenzy",33332,1,"","",""
717,"CastOnBlock",53127,1,"","",""
718,"GatheringStorm",29273,1,"","",""
719,"WindBlast",18671,1,"","",""
720,"Ascend",12058,1,1,"",""
721,"FakeDeath",38085,1,1,"",""
722,"WyvernSwipe",62637,1,"","",""
723,"HeadHunt",53999,1,"","",""
724,"BloodBoil",34990,1,"","",""
725,"ShieldDrum",55473,1,"","",""
726,"TriggeredBoneShrapnel",6619,1,"","",""
727,"ExplosiveSpear",22285,1,"","",""
728,"OverchargedSpear",12358,1,"","",""
729,"WindstormLance",30390,1,"","",""
730,"SerpentSpear",26267,1,"","",""
731,"HaemocrystalExplosion",44836,1,"","",""
732,"Parry",57840,1,"","",""
733,"TriggeredCaltrops",48840,1,"","",""
734,"TriggeredBattershoutExplosion",60775,1,"","",""
735,"TriggeredSpikedGauntlets",46773,1,"","",""
736,"Rake",56874,1,"","",""
737,"ExtractElements",46324,1,"","",""
738,"SummonBeast",31049,1,"","",""
739,"TameBeast",56530,1,"","",""
740,"CastOnUsingCharm",4310,1,"","",""
741,"Trinity",33608,1,"",1,""
742,"SolarisSpear",29825,1,"","",""
743,"GlacialLance",58366,1,"","",""
744,"PrimalStrikes",35551,1,"","",""
745,"TriggeredVolcanicEruption",47644,1,"","",""
746,"HuntersMark",42539,1,"","",""
747,"HuntersMarkExplosion",59872,1,"","",""
748,"Infusion",2279,1,"","",""
749,"Haunt",31336,1,"","",""
750,"PermaFrostRapidShot",18529,1,"","",""
751,"CastLightningSpellOnHit",55192,1,"","",""
752,"CaltropsOnDodge",51612,1,"","",""
753,"CastFireSpellOnHit",6181,1,"","",""
754,"TriggeredHoarfrost",28475,1,"","",""
755,"AnimateWeapon",20799,1,"",1,""
756,"TormentBurst",32774,1,"","",""
757,"SummonDaemonMinion",60386,1,"",1,""
758,"DeathFromAbove",3695,1,"","",""
759,"ImbueWeapon",42648,1,"","",""
760,"ImbueWeaponCombustion",11076,1,"","",""
761,"Convalescence",44376,1,"","",""
762,"ConvalescenceActive",32810,1,"","",""
763,"GenericModifyNextSkill",20698,1,"","",""
764,"MtxCommandLandShark",42484,1,"",1,""
765,"FangsOfFrost",64005,1,"","",""
766,"MtxLandSharkConsume",48902,1,"","",""
767,"FrenziedLunge",12780,1,"","",""
768,"WingBlast",34778,1,"","",""
769,"ExplodingPoisonToad",40675,1,"","",""
770,"RavenousSwarm",43869,1,"","",""
771,"ElectricSpit",32586,1,"","",""
772,"TriggeredBriarpatch",42998,1,"","",""
773,"SummonDjinn",22938,1,"","",""
774,"SpellFlux",28455,1,"","",""
775,"RipFromTime",12174,1,"","",""
776,"WardingSteel",36024,1,"",1,""
777,"WardingSteelNova",40386,1,"","",""
778,"WyvernFlameBreath",14716,1,"","",""
779,"DetachDashToTarget3d",19454,1,"","",""
780,"Entangle",31370,1,"","",""
781,"BallisticIceChunk",8142,1,"","",""
782,"WolfFrozenClaws",7261,1,"","",""
783,"BearFuryOfTheMountain",62371,1,"","",""
784,"WolfCrossSlashMark",24171,1,"","",""
785,"WolfCrossSlash",48516,1,"","",""
786,"ElementalPower",51304,1,"","",""
787,"CrossbowRequiem",32922,1,"","",""
788,"LunarAssault",3498,1,"","",""
789,"ChillingAura",31405,1,"",1,""
790,"PrimalAvatar",61365,1,"","",""
791,"WyvernDevour",22463,1,"","",""
792,"AwakenedForest",56765,1,"","",""
793,"TriggeredCausticCloud",8442,1,"","",""
794,"WolfLunarBlessing",31419,1,"","",""
795,"WolfWarcry",24527,1,"","",""
796,"CastCurseOnBlock",50475,1,"","",""
797,"TriggeredLivingLightning",28275,1,"",1,""
798,"LivingLightningZap",56634,1,"","",""
799,"TriggeredShockingRift",54467,1,"","",""
800,"ForgeHammer",59864,1,"","",""
801,"ToggleMountMinion",36438,1,1,"",""
802,"DjinnKnifeThrow",59265,1,"","",""
803,"CorpseBeetles",59185,1,"",1,""
804,"ExplosiveTeleport",56411,1,"","",""
805,"WrathAura",7247,1,"",1,""
806,"GrimRemnantResummon",60330,1,"","",""
807,"VividStagsCascade",4032,1,"","",""
808,"SummonBearCompanion",576,1,"",1,""
809,"BearCompanionSlam",55671,1,"",1,""
810,"BearCompanionCry",11855,1,"","",""
811,"GroundingShocks",54097,1,"","",""
812,"EmpowerMultishot",22030,1,"","",""
813,"DjinnHandSlam",50133,1,"","",""
814,"LightlessStalkerGaze",65251,1,"","",""
815,"LightlessStalker",21223,1,"","",""
816,"WaterDjinnRecharge",54256,1,"",1,""
817,"SitOnDoodad",32999,1,1,"",""
818,"WaterDjinnChilledGroundBurst",45748,1,"","",""
819,"WaterDjinnOasis",24874,1,"",1,""
820,"SpellslingerInvocation",46451,1,"","",""
821,"ToxicDomain",19496,1,"","",""
822,"ShearingBolts",63719,1,"","",""
823,"ValakosLuck",17149,1,"","",""
824,"DjinnFireRune",52117,1,"","",""
825,"DjinnMassFusillade",49081,1,"","",""
826,"Thunderfist",59057,1,"","",""
827,"DjinnFireDive",48467,1,"","",""
828,"MtxCommandCrueltyKillerBird",33030,1,"","",""
829,"Foresight",60240,1,"","",""
830,"MtxCrueltyKillerBirdConsume",47977,1,"","",""
831,"AncestralCryShockwave",12858,1,"","",""
832,"PillarOfFlame",41343,1,"","",""
833,"DjinnBubbleShield",23631,1,"",1,""
834,"DjinnFireSlice",19795,1,"","",""
835,"RunicTempering",24161,1,"","",""
836,"DjinnManaWave",1001,1,"","",""
837,"TriggeredFissure",35509,1,"","",""
838,"TriggeredCurseZoneHazardExplosion",8248,1,"","",""
839,"WitchHunterMark",62297,1,"","",""
840,"TheFlawedEdict",19937,1,"","",""
841,"ApplyRimeshield",42281,1,"","",""
842,"InfusionRemnants",20214,1,"",1,""
843,"BruteWarcry",40357,1,"",1,""
844,"FrostDarts",56890,1,"","",""
845,"RavenousSwarmAttack",21935,1,"","",""
846,"ProjectileArc",44154,1,"","",""
847,"SplinterExplosion",20617,1,"","",""
848,"VoidIllusion",38214,1,"",1,""
849,"CreateVoidIllusion",5603,1,"","",""
850,"AbyssThrowItems",30484,1,1,1,1
851,"TriggeredHatchingElementals",38714,1,"",1,""
852,"GraveCommand",22252,1,"","",""
853,"SummonUndeadCompanion",52946,1,"","",""
854,"PainSynchronisation",24272,1,"","",""
855,"ShatteringConcoction",36733,1,"","",""
856,"ExplosiveConcoction",4369,1,"","",""
857,"FulminatingConcoction",34790,1,"","",""
858,"PoisonousConcoction",30698,1,"","",""
859,"BleedingConcoction",15448,1,"","",""
860,"AscendancyDeadeyeMarks",49073,1,"","",""
861,"TriggeredLichApparition",39205,1,"",1,""
862,"TriggeredDetonateDeadOnLanding",8405,1,"","",""
863,"PrimalAvatarQuadrillaSlam",16219,1,"","",""
864,"TriggeredCreepingChill",57383,1,"","",""
865,"MtxSeveredArmSlap",56660,1,"",1,1
866,"Briarpatch",33837,1,"",1,""
867,"CeaselessRage",29104,1,"",1,""
868,"WildBeastActive",11623,1,"","",""
869,"WildBeast",52233,1,"","",""
870,"Witchbolt",43590,1,"","",""
871,"WolfWarcryWolfMinion",27615,1,"",1,""
872,"FungalTerrain",2961,1,"","",""
873,"MetaSpellTotem",52139,1,"","",""
874,"CrushingEarth",58423,1,"","",""
875,"WalkingCalamity",8462,1,"","",""
876,"WalkingCalamityMeteor",50391,1,"","",""
877,"AnimatedGoTo",2448,1,"",1,1
878,"TriggeredExplosiveGrowth",10952,1,"","",""
879,"TriggeredFanTheFlames",25649,1,"","",""
880,"TriggeredDeadlyCurrent",11680,1,"","",""
881,"Emote",26314,1,1,"",""
882,"MirrorOfRefraction",2148,1,"","",""
883,"Barkskin",46368,1,"","",""
884,"FeralInvocation",63780,1,"","",""
885,"UnleashTheElements",62069,1,"","",""
886,"UnleashMeteor",28672,1,"","",""
887,"UnleashBlizzard",55833,1,"","",""
888,"UnleashStaticField",5237,1,"","",""
889,"MtxAfkPodium",64149,1,"","",1
890,"MtxEncaseInCrystal",539,1,"","",1
891,"MoltenCrash",19224,1,"","",""
892,"Annihilation",28443,1,"","",""
893,"TriggeredDangerousResolve",24999,1,"","",""
894,"TriggeredSparkEmpower",10191,1,"","",""
895,"ShatteringSpite",22173,1,"","",""
896,"WolfLunarBlessingBeamAttack",25642,1,"","",""
897,"LingeringMirageDeadeye",55944,1,"",1,""
898,"CreateMirageDeadeye",39719,1,"","",""
899,"ArchonOfChayula",20614,1,"","",""
900,"SummonTangmazuDaemon",29117,1,"","",""
901,"TangmazuMadFlight",54762,1,"","",""
902,"SpectralBells",44240,1,"","",""
903,"TriggeredLightningDetonateDead",19595,1,"","",""
904,"ChallengersAscent",8014,1,"","",""
905,"MistRavenCompanionSwoop",58220,1,"","",""
906,"ApplyTangmazuSwarmAura",11853,1,"",1,""
907,"NightfallShieldThrow",57673,1,"","",""
908,"NightfallShieldTeleport",53262,1,"","",""
909,"SummonPackleaderCompanion",58731,1,"","",""
910,"ArchonOfChayulaTornado",17217,1,"","",""
911,"BrequelPath",12860,"",1,"",""
912,"SpiritVessel",13516,1,"","",""
913,"PackleaderGreatHunt",9590,1,"",1,1
914,"MtxCommandPiedPiperPet",50790,1,"",1,""
915,"MtxPiedPiperPetHypnotize",28425,1,"","",""
916,"TriggeredRedQueensVisage",32557,1,"","",""
917,"TriggeredCarriedSpectralBellShockwave",32261,1,"","",""
918,"AzmerianSwarm",39208,1,"","",""
919,"MantraOfIllusions",29240,1,"","",""
920,"MidnightStar",58533,1,"","",""
921,"SummonMistRaven",30201,1,"","",""
922,"EmpyreanDescent",33098,1,"","",""
923,"HazardousHoldoutCrossbow",30892,1,"","",""
924,"HarbingerOfMadness",49450,1,"","",""
925,"PlayExpeditionCarveRemnant",35638,1,1,1,1
926,"TriggeredChaosFrogExplosion",46898,1,"","",""
927,"Pummel",62678,1,"","",""
928,"Leylines",40519,1,"","",""
929,"FrostfireNova",42971,1,"","",""
930,"HollowShell",48685,1,"","",""
931,"TriggeredMoltenShower",26736,1,"","",""
932,"TriggeredRuneforgedBlades",11086,1,"","",""
933,"TriggeredFistOfKalguur",55517,1,"","",""
934,"VerisiumInfusion",31356,1,"","",""
935,"RunicFortress",18995,1,"","",""
936,"Repulsion",41907,1,"","",""
937,"RepulsionMarkShockwave",43942,1,"","",""
938,"TriskelionCascade",26985,1,"","",""
939,"InternecineDrawReservation",46306,1,"","",""
940,"InternecineDrawCycle",19698,1,"","",""
941,"AnimusExchange",3228,1,"","",""
942,"DetonateLiving",38498,1,"","",""
943,"WardforgedMinions",9624,1,"","",""
944,"RuneHazard",7168,1,"","",""
945,"IceVolcanoFragment",61504,1,"","",""
946,"GemBarrier",3913,1,"","",""
947,"WardRemnants",21871,1,"",1,""
948,"TriggeredMorriganWard",30261,1,"","",""
949,"FalseLife",22943,1,"","",""
950,"VerisiumComet",33646,1,"","",""
951,"RuneWard",45190,1,"","",""
952,"VoltaicBarrier",13722,1,"","",""
953,"GrimPillars",21504,1,"","",""
954,"PlayRuneseekerQuestAnimation",50564,1,1,1,1
955,"TriggeredFracturedSelf",30695,1,"","",""
956,"ManifestRune",54970,1,"","",""
957,"ManifestRuneMinion",51353,1,"",1,""
958,"TransmutationReservation",48763,1,"",1,""
959,"ExplosiveTransmutation",62937,1,"","",""
960,"WardboundMinions",50470,1,"","",""
961,"VoltaicBarrierTriggeredChainLightning",44079,1,"","",""
962,"KalguuranBladeRain",33536,1,"","",""
963,"KalguuranBladeRainTriggered",552,1,"","",""
