"rownum","Id","Event","i32_24","i32_28","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool_64","bool_65","Cooldown","row_82","bool_90","QuestFlag","rid_107","row_123","i32_131","i32_135","i32_139","CharacterAudio"
277,"Skill_SpinningInferno","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
278,"Skill_Stampede","",0,20000,[],[],"","",[0],940,"",[],"","",1,100,0,[]
279,"Skill_Barrage","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
280,"Skill_ElectrocutingArrow","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
281,"Skill_FrostEscape","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
282,"Skill_LightningArrow","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
283,"Skill_PoisonBurstPlant","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
284,"Skill_PoisonVinePlant","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
285,"Skill_RainOfArrows","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
286,"Skill_RipwireArrow","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
287,"Skill_RipwireArrowRemove","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
288,"Skill_SnipeFailure","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
289,"Skill_SnipersMark","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
290,"Skill_SnipeStart","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
291,"Skill_SnipeSuccess","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
292,"Skill_SnipeSuccessHit","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
293,"Skill_DetonatingArrow","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
294,"Skill_ElectrocutingArrowTrigger","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
295,"Skill_FreezingMark","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
296,"Skill_FreezingSalvo","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
297,"Skill_GasArrow","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
298,"Skill_GasArrowExplode","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
299,"Skill_IceShot","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
300,"Skill_LightningRod","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
301,"Skill_MagneticSalvo","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
302,"Skill_PlagueBearer","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
303,"Skill_PlagueBearerActivate","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
304,"Skill_PoisonBurstArrow","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
305,"Skill_RhoaMountCombat","",0,20000,[],[],"",1,[0],306,"",[],"","",1,100,0,[]
306,"Skill_RhoaMountNoCombat","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
307,"Skill_SpinShot","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
308,"Skill_StormcallArrow","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
309,"Skill_TornadoShot","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
310,"Skill_ToxicDomain","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
311,"Skill_ToxicGrowth","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
312,"Skill_TrickShot","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
313,"Skill_VineArrow","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
314,"Skill_WindDancer","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
315,"Skill_IceOrb","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
316,"Skill_IceOrbExplode","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
317,"Skill_TempestBell","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
318,"Skill_TempestBellReturn","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
319,"Skill_WindPalm","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
320,"Skill_WindPalmSuccess","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
321,"Skill_ChargingStrikeSuccess","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
322,"Skill_ExplosiveGrenade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
323,"Skill_FlashGrenade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
324,"Skill_ArmourPiercingShotBurst","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
325,"Skill_ArmourPiercingShotRapid","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
326,"Skill_ArmourPiercingShotPower","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
327,"Skill_FreezeShotBurst","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
328,"Skill_FreezeShotRapid","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
329,"Skill_FreezeShotPower","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
330,"Skill_FireShotBurst","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
331,"Skill_FireShotRapid","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
332,"Skill_FireShotPower","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
333,"Skill_ReloadRapidFire","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
334,"Skill_SummonCompanion","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
335,"Skill_OilDetonate","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
336,"Skill_EmpoweredGrenade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
337,"Skill_PowerShotGeneric","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
338,"Skill_BurstShotGeneric","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
339,"Skill_RapidShotGeneric","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
340,"Skill_ArmourPiercing","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
341,"Skill_ArtilleryBallista","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
342,"Skill_ExplosiveShot","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
343,"Skill_FragmentationRounds","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
344,"Skill_FreezingCascade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
345,"Skill_GasGrenade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
346,"Skill_GlacialBolt","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
347,"Skill_GrenadeLauncher","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
348,"Skill_GrenadeExplode","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
349,"Skill_HighVelocityRounds","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
350,"Skill_IncendiaryCascade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
351,"Skill_OilGrenade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
352,"Skill_OilGrenadeIgnite","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
353,"Skill_Reload","",0,20000,[],[],"",1,[0],354,"",[],"","",1,100,0,[]
354,"Skill_ReloadNoCombat","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
355,"Skill_RipwireBallista","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
356,"Skill_SeigeCascade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
357,"Skill_ShardDespoiler","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
358,"Skill_StormblastBurstShot","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
359,"Skill_StormblastCascade","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
360,"Skill_StormblastPowerShot","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
361,"Skill_StormblastRapidShot","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
362,"Skill_StormchargeShot","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
363,"Skill_SuperheatedWeaponry","",0,20000,[],[],"",1,[0],"","",[],"","",1,100,0,[]
364,"Skill_IceShards","",0,20000,[],[],"",1,[0],940,"",[],"","",1,100,0,[]
365,"WakeUpRiverbank",4669,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
366,"KillZombieRiverbank",2787,12500,0,[],[],"","",[],"","",[],"","",2,100,0,[]
367,"PickUpSkillGem",4383,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
368,"SkillGemFirstUse",4384,1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
369,"MillerSeenComment",2933,2200,0,[],[],"","",[],"","",[],"","",1,100,0,[]
370,"MillerAttackComment","",0,2700000,[],[],"","",[],"","",[],"","",2,100,0,[]
371,"MillerKillComment",2934,3500,0,[],[],"","",[],"","",[],"","",2,100,0,[]
372,"EnterClearfellFirstTime",2890,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
373,"EnterClearfellSeeRenly",4635,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
374,"CarrionCroneSongHeard","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
375,"CarrionCroneKilled","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
376,"MudBurrowComment",2892,2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
377,"DevourerTail","",0,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
378,"DevourerSeenComment",2932,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
379,"DevourerKilledComment",2931,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
380,"OldForestComment","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
381,"SinTreeSeenComment",2942,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
382,"RedValeComment",2894,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
383,"RedValeSeeObeliskFirst",2950,1000,0,[],[],"","",[],"","",[3455],"","",1,100,0,[]
384,"RedValeDefeatObeliskFirst","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
385,"RedValeAfterVoiceSecondObelisk","",4500,0,[],[],"","",[],"","",[],"","",2,100,0,[]
386,"RedValeSeeLastObelisk",2952,1000,0,[],[],"","",[],"","",[3455],"","",1,100,0,[]
387,"RedValeBossSlainComment",2944,4500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
388,"FindRenlysTools","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
389,"ForgeSpikesForTree",2949,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
390,"UseSpikesOnTree","",3000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
391,"MetHoodedOneComment","",200,0,[],[],"","",[],"","",[],"","",2,100,0,[]
392,"GrimTangleComment","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
393,"GoToGraveyardQuestGive",4701,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
394,"GraveyardVisited","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
395,"AfterLachlannIntro",2964,1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
396,"ResponseToDravenOne","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
397,"ResponseToDravenOneAsiniaDead","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
398,"ResponseToDravenTwo","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
399,"ResponseToAsiniaOne","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
400,"ResponseToAsiniaOneDravenDead","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
401,"ResponseToAsiniaTwo","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
402,"HusbandSlainWifeAliveComment","",0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
403,"WifeSlainHusbandAliveComment","",0,0,[],[],"","",[],"","",[],"","",0,100,0,[]
404,"CryptVisited",2897,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
405,"TombVisited",2898,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
406,"CryptBodyFound",2974,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
407,"CryptSecondBodyFound",2969,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
408,"HusbandSlainComment",2977,5000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
409,"WifeSlainComment",2972,5000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
410,"BitterGuyKillComment",2980,5000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
411,"BitterGuyQuestComplete",3129,2000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
412,"HuntingGroundEnter",2900,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
413,"RitualHuntingGroundComment",4630,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
414,"CrowbellSeenComment",4631,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
415,"CrowbellRunningComment","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
416,"CrowbellEnragingComment","",800,0,[],[],"","",[],"","",[],"","",1,100,0,[]
417,"CrowbellSlainComment",2985,2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
418,"CanopyVisitedComment",2901,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
419,"CanopyAfterFirstRitualFight",4632,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
420,"CanopyEnterBossArena",4633,0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
421,"CanopyKillRitualBoss",2991,6500,0,[],[],"","",[],"","",[],"","",2,100,0,[]
422,"CanopyQuestComplete","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
423,"VillageRoadComment",3580,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
424,"EinharMet",4525,200,0,[],[],"","",[],"","",[],"","",1,100,0,[]
425,"BurningVillageSeenComment",2903,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
426,"RenlysForgeSeenComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
427,"ExecutionerSeenComment","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
428,"ExecutionorSummonMenComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
429,"ExecutionerSlainComment",3148,3500,0,[],[],"","",[],"","",[],"","",2,100,0,[]
430,"HangingPlaceSeenComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
431,"CourtyardEnterComment",2904,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
432,"EnterManorComment",2905,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
433,"CandlemassSeenComment","",200,0,[],[],"","",[],"","",[],"","",1,100,0,[]
434,"CandlemassSlainComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
435,"ManorSeenCountBelow",1972,4000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
436,"BeastEatsBodyComment","",0,0,[],[],"","",[],"","",[],"","",2,100,0,[]
437,"IronCountRemoveHeadReply","",5000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
438,"IronCountMoonlightSkill","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
439,"IronCountTransformComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
440,"IronCountKilledComment","",5000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
441,"DenOfEvilComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
442,"DenOfEvilQuestComplete","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
443,"PickUpLuteNoQuest","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
444,"VillageQuestCompleteComment","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
445,"PickUpLute",2939,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
446,"LuteQuestCompleteComment",3123,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
447,"FinnPotionComment",2992,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
448,"MetRenlyComment",3051,200,0,[],[],"","",[],"","",[],"","",2,100,0,[]
449,"MetUnaComment",3052,200,0,[],[],"","",[],"","",[],"","",2,100,0,[]
450,"MetFinnComment",3050,200,0,[],[],"","",[],"","",[],"","",2,100,0,[]
451,"WitchHutFound",4725,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
452,"WitchBossKilled",4726,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
453,"BrambleBossSeen",4723,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
454,"BrambleBossKilled",4724,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
455,"GrimTangleRootsSeen",4719,2000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
456,"GrimTangleAfterUnaSings",4714,14000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
457,"FungusBehemothBossSeen",4722,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
458,"FungusBehemothBossKilled",4663,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
459,"AfterLachlanFamilyFound","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
460,"VastiriOutskirtsVisited",4381,1000,0,[],[],"","",[],"","",[],"","",2,100,0,[]
461,"GetHyenaQuest","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
462,"SeeRathbreaker",4321,500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
463,"HyenaPackCharges",4322,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
464,"RathbreakerAndHyenasSlain",4323,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
465,"RatherbreakerSlain","",3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
466,"BoardCartTownComment",2907,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
467,"QuarryVisited",2917,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
468,"FoundryVisited",2918,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
469,"FoundryReleaseRisuComment",3186,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
470,"AncientGatesLockedComment",4531,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
471,"GoToAsalaComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
472,"EnterTraitorsPassageComment","",21000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
473,"BalbalaDoorSeenComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
474,"BalbalaDoorSeenKnowing","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
475,"BalbalaSeenComment","",2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
476,"BalbalaSeenNoQuest","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
477,"BalbalaSlainComment",3206,7000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
478,"BalbalaPickUpCoin",4327,0,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
479,"BalbalaUseCoin",4328,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
480,"TraitorsPassageAtWaypoint",4385,500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
481,"TraitorsPassageFeatureStairs",4386,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
482,"SlayTheTraitorComment","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
483,"EnterTheAncientGatesComment",2909,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
484,"AncientGatesFirstMechanism",3697,5500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
485,"AncientGatesLimSlain",4526,6000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
486,"PerennialKingSummonsTotems","",1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
487,"PerennialKingRunsAwayComment","",7000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
488,"SandstormSeenComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
489,"CartTownAfterAncientGates",4388,5000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
490,"EnterKeth",3212,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
491,"KethKabalaBossSeen",4392,3500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
492,"KethKabalaBossSummonSnakeSkill",4393,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
493,"KethKabalaBossSlain",4394,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
494,"EnterKethLowerDistrict",3213,3500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
495,"KethLowerDistrictBossSeen",4390,500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
496,"KethLowerDistrictBossSummonFirst","",3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
497,"KethLowerDistrictBossSlain",4634,2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
498,"EnterKethSanctum",3586,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
499,"KethSanctumTerracottaRoomCenter",4395,1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
500,"EnterHeartOfKeth","",1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
501,"KethSeeWaterGoddess",50,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
502,"WaterGoddessDirectToFire","",500,60000,[],[],"","",[],"","",[],"","",1,100,0,[]
503,"WaterGoddessKilled",52,12000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
504,"WaterGoddessEssencePickUp",4336,500,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
505,"EnterMastodonBadlands",2911,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
506,"BadlandsSeeCultistRitual",4396,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
507,"BadlandsAfterSkeletonSummoned",4397,0,0,[],[],"","",[],508,"",[],"","",1,100,0,[]
508,"BadlandsAfterSkeletonSummonedNoCombat","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
509,"EnterBonePits",2912,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
510,"BonePitsBossRitualSeen",4527,2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
511,"BonePitsKillMastodonFirst",4398,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
512,"BonePitsKillNecromancerFirst",4399,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
513,"BonePitsBothBossesSlain",4401,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
514,"BonePitsMastodonTusksHeld",3187,500,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
515,"EnterMarakethAscendancyArea",2921,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
516,"OpenDoorMarakethTrial","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
517,"AfterTalkingToBalbalaTrial",4539,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
518,"EnterFirstLevelMarakethAscendancy",4987,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
519,"RattlecageBossSeen",4988,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
520,"RattlecageBossKilled",4606,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
521,"BeforeAscending",4989,800,0,[],[],"","",[],"","",[],"","",1,100,0,[]
522,"AscendancyChoiceResponse1","",5500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
523,"AscendancyChoiceResponse2","",5500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
524,"AscendancyChoiceResponse3","",5500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
525,"AscendancyA2ShakariBossSeen",4990,1500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
526,"AscendancyA2ShakariBossDefeat",4991,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
527,"AscendancyA2SentinelBossFirstDefeat","",1200,0,[],[],"","",[],"","",[],"","",0,100,0,[]
528,"AscendancyA2SentinelBossBothDefeat","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
529,"AscendancyA2TimeDjinnBossSeen","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
530,"AscendancyA2TimeDjinnBossDefeat","",4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
531,"CompleteMarakethAscendancy","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
532,"EnterValleyOfTitans",2913,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
533,"EnterTitanGrotto",2914,3000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
534,"TitanTileSeenComment",4563,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
535,"TitanSeenApproaching","",2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
536,"TitanBossSlainComment",3416,2500,0,[],[],"","",[],"","",[],"","",1,100,0,[]
537,"TitanBossRubyPickUp",3189,200,0,[],[],"","",[],"","",[],"","",1,100,0,[]
538,"BurialClosedGateSeen","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
539,"ArriveCaravanWithAllHornPieces","",2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
540,"AfterMakingHorn",4344,0,2700000,[],[],"","",[],"","",[],"","",1,100,0,[]
541,"BeforeBlowingHorn",4796,0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
542,"AfterBlowingHorn",4565,4000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
543,"EnterTowers",2915,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
544,"EnterSpires",2916,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
545,"SpiresPerennialKingSeen","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
546,"GiantSkeletonBossMortarResponse",4758,2000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
547,"GiantSkeletonBossCrawlFromHoleResponse",4759,200,0,[],[],"","",[],"","",[],"","",1,100,0,[]
548,"GiantSkeletonSnakeSlainComment",4582,5000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
549,"DreadnaughtApproachComment",4583,1000,0,[],[],"","",[],"","",[],"","",1,100,0,[]
550,"DreadnaughtApproachRespondToAsala","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
551,"EnterDreadnaught","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
552,"EnterDreadnaughtVanguard","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
553,"PerennialKingFinalSeen","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
554,"PerrenialKingResponse1","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
555,"PerrenialKingResponse2","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
556,"PerrenialKingResponse3","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
557,"PerennialKingSlainComment","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
558,"AfterPerennialKingSeeAsala","",0,0,[],[],"","",[],"","",[],"","",1,100,0,[]
