"rownum","OriginalBaseType","UniqueName","NewBaseType","CraftingItem","CraftingItemCount","[i32]_80","[rid]_96","i32_112","rid_116"
480,2285,1517,5277,"[5034,5039]","[250,1]",[4429],[],3,""
481,2286,259,5278,"[5034,5040]","[810,1]",[4429],[],3,""
482,2286,1702,5278,"[5034,5041]","[2500,1]",[4429],[],3,""
483,2287,1269,5279,"[5034,5040]","[830,1]",[4429],[],3,""
484,2288,1571,5280,"[5034,5040]","[830,1]",[4429],[],3,""
485,2288,1249,5280,"[5034,5040]","[750,1]",[4429],[],3,""
486,2288,1520,5280,"[5034,5040]","[600,1]",[4429],[],3,""
487,2289,288,5281,"[5034,5040]","[1140,1]",[4429],[],3,""
488,2292,819,5282,"[5034,5035,5041]","[4920,1,1]",[4429],[],3,""
489,2297,1564,5283,"[5034,5039]","[230,1]",[4429],[],3,""
490,2299,185,5284,"[5034,5039]","[250,1]",[4429],[],3,""
491,2300,1565,5285,"[5034,5040]","[440,1]",[4429],[],3,""
492,2787,42,5286,"[5034,5040]","[820,1]",[4429],[],3,""
493,2302,186,5287,"[5034,5039]","[460,1]",[4429],[],3,""
494,2303,1572,5288,"[5034,5039]","[470,1]",[4429],[],3,""
495,2304,1585,5289,"[5034,5040]","[1160,1]",[4429],[],3,""
496,2305,1622,5290,"[5034,5041]","[5360,1]",[4429],[],3,""
497,5292,699,5292,"[5034,5041]","[7150,1]",[4429],[],3,""
498,2308,1719,5294,"[5035,5041]","[24,1]",[4429],[],3,""
499,2310,1043,5295,"[5034,5041]","[3740,1]",[4429],[],3,""
500,2311,1225,5296,"[5034,5040]","[1300,1]",[4429],[],3,""
501,2312,1532,5297,"[5034,5039]","[240,1]",[4429],[],3,""
502,2313,1511,5298,"[5034,5039]","[240,1]",[4429],[],3,""
503,2314,1525,5299,"[5034,5040]","[450,1]",[4429],[],3,""
504,2315,1521,5300,"[5034,5039]","[260,1]",[4429],[],3,""
505,2316,1613,5301,"[5034,5039]","[460,1]",[4429],[],3,""
506,2317,1546,5302,"[5034,5041]","[3770,1]",[4429],[],3,""
507,2324,756,5303,"[5035,5041]","[28,1]",[4429],[],3,""
508,2923,757,5457,"[5034,5035,5041]","[7500,3,1]",[4429],[],3,""
509,2643,182,3106,"[5034,5042]","[50000,1]",[4429],[],3,""
510,2643,851,3106,"[5034,5042]","[25000,1]",[4429],[],3,""
511,2644,1577,5305,"[5034,5035,5040]","[580,2,1]",[4429],[],3,""
512,2645,359,5306,"[5034,5035,5040]","[560,2,1]",[4429],[],3,""
513,2325,1543,5307,"[5034,5039]","[160,1]",[4429],[],3,""
514,2325,1544,5307,"[5034,5039]","[170,1]",[4429],[],3,""
515,2326,47,5308,"[5034,5039]","[180,1]",[4429],[],3,""
516,2327,450,5309,"[5034,5039]","[180,1]",[4429],[],3,""
517,2328,1428,5310,"[5034,5040]","[1110,1]",[4429],[],3,""
518,2329,204,5311,"[5034,5039]","[330,1]",[4429],[],3,""
519,2330,1554,5312,"[5034,5039]","[320,1]",[4429],[],3,""
520,2332,1461,5313,"[5034,5039]","[170,1]",[4429],[],3,""
521,2336,1513,5314,"[5034,5039]","[180,1]",[4429],[],3,""
522,2337,150,5315,"[5034,5040]","[320,1]",[4429],[],3,""
523,2338,1522,3501,"[5034,5040]","[590,1]",[4429],[],3,""
524,2340,1429,5316,"[5034,5039]","[330,1]",[4429],[],3,""
525,2341,1680,5317,"[5034,5041]","[3710,1]",[4429],[],3,""
526,2342,1614,5318,"[5034,5041]","[3760,1]",[4429],[],3,""
527,2343,172,5319,"[5034,5041]","[2760,1]",[4429],[],3,""
528,2344,68,5320,"[5034,5041]","[3860,1]",[4429],[],3,""
529,2345,1558,5321,"[5034,5040]","[600,1]",[4429],[],3,""
530,2346,175,5322,"[5034,5041]","[3710,1]",[4429],[],3,""
531,2347,69,5323,"[5034,5039]","[190,1]",[4429],[],3,""
532,2348,1158,5324,"[5034,5039]","[180,1]",[4429],[],3,""
533,2349,1534,5325,"[5034,5039]","[180,1]",[4429],[],3,""
534,2350,1449,5326,"[5034,5041]","[1450,1]",[4429],[],3,""
535,2351,1084,5327,"[5034,5039]","[330,1]",[4429],[],3,""
536,2352,1551,5328,"[5034,5041]","[3860,1]",[4429],[],3,""
537,2353,252,5329,"[5034,5040]","[840,1]",[4429],[],3,""
538,2354,444,5330,"[5034,5039]","[620,1]",[4429],[],3,""
539,2356,716,5331,"[5034,5041]","[1250,1]",[4429],[],3,""
540,2357,1019,5332,"[5034,5035,5041]","[1180,1,1]",[4429],[],3,""
541,2358,1481,5333,"[5034,5039]","[180,1]",[4429],[],3,""
542,2359,1593,5334,"[5034,5039]","[180,1]",[4429],[],3,""
543,2360,1541,5335,"[5034,5039]","[320,1]",[4429],[],3,""
544,2361,1526,5336,"[5034,5040]","[530,1]",[4429],[],3,""
545,2362,1552,5337,"[5034,5039]","[450,1]",[4429],[],3,""
546,2364,213,5338,"[5034,5035,5041]","[4890,10,1]",[4429],[],3,""
547,2366,1397,2366,"[5034,5040]","[300,1]",[4429],[],3,""
548,2656,1578,5348,"[5034,5040]","[310,1]",[4429],[],3,""
549,2367,1514,5340,"[5034,5040]","[330,1]",[4429],[],3,""
550,2368,1528,5341,"[5034,5039]","[180,1]",[4429],[],3,""
551,2369,589,5342,"[5034,5040]","[310,1]",[4429],[],3,""
552,2370,336,5343,"[5034,5040]","[830,1]",[4429],[],3,""
553,2371,1573,5344,"[5034,5039]","[440,1]",[4429],[],3,""
554,2375,1629,5349,"[5034,5039]","[300,1]",[4429],[],3,""
555,2376,1563,5350,"[5034,5040]","[330,1]",[4429],[],3,""
556,2377,1499,5351,"[5034,5039]","[170,1]",[4429],[],3,""
557,2378,261,5352,"[5034,5039]","[170,1]",[4429],[],3,""
558,2379,1549,5353,"[5034,5039]","[180,1]",[4429],[],3,""
559,2380,360,5354,"[5034,5040]","[590,1]",[4429],[],3,""
560,2380,1350,5354,"[5034,5040]","[590,1]",[4429],[],3,""
561,2381,339,5355,"[5034,5040]","[590,1]",[4429],[],3,""
562,2383,734,5356,"[5034,5035,5041]","[3370,3,1]",[4429],[],3,""
563,2384,120,5357,"[5034,5040]","[240,1]",[4429],[],3,""
564,2385,1542,5358,"[5034,5040]","[250,1]",[4429],[],3,""
565,2386,93,5359,"[5034,5039]","[150,1]",[4429],[],3,""
566,2387,1569,5360,"[5034,5039]","[150,1]",[4429],[],3,""
567,2388,357,5361,"[5034,5039]","[400,1]",[4429],[],3,""
568,2388,1347,5361,"[5034,5039]","[400,1]",[4429],[],3,""
569,2390,477,5362,"[5034,5040]","[400,1]",[4429],[],3,""
570,2392,1545,5363,"[5034,5040]","[420,1]",[4429],[],3,""
571,2393,1574,5364,"[5034,5039]","[140,1]",[4429],[],3,""
572,2395,1575,5365,"[5034,5039]","[150,1]",[4429],[],3,""
573,2396,343,5366,"[5034,5040]","[490,1]",[4429],[],3,""
574,2397,87,5367,"[5034,5035,5041]","[1740,2,1]",[4429],[],3,""
575,3216,1268,3216,"[5034,5035,5040]","[330,1,1]",[4429],[],3,""
576,2400,1509,5368,"[5034,5040]","[240,1]",[4429],[],3,""
577,2401,1486,5369,"[5034,5039]","[140,1]",[4429],[],3,""
578,2402,91,5370,"[5034,5039]","[150,1]",[4429],[],3,""
579,2403,472,5371,"[5034,5039]","[140,1]",[4429],[],3,""
580,2404,1120,5372,"[5034,5039]","[260,1]",[4429],[],3,""
581,2405,1556,5373,"[5034,5039]","[260,1]",[4429],[],3,""
582,2406,1728,5374,"[5034,5041]","[1900,1]",[4429],[],3,""
583,2408,1570,5375,"[5034,5039]","[140,1]",[4429],[],3,""
584,2409,89,5376,"[5034,5039]","[140,1]",[4429],[],3,""
585,2410,1576,5377,"[5034,5039]","[260,1]",[4429],[],3,""
586,2411,1627,5378,"[5034,5039]","[260,1]",[4429],[],3,""
587,2412,1618,5379,"[5034,5039]","[230,1]",[4429],[],3,""
588,2415,1373,5380,"[5034,5039]","[130,1]",[4429],[],3,""
589,2416,340,5381,"[5034,5039]","[150,1]",[4429],[],3,""
590,2417,1566,5382,"[5034,5039]","[260,1]",[4429],[],3,""
591,2418,1721,5383,"[5034,5039]","[260,1]",[4429],[],3,""
592,2421,1547,5384,"[5034,5040]","[230,1]",[4429],[],3,""
593,2422,1507,5385,"[5034,5039]","[150,1]",[4429],[],3,""
594,2423,837,5386,"[5034,5040]","[500,1]",[4429],[],3,""
595,2425,145,5387,"[5034,5035,5041]","[1960,1,1]",[4429],[],3,""
596,2426,193,5388,"[5034,5035,5041]","[2750,1,1]",[4429],[],3,""
597,2657,1579,5389,"[5034,5040]","[640,1]",[4429],[],3,""
598,2427,1533,5390,"[5034,5039]","[360,1]",[4429],[],3,""
599,2428,1537,5391,"[5034,5040]","[370,1]",[4429],[],3,""
600,2429,842,5392,"[5034,5039]","[220,1]",[4429],[],3,""
601,2430,1548,5393,"[5034,5035,5042]","[5600,20,1]",[4429],[],3,""
602,2431,1665,5394,"[5034,5039]","[400,1]",[4429],[],3,""
603,2436,1536,5395,"[5034,5040]","[710,1]",[4429],[],3,""
604,2437,1540,5396,"[5034,5040]","[720,1]",[4429],[],3,""
605,2439,1560,5398,"[5034,5039]","[220,1]",[4429],[],3,""
606,2978,354,5399,"[5034,5039]","[530,1]",[4429],[],3,""
607,2443,1591,5400,"[5034,5039]","[200,1]",[4429],[],3,""
608,2444,82,5401,"[5034,5040]","[370,1]",[4429],[],3,""
609,2445,126,5402,"[5034,5040]","[1690,1]",[4429],[],3,""
610,2446,77,5403,"[5034,5039]","[220,1]",[4429],[],3,""
611,2447,85,5404,"[5034,5039]","[220,1]",[4429],[],3,""
612,2451,1495,5405,"[5034,5039]","[200,1]",[4429],[],3,""
613,2452,183,5406,"[5034,5039]","[370,1]",[4429],[],3,""
614,2453,1626,5407,"[5034,5040]","[390,1]",[4429],[],3,""
615,2454,1587,5408,"[5034,5040]","[700,1]",[4429],[],3,""
616,2458,81,5409,"[5034,5040]","[1680,1]",[4429],[],3,""
617,2463,1733,5410,"[5034,5040]","[960,1]",[4429],[],3,""
618,2465,320,5411,"[5034,5040]","[220,1]",[4429],[],3,""
619,2466,1641,5412,"[5034,5039]","[220,1]",[4429],[],3,""
620,2468,1766,5413,"[5034,5039]","[520,1]",[4429],[],3,""
621,2658,1581,5421,"[5034,5039]","[540,1]",[4429],[],3,""
622,2470,1527,5414,"[5034,5039]","[220,1]",[4429],[],3,""
623,2471,1592,5415,"[5034,5039]","[230,1]",[4429],[],3,""
624,2472,1494,5416,"[5034,5039]","[240,1]",[4429],[],3,""
625,2473,1603,5417,"[5034,5039]","[240,1]",[4429],[],3,""
626,2474,1596,5418,"[5034,5039]","[250,1]",[4429],[],3,""
627,2475,749,5419,"[5034,5039]","[240,1]",[4429],[],3,""
628,2476,581,5420,"[5034,5040]","[800,1]",[4429],[],3,""
629,3002,168,5428,"[5034,5035,5041]","[5500,2,1]",[4429],[],3,""
630,3000,848,5427,"[5034,5041]","[6500,1]",[4429],[],3,""
631,2482,167,5426,"[5034,5041]","[5000,1]",[4429],[],3,""
632,2483,1594,5429,"[5034,5039]","[220,1]",[4429],[],3,""
633,2486,1606,5430,"[5034,5039]","[240,1]",[4429],[],3,""
634,2494,1500,5431,"[5034,5040]","[380,1]",[4429],[],3,""
635,2495,1480,5432,"[5034,5039]","[230,1]",[4429],[],3,""
636,2496,110,5433,"[5034,5040]","[420,1]",[4429],[],3,""
637,2497,1597,5434,"[5034,5039]","[250,1]",[4429],[],3,""
638,3008,114,5448,"[5034,5041]","[3500,1]",[4429],[],3,""
639,2499,178,5435,"[5034,5039]","[220,1]",[4429],[],3,""
640,2505,1599,5436,"[5034,5039]","[240,1]",[4429],[],3,""
641,2506,1631,5437,"[5034,5039]","[240,1]",[4429],[],3,""
642,2507,1609,5438,"[5034,5039]","[240,1]",[4429],[],3,""
643,2508,1595,5439,"[5034,5039]","[240,1]",[4429],[],3,""
644,2509,102,5440,"[5034,5039]","[240,1]",[4429],[],3,""
645,2510,1610,5441,"[5034,5039]","[430,1]",[4429],[],3,""
646,2515,1589,5442,"[5034,5040]","[1000,1]",[4429],[],3,""
647,2516,1590,5443,"[5034,5040]","[1500,1]",[4429],[],3,""
648,2518,1488,5449,"[5034,5039]","[220,1]",[4429],[],3,""
649,2519,1615,5450,"[5034,5040]","[400,1]",[4429],[],3,""
650,2520,1649,5451,"[5034,5040]","[790,1]",[4429],[],3,""
651,2521,1639,5452,"[5034,5039]","[240,1]",[4429],[],3,""
652,2522,1490,5453,"[5034,5039]","[250,1]",[4429],[],3,""
653,2523,1640,5454,"[5034,5039]","[240,1]",[4429],[],3,""
654,2524,1086,5455,"[5034,5039]","[420,1]",[4429],[],3,""
655,3018,101,5456,"[5034,5035,5041]","[2500,10,1]",[4429],[],3,""
656,2248,793,3031,"[5035,5041]","[39,1]",[4429],[],3,""
657,2250,65,3033,"[5034,5040]","[759,1]",[4429],[],3,""
658,5056,18,3007,[],[],[4429],[],0,1320
659,5057,18,2307,[],[],[4429],[],0,1224
660,5058,18,2553,[],[],[4429],[],0,736
661,5059,18,3586,[],[],[4429],[],0,3032
662,5060,18,2038,[],[],[4429],[],0,3044
663,3769,18,3768,[],[],[4429],[],3,""
664,4957,18,4956,[],[],[4429],[],3,""
665,2478,1698,5422,"[5035,5042]","[25,1]",[4776],[],3,""
666,2478,1698,5423,"[5035,5042]","[25,1]",[4776],[],3,""
667,2478,1698,5424,"[5035,5042]","[25,1]",[4776],[],3,""
668,2478,1698,5425,"[5035,5042]","[25,1]",[4776],[],3,""
669,2372,1699,5345,"[5035,5042]","[25,1]",[4776],[],3,""
670,2372,1699,5346,"[5035,5042]","[25,1]",[4776],[],3,""
671,2372,1699,5347,"[5035,5042]","[25,1]",[4776],[],3,""
672,2031,1700,2032,"[5035,5042]","[15,1]",[4775],[],3,""
673,2031,1700,2033,"[5035,5042]","[15,1]",[4775],[],3,""
674,2031,1700,2034,"[5035,5042]","[15,1]",[4775],[],3,""
675,2590,1643,2591,"[5035,5042]","[25,1]",[4777],[],3,""
676,2590,1643,2592,"[5035,5042]","[25,1]",[4777],[],3,""
677,2590,1643,2593,"[5035,5042]","[25,1]",[4777],[],3,""
678,2590,1643,2594,"[5035,5042]","[25,1]",[4777],[],3,""
679,2722,1625,2723,"[5034,5035,5041]","[1140,5,1]",[4429],[],3,""
680,2031,341,2035,"[5035,5042]","[30,1]",[4775],[],3,""
681,2031,341,2036,"[5035,5042]","[30,1]",[4775],[],3,""
682,2031,341,2037,"[5035,5042]","[30,1]",[4775],[],3,""
683,3573,1798,3574,"[5035,5042]","[40,1]",[4775],[],3,""
684,3573,1798,3575,"[5035,5042]","[40,1]",[4775],[],3,""
685,3573,1798,3576,"[5035,5042]","[40,1]",[4775],[],3,""
686,3573,1798,3577,"[5035,5042]","[40,1]",[4775],[],3,""
687,3007,1320,5444,"[5034,5035,5041]","[1800,1,1]",[4776],[],3,""
688,3007,1320,5445,"[5034,5035,5041]","[1800,1,1]",[4776],[],3,""
689,3007,1320,5446,"[5034,5035,5041]","[1800,1,1]",[4776],[],3,""
690,2307,1224,5291,"[5035,5042]","[30,1]",[4776],[],3,""
691,2307,1224,5292,"[5035,5042]","[30,1]",[4776],[],3,""
692,2307,1224,5293,"[5035,5042]","[30,1]",[4776],[],3,""
693,2553,736,2554,"[5035,5042]","[40,1]",[4777],[],3,""
694,2553,736,2555,"[5035,5042]","[40,1]",[4777],[],3,""
695,2553,736,2556,"[5035,5042]","[40,1]",[4777],[],0,""
696,3586,3032,3587,"[5035,5042]","[20,1]",[4775],[],3,""
697,3586,3032,3588,"[5035,5042]","[20,1]",[4775],[],3,""
698,3586,3032,3589,"[5035,5042]","[20,1]",[4775],[],3,""
699,2147,695,2148,"[5035,5042]","[50,1]",[4775],[],3,""
700,2147,695,2149,"[5035,5042]","[50,1]",[4775],[],3,""
701,2147,695,2150,"[5035,5042]","[50,1]",[4775],[],3,""
702,2646,18,2647,[5035],[5],[],[],3,""
703,2646,18,2648,[5035],[5],[],[],3,""
704,2646,18,2649,[5035],[5],[],[],3,""
705,2646,18,2650,[5035],[5],[],[],3,""
706,2647,18,2651,[5035],[10],[],[],3,""
707,2647,18,2652,[5035],[10],[],[],3,""
708,2647,18,2654,[5035],[10],[],[],3,""
709,2648,18,2652,[5035],[10],[],[],3,""
710,2648,18,2653,[5035],[10],[],[],3,""
711,2648,18,2654,[5035],[10],[],[],3,""
712,2649,18,2651,[5035],[10],[],[],3,""
713,2649,18,2653,[5035],[10],[],[],3,""
714,2649,18,2654,[5035],[10],[],[],3,""
715,2650,18,2654,[5035],[10],[],[],3,""
716,2654,18,2655,[5035],[20],[],[],3,""
