"rownum","Id","bool_8","i32_9","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","AOFiles","bool_37","i32_38","bool_42","bool_43","i32_44","[rid]_48","BaseItemTypesKey","bool_80","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string_133","string_133 (French)","string_133 (German)","string_133 (Japanese)","string_133 (Korean)","string_133 (Portuguese)","string_133 (Russian)","string_133 (Spanish)","string_133 (Thai)","string_133 (Traditional Chinese)","MaxLevel","rid_145","UnlockItem","Encounter_AchievementItemsKeys","Environment","InheritsFrom","bool_217","MinimapIcons","[rid]_234","string_250","i32_258","i32_262","bool_266","Colour","OutlineColour","bool_299","bool_300","LeagueChallenges","IsHardmode","StatsHardmode","bool_334","bool_335","bool_336","i32_337","i32_341","rid_345","bool_361","[rid]_362","[rid]_378","[rid]_394"
331,"Metadata/Chests/DryRuinPots/DryRuinsUrnChest_02",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/DryRuinPots/DryRuinsUrnChest_02.ao""]",1,10,"","",90,[],"",1,[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
332,"Metadata/Chests/DryRuinPots/DryRuinsUrnChest_03",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/DryRuinPots/DryRuinsUrnChest_03.ao""]",1,10,"","",90,[],"",1,[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
333,"Metadata/Chests/DryRuinPots/DryRuinsUrn_01",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/DryRuinPots/DryRuinsUrn_01.ao""]","",2,"",1,85,[],"",1,[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
334,"Metadata/Chests/DryRuinPots/DryRuinsUrn_02",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/DryRuinPots/DryRuinsUrn_02.ao""]","",2,"",1,85,[],"",1,[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
335,"Metadata/Chests/DryRuinPots/DryRuinsUrn_03",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/DryRuinPots/DryRuinsUrn_03.ao""]","",2,"",1,85,[],"",1,[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
336,"Metadata/Chests/DryRuinPots/DryRuinsUrn_05",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/DryRuinPots/DryRuinsUrn_05.ao""]","",2,"",1,85,[],"",1,[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
337,"Metadata/Chests/DryRuinPots/DryRuinsUrn_06",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/DryRuinPots/DryRuinsUrn_06.ao""]","",2,"",1,85,[],"",1,[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
338,"Metadata/Chests/DryRuinPots/DryRuinsUrn_07",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/DryRuinPots/DryRuinsUrn_07.ao""]","",2,"",1,85,[],"",1,[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
339,"Metadata/Chests/DryRuinPots/DryRuinsUrnSmallChest_01",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/DryRuinPots/DryRuinsUrnSmallChest_01.ao""]",1,4,"","",105,[],"",1,[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
340,"Metadata/Chests/DryRuinPots/DryRuinsUrnSmallChest_02",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/DryRuinPots/DryRuinsUrnSmallChest_02.ao""]",1,4,"","",100,[],"",1,[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
341,"Metadata/Chests/TitanValleyPots/ValleyPot01",1,4,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot01.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
342,"Metadata/Chests/TitanValleyPots/ValleyPot02",1,4,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot02.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
343,"Metadata/Chests/TitanValleyPots/ValleyPot03",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot03.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
344,"Metadata/Chests/TitanValleyPots/ValleyPot04",1,4,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot04.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
345,"Metadata/Chests/TitanValleyPots/ValleyPot05",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot05.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
346,"Metadata/Chests/TitanValleyPots/ValleyPot06",1,4,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot06.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
347,"Metadata/Chests/TitanValleyPots/ValleyPotSand01",1,4,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot01sand.ao""]","",2,"",1,100,[],"",1,[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
348,"Metadata/Chests/TitanValleyPots/ValleyPotSand02",1,4,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot02sand.ao""]","",2,"",1,100,[],"",1,[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
349,"Metadata/Chests/TitanValleyPots/ValleyPotSand03",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot03sand.ao""]","",2,"",1,100,[],"",1,[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
350,"Metadata/Chests/TitanValleyPots/ValleyPotSand04",1,4,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot04sand.ao""]","",2,"",1,100,[],"",1,[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
351,"Metadata/Chests/TitanValleyPots/ValleyPotSand05",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot05sand.ao""]","",2,"",1,100,[],"",1,[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
352,"Metadata/Chests/TitanValleyPots/ValleyPotSand06",1,4,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot06sand.ao""]","",2,"",1,100,[],"",1,[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
353,"Metadata/Terrain/Gallows/Act2/2_7/Objects/LandmarkSwordChest",1,4,"Titan's Sword","Épée du Titan","Schwert des Titanen","タイタンの剣","거신의 검","Espada do Titã","Меч Титана","Espada del titán","ดาบไททัน","泰坦之劍","[""Metadata/Terrain/Doodads/Desert/TitanGrotto/TitanSword01.ao""]",1,10,"","",100,[],"","",[],[],"",0,"","F","N","","","F","MS","F","","",100,"","",[],"","Metadata/Terrain/Gallows/Act2/2_7/Objects/LandmarkSwordChest",1,"",[],"",0,0,"","","","","",[],"",[],"","","",3,0,"",1,[],[],[]
354,"Metadata/Chests/GrottoBarrel_01",1,4,"Barrel","Tonneau","Fass","樽","통","Barril","Бочка","Barril","ถัง","木桶","[""Metadata/Chests/BarrelsSmashable/BuriedBarrelGrotto_01.ao""]",1,10,1,1,100,[],"","",[],[],61,0,"","M","N","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
355,"Metadata/Chests/GrottoBarrel_02",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/RedVale/RedValeChest22.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
356,"Metadata/Chests/GrottoBarrel_03",1,4,"Barrels","Tonneaux","Fässer","樽","통","Barris","Бочки","Barriles","ถัง","木桶","[""Metadata/Chests/BarrelsSmashable/BarrelCluster04_Sandy.ao""]",1,10,1,1,100,[],"","",[],[],61,0,"","MP","FP","","","MP","FP","MP","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
357,"Metadata/Chests/GrottoChest_01",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/RedVale/RedvaleChest15.ao""]",1,10,1,"",100,[],"","",[],[],"",0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
358,"Metadata/Chests/GrottoPotSmall_01",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/TitanValleyPots/ValleyPot03.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
359,"Metadata/Chests/GrottoPotSmall_02",1,2,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KethPots/KethPot_01.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
360,"Metadata/Chests/GrottoPotSmall_03",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KethPots/KethPot_07.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
361,"Metadata/Chests/GrottoPotSmall_04",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KethPots/KethPot_03.ao""]",1,4,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
362,"Metadata/Chests/GrottoPotSmall_05",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/KethPots/KethPot_06.ao""]",1,4,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
363,"Metadata/Chests/Pillars/PillarsPot01sand",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/Pillars/PillarsPot01sand.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
364,"Metadata/Chests/Pillars/PillarsPot02sand",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/Pillars/PillarsPot02sand.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
365,"Metadata/Chests/Pillars/PillarsPot03sand",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/Pillars/PillarsPot03sand.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
366,"Metadata/Chests/Pillars/PillarsPot04sand",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/Pillars/PillarsPot04sand.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
367,"Metadata/Chests/Pillars/PillarsPot05sand",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/Pillars/PillarsPot05sand.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
368,"Metadata/Chests/Pillars/PillarsPot06sand",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/Pillars/PillarsPot06sand.ao""]","",4,"",1,100,[],"",1,[],[],61,0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,400,"",1,[],[],[]
369,"Metadata/Chests/FarudinChest_01",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/FarudinChests/JewelleryBox04.ao""]",1,8,1,"",120,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,800,"",1,[],[],[]
370,"Metadata/Chests/FarudinChest_02",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/FarudinChests/JewelleryBox06.ao""]",1,8,1,"",120,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,800,"",1,[],[],[]
371,"Metadata/Chests/FarudinChest_03",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/FarudinChests/JewelleryBox07.ao""]",1,8,1,"",120,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,800,"",1,[],[],[]
372,"Metadata/Chests/FarudinChest_04",1,3,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/FarudinChests/JewelleryBox15.ao""]",1,8,1,"",120,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-5,5,"","","","","",[],"",[],1,1,1,1,800,"",1,[],[],[]
373,"Metadata/Chests/OasisChests/OasisUrn_01",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/OasisChests/OasisUrn_01.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
374,"Metadata/Chests/OasisChests/OasisUrn_02",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/OasisChests/OasisUrn_02.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
375,"Metadata/Chests/OasisChests/OasisUrn_03",1,2,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/OasisChests/OasisUrn_03.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
376,"Metadata/Chests/OasisChests/OasisUrn_05",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/OasisChests/OasisUrn_05.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
377,"Metadata/Chests/OasisChests/OasisUrn_06",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/OasisChests/OasisUrn_06.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
378,"Metadata/Chests/OasisChests/OasisUrn_07",1,3,"Pot","Pot","Tongefäß","壺","항아리","Cântaro","Горшок","Tiesto","ไห","壺","[""Metadata/Chests/OasisChests/OasisUrn_07.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
379,"Metadata/Chests/OasisChests/OasisUrnChest_01",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/OasisChests/OasisUrnChest_01.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
380,"Metadata/Chests/OasisChests/OasisUrnChest_02",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/OasisChests/OasisUrnChest_02.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
381,"Metadata/Chests/OasisChests/OasisUrnChest_03",1,4,"Chest","Coffre","Truhe","チェスト","상자","Baú","Сундук","Cofre","หีบ","寶箱","[""Metadata/Chests/OasisChests/OasisUrnChest_03.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","M","F","","","M","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
382,"Metadata/Chests/OasisChests/OasisUrnSmallChest_01",1,3,"Case","Étui","Gehäuse","ケース","함","Estojo","Шкатулка","Estuche","กล่องเล็ก","盒子","[""Metadata/Chests/OasisChests/OasisUrnSmallChest_01.ao""]",1,2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
383,"Metadata/Chests/OasisChests/OasisUrnSmallChest_02",1,3,"Case","Étui","Gehäuse","ケース","함","Estojo","Шкатулка","Estuche","กล่องเล็ก","盒子","[""Metadata/Chests/OasisChests/OasisUrnSmallChest_02.ao""]",1,2,1,1,100,[],"","",[],[],"",0,"","M","N","","","M","FS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
384,"Metadata/Chests/Caravan/DreadnoughtMarakethChest01",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Arca","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest01.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
385,"Metadata/Chests/Caravan/DreadnoughtMarakethChest03",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Arca","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest03.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
386,"Metadata/Chests/Caravan/DreadnoughtMarakethChest04",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Arca","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest04.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,1000,"",1,[],[],[]
387,"Metadata/Chests/Caravan/DreadnoughtMarakethChestQuarryLandmark",1,4,"Faridun War Cache","Cache de guerre faridun","Faridun-Kriegstruhe","ファリドゥンの戦利品","파리둔 전쟁 은닉함","Suprimentos de Guerra Faridun","Военный тайник фаридунцев","Alijo de guerra faridun","หีบสงครามฟาริดัน","法里登戰爭密盒","[""Metadata/Chests/Caravan/DreadnoughtMarakethChest04.ao""]",1,10,1,"",100,[],"","",[],[],61,0,"","F","F","","","MP","MS","M","","",100,"","",[],"","Metadata/Chests/FoundryChests/DreadnoughtMarakethChestQuarryLandmark",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,3,0,"",1,[],[],[]
388,"Metadata/Chests/Caravan/DreadnoughtMarakethPropsChest02",1,4,"Trunk","Malle","Kiste","トランク","트렁크","Arca","Сундучок","Arcón","หีบ","貨箱","[""Metadata/Chests/Caravan/DreadnoughtMarakethPropsChest02.ao""]",1,6,1,"",100,[],"","",[],[],61,0,"","F","F","","","F","MS","M","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-10,10,"","","","","",[],"",[],1,1,1,1,600,"",1,[],[],[]
389,"Metadata/Chests/FoundryChests/FoundryFarudinUrn01",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn01.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
390,"Metadata/Chests/FoundryChests/FoundryFarudinUrn02",1,3,"Urn","Urne","Urne","骨壺","단지","Urna","Урна","Urna","โกศ","甕","[""Metadata/Chests/FoundryChests/FoundryFarudinUrn02.ao""]","",2,1,1,100,[],"","",[],[],"",0,"","F","F","","","F","FS","F","","",100,"","",[],"","Metadata/Chests/Chest",1,"",[],"",-45,45,"","","","","",[],"",[],1,"","",1,200,"",1,[],[],[]
