"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid_218","i32_234","Pickup_AchievementItems","SMFiles","Identify_AchievementItems","EPKFile","Corrupt_AchievementItems","IsAlternateArt","bool_311","CreateCorruptedJewelAchievementItem","AnimationLocation","string_336","string_344","string_352","string_360","string_368","string_376","string_384","string_392","string_400","string_408","string_416","string_424","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]_434","bool_450","[rid]_451","[string]_467","[string]_483","[string]_499","[string]_515","[string]_531","[string]_547","[string]_563","string_579","string_587","string_595","string_603","string_611","string_619","string_627","string_635","string_643","Composition","rid_655","rid_671","rid_687","rid_703","[string]_719","[string]_735","[string]_751","[string]_767","[string]_783","[string]_799","rid_815","string_831","string_839","string_847","string_855","string_863","string_871","string_879","rid_887","rid_903","rid_919","rid_935","string_951"
4378,"AddedEffectArcaneGloves","Art/2DItems/Effects/gloves/GlovesIconArcane.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,1800,"","[""Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesStr.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesStrDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesStrInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesDexInt.sm""]",[],"warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape","",17,[],"[""Art/Models/Items/Armours/Gloves/Microtransactions/ArcaneArmour/ArcaneArmourGlovesStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/Arcane/ArcaneGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Arcane/ArcaneGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Arcane/ArcaneGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Arcane/ArcaneGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Arcane/ArcaneGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Arcane/ArcaneGlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4379,"AddedEffectArcaneHelmet","Art/2DItems/Effects/Hats/HemetIconArcane.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,13387,"","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Arcane/ArcaneHelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4380,"AddedEffectVampiricBody","Art/2DItems/Effects/BodyArmour/BodyArmourIconVampiric.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,5992,"","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyDexInt.ao""]",[],"","","","","","","","",2,[],"[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Vampiric/VampiricBodyDexInt.ao""]","","","","","","","","","","","","",""
4381,"AddedEffectVampiricBoots","Art/2DItems/Effects/shoes/BootIconVampiric.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,34846,"","[""Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsStr.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsDex.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsInt.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsStrDex.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsStrInt.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsDexInt.sm""]",[],"warrior_feetShape","hunter_feetShape","witch_feetShape","swordman_feetShape","templar_feetShape","feetShape","adventurer_feetShape","",17,[],"[""Art/Models/Items/Armours/Boots/Microtransactions/VampiricArmour/VampiricArmourBootsStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsStr.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsDex.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsInt.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsStr.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsDex.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsInt.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Vampiric/VampiricBootsDexInt.ao""]","","","","","","","","","","","","",""
4382,"AddedEffectVampiricGloves","Art/2DItems/Effects/gloves/Vampiric.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,26282,"","[""Art/Models/Items/Armours/Gloves/Microtransactions/VampiricArmour/VampiricArmourGlovesStr.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VampiricArmour/VampiricArmourGlovesDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VampiricArmour/VampiricArmourGlovesInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VampiricArmour/VampiricArmourGlovesStrDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VampiricArmour/VampiricArmourGlovesStrInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VampiricArmour/VampiricArmourGlovesDexInt.sm""]",[],"warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape","",17,[],"[""Art/Models/Items/Armours/Gloves/Microtransactions/VampiricArmour/VampiricArmourGlovesStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Vampiric/VampiricGlovesDexInt.ao""]","","","","","","","","","","","","",""
4383,"AddedEffectVampiricHelmet","Art/2DItems/Effects/Hats/HelmetIconVampiric.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,27564,"","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Vampiric/VampiricHelmetDexInt.ao""]","","","","","","","","","","","","",""
4384,"AddedEffectVerdantBody","Art/2DItems/Effects/BodyArmour/BodyIconVerdant.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,42046,"","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyDexInt.ao""]",[],"","","","","","","","",2,[],"[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStr.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStrDex.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyStrInt.ao""]","[""Metadata/Items/Armours/BodyArmours/Verdant/VerdantBodyDexInt.ao""]","","","","","","","","","","","","",""
4385,"AddedEffectVerdantBoots","Art/2DItems/Effects/shoes/BootsIconVerdant.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,7810,"","[""Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsStr.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsDex.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsInt.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsStrDex.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsStrInt.sm""]","[""Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsDexInt.sm""]",[],"warrior_feetShape","hunter_feetShape","witch_feetShape","swordman_feetShape","templar_feetShape","feetShape","adventurer_feetShape","",17,[],"[""Art/Models/Items/Armours/Boots/Microtransactions/VerdantArmour/VerdantArmourBootsStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsStr.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsDex.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsInt.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsStr.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsDex.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsInt.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsStrDex.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsStrInt.ao""]","[""Metadata/Items/Armours/Boots/Verdant/VerdantBootsDexInt.ao""]","","","","","","","","","","","","",""
4386,"AddedEffectVerdantGloves_","Art/2DItems/Effects/gloves/GlovesIconVerdant.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,62510,"","[""Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStr.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStrDex.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStrInt.sm""]","[""Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesDexInt.sm""]",[],"warrior_handsShape","hunter_handsShape","witch_handsShape","swordman_handsShape","templar_handsShape","handsShape","adventurer_handsShape","",17,[],"[""Art/Models/Items/Armours/Gloves/Microtransactions/VerdantArmour/VerdantArmourGlovesStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesStr.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesDex.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesInt.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesStrDex.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesStrInt.ao""]","[""Metadata/Items/Armours/Gloves/Verdant/VerdantGlovesDexInt.ao""]","","","","","","","","","","","","",""
4387,"AddedEffectVerdantHelmet","Art/2DItems/Effects/Hats/HelmetIconVerdant.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,35889,"","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetDexInt.ao""]",[],"","","","","","","","","",0,"","","","","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStr.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetDex.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetInt.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStrDex.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetStrInt.ao""]","[""Metadata/Items/Armours/Helmets/Verdant/VerdantHelmetDexInt.ao""]","","","","","","","","","","","","",""
4388,"AddedEffectRitualHornsRed","Art/2DItems/Effects/Hats/RitualHornsInvasion.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,10614,"Metadata/Effects/Microtransactions/head/VaalMTX/rig.ao","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsStr.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsDex.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsInt.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsStrDex.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsStrInt.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsStr.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsDex.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsInt.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsStrDex.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsStrInt.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsRed/helmetVaalMTXHornsDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4389,"AddedEffectRitualHornsBlue","Art/2DItems/Effects/Hats/RitualHornsInvasion.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15106,"Metadata/Effects/Microtransactions/head/VaalMTX/rig.ao","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsStr.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsDex.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsInt.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsStrDex.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsStrInt.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsDexInt.ao""]",[],"","","","","","","","",17,[],"[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsStrInt.ao""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],"[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsStr.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsDex.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsInt.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsStrDex.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsStrInt.ao""]","[""Metadata/Items/Armours/Helmets/RitualHornsBlue/helmetVaalMTXHornsDexInt.ao""]",[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4390,"AddedEffectSeraphWings","Art/2DItems/Effects/Wings/SeraphWing.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,27661,"Metadata/Effects/Microtransactions/BodyArmours/Wings/seraph_wings.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4391,"AddedEffectDemonWings","Art/2DItems/Effects/Wings/DemonWing.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,16825,"Metadata/Effects/Microtransactions/BodyArmours/Wings/demon_wings.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4392,"AddedEffectBandana","Art/2DItems/Effects/Hats/Bandana.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,40900,"","[""Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaStr.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaDex.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaInt.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaStrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaStrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaDexInt.sm""]",[],"warrior_headShape","hunter_hairShape,hunter_headShape","","swordman_headShape","templar_headShape","headShape","adventurer_headShape","",17,[],"[""Art/Models/Items/Armours/Helmets/Microtransactions/Bandana/bandanaStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4393,"AddedEffectBandanaEffect","Art/2DItems/Effects/Hats/Bandana.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,7959,"","[""Art/Models/Items/Armours/Helmets/Microtransactions/BandanaRAW/BandanaRAWStr.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/BandanaRAW/BandanaRAWDex.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/BandanaRAW/BandanaRAWInt.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/BandanaRAW/BandanaRAWStrDex.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/BandanaRAW/BandanaRAWStrInt.sm""]","[""Art/Models/Items/Armours/Helmets/Microtransactions/BandanaRAW/BandanaRAWDexInt.sm""]",[],"","","","","","","","",17,[],"[""Art/Models/Items/Armours/Helmets/Microtransactions/BandanaRAW/BandanaRAWStrInt.sm""]",[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4394,"AddedEffectSupporterPackFlag1","Art/2DItems/Effects/Wings/SupporterFlag1.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,3488,"Metadata/Effects/Microtransactions/BodyArmours/Wings/SupporterPackFlag01/SupporterPackFlag01.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
4395,"AddedEffectSupporterPackFlag2","Art/2DItems/Effects/Wings/SupporterFlag2.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,25262,"Metadata/Effects/Microtransactions/BodyArmours/Wings/SupporterPackFlag02/SupporterPackFlag02.ao",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",0,"","","","",[],[],[],[],[],[],"","","","","","","","","","","","",""
