"rownum","MtxTypeGameSpecific","i32_16","i32_20"
1565,391,250,229
1566,270,120,131
1567,269,180,200
1568,790,335,650
1569,127,95,131
1570,591,95,97
1571,577,70,97
1572,613,190,338
1573,576,320,480
1574,1235,160,165
1575,232,110,88
1576,595,30,97
1577,231,70,42
1578,1575,80,131
1579,230,70,42
1580,229,215,136
1581,1527,80,165
1582,4503,6,0
1583,1398,640,821
1584,1399,300,377
1585,1400,200,181
1586,1393,260,266
1587,1395,160,106
1588,1401,160,322
1589,1397,460,489
1590,1394,160,106
1591,1396,500,370
1592,63,65,97
1593,84,0,0
1594,264,160,131
1595,128,55,131
1596,788,320,0
1597,916,0,0
1598,804,80,97
1599,914,100,97
1600,918,0,0
1601,917,0,0
1602,908,0,0
1603,910,0,0
1604,909,0,0
1605,911,0,0
1606,285,0,166
1607,287,0,97
1608,286,0,97
1609,284,0,236
1610,281,0,166
1611,283,0,97
1612,282,0,97
1613,280,0,236
1614,277,0,132
1615,279,0,62
1616,278,0,62
1617,276,0,201
1618,273,0,132
1619,275,0,62
1620,274,0,62
1621,272,0,201
1622,6243,10,0
1623,6244,0,0
1624,4126,0,0
1625,6242,0,0
1626,6240,0,0
1627,6241,0,0
1628,6239,0,0
1629,6238,0,0
1630,6237,0,0
1631,6236,0,0
1632,6235,0,0
1633,16,0,0
1634,15,0,0
1635,14,0,0
1636,13,0,0
1637,34,1,0
1638,33,1,0
1639,40,0,0
1640,41,0,0
1641,39,0,0
1642,38,0,0
1643,37,0,0
1644,36,0,0
1645,42,0,0
1646,35,0,0
1647,32,0,0
1648,4125,0,0
1649,1899,210,355
1650,1876,210,355
1651,1937,210,441
1652,1369,210,441
1653,1657,0,0
1654,1665,0,0
1655,839,0,0
1656,345,0,0
1657,1624,0,0
1658,699,210,355
1659,934,0,0
1660,933,0,0
1661,937,0,0
1662,936,0,0
1663,935,0,0
1664,932,0,0
1665,931,0,0
1666,930,0,0
1667,1000,0,0
1668,999,0,0
1669,998,0,0
1670,997,0,0
1671,996,0,0
1672,995,0,0
1673,994,0,0
1674,993,0,0
1675,992,0,0
1676,991,0,0
1677,990,0,0
1678,989,0,0
1679,988,0,0
1680,987,0,0
1681,986,0,0
1682,985,0,0
1683,984,0,0
1684,983,0,0
1685,982,0,0
1686,981,0,0
1687,980,0,0
1688,979,0,0
1689,978,0,0
1690,977,0,0
1691,976,0,0
1692,975,0,0
1693,974,0,0
1694,973,0,0
1695,972,0,0
1696,971,0,0
1697,970,0,0
1698,969,0,0
1699,968,0,0
1700,967,0,0
1701,966,0,0
1702,965,0,0
1703,964,0,0
1704,963,0,0
1705,962,0,0
1706,961,0,0
1707,960,0,0
1708,959,0,0
1709,958,0,0
1710,957,0,0
1711,956,0,0
1712,955,0,0
1713,954,0,0
1714,953,0,0
1715,952,0,0
1716,951,0,0
1717,950,0,0
1718,949,0,0
1719,948,0,0
1720,947,0,0
1721,946,0,0
1722,945,0,0
1723,1007,0,0
1724,1006,0,0
1725,1005,0,0
1726,1004,0,0
1727,1003,0,0
1728,1002,0,0
1729,1001,0,0
1730,944,0,0
1731,943,0,0
1732,942,0,0
1733,941,0,0
1734,940,0,0
1735,939,0,0
1736,938,0,0
1737,1140,0,0
1738,1139,0,0
1739,1138,0,0
1740,1137,0,0
1741,1136,0,0
1742,1135,0,0
1743,1134,0,0
1744,1133,0,0
1745,1132,0,0
1746,1131,0,0
1747,1130,0,0
1748,1129,0,0
1749,1128,0,0
1750,1127,0,0
1751,1126,0,0
1752,1125,0,0
1753,1124,0,0
1754,1123,0,0
1755,1122,0,0
1756,1121,0,0
1757,1120,0,0
1758,1119,0,0
1759,1118,0,0
1760,1117,0,0
1761,1116,0,0
1762,1115,0,0
1763,1114,0,0
1764,1113,0,0
1765,1112,0,0
1766,1111,0,0
1767,1110,0,0
1768,1109,0,0
1769,1108,0,0
1770,1107,0,0
1771,1106,0,0
1772,1105,0,0
1773,1104,0,0
1774,1103,0,0
1775,1102,0,0
1776,1101,0,0
1777,1100,0,0
1778,1099,0,0
1779,1098,0,0
1780,1097,0,0
1781,1096,0,0
1782,1095,0,0
1783,1094,0,0
1784,1093,0,0
1785,1092,0,0
1786,1091,0,0
1787,1090,0,0
1788,1089,0,0
1789,1088,0,0
1790,1087,0,0
1791,1086,0,0
1792,1085,0,0
1793,1147,0,0
1794,1146,0,0
1795,1145,0,0
1796,1144,0,0
1797,1143,0,0
1798,1142,0,0
1799,1141,0,0
1800,1084,0,0
1801,1083,0,0
1802,1082,0,0
1803,1081,0,0
1804,1080,0,0
1805,1079,0,0
1806,1078,0,0
1807,1731,0,0
1808,1736,0,0
1809,869,0,0
1810,532,190,338
1811,1496,0,0
1812,1615,420,0
1813,1632,0,0
1814,2054,0,441
1815,1243,210,355
1816,1497,0,0
1817,800,250,441
1818,1976,0,0
1819,1982,0,0
1820,846,0,0
1821,853,0,0
1822,1993,210,355
1823,1289,0,0
1824,861,0,0
1825,1823,190,441
1826,1725,275,0
1827,1424,210,0
1828,696,210,355
1829,430,0,0
1830,589,0,0
1831,741,0,0
1832,1858,210,0
1833,1639,0,0
1834,1647,0,0
1835,464,0,0
1836,1441,200,338
1837,623,0,0
1838,1583,210,355
1839,461,0,0
1840,1626,0,0
1841,1637,0,0
1842,1705,0,0
1843,1704,0,0
1844,1703,0,0
1845,1702,0,0
1846,1701,0,0
1847,1700,0,0
1848,1298,0,0
1849,1290,0,0
1850,1767,210,355
1851,343,0,0
1852,1825,265,0
1853,624,0,0
1854,1726,210,338
1855,928,0,0
1856,1968,0,0
1857,625,0,0
1858,628,0,0
1859,1258,210,355
1860,533,250,441
1861,834,210,355
1862,929,0,0
1863,462,0,0
1864,1781,210,355
1865,341,0,0
1866,1345,0,0
1867,1296,0,0
1868,2016,210,355
1869,740,0,0
1870,742,0,0
1871,715,0,0
1872,1350,0,0
1873,528,0,0
1874,756,200,0
1875,535,250,0
1876,1488,0,0
1877,251,0,0
1878,246,0,0
1879,247,0,0
1880,248,0,0
1881,252,0,0
1882,250,0,0
1883,245,0,0
1884,833,210,355
1885,927,0,0
1886,1467,210,355
1887,1666,0,0
1888,1675,0,0
1889,626,0,0
1890,1440,210,338
1891,1489,0,0
1892,1541,210,443
1893,1743,0,0
1894,1738,0,0
1895,877,0,0
1896,1839,0,0
1897,1841,0,0
1898,1676,0,0
1899,1685,0,0
1900,1344,0,0
1901,1347,0,0
1902,1598,210,355
1903,2047,210,441
1904,1349,0,0
1905,588,0,0
1906,575,0,0
1907,2077,0,0
1908,2065,0,0
1909,463,0,0
1910,906,220,338
1911,527,0,0
1912,739,125,0
1913,1847,0,0
1914,1854,0,0
1915,1466,210,355
1916,627,0,0
1917,517,90,0
1918,1974,0,0
1919,339,0,0
1920,350,0,0
1921,349,0,0
1922,348,0,0
1923,347,0,0
1924,1384,210,355
1925,1648,0,0
1926,1656,0,0
1927,375,0,0
1928,374,0,0
1929,373,0,0
1930,372,0,0
1931,1716,280,0
1932,534,250,441
1933,249,0,0
1934,536,260,441
1935,1299,0,0
1936,1297,0,0
1937,898,0,0
1938,897,0,0
1939,5647,40,78
1940,5646,50,78
1941,5645,60,78
1942,5201,40,78
1943,5202,40,78
1944,5644,40,78
1945,5643,50,78
1946,5642,60,78
1947,5196,60,78
1948,5198,40,78
1949,5648,50,38
1950,5219,40,78
1951,5218,50,78
1952,5217,60,78
1953,5009,150,98
1954,4889,15,0
1955,5077,200,140
1956,5524,50,40
1957,5207,40,78
1958,5208,60,78
1959,4966,30,0
1960,5525,50,0
1961,4871,25,10
1962,4864,0,0
1963,4863,50,10
1964,5073,0,0
1965,4853,100,0
1966,4710,50,10
1967,5651,40,78
1968,5650,50,78
1969,5649,60,78
1970,5211,0,0
1971,5195,50,38
1972,5526,50,38
1973,4994,0,0
1974,4665,50,0
1975,5232,60,78
1976,5197,50,0
1977,5229,40,78
1978,5228,40,78
1979,5233,60,78
1980,5206,50,78
1981,5273,40,78
1982,5272,50,78
1983,5271,60,78
1984,5658,0,0
1985,5657,0,0
1986,5656,0,0
1987,5655,240,0
1988,5191,90,0
1989,5637,40,78
1990,5636,50,78
1991,5635,60,78
1992,5072,0,0
1993,5230,50,78
1994,5189,175,78
1995,4989,10,1
1996,5008,250,140
1997,5209,40,78
1998,5210,60,78
1999,4946,120,38
2000,5074,0,0
2001,5203,50,78
2002,5640,40,78
2003,5639,50,78
2004,5638,60,78
2005,5654,40,78
2006,5653,50,78
2007,5652,60,78
2008,5194,50,38
2009,5076,0,0
2010,5200,60,0
2011,4640,0,0
2012,4639,10,1
2013,4632,55,0
2014,4831,0,68
2015,4830,0,68
2016,4829,0,68
2017,4828,0,68
2018,5204,50,78
2019,4826,60,10
2020,4923,15,1
2021,5187,0,0
2022,5231,50,78
2023,5183,0,0
2024,4670,50,78
2025,5276,40,78
2026,5275,50,78
2027,5274,60,78
2028,5205,50,78
2029,4823,70,10
2030,5641,120,68
2031,4604,0,0
2032,5199,60,0
2033,5075,0,0
2034,5193,50,0
2035,5192,40,0
2036,5082,60,0
2037,5088,50,0
2038,5086,40,78
2039,4601,0,0
2040,4809,70,38
2041,5227,40,78
2042,5225,60,78
2043,5226,50,78
2044,5190,190,68
2045,5007,250,140
2046,5188,70,38
2047,29,0,17
2048,30,0,68
2049,31,0,171
2050,2057,0,166
2051,4341,0,234
2052,2052,0,338
2053,2050,0,97
2054,2051,0,97
2055,2049,0,166
2056,2053,0,303
2057,2039,0,234
2058,2055,0,200
2059,2056,0,338
2060,2163,0,114
2061,2164,0,78
2062,2165,0,45
2063,2166,0,45
2064,2167,0,159
2065,2168,0,352
2066,2169,0,210
2067,2170,0,186
2068,2171,0,186
2069,2172,0,162
2070,2173,0,138
2071,2174,0,233
2072,2175,0,233
2073,2176,0,305
2074,5659,0,78
2075,5660,0,78
2076,5661,0,78
2077,4206,0,90
2078,2177,0,114
2079,2178,0,78
2080,2179,0,45
2081,2180,0,45
2082,2181,0,159
2083,2182,0,352
2084,2183,0,210
2085,2184,0,186
2086,2185,0,186
2087,2186,0,162
2088,2187,0,138
2089,2188,0,305
2090,2189,0,233
2091,2190,0,233
2092,5662,0,78
2093,5663,0,78
2094,5664,0,78
2095,4354,0,90
2096,2222,0,333
2097,2223,0,132
2098,2224,0,132
2099,2225,0,463
2100,2226,0,1028
2101,2227,0,472
2102,2228,0,472
2103,2210,0,338
2104,2208,0,97
2105,2209,0,97
2106,2207,0,166
2107,2211,0,510
2108,2212,0,338
2109,2213,0,338
2110,2240,0,234
2111,2241,0,200
2112,2235,0,407
2113,2060,0,131
2114,2059,0,166
2115,2239,0,200
2116,1557,0,62
2117,1939,0,131
2118,2086,0,648
2119,2058,0,648
2120,1814,0,338
2121,1938,0,338
2122,1837,0,338
2123,1570,0,234
2124,2156,0,166
2125,2157,0,97
2126,1564,0,131
2127,1621,0,131
2128,1620,0,131
2129,1828,0,340
2130,2085,0,340
2131,2204,0,280
2132,2203,0,80
2133,2202,0,80
2134,2201,0,130
2135,191,0,234
2136,2237,0,441
2137,2236,0,131
2138,2238,0,200
2139,2162,0,131
2140,1830,0,269
2141,1829,0,200
2142,1559,0,200
2143,1560,0,270
2144,2242,0,648
2145,2205,0,238
2146,2206,0,238
2147,2298,0,159
2148,2299,0,352
2149,2300,0,210
2150,2302,0,186
2151,2307,0,162
2152,2301,0,233
2153,2306,0,233
2154,2305,0,305
2155,2295,0,114
2156,2294,0,78
2157,2296,0,45
2158,2297,0,45
2159,2303,0,186
2160,2304,0,138
2161,4360,0,90
2162,4361,0,90
2163,5665,0,78
2164,5666,0,78
2165,5667,0,78
2166,2279,0,159
2167,2280,0,352
2168,2281,0,210
2169,2283,0,186
2170,2288,0,162
2171,2282,0,233
2172,2287,0,233
2173,2286,0,305
2174,2276,0,114
2175,2275,0,78
2176,2277,0,45
2177,2278,0,45
2178,2284,0,186
2179,2285,0,138
2180,4362,0,90
2181,4363,0,90
2182,5668,0,78
2183,5669,0,78
2184,5670,0,78
2185,2251,0,670
2186,1422,0,653
2187,2341,0,167
2188,2344,0,340
2189,2343,0,97
2190,2342,0,97
2191,2345,0,514
2192,2346,0,340
2193,2347,0,444
2194,2348,0,236
2195,2335,0,271
2196,2338,0,271
2197,2337,0,271
2198,2336,0,271
2199,2332,0,132
2200,2334,0,201
2201,2333,0,132
2202,2325,0,167
2203,2328,0,340
2204,2327,0,97
2205,2326,0,97
2206,2329,0,514
2207,2331,0,236
2208,2330,0,271
2209,1813,0,236
2210,2289,0,271
2211,2496,0,271
2212,2361,0,236
2213,2220,0,271
2214,2218,0,271
2215,2219,0,271
2216,2324,0,271
2217,2411,0,159
2218,2413,0,352
2219,2412,0,210
2220,2420,0,186
2221,2419,0,162
2222,2414,0,233
2223,2417,0,233
2224,2416,0,305
2225,2407,0,114
2226,2408,0,78
2227,2409,0,45
2228,2410,0,45
2229,2421,0,186
2230,2418,0,138
2231,4376,0,90
2232,4375,0,90
2233,5721,0,78
2234,5722,0,78
2235,5723,0,78
2236,2395,0,159
2237,2397,0,352
2238,2396,0,210
2239,2405,0,186
2240,2404,0,162
2241,2398,0,233
2242,2402,0,233
2243,2401,0,305
2244,2391,0,114
2245,2392,0,78
2246,2393,0,45
2247,2394,0,45
2248,2406,0,186
2249,2403,0,138
2250,4374,0,90
2251,4373,0,90
2252,5718,0,78
2253,5719,0,78
2254,5720,0,78
2255,2362,0,479
2256,2217,0,444
2257,2464,0,236
2258,2216,0,340
2259,2339,0,201
2260,2308,0,271
2261,2200,0,271
2262,2369,0,220
2263,2370,0,280
2264,2368,0,330
2265,2366,0,280
2266,2363,0,130
2267,2365,0,80
2268,2364,0,80
2269,2367,0,530
2270,2221,0,201
2271,2374,0,410
2272,2375,0,340
2273,2380,0,340
2274,2379,0,97
2275,2378,0,97
2276,2377,0,167
2277,2381,0,340
2278,2383,0,653
2279,2389,0,340
2280,2388,0,97
2281,2387,0,97
2282,2386,0,167
2283,2390,0,340
2284,2072,0,0
2285,2073,0,0
2286,2076,0,0
2287,2066,0,0
2288,2068,0,0
2289,2074,0,0
2290,2071,0,0
2291,2067,0,0
2292,2069,0,0
2293,2070,0,0
2294,2075,0,0
2295,4338,0,0
2296,2470,0,0
2297,2466,0,0
2298,2468,0,0
2299,2469,0,0
2300,2475,0,0
2301,2473,0,0
2302,2474,0,0
2303,2476,0,0
2304,2482,0,0
2305,2479,0,0
2306,2480,0,0
2307,2481,0,0
2308,2485,0,0
2309,2483,0,0
2310,2484,0,0
2311,2486,0,0
2312,2471,0,0
2313,2472,0,0
2314,4392,0,0
2315,2477,0,0
2316,2354,0,280
2317,2353,0,80
2318,2352,0,80
2319,2351,0,130
2320,2359,0,190
2321,2357,0,280
2322,2356,0,280
2323,2355,0,420
2324,2448,0,250
2325,2371,0,220
2326,2509,0,220
2327,2372,0,220
2328,2534,0,358
2329,2539,0,280
2330,2538,0,80
2331,2537,0,80
2332,2536,0,130
2333,2541,0,358
2334,2546,0,280
2335,2545,0,80
2336,2544,0,80
2337,2543,0,130
2338,2573,0,280
2339,2575,0,420
2340,2574,0,250
2341,2581,0,220
2342,2580,0,190
2343,2576,0,280
2344,2578,0,280
2345,2577,0,360
2346,2569,0,130
2347,2570,0,130
2348,2571,0,80
2349,2572,0,80
2350,2582,0,220
2351,2579,0,160
2352,4398,0,570
2353,5739,0,80
2354,5740,0,80
2355,5741,0,80
2356,2559,0,280
2357,2561,0,420
2358,2560,0,250
2359,2567,0,220
2360,2566,0,190
2361,2562,0,280
2362,2564,0,280
2363,2563,0,360
2364,2555,0,130
2365,2556,0,130
2366,2557,0,80
2367,2558,0,80
2368,2568,0,220
2369,2565,0,160
2370,4397,0,340
2371,5731,0,80
2372,5737,0,80
2373,5738,0,80
2374,4396,0,340
2375,2457,0,340
2376,2456,0,340
2377,2044,0,620
2378,4370,0,190
2379,2340,0,220
2380,2495,0,220
2381,2452,0,280
2382,2450,0,280
2383,2462,0,250
2384,4371,0,280
2385,2323,0,140
2386,2349,0,160
2387,2453,0,190
2388,2350,0,160
2389,2439,0,80
2390,2438,0,80
2391,2491,0,110
2392,2490,0,110
2393,2489,0,110
2394,2488,0,110
2395,2437,0,130
2396,2530,0,220
2397,2668,0,220
2398,2633,0,220
2399,2629,0,220
2400,2628,0,220
2401,2627,0,220
2402,2626,0,220
2403,2625,0,220
2404,2508,0,220
2405,2630,0,140
2406,2511,0,280
2407,2497,0,280
2408,2510,0,280
2409,2440,0,280
2410,2446,0,280
2411,2455,0,330
2412,2445,0,330
2413,1699,0,360
2414,2669,0,360
2415,2513,0,390
2416,2716,0,160
2417,2717,0,160
2418,2718,0,110
2419,2719,0,110
2420,2720,0,310
2421,2721,0,480
2422,2722,0,250
2423,4424,0,190
2424,2724,0,160
2425,2725,0,160
2426,2726,0,110
2427,2727,0,110
2428,2728,0,330
2429,2729,0,480
2430,2730,0,250
2431,4425,0,280
2432,2732,0,160
2433,2733,0,160
2434,2734,0,110
2435,2735,0,110
2436,2736,0,360
2437,2737,0,590
2438,2738,0,480
2439,2739,0,280
2440,2741,0,160
2441,2742,0,160
2442,2743,0,110
2443,2744,0,110
2444,2745,0,390
2445,2748,0,480
2446,2749,0,480
2447,2750,0,280
2448,2778,0,280
2449,2780,0,390
2450,2779,0,280
2451,2786,0,220
2452,2784,0,190
2453,2781,0,280
2454,2782,0,280
2455,2783,0,360
2456,2775,0,130
2457,2774,0,130
2458,2776,0,80
2459,2777,0,80
2460,2787,0,220
2461,2785,0,160
2462,4417,0,280
2463,4416,0,280
2464,5745,0,80
2465,5746,0,80
2466,5747,0,80
2467,2763,0,280
2468,2765,0,390
2469,2764,0,280
2470,2771,0,220
2471,2769,0,190
2472,2766,0,280
2473,2767,0,280
2474,2768,0,360
2475,2760,0,130
2476,2759,0,130
2477,2761,0,80
2478,2762,0,80
2479,2772,0,220
2480,2770,0,160
2481,4419,0,280
2482,4418,0,5
2483,5742,0,80
2484,5743,0,80
2485,5744,0,80
2486,2690,0,280
2487,4423,0,280
2488,2692,0,130
2489,2693,0,80
2490,2694,0,80
2491,2695,0,280
2492,2696,0,250
2493,2698,0,280
2494,2699,0,360
2495,2701,0,130
2496,2702,0,80
2497,2703,0,80
2498,2704,0,280
2499,2705,0,220
2500,2458,0,130
2501,2634,0,220
2502,2667,0,220
2503,4421,0,110
2504,4422,0,110
2505,4420,0,110
2506,2500,0,130
2507,2461,0,190
2508,2460,0,190
2509,2459,0,190
2510,2499,0,190
2511,2503,0,190
2512,2502,0,190
2513,2501,0,190
2514,2498,0,190
2515,4368,0,110
2516,4367,0,110
2517,4366,0,110
2518,4365,0,110
2519,4364,0,110
2520,2360,0,160
2521,4388,0,190
2522,4369,0,190
2523,4379,0,390
2524,2801,0,160
2525,2829,0,420
2526,4378,0,280
2527,4372,0,280
2528,2837,0,220
2529,2822,0,420
2530,2821,0,360
2531,2812,0,220
2532,2512,0,280
2533,2824,0,190
2534,2823,0,280
2535,2320,0,280
2536,2817,0,280
2537,2816,0,80
2538,2815,0,80
2539,2814,0,130
2540,2813,0,130
2541,2820,0,220
2542,2819,0,280
2543,2756,0,130
2544,2650,0,540
2545,2807,0,590
2546,2805,0,280
2547,2804,0,80
2548,2803,0,80
2549,2802,0,130
2550,2810,0,190
2551,2809,0,220
2552,2808,0,280
2553,2806,0,280
2554,2533,0,220
2555,2532,0,220
2556,2631,0,220
2557,2811,0,250
2558,4415,0,190
2559,2620,0,250
2560,2619,0,250
2561,2618,0,250
2562,2617,0,250
2563,2616,0,360
2564,2615,0,360
2565,2614,0,360
2566,2613,0,360
2567,2612,0,280
2568,2611,0,80
2569,2610,0,80
2570,2609,0,130
2571,2608,0,280
2572,2607,0,80
2573,2606,0,80
2574,2605,0,130
2575,2604,0,280
2576,2603,0,80
2577,2602,0,80
2578,2601,0,130
2579,2600,0,280
2580,2599,0,80
2581,2598,0,80
2582,2597,0,130
2583,2624,0,220
2584,2623,0,220
2585,2622,0,220
2586,2621,0,220
2587,2836,0,220
2588,2835,0,220
2589,2834,0,220
2590,2833,0,160
2591,2832,0,220
2592,2494,0,160
2593,2493,0,140
2594,2492,0,160
2595,2662,0,250
2596,4377,0,190
2597,2830,0,420
2598,2818,0,280
2599,2800,0,130
2600,3026,0,220
2601,3025,0,220
2602,2672,0,220
2603,2674,0,130
2604,2675,0,80
2605,2676,0,80
2606,2677,0,280
2607,2678,0,130
2608,2679,0,280
2609,2681,0,190
2610,2686,0,280
2611,2685,0,80
2612,2684,0,80
2613,2683,0,130
2614,2687,0,130
2615,2688,0,280
2616,5748,0,80
2617,5749,0,80
2618,5750,0,80
2619,4431,0,280
2620,4430,0,280
2621,2854,0,220
2622,2853,0,220
2623,2852,0,190
2624,2851,0,160
2625,2850,0,360
2626,2849,0,280
2627,2848,0,280
2628,2847,0,130
2629,2846,0,280
2630,2845,0,390
2631,2844,0,280
2632,2843,0,80
2633,2842,0,80
2634,2841,0,130
2635,5751,0,80
2636,5752,0,80
2637,5753,0,80
2638,4433,0,280
2639,4432,0,280
2640,2870,0,220
2641,2869,0,220
2642,2868,0,190
2643,2867,0,160
2644,2866,0,360
2645,2865,0,280
2646,2864,0,280
2647,2863,0,130
2648,2862,0,280
2649,2861,0,390
2650,2860,0,280
2651,2859,0,80
2652,2858,0,80
2653,2857,0,130
2654,2912,0,0
2655,2909,0,0
2656,2910,0,0
2657,2911,0,0
2658,2919,0,0
2659,2916,0,0
2660,2920,0,0
2661,2913,0,0
2662,2914,0,0
2663,2915,0,0
2664,2917,0,0
2665,4453,0,0
2666,2918,0,0
2667,2940,0,220
2668,2939,0,190
2669,2938,0,280
2670,2937,0,280
2671,2936,0,280
2672,2935,0,80
2673,2934,0,80
2674,2933,0,130
2675,2932,0,220
2676,2930,0,160
2677,2931,0,160
2678,2929,0,360
2679,2927,0,280
2680,2928,0,280
2681,2926,0,280
2682,2925,0,280
2683,2924,0,80
2684,2923,0,80
2685,2922,0,130
2686,2887,0,330
2687,2886,0,120
2688,2885,0,120
2689,2884,0,180
2690,2888,0,540
2691,2905,0,190
2692,2890,0,220
2693,4403,0,110
2694,4404,0,110
2695,4402,0,110
2696,2447,0,220
2697,2659,0,220
2698,2215,0,160
2699,2960,0,280
2700,2962,0,130
2701,2963,0,80
2702,2964,0,80
2703,2965,0,280
2704,4440,0,280
2705,2967,0,190
2706,2968,0,280
2707,2970,0,280
2708,2972,0,130
2709,2973,0,80
2710,2974,0,80
2711,2975,0,280
2712,2976,0,540
2713,2978,0,190
2714,2979,0,280
2715,3004,0,280
2716,3005,0,540
2717,3006,0,280
2718,3013,0,220
2719,3010,0,190
2720,3007,0,280
2721,3008,0,280
2722,3009,0,360
2723,3000,0,130
2724,3001,0,130
2725,3002,0,80
2726,3003,0,80
2727,3012,0,220
2728,3011,0,160
2729,4444,0,250
2730,4443,0,250
2731,2990,0,280
2732,2992,0,280
2733,2991,0,540
2734,2999,0,220
2735,2996,0,190
2736,2993,0,280
2737,2994,0,280
2738,2995,0,360
2739,2986,0,130
2740,2987,0,130
2741,2988,0,80
2742,2989,0,80
2743,2998,0,220
2744,2997,0,160
2745,4442,0,250
2746,4441,0,250
2747,2947,0,280
2748,2948,0,540
2749,2945,0,220
2750,2956,0,220
2751,4439,0,190
2752,1802,0,540
2753,2959,0,220
2754,2958,0,220
2755,2957,0,280
2756,2954,0,220
2757,2951,0,220
2758,2953,0,220
2759,2952,0,220
2760,2949,0,220
2761,4387,0,190
2762,2946,0,220
2763,2944,0,220
2764,2943,0,140
2765,2942,0,140
2766,2941,0,140
2767,2799,0,220
2768,2828,0,160
2769,2661,0,160
2770,2955,0,160
2771,1403,0,220
2772,2798,0,280
2773,3077,0,540
2774,3079,0,280
2775,3033,0,220
2776,3115,0,220
2777,3065,0,280
2778,3064,0,280
2779,3057,0,280
2780,3056,0,280
2781,3055,0,280
2782,3054,0,280
2783,3049,0,280
2784,3048,0,80
2785,3047,0,80
2786,3046,0,130
2787,3045,0,280
2788,3044,0,80
2789,3043,0,80
2790,3042,0,130
2791,3041,0,280
2792,3040,0,80
2793,3039,0,80
2794,3038,0,130
2795,3037,0,280
2796,3036,0,80
2797,3035,0,80
2798,3034,0,130
2799,3032,0,140
2800,1404,0,140
2801,3031,0,140
2802,3073,0,130
2803,3074,0,80
2804,3075,0,80
2805,3076,0,280
2806,3078,0,360
2807,3080,0,250
2808,3070,0,220
2809,3069,0,220
2810,3109,0,140
2811,2358,0,360
2812,4445,0,280
2813,3117,0,140
2814,3104,0,540
2815,3103,0,220
2816,3100,0,280
2817,3093,0,360
2818,3099,0,140
2819,3098,0,140
2820,3097,0,140
2821,3096,0,140
2822,3071,0,220
2823,3105,0,540
2824,3241,0,220
2825,3114,0,140
2826,3110,0,130
2827,3111,0,80
2828,3112,0,80
2829,3113,0,280
2830,3118,0,280
2831,4449,0,220
2832,4448,0,220
2833,4447,0,220
2834,4446,0,220
2835,3116,0,360
2836,5775,0,80
2837,5776,0,80
2838,5777,0,80
2839,5772,0,80
2840,5773,0,80
2841,5774,0,80
2842,3101,0,280
2843,3102,0,280
2844,3162,0,280
2845,3163,0,420
2846,3164,0,280
2847,3170,0,220
2848,3169,0,190
2849,3165,0,280
2850,3166,0,280
2851,3167,0,360
2852,3158,0,130
2853,3159,0,130
2854,3160,0,80
2855,3161,0,80
2856,3171,0,220
2857,3168,0,160
2858,4460,0,190
2859,4459,0,190
2860,5801,0,80
2861,5802,0,80
2862,5803,0,80
2863,3176,0,280
2864,3177,0,420
2865,3178,0,280
2866,3184,0,220
2867,3183,0,190
2868,3179,0,280
2869,3180,0,280
2870,3181,0,360
2871,3172,0,130
2872,3173,0,130
2873,3174,0,80
2874,3175,0,80
2875,3185,0,220
2876,3182,0,160
2877,4462,0,190
2878,4461,0,190
2879,5804,0,80
2880,5805,0,80
2881,5806,0,80
2882,3126,0,280
2883,3137,0,280
2884,3147,0,130
2885,3128,0,130
2886,3139,0,130
2887,3135,0,130
2888,3130,0,80
2889,3141,0,80
2890,3145,0,190
2891,3133,0,190
2892,3131,0,280
2893,3142,0,280
2894,3129,0,80
2895,3140,0,80
2896,3146,0,280
2897,3134,0,280
2898,4456,0,280
2899,3143,0,540
2900,3219,0,540
2901,3218,0,280
2902,3217,0,80
2903,3216,0,80
2904,3215,0,130
2905,3222,0,220
2906,3221,0,280
2907,3223,0,220
2908,3220,0,280
2909,3211,0,540
2910,3210,0,280
2911,3209,0,80
2912,3208,0,80
2913,3207,0,130
2914,3206,0,130
2915,3205,0,120
2916,2898,0,250
2917,2899,0,250
2918,2900,0,250
2919,2901,0,250
2920,2891,0,250
2921,2892,0,250
2922,2893,0,250
2923,2894,0,250
2924,3212,0,280
2925,3213,0,280
2926,2889,0,250
2927,3203,0,280
2928,3202,0,280
2929,3201,0,80
2930,3200,0,80
2931,3199,0,130
2932,3095,0,140
2933,3204,0,280
2934,3157,0,360
2935,3255,0,250
2936,3094,0,140
2937,3108,0,140
2938,3372,0,0
2939,3373,0,0
2940,3374,0,0
2941,3375,0,0
2942,3376,0,0
2943,3377,0,0
2944,3378,0,0
2945,3379,0,0
2946,3380,0,0
2947,3381,0,0
2948,3382,0,0
2949,4479,0,0
2950,2649,0,280
2951,2648,0,80
2952,2647,0,80
2953,2646,0,130
2954,2651,0,280
2955,2653,0,280
2956,2652,0,280
2957,2656,0,220
2958,2655,0,190
2959,2654,0,160
2960,2660,0,220
2961,2658,0,220
2962,2638,0,280
2963,2637,0,80
2964,2636,0,80
2965,2635,0,130
2966,2639,0,420
2967,2645,0,220
2968,2644,0,220
2969,2643,0,190
2970,2642,0,360
2971,2641,0,280
2972,2640,0,280
2973,4385,0,190
2974,2663,0,160
2975,2632,0,220
2976,2449,0,140
2977,2531,0,250
2978,2504,0,330
2979,2505,0,120
2980,2506,0,120
