"rownum","MtxTypeGameSpecific","Id","AOFile","MapAOFile","f32_34","MiscObject","PortalEffect","f32_62","string_66","PortalEffectLarge","i32_82","i32_86","Script","MiscObjectDummy"
127,2502,128,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_lightning/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_lightning/rig_map.ao",1,"","",1,"","",0,0,"",""
128,2503,129,"Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_ghostflame/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/stygian_portal_ghostflame/rig_map.ao",1,"","",1,"","",0,0,"",""
129,2359,130,"Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal_map.ao",1,"","",1,"","",0,0,"",""
130,2404,131,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal_map.ao",1,"","",1,"","",0,0,"",""
131,2419,132,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal_map.ao",1,"","",1,"","",0,0,"",""
132,2430,133,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumMergedPortal/PandemoniumMergedPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumMergedPortal/PandemoniumMergedPortal_map.ao",1,"","",1,"","",0,0,"",""
133,2453,134,"Metadata/Effects/Microtransactions/Town_Portals/VoidPortal/VoidPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VoidPortal/VoidPortal_map.ao",1,"","",1,"","",0,0,"",""
134,2454,135,"","",1,"","",1,"","",0,0,"",""
135,2435,136,"Metadata/Effects/Microtransactions/Town_Portals/HarvestPortal/HarvestPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarvestPortal/HarvestPortal_map.ao",1,"","",1,"","",0,0,"",""
136,2529,137,"Metadata/Effects/Microtransactions/Town_Portals/WinterDragonPortal/WinterDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WinterDragonPortal/WinterDragonPortal_map.ao",1,"","",1,"","",0,0,"",""
137,2477,138,"Metadata/Effects/Microtransactions/Town_Portals/GoddessPortal/GoddessPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GoddessPortal/GoddessPortal_map.ao",1,"","",1,"","",0,0,"",""
138,2566,139,"Metadata/Effects/Microtransactions/Town_Portals/TwilightSunrisePortal/TwilightSunrisePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightSunrisePortal/TwilightSunrisePortal_map.ao",1,"","",1,"","",0,0,"",""
139,2580,140,"Metadata/Effects/Microtransactions/Town_Portals/TwilightNightfallPortal/TwilightNightfallPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightNightfallPortal/TwilightNightfallPortal_map.ao",1,"","",1,"","",0,0,"",""
140,2591,141,"Metadata/Effects/Microtransactions/Town_Portals/TwilightPortal/TwilightPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightPortal/TwilightPortal_map.ao",1,"","",1,"","",0,0,"",""
141,2643,142,"Metadata/Effects/Microtransactions/Town_Portals/TemplePortal/TemplePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TemplePortal/TemplePortal_map.ao",1,"","",1,"","",0,0,"",""
142,2655,143,"Metadata/Effects/Microtransactions/Town_Portals/DarkwoodPortal/DarkwoodPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkwoodPortal/DarkwoodPortal_map.ao",1,"","",1,"","",0,0,"",""
143,2665,144,"Metadata/Effects/Microtransactions/Town_Portals/GuillotinePortal/GuillotinePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GuillotinePortal/GuillotinePortal _map.ao",1,"","",1,"","",0,0,"",""
144,2554,145,"Metadata/Effects/Microtransactions/Town_Portals/AdiyahPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/AdiyahPortal/rig_map.ao",1,"","",1,"","",0,0,"",""
145,2705,146,"Metadata/Effects/Microtransactions/Town_Portals/FaithswornPortal/FaithswornPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/FaithswornPortal/FaithswornPortal_map.ao",1,"","",1,"","",0,0,"",""
146,2810,147,"Metadata/Effects/Microtransactions/Town_Portals/WinterVikingPortal/WinterVikingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WinterVikingPortal/WinterVikingPortal_map.ao",1.2,"","",1,"","",0,0,"",""
147,2825,148,"","",1,"","",1,"","",0,0,"",""
148,2831,149,"Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortal_original.ao","Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortal_map.ao",1,361,"Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortalApparition.ao",1,"Metadata/MiscellaneousObjects/AncestralMapDeviceApparition","Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortal_original.ao",0,0,"AddBuff(mtx_portal_encased_in_magma, infinity);",""
149,2784,150,"Metadata/Effects/Microtransactions/Town_Portals/WarlordMiseryPortal/WarlordMiseryPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordMiseryPortal/WarlordMiseryPortal_map.ao",1,"","",1,"","",0,0,"",""
150,2769,151,"Metadata/Effects/Microtransactions/Town_Portals/WarlordSufferingPortal/WarlordSufferingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordSufferingPortal/WarlordSufferingPortal_map.ao",1,"","",1,"","",0,0,"",""
151,2796,152,"Metadata/Effects/Microtransactions/Town_Portals/WarlordDespairPortal/WarlordDespairPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordDespairPortal/WarlordDespairPortal_map.ao",1,"","",1,"","",0,0,"",""
152,2714,153,"Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal_map.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparition.ao",0.75,"","Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal_map_large.ao",0,0,"",""
153,2722,154,"Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld.ao","Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld_map.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/BreachApparitionPortal.ao",1.15,"","Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld_map_large.ao",0,0,"",""
154,2730,155,"Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_normal.ao","Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_fx_map.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal.ao",1.2,"","Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_map_large.ao",0,0,"",""
155,2739,156,"Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal _map.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortalOshabi.ao",1.4,"","Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal_map_large.ao",0,0,"",""
156,2750,157,"Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal_map.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparition.ao",0.85,"","Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal_map_large.ao",0,0,"",""
157,2837,158,"Metadata/Effects/Microtransactions/Town_Portals/MavenPortal/MavenPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MavenPortal/MavenPortal_map.ao",1,"","",1,"","",0,0,"",""
158,2820,159,"Metadata/Effects/Microtransactions/Town_Portals/RapturePortal/RapturePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RapturePortal/RapturePortal_map.ao",1,"","",1,"","",0,0,"",""
159,2839,160,"Metadata/Effects/Microtransactions/Town_Portals/VaalPyramidPortal/VaalPyramidPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VaalPyramidPortal/VaalPyramidPortal_map.ao",1,"","",1,"","",0,0,"",""
160,2852,161,"Metadata/Effects/Microtransactions/Town_Portals/LightbringerPortal/LightbringerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LightbringerPortal/LightbringerPortal_map.ao",1.1,"","",1,"","",0,0,"",""
161,2868,162,"Metadata/Effects/Microtransactions/Town_Portals/DarkShardPortal/DarkShardPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkShardPortal/DarkShardPortal_map.ao",1,"","",1,"","",0,0,"",""
162,2950,163,"","",1,"","",1,"","",0,0,"",""
163,2881,164,"Metadata/Effects/Microtransactions/Town_Portals/ApollyonPortal/ApollyonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ApollyonPortal/ApollyonPortal_map.ao",1,"","",1,"","",0,0,"",""
164,2905,165,"Metadata/Effects/Microtransactions/Town_Portals/OblivionPortal/OblivionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OblivionPortal/OblivionPortal_map.ao",1,"","",1,"","",0,0,"",""
165,2672,166,"Metadata/Effects/Microtransactions/Town_Portals/SilverCrescentPortal/SilverCrescentPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SilverCrescentPortal/SilverCrescentPortal_map.ao",1,"","",1,"","",0,0,"",""
166,2967,167,"Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparition_map.ao","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparitionPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparitionPortal_large.ao",0,0,"",""
167,2978,168,"Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparition_Large_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/fx_rig_SmallDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparitionSmallDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparition_Large.ao",0,0,"",""
168,2983,169,"Metadata/Effects/Microtransactions/Town_Portals/ExpeditionPortal/ExpeditionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ExpeditionPortal/ExpeditionPortal_map.ao",1,"","",1,"","",0,0,"",""
169,2996,170,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactScavengerPortal/MidnightPactScavengerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactScavengerPortal/MidnightPactScavengerPortal_map.ao",1,"","",1,"","",0,0,"",""
170,3010,171,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactOverseerPortal/MidnightPactOverseerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactOverseerPortal/MidnightPactOverseerPortal_map.ao",1,"","",1,"","",0,0,"",""
171,3022,172,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactPortal/MidnightPactPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactPortal/MidnightPactPortal_map.ao",0.85,"","",1,"","",0,0,"",""
172,3088,173,"Metadata/Effects/Microtransactions/Town_Portals/MyrmidonPortal/MyrmidonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MyrmidonPortal/MyrmidonPortal_map.ao",1,"","",1,"","",0,0,"",""
173,3106,174,"Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map_small.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map.ao",0,0,"",""
174,3107,175,"Metadata/Effects/Microtransactions/Town_Portals/ZenithPortal/ZenithPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ZenithPortal/ZenithPortal_map.ao",1,"","",1,"","",0,0,"",""
175,3120,176,"Metadata/Effects/Microtransactions/Town_Portals/ArcticCrystalPortal/ArcticCrystalPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ArcticCrystalPortal/ArcticCrystalPortal_map.ao",1,"","",1,"","",0,0,"",""
176,2918,177,"Metadata/Effects/Microtransactions/Town_Portals/JingweiPortal/JingweiPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/JingweiPortal/JingweiPortal_map.ao",1,"","",1,"","",0,0,"",""
177,3169,178,"Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal_map.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal_map_large.ao",0,0,"",""
178,3183,179,"Metadata/Effects/Microtransactions/Town_Portals/DeepwaterPortal/AtlantisDeepwaterPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DeepwaterPortal/AtlantisDeepwaterPortal_map.ao",1,"","",1,"","",0,0,"",""
179,3193,180,"Metadata/Effects/Microtransactions/Town_Portals/AtlantisPortal/AtlantisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AtlantisPortal/AtlantisPortal_map.ao",1,"","",1,"","",0,0,"",""
180,3133,181,"Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal_map.ao","Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegeApparition_small.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal_large.ao",0,0,"",""
181,3145,182,"Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal_map.ao","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal_large.ao",0,0,"",""
182,3123,183,"Metadata/Effects/Microtransactions/Town_Portals/MirrorPortal/Xenozak_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/MirrorPortal/Xenozak_Portal_Map.ao",1,"","",1,"","",0,0,"",""
183,3264,184,"Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal_Large.ao",0,0,"",""
184,3292,185,"Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerApparitionPortal_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerApparitionPortal_Large.ao",0,0,"",""
185,3282,186,"Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarApparitionPortal_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarSmallMapDeviceApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarApparitionPortal_Large.ao",0,0,"",""
186,3272,187,"Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderApparitionPortal_Large_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderApparitionSmall.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderApparitionPortal_Large.ao",0,0,"",""
187,3301,188,"Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorApparitionPortal_Large_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorSmallMapDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorApparitionPortal_Large.ao",0,0,"",""
188,3430,189,"Metadata/Effects/Microtransactions/Town_Portals/ThunderSwirl/ThunderSwirlPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThunderSwirl/ThunderSwirlPortal_map.ao",1,"","",1,"","",0,0,"",""
189,3369,190,"Metadata/Effects/Microtransactions/Town_Portals/HarmonyDivergencePortal/HarmonyDivergencePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarmonyDivergencePortal/HarmonyDivergencePortal_map.ao",1,"","",1,"","",0,0,"",""
190,3354,191,"Metadata/Effects/Microtransactions/Town_Portals/HarmonyHeritagePortal/HarmonyHeritagePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarmonyHeritagePortal/HarmonyHeritagePortal_map.ao",1,"","",1,"","",0,0,"",""
191,3403,192,"Metadata/Effects/Microtransactions/Town_Portals/VulcanPortal/VulcanPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VulcanPortal/VulcanPortal_map.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/VulcanPortal/VulcanPortal.ao",0,0,"",""
192,3446,193,"","",1,"","",1,"","",0,0,"",""
193,3342,194,"Metadata/Effects/Microtransactions/Town_Portals/HarmonyPortal/HarmonyPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarmonyPortal/HarmonyPortal_map.ao",1,"","",1,"","",0,0,"",""
194,3379,195,"Metadata/Effects/Microtransactions/Town_Portals/ThunderPortal/ThunderPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ThunderPortal/ThunderPortal_map.ao",1,"","",1,"","",0,0,"",""
195,3583,196,"Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarBossPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarBossPortal.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/DarkstarApparitionPortal/DarkstarBossPortal.ao",0,0,"",""
196,3584,197,"Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorPortal.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/IncineratorApparitionPortal/IncineratorPortal.ao",0,0,"",""
197,3585,198,"Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderPortal.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/EnderPortal/EnderPortal.ao",0,0,"",""
198,3586,199,"Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerBossPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerBossPortal.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/DevourerApparitionPortal/DevourerBossPortal.ao",0,0,"",""
199,3454,200,"Metadata/Effects/Microtransactions/Town_Portals/KnightmasterPortal/KnightmasterPortal_map.ao","Metadata/Effects/Microtransactions/Town_Portals/KnightmasterPortal/KnightmasterPortalMapDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/KnightmasterPortal/KnightmasterApparitionDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/KnightmasterPortal/KnightmasterPortal_map_large.ao",0,0,"",""
200,3588,201,"","",1,"","",1,"","",0,0,"",""
201,3591,202,"Metadata/Effects/Microtransactions/Town_Portals/AristocratPortal/AristocratPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AristocratPortal/AristocratPortal_map.ao",1,273,"",1,"","",0,0,"",""
202,3592,203,"Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/MasqueradePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/MasqueradePortal_map.ao",1,340,"",1,"","",0,0,"",""
203,3486,204,"Metadata/Effects/Microtransactions/Town_Portals/AtlasVoidstonePortal/AtlasVoidstonePortal_Controller.ao","Metadata/Effects/Microtransactions/Town_Portals/AtlasVoidstonePortal/AtlasVoidstonePortal_Controller_map.ao",1,"","",1,"","",0,0,"",""
204,3616,205,"Metadata/Effects/Microtransactions/Town_Portals/TentacleApparition/TentacleApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TentacleApparition/TentacleApparitionPortal_map.ao",1,"","",1,"","",0,0,"",""
205,3709,206,"Metadata/Effects/Microtransactions/Town_Portals/LakePortal/LakePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LakePortal/LakePortal_map.ao",1,"","",1,"","",0,0,"",""
206,3700,207,"Metadata/Effects/Microtransactions/Town_Portals/MistPortal/MistPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MistPortal/MistPortal_map.ao",1,"","",1,"","",0,0,"",""
207,3833,208,"Metadata/Effects/Microtransactions/Town_Portals/SoulWellPortal/SoulWellPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SoulWellPortal/SoulWellPortal_map.ao",1,352,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/SoulWellPortal/SoulWellPortal_map.ao",0,0,"",""
208,3593,209,"Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Orange_MasqueradePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Orange_MasqueradePortal_map.ao",1,347,"",1,"","",0,0,"",""
209,3594,210,"Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Red_MasqueradePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Red_MasqueradePortal_map.ao",1,345,"",1,"","",0,0,"",""
210,3595,211,"Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Purple_MasqueradePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MasqueradePortal/Purple_MasqueradePortal_map.ao",1,346,"",1,"","",0,0,"",""
211,3814,212,"Metadata/Effects/Microtransactions/Town_Portals/ChronomancerPortal/ao/chronomancerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ChronomancerPortal/ao/chronomancerPortal_map.ao",1,349,"",1,"","",0,0,"",""
212,3825,213,"Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map_small.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map.ao",0,0,"",""
213,3910,214,"Metadata/Effects/Microtransactions/Town_Portals/TencentLunarPortal/TencentLunarPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TencentLunarPortal/TencentLunarPortal_map.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/TencentLunarPortal/TencentLunarPortal_map.ao",0,0,"",""
214,3934,215,"Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_map.ao",1,369,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_map.ao",0,0,"globals.sun_portals.Call(sync_animations, this);",""
215,3872,216,"Metadata/Effects/Microtransactions/Town_Portals/CrucibleFountain_Portal/CrucibleFountainPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/CrucibleFountain_Portal/CrucibleFountainPortal_map.ao",1,379,"",1,"","",0,0,"",""
216,3935,217,"Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Lunar.ao","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Lunar_map.ao",1,375,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Lunar_map.ao",0,0,"globals.sun_portals.Call(sync_animations, this);",""
217,3936,218,"Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Demonic.ao","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Demonic_map.ao",1,376,"",1,"","Metadata/Effects/Microtransactions/Town_Portals/SunApparitionPortal/SunApparitionPortal_Demonic_map.ao",0,0,"globals.sun_portals.Call(sync_animations, this);",""
218,3863,219,"Metadata/Effects/Microtransactions/Town_Portals/WitchdoctorPortal/WitchdoctorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WitchdoctorPortal/WitchdoctorPortal _map.ao",1,"","",1,"","",0,0,"",""
219,6388,229,"Metadata/Effects/Microtransactions/Town_Portals/AncestorPortal/AncestorPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AncestorPortal/AncestorPortal_map.ao",1,620,"",1,"","",0,0,"",""
220,6389,231,"Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/GiantToadPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/GiantToadPortal_map.ao",1,621,"",1,"","",0,0,"",""
221,6390,232,"Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Albino_GiantToadPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Albino_GiantToadPortal_map.ao",1,622,"",1,"","",0,0,"",""
222,6391,233,"Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Green_GiantToadPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GiantToadPortal/Green_GiantToadPortal_map.ao",1,623,"",1,"","",0,0,"",""
223,6585,234,"Metadata/Effects/Microtransactions/Town_Portals/AzmeriPortal/AzmeriPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AzmeriPortal/AzmeriPortal_map.ao",1,655,"",1,"","",0,0,"",""
224,6574,238,"Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/PerchedGargoylePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PerchedGargoylePortal/PerchedGargoylePortal_map.ao",1,643,"",1,"","",0,0,"",""
