"rownum","BaseItemType","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemType","IsVaalVariant","GlobalSkillLevelStat","GemType","bool_65","bool_66","AwakenedVariant","RegularVariant","GemColour","MinLevelReq","ItemExperienceType","CraftingTypes","MtxSlotTypes","bool_139","GemEffects","bool_156","TutorialVideo","UI_Image","i32_173","CraftingLevel","bool_181","i32_182","bool_186","SearchTerms","Tier","GroundEffect","[rid]_223","BaseSkillGem","bool_247","bool_248","bool_249"
140,3999,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[140],"","","",0,2,"",0,"","[0,2,3]",2,[],[],"",1,"",""
141,4000,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[141],"","","",0,5,"",0,"","[0,2,3]",3,[],[],"",1,"",""
142,4113,0,100,0,"","","",1,1,1,"","",2,5,17,[2],[0],"",[142],"","","",0,2,"",0,"","[1,2,3]",0,[],[],"",1,"",""
143,4180,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[143],"","","",0,1,"",0,"",[4],0,[],[],"",1,"",""
144,556,0,0,100,"","",21770,0,1,1,"","",3,23,0,[1],[0],"",[144],"","Art/Videos/SkillTutorials/Vulnerability.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVulnerability.dds",0,7,"",2,"",[],0,[],[],"",1,"",""
145,4155,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[145],"","","",0,1,"",0,"",[4],0,[],[],"",1,"",""
146,557,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[146],"","","",0,0,"",2,"",[],0,[],[],"","","",""
147,4149,0,0,100,"","","",1,1,1,"","",3,1,17,[7],[0],"",[147],"","","",0,5,"",0,"",[],0,[],[],"",1,"",""
148,4150,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[148],"","","",0,1,"",0,"","[4,2,3]",0,[],[],"",1,"",""
149,4151,0,0,100,"","","",1,1,1,"","",3,1,0,[],[0],"",[149],"","","",0,0,"",0,"","[4,2,3]",0,[],[],"","","",""
150,558,0,100,0,"","","",1,1,1,"","",2,1,0,[6],[0],"",[150],"","","",0,3,"",0,"","[1,2,3]",1,[],[],"",1,"",""
151,559,0,100,0,"","","",1,1,1,"","",2,1,0,[6],[0],"",[151],"","","",0,5,"",0,"",[],2,[],[],"",1,"",""
152,3968,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[152],"","","",0,1,"",0,"",[0],1,[],[],"",1,"",""
153,3969,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[153],"","","",0,4,"",0,"",[0],2,[],[],"",1,"",""
154,3970,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[154],"","","",0,5,"",0,"",[0],3,[],[],"",1,"",""
155,560,0,100,0,"","","",0,1,1,"","",2,11,0,[2],[0],"",[155],"","","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePlagueBearer.dds",0,4,"",2,"",[],0,[],[],"",1,1,""
156,4178,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[156],"","","",0,3,"",0,"",[4],1,[],[],"",1,"",""
157,4179,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[157],"","","",0,4,"",0,"",[4],2,[],[],"",1,"",""
158,4002,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[158],"","","",0,1,"",0,"",[0],1,[],[],"",1,"",""
159,4003,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[159],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
160,4004,100,0,0,"","","",1,1,1,"","",1,65,0,[],[0],"",[160],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
161,4009,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[161],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
162,4010,100,0,0,"","","",1,1,1,"","",1,1,17,[6],[0],"",[162],"","","",0,5,"",0,"",[0],2,[],[],"",1,"",""
163,4011,100,0,0,"","","",1,1,1,"","",1,1,17,[],[0],"",[163],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
164,561,50,50,0,"","","",0,1,1,"","",4,32,0,[9],"[0,1]","",[164],"","Art/Videos/SkillTutorials/SiegeBallista.bk2","",0,9,"",2,"",[],0,[],[],"",1,"",""
165,4085,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[165],"","","",0,2,"",0,"","[1,2,3]",1,[],[],"",1,"",""
166,4086,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[166],"","","",0,4,"",0,"","[1,2,3]",2,[],[],"",1,"",""
167,4087,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[167],"","","",0,5,"",0,"","[1,2,3]",3,[],[],"",1,"",""
168,545,100,0,0,"","","",0,1,1,"","",1,42,0,[6],[0],"",[168],"","Art/Videos/SkillTutorials/SeismicCry.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSeismicCry.dds",0,11,"",2,"",[],0,[],[],"",1,"",""
169,562,100,0,0,"","","",0,1,1,"","",1,23,0,[6],[0],"",[169],"","Art/Videos/SkillTutorials/Earthshatter.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEarthshatter.dds",0,7,"",2,"",[],0,[],[],"",1,"",""
170,563,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[170],"","","",0,0,"",2,"",[],0,[],[],"","","",""
171,564,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[171],"","","",0,0,"",2,"",[],0,[],[],"","","",""
172,565,0,0,100,"","","",0,1,1,"","",3,1,0,[7],[0],"",[172],"","Art/Videos/SkillTutorials/FlameWall.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageFlameWall.dds",0,1,"",2,"",[],0,[],[],"",1,"",""
173,4195,0,0,100,"","","",1,"",1,"","",3,1,17,[7],[0],"",[173],"","","",0,1,"",0,"","[4,2,3]",0,[],[],"",1,"",""
174,566,0,0,100,"","","",0,1,1,"","",3,42,0,[1],[0],"",[174],"","Art/Videos/SkillTutorials/Hexblast.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageHexblast.dds",2,11,"",2,"",[],0,[],[],"",1,"",""
175,567,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[175],"","","",0,0,"",2,"",[],0,[],[],"","","",""
176,568,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[176],"","","",0,0,"",2,"",[],0,[],[],"","","",""
177,3971,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[177],"","","",0,2,"",0,"",[0],0,[],[],"",1,"",""
178,3972,100,0,0,"","","",1,1,1,"","",1,65,0,[],[0],"",[178],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
179,3978,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[179],"","","",0,2,"",0,"",[0],1,[],[],"",1,"",""
180,3979,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[180],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
181,3980,100,0,0,"","","",1,1,1,"","",1,65,0,[],[0],"",[181],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
182,3973,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[182],"","","",0,1,"",0,"","[0,2,3]",1,[],[],"",1,"",""
183,3974,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[183],"","","",0,4,"",0,"",[],2,[],[],"",1,"",""
184,3975,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[184],"","","",0,5,"",0,"",[],3,[],[],"",1,"",""
185,569,100,0,0,"","","",0,1,1,"","",1,1,0,[6],[0],"",[185],"","Art/Videos/SkillTutorials/Boneshatter.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageBoneshatter.dds",0,1,"",2,"",[],0,[],[],"",1,"",""
186,570,0,0,100,"","","",0,1,1,"","",3,53,0,[7],[0],"",[186],"","Art/Videos/SkillTutorials/EyeOfWinter.bk2","",0,13,"",2,"",[],0,[],[],"",1,"",""
187,571,50,0,50,"","","",0,1,1,"","",4,42,0,[11],[0],"",[187],"","Art/Videos/SkillTutorials/Tornado.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
188,4075,0,100,0,"","","",1,1,1,"","",2,1,0,[2],[0],"",[188],"","","",0,4,"",0,"",[1],0,[],[],"",1,"",""
189,572,0,0,100,"","","",0,1,1,"","",3,53,0,[7],[0],"",[189],"","Art/Videos/SkillTutorials/LightningConduit.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageLightningConduit.dds",0,13,"",2,"",[],0,[],[],"",1,"",""
190,573,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[190],"","","",0,0,"",2,"",[],0,[],[],"","","",""
191,574,100,0,0,"","","",0,1,1,"","",1,23,0,[6],[0],"",[191],"","Art/Videos/SkillTutorials/VolcanicFissure.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVolcanicFissure.dds",0,7,"",2,"",[],0,[],[],"",1,"",""
192,575,0,100,0,"","","",0,1,1,"","",2,15,0,[8],[0],"",[192],"","Art/Videos/SkillTutorials/RapidStrikes.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
193,576,0,100,0,"","","",0,1,1,"","",2,1,0,[8],[0],"",[193],"","Art/Videos/SkillTutorials/Disengage.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
194,577,0,100,0,"","","",0,1,1,"","",2,23,0,[8],[0],"",[194],"","Art/Videos/SkillTutorials/Bloodhunt.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
195,578,0,100,0,"","","",0,1,1,"","",2,1,0,[8],[0],"",[195],"","Art/Videos/SkillTutorials/WhirlingSlash.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
196,579,0,100,0,"","","",0,1,1,"","",2,15,0,[8],[0],"",[196],"","Art/Videos/SkillTutorials/Spearfield.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
197,580,0,0,100,"","","",2,1,1,"","",3,51,0,[],[0],"",[197],1,"","",0,0,"",2,"",[],0,[],[],"","","",""
198,581,0,100,0,"","","",0,1,1,"","",2,7,0,[8],[0],"",[198],"","Art/Videos/SkillTutorials/LightningSpear.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageStormSpear.dds",0,3,"",2,"",[],0,[],[],"",1,"",""
199,582,0,100,0,"","","",0,1,1,"","",2,23,0,[8],[0],"",[199],"","Art/Videos/SkillTutorials/GlacialLance.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
200,583,100,0,0,"","","",0,1,1,"","",1,1,17,[],[0],"",[200],"","","",0,0,"",2,"",[],0,[],[],"","","",""
201,584,100,0,0,"","","",0,1,1,"","",1,1,17,[],[0],"",[201],"","","",0,0,"",2,"",[],0,[],[],"","","",""
202,585,0,50,50,"","","",0,1,1,"","",4,42,0,[10],[0],"",[202],"","Art/Videos/SkillTutorials/WhirlingAssault.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageWhirlingAssault.dds",0,11,"",2,"",[],0,[],[],"",1,"",""
203,586,100,0,0,"","","",0,1,1,"","",1,1,0,[6],[0],"",[203],"","Art/Videos/SkillTutorials/RollingSlam.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDoubleSlam.dds",0,1,"",2,"",[],0,[],[],"",1,"",""
204,587,0,100,0,"","","",0,1,1,"","",2,1,0,[2],[0],"",[204],"","Art/Videos/SkillTutorials/EscapeShot.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageEscapeShot.dds",2,1,"",2,"",[],0,[],[],"",1,"",""
205,588,100,0,0,"","","",0,1,1,"","",1,42,0,[6],[0],"",[205],"","Art/Videos/SkillTutorials/SuperchargedSlam.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSuperchargedSlam.dds",0,11,"",2,"",[],0,[],[],"",1,"",""
206,589,0,100,0,"","","",0,1,1,"","",2,1,17,[],[0],"",[206],"","","",0,0,"",2,"",[],0,[],[],"","","",""
207,590,0,50,50,"","","",0,1,1,"","",4,7,0,[10],[0],"",[207],"","Art/Videos/SkillTutorials/WindBlast.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageWindBlast.dds",0,3,"",2,"",[],0,[],[],"",1,"",""
208,591,50,50,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[208],"","","",0,0,"",2,"",[],0,[],[],"","","",""
209,592,0,100,0,"","","",0,1,1,"","",2,1,0,[],[0],"",[209],"","","",0,0,"",2,"",[],0,[],[],"","","",""
210,593,50,0,50,"","","",0,1,1,"","",4,1,0,[],[0],"",[210],"","","",0,0,"",2,"",[],0,[],[],"","","",""
211,594,100,0,0,"","","",0,1,1,"","",1,1,17,[],[0],"",[211],"","","",0,0,"",2,"",[],0,[],[],"","","",""
212,595,100,0,0,"","","",0,1,1,"","",1,1,17,[],[0],"",[212],"","","",0,0,"",2,"",[],0,[],[],"","","",""
213,596,100,0,0,"","","",0,1,1,"","",1,1,17,[],[0],"",[213],"","","",0,0,"",2,"",[],0,[],[],"","","",""
214,597,100,0,0,"","","",0,1,1,"","",1,1,17,[],[0],"",[214],"","","",0,0,"",2,"",[],0,[],[],"","","",""
215,598,100,0,0,"","","",0,1,1,"","",1,1,17,[],[0],"",[215],"","","",0,0,"",2,"",[],0,[],[],"","","",""
216,599,0,50,50,"","","",0,1,1,"","",4,1,17,[],[0],"",[216],"","","",0,0,"",2,"",[],0,[],[],"","","",""
217,600,0,50,50,"","","",0,1,1,"","",4,23,0,[10],[0],"",[217],"","Art/Videos/SkillTutorials/Wave of Frost.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageWaveofFrost.dds",0,7,"",2,"",[],0,[],[],"",1,"",""
218,601,50,50,0,"","","",0,1,1,"","",4,1,17,[],[0],"",[218],"","","",0,0,"",2,"",[],0,[],[],"","","",""
219,602,50,50,0,"","","",0,1,1,"","",4,1,17,[],[0],"",[219],"","","",0,0,"",2,"",[],0,[],[],"","","",""
220,603,0,50,50,"","","",0,1,1,"","",4,15,0,[10],[0],"",[220],"","Art/Videos/SkillTutorials/IceStrike.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageIceStrike.dds",0,5,"",2,"",[],0,[],[],"",1,"",""
221,3981,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[221],"","","",0,2,"",0,"","[0,2,3]",1,[],[],"",1,"",""
222,3982,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[222],"","","",0,5,"",0,"",[],2,[],[],"",1,"",""
223,4167,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[223],"","","",0,3,"",0,"","[4,2,3]",1,[],[],"",1,"",""
224,4168,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[224],"","","",0,4,"",0,"","[4,2,3]",2,[],[],"",1,"",""
225,3953,100,0,0,"","","",1,1,1,"","",1,1,0,[],[0],"",[225],"","","",0,0,"",0,"",[0],0,[],[],"","","",""
226,3966,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[226],"","","",0,1,"",0,"",[0],1,[],[],"",1,"",""
227,3967,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[227],"","","",0,3,"",0,"",[0],2,[],[],"",1,"",""
228,3990,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[228],"","","",0,1,"",0,"","[0,2,3]",1,[],[],"",1,"",""
229,3991,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[229],"","","",0,3,"",0,"","[0,2,3]",2,[],[],"",1,"",""
230,3992,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[230],"","","",0,5,"",0,"","[0,2,3]",0,[],[],"",1,"",""
231,3954,100,0,0,"","","",1,1,1,"","",1,1,0,[],[0],"",[231],"","","",0,0,"",0,"","[0,2,3]",0,[],[],"","","",""
232,3963,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[232],"","","",0,1,"",0,"","[0,2,3]",1,[],[],"",1,"",""
233,3964,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[233],"","","",0,3,"",0,"","[0,2,3]",2,[],[],"",1,"",""
234,3965,100,0,0,"","","",1,1,1,"","",1,1,0,[],[0],"",[234],"","","",0,0,"",0,"","[0,2,3]",3,[],[],"","","",""
235,3984,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[235],"","","",0,1,"",0,"",[0],0,[],[],"",1,"",""
236,4171,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[236],"","","",0,3,"",0,"","[4,2,3]",0,[],[],"",1,"",""
237,3771,0,50,50,"","","",0,1,1,"","",4,1,0,[10],[0],"",[237],"","Art/Videos/SkillTutorials/GlacialCascade.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageGlacialCascade.dds",2,1,"",2,"",[],0,[],[],"",1,"",""
238,3772,0,0,100,"","","",0,1,1,"","",3,42,0,[7],[0],"",[238],"","Art/Videos/SkillTutorials/Comet.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageComet.dds",1,11,"",2,"",[],0,[],[],"",1,"",""
239,3773,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[240],"","","",0,0,"",2,"",[],0,[],[],"","","",""
240,3774,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[241],"","","",0,0,"",2,"",[],0,[],[],"","","",""
241,3775,0,50,50,"","","",0,1,1,"","",4,1,31,[],[0],"",[242],"","","",0,0,"",2,"",[],0,[],[],"","","",""
242,3776,50,50,0,"","","",0,1,1,"","",4,1,31,[],[0],"",[243],"","","",0,0,"",2,"",[],0,[],[],"","","",""
243,3777,0,50,50,"","","",0,1,1,"","",4,1,31,[],[0],"",[244],"","","",0,0,"",2,"",[],0,[],[],"","","",""
244,3778,0,50,50,"","","",0,1,1,"","",4,1,31,[],[0],"",[245],"","","",0,0,"",2,"",[],0,[],[],"","","",""
245,3779,50,50,0,"","","",0,1,1,"","",4,1,31,[],[0],"",[246],"","","",0,0,"",2,"",[],0,[],[],"","","",""
246,3780,0,50,50,"","","",0,1,1,"","",4,1,31,[],[0],"",[247],"","","",0,0,"",2,"",[],0,[],[],"","","",""
247,3781,0,50,50,"","","",0,1,1,"","",4,1,0,[],[0],"",[248],"","","",0,0,"",2,"",[],0,[],[],"","","",""
248,3782,0,50,50,"","","",0,1,1,"","",4,1,31,[],[0],"",[249],"","","",0,0,"",2,"",[],0,[],[],"","","",""
249,3783,50,0,50,"","","",0,1,1,"","",4,1,0,[],[0],"",[250],"","","",0,0,"",2,"",[],0,[],[],"","","",""
250,3784,50,50,0,"","","",0,1,1,"","",4,23,0,[9],[0],"",[251],"","Art/Videos/SkillTutorials/ArtilleryBallista.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
251,3785,0,0,100,"","","",0,1,1,"","",3,23,0,[7],[0],"",[252],"","Art/Videos/SkillTutorials/ManaTempest.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageManaTempest.dds",0,7,"",2,"",[],0,[],[],"",1,"",""
252,3786,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[253],"","","",2,0,"",2,"",[],0,[],[],"","","",""
253,3791,0,50,50,"","","",0,1,1,"","",4,1,0,[10],[0],"",[254],"","Art/Videos/SkillTutorials/KillingPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageKillingPalm.dds",1,1,"",2,"",[],0,[],[],"",1,"",""
254,3792,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[255],"","","",0,0,"",2,"",[],0,[],[],"","","",""
255,3793,0,50,50,"","","",0,1,1,"","",4,42,0,[10],[0],"",[256],"","Art/Videos/SkillTutorials/ShatteringPalm.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageShatteringPalm.dds",0,11,"",2,"",[],0,[],[],"",1,"",""
256,3794,50,0,50,"","","",0,1,1,"","",4,1,0,[11],[0],"",[257],"","Art/Videos/SkillTutorials/Volcano.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageVolcano.dds",0,1,"",2,"",[],0,[],[],"",1,"",""
257,3795,50,0,50,"","","",0,1,1,"","",4,27,0,[11],[0],"",[258],"","","",0,8,"",2,"",[],0,[],[],"",1,1,""
258,3796,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[259],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
259,4142,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[260],"","","",0,2,"",0,"","[4,5,2,3]",0,[],[],"",1,"",""
260,4163,0,0,100,"","","",1,1,1,"","",3,1,0,[],[0],"",[261],"","","",0,0,"",0,"","[4,2,3]",0,[],[],"","","",""
261,3797,100,0,0,"","","",0,1,1,"","",1,1,0,[],[0],"",[262],"","","",0,0,"",2,"",[],0,[],[],"","","",""
262,3798,0,100,0,"","","",0,1,1,"","",2,53,0,[2],[0],"",[263],"","Art/Videos/SkillTutorials/SpiralVolley.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageSpiralVolley.dds",1,13,"",2,"",[],0,[],[],"",1,"",""
263,604,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[264],"","Art/Videos/SkillTutorials/Maul.bk2","",0,0,"",2,"",[],0,[],[],"","","",""
264,605,50,0,50,"","","",0,1,1,"","",4,1,0,[],[0],"",[265],"","","",0,0,"",2,"",[],0,[],[],"","","",""
265,606,0,0,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[266],"","Art/Videos/SkillTutorials/Rend.bk2","",0,0,"",2,"",[],0,[],[],"","","",""
266,3799,0,0,0,"","","",0,1,1,"","",4,1,31,[],[0],"",[267],"","","",0,0,"",0,"",[],0,[],[],"","","",""
267,3800,0,50,50,"","","",0,1,1,"","",4,1,0,[],[0],"",[268],"","","",0,0,"",2,"",[],0,[],[],"","","",""
268,3801,100,0,0,"","","",0,1,1,"","",1,1,0,[],[0],"",[269],"","","",0,0,"",2,"",[],0,[],[],"","","",""
269,3802,50,50,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[270],"","","",0,0,"",2,"",[],0,[],[],"","","",""
270,3803,50,50,0,"","","",0,1,1,"","",4,1,0,[],[0],"",[271],"","","",0,0,"",2,"",[],0,[],[],"","","",""
271,3804,50,0,50,"","","",0,1,1,"","",4,1,0,[],[0],"",[272],"","","",0,0,"",2,"",[],0,[],[],"","","",""
272,3805,100,0,0,"","","",0,1,1,"","",1,1,31,[],[0],"",[273],"","","",0,0,"",2,"",[],0,[],[],"","","",""
273,3806,50,0,50,"","","",2,1,1,"","",4,7,0,[11],[0],"",[274],"","Art/Videos/SkillTutorials/Pounce.bk2","",0,3,"",2,"",[],0,[],[],"",1,"",""
274,3807,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[275],"","","",0,0,"",2,"",[],0,[],[],"","","",""
275,3808,50,0,50,"","","",0,1,1,"","",4,42,0,[11],[0],"",[276],"","Art/Videos/SkillTutorials/Rampage.bk2","",0,11,"",2,"",[],0,[],[],"",1,"",""
276,3809,0,40,60,"","","",1,1,1,"","",3,5,0,[],[0],"",[277],"","","",0,0,"",0,"",[],0,[],[],"","","",""
277,4164,0,0,100,"","","",1,1,1,"","",3,1,0,[],[0],"",[278],"","","",0,0,"",0,"","[4,2,3]",0,[],[],"","","",""
278,3810,0,0,100,"","","",0,1,1,"","",3,1,0,[],[0],"",[279],"","","",0,0,"",2,"",[],0,[],[],"","","",""
279,4143,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[280],"","","",0,2,"",0,"","[4,2,3]",1,[],[],"",1,"",""
280,4144,0,0,100,"","","",1,1,1,"","",3,1,0,[],[0],"",[281],"","","",0,0,"",0,"","[4,2,3]",0,[],[],"","","",""
281,4177,0,0,100,"","","",1,1,1,"","",3,1,0,[7],[0],"",[282],"","","",0,1,"",0,"","[4,2,3]",0,[],[],"",1,"",""
282,3842,50,0,50,"","","",0,1,1,"","",4,15,0,[11],[0],"",[283],"","Art/Videos/SkillTutorials/Thunderstorm.bk2","",0,5,"",2,"",[],0,[],[],"",1,"",""
283,3843,0,60,40,"","","",1,1,1,"","",2,1,0,[],[0],"",[284],"","","",0,0,"",0,"",[],0,[],[],"","","",""
284,3950,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[285],"","","",0,1,"",0,"","[0,2,3]",1,[],[],"",1,"",""
285,3951,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[286],"","","",0,3,"",0,"","[0,2,3]",2,[],[],"",1,"",""
286,3952,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[287],"","","",0,5,"",0,"","[0,2,3]",3,[],[],"",1,"",""
287,3976,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[288],"","","",0,3,"",0,"",[0],1,[],[],"",1,"",""
288,3977,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[289],"","","",0,4,"",0,"",[0],2,[],[],"",1,"",""
289,4006,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[290],"","","",0,1,"",0,"","[0,2,3]",1,[],[],"",1,"",""
290,4007,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[291],"","","",0,3,"",0,"","[0,2,3]",2,[],[],"",1,"",""
291,4008,100,0,0,"","","",1,1,1,"","",1,1,0,[6],[0],"",[292],"","","",0,4,"",0,"","[0,2,3]",3,[],[],"",1,"",""
292,3844,0,0,100,"","","",1,1,1,"","",3,1,0,[1],[0],"",[293],"","","",0,3,"",0,"",[4],0,[],[],"",1,"",""
293,3845,50,0,50,"","","",0,1,1,"","",4,1,0,[11],[0],"",[294],"","Art/Videos/SkillTutorials/FuriousSlam.bk2","",0,1,"",2,"",[],0,[],[],"",1,"",""
294,3846,50,0,50,"","","",2,1,1,"","",4,23,0,[11],[0],"",[295],"","Art/Videos/SkillTutorials/FerociousRoar.bk2","",0,7,"",2,"",[],0,[],[],"",1,"",""
295,3847,0,0,100,"","","",2,1,1,"","",3,59,0,[],[0],"",[296],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
296,3848,0,0,100,"","","",1,1,1,"","",3,18,0,[],[0],"",[297],"","","",0,0,"",0,"",[4],0,[],[],"","","",""
297,3849,0,0,100,"","","",2,1,1,"","",3,59,0,[],[0],"",[298],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
298,3850,0,0,100,"","","",2,1,1,"","",3,59,0,[],[0],"",[299],"","","",0,0,"",2,"",[],0,[],[],"","",1,""
