"rownum","BaseItemType","Cost"
1789,3356,2253
1790,3357,1600
1791,3358,1791
1792,3359,1892
1793,3360,1600
1794,3361,1791
1795,3362,1944
1796,3363,1600
1797,3364,1791
1798,3365,1944
1799,3366,1600
1800,3367,1791
1801,3368,1892
1802,3369,30
1803,3370,78
1804,3371,153
1805,3372,310
1806,3373,372
1807,3374,466
1808,3375,661
1809,3376,794
1810,3377,1205
1811,3378,1462
1812,3379,1635
1813,3380,1823
1814,3381,2253
1815,3382,1600
1816,3383,1791
1817,3384,1892
1818,3385,3509
1819,3386,3992
1820,3387,4522
1821,3388,4798
1822,3389,3509
1823,3390,3992
1824,3391,4522
1825,3392,4798
1826,3393,3509
1827,3394,3992
1828,3395,4522
1829,3396,4798
1830,3397,3509
1831,3398,3992
1832,3399,3992
1833,3400,3992
1834,3401,4522
1835,3402,4798
1836,3403,3509
1837,3404,3992
1838,3405,4522
1839,3406,4798
1840,3407,3509
1841,3408,3992
1842,3409,4522
1843,3410,4798
1844,3133,4798
1845,3411,2105
1846,3412,2395
1847,3413,2713
1848,3414,2828
1849,3415,2105
1850,3416,2395
1851,3417,2713
1852,3418,2828
1853,3419,2105
1854,3420,2395
1855,3421,2713
1856,3422,2828
1857,3423,2105
1858,3424,2395
1859,3425,2713
1860,3426,2828
1861,3427,2105
1862,3428,2395
1863,3429,2713
1864,3430,2828
1865,3431,2105
1866,3432,2395
1867,3433,2713
1868,3434,2828
1869,3435,1754
1870,3436,1996
1871,3437,2261
1872,3438,2395
1873,3439,1754
1874,3440,1996
1875,3441,2261
1876,3442,2395
1877,3443,1754
1878,3444,1996
1879,3445,2261
1880,3446,2395
1881,3447,1754
1882,3448,1996
1883,3449,2261
1884,3450,2395
1885,3451,1754
1886,3452,1996
1887,3453,2261
1888,3454,2395
1889,3455,1754
1890,3456,1996
1891,3457,2261
1892,3458,2395
1893,3459,1754
1894,3460,1996
1895,3461,2261
1896,3462,2395
1897,3463,1754
1898,3464,1996
1899,3465,2261
1900,3466,2395
1901,3467,1754
1902,3468,1996
1903,3469,2261
1904,3470,2395
1905,3471,1754
1906,3472,1996
1907,3473,2261
1908,3474,2395
1909,3475,1754
1910,3476,1996
1911,3477,2261
1912,3478,2395
1913,3479,1754
1914,3480,1996
1915,3481,2261
1916,3482,2395
1917,3483,2105
1918,3484,2395
1919,3485,2713
1920,3486,2828
1921,3487,2105
1922,3488,2395
1923,3489,2713
1924,3490,2828
1925,3491,2105
1926,3492,2395
1927,3493,2713
1928,3494,2828
1929,3495,2105
1930,3496,2395
1931,3497,2713
1932,3498,2828
1933,3499,2105
1934,3500,2395
1935,3501,2713
1936,3502,2828
1937,3562,2448
1938,3563,2780
1939,3564,3144
1940,3565,3221
1941,3566,3299
1942,3567,3144
1943,3568,3221
1944,3569,3561
1945,3570,4044
1946,3571,4573
1947,3572,4684
1948,3573,4798
1949,3574,4573
1950,3575,4684
1951,3576,4798
1952,3581,3561
1953,3582,4044
1954,3583,4573
1955,3584,4684
1956,3585,4798
1957,3586,4573
1958,3587,4573
1959,3588,4684
1960,3589,4684
1961,3593,2448
1962,3594,2780
1963,3595,3144
1964,3596,3221
1965,3597,3299
1966,3598,3144
1967,3599,3221
1968,3600,3221
1969,3601,3561
1970,3602,4044
1971,3603,4573
1972,3604,4684
1973,3605,4798
1974,3606,4573
1975,3607,4684
1976,3608,4044
1977,3609,2448
1978,3610,2780
1979,3611,2780
1980,3612,3144
1981,3613,3221
1982,3614,3299
1983,3615,3144
1984,3616,3144
1985,3617,3221
1986,3618,3561
1987,3619,4044
1988,3620,4573
1989,3621,4684
1990,3622,4573
1991,3623,4798
1992,3624,4140
1993,3625,4573
1994,3626,4684
1995,3694,27273
1996,3695,36364
1997,3696,54546
1998,3697,27273
1999,3698,36364
2000,3699,54546
2001,782,1250
2002,783,1500
2003,784,1750
2004,785,2000
2005,786,2250
2006,787,2500
2007,788,2750
2008,789,3000
2009,790,3250
2010,791,3500
2011,792,3750
2012,793,4000
2013,794,4250
2014,795,4500
2015,796,4750
2016,797,5000
2017,4227,20000
2018,4228,20000
2019,4229,20000
2020,4230,30000
2021,4231,30000
2022,4232,30000
2023,4233,20000
2024,4234,20000
2025,4235,20000
2026,4236,30000
2027,4237,30000
2028,4238,30000
2029,851,20000
2030,887,20000
2031,892,20000
2032,4409,970
2033,4410,970
2034,4411,970
2035,4412,970
2036,4413,970
2037,4414,970
2038,4415,970
2039,4416,970
2040,4417,970
2041,4418,970
2042,4419,970
2043,4420,970
2044,4421,970
2045,4422,970
2046,4423,970
2047,4424,970
2048,4425,970
2049,4426,970
2050,4427,970
2051,4428,970
2052,4429,970
2053,1906,570
2054,1907,768
2055,1908,1200
2056,1909,570
2057,1910,1200
2058,1911,768
2059,1912,1200
2060,1925,2500
2061,4251,2500
2062,4252,2500
2063,4254,10000
2064,4255,10000
2065,4256,10000
2066,1092,273
2067,1093,273
2068,1094,273
2069,1095,273
2070,1096,273
2071,1097,273
2072,1098,273
2073,1099,273
2074,1100,273
2075,1101,273
2076,1102,273
2077,1103,273
2078,1104,273
2079,1105,273
2080,1106,273
2081,1107,273
2082,1108,273
2083,1109,273
2084,1110,273
2085,1111,273
2086,1112,273
2087,1113,273
2088,1114,273
2089,1115,273
2090,1116,273
2091,1117,273
2092,905,20000
2093,906,20000
2094,907,20000
2095,908,20000
2096,909,20000
2097,910,20000
2098,911,20000
2099,912,20000
2100,913,20000
2101,914,20000
2102,915,20000
2103,916,20000
2104,917,20000
2105,918,20000
2106,87,137
2107,88,137
2108,89,137
2109,90,137
2110,91,137
2111,92,137
2112,93,137
2113,94,137
2114,95,137
2115,96,137
2116,97,137
2117,98,137
2118,99,273
2119,100,273
2120,101,273
2121,102,273
2122,103,273
2123,104,273
2124,105,273
2125,106,273
2126,107,273
2127,108,273
2128,109,273
2129,110,273
2130,111,567
2131,112,567
2132,113,567
2133,114,567
2134,115,567
2135,116,567
2136,117,567
2137,118,567
2138,119,567
2139,120,567
2140,121,567
2141,122,567
2142,123,1134
2143,124,1134
2144,125,1134
2145,126,1134
2146,127,1134
2147,128,1134
2148,129,1134
2149,130,1134
2150,131,1134
2151,132,1134
2152,133,1134
2153,134,1134
2154,135,137
2155,136,273
2156,137,567
2157,138,1134
2158,145,137
2159,146,273
2160,147,567
2161,148,1134
2162,149,137
2163,150,273
2164,151,567
2165,152,1134
2166,153,137
2167,154,273
2168,155,567
2169,156,1134
2170,157,137
2171,158,273
2172,159,567
2173,160,1134
2174,161,137
2175,162,273
2176,163,567
2177,164,1134
2178,165,137
2179,166,273
2180,167,567
2181,168,1134
2182,139,945
2183,140,945
2184,141,945
2185,142,945
2186,143,945
2187,144,945
2188,4430,970
2189,4431,970
2190,4432,970
2191,4433,970
2192,4435,970
2193,4436,970
2194,4437,970
2195,4438,970
2196,4439,970
2197,4440,970
2198,4441,970
2199,4442,970
2200,4443,970
2201,4444,970
2202,4445,970
2203,4446,970
2204,4447,970
2205,4448,970
2206,4449,970
2207,4450,970
2208,4451,970
2209,4452,970
2210,4453,970
2211,4373,1000
2212,4374,1000
2213,4375,1000
2214,4376,1000
2215,4377,1000
2216,4378,1000
2217,4379,1000
2218,4380,1000
2219,4852,273
2220,4853,273
2221,4854,273
2222,4855,273
2223,4856,273
2224,4857,273
2225,4858,273
2226,4859,273
2227,4860,273
2228,4861,273
2229,4862,273
2230,4863,273
2231,3849,228
2232,1439,4545
2233,3768,10000
2234,54,273
2235,55,273
2236,56,273
2237,57,273
2238,58,273
2239,59,273
2240,60,273
2241,61,273
2242,62,273
2243,65,273
2244,66,273
2245,67,273
2246,68,273
2247,70,273
2248,71,273
2249,480,20000
2250,4250,20000
2251,1440,20000
2252,1441,20000
2253,1442,20000
2254,1443,20000
2255,1444,20000
2256,1445,20000
2257,5037,25
2258,5038,273
2259,5039,273
2260,5040,273
2261,5041,273
2262,5046,273
2263,5047,273
2264,5048,273
2265,5049,273
2266,5050,273
2267,5051,273
2268,5052,273
2269,5053,273
2270,5054,273
2271,5055,273
2272,5056,273
2273,5057,273
2274,5042,273
2275,5043,273
2276,5044,273
2277,5045,273
2278,5131,273
2279,5059,341
2280,5060,341
2281,5061,341
2282,5062,341
2283,5063,341
2284,5064,273
2285,5065,273
2286,5066,273
2287,5067,273
2288,5468,273
2289,5211,273
2290,5212,273
2291,5213,273
2292,5214,273
2293,5215,273
