"rownum","Id","WorldAreas","MinCount","MaxCount","BossMonsterSpawnChance","BossCount","BossMonsters","bool_56","[i32]_57","Grounds","Tags","MinLevel","MaxLevel","WorldAreas2","PackFormation","i32_145","bool_149","[string]_150","bool_166","bool_167","string_168","bool_176","bool_177","AdditionalMonsters","AdditionalCounts","bool_210","rid_211"
178,"G2-bonezealot-fire-fabrication","[131,132,216,218]",2,6,50,1,[749],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[749],[1],"",""
179,"G2-bonenecromancer","[131,132,216,218]",2,6,100,1,[776],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[776],[1],"",""
180,"G2-boneshield","[131,132]",1,2,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[751],[1],"",""
181,"G2-spidersabre",[131],2,4,0,0,[],"",[3],"[""Badlands""]",[],0,100,[],"",0,1,[],1,"","",1,"",[634],[1],"",""
182,"P2-spidersabre","[213,221]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,"[""TitanWalkwayGround""]",1,"","",1,"",[634],[1],"",""
183,"G2-hyena","[132,216,218]",2,4,50,1,[684],"","[3,1,3]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[684],[1],"",""
184,"G2-hyenahighaggro",[0],6,8,0,0,[],"",[1],[],[],0,100,[],"",10,"",[],1,"","",1,"",[],[],"",""
185,"G2-bonebeast","[132,218]",1,2,100,1,[774],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[774],[1],"",""
186,"G2-titanwalker-golemancer",[133],1,3,100,1,[730],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[730,1649]","[1,1]","",""
187,"P2-titanwalker-golemancer",[213],1,3,100,1,[731],"",[1],[],[],0,100,[],"",0,1,"[""TitanWalkwayGround""]",1,"","",1,"","[731,1649]","[1,1]","",""
188,"G2-bugbotmaster",[133],3,7,100,1,[675],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[675],[1],"",""
189,"G2-dunelurker","[133,213,216]",1,2,0,0,[],"","[2,1,1]",[],[],0,100,[],"",0,1,"[""TitanWalkwayGround""]",1,"","",1,"",[869],[1],"",""
190,"G2-rocksliderslarger",[0],2,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[738],[1],"",""
191,"G2-skeletontitan",[134],3,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[807,809,811]","[1,1,1]","",""
192,"G2-grottowisp",[134],3,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
193,"G2-blackstrider","[134,221]",2,3,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[625],[1],"",""
194,"G2-wingedcreature","[134,219]",1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[872],[1],"",""
195,"G2-twoheadedtitan",[134],1,2,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],"","","",1,"",[1663],[1],"",""
196,"P2-twoheadedtitan-titan",[213],1,2,0,0,[],"",[2],"[""TitanWalkwayGround""]",[],0,100,[],"",0,1,[],"","","",1,"",[1664],[1],"",""
197,"G2-terracotakamikaze",[134],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
198,"G2_8-HarpyPatrol1",[0],3,5,0,0,[],"",[1],[],[],0,100,[],17,0,"",[],1,"","",1,"",[],[],"",""
199,"G2-regurgitator","[135,213,216]",2,4,0,0,[],"","[2,1,1]",[],[],0,100,[],"",0,1,"[""PillarsGround"",""TitanWalkwayGround""]",1,"","",1,"",[716],[1],"",""
200,"G2-procupineant","[135,141,213]",3,6,100,1,[817],"","[2,2,1]",[],[],0,100,[],"",0,1,"[""PillarsGround"",""TitanWalkwayGround""]",1,"","",1,"",[817],[1],"",""
201,"G2-marakethzombie",[138],3,8,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
202,"G2-marakethzombie-spiresbase",[135],4,6,0,0,[],"",[1],[],[],0,100,[],"",65,1,"[""PillarsGround""]",1,"","",1,"",[],[],"",""
203,"G2-marakethzombie-spiresinside","[137,135]",4,6,0,0,[],"",[1],"[""PillarsGround"",""PillarsGroundUpper""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
204,"G2-marakehzombie-priestleader","[137,217]",3,4,100,1,[1683],"",[1],[],[],0,100,[],"",0,1,"[""CanyonGround"",""MarakethSanctumSand""]",1,"","",1,"",[1683],[1],"",""
205,"G2-wingedfiend-spiresoutside",[0],1,1,0,0,[],"",[1],"[""PillarsAbyss""]",[],0,100,[],27,0,1,[],"","","",1,"",[],[],"",""
206,"G2-vulturedemon","[135,213,216]",1,2,0,0,[],"","[2,1,1]",[],[],0,100,[],"",0,1,"[""PillarsGround"",""TitanWalkwayGround""]",1,"","",1,"",[839],[1],"",""
207,"G2-spiker3","[135,213,214]",2,5,0,0,[],"","[2,1,1]",[],[],0,100,[],"",0,1,"[""PillarsGround"",""TitanWalkwayGround""]",1,"","",1,"",[],[],"",""
208,"G2-wingedfiend","[138,216,218]",3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
209,"G2-twilightordersoldier",[0],4,7,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
210,"G2-twilightorderassassin",[0],4,9,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
211,"G2-spiker",[0],4,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
212,"G2-plaguemorph","[141,139,140,214]",3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
213,"G2-plaguenymphfoundry","[140,224]",2,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[854],[1],"",""
214,"G2-plaguenymph","[141,214]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
215,"G2-plagueswarm","[141,139,214]",5,9,20,1,[855],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[855,859]","[2,1]","",""
216,"P2-plagueswarm1",[0],5,9,0,0,[],"",[0],[],[],0,100,[],"",60,1,[],1,"","",1,"",[856],[1],"",""
217,"P2-plagueswarm2",[0],5,9,0,0,[],"",[0],[],[],0,100,[],"",60,1,[],1,"","",1,"",[857],[1],"",""
218,"G2-plagueswarm-vanguard",[142],5,9,100,1,[437],"",[1],[],[],0,31,[],"",0,1,[],1,"","",1,"","[437,855]","[5,1]","",""
219,"G2-plagueharvester",[142],1,3,0,0,[],"",[1],[],[],0,31,[],"",0,1,[],1,"","",1,"","[855,859]","[2,1]","",""
220,"G2-plaguecorpsewheel",[141],2,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
221,"G2-mutewindbanditexecutioner","[142,219]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[479],[1],"",""
222,"G2-mutewindswordgrim",[142],3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[469,473]","[1,1]","",""
223,"G2-mutewindspearsgrim",[142],3,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[470,472]","[1,1]","",""
224,"G2-mutewindjavelinsgrim",[142],4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[470,472]","[1,1]","",""
225,"G2-mutewindchildrengrim",[142],4,9,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[474,477,478]","[1,1,1]","",""
226,"G2-faridunlizard","[141,214]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[466],[1],"",""
227,"G2-faridunlizard_armoured",[139],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[468],[1],"",""
228,"G2-ramgiant","[139,217]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[648],[1],"",""
229,"G2-drudgeminers","[139,140,217]",3,7,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1636],[1],"",""
230,"G2-sanctumgolem",[144],2,4,25,1,[667],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[667],[1],"",""
231,"G2-sanctumspiders",[144],2,3,50,1,[626],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[626],[1],"",""
232,"G2-sanctumsliders",[144],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[740],[1],"",""
233,"G2-sanctumspiker",[152],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[9,818]","[2,3]","",""
234,"G2-sanctumcavedweller",[144],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[821],[1],"",""
235,"G2-sanctumskeletonarcher",[148],2,3,100,1,[418],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[418],[1],"",""
236,"G2-sanctummundanemagi",[148],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[710],[1],"",""
237,"G2-sanctumvasemonsters","[148,152]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1680],[1],"",""
238,"G2-sanctumpriestskeletons",[148],1,3,100,1,[1684],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1684],[1],"",""
239,"G2-sanctummarakethpriests",[148],2,3,50,1,[1684],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[735,1684]","[1,3]","",""
240,"G2-sanctumbigscarabs","[148,152]",1,2,100,1,[643],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[643],[1],"",""
241,"G2-sanctumsmallscarabs","[148,152]",4,5,50,1,[640],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[640],[1],"",""
242,"G2-sanctumminebat",[152],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[825],[1],"",""
243,"G2-sanctumdesertphantasm","[148,152]",1,3,0,50,[727],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[727],[1],"",""
244,"G2-sanctumsandgolem",[152],1,2,100,1,[727],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[727],[1],"",""
245,"G2-sanctumdunelurkers",[152],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[871],[1],"",""
246,"G2-sanctumserpentclan","[144,152]",2,2,100,1,[781],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[781,662]","[4,1]","",""
247,"G2-sanctumshellmonsters","[144,152]",1,2,25,1,[699],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[699],[1],"",""
248,"G2-sanctumdesertphantasm-time",[156],3,4,0,0,[],"",[1],[],[],0,100,[],"",80,1,[],1,"","",1,"",[147],[1],"",""
249,"G2-sanctummundanemagi-time",[156],2,3,100,1,[711],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[711],[1],"",""
250,"G2-sanctumwingedcreature-time",[156],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[873],[1],"",""
251,"G2-sanctummarakethpriests-time",[156],3,4,100,1,[1685],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1685],[1],"",""
252,"G2-sanctumsandgolem-time",[156],2,3,100,1,[728],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[728],[1],"",""
253,"G2-sanctumtitan-time",[156],3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1666],[1],"",""
254,"G2-spookyghost-time",[156],0,0,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[147],[1],"",""
255,"G3-dredgefiend",[161],3,4,50,1,[889],"",[4],"[""SandMudGround"",""SandWaterBoundary""]",[],0,100,[],"",0,1,[],1,"","",1,"",[889],[1],"",""
256,"P3-dredgefiend",[223],3,4,50,1,[890],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[890],[1],"",""
257,"P3-chaosbat",[225],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1722],[1],"",""
258,"P3-chaosgorilla",[225],5,10,100,1,[1725],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1725],[1],"",""
259,"G3-swarmhost",[161],3,6,33,1,[919],"",[4],"[""SandMudGround"",""SandWaterBoundary""]",[],0,100,[],"",100,1,[],1,"","my_pack",1,"",[919],[1],"",""
260,"P2-swarmhost",[218],3,6,33,1,[919],"",[1],[],[],0,100,[],"",100,1,[],1,"","my_pack",1,"",[919],[1],"",""
261,"G3-marshbruiser",[161],1,1,0,0,[],"",[3],"[""SandMudGround"",""SandWaterBoundary""]",[],0,100,[],"",0,1,[],1,"","",1,"",[919],[1],"",""
262,"G3-cannibal",[161],2,4,50,1,[897],"",[3],"[""JungleTreeTrim"",""JungleWaterTrim"",""GrassMudGround"",""GrassToSandGround""]",[],0,100,[],"",0,1,[],1,"","",1,"","[897,894,895,896]","[3,1,1,1]","",""
263,"G3-cannibalsnakepit",[165],2,4,50,1,[897],"",[3],"[""SnakepitOrokGround""]",[],0,100,[],"",0,1,[],1,"","",1,"","[897,894,895,896]","[3,1,1,1]","",""
264,"G3-quadrilla","[164,224]",1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[962],[1],"",""
265,"G3-bloodape",[164],4,7,50,1,[5],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[5],[1],"",""
266,"G3-snakehusk",[164],2,5,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"","[979,985]","[1,3]","",""
267,"G3-banesapling",[162],1,1,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[936],[1],"",""
268,"G3-banesapling2","[164,223]",1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[936],[1],"",""
269,"P3-neetleant",[0],3,4,0,0,[],"",[0],[],[],0,100,[],"",100,1,[],1,"","",1,"",[],[],"",""
270,"G3-armadillo","[164,162]",1,2,0,0,[],"","[1,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[937],[1],"",""
271,"G3-taniwha",[166],2,6,0,0,[],"",[2],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1015],[1],"",""
272,"G3-tigerchimeral",[166],1,2,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1014],[1],"",""
273,"G3-illfatedexplorer",[166],3,7,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
274,"G3-illfatedexplorernospores","[166,223]",3,7,0,0,[],"","[3,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
275,"G3-illfatedexplorernosporesorange",[162],3,6,0,0,[],"",[4],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
276,"G3-bloomserpent","[166,222]",2,5,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[396],[1],"",""
277,"G3-gorecharger","[166,162]",1,2,0,0,[],"","[2,2]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[988],[1],"",""
278,"G3-whiptonguechimeral",[0],5,9,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
279,"G3-savagebrute",[169],2,4,66,1,[909],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[909],[1],"",""
280,"G3-savagebrutewaterways",[163],2,4,50,1,[906],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[909,902,905,900,904,901]","[2,1,2,1,1,1]","",""
281,"G3-savagedelinquent",[169],3,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[900],[1],"",""
282,"G3-chawmongrel",[169],1,1,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
283,"G3-savagedagger","[169,206]",2,4,66,1,"[905,912,911,900]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[905,912,911,900]","[1,1,1,1]","",""
284,"G3-savagedaggerwaterways",[163],3,5,50,1,[906],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[909,902,905,900,904,901]","[1,1,2,1,2,1]","",""
285,"G3-savagespear","[169,206]",2,4,66,1,"[905,912,911,900]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[905,912,911,900]","[1,1,1,1]","",""
286,"G3-savagespearwaterways",[163],3,5,50,1,[906],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[909,902,905,900,904,901]","[1,2,2,1,1,2]","",""
287,"G3-savagestalker",[0],1,1,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[900],[1],"",""
288,"G3-savagestalkerwaterways",[0],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[909,902,905,900,904,901]","[1,1,2,2,1,1]","",""
289,"G3-savagegiant",[169],2,3,80,1,[912],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[912],[1],"",""
290,"G3-bonerabblemelee","[167,225]",3,7,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[944,945]","[1,1]","",""
291,"G3-bonerabblecaster","[167,225]",3,5,80,1,[944],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[944],[1],"",""
292,"G3-bonerabbleranger","[167,225]",3,5,80,1,[945],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[945],[1],"",""
293,"G3-ratmonster",[167],4,6,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"","[944,945]","[1,1]","",""
294,"G3-bladestalkerpale",[167],1,3,0,0,[],"",[3],[],[],0,100,[],"",0,1,[],1,"","",1,"",[930],[1],"",""
295,"G3-constructpyramid","[167,226]",1,2,0,0,[],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1043],[1],"",""
296,"G3-constructgolemancient","[167,226]",1,2,0,0,[],"","[0,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[1047],[1],"",""
297,"G3-constructskitterbotpatrolancient","[167,226]",0,0,0,0,[],"","[3,1]",[],[],0,100,[],8,0,1,[],"","","",1,"",[1053],[1],"",""
298,"G3-constructskitterbotpatrolmodern",[0],0,0,0,0,[],"",[1],[],[],0,100,[],8,0,1,[],"","","",1,"",[],[],"",""
299,"G3-bonerabblemelee2",[168],2,4,100,1,[945],"",[2],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[945],[1],"",""
300,"G3-bonerabblecaster2",[168],2,4,100,1,[944],"",[2],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[944],[1],"",""
301,"G3-bonerabbleranger2",[168],3,5,0,0,[],"",[0],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
302,"G3-bladestalkerpale2",[168],1,3,0,0,[],"",[1],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[930],[1],"",""
303,"G3-undeadvaalguard-dagger",[168],3,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,"[""MachinariumFactoryGround""]",1,"","",1,"",[1063],[1],"",""
304,"G3-undeadvaalguard-spear","[168,225]",3,4,100,1,[1065],"",[1],[],[],0,100,[],"",0,1,"[""MachinariumFactoryGround""]",1,"","",1,"",[1065],[1],"",""
305,"G3-undeadvaalguard-mortar","[168,225]",3,4,100,1,[1064],"",[1],[],[],0,100,[],"",0,1,"[""MachinariumFactoryGround""]",1,"","",1,"",[1064],[1],"",""
306,"G3-prowlingshade",[168],1,1,0,0,[],"",[1],"[""MachinariumFactoryGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1060],[1],"",""
307,"P3-prowlingshade",[225],1,1,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1060],[1],"",""
308,"G3-constrictorcorpseranged","[165,222]",3,5,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[985],[1],"",""
309,"G3-snakehulk","[165,222]",0,0,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],"","","",1,"",[979],[1],"",""
310,"G3-gutviper","[165,222]",4,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[985],[1],"",""
311,"G3-constrictorcorpseranged-exped-dungeon",[382],3,4,0,0,[],"",[3],"[""Trims2""]",[],0,100,[],"",0,1,[],1,"","",1,"",[985],[1],"",""
312,"G3-snakehulk-exped-dungeon",[382],0,0,0,0,[],"",[3],"[""Trims2""]",[],0,100,[],"",0,1,[],"","","",1,"",[979],[1],"",""
313,"G3-gutviper-exped-dungeon",[382],4,6,0,0,[],"",[3],"[""Trims2""]",[],0,100,[],"",0,1,[],1,"","",1,"",[1059],[1],"",""
314,"G3-riversnakehusk",[0],4,6,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
315,"G3-livingsnake","[165,222]",2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[983],[1],"",""
316,"G3-ratmonsterpoison",[165],3,8,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1059],[1],"",""
317,"G3-spidermonkey",[165],3,8,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
318,"P3-spidermonkey",[224],3,8,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
319,"G4-spidermonkey","[186,387]",3,8,0,0,[],"","[1,2]","[""GrassGround"",""SettlementGround"",""SirenGround"",""TropicalTrim"",""Trims1""]",[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
320,"G3-livingvaalguardpatrol1",[177],0,0,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],18,0,1,[],"","","",1,"",[],[],"",""
321,"G3-livingvaalguardpatrol2",[177],0,0,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],18,0,1,[],"","","",1,"",[],[],"",""
322,"G3-livingvaalguardpatrol3",[177],0,0,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],18,0,1,[],"","","",1,"",[],[],"",""
323,"G3-livingvaalguardpatrol4",[177],0,0,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],18,0,1,[],"","","",1,"",[],[],"",""
324,"G3-livingvaalarchivist1",[177],0,0,0,0,[],"",[1],[],[],0,100,[],8,0,1,"[""ArchivesHallGround"",""OfficeGround""]","","","",1,"",[],[],"",""
325,"G3-livingvaalguardformation1",[0],4,6,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],20,0,1,[],"",1,"",1,"",[],[],"",""
326,"G3-livingvaalguardformation2",[0],4,6,0,0,[],"",[1],"[""ArchivesHallGround""]",[],0,100,[],20,0,1,[],"",1,"",1,"",[],[],"",""
327,"G3-goldenones1",[171],3,6,30,1,[1195],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1195],[1],"",""
328,"G3-goldenones2",[171],3,6,30,1,[1195],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1195],[1],"",""
329,"G3-procession1",[171],3,5,30,1,"[1182,1183]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
330,"G3-procession2",[171],3,5,30,1,"[1182,1183]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1182],[1],"",""
331,"G3-goldensentinel",[171],1,1,30,1,[1040],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1040],[1],"",""
332,"G3-undeadvaaleagleknights",[0],2,4,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
333,"G3-anchoritefodder",[170],3,5,25,1,[1075],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1075,1073,1074,1069,1071,1072,1244]","[5,1,1,1,1,1,2]","",""
334,"G3-anchoritefodder2",[170],3,5,25,1,[1075],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1075,1073,1074,1069,1071,1072,1244]","[5,1,1,1,1,1,2]","",""
335,"G3-parasiticfish",[0],7,12,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[],[],"",""
336,"G3-parasiticfishland",[170],5,10,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1015],[1],"",""
337,"G3-taniwhasunken",[170],2,4,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1015],[1],"",""
338,"G3-drownedcrew","[170,223]",3,6,30,1,[237],"","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"",[237],[1],"",""
339,"G3-cenobitebloater","[223,170]",1,2,0,0,[],"","[1,0]",[],[],0,100,[],"",0,1,[],"","","",1,"",[1075],[1],"",""
340,"G3-drownedcrawler",[170],1,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1197],[1],"",""
341,"G3-viperlegionnaireSword",[0],3,5,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1084],"[1,2]","",""
342,"G3-viperlegionnaireBows",[176],2,3,0,0,[],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1084],[1],"",""
343,"G3-VaalGoliathLiving",[0],1,2,25,1,[1143],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"",[1143],[1],"",""
344,"G3-VaalGuardsRanged","[176,227]",2,3,25,1,[1157],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1136,1135,1157]","[2,2,1]","",""
345,"G3-VaalGuardsMelee","[176,227]",2,4,25,1,[1157],"",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1139,1137,1157]","[2,2,1]","",""
346,"G3-VaalZealotsAtziriMelee",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1090,1109,1122,1090]","[2,2,1,1]","",""
347,"G3-VaalZealotsAtziriCaster",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1090,1109,1122,1090]","[1,1,2,2]","",""
348,"G3-VaalZealotsLightningMelee",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1104,1120,1133,1104]","[2,2,1,1]","",""
349,"G3-VaalZealotsLightningCaster",[0],3,7,0,0,[],"",[0],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1104,1120,1133,1104]","[1,1,2,2]","",""
350,"G3-VaalZealotsSerpentMelee","[176,227]",3,4,25,1,"[1140,1143]","","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[1111,1140,1143]","[1,1,1]","",""
351,"G3-VaalZealotsSerpentCaster","[176,227]",3,4,25,1,"[1140,1143]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1124,1140,1143]","[1,1,1]","",""
352,"G3-VaalZealotsMonkeyMelee","[176,227]",3,4,25,1,"[1140,1143]","","[2,1]",[],[],0,100,[],"",0,1,[],1,"","",1,"","[1114,1140,1143]","[1,1,1]","",""
353,"G3-VaalZealotsMonkeyCaster","[176,227]",3,4,25,1,"[1140,1143]","",[1],[],[],0,100,[],"",0,1,[],1,"","",1,"","[1127,1140,1143]","[1,1,1]","",""
