"rownum","Id","AOFiles","LoopAnimationIds","ImpactAnimationIds","ProjectileSpeed","bool_60","i32_61","bool_65","bool_66","InheritsFrom","MiscAnimated","i32_91","bool_95","bool_96","Stuck_AOFile","Bounce_AOFile","i32_121","i32_125","i32_129","i32_133","rid_137","rid_153","i32_169","i32_173","i32_177","i32_181","i32_185","[string]_189","bool_205","[i32]_206","string_222","rid_230","rid_246","rid_262","bool_278","string_279","rid_287","string_303","rid_311","string_327","[string]_335","[string]_351","bool_367"
578,"Metadata/Projectiles/ShatteringSteelProjectile","[""Metadata/Effects/Spells/shattering_steel_02/shattering_steel_proj.ao""]",[],[],3500,"",2,"","","Metadata/Projectiles/Projectile",4757,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
579,"Metadata/Projectiles/BetrayalSecretPoliceDagger","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/SecretPolice/DaggerProjectile.ao""]","[""loop""]","[""end""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
580,"Metadata/Projectiles/BetrayalNetMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/SecretPolice/net_throw.ao""]","[""throw""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
581,"Metadata/Projectiles/ToraDeceleratingArrow","[""Metadata/Effects/Spells/Masters/Tora/butterfly_projectiles/rig.ao""]","[""projectile""]","[""impact""]",1260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
582,"Metadata/Projectiles/BetrayalNecroProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Necromancer/GreenProjectile.ao""]","[""projectile_loop""]","[""end""]",750,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
583,"Metadata/Projectiles/BetrayalScientistGrenadeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Scientist/mortarToss.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
584,"Metadata/Projectiles/BetrayalToraSnipeArrow","[""Metadata/Effects/Spells/Masters/Tora/snipe_projectile/rig.ao""]","[""projectile""]","[""impact""]",7500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
585,"Metadata/Projectiles/BetrayalToraDashArrow","[""Metadata/Effects/Spells/Masters/Tora/dash_projectile/rig.ao""]","[""projectile""]","[""impact""]",2500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
586,"Metadata/Projectiles/BetrayalAislinDagger","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Aislin/dagger_throw/dagger_throw.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
587,"Metadata/Projectiles/BetrayalAislinBombs","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Aislin/poison_spin/poison_projectile_dagger.ao""]","[""flight""]","[""impact""]",3500,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
588,"Metadata/Projectiles/BetrayalAislinDaggerPoison1","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Aislin/dagger_throw_poison/dagger_throw_poison.ao""]","[""projectile01""]","[""impact""]",800,"",3,"","","Metadata/Projectiles/Projectile",2532,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
589,"Metadata/Projectiles/BetrayalAislinDaggerPoison2","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Aislin/dagger_throw_poison/dagger_throw_poison.ao""]","[""projectile02""]","[""impact""]",800,"",3,"","","Metadata/Projectiles/Projectile",2532,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
590,"Metadata/Projectiles/BetrayalGraviciusMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Gravicius/combo_skill/Gravicius_mortar.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
591,"Metadata/Projectiles/BetrayalJanusProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Janus/golden_bullet.ao""]","[""projectile""]","[""impact""]",2800,"",2,"","","Metadata/Projectiles/Projectile",2549,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
592,"Metadata/Projectiles/BetrayalBreachProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_proj/breach_proj.ao""]","[""projectile""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
593,"Metadata/Projectiles/BetrayalBreachProjectile2","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_fulmination/projectile_01.ao""]","[""projectile_01""]","[""projectile_01_impact""]",1500,1,4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
594,"Metadata/Projectiles/BetrayalBreachProjectile3","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_fulmination/projectile_02.ao""]","[""projectile_02""]","[""projectile_02_impact""]",750,1,4,"","","Metadata/Projectiles/Projectile","",4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
595,"Metadata/Projectiles/BetrayalBreachProjectile4","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_combo/breach_proj.ao""]","[""projectile""]","[""impact""]",1300,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
596,"Metadata/Projectiles/BetrayalVoriciClone","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/ItThatFled/breach_combo/breach_proj.ao""]","[""projectile""]","[""impact""]",2000,"",4,"","","Metadata/Projectiles/Projectile",2616,4,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
597,"Metadata/Projectiles/BetrayalSkeletonSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Skeleton/range/snipe/projectile/snipe_projectile.ao""]","[""projectile""]","[""impact""]",4000,"",3,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
598,"Metadata/Projectiles/BetrayalPhantasmProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Phantasm/shadowbullet.ao""]","[""animate""]",[],920,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
599,"Metadata/Projectiles/BetrayalBlackguardDeceleratingProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/decelerating_projectile/main_projectile.ao""]","[""idle""]","[""buildup""]",1200,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
600,"Metadata/Projectiles/BetrayalBlackguardShard","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Blackguard_scout/decelerating_projectile/mini_projectile.ao""]","[""idle""]","[""impact""]",800,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
601,"Metadata/Projectiles/BetrayalCameriaIceShard","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_01.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_02.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_03.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_04.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_05.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_06.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_07.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_08.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_09.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_10.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_11.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_12.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_13.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_14.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_15.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_16.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_17.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_18.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_19.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_20.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_21.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_22.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_23.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_24.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_25.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Cameria/shattering_ice/shard_26.ao""]","[""projectile""]","[""impact""]",1600,1,2,"","","Metadata/Projectiles/Projectile",2581,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
602,"Metadata/Projectiles/BetrayalThaneCleaveShot","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Thane/lizard_tail/cleave_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
603,"Metadata/Projectiles/BetrayalThaneMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Thane/grizzly_fury/boulder_mortar.ao""]","[""mortar""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
604,"Metadata/Projectiles/BetrayalSkeletonCannonMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/SkeletonCannon/mortar_projectile/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
605,"Metadata/Projectiles/EinharSnipe","[""Metadata/Effects/Spells/Masters/Einhar/projectile/einhar_projectile.ao""]","[""projectile""]","[""impact""]",5000,"",3,"","","Metadata/Projectiles/Projectile",2480,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
606,"Metadata/Projectiles/BetrayalVaganCleaveProjectileLeft","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Vagan/projectile_cleave/proj_right.ao""]","[""projectile_01""]",[],1250,"",2,"","","Metadata/Projectiles/Projectile",2605,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
607,"Metadata/Projectiles/BetrayalVaganCleaveProjectileRight","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Vagan/projectile_cleave/proj_left.ao""]","[""projectile_02""]",[],1250,"",2,"","","Metadata/Projectiles/Projectile",2605,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
608,"Metadata/Projectiles/IceSpearNew","[""Metadata/Effects/Spells/IceSpear_02/projectile.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",600,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
609,"Metadata/Projectiles/BetrayalSkeletonProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Skeleton/range/generic_projectile/projectile.ao""]","[""projectile""]","[""explode""]",2500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
610,"Metadata/Projectiles/BetrayalRikerMultiSnipe","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Barrage/projectile/projectile.ao""]","[""projectile""]","[""impact""]",3000,"",3,"","","Metadata/Projectiles/Projectile",2711,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
611,"Metadata/Projectiles/BetrayalRikerJumpArrow","[""Metadata/Effects/Spells/Masters/Einhar/projectile/einhar_projectile.ao""]","[""projectile""]","[""impact""]",3000,1,3,"","","Metadata/Projectiles/Projectile",2480,3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
612,"Metadata/Projectiles/BetrayalRikerSmokeMortar","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Teleport_attack/mortar/rig.ao""]","[""projectile""]","[""impact""]",500,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
613,"Metadata/Projectiles/BetrayalRikerClusterBomb","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Jump_attack/bomb_arrow/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
614,"Metadata/Projectiles/BetrayalRikerClusterBombSecondary","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Jump_attack/secondary_bomb_explosion/rig.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
615,"Metadata/Projectiles/BetrayalRinDeceleratingProjectile","[""Metadata/Effects/Spells/Masters/Rin/decelerating_projectile/decelerating_projectile.ao""]","[""idle""]","[""impact""]",1200,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
616,"Metadata/Projectiles/BetrayalKeemaMortar","[""Metadata/Effects/Spells/Masters/Keema/mortar/mortarToss.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
617,"Metadata/Projectiles/BetrayalFrostFuryProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Phantasm/projectile.ao""]","[""projectile""]",[],1500,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
618,"Metadata/Projectiles/CatarinaCarpetMortarProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar01.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar02.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar03.ao"",""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/soul_mortar/soul_mortar04.ao""]","[""animate""]",[],750,1,2,"","","Metadata/Projectiles/ProjectileMortar","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,1,[],"",[],"","","","","","","","","","",[],[],1
619,"Metadata/Projectiles/BetrayalRinSnipe","[""Metadata/Effects/Spells/Masters/Rin/Snipe/snipe_projectile.ao""]","[""idle""]","[""impact""]",3500,"",2,"","","Metadata/Projectiles/Projectile",2645,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
620,"Metadata/Projectiles/BetrayalCatarinaSpark","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/phase_transition01/death_sparks/deathflame_spark.ao""]","[""projectile""]","[""impact""]",500,"",1,"","","Metadata/Projectiles/ProjectileGround","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
621,"Metadata/Projectiles/ShieldThrowBetrayalGrenn","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Grenn/Throw_shield/projectile/shieldtoss.ao""]","[""loop""]","[""end""]",1125,"",2,"","","Metadata/Projectiles/Projectile","",3,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
622,"Metadata/Projectiles/ShieldThrowSecondaryBetrayalGrenn","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Grenn/Throw_shield/secondary_projectile/secondary_projectile.ao""]","[""loop""]","[""explode""]",1500,"",2,"","","Metadata/Projectiles/Projectile",2685,2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
623,"Metadata/Projectiles/BetrayalCatarinaUnearth","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/BossCatarina/unearth_despair/unearth_mine.ao""]","[""projectile""]","[""projectile_impact""]",1500,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
624,"Metadata/Projectiles/BetrayalRikerArcBomb","[""Metadata/Effects/Spells/monsters_effects/League_Betrayal/Riker/Lightning_trap/projectile.ao""]","[""projectile""]",[],750,1,2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
625,"Metadata/Projectiles/PlayerGenericProjectileFire","[""Metadata/Effects/Spells/generic_projectiles/projectilefire.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
626,"Metadata/Projectiles/PlayerGenericProjectileCold","[""Metadata/Effects/Spells/generic_projectiles/projectilecold.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
627,"Metadata/Projectiles/PlayerGenericProjectileLightning","[""Metadata/Effects/Spells/generic_projectiles/projectilelightning.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
628,"Metadata/Projectiles/PlayerGenericProjectilePhysical","[""Metadata/Effects/Spells/generic_projectiles/projectilephys.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
629,"Metadata/Projectiles/PlayerGenericProjectileBlood","[""Metadata/Effects/Spells/generic_projectiles/projectileblood.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
630,"Metadata/Projectiles/PlayerGenericProjectilePoison","[""Metadata/Effects/Spells/generic_projectiles/projectilepoison.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
631,"Metadata/Projectiles/MonsterGenericProjectileFire","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilefire.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
632,"Metadata/Projectiles/MonsterGenericProjectileCold","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilecold.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
633,"Metadata/Projectiles/MonsterGenericProjectileLightning","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilelightning.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
634,"Metadata/Projectiles/MonsterGenericProjectilePhysical","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilephys.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
635,"Metadata/Projectiles/MonsterGenericProjectileBlood","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectileblood.ao""]","[""projectile""]","[""impact""]",3260,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
636,"Metadata/Projectiles/MonsterGenericProjectilePoison","[""Metadata/Effects/Spells/monsters_effects/generic_projectiles/projectilepoison.ao""]","[""projectile""]","[""impact""]",1750,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
637,"Metadata/Projectiles/MerveilFishSpear","[""Metadata/Effects/Microtransactions/Spells/icespear/fish/rig.ao""]","[""frozenspear_idle""]","[""frozenspear_impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
638,"Metadata/Projectiles/SynthesisRibbonProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Ribbon_Large/projectile/projectile.ao""]","[""projectile""]","[""impact""]",1000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
639,"Metadata/Projectiles/SynthesisDroneProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/drone_projectiles/drone_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
640,"Metadata/Projectiles/SynthesisDroneProjectileDash","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/drone_projectiles/drone_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
641,"Metadata/Projectiles/SynthesisDroneTurretProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian1/drone_mechanic/droneProjectile.ao""]","[""projectile""]","[""impact""]",400,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
642,"Metadata/Projectiles/SynthesisSoulstealerProjectile","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian1/projectile/rig.ao""]","[""idle""]","[""end""]",1000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
643,"Metadata/Projectiles/SynthesisSoulstealerProjectileFire","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_fire.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
644,"Metadata/Projectiles/SynthesisSoulstealerProjectileCold","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_ice.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
645,"Metadata/Projectiles/SynthesisSoulstealerProjectileLightning","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_lightning.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
646,"Metadata/Projectiles/SynthesisSoulstealerProjectileNeutral","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/general_proj/neuron_bullet_physical.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
647,"Metadata/Projectiles/SynthesisSoulstealerProjectileTriple","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/drone_projectiles/drone_proj.ao""]","[""projectile""]","[""impact""]",2000,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
648,"Metadata/Projectiles/Soulrend","[""Metadata/Effects/Spells/chaos_soulrend/ao/projectile.ao""]","[""projectile""]","[""impact""]",800,"",2,"","","Metadata/Projectiles/Projectile","",2,"","",[],"",0,0,0,0,"","",0,0,100,100,0,[],"",[],"","","","","","","","","","",[],[],1
