"rownum","SkillGem","i32_16","Icon","Family","IsLineage","FlavourText","rid_61","VisualIdentity","bool_93"
291,704,50,"Art/2DArt/SkillIcons/Support/DamagePerBoltReloadedRecentlySupport.dds",[162],"","","","",""
292,705,50,"Art/2DArt/SkillIcons/Support/DamagePerBoltReloadedRecentlySupport.dds",[162],"","","","",""
293,706,50,"Art/2DArt/SkillIcons/Support/SacrificalLambSupport.dds",[163],"","","","",""
294,707,50,"Art/2DArt/SkillIcons/Support/SacrificalLambSupport.dds",[163],"","","","",""
295,727,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[164],"","","","",""
296,728,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[165],"","","","",""
297,729,50,"Art/2DArt/SkillIcons/Support/BranchingFissuresSupport.dds",[166],"","","","",""
298,730,50,"Art/2DArt/SkillIcons/Support/BranchingFissuresSupport.dds",[166],"","","","",""
299,731,50,"Art/2DArt/SkillIcons/Support/UpheavalSupport.dds",[166],"","","","",""
300,732,50,"Art/2DArt/SkillIcons/Support/UpheavalSupport.dds",[166],"","","","",""
301,733,50,"Art/2DArt/SkillIcons/Support/UpheavalSupport.dds",[166],1,3420,"",41,""
302,683,50,"Art/2DArt/SkillIcons/Support/AftershockSupport.dds",[167],"","","","",""
303,684,50,"Art/2DArt/SkillIcons/Support/AftershockSupport.dds",[167],"","","","",""
304,685,50,"Art/2DArt/SkillIcons/Support/AftershockSupport.dds",[167],"","","","",""
305,686,50,"Art/2DArt/SkillIcons/Support/CascadingSlams.dds",[167],"","","","",""
306,734,50,"Art/2DArt/SkillIcons/Support/GroundEffectDurationSupport.dds",[168],"","","","",""
307,735,50,"Art/2DArt/SkillIcons/Support/TerrainChainSupport.dds",[169],"","","","",""
308,736,50,"Art/2DArt/SkillIcons/Support/TerrainChainSupport.dds",[169],"","","","",""
309,737,50,"Art/2DArt/SkillIcons/Support/TerrainChainSupport.dds",[169],"","","","",""
310,738,50,"Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.dds",[170],"","","","",""
311,739,50,"Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.dds",[170],"","","","",""
312,740,50,"Art/2DArt/SkillIcons/Support/TotemPlacementSpeedSupport.dds",[170],"","","","",""
313,741,50,"Art/2DArt/SkillIcons/Support/LongFuseSupport.dds",[171],"","","","",""
314,742,50,"Art/2DArt/SkillIcons/Support/LongFuseSupport.dds",[171],"","","","",""
315,743,50,"Art/2DArt/SkillIcons/Support/PayloadSupport.dds",[172],"","","","",""
316,744,50,"Art/2DArt/SkillIcons/Support/StripAwaySupport.dds",[173],"","","","",""
317,745,50,"Art/2DArt/SkillIcons/Support/IronwoodSupport.dds",[174],"","","","",""
318,746,50,"Art/2DArt/SkillIcons/Support/IronwoodSupport.dds",[174],"","","","",""
319,747,50,"Art/2DArt/SkillIcons/Support/ConsideredCastingSupport.dds",[175],"","","","",""
320,748,50,"Art/2DArt/SkillIcons/Support/WildshardsSupport.dds",[29],"","","","",""
321,749,50,"Art/2DArt/SkillIcons/Support/WildshardsSupport.dds",[29],"","","","",""
322,750,50,"Art/2DArt/SkillIcons/Support/WildshardsSupport.dds",[29],1,3380,"",11,""
323,751,50,"Art/2DArt/SkillIcons/Support/IceCrystalLessLifeSupport.dds",[176],"","","","",""
324,752,50,"Art/2DArt/SkillIcons/Support/IceCrystalMoreLifeSupport.dds",[177],"","","","",""
325,753,50,"Art/2DArt/SkillIcons/Support/HeftSupport.dds",[178],"","","","",""
326,754,50,"Art/2DArt/SkillIcons/Support/TempestTempoSupport.dds",[179],"","","","",""
327,755,50,"Art/2DArt/SkillIcons/Support/ExtractionSupport.dds",[180],"","","","",""
328,756,50,"Art/2DArt/SkillIcons/Support/AstralProjectionSupport.dds",[181],"","","","",""
329,757,50,"Art/2DArt/SkillIcons/Support/PracticedComboSupport.dds",[182],"","","","",""
330,758,50,"Art/2DArt/SkillIcons/Support/LeverageSupport.dds",[183],"","","","",""
331,759,50,"Art/2DArt/SkillIcons/Support/CulminationSupport.dds",[184],"","","","",""
332,760,50,"Art/2DArt/SkillIcons/Support/CulminationSupport.dds",[184],"","","","",""
333,761,50,"Art/2DArt/SkillIcons/Support/PotentialSupport.dds",[185],"","","","",""
334,762,50,"Art/2DArt/SkillIcons/Support/ExecrateSupport.dds",[186],"","","","",""
335,763,50,"Art/2DArt/SkillIcons/Support/ExciseSupport.dds",[186],"","","","",""
336,764,50,"Art/2DArt/SkillIcons/Support/ExpanseSupport.dds",[186],"","","","",""
337,765,50,"Art/2DArt/SkillIcons/Support/EnergyRetentionSupport.dds",[187],"","","","",""
338,766,50,"Art/2DArt/SkillIcons/Support/FerocitySupport.dds",[188],"","","","",""
339,767,50,"Art/2DArt/SkillIcons/Support/AblationSupport.dds",[189],"","","","",""
340,768,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[189],1,3381,"",12,""
341,769,50,"Art/2DArt/SkillIcons/Support/DanseMacabreSupport.dds",[190],"","","","",""
342,770,50,"Art/2DArt/SkillIcons/Support/CapacitorSupport.dds",[191],"","","","",""
343,771,50,"Art/2DArt/SkillIcons/Support/ImpetusSupport.dds",[192],"","","","",""
344,772,50,"Art/2DArt/SkillIcons/Support/ImpetusSupport.dds",[192],"","","","",""
345,773,50,"Art/2DArt/SkillIcons/Support/RushedRemnantsSupport.dds",[193],"","","","",""
346,774,50,"Art/2DArt/SkillIcons/Support/RushedRemnantsSupport.dds",[193],"","","","",""
347,775,50,"Art/2DArt/SkillIcons/Support/RandomisedTriggerSupport.dds",[194],"","","","",""
348,776,50,"Art/2DArt/SkillIcons/Support/RandomisedTriggerSupport.dds",[194],1,3377,"",10,""
349,777,50,"Art/2DArt/SkillIcons/Support/ManatenanceSupport.dds",[195],"","","","",""
350,778,50,"Art/2DArt/SkillIcons/Support/ManatenanceSupport.dds",[195],"","","","",""
351,779,50,"Art/2DArt/SkillIcons/Support/BiddingSupport.dds",[196],"","","","",""
352,780,50,"Art/2DArt/SkillIcons/Support/BiddingSupport.dds",[196],"","","","",""
353,781,50,"Art/2DArt/SkillIcons/Support/BiddingSupport.dds",[196],"","","","",""
354,783,50,"Art/2DArt/SkillIcons/Support/LingeringComboSupport.dds",[197],"","","","",""
355,782,50,"Art/2DArt/SkillIcons/Support/PureCommandSupport.dds",[198],"","","","",""
356,784,50,"Art/2DArt/SkillIcons/Support/StickyBombSupport.dds",[199],"","","","",""
357,785,50,"Art/2DArt/SkillIcons/Support/StickyBombSupport.dds",[199],"","","","",""
358,786,50,"Art/2DArt/SkillIcons/Support/StickyBombSupport.dds",[199],"","","","",""
359,787,50,"Art/2DArt/SkillIcons/Support/SteelyNerveSupport.dds",[200],"","","","",""
360,788,50,"Art/2DArt/SkillIcons/Support/SteelyNerveSupport.dds",[200],"","","","",""
361,789,50,"Art/2DArt/SkillIcons/Support/UnstableEarthSupport.dds",[201],"","","","",""
362,790,50,"Art/2DArt/SkillIcons/Support/SalvoSupport.dds","[29,51]","","","","",""
363,791,50,"Art/2DArt/SkillIcons/Support/MeasuredSpeedSupport.dds",[203],"","","","",""
364,792,50,"Art/2DArt/SkillIcons/Support/VoltSupport.dds",[204],"","","","",""
365,793,50,"Art/2DArt/SkillIcons/Support/BoneShrapnelSupport.dds",[205],"","","","",""
366,794,50,"Art/2DArt/SkillIcons/Support/AlignmentSupport.dds",[206],"","","","",""
367,795,50,"Art/2DArt/SkillIcons/Support/AlignmentSupport.dds",[206],"","","","",""
368,796,50,"Art/2DArt/SkillIcons/Support/AlignmentSupport.dds","[206,29]","","","","",""
369,797,50,"Art/2DArt/SkillIcons/Support/DerangeSupport.dds",[207],"","","","",""
370,798,50,"Art/2DArt/SkillIcons/Support/ChargedShotsSupport.dds",[208],"","","","",""
371,799,50,"Art/2DArt/SkillIcons/Support/ChargedShotsSupport.dds",[208],"","","","",""
372,800,50,"Art/2DArt/SkillIcons/Support/ProfanitySupport.dds",[209],"","","","",""
373,801,50,"Art/2DArt/SkillIcons/Support/ProfanitySupport.dds",[209],"","","","",""
374,802,50,"Art/2DArt/SkillIcons/Support/ChannellingDamageSupport.dds",[210],"","","","",""
375,803,50,"Art/2DArt/SkillIcons/Support/ChannellingDamageSupport.dds",[210],"","","","",""
376,804,50,"Art/2DArt/SkillIcons/Support/ChannellingAilmentThresholdSupport.dds",[211],"","","","",""
377,805,50,"Art/2DArt/SkillIcons/Support/ChannellingAilmentThresholdSupport.dds",[211],"","","","",""
378,806,50,"Art/2DArt/SkillIcons/Support/FlamepierceSupport.dds",[212],"","","","",""
379,807,50,"Art/2DArt/SkillIcons/Support/FreezeforkSupport.dds",[213],"","","","",""
380,808,50,"Art/2DArt/SkillIcons/Support/StormchainSupport.dds",[214],"","","","",""
381,809,50,"Art/2DArt/SkillIcons/Support/VerglasSupport.dds",[215],"","","","",""
382,810,50,"Art/2DArt/SkillIcons/Support/EmbitterSupport.dds",[216],"","","","",""
383,811,50,"Art/2DArt/SkillIcons/Support/BattershoutSupport.dds",[217],"","","","",""
384,812,50,"Art/2DArt/SkillIcons/Support/NadirSupport.dds",[218],"","","","",""
385,385,50,"Art/2DArt/SkillIcons/Support/PinpointCriticalSupport.dds",[219],"","","","",""
386,945,50,"Art/2DArt/SkillIcons/Support/ExpandingGroundSupport.dds",[220],"","","","",""
387,813,50,"Art/2DArt/SkillIcons/Support/PowerChargetogiveCurseDurationSupport.dds",[221],"","","","",""
388,814,50,"Art/2DArt/SkillIcons/Support/RustedSpikesSupport.dds",[222],"","","","",""
389,815,50,"Art/2DArt/SkillIcons/Support/CrazedMinionsSupport.dds",[223],"","","","",""
390,816,50,"Art/2DArt/SkillIcons/Support/SpectralArrowsSupport.dds",[224],"","","","",""
391,817,50,"Art/2DArt/SkillIcons/Support/RallySupport.dds",[225],"","","","",""
392,818,50,"Art/2DArt/SkillIcons/Support/HoarfrostSupport.dds",[226],"","","","",""
393,819,50,"Art/2DArt/SkillIcons/Support/CleansingSupport.dds",[227],"","","","",""
394,820,50,"Art/2DArt/SkillIcons/Support/AcrimonySupport.dds",[228],"","","","",""
395,821,50,"Art/2DArt/SkillIcons/Support/ConcoctSupport.dds",[229],"","","","",""
396,822,50,"Art/2DArt/SkillIcons/Support/ConcoctSupport.dds",[229],"","","","",""
397,823,50,"Art/2DArt/SkillIcons/Support/AmbrosiaSupport.dds",[230],"","","","",""
398,824,50,"Art/2DArt/SkillIcons/Support/AmbrosiaSupport.dds",[230],"","","","",""
399,825,50,"Art/2DArt/SkillIcons/Support/DomainSupport.dds",[231],"","","","",""
400,826,50,"Art/2DArt/SkillIcons/Support/DomainSupport.dds",[231],"","","","",""
401,827,50,"Art/2DArt/SkillIcons/Support/DomainSupport.dds",[231],"","","","",""
402,828,50,"Art/2DArt/SkillIcons/Support/FigureheadSupport.dds",[232],"","","","",""
403,829,50,"Art/2DArt/SkillIcons/Support/InterludeSupport.dds",[233],"","","","",""
404,830,50,"Art/2DArt/SkillIcons/Support/InterludeSupport.dds",[233],"","","","",""
405,831,50,"Art/2DArt/SkillIcons/Support/InterludeSupport.dds",[233],"","","","",""
406,832,50,"Art/2DArt/SkillIcons/Support/ReverberateSupport.dds",[234],"","","","",""
407,833,50,"Art/2DArt/SkillIcons/Support/ClashSupport.dds",[235],"","","","",""
408,834,50,"Art/2DArt/SkillIcons/Support/MaladySupport.dds",[236],"","","","",""
409,835,50,"Art/2DArt/SkillIcons/Support/DazzleSupport.dds",[237],"","","","",""
410,836,50,"Art/2DArt/SkillIcons/Support/SyzygySupport.dds",[238],"","","","",""
411,837,50,"Art/2DArt/SkillIcons/Support/UnyieldingSupport.dds",[239],"","","","",""
412,838,50,"Art/2DArt/SkillIcons/Support/DesperationSupport.dds",[240],"","","","",""
413,839,50,"Art/2DArt/SkillIcons/Support/OverextendSupport.dds",[241],"","","","",""
414,840,50,"Art/2DArt/SkillIcons/Support/ElementalAssaultSupport.dds",[242],"","","","",""
415,841,50,"Art/2DArt/SkillIcons/Support/UnbendingSupport.dds",[243],"","","","",""
416,842,50,"Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.dds",[244],"","","","",""
417,843,50,"Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.dds",[244],"","","","",""
418,844,50,"Art/2DArt/SkillIcons/Support/RetreatingAssaultSupport.dds",[244],"","","","",""
419,845,50,"Art/2DArt/SkillIcons/Support/PursuitSupport.dds",[245],"","","","",""
420,846,50,"Art/2DArt/SkillIcons/Support/PursuitSupport.dds",[245],"","","","",""
421,847,50,"Art/2DArt/SkillIcons/Support/PursuitSupport.dds",[245],"","","","",""
422,848,50,"Art/2DArt/SkillIcons/Support/ReachSupport.dds",[44],"","","","",""
423,849,50,"Art/2DArt/SkillIcons/Support/CommiserateSupport.dds",[246],"","","","",""
424,850,50,"Art/2DArt/SkillIcons/Support/BlindsideSupport.dds",[247],"","","","",""
425,851,50,"Art/2DArt/SkillIcons/Support/MobileAssaultSupport.dds",[248],"","","","",""
426,852,50,"Art/2DArt/SkillIcons/Support/LightningThornsSupport.dds",[249],"","","","",""
427,853,50,"Art/2DArt/SkillIcons/Support/DefySupport.dds",[250],"","","","",""
428,854,50,"Art/2DArt/SkillIcons/Support/DefySupport.dds",[250],"","","","",""
429,855,50,"Art/2DArt/SkillIcons/Support/InstabilitySupport.dds",[251],"","","","",""
430,856,50,"Art/2DArt/SkillIcons/Support/VariedTroopsSupport.dds",[252],"","","","",""
431,857,50,"Art/2DArt/SkillIcons/Support/EnormitySupport.dds",[253],"","","","",""
432,858,50,"Art/2DArt/SkillIcons/Support/CaltropsSupport.dds",[254],"","","","",""
433,859,50,"Art/2DArt/SkillIcons/Support/HaemocrystalsSupport.dds",[255],"","","","",""
434,860,50,"Art/2DArt/SkillIcons/Support/SparSupport.dds",[256],"","","","",""
435,861,50,"Art/2DArt/SkillIcons/Support/UnmovingSupport.dds",[257],"","","","",""
436,862,50,"Art/2DArt/SkillIcons/Support/RemnantReachSupport.dds",[258],"","","","",""
437,863,50,"Art/2DArt/SkillIcons/Support/AncestralCallSupport.dds",[259],"","","","",""
438,864,50,"Art/2DArt/SkillIcons/Support/AncestralCallSupport.dds",[259],"","","","",""
439,865,50,"Art/2DArt/SkillIcons/Support/AncestralCallSupport.dds",[259],"","","","",""
440,866,50,"Art/2DArt/SkillIcons/Support/SpikedGauntletsSupport.dds",[260],"","","","",""
441,867,50,"Art/2DArt/SkillIcons/Support/UnsteadyTempoSupport.dds",[261],"","","","",""
442,868,50,"Art/2DArt/SkillIcons/Support/AncestralAidSupport.dds",[259],"","","","",""
443,869,50,"Art/2DArt/SkillIcons/Support/TitanicArrowsSupport.dds",[262],"","","","",""
444,438,50,"Art/2DArt/SkillIcons/Support/DeadlyHeraldsSupport.dds",[263],"","","","",""
445,292,50,"Art/2DArt/SkillIcons/Support/EssenceHarvestSupport.dds",[264],"","","","",""
446,870,50,"Art/2DArt/SkillIcons/Support/ShockingLeapSupport.dds",[265],"","","","",""
447,871,50,"Art/2DArt/SkillIcons/Support/BarbsSupport.dds",[266],"","","","",""
448,872,50,"Art/2DArt/SkillIcons/Support/BarbsSupport.dds",[266],"","","","",""
449,873,50,"Art/2DArt/SkillIcons/Support/BarbsSupport.dds",[266],"","","","",""
450,874,50,"Art/2DArt/SkillIcons/Support/WinterblastSupport.dds",[267],"","","","",""
451,875,50,"Art/2DArt/SkillIcons/Support/ArmsLengthSupport.dds",[268],"","","","",""
452,876,50,"Art/2DArt/SkillIcons/Support/CharmBountySupport.dds",[64],"","","","",""
453,877,50,"Art/2DArt/SkillIcons/Support/ThornskinSupport.dds",[269],"","","","",1
454,878,50,"Art/2DArt/SkillIcons/Support/ThornskinSupport.dds",[269],"","","","",1
455,879,50,"Art/2DArt/SkillIcons/Support/MysticismSupport.dds",[270],"","","","",1
456,880,50,"Art/2DArt/SkillIcons/Support/MysticismSupport.dds",[270],"","","","",1
457,881,50,"Art/2DArt/SkillIcons/Support/DireStrikeSupport.dds",[271],"","","","",1
458,882,50,"Art/2DArt/SkillIcons/Support/DireStrikeSupport.dds",[271],"","","","",1
459,883,50,"Art/2DArt/SkillIcons/Support/UpwellingSupport.dds",[272],"","","","",1
460,884,50,"Art/2DArt/SkillIcons/Support/UpwellingSupport.dds",[272],"","","","",1
461,885,50,"Art/2DArt/SkillIcons/Support/WarmBloodedSupport.dds",[273],"","","","",1
462,886,50,"Art/2DArt/SkillIcons/Support/CoolHeadedSupport.dds",[274],"","","","",1
463,887,50,"Art/2DArt/SkillIcons/Support/StrongHeartedSupport.dds",[275],"","","","",1
464,889,50,"Art/2DArt/SkillIcons/Support/TemperedValourSupport.dds",[276],"","","","",""
465,890,50,"Art/2DArt/SkillIcons/Support/TemperedValourSupport.dds",[276],"","","","",""
466,891,50,"Art/2DArt/SkillIcons/Support/TemperedValourSupport.dds",[276],"","","","",""
467,892,50,"Art/2DArt/SkillIcons/Support/GreatwoodSupport.dds",[277],1,3398,"",20,""
468,893,50,"Art/2DArt/SkillIcons/Support/GreatwoodSupport.dds",[277],"","","","",""
469,894,50,"Art/2DArt/SkillIcons/Support/SplinterTotemSupport.dds",[277],"","","","",""
470,895,50,"Art/2DArt/SkillIcons/Support/SplinterTotemSupport.dds",[277],"","","","",""
471,888,50,"Art/2DArt/SkillIcons/Support/UntouchableSupport.dds",[278],"","","","",""
472,896,50,"Art/2DArt/SkillIcons/Support/UnabatingSupport.dds",[279],"","","","",""
473,897,50,"Art/2DArt/SkillIcons/Support/TimerotSupport.dds",[280],"","","","",""
474,898,50,"Art/2DArt/SkillIcons/Support/PunchThroughSupport.dds",[281],"","","","",""
475,899,50,"Art/2DArt/SkillIcons/Support/RipSupport.dds",[282],"","","","",""
476,900,50,"Art/2DArt/SkillIcons/Support/TearSupport.dds",[283],"","","","",""
477,901,50,"Art/2DArt/SkillIcons/Support/BrinkSupport.dds",[284],"","","","",""
478,902,50,"Art/2DArt/SkillIcons/Support/BrinkSupport.dds",[284],"","","","",""
479,903,50,"Art/2DArt/SkillIcons/Support/TirelessSupport.dds",[285],"","","","",""
480,904,50,"Art/2DArt/SkillIcons/Support/VolcanicEruptionSupport.dds",[286],"","","","",""
481,905,50,"Art/2DArt/SkillIcons/Support/FirstBloodSupport.dds",[287],"","","","",""
482,906,50,"Art/2DArt/SkillIcons/Support/RetortSupport.dds",[288],"","","","",""
483,907,50,"Art/2DArt/SkillIcons/Support/BloodintheEyesSupport.dds",[289],"","","","",""
484,908,50,"Art/2DArt/SkillIcons/Support/PotencySupport.dds",[290],"","","","",""
485,909,50,"Art/2DArt/SkillIcons/Support/IncisionSupport.dds",[291],"","","","",""
486,910,50,"Art/2DArt/SkillIcons/Support/CleanseSupport.dds",[292],"","","","",""
487,911,50,"Art/2DArt/SkillIcons/Support/AdversitySupport.dds",[293],"","","","",""
488,912,50,"Art/2DArt/SkillIcons/Support/TrustyCompanionSupport.dds",[294],"","","","",""
489,913,50,"Art/2DArt/SkillIcons/Support/TrustyCompanionSupport.dds",[294],1,3401,"",25,""
490,914,50,"Art/2DArt/SkillIcons/Support/RearmSupport.dds",[295],"","","","",""
491,915,50,"Art/2DArt/SkillIcons/Support/RearmSupport.dds",[295],"","","","",""
492,916,50,"Art/2DArt/SkillIcons/Support/DelayedReactionSupport.dds",[296],"","","","",""
493,917,50,"Art/2DArt/SkillIcons/Support/SpectralPalmSupport.dds",[297],"","","","",""
494,918,50,"Art/2DArt/SkillIcons/Support/VolatilePowerSupport.dds",[298],"","","","",""
495,919,50,"Art/2DArt/SkillIcons/Support/GambleshotSupport.dds",[299],"","","","",""
496,920,50,"Art/2DArt/SkillIcons/Support/DiscountSupport.dds",[300],"","","","",""
497,921,50,"Art/2DArt/SkillIcons/Support/ImpaleSupport.dds",[301],"","","","",""
498,922,50,"Art/2DArt/SkillIcons/Support/PerfectionSupport.dds",[302],"","","","",""
499,923,50,"Art/2DArt/SkillIcons/Support/CessationSupport.dds",[303],"","","","",""
500,924,50,"Art/2DArt/SkillIcons/Support/SeeRedSupport.dds",[304],"","","","",""
501,925,50,"Art/2DArt/SkillIcons/Support/ExpediteSupport.dds",[305],"","","","",""
502,926,50,"Art/2DArt/SkillIcons/Support/ExpediteSupport.dds",[305],"","","","",""
503,927,50,"Art/2DArt/SkillIcons/Support/UndermineSupport.dds",[306],"","","","",""
504,928,50,"Art/2DArt/SkillIcons/Support/OutmaneuverSupport.dds",[307],"","","","",""
505,929,50,"Art/2DArt/SkillIcons/Support/SingleOutSupport.dds",[308],"","","","",""
506,930,50,"Art/2DArt/SkillIcons/Support/SingleOutSupport.dds",[308],"","","","",""
507,931,50,"Art/2DArt/SkillIcons/Support/SingleOutSupport.dds",[360],1,3389,"",57,""
508,932,50,"Art/2DArt/SkillIcons/Support/TumultSupport.dds",[309],"","","","",""
509,933,50,"Art/2DArt/SkillIcons/Support/MixedMaladiesSupport.dds",[310],"","","","",""
510,934,50,"Art/2DArt/SkillIcons/Support/NoFearSupport.dds",[311],"","","","",""
511,935,50,"Art/2DArt/SkillIcons/Support/NoFearSupport.dds",[311],"","","","",""
512,936,50,"Art/2DArt/SkillIcons/Support/GrudgeSupport.dds",[312],"","","","",""
513,937,50,"Art/2DArt/SkillIcons/Support/BriarpatchSupport.dds",[313],"","","","",""
514,938,50,"Art/2DArt/SkillIcons/Support/InhibitorSupport.dds",[314],"","","","",""
515,939,50,"Art/2DArt/SkillIcons/Support/GroundingShocksSupport.dds",[315],"","","","",""
516,942,50,"Art/2DArt/SkillIcons/Support/MoreTotemLifeSupport.dds",[316],"","","","",""
517,943,50,"Art/2DArt/SkillIcons/Support/MoreTotemLifeSupport.dds",[316],"","","","",""
518,944,50,"Art/2DArt/SkillIcons/Support/MoreTotemLifeSupport.dds",[316],1,3388,"",14,""
519,996,50,"Art/2DArt/SkillIcons/Support/LivingLightningSupport.dds",[317],"","","","",""
520,997,50,"Art/2DArt/SkillIcons/Support/LivingLightningSupport.dds",[317],"","","","",""
521,998,50,"Art/2DArt/SkillIcons/Support/BlankWhiteSupport.dds",[318],"","","","",""
522,999,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[319],"","","","",""
523,1000,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[320],"","","","",""
524,1001,50,"Art/2DArt/SkillIcons/Support/FrozenSpiteSupport.dds",[321],"","","","",""
525,1002,50,"Art/2DArt/SkillIcons/Support/ShockingRiftSupport.dds",[322],"","","","",""
526,1003,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[323],1,3402,"",26,""
527,1004,50,"Art/2DArt/SkillIcons/Support/PillarofFireSupport.dds",[324],"","","","",""
528,1005,50,"Art/2DArt/SkillIcons/Support/AutoShotgunSupport.dds",[325],"","","","",""
529,1006,50,"Art/2DArt/SkillIcons/Support/EnduranceChargeonPerfectTimingSupport.dds",[326],"","","","",""
530,1008,50,"Art/2DArt/SkillIcons/Support/EnduranceOnHeavyStunSupport.dds",[327],"","","","",""
531,1007,50,"Art/2DArt/SkillIcons/Support/EnduranceOnHeavyStunSupport.dds",[327],"","","","",""
532,1009,50,"Art/2DArt/SkillIcons/Support/FissureOnLandingSupport.dds",[328],"","","","",""
533,1010,50,"Art/2DArt/SkillIcons/Support/GuardonStunSupport.dds",[329],"","","","",""
534,1011,50,"Art/2DArt/SkillIcons/Support/GuardonStunSupport.dds",[329],"","","","",""
535,1012,50,"Art/2DArt/SkillIcons/Support/CrystallineShardsSupport.dds",[330],"","","","",""
536,1013,50,"Art/2DArt/SkillIcons/Support/SkitteringStone.dds",[331],"","","","",""
537,1014,50,"Art/2DArt/SkillIcons/Support/SkitteringStone.dds",[331],"","","","",""
538,1015,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[332],1,3383,"",4,""
539,1016,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[333],1,3426,"",43,""
540,1017,50,"Art/2DArt/SkillIcons/Support/DurabilitySupport.dds",[334],"","","","",""
541,1018,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[335],1,3412,"",44,""
542,1019,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[335],1,3413,"",46,""
543,1020,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[335],1,3414,"",47,""
544,1021,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[335],1,3415,"",45,""
545,1022,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[340],1,3378,"",8,""
546,1023,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[341],1,3390,"",9,""
547,1024,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[343],1,3416,"",38,""
548,1025,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[343],1,3417,"",39,""
549,1026,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[343],1,3418,"",40,""
550,1027,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[344],1,3425,"",35,""
551,1028,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[345],1,3408,"",31,""
552,1029,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[346],1,3409,"",32,""
553,1030,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[347],1,3410,"",33,""
554,1031,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[154],1,3411,"",34,""
555,1032,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[348],1,3427,"",30,""
556,1033,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[50],1,3385,"",0,""
557,1034,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[368],1,3379,"",5,""
558,1035,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[349],1,3376,"",2,""
559,1036,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[350],1,3406,"",29,""
560,1037,50,"Art/2DArt/SkillIcons/Support/BlankRedSupport.dds",[351],1,3404,"",28,""
561,1038,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[352],1,3403,"",27,""
562,1039,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[353],1,3393,"",18,""
563,1040,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[354],1,3405,"",17,""
564,1041,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[355],1,3435,"",49,""
565,1042,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[302],1,3432,"",48,""
566,1043,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[357],1,3434,"",51,""
567,1044,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds",[358],1,3433,"",50,""
568,1045,50,"Art/2DArt/SkillIcons/Support/BlankGreenSupport.dds",[359],1,"","","",""
569,1046,50,"Art/2DArt/SkillIcons/Support/BlankBlueSupport.dds","[375,37]",1,3445,"",56,""
570,1079,50,"Art/2DArt/SkillIcons/Support/MarkedForDrain.dds",[364],"","","","",""
571,1080,50,"Art/2DArt/SkillIcons/Support/MarkedForDrain.dds",[364],"","","","",""
572,1081,50,"Art/2DArt/SkillIcons/Support/ThrilloftheKillSupport.dds",[365],"","","","",""
573,1082,50,"Art/2DArt/SkillIcons/Support/ThrilloftheKillSupport.dds",[365],"","","","",""
574,1083,50,"Art/2DArt/SkillIcons/Support/ExpositionSupport.dds",[366],"","","","",""
575,1084,50,"Art/2DArt/SkillIcons/Support/OpeningMoveSupport.dds",[370],"","","","",""
576,1085,50,"Art/2DArt/SkillIcons/Support/ExplosiveGrowth.dds",[363],"","","","",""
