"rownum","StatSet","GemLevel","SpellCritChance","AttackCritChance","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","bool_76","i32_77","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","ActorLevel","BaseMultiplier"
3729,98,20,0,0,[],[],[84],"",100,[],[],[],[],[],[],97.7,0
3730,98,21,0,0,[],[],[84],"",100,[],[],[],[],[],[],105.083,0
3731,98,22,0,0,[],[],[84],"",100,[],[],[],[],[],[],112.692,0
3732,98,23,0,0,[],[],[84],"",100,[],[],[],[],[],[],120.527,0
3733,98,24,0,0,[],[],[84],"",100,[],[],[],[],[],[],128.588,0
3734,98,25,0,0,[],[],[84],"",100,[],[],[],[],[],[],136.875,0
3735,98,26,0,0,[],[],[84],"",100,[],[],[],[],[],[],145.388,0
3736,98,27,0,0,[],[],[84],"",100,[],[],[],[],[],[],154.127,0
3737,98,28,0,0,[],[],[84],"",100,[],[],[],[],[],[],163.092,0
3738,98,29,0,0,[],[],[84],"",100,[],[],[],[],[],[],172.283,0
3739,98,30,0,0,[],[],[84],"",100,[],[],[],[],[],[],181.7,0
3740,98,31,0,0,[],[],[84],"",100,[],[],[],[],[],[],191.343,0
3741,98,32,0,0,[],[],[84],"",100,[],[],[],[],[],[],201.212,0
3742,98,33,0,0,[],[],[84],"",100,[],[],[],[],[],[],211.307,0
3743,98,34,0,0,[],[],[84],"",100,[],[],[],[],[],[],221.628,0
3744,98,35,0,0,[],[],[84],"",100,[],[],[],[],[],[],232.175,0
3745,98,36,0,0,[],[],[84],"",100,[],[],[],[],[],[],242.948,0
3746,98,37,0,0,[],[],[84],"",100,[],[],[],[],[],[],253.947,0
3747,98,38,0,0,[],[],[84],"",100,[],[],[],[],[],[],265.172,0
3748,98,39,0,0,[],[],[84],"",100,[],[],[],[],[],[],276.623,0
3749,98,40,0,0,[],[],[84],"",100,[],[],[],[],[],[],288.3,0
3750,99,1,0,0,[],[],[85],"",100,[],[],[],[],[],[],1,0
3751,99,2,0,0,[],[],[85],"",100,[],[],[],[],[],[],3.452,0
3752,99,3,0,0,[],[],[85],"",100,[],[],[],[],[],[],6.767,0
3753,99,4,0,0,[],[],[85],"",100,[],[],[],[],[],[],10.308,0
3754,99,5,0,0,[],[],[85],"",100,[],[],[],[],[],[],14.075,0
3755,99,6,0,0,[],[],[85],"",100,[],[],[],[],[],[],18.068,0
3756,99,7,0,0,[],[],[85],"",100,[],[],[],[],[],[],22.287,0
3757,99,8,0,0,[],[],[85],"",100,[],[],[],[],[],[],26.732,0
3758,99,9,0,0,[],[],[85],"",100,[],[],[],[],[],[],31.403,0
3759,99,10,0,0,[],[],[85],"",100,[],[],[],[],[],[],36.3,0
3760,99,11,0,0,[],[],[85],"",100,[],[],[],[],[],[],41.423,0
3761,99,12,0,0,[],[],[85],"",100,[],[],[],[],[],[],46.772,0
3762,99,13,0,0,[],[],[85],"",100,[],[],[],[],[],[],52.347,0
3763,99,14,0,0,[],[],[85],"",100,[],[],[],[],[],[],58.148,0
3764,99,15,0,0,[],[],[85],"",100,[],[],[],[],[],[],64.175,0
3765,99,16,0,0,[],[],[85],"",100,[],[],[],[],[],[],70.428,0
3766,99,17,0,0,[],[],[85],"",100,[],[],[],[],[],[],76.907,0
3767,99,18,0,0,[],[],[85],"",100,[],[],[],[],[],[],83.612,0
3768,99,19,0,0,[],[],[85],"",100,[],[],[],[],[],[],90.543,0
3769,99,20,0,0,[],[],[85],"",100,[],[],[],[],[],[],97.7,0
3770,99,21,0,0,[],[],[85],"",100,[],[],[],[],[],[],105.083,0
3771,99,22,0,0,[],[],[85],"",100,[],[],[],[],[],[],112.692,0
3772,99,23,0,0,[],[],[85],"",100,[],[],[],[],[],[],120.527,0
3773,99,24,0,0,[],[],[85],"",100,[],[],[],[],[],[],128.588,0
3774,99,25,0,0,[],[],[85],"",100,[],[],[],[],[],[],136.875,0
3775,99,26,0,0,[],[],[85],"",100,[],[],[],[],[],[],145.388,0
3776,99,27,0,0,[],[],[85],"",100,[],[],[],[],[],[],154.127,0
3777,99,28,0,0,[],[],[85],"",100,[],[],[],[],[],[],163.092,0
3778,99,29,0,0,[],[],[85],"",100,[],[],[],[],[],[],172.283,0
3779,99,30,0,0,[],[],[85],"",100,[],[],[],[],[],[],181.7,0
3780,99,31,0,0,[],[],[85],"",100,[],[],[],[],[],[],191.343,0
3781,99,32,0,0,[],[],[85],"",100,[],[],[],[],[],[],201.212,0
3782,99,33,0,0,[],[],[85],"",100,[],[],[],[],[],[],211.307,0
3783,99,34,0,0,[],[],[85],"",100,[],[],[],[],[],[],221.628,0
3784,99,35,0,0,[],[],[85],"",100,[],[],[],[],[],[],232.175,0
3785,99,36,0,0,[],[],[85],"",100,[],[],[],[],[],[],242.948,0
3786,99,37,0,0,[],[],[85],"",100,[],[],[],[],[],[],253.947,0
3787,99,38,0,0,[],[],[85],"",100,[],[],[],[],[],[],265.172,0
3788,99,39,0,0,[],[],[85],"",100,[],[],[],[],[],[],276.623,0
3789,99,40,0,0,[],[],[85],"",100,[],[],[],[],[],[],288.3,0
3790,100,1,0,0,[],[],[86],"",100,[],[],[],[],[],[],1,0
3791,100,2,0,0,[],[],[86],"",100,[],[],[],[],[],[],3.452,0
3792,100,3,0,0,[],[],[86],"",100,[],[],[],[],[],[],6.767,0
3793,100,4,0,0,[],[],[86],"",100,[],[],[],[],[],[],10.308,0
3794,100,5,0,0,[],[],[86],"",100,[],[],[],[],[],[],14.075,0
3795,100,6,0,0,[],[],[86],"",100,[],[],[],[],[],[],18.068,0
3796,100,7,0,0,[],[],[86],"",100,[],[],[],[],[],[],22.287,0
3797,100,8,0,0,[],[],[86],"",100,[],[],[],[],[],[],26.732,0
3798,100,9,0,0,[],[],[86],"",100,[],[],[],[],[],[],31.403,0
3799,100,10,0,0,[],[],[86],"",100,[],[],[],[],[],[],36.3,0
3800,100,11,0,0,[],[],[86],"",100,[],[],[],[],[],[],41.423,0
3801,100,12,0,0,[],[],[86],"",100,[],[],[],[],[],[],46.772,0
3802,100,13,0,0,[],[],[86],"",100,[],[],[],[],[],[],52.347,0
3803,100,14,0,0,[],[],[86],"",100,[],[],[],[],[],[],58.148,0
3804,100,15,0,0,[],[],[86],"",100,[],[],[],[],[],[],64.175,0
3805,100,16,0,0,[],[],[86],"",100,[],[],[],[],[],[],70.428,0
3806,100,17,0,0,[],[],[86],"",100,[],[],[],[],[],[],76.907,0
3807,100,18,0,0,[],[],[86],"",100,[],[],[],[],[],[],83.612,0
3808,100,19,0,0,[],[],[86],"",100,[],[],[],[],[],[],90.543,0
3809,100,20,0,0,[],[],[86],"",100,[],[],[],[],[],[],97.7,0
3810,100,21,0,0,[],[],[86],"",100,[],[],[],[],[],[],105.083,0
3811,100,22,0,0,[],[],[86],"",100,[],[],[],[],[],[],112.692,0
3812,100,23,0,0,[],[],[86],"",100,[],[],[],[],[],[],120.527,0
3813,100,24,0,0,[],[],[86],"",100,[],[],[],[],[],[],128.588,0
3814,100,25,0,0,[],[],[86],"",100,[],[],[],[],[],[],136.875,0
3815,100,26,0,0,[],[],[86],"",100,[],[],[],[],[],[],145.388,0
3816,100,27,0,0,[],[],[86],"",100,[],[],[],[],[],[],154.127,0
3817,100,28,0,0,[],[],[86],"",100,[],[],[],[],[],[],163.092,0
3818,100,29,0,0,[],[],[86],"",100,[],[],[],[],[],[],172.283,0
3819,100,30,0,0,[],[],[86],"",100,[],[],[],[],[],[],181.7,0
3820,100,31,0,0,[],[],[86],"",100,[],[],[],[],[],[],191.343,0
3821,100,32,0,0,[],[],[86],"",100,[],[],[],[],[],[],201.212,0
3822,100,33,0,0,[],[],[86],"",100,[],[],[],[],[],[],211.307,0
3823,100,34,0,0,[],[],[86],"",100,[],[],[],[],[],[],221.628,0
3824,100,35,0,0,[],[],[86],"",100,[],[],[],[],[],[],232.175,0
3825,100,36,0,0,[],[],[86],"",100,[],[],[],[],[],[],242.948,0
3826,100,37,0,0,[],[],[86],"",100,[],[],[],[],[],[],253.947,0
3827,100,38,0,0,[],[],[86],"",100,[],[],[],[],[],[],265.172,0
3828,100,39,0,0,[],[],[86],"",100,[],[],[],[],[],[],276.623,0
3829,100,40,0,0,[],[],[86],"",100,[],[],[],[],[],[],288.3,0
3830,101,1,0,0,[],[],[87],"",100,[],[],[],[],[],[],1,0
3831,101,2,0,0,[],[],[87],"",100,[],[],[],[],[],[],3.452,0
3832,101,3,0,0,[],[],[87],"",100,[],[],[],[],[],[],6.767,0
3833,101,4,0,0,[],[],[87],"",100,[],[],[],[],[],[],10.308,0
3834,101,5,0,0,[],[],[87],"",100,[],[],[],[],[],[],14.075,0
3835,101,6,0,0,[],[],[87],"",100,[],[],[],[],[],[],18.068,0
3836,101,7,0,0,[],[],[87],"",100,[],[],[],[],[],[],22.287,0
3837,101,8,0,0,[],[],[87],"",100,[],[],[],[],[],[],26.732,0
3838,101,9,0,0,[],[],[87],"",100,[],[],[],[],[],[],31.403,0
3839,101,10,0,0,[],[],[87],"",100,[],[],[],[],[],[],36.3,0
3840,101,11,0,0,[],[],[87],"",100,[],[],[],[],[],[],41.423,0
3841,101,12,0,0,[],[],[87],"",100,[],[],[],[],[],[],46.772,0
3842,101,13,0,0,[],[],[87],"",100,[],[],[],[],[],[],52.347,0
3843,101,14,0,0,[],[],[87],"",100,[],[],[],[],[],[],58.148,0
3844,101,15,0,0,[],[],[87],"",100,[],[],[],[],[],[],64.175,0
3845,101,16,0,0,[],[],[87],"",100,[],[],[],[],[],[],70.428,0
3846,101,17,0,0,[],[],[87],"",100,[],[],[],[],[],[],76.907,0
3847,101,18,0,0,[],[],[87],"",100,[],[],[],[],[],[],83.612,0
3848,101,19,0,0,[],[],[87],"",100,[],[],[],[],[],[],90.543,0
3849,101,20,0,0,[],[],[87],"",100,[],[],[],[],[],[],97.7,0
3850,101,21,0,0,[],[],[87],"",100,[],[],[],[],[],[],105.083,0
3851,101,22,0,0,[],[],[87],"",100,[],[],[],[],[],[],112.692,0
3852,101,23,0,0,[],[],[87],"",100,[],[],[],[],[],[],120.527,0
3853,101,24,0,0,[],[],[87],"",100,[],[],[],[],[],[],128.588,0
3854,101,25,0,0,[],[],[87],"",100,[],[],[],[],[],[],136.875,0
3855,101,26,0,0,[],[],[87],"",100,[],[],[],[],[],[],145.388,0
3856,101,27,0,0,[],[],[87],"",100,[],[],[],[],[],[],154.127,0
3857,101,28,0,0,[],[],[87],"",100,[],[],[],[],[],[],163.092,0
3858,101,29,0,0,[],[],[87],"",100,[],[],[],[],[],[],172.283,0
3859,101,30,0,0,[],[],[87],"",100,[],[],[],[],[],[],181.7,0
3860,101,31,0,0,[],[],[87],"",100,[],[],[],[],[],[],191.343,0
3861,101,32,0,0,[],[],[87],"",100,[],[],[],[],[],[],201.212,0
3862,101,33,0,0,[],[],[87],"",100,[],[],[],[],[],[],211.307,0
3863,101,34,0,0,[],[],[87],"",100,[],[],[],[],[],[],221.628,0
3864,101,35,0,0,[],[],[87],"",100,[],[],[],[],[],[],232.175,0
3865,101,36,0,0,[],[],[87],"",100,[],[],[],[],[],[],242.948,0
3866,101,37,0,0,[],[],[87],"",100,[],[],[],[],[],[],253.947,0
3867,101,38,0,0,[],[],[87],"",100,[],[],[],[],[],[],265.172,0
3868,101,39,0,0,[],[],[87],"",100,[],[],[],[],[],[],276.623,0
3869,101,40,0,0,[],[],[87],"",100,[],[],[],[],[],[],288.3,0
3870,102,1,0,0,[],[],[88],"",100,[],[],[],[],[],[],1,0
3871,102,2,0,0,[],[],[88],"",100,[],[],[],[],[],[],3.452,0
3872,102,3,0,0,[],[],[88],"",100,[],[],[],[],[],[],6.767,0
3873,102,4,0,0,[],[],[88],"",100,[],[],[],[],[],[],10.308,0
3874,102,5,0,0,[],[],[88],"",100,[],[],[],[],[],[],14.075,0
3875,102,6,0,0,[],[],[88],"",100,[],[],[],[],[],[],18.068,0
3876,102,7,0,0,[],[],[88],"",100,[],[],[],[],[],[],22.287,0
3877,102,8,0,0,[],[],[88],"",100,[],[],[],[],[],[],26.732,0
3878,102,9,0,0,[],[],[88],"",100,[],[],[],[],[],[],31.403,0
3879,102,10,0,0,[],[],[88],"",100,[],[],[],[],[],[],36.3,0
3880,102,11,0,0,[],[],[88],"",100,[],[],[],[],[],[],41.423,0
3881,102,12,0,0,[],[],[88],"",100,[],[],[],[],[],[],46.772,0
3882,102,13,0,0,[],[],[88],"",100,[],[],[],[],[],[],52.347,0
3883,102,14,0,0,[],[],[88],"",100,[],[],[],[],[],[],58.148,0
3884,102,15,0,0,[],[],[88],"",100,[],[],[],[],[],[],64.175,0
3885,102,16,0,0,[],[],[88],"",100,[],[],[],[],[],[],70.428,0
3886,102,17,0,0,[],[],[88],"",100,[],[],[],[],[],[],76.907,0
3887,102,18,0,0,[],[],[88],"",100,[],[],[],[],[],[],83.612,0
3888,102,19,0,0,[],[],[88],"",100,[],[],[],[],[],[],90.543,0
3889,102,20,0,0,[],[],[88],"",100,[],[],[],[],[],[],97.7,0
3890,102,21,0,0,[],[],[88],"",100,[],[],[],[],[],[],105.083,0
3891,102,22,0,0,[],[],[88],"",100,[],[],[],[],[],[],112.692,0
3892,102,23,0,0,[],[],[88],"",100,[],[],[],[],[],[],120.527,0
3893,102,24,0,0,[],[],[88],"",100,[],[],[],[],[],[],128.588,0
3894,102,25,0,0,[],[],[88],"",100,[],[],[],[],[],[],136.875,0
3895,102,26,0,0,[],[],[88],"",100,[],[],[],[],[],[],145.388,0
3896,102,27,0,0,[],[],[88],"",100,[],[],[],[],[],[],154.127,0
3897,102,28,0,0,[],[],[88],"",100,[],[],[],[],[],[],163.092,0
3898,102,29,0,0,[],[],[88],"",100,[],[],[],[],[],[],172.283,0
3899,102,30,0,0,[],[],[88],"",100,[],[],[],[],[],[],181.7,0
3900,102,31,0,0,[],[],[88],"",100,[],[],[],[],[],[],191.343,0
3901,102,32,0,0,[],[],[88],"",100,[],[],[],[],[],[],201.212,0
3902,102,33,0,0,[],[],[88],"",100,[],[],[],[],[],[],211.307,0
3903,102,34,0,0,[],[],[88],"",100,[],[],[],[],[],[],221.628,0
3904,102,35,0,0,[],[],[88],"",100,[],[],[],[],[],[],232.175,0
3905,102,36,0,0,[],[],[88],"",100,[],[],[],[],[],[],242.948,0
3906,102,37,0,0,[],[],[88],"",100,[],[],[],[],[],[],253.947,0
3907,102,38,0,0,[],[],[88],"",100,[],[],[],[],[],[],265.172,0
3908,102,39,0,0,[],[],[88],"",100,[],[],[],[],[],[],276.623,0
3909,102,40,0,0,[],[],[88],"",100,[],[],[],[],[],[],288.3,0
3910,103,1,0,0,[],[],[89],"",100,[],[],[],[],[],[],1,0
3911,103,2,0,0,[],[],[89],"",100,[],[],[],[],[],[],3.452,0
3912,103,3,0,0,[],[],[89],"",100,[],[],[],[],[],[],6.767,0
3913,103,4,0,0,[],[],[89],"",100,[],[],[],[],[],[],10.308,0
3914,103,5,0,0,[],[],[89],"",100,[],[],[],[],[],[],14.075,0
3915,103,6,0,0,[],[],[89],"",100,[],[],[],[],[],[],18.068,0
3916,103,7,0,0,[],[],[89],"",100,[],[],[],[],[],[],22.287,0
3917,103,8,0,0,[],[],[89],"",100,[],[],[],[],[],[],26.732,0
3918,103,9,0,0,[],[],[89],"",100,[],[],[],[],[],[],31.403,0
3919,103,10,0,0,[],[],[89],"",100,[],[],[],[],[],[],36.3,0
3920,103,11,0,0,[],[],[89],"",100,[],[],[],[],[],[],41.423,0
3921,103,12,0,0,[],[],[89],"",100,[],[],[],[],[],[],46.772,0
3922,103,13,0,0,[],[],[89],"",100,[],[],[],[],[],[],52.347,0
3923,103,14,0,0,[],[],[89],"",100,[],[],[],[],[],[],58.148,0
3924,103,15,0,0,[],[],[89],"",100,[],[],[],[],[],[],64.175,0
3925,103,16,0,0,[],[],[89],"",100,[],[],[],[],[],[],70.428,0
3926,103,17,0,0,[],[],[89],"",100,[],[],[],[],[],[],76.907,0
3927,103,18,0,0,[],[],[89],"",100,[],[],[],[],[],[],83.612,0
3928,103,19,0,0,[],[],[89],"",100,[],[],[],[],[],[],90.543,0
3929,103,20,0,0,[],[],[89],"",100,[],[],[],[],[],[],97.7,0
3930,103,21,0,0,[],[],[89],"",100,[],[],[],[],[],[],105.083,0
3931,103,22,0,0,[],[],[89],"",100,[],[],[],[],[],[],112.692,0
3932,103,23,0,0,[],[],[89],"",100,[],[],[],[],[],[],120.527,0
3933,103,24,0,0,[],[],[89],"",100,[],[],[],[],[],[],128.588,0
3934,103,25,0,0,[],[],[89],"",100,[],[],[],[],[],[],136.875,0
3935,103,26,0,0,[],[],[89],"",100,[],[],[],[],[],[],145.388,0
3936,103,27,0,0,[],[],[89],"",100,[],[],[],[],[],[],154.127,0
3937,103,28,0,0,[],[],[89],"",100,[],[],[],[],[],[],163.092,0
3938,103,29,0,0,[],[],[89],"",100,[],[],[],[],[],[],172.283,0
3939,103,30,0,0,[],[],[89],"",100,[],[],[],[],[],[],181.7,0
3940,103,31,0,0,[],[],[89],"",100,[],[],[],[],[],[],191.343,0
3941,103,32,0,0,[],[],[89],"",100,[],[],[],[],[],[],201.212,0
3942,103,33,0,0,[],[],[89],"",100,[],[],[],[],[],[],211.307,0
3943,103,34,0,0,[],[],[89],"",100,[],[],[],[],[],[],221.628,0
3944,103,35,0,0,[],[],[89],"",100,[],[],[],[],[],[],232.175,0
3945,103,36,0,0,[],[],[89],"",100,[],[],[],[],[],[],242.948,0
3946,103,37,0,0,[],[],[89],"",100,[],[],[],[],[],[],253.947,0
3947,103,38,0,0,[],[],[89],"",100,[],[],[],[],[],[],265.172,0
3948,103,39,0,0,[],[],[89],"",100,[],[],[],[],[],[],276.623,0
3949,103,40,0,0,[],[],[89],"",100,[],[],[],[],[],[],288.3,0
3950,104,1,0,0,[],[],[90],"",100,[],[],[],[],[],[],1,0
3951,104,2,0,0,[],[],[90],"",100,[],[],[],[],[],[],3.452,0
3952,104,3,0,0,[],[],[90],"",100,[],[],[],[],[],[],6.767,0
3953,104,4,0,0,[],[],[90],"",100,[],[],[],[],[],[],10.308,0
3954,104,5,0,0,[],[],[90],"",100,[],[],[],[],[],[],14.075,0
3955,104,6,0,0,[],[],[90],"",100,[],[],[],[],[],[],18.068,0
3956,104,7,0,0,[],[],[90],"",100,[],[],[],[],[],[],22.287,0
3957,104,8,0,0,[],[],[90],"",100,[],[],[],[],[],[],26.732,0
3958,104,9,0,0,[],[],[90],"",100,[],[],[],[],[],[],31.403,0
3959,104,10,0,0,[],[],[90],"",100,[],[],[],[],[],[],36.3,0
3960,104,11,0,0,[],[],[90],"",100,[],[],[],[],[],[],41.423,0
3961,104,12,0,0,[],[],[90],"",100,[],[],[],[],[],[],46.772,0
3962,104,13,0,0,[],[],[90],"",100,[],[],[],[],[],[],52.347,0
3963,104,14,0,0,[],[],[90],"",100,[],[],[],[],[],[],58.148,0
3964,104,15,0,0,[],[],[90],"",100,[],[],[],[],[],[],64.175,0
3965,104,16,0,0,[],[],[90],"",100,[],[],[],[],[],[],70.428,0
3966,104,17,0,0,[],[],[90],"",100,[],[],[],[],[],[],76.907,0
3967,104,18,0,0,[],[],[90],"",100,[],[],[],[],[],[],83.612,0
3968,104,19,0,0,[],[],[90],"",100,[],[],[],[],[],[],90.543,0
3969,104,20,0,0,[],[],[90],"",100,[],[],[],[],[],[],97.7,0
3970,104,21,0,0,[],[],[90],"",100,[],[],[],[],[],[],105.083,0
3971,104,22,0,0,[],[],[90],"",100,[],[],[],[],[],[],112.692,0
3972,104,23,0,0,[],[],[90],"",100,[],[],[],[],[],[],120.527,0
3973,104,24,0,0,[],[],[90],"",100,[],[],[],[],[],[],128.588,0
3974,104,25,0,0,[],[],[90],"",100,[],[],[],[],[],[],136.875,0
3975,104,26,0,0,[],[],[90],"",100,[],[],[],[],[],[],145.388,0
3976,104,27,0,0,[],[],[90],"",100,[],[],[],[],[],[],154.127,0
3977,104,28,0,0,[],[],[90],"",100,[],[],[],[],[],[],163.092,0
3978,104,29,0,0,[],[],[90],"",100,[],[],[],[],[],[],172.283,0
3979,104,30,0,0,[],[],[90],"",100,[],[],[],[],[],[],181.7,0
3980,104,31,0,0,[],[],[90],"",100,[],[],[],[],[],[],191.343,0
3981,104,32,0,0,[],[],[90],"",100,[],[],[],[],[],[],201.212,0
3982,104,33,0,0,[],[],[90],"",100,[],[],[],[],[],[],211.307,0
3983,104,34,0,0,[],[],[90],"",100,[],[],[],[],[],[],221.628,0
3984,104,35,0,0,[],[],[90],"",100,[],[],[],[],[],[],232.175,0
3985,104,36,0,0,[],[],[90],"",100,[],[],[],[],[],[],242.948,0
3986,104,37,0,0,[],[],[90],"",100,[],[],[],[],[],[],253.947,0
3987,104,38,0,0,[],[],[90],"",100,[],[],[],[],[],[],265.172,0
3988,104,39,0,0,[],[],[90],"",100,[],[],[],[],[],[],276.623,0
3989,104,40,0,0,[],[],[90],"",100,[],[],[],[],[],[],288.3,0
3990,105,1,0,0,[],[],[91],"",100,[],[],[],[],[],[],1,0
3991,105,2,0,0,[],[],[91],"",100,[],[],[],[],[],[],3.452,0
3992,105,3,0,0,[],[],[91],"",100,[],[],[],[],[],[],6.767,0
3993,105,4,0,0,[],[],[91],"",100,[],[],[],[],[],[],10.308,0
3994,105,5,0,0,[],[],[91],"",100,[],[],[],[],[],[],14.075,0
3995,105,6,0,0,[],[],[91],"",100,[],[],[],[],[],[],18.068,0
3996,105,7,0,0,[],[],[91],"",100,[],[],[],[],[],[],22.287,0
3997,105,8,0,0,[],[],[91],"",100,[],[],[],[],[],[],26.732,0
3998,105,9,0,0,[],[],[91],"",100,[],[],[],[],[],[],31.403,0
3999,105,10,0,0,[],[],[91],"",100,[],[],[],[],[],[],36.3,0
4000,105,11,0,0,[],[],[91],"",100,[],[],[],[],[],[],41.423,0
4001,105,12,0,0,[],[],[91],"",100,[],[],[],[],[],[],46.772,0
4002,105,13,0,0,[],[],[91],"",100,[],[],[],[],[],[],52.347,0
4003,105,14,0,0,[],[],[91],"",100,[],[],[],[],[],[],58.148,0
4004,105,15,0,0,[],[],[91],"",100,[],[],[],[],[],[],64.175,0
4005,105,16,0,0,[],[],[91],"",100,[],[],[],[],[],[],70.428,0
4006,105,17,0,0,[],[],[91],"",100,[],[],[],[],[],[],76.907,0
4007,105,18,0,0,[],[],[91],"",100,[],[],[],[],[],[],83.612,0
4008,105,19,0,0,[],[],[91],"",100,[],[],[],[],[],[],90.543,0
4009,105,20,0,0,[],[],[91],"",100,[],[],[],[],[],[],97.7,0
4010,105,21,0,0,[],[],[91],"",100,[],[],[],[],[],[],105.083,0
4011,105,22,0,0,[],[],[91],"",100,[],[],[],[],[],[],112.692,0
4012,105,23,0,0,[],[],[91],"",100,[],[],[],[],[],[],120.527,0
4013,105,24,0,0,[],[],[91],"",100,[],[],[],[],[],[],128.588,0
4014,105,25,0,0,[],[],[91],"",100,[],[],[],[],[],[],136.875,0
4015,105,26,0,0,[],[],[91],"",100,[],[],[],[],[],[],145.388,0
4016,105,27,0,0,[],[],[91],"",100,[],[],[],[],[],[],154.127,0
4017,105,28,0,0,[],[],[91],"",100,[],[],[],[],[],[],163.092,0
4018,105,29,0,0,[],[],[91],"",100,[],[],[],[],[],[],172.283,0
4019,105,30,0,0,[],[],[91],"",100,[],[],[],[],[],[],181.7,0
4020,105,31,0,0,[],[],[91],"",100,[],[],[],[],[],[],191.343,0
4021,105,32,0,0,[],[],[91],"",100,[],[],[],[],[],[],201.212,0
4022,105,33,0,0,[],[],[91],"",100,[],[],[],[],[],[],211.307,0
4023,105,34,0,0,[],[],[91],"",100,[],[],[],[],[],[],221.628,0
4024,105,35,0,0,[],[],[91],"",100,[],[],[],[],[],[],232.175,0
4025,105,36,0,0,[],[],[91],"",100,[],[],[],[],[],[],242.948,0
4026,105,37,0,0,[],[],[91],"",100,[],[],[],[],[],[],253.947,0
4027,105,38,0,0,[],[],[91],"",100,[],[],[],[],[],[],265.172,0
4028,105,39,0,0,[],[],[91],"",100,[],[],[],[],[],[],276.623,0
4029,105,40,0,0,[],[],[91],"",100,[],[],[],[],[],[],288.3,0
4030,107,1,0,0,"[4,6]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.7,1.04]",1,0
4031,107,2,0,0,"[5,8]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.7,1.06]",3.452,0
4032,107,3,0,0,"[7,11]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.71,1.07]",6.767,0
4033,107,4,0,0,"[9,14]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.72,1.09]",10.308,0
4034,107,5,0,0,"[12,18]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.73,1.1]",14.075,0
4035,107,6,0,0,"[15,23]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.74,1.12]",18.068,0
4036,107,7,0,0,"[18,28]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.75,1.13]",22.287,0
4037,107,8,0,0,"[23,34]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.77,1.15]",26.732,0
4038,107,9,0,0,"[27,41]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.78,1.17]",31.403,0
4039,107,10,0,0,"[33,49]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.79,1.18]",36.3,0
4040,107,11,0,0,"[39,59]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",41.423,0
4041,107,12,0,0,"[46,69]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",46.772,0
4042,107,13,0,0,"[53,80]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",52.347,0
4043,107,14,0,0,"[62,93]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",58.148,0
4044,107,15,0,0,"[72,108]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",64.175,0
4045,107,16,0,0,"[83,124]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",70.428,0
4046,107,17,0,0,"[96,143]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",76.907,0
4047,107,18,0,0,"[110,165]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",83.612,0
4048,107,19,0,0,"[127,190]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",90.543,0
4049,107,20,0,0,"[146,218]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",97.7,0
4050,107,21,0,0,"[167,251]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",105.083,0
4051,107,22,0,0,"[192,288]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",112.692,0
4052,107,23,0,0,"[221,331]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",120.527,0
4053,107,24,0,0,"[253,380]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",128.588,0
4054,107,25,0,0,"[291,437]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",136.875,0
4055,107,26,0,0,"[334,502]",[],[92],"",100,[],"[1459,1460]","[0,0]",[],"[3,3]","[0.8,1.2]",145.388,0
