"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool_100"
446,"WarBannerPlayer","","[18407,2883,23784]","[17546,18400,18462,20177,22310,22874]","[45,-70,160,50,200,100]",1,0.055,0,[],""
447,"DefianceBannerPlayer","","[18407,2883,23784]","[17546,18400,18462,20177,22310,22874]","[45,-70,160,50,200,100]",1,0.055,0,[],""
448,"DreadBannerPlayer","","[18407,2883,23784]","[17546,18400,18462,20177,22310,22874]","[45,-70,160,50,200,100]",1,0.055,0,[],""
449,"HandOfChayulaPlayer",70,"[693,601,1978,23599]","[16088,17756,1100]","[10,65,73]",1,0.055,0,[],""
450,"SupportHandOfChayulaPlayer",37,[19709],[],[],1,0.055,0,[],""
451,"FreezingWordPlayer","",[18407],"[17546,18400,18462,20177]","[38,-70,160,50]",1,0.055,0,[],""
452,"ShatteringPalmExplosionPlayer",5,"[601,3070,19821,20505,19643,1978]","[17546,1098]","[16,100]",1,0.055,0,[],""
453,"WarBannerReservationPlayer","",[2883],[],[],1,0.055,0,[],""
454,"DefianceBannerReservationPlayer","",[2883],[],[],1,0.055,0,[],""
455,"DreadBannerReservationPlayer","",[2883],[],[],1,0.055,0,[],""
456,"TimeOfNeedPlayer","",[2883],[],[],1,0.055,0,[],""
457,"AttritionPlayer","",[2883],[19928],[1],1,0.055,0,[],""
458,"ElementalConfluxPlayer","",[2883],[344],[8000],1,0.055,0,[],""
459,"EmergencyReloadPlayer","","[7672,19643,18306,19858,2883]","[344,19018]","[6000,1]",1,0.055,0,[],""
460,"ClusterGrenadePlayer",75,"[483,16087,4408,601,18306,18217,18407,6453,1978,20604]","[17717,18256,22109,1097,18400,18462,20177,17546,17549,1843,21925,18981,23472]","[1000,90,2000,20,-70,160,50,25,24,50,15,15,50]",1,0.055,0,[],""
461,"ClusterGrenadeMiniPlayer",76,"[483,601,18217,16091,13526,1765,2396,1978,20505,20604,9962,23075]","[17717,22109,17546,18211,6434,8095,1097]","[1000,3000,14,18,70,300,40]",1,0.055,0,"[22109,17546,1097]",1
462,"PlayerLightningCloneRetaliation","",[6475],[344],[6000],1,0.055,0,[],""
463,"LightningCloneRetaliation","",[6475],[344],[6000],1,0.055,0,[],""
464,"TornadoShotPlayer",4,"[483,853,18172,18407,601,22047]","[17546,17549,18400,18462,20177,20064,23286]","[10,30,-70,160,50,1,10]",1,0.055,0,[],""
465,"TornadoShotNovaPlayer",74,"[13526,5428,20165,20505]","[18211,20058]","[3,60]",4,0.17,0.0106,[],""
466,"BlinkPlayer","","[2883,18023,20479,21442]","[18924,18305]","[15,150]",1,0.055,0,[],""
467,"BlackPowderBlitzPlayer",5,"[6861,9162,11781,18502,21442,601,188]","[17546,1097,17717,24060,24061,19843,976]","[24,60,100,75,5,100,100]",5.6,0.13,0.0096,[],""
468,"BlinkSandPlayer","","[2883,18023,20479,21442]","[18924,18305,18795]","[15,150,1]",1,0.055,0,[],""
469,"ChargeRegulationPlayer","",[2883],[],[],1,0.055,0,[],""
470,"ShardScavengerPlayer","",[2883],[],[],1,0.055,0,[],""
471,"OverwhelmingPresencePlayer","",[2883],[],[],1,0.055,0,[],""
472,"AlchemistsBoonPlayer","",[2883],[],[],1,0.055,0,[],""
473,"MetaReapersInvocationPlayer","",[2883],"[17999,20137]","[500,3000]",1,0.055,0,[],""
474,"SupportReapersInvocationPlayer","","[18000,18114]",[17998],[10],1,0.055,0,[],""
475,"SacrificePlayer","",[2883],[],[],1,0.055,0,[],""
476,"ArchmagePlayer","",[2883],[20141],[4],1,0.055,0,[],""
477,"TriggeredBurningRunesPlayer","",[],"[20145,17546,344,20146,3451]","[100,20,4000,20,0]",1,0.055,0,[],""
478,"MagneticSalvoPlayer",4,"[483,853,4408,20609]","[17546,1099,18211]","[10,80,8]",1,0.055,0,[],""
479,"MagneticSalvoEmpoweredPlayer",5,[],[17546],[14],1,0.055,0,[],1
480,"FreezingSalvoPlayer","","[483,853,4408,18407,601,21962]","[18211,17546,17549,1098,18400,18462,20177,20261]","[1,12,30,80,-70,160,50,10]",1,0.055,0,[],""
481,"TriggeredGasCloudPlayer","",[],[20175],[100],1,0.055,0,[],""
482,"TriggeredGasCloudGasDegenPlayer",62,"[601,20505]","[17546,344,3077,18225,18230]","[20,4000,4000,20,80]",1.617,0.055,0,[],""
483,"TriggeredGasCloudGasExplosionPlayer",5,"[601,20505]",[],[],1,0.055,0,[],""
484,"TriggeredDetonationPlayer",5,"[601,20505]","[20176,17546]","[100,18]",1,0.055,0,[],""
485,"BerserkPlayer","",[],"[9079,18293]","[6,2]",1,0.055,0,[],""
486,"HeraldOfPlaguePlayer","",[2883],[],[],1,0.055,0,[],""
487,"HeraldOfBloodPlayer",39,"[2883,21468,21892]",[],[],1,0.055,0,[],""
488,"HeraldOfBloodExplosionPlayer",5,"[601,1978,3070,1708,2620,21478,20505,693]","[17546,1113]","[15,300]",1.25,0.2735,0,"[2883,21468]",""
489,"WitheringPresencePlayer","",[],[344],[6000],1,0.055,0,[],""
490,"RavenousSwarmPlayer","","[2883,20165]","[17546,22480,22478]","[40,6000,3]",1,0.055,0,[],""
491,"MetaMirageArcherPlayer","",[],[],[],1,0.055,0,[],""
492,"SupportMirageArcherPlayer","",[20052],"[22866,16429]","[-30,1]",1,0.055,0,[],""
493,"MirageArcherSpawnPlayer",142,"[22548,18902,22549,1964]",[22550],[6000],1,0.055,0,[],""
494,"CombatFrenzyPlayer","",[2883],[],[],1,0.055,0,[],""
495,"MetaCastOnBlockPlayer","","[18111,18112,2883]","[20293,18795]","[2500,1]",1,0.055,0,[],""
496,"MetaCastCurseOnBlockPlayer","","[18111,18112,2883]","[20293,18795]","[2500,1]",1,0.055,0,[],""
497,"SupportMetaCastOnBlockPlayer","","[18000,18111]",[17998],[10],1,0.055,0,[],""
498,"SupportMetaCastCurseOnBlockPlayer","","[18000,18111]",[17998],[10],1,0.055,0,[],""
499,"GatheringStormPlayer",84,"[601,1978,22051,23599]","[18305,18538,17756,17348,17546,17977,16448,20589,1099,20483,1225]","[360,300,35,20,18,50,800,8,20,85,10]",1,0.055,0,[],""
500,"GatheringStormPerfectPlayer",85,"[20505,19496]","[17756,1099,344]","[25,50,5000]",1,0.055,0,[17348],1
501,"GatheringStormExplodePlayer",24,"[20505,19496]","[17546,1099]","[22,80]",1,0.055,0,[17546],1
502,"WhirlwindLancePlayer",116,"[483,4408,6453,9974,18407,18172,21178]","[18400,18462,20177,1744]","[-70,160,50,65]",1,0.055,0,[],""
503,"WhirlwindLanceStormPlayer",108,"[17746,20505,1978,21178]","[17546,12605,18328,21066,18585,12604,12606,21210,21469,22041,344,19018]","[18,3,250,10,-30,150,3,6,50,3,15000,1]",1,0.055,0,[483],1
504,"PrimalStrikesPlayer",33,"[601,22065,1318,23599]","[19619,1225,18538,16088,1099,17364,22063,22064,22062,22391]","[2,5,200,15,40,1,150,16,1,50]",1,0.055,0,[],""
505,"PrimalStrikesSecondPlayer",0,[],[1225],[10],1,0.055,0,[],""
506,"PrimalStrikesFinalPlayer",9,"[20505,18691]","[17741,1099,22062,9488]","[-35,20,6,100]",1,0.055,0,[],1
507,"CullTheWeakPlayer","","[573,17771,601,23599]","[16088,17756,18909,23919,23920,23921]","[15,65,100,1,2,3]",1,0.055,0,[],""
508,"FangsOfFrostPlayer",106,"[9167,8944,601,22090,23599]","[1098,1225,16088]","[80,4,15]",1,0.055,0,[],""
509,"FangsOfFrostBurstPlayer",5,"[20505,1978,22598]","[1098,17546,344]","[20,22,4000]",1,0.055,0,[1225],1
510,"WindSerpentsFuryPlayer",124,"[601,17746,23599]","[17546,17549,18328,18372,22071]","[100,17,1500,1,200]",1,0.055,0,[],""
511,"WindSerpentsFurySnakePlayer",125,[],"[17546,17549,18328,11287]","[100,17,-1000,1019]",1,0.055,0,"[17546,17549]",1
512,"WindSerpentsFuryKnockbackExplosionPlayer",24,"[2581,22598]",[17546],[20],1,0.055,0,"[17546,17549,18328,22071]",1
513,"RakePlayer",96,"[601,21179,1978,23599]","[17756,17967,16088,16448,5691,17348,18860,1225,17948]","[50,100,8,400,100,-3,100,2,-7]",1,0.055,0,[],""
514,"BloodhoundsMarkPlayer",59,"[2883,18407]","[344,18400,18462,20177,20445,21547,21806]","[8000,-70,160,50,1,5,300]",1,0.055,0,[],""
515,"BloodhoundsMarkExplosionPlayer",5,"[20505,21478,1978,2620,19643]","[17546,21548,21545,21546]","[26,100,100,100]",2.3,0.2735,0,[],""
516,"TameBeastPlayer","","[2883,21364,18407,21833,22285]","[646,18400,18462,20177,21950]","[-82,-70,160,50,30]",1,0.055,0,[],""
517,"SpearOfSolarisImpactPlayer",4,"[601,18172,483,693,21442]","[17546,17348,16448,1097,22310,22868]","[20,60,1400,75,20,100]",1,0.055,0,[],""
518,"SpearOfSolarisPulsePlayer",47,"[20505,22598]","[17546,21390,21391]","[20,20,200]",1,0.055,0,"[17546,693,16448,22310]",1
519,"SpearOfSolarisGroundPlayer",78,"[20505,22598]","[1097,21392]","[25,100]",1,0.055,0,"[693,16448,18249,22310]",1
520,"StormLancePlayer",3,"[483,18407,16091,18496,18172,6453,4378,18427,21858]","[18400,18462,20177,344,21253,1099,17546,17549,21255,21827,21671]","[-70,160,50,6000,3,30,20,30,800,200,16]",1,0.055,0,[],""
521,"StormLanceInfusedPlayer",127,[20505],"[344,3077,21255,1099,17552]","[1500,6000,200,70,30]",1,0.055,0,"[4378,344,21255,18427]",1
522,"StormLanceBeamPlayer",122,[20505],"[8300,1099]","[30,70]",1,0.055,0,"[4378,18427]",1
523,"StormLanceDetonatedBeamPlayer",117,[20505],[1099],[70],1,0.055,0,"[4378,18427]",1
524,"ParryPlayer","","[18407,20479,693,18486,21340,21833,1978,22307,23599]","[18400,18462,20177,21283,21284,344,18249,18487,16084,18305]","[-50,160,50,10,50,2000,400,2000,-60,100]",1,0.055,0,[],""
525,"ElementalSunderingPlayer",47,"[2883,1978,21960]","[17546,22261]","[50,20]",1,0.055,0,[],""
526,"ElementalSunderingColdPlayer",99,"[601,18701]","[17546,1098,24123]","[16,100,50]",1,0.055,0,"[17546,2883]",1
527,"ElementalSunderingFirePlayer",97,"[601,18701]","[17546,1097]","[16,100]",1,0.055,0,"[17546,2883]",1
528,"ElementalSunderingLightningPlayer",98,"[601,18701]","[17546,1099]","[16,100]",1,0.055,0,"[17546,2883]",1
529,"SummonBeastPlayer",81,"[18233,20165,21796]",[18234],[12000],0,0.0927,0,[],""
530,"AmazonTriggerColdSurgePlayer",119,"[601,20052,1978]","[21654,17546,1098,344,23567]","[100,18,100,15000,6]",1,0.055,0,[],""
531,"AmazonTriggerFireSurgePlayer",118,[],[1097],[100],1,0.055,0,[1098],1
532,"AmazonTriggerLightningSurgePlayer",120,[],[1099],[100],1,0.055,0,[1098],1
533,"GeminiSurgeColdPlayer",119,"[601,20052,1978]","[22419,17546,1098,344,23567,24128]","[100,16,100,15000,10,1]",1,0.055,0,[],""
534,"GeminiSurgeFirePlayer",118,[],[1097],[100],1,0.055,0,[1098],1
535,"ChaosSpearTriggerChaosSurgePlayer","","[601,20052,1978]","[21656,17546,1100,344,23567]","[100,18,100,15000,6]",1,0.055,0,[],""
536,"TriggeredHoarfrostPlayer","",[],[],[],1,0.055,0,[],""
537,"ManifestWeaponPlayer","",[18233],"[21951,22130,23735]","[1,1,3]",1,0.055,0,[],""
538,"ConvalescencePlayer","",[2883],[],[],1,0.055,0,[],""
539,"ConvalescenceActivePlayer","","[9238,2883,18407,21833]","[18400,18462,20177,19018]","[-70,160,50,30]",1,0.055,0,[],""
540,"ExplodingPoisonToadPlayer","",[601],"[22500,3250,17546]","[25,100,25]",2,0.2735,0,[],""
541,"IronWardPlayer","","[2883,22980]",[],[],1,0.055,0,[],""
542,"IronWardNovaPlayer","","[601,20505,18407]","[17546,18400,18462,20177,22530,18249]","[18,-70,160,50,2,200]",1,0.055,0,[],""
543,"IceFragmentsPlayer","","[483,18217,19643,18023,601]","[22636,17546,1098,22737,22109]","[100,13,100,110,3000]",1,0.055,0,[],""
544,"IcestormPlayer",25,"[1978,601,18407,2219,1319,21960]","[595,11655,344,17546,17549,18400,18462,20177,20954,22276,22277]","[150,3,6000,9,26,-70,160,50,150,1,1]",1,0.13,0.0082,[],""
545,"PinnacleOfPowerPlayer","","[7672,2883,22759]","[22658,22659]","[5000,8]",1,0.055,0,[],""
546,"CrossbowRequiemPlayer",140,"[483,18257,18496,4408,18295,18407,21960,601,23359,23599]","[18400,18462,20177,17546,17549,1098]","[-70,160,50,16,24,60]",1,0.055,0,[],""
547,"CrossbowRequiemAmmoPlayer","","[18306,18407,2883,20505,22665,22666,24070]","[17717,22663,22664,22756]","[1000,200,100,12000]",1,0.055,0,[],""
548,"HeartOfIcePlayer","","[1978,22711]",[18795],[1],8.36,0.13,0.0096,[],""
549,"TriggeredCausticCloudPlayer",62,[601],"[17546,344,18225,18230,3547]","[20,4000,20,80,20]",1,0.055,0,[],""
550,"ForgeHammerPlayer",4,"[601,18407,9238]","[17348,344,17546,22828,22829,22830,22831,1097,18400,18462,20177,1888]","[40,12000,18,1,10,5,300,30,-70,160,50,-30]",1,0.055,0,[],""
551,"ForgeHammerFissurePlayer",148,[20505],"[17546,344,1097]","[10,8000,70]",1,0.055,0,"[17546,344]",1
552,"MetaMortarCannonPlayer","","[10001,859,18784,9839,21535,18407,20165,13431]","[865,867,871,18400,18462,20177]","[8000,120,1,-70,160,50]",1,0.055,0,[],""
553,"SupportMortarCannonPlayer","","[1773,23825,24047]","[16429,23224,19737,22846,24048]","[2,-50,100,-50,1]",1,0.055,0,[],""
554,"ToggleMountMinionPlayer","",[21442],[],[],1,0.055,0,[],""
555,"FulminationPlayer","",[1318],"[18795,22849,19018]","[1,0,1]",1,0.055,0,[],""
556,"GrimFeastPlayer","",[2883],"[20637,22859,20924]","[100,35,8000]",12,4,0.0135,[],""
557,"GrimFeastResummonPlayer","","[2883,18407]","[18400,18462,20177]","[-70,160,50]",1,0.055,0,[],""
558,"AncestralCryPlayer",144,"[2883,8944,11353,5143,18407]","[11111,11130,18955,344,22310,22870,23083,17546,19018,18400,18462,20177]","[2,1,50,8000,100,100,100,40,1,-70,160,50]",1,0.055,0,[],""
559,"AncestralCryShockwavePlayer","","[601,20505]","[17546,1097]","[12,100]",1,0.055,0,[],""
560,"AncestralCryProjectilePlayer","","[483,23085,19643,20505]","[17546,21503,21504,18211,1097]","[8,5,15,3,100]",1,0.055,0,[],""
561,"MtxCommandCrueltyKillerBirdPlayer","",[2883],[],[],1,0.055,0,[],""
562,"MtxCrueltyKillerBirdConsume","",[2883],[],[],1,0.055,0,[],""
563,"TriggeredCurseZoneHazardExplosionPlayer","",[23411],"[23409,23410,23902]","[100,200,3000]",1,0.055,0,[],""
564,"SiphonElementsPlayer","",[2883],"[23606,23607,23608]","[5,5,5]",1,0.055,0,[],""
565,"FrostDartsPlayer",3,"[483,18407,4408,23583,18496,23599,8156]","[18211,18400,18462,20177]","[3,-70,160,50]",0.55,0.13,0.0069,[],""
566,"FrostDartsExplodePlayer",5,[601],"[17546,23841]","[18,3]",0.8,0.13,0.0069,"[18211,1461,1462]",""
567,"FrostDartsIceMortarPlayer",151,"[601,13153,17074]","[17546,21503,21504,18211]","[8,5,17,2]",0.65,0.13,0.0069,"[18211,1461,1462]",""
568,"RavenousSwarmAttack","",[2252],[],[],1,0.055,0,[],""
569,"GraveCommandPlayer","","[2883,21364,18407,21833,22285,23981]","[646,18400,18462,20177,21950]","[-82,-70,160,50,30]",1,0.055,0,[],""
570,"SoulCrystalPlayer",81,"[18233,20165,21796,23981,23982]",[18234],[12000],0,0.0927,0,[],""
571,"TriggeredAbyssalApparitionPlayer","",[20479],[24083],[100],1,0.055,0,[],""
572,"PlayerSkillqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],[],[],1,0.055,0,[],""
573,"SupportAddedFireDamagePlayer","",[],"[17938,18826]","[25,-50]",0,0.0927,0,[],""
574,"SupportRapidAttacksPlayer","",[],[69],[15],0,0.0927,0,[],""
575,"SupportRapidAttacksPlayerTwo","",[],[69],[25],1,0.0927,0,[],""
576,"SupportRapidAttacksPlayerThree","",[],"[69,18844]","[35,-50]",1,0.0927,0,[],""
577,"SupportMultishotPlayer","",[],"[166,630,10053,22404]","[2,-35,200,-20]",0,0.0927,0,[],""
578,"SupportMultishotPlayerTwo","",[],"[166,630,10053,22404]","[2,-25,200,-20]",1,0.055,0,[],""
579,"SupportNovaProjectilesPlayer","",[1765],"[166,23480]","[4,-40]",1,0.055,0,[],""
580,"SupportSpiralProjectilesPlayer","",[23481],"[166,23482]","[5,-40]",1,0.055,0,[],""
581,"SupportProjectileAccelerationPlayer","",[],[18723],[40],0,0.0927,0,[],""
582,"SupportProjectileAccelerationPlayerTwo","",[],"[18723,18729]","[40,40]",0,0.0927,0,[],""
583,"SupportProjectileAccelerationPlayerThree","",[23066],[18723],[40],0,0.0927,0,[],""
584,"SupportAddedColdDamagePlayer","",[],"[18715,18825]","[25,-50]",0.5805,0.0927,0,[],""
585,"SupportHeightenedAccuracyPlayer","",[],[18842],[50],0,0.0927,0,[],""
586,"SupportHeightenedAccuracyPlayerTwo","",[23315],[18842],[50],0,0.0927,0,[],""
587,"SupportMagnifiedAreaPlayer","",[],"[418,18013]","[35,0]",0,0.0927,0,[],""
588,"SupportMagnifiedAreaPlayerTwo","",[],"[418,18013]","[45,-10]",0,0.0927,0,[],""
589,"SupportAddedLightningDamagePlayer","",[],"[17991,18827]","[25,-50]",0.5271,0.0927,0,[],""
590,"SupportEfficiencyPlayer","",[],[18852],[-30],0,0.0927,0,[],""
591,"SupportEfficiencyPlayerTwo","",[],[18852],[-40],0,0.0927,0,[],""
592,"SupportIncreasedCriticalDamagePlayer","",[],"[94,19499]","[100,-20]",0,0.0927,0,[],""
593,"SupportKnockbackPlayer","",[103],"[17777,21228]","[30,40]",0,0.0927,0,[],""
594,"SupportLifeLeechPlayer","",[],[3002],[1200],0,0.0927,0,[],""
595,"SupportLifeLeechPlayerTwo","",[],[3002],[1600],0,0.0927,0,[],""
596,"SupportLifeLeechPlayerThree","",[23115],[3002],[1600],0,0.0927,0,[],""
597,"SupportManaLeechPlayer","",[],[3003],[800],0,0.0927,0,[],""
598,"SupportAddedChaosDamagePlayer","",[],"[19132,19131]","[25,-50]",0.4712,0.0927,0,[],""
599,"SupportPiercePlayer","",[],"[18729,3794]","[100,-20]",0,0.0927,0,[],""
600,"SupportPiercePlayerTwo","",[],[18729],[100],0,0.0927,0,[],""
601,"SupportPiercePlayerThree","",[4378],[23300],[-20],0,0.0927,0,[],""
602,"SupportMeleePhysicalDamagePlayer","",[],"[625,13804]","[35,-10]",0,0.0927,0,[],""
603,"SupportRapidCastingPlayer","",[],[210],[15],0,0.0927,0,[],""
604,"SupportRapidCastingPlayerTwo","",[],[210],[20],0,0.0927,0,[],""
605,"SupportRapidCastingPlayerThree","",[],[23800],[10],0,0.0927,0,[],""
606,"SupportConcentratedAreaPlayer","",[],"[2644,627]","[-50,30]",0,0.0927,0,[],""
607,"SupportBlindPlayer","",[],[976],[100],1,0.0927,0,[],""
608,"SupportBlindPlayerTwo","",[],"[976,14039]","[100,20]",1,0.055,0,[],""
609,"SupportFirePenetrationPlayer","",[],[577],[30],1,0.0927,0,[],""
610,"SupportFirePenetrationPlayerTwo","",[23113],[],[],1,0.055,0,[],""
611,"SupportColdPenetrationPlayer","",[],[578],[30],1,0.0927,0,[],""
612,"SupportLightningPenetrationPlayer","",[],[579],[30],1,0.0927,0,[],""
613,"SupportChainPlayer","",[],"[165,17784,1127]","[1,1,-50]",1,0.0927,0,[],""
614,"SupportChainPlayerTwo","",[],"[165,17784,1127]","[1,1,-40]",1,0.0927,0,[],""
615,"SupportChainPlayerThree","",[],"[17784,1127]","[2,-40]",1,0.0927,0,[],""
616,"SupportForkPlayer","",[1111],"[10053,17710]","[100,-30]",1,0.0927,0,[],""
617,"SupportSpellEchoPlayer","",[],"[17979,1718,17978,23951]","[500,-30,1,40]",1,0.0927,0,[],""
618,"SupportElementalArmyPlayer","",[],[2071],[30],1,0.0927,0,[],""
619,"SupportProjectileDecelerationPlayer","",[],[2875],[-25],1,0.0927,0,[],""
620,"SupportProjectileDecelerationPlayerTwo","",[],[2875],[-30],1,0.0927,0,[],""
621,"SupportVilentasPropulsionPlayer","",[],[23775],[50],1,0.055,0,[],""
622,"CompressedDurationSupportPlayer","",[],"[2876,3734]","[-30,0]",1,0.0927,0,[],""
623,"CompressedDurationSupportPlayerTwo","",[],"[2876,3734]","[-35,0]",1,0.055,0,[],""
624,"SupportBlasphemyPlayer",52,"[2611,18866]",[],[],1,0.0927,0,[],""
625,"SupportBloodlustPlayer","",[2620],[2617],[30],1,0.0927,0,[],""
626,"SupportIceBitePlayer","",[],"[18853,18854]","[25,5000]",0.5182,0.0927,0,[],""
627,"SupportFreezePlayer","",[],[17432],[50],1,0.0927,0,[],""
628,"SupportShockPlayer","",[],[18641],[100],1,0.0927,0,[],""
629,"SupportControlledDestructionPlayer","",[702],[3335],[25],1,0.0927,0,[],""
630,"SupportElementalFocusPlayer","",[2683],[3747],[25],1,0.0927,0,[],""
631,"SupportWildfirePlayer","",[],[5740],[15],1,0.0927,0,[],""
632,"SupportBleedPlayer","",[],[18860],[50],1,0.0927,0,[],""
633,"SupportBleedPlayerTwo","",[],[18860],[75],1,0.055,0,[],""
634,"SupportBleedPlayerThree","",[],[18860],[100],1,0.055,0,[],""
635,"SupportBleedPlayerFour","",[2620],"[21430,2617]","[1,30]",1,0.055,0,[],""
636,"SupportPoisonPlayer","",[],[3250],[40],1,0.0927,0,[],""
637,"SupportPoisonPlayerTwo","",[],[3250],[60],1,0.055,0,[],""
638,"SupportPoisonPlayerThree","",[],"[3250,22414]","[60,20]",1,0.055,0,[],""
639,"SupportMaimPlayer","",[],[5205],[100],1,0.0927,0,[],""
640,"SupportImmolatePlayer","",[2269],[18867],[30],0.8889,0.0927,0,[],""
641,"SupportLastingShockPlayer","",[],"[194,19498]","[100,-30]",1,0.0927,0,[],""
642,"SupportBrutalityPlayer","","[4728,1705]",[5797],[25],1,0.0927,0,[],""
643,"SupportBrutalityPlayerTwo","","[4728,1705]",[5797],[30],1,0.055,0,[],""
644,"SupportBrutalityPlayerThree","","[4728,1705]","[5797,17582]","[30,20]",1,0.055,0,[],""
645,"RuthlessSupportPlayer","",[],"[5868,16099]","[5,500]",1,0.0927,0,[],""
646,"SupportArcaneSurgePlayer","",[],"[5875,5872]","[10000,100]",1,0.0927,0,[],""
647,"SupportWitheringTouchPlayer","",[22284],"[18380,7840,21014]","[-25,4000,175]",1,0.0927,0,[],""
648,"SupportExpandPlayer","",[],[],[],1,0.055,0,[],""
649,"SupportUnleashPlayer","",[],"[8515,17800,8450]","[-50,200,2]",1,0.0927,0,[],""
650,"SupportCloseCombatPlayer","",[],[19198],[20],1,0.0927,0,[],""
651,"SupportCloseCombatPlayerTwo","",[],[19198],[30],1,0.055,0,[],""
652,"SupportRagePlayer","",[],"[19368,18379]","[3,0]",0.18,0.0927,0,[],""
653,"SupportRagePlayerTwo","",[],"[19368,18379]","[5,0]",0.18,0.0927,0,[],""
654,"SupportRagePlayerThree","",[],"[19368,18379,23088]","[5,0,15]",0.18,0.0927,0,[],""
655,"SupportFeedingFrenzyPlayer","",[],"[18813,18814]","[20,30]",1,0.0927,0,[],""
656,"SupportFeedingFrenzyPlayerTwo","",[],"[18813,18814]","[15,30]",1,0.0927,0,[],""
657,"SupportMeatShieldPlayer","",[],"[9397,18797]","[-35,-35]",1,0.0927,0,[],""
658,"SupportMeatShieldPlayerTwo","",[],"[9397,18797]","[-40,-40]",1,0.0927,0,[],""
659,"SupportBrutusBrainPlayer","",[],"[9397,18797]","[-100,-100]",1,0.055,0,[],""
660,"SupportInfernalLegionPlayer","",[],"[9496,20382,18935]","[1200,20,15]",5.9083,0.0927,0,[],""
661,"SupportInfernalLegionPlayerTwo","",[],"[9496,20382,18935]","[1200,20,20]",1,0.055,0,[],""
662,"SupportInfernalLegionPlayerThree","",[],"[9496,20382,18935]","[1800,25,20]",1,0.055,0,[],""
663,"SupportSecondWindPlayer","",[17440],[17442],[-50],1,0.0927,0,[],""
664,"SupportSecondWindPlayerTwo","",[17440],[17442],[-40],1,0.055,0,[],""
665,"SupportSecondWindPlayerThree","",[17440],"[17442,23310]","[-40,2]",1,0.055,0,[],""
666,"FistOfWarSupportPlayer","",[],"[11147,11150]","[1,6000]",1,0.0927,0,[],""
667,"FistOfWarSupportPlayerTwo","",[],"[11147,11150]","[1,4000]",1,0.0927,0,[],""
668,"FistOfWarSupportPlayerThree","",[23314],"[11147,11150]","[1,14000]",1,0.0927,0,[],""
669,"ViciousHexSupportPlayer",37,[11649],[],[],1,0.0927,0,[],""
670,"SupportBloodMagicPlayer","",[],"[18056,16849]","[0,100]",1,0.0927,0,[],""
671,"SupportAtaluiBloodlettingPlayer","",[],"[18056,16849,23068]","[0,100,2]",1,0.055,0,[],""
672,"SupportBeheadPlayer","",[],[13492],[20000],1,0.0927,0,[],""
673,"SupportBeheadPlayerTwo","",[],[23119],[20000],1,0.0927,0,[],""
674,"SupportEinharsBeastritePlayer","",[23604],[23119],[40000],1,0.055,0,[],""
675,"SupportExecutePlayer","",[],[13491],[40],1,0.055,0,[],""
676,"SupportExecutePlayerTwo","",[],[13491],[50],1,0.055,0,[],""
677,"SupportExecutePlayerThree","",[],"[13491,23071]","[30,30]",1,0.055,0,[],""
678,"SupportOverchargePlayer","",[1796],[3417],[50],1,0.0927,0,[],""
679,"SupportDemonMagusPlayer","",[],[],[],1,0.0927,0,[],""
680,"SupportJaggedGroundPlayer","","[20590,20745]","[16101,20744]","[4000,1]",1,0.0927,0,[],""
681,"SupportJaggedGroundPlayerTwo","","[20590,23072]",[],[],1,0.0927,0,[],""
682,"SupportInevitableCriticalsPlayer","",[16095],"[16097,16111]","[25,200]",1,0.0927,0,[],""
683,"UnbreakableSupportPlayer","",[],"[16105,22046]","[200,30]",1,0.0927,0,[],""
684,"ProlongedDurationSupportPlayer","",[],[16106],[30],1,0.0927,0,[],""
685,"ProlongedDurationSupportPlayerTwo","",[],[16106],[35],1,0.0927,0,[],""
686,"ProlongedDurationSupportPlayerThree","",[],[16106],[60],1,0.0927,0,[],""
687,"ImpactShockwaveSupportPlayer","",[],[16109],[15],1,0.0927,0,[],""
688,"SupportHexBloomPlayer","",[],[2043],[1],1,0.0927,0,[],""
689,"SupportChillingIcePlayer","",[],"[17793,20368]","[30,8000]",1,0.0927,0,[],""
690,"SupportFrozenVortexPlayer","",[21357],[],[],1,0.0927,0,[],""
691,"TriggeredFrozenVortexPlayer","",[],"[344,17546,21356,17437]","[3000,16,100,30]",1,0.055,0,[],""
692,"SupportShockManaRegenerationPlayer","",[],[],[],0.2502,0.3724,0,[],""
693,"SupportEnergyShieldOnShockKillPlayer","",[],[17787],[4],0.374,0.0927,0,[],""
694,"SupportShockConductionPlayer","",[],"[17790,18055]","[50,25]",1,0.055,0,[],""
695,"SupportLastingFrostPlayer","",[],[195],[50],1,0.055,0,[],""
696,"SupportChanceToFreezePlayer","",[],[],[],1,0.055,0,[],""
697,"SupportIgnitePlayer","",[],[18640],[100],1,0.055,0,[],""
698,"SupportIgnitePlayerTwo","",[],[18640],[150],1,0.055,0,[],""
699,"SupportIgnitePlayerThree","",[],"[18640,1320]","[200,15]",1,0.055,0,[],""
700,"SupportDeadlyIgnitesPlayer","",[],"[18010,18011]","[-25,75]",1,0.055,0,[],""
701,"SupportDeadlyIgnitesPlayerTwo","",[],"[18010,18011]","[-30,100]",1,0.055,0,[],""
