"rownum","Id","HASH32","DisplayString","DisplayString (French)","DisplayString (German)","DisplayString (Japanese)","DisplayString (Korean)","DisplayString (Portuguese)","DisplayString (Russian)","DisplayString (Spanish)","DisplayString (Thai)","DisplayString (Traditional Chinese)","[rid]_20","UiHints","UiHints (French)","UiHints (German)","UiHints (Japanese)","UiHints (Korean)","UiHints (Portuguese)","UiHints (Russian)","UiHints (Spanish)","UiHints (Thai)","UiHints (Traditional Chinese)"
331,"einharsnake",488951764,"","","","","","","","","","",[],"","","","","","","","","",""
332,"einharthornspiders",4287222402,"","","","","","","","","","",[],"","","","","","","","","",""
333,"einharrhoa",3749391454,"","","","","","","","","","",[],"","","","","","","","","",""
334,"einharbonerhoa",2146350324,"","","","","","","","","","",[],"","","","","","","","","",""
335,"einharinsectspawner",2937272470,"","","","","","","","","","",[],"","","","","","","","","",""
336,"einharspiker",2699470482,"","","","","","","","","","",[],"","","","","","","","","",""
337,"einharkiweth",1179434094,"","","","","","","","","","",[],"","","","","","","","","",""
338,"einharchimeral",1728870617,"","","","","","","","","","",[],"","","","","","","","","",""
339,"einharvultureparasite",1017919576,"","","","","","","","","","",[],"","","","","","","","","",""
340,"einharsandleaper",511947305,"","","","","","","","","","",[],"","","","","","","","","",""
341,"einharfuryhound",3494234713,"","","","","","","","","","",[],"","","","","","","","","",""
342,"einharbull",1189466517,"","","","","","","","","","",[],"","","","","","","","","",""
343,"einhargoatman",491977196,"","","","","","","","","","",[],"","","","","","","","","",""
344,"einharmountaingoat",2951993068,"","","","","","","","","","",[],"","","","","","","","","",""
345,"einharshieldcrab",1666432615,"","","","","","","","","","",[],"","","","","","","","","",""
346,"einharcrabparasite",1587675493,"","","","","","","","","","",[],"","","","","","","","","",""
347,"einharparasite",154265269,"","","","","","","","","","",[],"","","","","","","","","",""
348,"einharscorpion",3245892262,"","","","","","","","","","",[],"","","","","","","","","",""
349,"quality_currency",2934380304,"","","","","","","","","","",[],"","","","","","","","","",""
350,"einharmaps",938538426,"","","","","","","","","","",[],"","","","","","","","","",""
351,"rusted_scarab",431832716,"","","","","","","","","","",[],"","","","","","","","","",""
352,"old_map_series",3436880947,"","","","","","","","","","",[],"","","","","","","","","",""
353,"map_not_on_atlas",1371734345,"","","","","","","","","","",[],"","","","","","","","","",""
354,"warehouse_area",2134068227,"","","","","","","","","","",[],"","","","","","","","","",""
355,"act6_karui_area",1900181591,"","","","","","","","","","",[],"","","","","","","","","",""
356,"kaom_area",2505383905,"","","","","","","","","","",[],"","","","","","","","","",""
357,"daresso_area",558299198,"","","","","","","","","","",[],"","","","","","","","","",""
358,"library_area",335392273,"","","","","","","","","","",[],"","","","","","","","","",""
359,"marketplace_area",1831444570,"","","","","","","","","","",[],"","","","","","","","","",""
360,"belly_area",4007788613,"","","","","","","","","","",[],"","","","","","","","","",""
361,"solaris_area",922251731,"","","","","","","","","","",[],"","","","","","","","","",""
362,"prison_area",4184221714,"","","","","","","","","","",[],"","","","","","","","","",""
363,"fields_area",1268745944,"","","","","","","","","","",[],"","","","","","","","","",""
364,"chamber_of_sins_area",756361704,"","","","","","","","","","",[],"","","","","","","","","",""
365,"has_road_area",4056696234,"","","","","","","","","","",[],"","","","","","","","","",""
366,"garden_area",3524854216,"","","","","","","","","","",[],"","","","","","","","","",""
367,"dock_area",500528753,"","","","","","","","","","",[],"","","","","","","","","",""
368,"sewer_area",1340884354,"","","","","","","","","","",[],"","","","","","","","","",""
369,"crossroad_area",3233951265,"","","","","","","","","","",[],"","","","","","","","","",""
370,"catacomb_area",3164072396,"","","","","","","","","","",[],"","","","","","","","","",""
371,"lunaris_outer_area",2405509639,"","","","","","","","","","",[],"","","","","","","","","",""
372,"crypt_area",1036779960,"","","","","","","","","","",[],"","","","","","","","","",""
373,"vaal_pyramid_area",1614719189,"","","","","","","","","","",[],"","","","","","","","","",""
374,"forest_map_area",2171680507,"","","","","","","","","","",[],"","","","","","","","","",""
375,"urban_sarn_area",737026885,"","","","","","","","","","",[],"","","","","","","","","",""
376,"aqueduct_area",2510112816,"","","","","","","","","","",[],"","","","","","","","","",""
377,"thicket_area",3690230703,"","","","","","","","","","",[],"","","","","","","","","",""
378,"bandit_area",2571196655,"","","","","","","","","","",[],"","","","","","","","","",""
379,"pitfight_area",2400004624,"","","","","","","","","","",[],"","","","","","","","","",""
380,"slums_area",2087381849,"","","","","","","","","","",[],"","","","","","","","","",""
381,"lunaris_area",2614135686,"","","","","","","","","","",[],"","","","","","","","","",""
382,"vaal_ruin_area",3924529883,"","","","","","","","","","",[],"","","","","","","","","",""
383,"reef_area",4153401646,"","","","","","","","","","",[],"","","","","","","","","",""
384,"mine_area",915076726,"","","","","","","","","","",[],"","","","","","","","","",""
385,"has_foxes_area",2767207792,"","","","","","","","","","",[],"","","","","","","","","",""
386,"flooded_area",3125877049,"","","","","","","","","","",[],"","","","","","","","","",""
387,"fetid_area",1974399428,"","","","","","","","","","",[],"","","","","","","","","",""
388,"necropolis_area",3555448555,"","","","","","","","","","",[],"","","","","","","","","",""
389,"sceptre_of_god_area",2578589591,"","","","","","","","","","",[],"","","","","","","","","",""
390,"graveyard_area",2128066672,"","","","","","","","","","",[],"","","","","","","","","",""
391,"den_area",3583518028,"","","","","","","","","","",[],"","","","","","","","","",""
392,"river_area",3471635139,"","","","","","","","","","",[],"","","","","","","","","",""
393,"ship_graveyard_area",3580346287,"","","","","","","","","","",[],"","","","","","","","","",""
394,"tower_area",1579486399,"","","","","","","","","","",[],"","","","","","","","","",""
395,"relic_area",1500836547,"","","","","","","","","","",[],"","","","","","","","","",""
396,"dark_forest_area",2716884037,"","","","","","","","","","",[],"","","","","","","","","",""
397,"parapet_area",2774187902,"","","","","","","","","","",[],"","","","","","","","","",""
398,"cave_area",1733252439,"","","","","","","","","","",[],"","","","","","","","","",""
399,"desert_area",466974660,"","","","","","","","","","",[],"","","","","","","","","",""
400,"arena_area",3549485427,"","","","","","","","","","",[],"","","","","","","","","",""
401,"lightning_area",1503849645,"","","","","","","","","","",[],"","","","","","","","","",""
402,"rain_area",384525428,"","","","","","","","","","",[],"","","","","","","","","",""
403,"snow_area",1190267659,"","","","","","","","","","",[],"","","","","","","","","",""
404,"fire_area",1129161990,"","","","","","","","","","",[],"","","","","","","","","",""
405,"mausoleum_area",3740283448,"","","","","","","","","","",[],"","","","","","","","","",""
406,"wealthy_area",918134475,"","","","","","","","","","",[],"","","","","","","","","",""
407,"otherworldly_story_area",2730047365,"","","","","","","","","","",[],"","","","","","","","","",""
408,"harvest_area",1518529547,"","","","","","","","","","",[],"","","","","","","","","",""
409,"triple_boss_map",1446067374,"","","","","","","","","","",[],"","","","","","","","","",""
410,"lighthouse_area",4268917561,"","","","","","","","","","",[],"","","","","","","","","",""
411,"lunaris_blood_area",4288937561,"","","","","","","","","","",[],"","","","","","","","","",""
412,"ruined_vaal_city_area",4210529863,"","","","","","","","","","",[],"","","","","","","","","",""
413,"coast_boat_area",2407865132,"","","","","","","","","","",[],"","","","","","","","","",""
414,"snow_mountain_area",74264669,"","","","","","","","","","",[],"","","","","","","","","",""
415,"synthesised_monster",654576993,"","","","","","","","","","",[],"<rgb(175,238,238)>{Synthesised}","<rgb(175,238,238)>{Synthétisé}","<rgb(175,238,238)>{Synthetisiert}","<rgb(175,238,238)>{シンセシス}","<rgb(175,238,238)>{결합된}","<rgb(175,238,238)>{Sintetizado}","<rgb(175,238,238)>{Синтезированный}","<rgb(175,238,238)>{Sintetizado}","<rgb(175,238,238)>{สังเคราะห์}","<rgb(175,238,238)>{追憶之}"
416,"polished_scarab",1556871574,"","","","","","","","","","",[],"","","","","","","","","",""
417,"gilded_scarab",157396454,"","","","","","","","","","",[],"","","","","","","","","",""
418,"high_gardens_area",1168077614,"","","","","","","","","","",[],"","","","","","","","","",""
419,"crystal_ore_area",2453928436,"","","","","","","","","","",[],"","","","","","","","","",""
420,"tropical_island_area",1767868224,"","","","","","","","","","",[],"","","","","","","","","",""
421,"jungle_valley_area",3884358131,"","","","","","","","","","",[],"","","","","","","","","",""
422,"wasteland_area",475108083,"","","","","","","","","","",[],"","","","","","","","","",""
423,"desert_map_area",63770663,"","","","","","","","","","",[],"","","","","","","","","",""
424,"mud_geyser_area",4252368503,"","","","","","","","","","",[],"","","","","","","","","",""
425,"southern_forest_area",2920131890,"","","","","","","","","","",[],"","","","","","","","","",""
426,"northern_forest_area",2558418389,"","","","","","","","","","",[],"","","","","","","","","",""
427,"dried_lake_area",2532904845,"","","","","","","","","","",[],"","","","","","","","","",""
428,"labyrinth_end_area",1331911130,"","","","","","","","","","",[],"","","","","","","","","",""
429,"old_fields_area",4029564290,"","","","","","","","","","",[],"","","","","","","","","",""
430,"archives_area",3083753379,"","","","","","","","","","",[],"","","","","","","","","",""
431,"labyrinth_OH_area",3515070909,"","","","","","","","","","",[],"","","","","","","","","",""
432,"temple_of_decay_area",2214799254,"","","","","","","","","","",[],"","","","","","","","","",""
433,"arachnid_tomb_map_area",3982380422,"","","","","","","","","","",[],"","","","","","","","","",""
434,"cemetery_map_area",75170671,"","","","","","","","","","",[],"","","","","","","","","",""
435,"quay_area",1529258141,"","","","","","","","","","",[],"","","","","","","","","",""
436,"synthesised_monster2",3807739421,"","","","","","","","","","",[],"<rgb(175,238,238)>{Synthesised}","<rgb(175,238,238)>{Synthétisé}","<rgb(175,238,238)>{Synthetisiert}","<rgb(175,238,238)>{シンセシス}","<rgb(175,238,238)>{결합된}","<rgb(175,238,238)>{Sintetizado}","<rgb(175,238,238)>{Синтезированный}","<rgb(175,238,238)>{Sintetizado}","<rgb(175,238,238)>{สังเคราะห์}","<rgb(175,238,238)>{追憶之}"
437,"core_map_area",2106052595,"","","","","","","","","","",[],"","","","","","","","","",""
438,"breachstone2",260361620,"","","","","","","","","","",[],"","","","","","","","","",""
439,"breachstone3",1575961709,"","","","","","","","","","",[],"","","","","","","","","",""
440,"breachstone4",1085250937,"","","","","","","","","","",[],"","","","","","","","","",""
441,"breach_blessing",2144013449,"","","","","","","","","","",[],"","","","","","","","","",""
442,"corrupted_vaal",2556261407,"","","","","","","","","","",[],"","<rgb(212, 0, 0)>{Corrompu}","<rgb(212, 0, 0)>{Verderbt}","<rgb(212, 0, 0)>{コラプト}","<rgb(212, 0, 0)>{타락}","<rgb(212, 0, 0)>{Corrompido}","<rgb(212, 0, 0)>{Осквернённый}","<rgb(212, 0, 0)>{Corrupto}","<rgb(212, 0, 0)>{มีมลทิน}","<rgb(212, 0, 0)>{已汙染}"
443,"shaper_divination",3092325117,"","","","","","","","","","",[],"","","","","","","","","",""
444,"elder_divination",538312549,"","","","","","","","","","",[],"","","","","","","","","",""
445,"fire_prison_area",1035217270,"","","","","","","","","","",[],"","","","","","","","","",""
446,"synthesis_area",3548449337,"","","","","","","","","","",[],"","","","","","","","","",""
447,"attack_staff",765125441,"","","","","","","","","","",[],"","","","","","","","","",""
448,"attack_dagger",2586305690,"","","","","","","","","","",[],"","","","","","","","","",""
449,"legion_monster",932477852,"","","","","","","","","","",[],"","","","","","","","","",""
450,"ringatlas3",3287345866,"","","","","","","","","","",[],"","","","","","","","","",""
451,"ringatlas4",1124329052,"","","","","","","","","","",[],"","","","","","","","","",""
452,"rare_monster_pack",463025022,"","","","","","","","","","",[],"<rgb(255, 255, 0)>{Minion}","<rgb(255, 255, 0)>{Serviteur}","<rgb(255, 255, 0)>{Kreatur}","<rgb(255, 255, 0)>{ミニオン}","<rgb(255, 255, 0)>{소환수}","<rgb(255, 255, 0)>{Lacaios}","<rgb(255, 255, 0)>{Приспешник}","<rgb(255, 255, 0)>{Esbirro}","<rgb(255, 255, 0)>{มิเนียน}","<rgb(255, 255, 0)>{召喚物}"
453,"weapon_can_roll_minion_modifiers",4250131223,"","","","","","","","","","",[],"","","","","","","","","",""
454,"wandatlas1",1429893026,"","","","","","","","","","",[],"","","","","","","","","",""
455,"has_atlas_mission",1175934164,"","","","","","","","","","",[],"","","","","","","","","",""
456,"legion_splinter",3604894969,"","","","","","","","","","",[],"","","","","","","","","",""
457,"unique_shard",816597144,"","","","","","","","","","",[],"","","","","","","","","",""
458,"unique_shard_base",785597768,"","","","","","","","","","",[],"","","","","","","","","",""
459,"infected_map",3794939888,"","","","","","","","","","",[],"","","","","","","","","",""
460,"can_be_infected_map",2291203575,"","","","","","","","","","",[],"","","","","","","","","",""
461,"mushrune",781803728,"","","","","","","","","","",[],"","","","","","","","","",""
462,"blight_death_fire",2910065591,"","","","","","","","","","",[],"","","","","","","","","",""
463,"blight_death_cold",1763834157,"","","","","","","","","","",[],"","","","","","","","","",""
464,"blight_death_lightning",430000549,"","","","","","","","","","",[],"","","","","","","","","",""
465,"blight_death_physical",96176211,"","","","","","","","","","",[],"","","","","","","","","",""
466,"blight_death_chaos",3549945414,"","","","","","","","","","",[],"","","","","","","","","",""
467,"blight_doesnt_engage",1116224885,"","","","","","","","","","",[],"Doesn't engage nearby Enemies","N'attaque pas les Ennemis à proximité","Greift keine Gegner im Umkreis an","近くの敵と交戦しない","주변의 적과 교전하지 않습니다","Não ataca Inimigos próximos","Не нападает на врагов поблизости","No entabla combate con los enemigos cercanos","ไม่จู่โจมศัตรูที่อยู่ใกล้","不與附近敵人交戰"
468,"map_area_with_open_water",3987000311,"","","","","","","","","","",[],"","","","","","","","","",""
469,"vile_areas",3210183876,"","","","","","","","","","",[],"","","","","","","","","",""
470,"no_frenzy_charge_on_death",168791221,"","","","","","","","","","",[],"","","","","","","","","",""
471,"no_soul_conduit",3592020956,"","","","","","","","","","",[],"","","","","","","","","",""
472,"no_fractured",1960011743,"","","","","","","","","","",[],"","","","","","","","","",""
473,"boots_crusader",2670053110,"","","","","","","","","","",[],"","","","","","","","","",""
474,"boots_adjudicator",326261620,"","","","","","","","","","",[],"","","","","","","","","",""
475,"boots_eyrie",262881481,"","","","","","","","","","",[],"","","","","","","","","",""
476,"boots_basilisk",269657599,"","","","","","","","","","",[],"","","","","","","","","",""
477,"gloves_crusader",1521325230,"","","","","","","","","","",[],"","","","","","","","","",""
478,"gloves_adjudicator",3549602110,"","","","","","","","","","",[],"","","","","","","","","",""
479,"gloves_eyrie",852984104,"","","","","","","","","","",[],"","","","","","","","","",""
480,"gloves_basilisk",3268625750,"","","","","","","","","","",[],"","","","","","","","","",""
481,"helmet_crusader",225712680,"","","","","","","","","","",[],"","","","","","","","","",""
482,"helmet_adjudicator",795190440,"","","","","","","","","","",[],"","","","","","","","","",""
483,"helmet_eyrie",248852262,"","","","","","","","","","",[],"","","","","","","","","",""
484,"helmet_basilisk",630771717,"","","","","","","","","","",[],"","","","","","","","","",""
485,"body_armour_crusader",472726676,"","","","","","","","","","",[],"","","","","","","","","",""
486,"body_armour_adjudicator",460198930,"","","","","","","","","","",[],"","","","","","","","","",""
487,"body_armour_eyrie",420031211,"","","","","","","","","","",[],"","","","","","","","","",""
488,"body_armour_basilisk",1085302132,"","","","","","","","","","",[],"","","","","","","","","",""
489,"shield_crusader",2421817132,"","","","","","","","","","",[],"","","","","","","","","",""
490,"shield_adjudicator",2856249181,"","","","","","","","","","",[],"","","","","","","","","",""
491,"shield_eyrie",1704232451,"","","","","","","","","","",[],"","","","","","","","","",""
492,"shield_basilisk",3349696355,"","","","","","","","","","",[],"","","","","","","","","",""
493,"belt_crusader",3528501793,"","","","","","","","","","",[],"","","","","","","","","",""
494,"belt_adjudicator",1099951041,"","","","","","","","","","",[],"","","","","","","","","",""
495,"belt_eyrie",1624752927,"","","","","","","","","","",[],"","","","","","","","","",""
496,"belt_basilisk",237084929,"","","","","","","","","","",[],"","","","","","","","","",""
497,"amulet_crusader",2688192727,"","","","","","","","","","",[],"","","","","","","","","",""
498,"amulet_adjudicator",4205528116,"","","","","","","","","","",[],"","","","","","","","","",""
499,"amulet_eyrie",1592157433,"","","","","","","","","","",[],"","","","","","","","","",""
500,"amulet_basilisk",2646487703,"","","","","","","","","","",[],"","","","","","","","","",""
501,"ring_crusader",111294352,"","","","","","","","","","",[],"","","","","","","","","",""
502,"ring_adjudicator",2113641939,"","","","","","","","","","",[],"","","","","","","","","",""
503,"ring_eyrie",2583656055,"","","","","","","","","","",[],"","","","","","","","","",""
504,"ring_basilisk",2395985718,"","","","","","","","","","",[],"","","","","","","","","",""
505,"quiver_crusader",3464218835,"","","","","","","","","","",[],"","","","","","","","","",""
506,"quiver_adjudicator",3640668540,"","","","","","","","","","",[],"","","","","","","","","",""
507,"quiver_eyrie",2596051216,"","","","","","","","","","",[],"","","","","","","","","",""
508,"quiver_basilisk",2125810531,"","","","","","","","","","",[],"","","","","","","","","",""
509,"claw_crusader",3416841675,"","","","","","","","","","",[],"","","","","","","","","",""
510,"dagger_crusader",4011938053,"","","","","","","","","","",[],"","","","","","","","","",""
511,"wand_crusader",2404356851,"","","","","","","","","","",[],"","","","","","","","","",""
512,"sword_crusader",2525722728,"","","","","","","","","","",[],"","","","","","","","","",""
513,"axe_crusader",1479402321,"","","","","","","","","","",[],"","","","","","","","","",""
514,"mace_crusader",2043740523,"","","","","","","","","","",[],"","","","","","","","","",""
515,"sceptre_crusader",2945310555,"","","","","","","","","","",[],"","","","","","","","","",""
516,"bow_crusader",2515520902,"","","","","","","","","","",[],"","","","","","","","","",""
517,"staff_crusader",2100191031,"","","","","","","","","","",[],"","","","","","","","","",""
518,"2h_sword_crusader",2074192019,"","","","","","","","","","",[],"","","","","","","","","",""
519,"2h_axe_crusader",3518122654,"","","","","","","","","","",[],"","","","","","","","","",""
520,"2h_mace_crusader",1014439478,"","","","","","","","","","",[],"","","","","","","","","",""
521,"rune_dagger_crusader",2580979984,"","","","","","","","","","",[],"","","","","","","","","",""
522,"warstaff_crusader",2715137467,"","","","","","","","","","",[],"","","","","","","","","",""
523,"claw_eyrie",200029766,"","","","","","","","","","",[],"","","","","","","","","",""
524,"dagger_eyrie",4113006660,"","","","","","","","","","",[],"","","","","","","","","",""
525,"wand_eyrie",3678588486,"","","","","","","","","","",[],"","","","","","","","","",""
526,"sword_eyrie",1911415526,"","","","","","","","","","",[],"","","","","","","","","",""
527,"axe_eyrie",1218578439,"","","","","","","","","","",[],"","","","","","","","","",""
528,"mace_eyrie",2909634155,"","","","","","","","","","",[],"","","","","","","","","",""
529,"sceptre_eyrie",3483573979,"","","","","","","","","","",[],"","","","","","","","","",""
530,"bow_eyrie",3498903106,"","","","","","","","","","",[],"","","","","","","","","",""
531,"staff_eyrie",3455739793,"","","","","","","","","","",[],"","","","","","","","","",""
532,"2h_sword_eyrie",3826889335,"","","","","","","","","","",[],"","","","","","","","","",""
533,"2h_axe_eyrie",2912087152,"","","","","","","","","","",[],"","","","","","","","","",""
534,"2h_mace_eyrie",3441577311,"","","","","","","","","","",[],"","","","","","","","","",""
535,"rune_dagger_eyrie",548532031,"","","","","","","","","","",[],"","","","","","","","","",""
536,"warstaff_eyrie",388605474,"","","","","","","","","","",[],"","","","","","","","","",""
537,"claw_basilisk",1323298402,"","","","","","","","","","",[],"","","","","","","","","",""
538,"dagger_basilisk",3998093372,"","","","","","","","","","",[],"","","","","","","","","",""
539,"wand_basilisk",2800028706,"","","","","","","","","","",[],"","","","","","","","","",""
540,"sword_basilisk",3452938113,"","","","","","","","","","",[],"","","","","","","","","",""
541,"axe_basilisk",1297986503,"","","","","","","","","","",[],"","","","","","","","","",""
542,"mace_basilisk",24179361,"","","","","","","","","","",[],"","","","","","","","","",""
543,"sceptre_basilisk",900204570,"","","","","","","","","","",[],"","","","","","","","","",""
544,"bow_basilisk",1223026859,"","","","","","","","","","",[],"","","","","","","","","",""
545,"staff_basilisk",2580155559,"","","","","","","","","","",[],"","","","","","","","","",""
546,"2h_sword_basilisk",4237832649,"","","","","","","","","","",[],"","","","","","","","","",""
547,"2h_axe_basilisk",989270770,"","","","","","","","","","",[],"","","","","","","","","",""
548,"2h_mace_basilisk",3551734172,"","","","","","","","","","",[],"","","","","","","","","",""
549,"rune_dagger_basilisk",1118539817,"","","","","","","","","","",[],"","","","","","","","","",""
550,"warstaff_basilisk",573250160,"","","","","","","","","","",[],"","","","","","","","","",""
551,"claw_adjudicator",3765254581,"","","","","","","","","","",[],"","","","","","","","","",""
552,"dagger_adjudicator",389471776,"","","","","","","","","","",[],"","","","","","","","","",""
553,"wand_adjudicator",2786793336,"","","","","","","","","","",[],"","","","","","","","","",""
554,"sword_adjudicator",76035437,"","","","","","","","","","",[],"","","","","","","","","",""
555,"axe_adjudicator",345392971,"","","","","","","","","","",[],"","","","","","","","","",""
556,"mace_adjudicator",2405378712,"","","","","","","","","","",[],"","","","","","","","","",""
557,"sceptre_adjudicator",2702758232,"","","","","","","","","","",[],"","","","","","","","","",""
558,"bow_adjudicator",2623891631,"","","","","","","","","","",[],"","","","","","","","","",""
559,"staff_adjudicator",3825556359,"","","","","","","","","","",[],"","","","","","","","","",""
560,"2h_sword_adjudicator",1644874906,"","","","","","","","","","",[],"","","","","","","","","",""
561,"2h_axe_adjudicator",2174871407,"","","","","","","","","","",[],"","","","","","","","","",""
562,"2h_mace_adjudicator",3250634011,"","","","","","","","","","",[],"","","","","","","","","",""
563,"rune_dagger_adjudicator",3536770067,"","","","","","","","","","",[],"","","","","","","","","",""
564,"warstaff_adjudicator",2131211834,"","","","","","","","","","",[],"","","","","","","","","",""
565,"grants_2h_support",2062099181,"","","","","","","","","","",[],"","","","","","","","","",""
566,"no_prophecies",3128664404,"","","","","","","","","","",[],"","","","","","","","","",""
567,"warstaff",2823731964,"","","","","","","","","","",[],"","","","","","","","","",""
568,"expansion_jewel_large",3689272885,"","","","","","","","","","",[],"","","","","","","","","",""
569,"expansion_jewel_medium",1721257109,"","","","","","","","","","",[],"","","","","","","","","",""
570,"expansion_jewel_small",2347589781,"","","","","","","","","","",[],"","","","","","","","","",""
571,"map_device",681001185,"","","","","","","","","","",[],"","","","","","","","","",""
572,"jewelled_scarab",290123392,"","","","","","","","","","",[],"","","","","","","","","",""
573,"critical",3363584594,"Critical","Critique","Kritisch","クリティカル","치명타","Crítico","Критический","Crítico","คริติคอล","暴擊",[],"","","","","","","","","",""
574,"heist_contract",3299422357,"","","","","","","","","","",[],"","","","","","","","","",""
575,"evasion",4089560631,"","Évasion","Ausweichen","回避力","회피","Evasão","Уклонение","Evasión","การหลบหลีก","閃避",[],"","","","","","","","","",""
576,"energy_shield",1604436694,"","Bouclier d'énergie","Energieschild","エナジーシールド","에너지 보호막","Escudo de Energia","Энергетический щит","Escudo de energía","โล่พลังงาน","能量護盾",[],"","","","","","","","","",""
577,"power_charge",1490966445,"","","","","","","","","","",[],"","","","","","","","","",""
578,"frenzy_charge",168798152,"","","","","","","","","","",[],"","","","","","","","","",""
579,"endurance_charge",3469989548,"","","","","","","","","","",[],"","","","","","","","","",""
580,"damage",3609942804,"Damage","Dégâts","Schaden","ダメージ","피해","Dano","Урон","Daño","ความเสียหาย","傷害",[],"","","","","","","","","",""
581,"resistance",2350324153,"Resistance","Résistance","Widerstand","耐性","저항","Resistência","Сопротивление","Resistencia","ค่าต้านทาน","抗性",[],"","","","","","","","","",""
582,"attribute",441714245,"Attribute","Attribut","Attribut","能力値","능력치","Atributo","Характеристика","Atributo","ค่าคุณสมบัติ","能力",[],"","","","","","","","","",""
583,"block",3770902166,"","","","","","","","","","",[],"","","","","","","","","",""
584,"ailment",234763480,"Ailment","Altération","Beeinträchtigung","状態異常","상태 이상","Afecção","Состояние","Estado alterado","เจ็บป่วย","異常狀態",[],"","","","","","","","","",""
585,"blue_herring",3375389511,"","","","","","","","","","",[],"","","","","","","","","",""
586,"skill",4260858187,"","","","","","","","","","",[],"","","","","","","","","",""
587,"support",1598270973,"","","","","","","","","","",[],"","","","","","","","","",""
588,"curse",3416796591,"Curse","Malédiction","Fluch","呪い","저주","Maldição","Проклятие","Maldición","คำสาป","詛咒",[],"","","","","","","","","",""
589,"green_herring",4191028008,"","","","","","","","","","",[],"","","","","","","","","",""
590,"red_herring",1722785125,"","","","","","","","","","",[],"","","","","","","","","",""
591,"heist_coin",2919503127,"","","","","","","","","","",[],"","","","","","","","","",""
592,"heist_equipment_utility",729613925,"","","","","","","","","","",[],"","","","","","","","","",""
593,"heist_equipment_reward",551121727,"","","","","","","","","","",[],"","","","","","","","","",""
594,"heist_equipment_weapon",3936652404,"","","","","","","","","","",[],"","","","","","","","","",""
595,"heist_equipment_lockpick",1363542535,"","","","","","","","","","",[],"","","","","","","","","",""
596,"heist_equipment_bruteforce",2075652688,"","","","","","","","","","",[],"","","","","","","","","",""
597,"heist_equipment_perception",815389871,"","","","","","","","","","",[],"","","","","","","","","",""
598,"heist_equipment_demolition",1346046342,"","","","","","","","","","",[],"","","","","","","","","",""
599,"heist_equipment_counterthaumaturge",2147301894,"","","","","","","","","","",[],"","","","","","","","","",""
600,"heist_equipment_trapdisarmament",2972548188,"","","","","","","","","","",[],"","","","","","","","","",""
601,"heist_equipment_agility",4175881611,"","","","","","","","","","",[],"","","","","","","","","",""
602,"heist_equipment_deception",2057277625,"","","","","","","","","","",[],"","","","","","","","","",""
603,"heist_equipment_engineering",1971244821,"","","","","","","","","","",[],"","","","","","","","","",""
604,"trinket",2480827917,"","","","","","","","","","",[],"","","","","","","","","",""
605,"heist_equipment_tool",2664880006,"","","","","","","","","","",[],"","","","","","","","","",""
606,"elemental_damage",2887965065,"","","","","","","","","","",[],"","","","","","","","","",""
607,"physical_damage",4018748184,"","","","","","","","","","",[],"","","","","","","","","",""
608,"resource",3591771454,"","","","","","","","","","",[],"","","","","","","","","",""
609,"caster_damage",3651880546,"","","","","","","","","","",[],"","","","","","","","","",""
610,"heist_equipment_melee",3841858911,"","","","","","","","","","",[],"","","","","","","","","",""
611,"heist_equipment_ranged",1179551903,"","","","","","","","","","",[],"","","","","","","","","",""
612,"heist_equipment_caster",4032644707,"","","","","","","","","","",[],"","","","","","","","","",""
613,"heist_blueprint",1793897042,"","","","","","","","","","",[],"","","","","","","","","",""
614,"affliction_orb",399194277,"","","","","","","","","","",[],"","","","","","","","","",""
615,"affliction_splinter",1140889003,"","","","","","","","","","",[],"","","","","","","","","",""
616,"catalyst",2626093072,"","","","","","","","","","",[],"","","","","","","","","",""
617,"sextant",1372764287,"","","","","","","","","","",[],"","","","","","","","","",""
618,"heist_job_level_1",1089236415,"","","","","","","","","","",[],"","","","","","","","","",""
619,"heist_job_level_2",1750724954,"","","","","","","","","","",[],"","","","","","","","","",""
620,"heist_job_level_3",2020603639,"","","","","","","","","","",[],"","","","","","","","","",""
621,"heist_job_level_4",2874009134,"","","","","","","","","","",[],"","","","","","","","","",""
622,"heist_job_level_5",4183372826,"","","","","","","","","","",[],"","","","","","","","","",""
623,"heist_guard",2581420902,"","","","","","","","","","",[],"","","","","","","","","",""
624,"heist_equipment",164484535,"","","","","","","","","","",[],"","","","","","","","","",""
625,"watchstone_item",3453690848,"","","","","","","","","","",[],"","","","","","","","","",""
626,"watchstone_league",1173215725,"","","","","","","","","","",[],"","","","","","","","","",""
627,"watchstone_environment",737644806,"","","","","","","","","","",[],"","","","","","","","","",""
628,"watchstone",3386375803,"","","","","","","","","","",[],"","","","","","","","","",""
629,"no_maven",1790478879,"","","","","","","","","","",[],"","","","","","","","","",""
630,"allow_maven",2503744609,"","","","","","","","","","",[],"","","","","","","","","",""
631,"no_tangle",2359826822,"","","","","","","","","","",[],"","","","","","","","","",""
632,"no_cleansing_fire",1510174994,"","","","","","","","","","",[],"","","","","","","","","",""
633,"shaper_monster",1030289492,"","","","","","","","","","",[],"","","","","","","","","",""
634,"elder_monster",1735155990,"","","","","","","","","","",[],"","","","","","","","","",""
635,"eyrie_monster",459530725,"","","","","","","","","","",[],"","","","","","","","","",""
636,"basilisk_monster",2006029925,"","","","","","","","","","",[],"","","","","","","","","",""
