"rownum","Id","EffectPack","i32_24"
700,"arc_impact_epk",[1207],1
701,"shearing_bolts_projectile_effect",[1174],0
702,"shearing_bolts_bow",[1169],0
703,"shearing_bolts_spear",[1170],0
704,"shearing_bolts_bow",[1312],1
705,"shearing_bolts_spear",[1313],1
706,"shearing_bolts_projectile_effect",[1320],1
707,"shearing_bolts_bow",[1371],2
708,"shearing_bolts_spear",[1372],2
709,"shearing_bolts_projectile_effect",[1373],2
710,"frost_wall_infused_effect",[1171],0
711,"frost_wall_infused_effect",[1348],3
712,"offering_consume_corpse",[749],0
713,"spell_flux_clone_skin",[1185],0
714,"rip_from_time_clone_skin",[1186],0
715,"rip_from_time_target_skin",[1187],0
716,"wyvern_devour_corpse_consumption",[1202],0
717,"wolf_warcry_apply_allies",[1205],0
718,"wyvern_devour_blood_stain",[1206],0
719,"mtx_severed_arm_on_slap_effect",[1208],0
720,"wild_beast_activation",[1209],0
721,"wolf_warcry_on_freeze_effect",[1212],0
722,"mtx_afk_podium_character_effect",[1224],1
723,"mtx_encase_in_crystal_skin_effect",[566],0
724,"mtx_encase_in_crystal_skin_effect",[569],1
725,"mtx_encase_in_crystal_skin_effect",[572],2
726,"mtx_encase_in_crystal_skin_effect",[575],3
727,"mtx_encase_in_crystal_skin_effect",[578],4
728,"mtx_encase_in_crystal_shatter",[567],0
729,"mtx_encase_in_crystal_shatter",[570],1
730,"mtx_encase_in_crystal_shatter",[573],2
731,"mtx_encase_in_crystal_shatter",[576],3
732,"mtx_encase_in_crystal_shatter",[579],4
733,"mtx_encase_in_crystal_shatter_half",[568],0
734,"mtx_encase_in_crystal_shatter_half",[571],1
735,"mtx_encase_in_crystal_shatter_half",[574],2
736,"mtx_encase_in_crystal_shatter_half",[577],3
737,"mtx_encase_in_crystal_shatter_half",[580],4
738,"wolf_warcry_exertion",[1228],0
739,"grounding_shocks_attachment",[1240],0
740,"tornado_cold_flair",[1242],0
741,"tornado_cold_flair",[1241],1
742,"tornado_cold_flair",[1241],2
743,"tornado_fire_flair",[1244],0
744,"tornado_fire_flair",[1243],1
745,"tornado_fire_flair",[1243],2
746,"tornado_lightning_flair",[1246],0
747,"tornado_lightning_flair",[1245],1
748,"tornado_lightning_flair",[1245],2
749,"wyvern_devour_corpse_consumption",[1257],1
750,"wyvern_devour_blood_stain",[1258],1
751,"wolf_warcry_apply_allies",[1259],1
752,"wolf_warcry_exertion",[1261],1
753,"wolf_warcry_on_freeze_effect",[1260],1
754,"killing_palm_clone_effect",[667],0
755,"killing_palm_clone_effect",[667],2
756,"killing_palm_clone_effect",[1308],3
757,"wind_palm_clone_effect",[668],0
758,"mtx_stormborn_armour_helmet",[1265],1
759,"mtx_stormborn_armour_helmet",[1266],2
760,"mtx_stormborn_armour_helmet",[1267],3
761,"mtx_stormborn_armour_helmet",[1268],4
762,"mtx_stormborn_armour_gloves",[1269],1
763,"mtx_stormborn_armour_gloves",[1270],2
764,"mtx_stormborn_armour_gloves",[1271],3
765,"mtx_stormborn_armour_gloves",[1272],4
766,"mtx_stormborn_armour_boots",[1273],1
767,"mtx_stormborn_armour_boots",[1274],2
768,"mtx_stormborn_armour_boots",[1275],3
769,"mtx_stormborn_armour_boots",[1276],4
770,"corpse_beetle_consumed",[1277],0
771,"triggered_lightning_detonate_dead",[1315],0
772,"shard_despoiler_activation",[883],1
773,"shard_despoiler_weapon_effect",[906],1
774,"archon_of_chayula_tornado_chaos_flair",[1244],0
775,"archon_of_chayula_tornado_physical_flair",[1242],0
776,"mtx_clone_trail_weapon_effect",[480],1
777,"mtx_clone_trail_weapon_effect",[1332],2
778,"crushing_fear_emotion_suck",[1333],0
779,"nightfall_catch_shield",[1338],0
780,"laser_spears_spear_glow",[648],2
781,"mothers_ward_buildup",[1365],0
782,"midnight_star_triggered",[1368],0
783,"treat_elemental_resistances_as_90",[698],0
784,"ancestrally_boosted_spell_projectile",[1393],0
785,"ancestrally_boosted_stasis_projectile",[1394],0
786,"spirit_vessel_shift_bear",[1406],0
787,"spirit_vessel_shift_wolf",[1407],0
788,"spirit_vessel_shift_wyvern",[1408],0
789,"animus_exchange_gain_ward",[1409],0
790,"bitter_dead_corpse",[1410],0
791,"detonate_living",[1411],0
792,"runic_fortress_surge",[1413],0
793,"runic_fortress_hit",[1414],0
794,"internecine_draw_reservation",[1416],0
795,"frostfire_nova_unaffected",[1419],0
796,"frostfire_nova_affected",[1420],0
797,"hazardous_holdout_charge_up",[1421],0
798,"ward_remnants_character_effect",[1423],0
799,"fractured_self_clone_effect",[810],0
