"rownum","BaseItemType","AddedMods","NegativeWeight_Tags","NegativeWeight_Values","ForcedAddMods","ForbiddenDelveCraftingTags","AllowedDelveCraftingTags","CanMirrorItem","CorruptedEssenceChance","CanImproveQuality","HasLuckyRolls","bool_119","SellPrice_Mods","CanRollWhiteSockets","Weight_Tags","Weight_Values","DelveCraftingModifierDescriptions","BlockedDelveCraftingModifierDescriptions","bool_201","bool_202","[i32]_203","[i32]_219"
222,1577,[],[582],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,42]","[61,41]","","",[1000],[0]
223,1578,[],[320],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,71]","[62,20,26]","","",[1000],[0]
224,1579,[],[584],[0],[],[],[],"",0,"","","",[],"",[319],[3000],"[52,72]","[63,79,16]","","",[1000],[0]
225,1580,[],[325],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,37]","[43,22]","","",[1000],[0]
226,1581,[],[581],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,64]","[44,73]","","",[1000],[0]
227,1582,[],[314],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,27]","[45,10]","","",[1000],[0]
228,1583,[],[321],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,65]","[46,74]","","",[1000],[0]
229,1584,[],[324],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,36]","[47,21]","","",[1000],[0]
230,1585,[],[312],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,30]","[48,13]","","",[1000],[0]
231,1586,[],[317],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,32]","[49,17]","","",[1000],[0]
232,1587,[],[27],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,66]","[50,75]","","",[1000],[0]
233,1588,[],[310],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,28]","[51,11]","","",[1000],[0]
234,1589,[],[319],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,34]","[52,15]","","",[1000],[0]
235,1590,[],[580],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,67]","[54,76]","","",[1000],[0]
236,1591,[],[588],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,68]","[55,77]","","",[1000],[0]
237,1592,[],[573],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,40]","[56,39]","","",[1000],[0]
238,1593,[],[311],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,29]","[57,12]","","",[1000],[0]
239,1594,[],[313],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,31]","[58,14]","","",[1000],[0]
240,1595,[],[34],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,69]","[59,19,25]","","",[1000],[0]
241,1596,[],[322],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,70]","[60,78]","","",[1000],[0]
242,1597,[],[582],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,42]","[61,41]","","",[1000],[0]
243,1598,[],[320],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,71]","[62,20,26]","","",[1000],[0]
244,1599,[],[584],[0],[],[],[],"",0,"","","",[],"",[318],[3000],"[53,72]","[63,79,16]","","",[1000],[0]
245,1600,[],[325],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,37]","[43,22]","","",[1000],[0]
246,1601,[],[581],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,64]","[44,73]","","",[1000],[0]
247,1602,[],[314],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,27]","[45,10]","","",[1000],[0]
248,1603,[],[321],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,65]","[46,74]","","",[1000],[0]
249,1604,[],[324],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,36]","[47,21]","","",[1000],[0]
250,1605,[],[312],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,30]","[48,13]","","",[1000],[0]
251,1606,[],[317],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,32]","[49,17]","","",[1000],[0]
252,1607,[],[27],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,66]","[50,75]","","",[1000],[0]
253,1608,[],[310],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,28]","[51,11]","","",[1000],[0]
254,1609,[],[319],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,34]","[52,15]","","",[1000],[0]
255,1610,[],[318],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,33]","[53,18]","","",[1000],[0]
256,1611,[],[588],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,68]","[55,77]","","",[1000],[0]
257,1612,[],[573],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,40]","[56,39]","","",[1000],[0]
258,1613,[],[311],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,29]","[57,12]","","",[1000],[0]
259,1614,[],[313],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,31]","[58,14]","","",[1000],[0]
260,1615,[],[34],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,69]","[59,19,25]","","",[1000],[0]
261,1616,[],[322],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,70]","[60,78]","","",[1000],[0]
262,1617,[],[582],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,42]","[61,41]","","",[1000],[0]
263,1618,[],[320],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,71]","[62,20,26]","","",[1000],[0]
264,1619,[],[584],[0],[],[],[],"",0,"","","",[],"",[580],[3000],"[54,72]","[63,79,16]","","",[1000],[0]
265,1620,[],[325],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,37]","[43,22]","","",[1000],[0]
266,1621,[],[581],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,64]","[44,73]","","",[1000],[0]
267,1622,[],[314],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,27]","[45,10]","","",[1000],[0]
268,1623,[],[321],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,65]","[46,74]","","",[1000],[0]
269,1624,[],[324],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,36]","[47,21]","","",[1000],[0]
270,1625,[],[312],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,30]","[48,13]","","",[1000],[0]
271,1626,[],[317],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,32]","[49,17]","","",[1000],[0]
272,1627,[],[27],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,66]","[50,75]","","",[1000],[0]
273,1628,[],[310],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,28]","[51,11]","","",[1000],[0]
274,1629,[],[319],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,34]","[52,15]","","",[1000],[0]
275,1630,[],[318],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,33]","[53,18]","","",[1000],[0]
276,1631,[],[580],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,67]","[54,76]","","",[1000],[0]
277,1632,[],[573],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,40]","[56,39]","","",[1000],[0]
278,1633,[],[311],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,29]","[57,12]","","",[1000],[0]
279,1634,[],[313],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,31]","[58,14]","","",[1000],[0]
280,1635,[],[34],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,69]","[59,19,25]","","",[1000],[0]
281,1636,[],[322],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,70]","[60,78]","","",[1000],[0]
282,1637,[],[582],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,42]","[61,41]","","",[1000],[0]
283,1638,[],[320],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,71]","[62,20,26]","","",[1000],[0]
284,1639,[],[584],[0],[],[],[],"",0,"","","",[],"",[588],[3000],"[55,72]","[63,79,16]","","",[1000],[0]
285,1640,[],[325],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,37]","[43,22]","","",[1000],[0]
286,1641,[],[581],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,64]","[44,73]","","",[1000],[0]
287,1642,[],[314],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,27]","[45,10]","","",[1000],[0]
288,1643,[],[321],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,65]","[46,74]","","",[1000],[0]
289,1644,[],[324],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,36]","[47,21]","","",[1000],[0]
290,1645,[],[312],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,30]","[48,13]","","",[1000],[0]
291,1646,[],[317],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,32]","[49,17]","","",[1000],[0]
292,1647,[],[27],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,66]","[50,75]","","",[1000],[0]
293,1648,[],[310],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,28]","[51,11]","","",[1000],[0]
294,1649,[],[319],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,34]","[52,15]","","",[1000],[0]
295,1650,[],[318],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,33]","[53,18]","","",[1000],[0]
296,1651,[],[580],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,67]","[54,76]","","",[1000],[0]
297,1652,[],[588],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,68]","[55,77]","","",[1000],[0]
298,1653,[],[311],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,29]","[57,12]","","",[1000],[0]
299,1654,[],[313],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,31]","[58,14]","","",[1000],[0]
300,1655,[],[34],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,69]","[59,19,25]","","",[1000],[0]
301,1656,[],[322],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,70]","[60,78]","","",[1000],[0]
302,1657,[],[582],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,42]","[61,41]","","",[1000],[0]
303,1658,[],[320],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,71]","[62,20,26]","","",[1000],[0]
304,1659,[],[584],[0],[],[],[],"",0,"","","",[],"",[573],[3000],"[56,72]","[63,79,16]","","",[1000],[0]
305,1660,[],[325],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,37]","[43,22]","","",[1000],[0]
306,1661,[],[581],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,64]","[44,73]","","",[1000],[0]
307,1662,[],[314],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,27]","[45,10]","","",[1000],[0]
308,1663,[],[321],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,65]","[46,74]","","",[1000],[0]
309,1664,[],[324],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,36]","[47,21]","","",[1000],[0]
310,1665,[],[312],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,30]","[48,13]","","",[1000],[0]
311,1666,[],[317],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,32]","[49,17]","","",[1000],[0]
312,1667,[],[27],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,66]","[50,75]","","",[1000],[0]
313,1668,[],[310],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,28]","[51,11]","","",[1000],[0]
314,1669,[],[319],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,34]","[52,15]","","",[1000],[0]
315,1670,[],[318],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,33]","[53,18]","","",[1000],[0]
316,1671,[],[580],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,67]","[54,76]","","",[1000],[0]
317,1672,[],[588],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,68]","[55,77]","","",[1000],[0]
318,1673,[],[573],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,40]","[56,39]","","",[1000],[0]
319,1674,[],[313],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,31]","[58,14]","","",[1000],[0]
320,1675,[],[34],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,69]","[59,19,25]","","",[1000],[0]
321,1676,[],[322],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,70]","[60,78]","","",[1000],[0]
322,1677,[],[582],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,42]","[61,41]","","",[1000],[0]
323,1678,[],[320],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,71]","[62,20,26]","","",[1000],[0]
324,1679,[],[584],[0],[],[],[],"",0,"","","",[],"",[311],[3000],"[57,72]","[63,79,16]","","",[1000],[0]
325,1680,[],[325],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,37]","[43,22]","","",[1000],[0]
326,1681,[],[581],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,64]","[44,73]","","",[1000],[0]
327,1682,[],[314],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,27]","[45,10]","","",[1000],[0]
328,1683,[],[321],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,65]","[46,74]","","",[1000],[0]
329,1684,[],[324],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,36]","[47,21]","","",[1000],[0]
330,1685,[],[312],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,30]","[48,13]","","",[1000],[0]
331,1686,[],[317],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,32]","[49,17]","","",[1000],[0]
332,1687,[],[27],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,66]","[50,75]","","",[1000],[0]
333,1688,[],[310],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,28]","[51,11]","","",[1000],[0]
334,1689,[],[319],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,34]","[52,15]","","",[1000],[0]
335,1690,[],[318],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,33]","[53,18]","","",[1000],[0]
336,1691,[],[580],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,67]","[54,76]","","",[1000],[0]
337,1692,[],[588],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,68]","[55,77]","","",[1000],[0]
338,1693,[],[573],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,40]","[56,39]","","",[1000],[0]
339,1694,[],[311],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,29]","[57,12]","","",[1000],[0]
340,1695,[],[34],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,69]","[59,19,25]","","",[1000],[0]
341,1696,[],[322],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,70]","[60,78]","","",[1000],[0]
342,1697,[],[582],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,42]","[61,41]","","",[1000],[0]
343,1698,[],[320],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,71]","[62,20,26]","","",[1000],[0]
344,1699,[],[584],[0],[],[],[],"",0,"","","",[],"",[313],[3000],"[58,72]","[63,79,16]","","",[1000],[0]
345,1700,[],[325],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,37]","[43,22]","","",[1000],[0]
346,1701,[],[581],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,64]","[44,73]","","",[1000],[0]
347,1702,[],[314],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,27]","[45,10]","","",[1000],[0]
348,1703,[],[321],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,65]","[46,74]","","",[1000],[0]
349,1704,[],[324],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,36]","[47,21]","","",[1000],[0]
350,1705,[],[312],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,30]","[48,13]","","",[1000],[0]
351,1706,[],[317],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,32]","[49,17]","","",[1000],[0]
352,1707,[],[27],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,66]","[50,75]","","",[1000],[0]
353,1708,[],[310],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,28]","[51,11]","","",[1000],[0]
354,1709,[],[319],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,34]","[52,15]","","",[1000],[0]
355,1710,[],[318],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,33]","[53,18]","","",[1000],[0]
356,1711,[],[580],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,67]","[54,76]","","",[1000],[0]
357,1712,[],[588],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,68]","[55,77]","","",[1000],[0]
358,1713,[],[573],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,40]","[56,39]","","",[1000],[0]
359,1714,[],[311],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,29]","[57,12]","","",[1000],[0]
360,1715,[],[313],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,31]","[58,14]","","",[1000],[0]
361,1716,[],[322],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,70]","[60,78]","","",[1000],[0]
362,1717,[],[582],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,42]","[61,41]","","",[1000],[0]
363,1718,[],[320],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,71]","[62,20,26]","","",[1000],[0]
364,1719,[],[584],[0],[],[],[],"",0,"","","",[],"",[34],[3000],"[59,72]","[63,79,16]","","",[1000],[0]
365,1720,[],[325],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,37]","[43,22]","","",[1000],[0]
366,1721,[],[581],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,64]","[44,73]","","",[1000],[0]
367,1722,[],[314],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,27]","[45,10]","","",[1000],[0]
368,1723,[],[321],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,65]","[46,74]","","",[1000],[0]
369,1724,[],[324],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,36]","[47,21]","","",[1000],[0]
370,1725,[],[312],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,30]","[48,13]","","",[1000],[0]
371,1726,[],[317],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,32]","[49,17]","","",[1000],[0]
372,1727,[],[27],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,66]","[50,75]","","",[1000],[0]
373,1728,[],[310],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,28]","[51,11]","","",[1000],[0]
374,1729,[],[319],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,34]","[52,15]","","",[1000],[0]
375,1730,[],[318],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,33]","[53,18]","","",[1000],[0]
376,1731,[],[580],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,67]","[54,76]","","",[1000],[0]
377,1732,[],[588],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,68]","[55,77]","","",[1000],[0]
378,1733,[],[573],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,40]","[56,39]","","",[1000],[0]
379,1734,[],[311],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,29]","[57,12]","","",[1000],[0]
380,1735,[],[313],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,31]","[58,14]","","",[1000],[0]
381,1736,[],[34],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,69]","[59,19,25]","","",[1000],[0]
382,1737,[],[582],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,42]","[61,41]","","",[1000],[0]
383,1738,[],[320],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,71]","[62,20,26]","","",[1000],[0]
384,1739,[],[584],[0],[],[],[],"",0,"","","",[],"",[322],[3000],"[60,72]","[63,79,16]","","",[1000],[0]
385,1740,[],[325],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,37]","[43,22]","","",[1000],[0]
386,1741,[],[581],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,64]","[44,73]","","",[1000],[0]
387,1742,[],[314],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,27]","[45,10]","","",[1000],[0]
388,1743,[],[321],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,65]","[46,74]","","",[1000],[0]
389,1744,[],[324],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,36]","[47,21]","","",[1000],[0]
390,1745,[],[312],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,30]","[48,13]","","",[1000],[0]
391,1746,[],[317],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,32]","[49,17]","","",[1000],[0]
392,1747,[],[27],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,66]","[50,75]","","",[1000],[0]
393,1748,[],[310],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,28]","[51,11]","","",[1000],[0]
394,1749,[],[319],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,34]","[52,15]","","",[1000],[0]
395,1750,[],[318],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,33]","[53,18]","","",[1000],[0]
396,1751,[],[580],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,67]","[54,76]","","",[1000],[0]
397,1752,[],[588],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,68]","[55,77]","","",[1000],[0]
398,1753,[],[573],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,40]","[56,39]","","",[1000],[0]
399,1754,[],[311],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,29]","[57,12]","","",[1000],[0]
400,1755,[],[313],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,31]","[58,14]","","",[1000],[0]
401,1756,[],[34],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,69]","[59,19,25]","","",[1000],[0]
402,1757,[],[322],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,70]","[60,78]","","",[1000],[0]
403,1758,[],[320],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,71]","[62,20,26]","","",[1000],[0]
404,1759,[],[584],[0],[],[],[],"",0,"","","",[],"",[582],[3000],"[61,72]","[63,79,16]","","",[1000],[0]
405,1760,[],[325],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,37]","[43,22]","","",[1000],[0]
406,1761,[],[581],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,64]","[44,73]","","",[1000],[0]
407,1762,[],[314],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,27]","[45,10]","","",[1000],[0]
408,1763,[],[321],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,65]","[46,74]","","",[1000],[0]
409,1764,[],[324],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,36]","[47,21]","","",[1000],[0]
410,1765,[],[312],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,30]","[48,13]","","",[1000],[0]
411,1766,[],[317],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,32]","[49,17]","","",[1000],[0]
412,1767,[],[27],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,66]","[50,75]","","",[1000],[0]
413,1768,[],[310],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,28]","[51,11]","","",[1000],[0]
414,1769,[],[319],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,34]","[52,15]","","",[1000],[0]
415,1770,[],[318],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,33]","[53,18]","","",[1000],[0]
416,1771,[],[580],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,67]","[54,76]","","",[1000],[0]
417,1772,[],[588],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,68]","[55,77]","","",[1000],[0]
418,1773,[],[573],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,40]","[56,39]","","",[1000],[0]
419,1774,[],[311],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,29]","[57,12]","","",[1000],[0]
420,1775,[],[313],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,31]","[58,14]","","",[1000],[0]
421,1776,[],[34],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,69]","[59,19,25]","","",[1000],[0]
422,1777,[],[322],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,70]","[60,78]","","",[1000],[0]
423,1778,[],[582],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,42]","[61,41]","","",[1000],[0]
424,1779,[],[584],[0],[],[],[],"",0,"","","",[],"",[320],[3000],"[62,72]","[63,79,16]","","",[1000],[0]
425,1780,[],[325],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,37]","[43,22]","","",[1000],[0]
426,1781,[],[581],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,64]","[44,73]","","",[1000],[0]
427,1782,[],[314],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,27]","[45,10]","","",[1000],[0]
428,1783,[],[321],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,65]","[46,74]","","",[1000],[0]
429,1784,[],[324],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,36]","[47,21]","","",[1000],[0]
430,1785,[],[312],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,30]","[48,13]","","",[1000],[0]
431,1786,[],[317],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,32]","[49,17]","","",[1000],[0]
432,1787,[],[27],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,66]","[50,75]","","",[1000],[0]
433,1788,[],[310],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,28]","[51,11]","","",[1000],[0]
434,1789,[],[319],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,34]","[52,15]","","",[1000],[0]
435,1790,[],[318],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,33]","[53,18]","","",[1000],[0]
436,1791,[],[580],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,67]","[54,76]","","",[1000],[0]
437,1792,[],[588],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,68]","[55,77]","","",[1000],[0]
438,1793,[],[573],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,40]","[56,39]","","",[1000],[0]
439,1794,[],[311],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,29]","[57,12]","","",[1000],[0]
440,1795,[],[313],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,31]","[58,14]","","",[1000],[0]
441,1796,[],[34],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,69]","[59,19,25]","","",[1000],[0]
442,1797,[],[322],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,70]","[60,78]","","",[1000],[0]
443,1798,[],[582],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,42]","[61,41]","","",[1000],[0]
444,1799,[],[320],[0],[],[],[],"",0,"","","",[],"",[584],[3000],"[63,71]","[62,20,26]","","",[1000],[0]
