"rownum","Id","MtxTypeGameSpecific","HASH16","HASH32","Size","bool_34","bool_35","HideoutTags","HideoutCategory","GrantedSkill","i32_84","bool_88","rid_89","bool_105","bool_106","bool_107","string_108","ReviveEffect"
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4364,60425,2375573905,8,"","",[1],108,[],0,"","","","",1,"",""
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4365,36765,3068148093,8,"","",[1],108,[],0,"","","","",1,"",""
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4366,62779,4126802113,8,"","",[1],108,[],0,"","","","",1,"",""
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4367,29035,3646072889,8,"","",[1],60,[],0,"","","","",1,"",""
225,"Metadata/Pet/VoidSmall/VoidSmall",4368,27735,2281302958,8,"","",[1],43,[],0,"","","","",1,"",""
226,"Metadata/Pet/VoidLarge/VoidLarge",4369,29192,97679322,8,"","",[1],43,[],0,"","","","",1,"",""
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4370,8688,2131189495,8,"","",[1],115,[],0,"","","","",1,"",""
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4371,19875,3731461066,10,"","",[1],2,[],0,"","","","",1,"",""
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4372,46192,3327619623,8,"","",[1],2,[],0,"","","","",1,"",""
230,"Metadata/Pet/StygianSteed/HellSteedPet",4373,7136,1856533832,10,"","",[1],2,[],0,"","","","",1,"",""
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4374,48929,225292876,8,"","",[1],2,[],0,"","","","",1,"",""
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4375,50002,140167944,8,"","",[1],59,[],0,"","","","",1,"",""
233,"Metadata/Pet/NecroticTiger/NecroticTiger",4376,55804,694415519,8,"","",[1],89,[],0,"","","","",1,"",""
234,"Metadata/Pet/StygianSteed/StygianSteedPet",4377,29616,3404839233,11,"","",[1],109,[],0,"","","","",1,"",""
235,"Metadata/Pet/TencentGirl/TencentGirl01",4378,33296,3170451177,10,1,"",[2],87,[],0,"","","","",1,"",""
236,"Metadata/Pet/TencentGirl/TencentGirl02",4379,8933,4246462462,10,"",1,[2],87,[],0,"","","","",1,"",""
237,"Metadata/Pet/TencentGirl/TencentGirl03",4380,21916,3617096196,10,1,"",[2],87,[],0,"","","","",1,"",""
238,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4381,8623,1459779245,8,"",1,[2],87,[],0,"","","","",1,"",""
239,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4382,29667,4047012571,8,1,"",[2],87,[],0,"","","","",1,"",""
240,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4383,31950,1730485227,10,"","",[1],22,[],0,"","","","",1,"",""
241,"Metadata/Pet/Corgi/Corgi",4384,59392,1854113411,8,"","",[1],3,[],0,"","","","",1,"",""
242,"Metadata/Pet/PomeranianDog/PomeranianDog",4385,41185,4062925514,8,"","",[1],3,[],0,"","","","",1,"",""
243,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4386,8889,3808674234,8,"","",[1],3,[],0,"","","","",1,"",""
244,"Metadata/Pet/Cat/TabbyCatPet",4387,28176,1406221761,8,"","",[1],3,[],0,"","","","",1,"",""
245,"Metadata/Pet/Cat/AmberCatPet",4388,2561,904478696,8,"","",[1],3,[],0,"","","","",1,"",""
246,"Metadata/Pet/Cat/CinnamonCatPet",4389,6729,2184222841,8,"","",[1],3,[],0,"","","","",1,"",""
247,"Metadata/Pet/GoddessPet/GoddessPet",4390,5244,1273520020,8,1,"",[1],61,[],0,"","","","",1,"",""
248,"Metadata/Pet/GoddessPet/GoddessPetPremium",4391,45927,151108198,12,"",1,[1],61,[],0,"","","","",1,"",""
249,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",4392,29780,2267476850,12,1,"",[1],61,[],0,"","","","",1,"",""
250,"Metadata/Pet/Cat/HeistCalicoCatPet",4393,25867,1227500577,8,"","",[1],70,[],0,"","","","",1,"",""
251,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",4394,51775,3820759427,8,"","",[1],114,[],0,"","","","",1,"",""
252,"Metadata/Pet/Wolf/SunriseWolf",4395,975,2037938871,10,"","",[1],114,[],0,"","","","",1,"",""
253,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",4396,64490,4229236735,8,"","",[1],114,[],0,"","","","",1,"",""
254,"Metadata/Pet/Dragon/TwilightNightfallDragon",4397,60826,3356370324,15,1,"",[1],114,[],0,"","","","",1,"",""
255,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",4398,35405,2717264827,15,"",1,[1],114,[],0,"","","","",1,"",""
256,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",4399,60414,1989254511,15,1,"",[1],114,[],0,"","","","",1,"",""
257,"Metadata/Pet/Duck/Mallard",4400,5615,4012964575,8,"","",[1],3,[],0,"","","","",1,"",""
258,"Metadata/Pet/Duck/ParadiseMale",4401,40886,3653846655,8,"","",[1],3,[],0,"","","","",1,"",""
259,"Metadata/Pet/Duck/ParadiseFemale",4402,64300,1633983048,8,"","",[1],3,[],0,"","","","",1,"",""
260,"Metadata/Pet/DancingSkeleton/DancingSkeleton",4403,41078,4169029640,8,"","",[2],65,[],0,"","","","",1,"",""
261,"Metadata/Pet/SurvivorHound/SurvivorHound",4404,28731,1436296615,8,"","",[1],3,[],0,"","","","",1,"",""
262,"Metadata/Pet/SurvivorHound/SurvivorPackHound",4405,62413,1031392948,8,"","",[1],3,[],0,"","","","",1,"",""
263,"Metadata/Pet/SurvivorHound/DemonicHound",4406,54768,722534112,8,"",1,[1],3,[],0,"","","","",1,"",""
264,"Metadata/Pet/SurvivorHound/DemonicHoundExpired",4407,49775,610788872,8,1,"",[1],3,[],0,"","","","",1,"",""
265,"Metadata/Pet/FreyaCompanion/Freya",4408,29408,384787471,10,1,"",[2],60,[],0,"","","","",1,"",""
266,"Metadata/Pet/FreyaCompanion/FreyaPremium",4409,49503,222415902,10,"",1,[2],60,[],0,"","","","",1,"",""
267,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",4410,50810,516085944,10,1,"",[2],60,[],0,"","","","",1,"",""
268,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",4411,42690,1464725903,10,"",1,[2],60,[],0,"","","","",1,"",""
269,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",4412,1000,1806592070,10,1,"",[2],60,[],0,"","","","",1,"",""
270,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",4413,33967,2841259509,8,"","",[1],8,[],0,"","","","",1,"",""
271,"Metadata/Pet/MiserySmall/MiserySmall",4414,31497,467099870,8,"","",[1],121,[],0,"","","","",1,"",""
272,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",4415,64634,1486464227,8,"","",[1],121,[],0,"","","","",1,"",""
273,"Metadata/Pet/Cockroach/CockroachWarlord",4416,59717,453308993,8,"","",[1],121,[],0,"","","","",1,"",""
274,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",4417,62568,1654167280,10,"","",[2],121,[],0,"","","","",1,"",""
275,"Metadata/Pet/Rabbit/TintOrangeRabbit",4418,1149,378409715,8,"","",[1],3,[],0,"","","","",1,"",""
276,"Metadata/Pet/Rabbit/BlackWhiteRabbit",4419,7044,330041384,8,"","",[1],3,[],0,"","","","",1,"",""
277,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",4420,40686,890022882,8,"","",[1],3,[],0,"","","","",1,"",""
278,"Metadata/Pet/RenegadeImp/RenegadeImp",4421,63003,2495832792,8,"","",[1],100,[],0,"","","","",1,"",""
279,"Metadata/Pet/GraspingHands/BreachSpawner",4422,49520,846852873,8,"","",[1],30,[],0,"","","","",1,"",""
280,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",4423,18032,2551242336,8,"","",[1],30,[],0,"","","","",1,"",""
281,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",4424,44417,3410257605,12,1,"",[1],114,[],0,"","","","",1,"",""
282,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",4425,47043,3845411575,14,"",1,[1],114,[],0,"","","","",1,"",""
283,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",4426,52177,1174769108,14,1,"",[1],114,[],0,"","","","",1,"",""
284,"Metadata/Pet/VaalToucan/VaalToucan",4427,47609,589404888,8,"","",[1],116,[],0,"","","","",1,"",""
285,"Metadata/Pet/LightBringerCat/LightbringerCat",4428,48123,2466195716,8,"","",[1],5,[],0,"","","","",1,"",""
286,"Metadata/Pet/GryffonPets/LightBringerGryffon",4429,30924,3061305019,10,"","",[1],5,[],0,"","","","",1,"",""
287,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",4430,41330,2708537347,8,"","",[1],5,[],0,"","","","",1,"",""
288,"Metadata/Pet/GryffonPets/DarkShardGryffon",4431,44614,852204685,10,"","",[1],5,[],0,"","","","",1,"",""
289,"Metadata/Pet/Hasina/Hasina01",4432,48515,2469146287,10,1,"",[2],39,[],0,"","","","",1,"",""
290,"Metadata/Pet/Hasina/Hasina02",4433,58687,1343468844,10,"",1,[2],39,[],0,"","","","",1,"",""
291,"Metadata/Pet/Hasina/Hasina03",4434,50215,247843554,10,1,"",[2],39,[],0,"","","","",1,"",""
292,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4435,4721,1578847338,8,"",1,[2],39,[],0,"","","","",1,"",""
293,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4436,31636,238712238,8,1,"",[2],39,[],0,"","","","",1,"",""
294,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4437,60005,388562253,8,"","",[1],113,[],0,"","","","",1,"",""
295,"Metadata/Pet/Cat/SoulkeeperCat",4438,16179,1306096362,8,"","",[1],49,[],0,"","","","",1,"",""
296,"Metadata/Pet/ScavengerBat/ScavengerBat",4439,64801,3058256744,8,"","",[1],85,[],0,"","","","",1,"",""
297,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4440,16929,1947809336,8,"","",[1],85,[],0,"","","","",1,"",""
298,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4441,21479,3218402355,8,"","",[1],85,[],0,"","","","",1,"",""
299,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",4442,39745,2026693517,10,"","",[1],85,[],0,"","","","",1,"",""
300,"Metadata/Pet/ParagonPet/ParagonPet",4443,7860,1538344197,8,"","",[1],87,[],0,"","","","",1,"",""
301,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",4444,986,3622294589,8,"","",[1],46,[],0,"","","","",1,"",""
302,"Metadata/Pet/EthercraftTurtleEnraged/EnragedEthercraftTurtle",4445,11895,1698319181,8,"","",[1],46,[],0,"","","","",1,"",""
303,"Metadata/Pet/EthercraftTurtleTranquil/TranquilEthercraftTurtle",4446,60254,1792442760,8,"","",[1],46,[],0,"","","","",1,"",""
304,"Metadata/Pet/EthercraftTurtleChaotic/ChaoticEthercraftTurtle",4447,22730,4117409184,8,"","",[1],46,[],0,"","","","",1,"",""
305,"Metadata/Pet/DragonSerpent/DragonSerpent",4448,34863,1618798675,14,1,"",[1],12,[],0,"","","","",1,"",""
306,"Metadata/Pet/DragonSerpent/DragonSerpentPremium",4449,40417,594984599,14,"",1,[1],12,[],0,"","","","",1,"",""
307,"Metadata/Pet/DragonSerpent/DragonSerpentPremiumExpired",4450,28497,2506095118,14,1,"",[1],12,[],0,"","","","",1,"",""
308,"Metadata/Pet/JingweiBabyCrane/JingweiBabyCrane",4451,59758,2005638885,8,1,"",[1],78,[],0,"","","","",1,"",""
309,"Metadata/Pet/JingweiCrane/JingweiCrane",4452,38119,2603028416,14,"",1,[1],78,[],0,"","","","",1,"",""
310,"Metadata/Pet/JingweiCrane/JingweiCraneExpired",4453,6131,1202212955,14,1,"",[1],78,[],0,"","","","",1,"",""
311,"Metadata/Pet/BuccaneerPet/BuccaneerPet",4455,45357,2126630892,8,"","",[2],34,[],0,"","","","",1,"",""
312,"Metadata/Pet/IntrepidDeer/IntrepidDeer",4454,12606,3629115761,8,"","",[1],104,[],0,"","","","",1,"",""
313,"Metadata/Pet/Seagull/AtlantisSirenSeagull",4457,31305,899502036,8,"","",[1],10,[],0,"","","","",1,"",""
314,"Metadata/Pet/AtlantisSirenPegasus/AtlantisSirenPegasus",4458,62905,722919087,12,"","",[1],10,[],0,"","","","",1,"",""
315,"Metadata/Pet/Frog/Deepwater",4459,53606,2255050511,8,"","",[1],10,[],0,"","","","",1,"",""
316,"Metadata/Pet/FishMine/FishMine",4460,12453,2560600122,8,"","",[1],10,[],0,"","","","",1,"",""
317,"Metadata/Pet/HellscapePet/HellscapePet",4461,22214,2702374868,10,"","",[1],104,[],0,"","","","",1,"",""
318,"Metadata/Pet/Skadi/Skadi",4462,28132,3768028531,10,1,"",[2],8,[],0,"","","","",1,"",""
319,"Metadata/Pet/Skadi/SkadiPremium",4463,47903,396340352,10,"",1,[2],8,[],0,"","","","",1,"",""
320,"Metadata/Pet/Skadi/SkadiPremiumExpired",4464,26442,1858079114,10,1,"",[2],8,[],0,"","","","",1,"",""
321,"Metadata/Pet/CelestialTurtle/CelestialTurtle",4468,51403,1548522631,8,"","",[1],22,[],0,"","","","",1,"",""
322,"Metadata/Pet/GryffonPets/DarkShardTencentGryffon",4465,28186,502821858,10,1,"",[1],87,[],0,"","","","",1,"",""
323,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremium",4466,22433,2251805078,10,"",1,[1],87,[],0,"","","","",1,"",""
324,"Metadata/Pet/GryffonPets/DarkShardTencentGryffonPremiumExpired",4467,40946,2574190237,10,1,"",[1],87,[],0,"","","","",1,"",""
325,"Metadata/Pet/WyrmCall/WyrmCallPet",4456,44243,2286363796,15,"","",[1],7,[],0,"","","","",1,"",""
326,"Metadata/Pet/Beetle/HeritageBeetle",4469,8812,3636001492,8,"","",[1],68,[],0,"","","","",1,"",""
327,"Metadata/Pet/HummingBird/HeritageHummingBird",4470,28721,417097965,8,"","",[1],68,[],0,"","","","",1,"",""
328,"Metadata/Pet/HeritagePeacock/HeritagePeacock",4471,5638,458362196,8,"","",[1],68,[],0,"","","","",1,"",""
329,"Metadata/Pet/Centipede/DivergenceCentipede",4472,14358,3383423420,8,"","",[1],68,[],0,"","","","",1,"",""
330,"Metadata/Pet/DivergenceAnglerFish/DivergenceAnglerFish",4473,3550,371268607,10,"","",[1],68,[],0,"","","","",1,"",""
331,"Metadata/Pet/SkadiWolfPup/SkadiWolfPup",4474,9600,150482296,8,1,"",[1],3,[],0,"","","","",1,"",""
332,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpirit",4475,46611,3328340081,8,"",1,[1],3,[],0,"","","","",1,"",""
333,"Metadata/Pet/SkadiWolfSpirit/SkadiWolfSpiritExpired",4476,34052,1466749544,8,1,"",[1],3,[],0,"","","","",1,"",""
334,"Metadata/Pet/GodOfThunderBabyTiger/GodOfThunderBabyTiger",4477,15755,3978678446,8,1,"",[1],3,[],0,"","","","",1,"",""
335,"Metadata/Pet/Tiger/GodofThunderPet",4478,10092,2969474962,8,"",1,[1],3,[],0,"","","","",1,"",""
336,"Metadata/Pet/Tiger/GodofThunderPremiumExpiredPet",4479,19470,318136056,8,1,"",[1],3,[],0,"","","","",1,"",""
337,"Metadata/Pet/Tiger/HarmoniousTigerPet",4480,53283,1853210198,8,"","",[1],67,[],0,"","","","",1,"",""
338,"Metadata/Pet/HummingBird/HummingBird",4481,38857,2195461397,8,"","",[1],3,[],0,"","","","",1,"",""
339,"Metadata/Pet/FennecFox/FennecFox",4482,23252,173691022,8,"","",[1],3,[],0,"","","","",1,"",""
340,"Metadata/Pet/GiantHornet/GiantHornet",4483,61971,3170258661,8,"","",[1],3,[],0,"","","","",1,"",""
341,"Metadata/Pet/Wolverine/Wolverine",4484,18642,423055845,8,"","",[1],3,[],0,"","","","",1,"",""
342,"Metadata/Pet/PoodleMoth/PoodleMoth",4485,39448,3487061440,8,"","",[1],3,[],0,"","","","",1,"",""
343,"Metadata/Pet/FaridunLizardPet/FaridunLizardPet",4486,56965,2402898364,8,"","",[1],3,[],0,"","","","",1,"",""
344,"Metadata/Pet/FangtoothMoray/FangtoothMoray",4487,34645,2423985966,8,"","",[1],3,[],0,"","","","",1,"",""
345,"Metadata/Pet/Raccoon/Raccoon",4488,44288,1511061264,10,"","",[1],3,[8987],0,"","","","",1,"",""
346,"Metadata/Pet/AyeAyePet/AyeAye",4489,44009,1780531657,8,"","",[1],3,[],0,"","","","",1,"",""
347,"Metadata/Pet/Cat/AristocratCat",4490,18801,633236687,8,"","",[1],3,[],0,"","","","",1,"",""
348,"Metadata/Pet/CultDarkness/Aristocrat/Aristocrat",4491,25862,493975671,10,"","",[1],3,[],0,"","","","",1,"",""
349,"Metadata/Pet/BladeSoul/BladeSoulSword",4492,6186,3641164077,10,1,"",[2],11,[],0,"","","","",1,"",""
350,"Metadata/Pet/BladeSoul/BladeSoulCompanion",4493,39792,1035904718,10,"",1,[2],11,[],0,"","","","",1,"",""
351,"Metadata/Pet/BladeSoul/BladeSoulCompanionExpired",4494,33631,3134273934,10,1,"",[2],11,[],0,"","","","",1,"",""
352,"Metadata/Pet/TencentAristocratCat/TencentAristocratCat",4495,656,404691599,8,1,"",[1],3,[],0,"","","","",1,"",""
353,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremium",4496,15830,4186162261,8,"",1,[1],3,[],0,"","","","",1,"",""
354,"Metadata/Pet/TencentAristocratCat/TencentAristocratCatPremiumExpired",4497,35821,627224207,8,1,"",[1],3,[],0,"","","","",1,"",""
355,"Metadata/Pet/Battery/Mana/ManaBatteryOrb",4498,3545,2683605549,8,"","",[1],87,[],0,"","","","",1,"",""
356,"Metadata/Pet/Battery/Life/LifeBatteryOrb",4499,45428,3157265732,8,"","",[1],87,[],0,"","","","",1,"",""
357,"Metadata/Pet/EmberkeepVulture/EmberkeepVulture",4502,15979,2983497663,8,"",1,[1],3,[],0,"","","","",1,"",""
358,"Metadata/Pet/GolemBall/GolemBall",4500,44649,2025838294,8,"","",[1],87,[],0,"","","","",1,"",""
359,"Metadata/Pet/lightningbird/LightningBird",4503,32402,239759576,14,"","",[1],3,[],0,"","","","",1,"",""
360,"Metadata/Pet/lightningbird/LightningBirdAutomaton",4504,45597,3109555013,14,"","",[1],3,[],0,"","","","",1,"",""
361,"Metadata/Pet/lightningbird/LightningBirdCelestial",4505,54570,1612952841,14,"","",[1],3,[],0,"","","","",1,"",""
362,"Metadata/Pet/lightningbird/LightningBirdDivine",4506,56526,3009572780,14,"","",[1],3,[],0,"","","","",1,"",""
363,"Metadata/Pet/Arachnomorph/ArachnomorphPetBone",4507,11933,1146972864,14,"","",[1],3,[],0,"","","","",1,"",""
364,"Metadata/Pet/Arachnomorph/ArachnomorphPetBulb",4508,40440,1707866163,14,"","",[1],3,[],0,"","","","",1,"",""
365,"Metadata/Pet/Arachnomorph/ArachnomorphPetSabre",4509,37321,3143182992,14,"","",[1],3,[],0,"","","","",1,"",""
366,"Metadata/Pet/Arachnomorph/ArachnomorphPetSpindly",4510,13753,2927270851,14,"","",[1],3,[],0,"","","","",1,"",""
367,"Metadata/Pet/Arachnomorph/ArachnomorphPetPlated",4511,64759,3370202134,14,"","",[1],3,[],0,"","","","",1,"",""
368,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderFire",4512,25566,3426267110,1,"","",[1],3,[4903],1,"","","","",1,"",""
369,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGold",4513,4934,266280089,1,"","",[1],3,[],1,"","","","",1,"",""
370,"Metadata/Pet/LineOfAnts/LineOfAntsLeaderGreen",4514,23775,2692611234,1,"","",[1],3,[],1,"","","","",1,"",""
371,"Metadata/Pet/Blob/Blob",4515,60529,963302683,12,"","",[1],87,[],0,"","","","",1,"",""
372,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion01",4516,54926,2656192732,12,1,"",[2],87,[],0,"","","","",1,"",""
373,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion02",4517,22043,2297880301,12,"",1,[2],87,[],0,"","","","",1,"",""
374,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion03",4518,54946,2933749887,12,1,"",[2],87,[],0,"","","","",1,"",""
375,"Metadata/Pet/AlchemistCompanion/AlchemistCompanion04",4519,33525,675392180,12,1,"",[2],87,[],0,"","","","",1,"",""
376,"Metadata/Pet/Demonling/DemonlingPetGalloping",4520,61132,3485475084,8,"","",[1],38,[],0,"","","","",1,"",""
377,"Metadata/Pet/Demonling/DemonlingPetHeadless",4521,10048,1165713979,8,"","",[1],38,[],0,"","","","",1,"",""
378,"Metadata/Pet/Demonling/DemonlingPetScuttling",4522,26635,334855166,12,"","",[1],38,[],0,"","","","",1,"",""
379,"Metadata/Pet/Demonling/DemonlingPetSpiky",4523,24809,1746667765,8,"","",[1],38,[],0,"","","","",1,"",""
380,"Metadata/Pet/Demonling/DemonlingPetWinged",4524,23773,1678915791,8,"","",[1],38,[],0,"","","","",1,"",""
381,"Metadata/Pet/BloodlordPet/Bloodlord",4525,60001,1912903781,14,"","",[1],38,[],0,"","","","",1,"",""
382,"Metadata/Pet/PetRock/PetRock",4526,52130,929823945,14,"","",[1],88,[],0,"","","","",1,"",""
383,"Metadata/Pet/PetRock/PetRockAzurite",4527,47248,128499512,14,"","",[1],88,[],0,"","","","",1,"",""
384,"Metadata/Pet/PetRock/PetRockGold",4528,15007,2389423348,14,"","",[1],88,[],0,"","","","",1,"",""
385,"Metadata/Pet/PetRock/PetRockSandstone",4529,3696,1333018884,14,"","",[1],88,[],0,"","","","",1,"",""
386,"Metadata/Pet/PetRock/PetRockStatues",4530,62845,3988068552,14,"","",[1],88,[],0,"","","","",1,"",""
387,"Metadata/Pet/PetRock/PetRockSulphur",4531,19077,2821055136,14,"","",[1],88,[],0,"","","","",1,"",""
388,"Metadata/Pet/PetRock/PetRockVaal",4532,20551,629306821,14,"","",[1],88,[],0,"","","","",1,"",""
389,"Metadata/Pet/ScarletMacawParrot/ScarletMacawParrot",4533,62023,1858575488,8,"","",[1],3,[],0,1,"","","",1,"",""
390,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitSmall",4534,11967,256778737,8,1,"",[1],3,[],0,"","","","",1,"",""
391,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBig",4535,63061,224131854,12,"",1,[1],3,[],0,"","","","",1,"",""
392,"Metadata/Pet/TencentLunarRabbit/TencentLunarRabbitBigExpired",4536,45541,2707624070,12,1,"",[1],3,[],0,"","","","",1,"",""
393,"Metadata/Pet/SandWorm/SandWorm",4537,35834,2615873553,12,"","",[1],3,[],0,"","","","","","",""
394,"Metadata/Pet/SandWorm/SandWormRed",4538,34949,1062975454,12,"","",[1],3,[],0,"","","","","","",""
395,"Metadata/Pet/SandWorm/SandWormBlue",4539,35440,3151638954,12,"","",[1],3,[],0,"","","","","","",""
396,"Metadata/Pet/Bear/DelveBear",4540,22212,639856871,10,"","",[1],3,[],0,"","","","",1,"",""
397,"Metadata/Pet/PandemoniumSpider/BlackWidowSpider",4541,24804,3105020406,8,"","",[1],3,[],0,"","","","",1,"",""
398,"Metadata/Pet/FledglingBellcrow/FledglingBellcrow",4542,47787,932547902,8,"","",[1],3,[],0,"","","","",1,"",""
399,"Metadata/Pet/BabyKitava/BabyKitava",4543,961,1731683574,8,"","",[2],87,[],0,"","","","",1,"",""
400,"Metadata/Pet/BabyBossesHumans/BabyBrutus/BabyBrutus",4544,55142,2365086622,8,"","",[2],87,[],0,"","","","",1,"",""
401,"Metadata/Pet/BabyBossesHumans/BabyPiety/BabyPiety",4545,42456,782338937,8,"","",[2],87,[],0,"","","","",1,"",""
402,"Metadata/Pet/BabyBossesHumans/BabyDominus/BabyDominus",4546,25064,1093935324,8,"","",[2],87,[],0,"","","","",1,"",""
403,"Metadata/Pet/BabyBossesHumans/BabyHillock/BabyHillock",4547,16057,4199400692,8,"","",[2],87,[],0,"","","","",1,"",""
404,"Metadata/Pet/BabyVaalOversoul/BabyVaalOversoul",4548,1262,2297465886,8,"","",[2],87,[],0,"","","",1,1,"",""
405,"Metadata/Pet/BetaKiwis/BaronKiwi",4549,55029,4094960353,8,"","",[1],3,[],0,"","","","",1,"",""
406,"Metadata/Pet/BetaKiwis/FaridunKiwi",4550,27921,3110786171,8,"","",[1],3,[],0,"","","","",1,"",""
407,"Metadata/Pet/BetaKiwis/VaalKiwi",4551,16286,3426087851,8,"","",[1],3,[],0,"","","","",1,"",""
408,"Metadata/Pet/BetaKiwis/KaruiKiwi",4552,3574,3611613874,8,"","",[1],3,[],0,"","","","",1,"",""
409,"Metadata/Pet/BetaKiwis/LumeriusKiwi",4553,64716,3162259632,8,"","",[1],3,[],0,"","","","",1,"",""
410,"Metadata/Pet/BabyChimera/BabyChimera",4554,43088,193897438,12,"","",[1],3,[],0,"","","","",1,"",""
411,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPet",4118,24243,2538850784,8,"","",[1],3,[],0,"","","","",1,"",""
412,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPremiumPet",4119,54056,3942595031,8,"","",[1],3,[],0,"","","","",1,"",""
413,"Metadata/Pet/ZodiacDragonPet/ZodiacDragonPremiumExpiredPet",4120,2271,734929681,8,"","",[1],3,[],0,"","","","",1,"",""
414,"Metadata/Pet/CurrencyOrbCompainion/ChaosOrb",6404,9369,3480415211,8,"","",[1],87,[],0,"","","","",1,"",""
415,"Metadata/Pet/CurrencyOrbCompainion/VaalOrb",6405,50398,3502642200,8,"","",[1],87,[],0,"","","","",1,"",""
416,"Metadata/Pet/CurrencyOrbCompainion/ExaltedOrb",6406,63031,3407035684,8,"","",[1],87,[],0,"","","","",1,"",""
417,"Metadata/Pet/OctopusParasite/OctopusParasiteCelestial",6575,9167,886576919,14,"","",[1],3,[],0,1,"","","",1,"",""
418,"Metadata/Pet/OctopusParasite/OctopusParasiteFlame",6576,24131,4289569262,14,"","",[1],3,[],0,1,"","","",1,"",""
419,"Metadata/Pet/OctopusParasite/OctopusParasiteWater",6577,11849,2258217168,14,"","",[1],3,[],0,1,"","","",1,"",""
420,"Metadata/Pet/SpittingSnake/SpittingSnake",6595,16863,2003515060,12,"","",[1],3,[],0,"","","","",1,"",""
421,"Metadata/Pet/PitifulFabrications/PetFabrications/PetFabrication1",6606,50142,1983952286,8,"","",[1],3,[],0,"","",1,1,1,"",""
422,"Metadata/Pet/PitifulFabrications/PetFabrications/PetFabrication2",6607,23472,2927228361,8,"","",[1],3,[],0,"","",1,1,1,"",""
423,"Metadata/Pet/TriceratopsPet/TriceratopsPet",6608,26515,3416501296,16,"","",[1],3,[],0,"","","","",1,"",""
424,"Metadata/Pet/QuadrillaPet/QuadrillaArmoured",6610,33410,2539591133,16,"","",[1],3,[],0,"","","",1,1,"",""
425,"Metadata/Pet/QuadrillaPet/QuadrillaPetHairless",6609,10346,3996501599,16,"","",[1],3,[],0,"","","",1,1,"",""
426,"Metadata/Pet/QuadrillaPet/QuadrillaCapuchin",6611,33184,2718704556,16,"","",[1],3,[],0,"","","",1,1,"",""
427,"Metadata/Pet/HyenaPet/HyenaPet",6612,57374,2422567035,14,"","",[1],3,[],0,"","","",1,1,"",""
428,"Metadata/Pet/HyenaPet/HuntingHyenaPet",6613,10582,2688911635,14,"","",[1],3,[],0,"","","",1,1,"",""
