"rownum","Buff","Visuals","i32_24"
782,"soulrend_debuff",[1075],2
783,"soulrend_debuff_fadeout",[1036],0
784,"soulrend_debuff_fadeout",[1071],1
785,"soulrend_debuff_fadeout",[1076],2
786,"feast_of_flesh_regeneration",[2463],0
787,"djinn_triggered_wave",[2476],0
788,"infusion_remnants",[2494],0
789,"encase_in_jade",[2272],0
790,"toxic_domain_buff",[2537],0
791,"meta_deadeye_marks_cd",[2549],0
792,"meta_deadeye_marks",[2550],0
