"rownum","Id","MinimapIconRadius","LargemapIconRadius","bool_16","bool_17","MinimapIconPointerMaxDistance","i32_22","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32_34","i32_38"
313,"LootFilterSmallRedCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
314,"LootFilterLargeWhiteCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
315,"LootFilterMediumWhiteCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
316,"LootFilterSmallWhiteCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
317,"LootFilterLargeYellowCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
318,"LootFilterMediumYellowCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
319,"LootFilterSmallYellowCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
320,"LootFilterLargeCyanCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
321,"LootFilterMediumCyanCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
322,"LootFilterSmallCyanCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
323,"LootFilterLargeGreyCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
324,"LootFilterMediumGreyCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
325,"LootFilterSmallGreyCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
326,"LootFilterLargeOrangeCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
327,"LootFilterMediumOrangeCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
328,"LootFilterSmallOrangeCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
329,"LootFilterLargePinkCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
330,"LootFilterMediumPinkCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
331,"LootFilterSmallPinkCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
332,"LootFilterLargePurpleCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
333,"LootFilterMediumPurpleCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
334,"LootFilterSmallPurpleCross",2,2,1,"",250,0,"","","","","","","","","","",2,0
335,"LootFilterLargeBlueMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
336,"LootFilterMediumBlueMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
337,"LootFilterSmallBlueMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
338,"LootFilterLargeGreenMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
339,"LootFilterMediumGreenMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
340,"LootFilterSmallGreenMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
341,"LootFilterLargeBrownMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
342,"LootFilterMediumBrownMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
343,"LootFilterSmallBrownMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
344,"LootFilterLargeRedMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
345,"LootFilterMediumRedMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
346,"LootFilterSmallRedMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
347,"LootFilterLargeWhiteMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
348,"LootFilterMediumWhiteMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
349,"LootFilterSmallWhiteMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
350,"LootFilterLargeYellowMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
351,"LootFilterMediumYellowMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
352,"LootFilterSmallYellowMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
353,"LootFilterLargeCyanMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
354,"LootFilterMediumCyanMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
355,"LootFilterSmallCyanMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
356,"LootFilterLargeGreyMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
357,"LootFilterMediumGreyMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
358,"LootFilterSmallGreyMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
359,"LootFilterLargeOrangeMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
360,"LootFilterMediumOrangeMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
361,"LootFilterSmallOrangeMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
362,"LootFilterLargePinkMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
363,"LootFilterMediumPinkMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
364,"LootFilterSmallPinkMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
365,"LootFilterLargePurpleMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
366,"LootFilterMediumPurpleMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
367,"LootFilterSmallPurpleMoon",2,2,1,"",250,0,"","","","","","","","","","",2,0
368,"LootFilterLargeBlueRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
369,"LootFilterMediumBlueRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
370,"LootFilterSmallBlueRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
371,"LootFilterLargeGreenRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
372,"LootFilterMediumGreenRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
373,"LootFilterSmallGreenRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
374,"LootFilterLargeBrownRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
375,"LootFilterMediumBrownRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
376,"LootFilterSmallBrownRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
377,"LootFilterLargeRedRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
378,"LootFilterMediumRedRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
379,"LootFilterSmallRedRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
380,"LootFilterLargeWhiteRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
381,"LootFilterMediumWhiteRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
382,"LootFilterSmallWhiteRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
383,"LootFilterLargeYellowRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
384,"LootFilterMediumYellowRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
385,"LootFilterSmallYellowRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
386,"LootFilterLargeCyanRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
387,"LootFilterMediumCyanRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
388,"LootFilterSmallCyanRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
389,"LootFilterLargeGreyRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
390,"LootFilterMediumGreyRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
391,"LootFilterSmallGreyRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
392,"LootFilterLargeOrangeRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
393,"LootFilterMediumOrangeRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
394,"LootFilterSmallOrangeRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
395,"LootFilterLargePinkRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
396,"LootFilterMediumPinkRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
397,"LootFilterSmallPinkRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
398,"LootFilterLargePurpleRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
399,"LootFilterMediumPurpleRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
400,"LootFilterSmallPurpleRaindrop",2,2,1,"",250,0,"","","","","","","","","","",2,0
401,"LootFilterLargeBlueKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
402,"LootFilterMediumBlueKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
403,"LootFilterSmallBlueKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
404,"LootFilterLargeGreenKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
405,"LootFilterMediumGreenKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
406,"LootFilterSmallGreenKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
407,"LootFilterLargeBrownKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
408,"LootFilterMediumBrownKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
409,"LootFilterSmallBrownKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
410,"LootFilterLargeRedKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
411,"LootFilterMediumRedKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
412,"LootFilterSmallRedKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
413,"LootFilterLargeWhiteKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
414,"LootFilterMediumWhiteKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
415,"LootFilterSmallWhiteKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
416,"LootFilterLargeYellowKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
417,"LootFilterMediumYellowKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
418,"LootFilterSmallYellowKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
419,"LootFilterLargeCyanKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
420,"LootFilterMediumCyanKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
421,"LootFilterSmallCyanKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
422,"LootFilterLargeGreyKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
423,"LootFilterMediumGreyKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
424,"LootFilterSmallGreyKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
425,"LootFilterLargeOrangeKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
426,"LootFilterMediumOrangeKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
427,"LootFilterSmallOrangeKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
428,"LootFilterLargePinkKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
429,"LootFilterMediumPinkKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
430,"LootFilterSmallPinkKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
431,"LootFilterLargePurpleKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
432,"LootFilterMediumPurpleKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
433,"LootFilterSmallPurpleKite",2,2,1,"",250,0,"","","","","","","","","","",2,0
434,"LootFilterLargeBluePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
435,"LootFilterMediumBluePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
436,"LootFilterSmallBluePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
437,"LootFilterLargeGreenPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
438,"LootFilterMediumGreenPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
439,"LootFilterSmallGreenPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
440,"LootFilterLargeBrownPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
441,"LootFilterMediumBrownPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
442,"LootFilterSmallBrownPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
443,"LootFilterLargeRedPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
444,"LootFilterMediumRedPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
445,"LootFilterSmallRedPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
446,"LootFilterLargeWhitePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
447,"LootFilterMediumWhitePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
448,"LootFilterSmallWhitePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
449,"LootFilterLargeYellowPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
450,"LootFilterMediumYellowPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
451,"LootFilterSmallYellowPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
452,"LootFilterLargeCyanPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
453,"LootFilterMediumCyanPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
454,"LootFilterSmallCyanPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
455,"LootFilterLargeGreyPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
456,"LootFilterMediumGreyPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
457,"LootFilterSmallGreyPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
458,"LootFilterLargeOrangePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
459,"LootFilterMediumOrangePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
460,"LootFilterSmallOrangePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
461,"LootFilterLargePinkPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
462,"LootFilterMediumPinkPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
463,"LootFilterSmallPinkPentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
464,"LootFilterLargePurplePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
465,"LootFilterMediumPurplePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
466,"LootFilterSmallPurplePentagon",2,2,1,"",250,0,"","","","","","","","","","",2,0
467,"LootFilterLargeBlueUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
468,"LootFilterMediumBlueUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
469,"LootFilterSmallBlueUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
470,"LootFilterLargeGreenUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
471,"LootFilterMediumGreenUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
472,"LootFilterSmallGreenUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
473,"LootFilterLargeBrownUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
474,"LootFilterMediumBrownUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
475,"LootFilterSmallBrownUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
476,"LootFilterLargeRedUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
477,"LootFilterMediumRedUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
478,"LootFilterSmallRedUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
479,"LootFilterLargeWhiteUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
480,"LootFilterMediumWhiteUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
481,"LootFilterSmallWhiteUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
482,"LootFilterLargeYellowUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
483,"LootFilterMediumYellowUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
484,"LootFilterSmallYellowUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
485,"LootFilterLargeCyanUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
486,"LootFilterMediumCyanUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
487,"LootFilterSmallCyanUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
488,"LootFilterLargeGreyUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
489,"LootFilterMediumGreyUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
490,"LootFilterSmallGreyUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
491,"LootFilterLargeOrangeUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
492,"LootFilterMediumOrangeUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
493,"LootFilterSmallOrangeUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
494,"LootFilterLargePinkUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
495,"LootFilterMediumPinkUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
496,"LootFilterSmallPinkUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
497,"LootFilterLargePurpleUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
498,"LootFilterMediumPurpleUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
499,"LootFilterSmallPurpleUpsideDownHouse",2,2,1,"",250,0,"","","","","","","","","","",2,0
500,"DeliriumBoss1",2,2,1,"",250,0,"","","","","","","","","","",2,0
501,"DeliriumBossFinal",2,2,1,"",250,0,"","","","","","","","","","",2,0
502,"HarvestSeedCache",2,2,1,"",250,0,"","","","","","","","","","",2,0
503,"HarvestOshabiBoss",2,2,1,"",250,0,"","","","","","","","","","",2,0
504,"HarvestCollectorNeutral",2,2,1,"",250,0,"","","","","","","","","","",2,0
505,"HarvestCollectorPurple",2,2,1,"",250,0,"","","","","","","","","","",2,0
506,"HarvestCollectorBlue",2,2,1,"",250,0,"","","","","","","","","","",2,0
507,"HarvestCollectorYellow",2,2,1,"",250,0,"","","","","","","","","","",2,0
508,"HarvestCondenserNeutral",2,2,1,"",250,0,"","","","","","","","","","",2,0
509,"HarvestCondenserPurple",2,2,1,"",250,0,"","","","","","","","","","",2,0
510,"HarvestCondenserBlue",2,2,1,"",250,0,"","","","","","","","","","",2,0
511,"HarvestCondenserYellow",2,2,1,"",250,0,"","","","","","","","","","",2,0
512,"HarvestStanchionNeutral",2,2,1,"",250,0,"","","","","","","","","","",2,0
513,"HarvestStanchionPurple",2,2,1,"",250,0,"","","","","","","","","","",2,0
514,"HarvestStanchionBlue",2,2,1,"",250,0,"","","","","","","","","","",2,0
515,"HarvestStanchionYellow",2,2,1,"",250,0,"","","","","","","","","","",2,0
516,"HarvestDisperserNeutral",2,2,1,"",250,0,"","","","","","","","","","",2,0
517,"HarvestDisperserPurple",2,2,1,"",250,0,"","","","","","","","","","",2,0
518,"HarvestDisperserBlue",2,2,1,"",250,0,"","","","","","","","","","",2,0
519,"HarvestDisperserYellow",2,2,1,"",250,0,"","","","","","","","","","",2,0
520,"HarvestHorticraftingStation",2,2,1,"",250,0,"","","","","","","","","","",2,0
521,"HarvestPlantBoosterBlue",2,2,1,"",250,0,"","","","","","","","","","",2,0
522,"HarvestPlantBoosterRed",2,2,1,"",250,0,"","","","","","","","","","",2,0
523,"HarvestPlantBoosterGreen",2,2,1,"",250,0,"","","","","","","","","","",2,0
524,"HarvestPlantBoosterWhite",2,2,1,"",250,0,"","","","","","","","","","",2,0
525,"HeistAgility",2,2,1,"",250,0,"","","","","","","","","","",2,0
526,"HeistBruteforce",2,2,1,"",250,0,"","","","","","","","","","",2,0
527,"HeistCounterThaumaturge",2,2,1,"",250,0,"","","","","","","","","","",2,0
528,"HeistDeception",2,2,1,"",250,0,"","","","","","","","","","",2,0
529,"HeistDemolition",2,2,1,"",250,0,"","","","","","","","","","",2,0
530,"HeistEngineering",2,2,1,"",250,0,"","","","","","","","","","",2,0
531,"HeistLockpicking",2,2,1,"",250,0,"","","","","","","","","","",2,0
532,"HeistPerception",2,2,1,"",250,0,"","","","","","","","","","",2,0
533,"HeistTrapDisarmament",2,2,1,"",250,0,"","","","","","","","","","",2,0
534,"HeistVaultBreaking",2,2,1,"",250,0,"","","","","","","","","","",2,0
535,"HeistSumgglersCache",2,2,1,"",250,0,"","","","","","","","","","",2,0
536,"HeistSpottedPatrol",2,2,1,"",250,0,"","","","","","","","","","",2,0
537,"HeistSpottedMiniBoss",2,2,1,"",250,0,"","","","","","","","","","",2,0
538,"HeistDisplayCase",3,4,1,"",250,0,"","","","","","","","","","",2,0
539,"HeistEscapeRoute",3,4,1,"",250,0,"","","","","","","","","","",2,0
540,"HeistPathChest",2,2,1,"",250,0,"","","","","","","","","","",1,0
541,"RewardChestGeneric",2,2,1,"",250,0,"","","","","","","","","","",1,0
542,"RewardChestCurrency",2,2,1,"",250,0,"","","","","","","","","","",1,0
543,"RewardChestUnique",2,2,1,"",250,0,"","","","","","","","","","",1,0
544,"RewardChestGems",2,2,1,"",250,0,"","","","","","","","","","",1,0
545,"RewardChestMaps",2,2,1,"",250,0,"","","","","","","","","","",1,0
546,"RewardChestTrinkets",2,2,1,"",250,0,"","","","","","","","","","",1,0
547,"RewardChestArmour",2,2,1,"",250,0,"","","","","","","","","","",1,0
548,"RewardChestWeapons",2,2,1,"",250,0,"","","","","","","","","","",1,0
549,"RewardChestAbyss",2,2,1,"",250,0,"","","","","","","","","","",1,0
550,"RewardChestPerandus",2,2,1,"",250,0,"","","","","","","","","","",1,0
551,"RewardChestHarbinger",2,2,1,"",250,0,"","","","","","","","","","",1,0
552,"RewardChestBreach",2,2,1,"",250,0,"","","","","","","","","","",1,0
553,"RewardChestEssence",2,2,1,"",250,0,"","","","","","","","","","",1,0
554,"RewardChestFragment",2,2,1,"",250,0,"","","","","","","","","","",1,0
555,"RewardChestFossil",2,2,1,"",250,0,"","","","","","","","","","",1,0
556,"RewardChestProphecy",2,2,1,"",250,0,"","","","","","","","","","",1,0
557,"RewardChestDivination",2,2,1,"",250,0,"","","","","","","","","","",1,0
558,"RewardChestTalisman",2,2,1,"",250,0,"","","","","","","","","","",1,0
559,"RewardChestLabyrinth",2,2,1,"",250,0,"","","","","","","","","","",1,0
560,"RewardChestLegion",2,2,1,"",250,0,"","","","","","","","","","",1,0
561,"RewardChestDelirium",2,2,1,"",250,0,"","","","","","","","","","",1,0
562,"RewardChestMetamorph",2,2,1,"",250,0,"","","","","","","","","","",1,0
563,"RewardChestBlight",2,2,1,"",250,0,"","","","","","","","","","",1,0
564,"RewardChestExpedition",2,2,1,"",250,0,"","","","","","","","","","",1,0
565,"RewardChestHeist",2,2,1,"",250,0,"","","","","","","","","","",1,0
566,"RewardChestRitual",2,2,1,"",250,0,"","","","","","","","","","",1,0
567,"HeistStockpile",2,2,1,"",250,0,"","","","","","","","","","",2,0
568,"RitualRune",2,2,1,"",250,0,"","","","","","","","","","",2,0
569,"HarvestPortal",2,2,1,"",250,0,"","","","","","","","","","",2,0
570,"RitualRuneFinished",2,2,1,"",250,0,"","","","","","","","","","",2,0
571,"UltimatumAltar",2,2,1,"",250,0,"","","","","","","","","","",2,0
572,"UltimatumCaptureRune",3,4,1,"",250,0,"","","","","","","","","","",2,0
573,"FlaskFountainFull",2,2,"","",250,0,"","","","","","","","","","",2,0
574,"FlaskFountainEmpty",2,2,"","",250,0,"","","","","","","","","","",2,0
575,"ExpeditionStash",2,2,1,"",250,0,"","","","","","","","","","",2,0
576,"ExpeditionDetonator",3,3,1,"",250,3,"","","","","","","","","","",2,0
577,"ExpeditionDynamite",3,3,1,"",250,2,"","","","","","","","","","",1,0
578,"ExpeditionChest1",2,2,1,"",250,2,"","","","","","","","","","",1,0
579,"ExpeditionChest2",2,2,1,"",250,2,"","","","","","","","","","",1,0
580,"ExpeditionChest3",2,2,1,"",250,2,"","","","","","","","","","",1,0
581,"ExpeditionBoss",3,3,1,"",250,3,"","","","","","","","","","",2,0
582,"ExpeditionRegularMonster",2,2,1,"",250,0,"","","","","","","","","","",1,0
583,"ExpeditionLeagueSpecificMonster",2,2,1,"",250,0,"","","","","","","","","","",1,0
584,"ExpeditionEliteMonster",2,2,1,"",250,1,"","","","","","","","","","",1,0
585,"ExpeditionCavernEntrance",2,2,1,"",250,0,"","","","","","","","","","",2,0
586,"HellscapePaleBoss",2,2,1,"",250,0,"","","","","","","","","","",2,0
587,"HellscapeDemonBoss",2,2,1,"",250,0,"","","","","","","","","","",2,0
588,"HellscapeFleshBoss",2,2,1,"",250,0,"","","","","","","","","","",2,0
589,"RoyaleBrutusActive",3,3,1,"",100000,5,"","","","","","","","","","",2,0
590,"RoyaleBrutusDormant",3,3,1,"",100000,5,"","","","","","","","","","",2,0
591,"Archnemesis",2,2,1,"",150,0,"","","","","","","","","","",2,0
592,"CleansingFireAltar",3,3,1,"",250,0,"","","","","","","","","","",2,0
593,"TangleAltar",3,3,1,"",250,0,"","","","","","","","","","",2,0
594,"BreachBoss",3,3,1,"",250,3,"","","","","","","","","","",2,0
595,"Sentinel",2,2,1,"",150,0,"","","","","","","","","","",2,0
596,"SentinelLocker",2,2,1,"",250,0,"","","","","","","","","","",2,0
597,"LakeStampingDevice",2,2,1,"",150,0,"","","","","","","","","","",2,0
598,"LakeReflectionDevice",2,2,1,"",150,0,"","","","","","","","","","",2,0
599,"Sanctum",2,2,1,"",250,0,"","","","","","","","","","",2,0
600,"SanctumDeferral",2,2,1,"",150,0,"","","","","","","","","","",2,0
601,"SanctumPact",2,2,1,"",150,0,"","","","","","","","","","",2,0
602,"SanctumFountain",2,2,1,"",150,0,"","","","","","","","","","",2,0
603,"SanctumRelicCorruptionDevice",2,2,1,"",150,0,"","","","","","","","","","",2,0
604,"SanctumMap",2,2,1,"",150,0,"","","","","","","","","","",2,0
605,"SanctumRelicAltar",2,2,1,"",150,0,"","","","","","","","","","",2,0
606,"SanctumRelicLocker",2,2,1,"",250,0,"","","","","","","","","","",2,0
607,"MudBurrower",2,2,1,"",250,0,"","","","","","","","","","",2,0
608,"RustPillar",2,2,1,"",250,0,"","","","","","","","","","",2,0
609,"TreeOfSouls",2,2,1,"",250,0,"","","","","","","","","","",2,0
610,"GrimCarvings",2,2,1,"",250,0,"","","","","","","","","","",2,0
611,"UnaLute",2,2,1,"",250,0,"","","","","","","","","","",2,0
612,"BitterGhostChild",2,2,1,"",250,0,"","","","","","","","","","",2,0
613,"BitterGhostWife",2,2,1,"",250,0,"","","","","","","","","","",2,0
614,"ObsidianMortar",2,2,1,"",250,0,"","","","","","","","","","",2,0
615,"RenlyForgeItem",2,2,1,"",250,0,"","","","","","","","","","",2,0
616,"IronCount",2,2,1,"",250,0,"","","","","","","","","","",2,0
617,"BeastSeedHeart",2,2,1,"",250,0,"","","","","","","","","","",2,0
618,"LetterGlyph",2,2,1,"",250,0,"","","","","","","","","","",2,0
619,"Generator",2,2,1,"",250,0,"","","","","","","","","","",2,0
620,"StoneAltarTall",2,2,1,"",250,0,"","","","","","","","","","",2,0
621,"StoneAltarShort",2,2,1,"",250,0,"","","","","","","","","","",2,0
622,"HealingWell",2,2,"","",250,0,"Well","Puits","Brunnen","井戸","우물","Poço","Колодец","Pozo","บ่อน้ำ","水井",2,0
623,"Checkpoint",2,2,"","",250,0,"Checkpoint","Point de contrôle","Kontrollpunkt","チェックポイント","체크포인트","Ponto de Controle","Контрольная точка","Punto de control","เช็คพอยน์","記錄點",2,0
624,"WaterwaysLever",2,2,"","",250,0,"","","","","","","","","","",2,0
