"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","EffectHASH32","i32_36","ObjectHASH32"
233,"ExpeditionTujenGrenadeBomb","Metadata/Projectiles/ExpeditionTujenGrenadeBomb",[],1819175011,4,1571806793
234,"OlrothAddSpawnerPhase1","Metadata/Monsters/LeagueExpedition/Olroth/Objects/OlrothAddSpawnerPhase1",[],3436562098,4,3828012265
235,"VoranaSmokeAppearEffect","Metadata/Monsters/LeagueExpedition/ReaperBoss/Objects/VoranaSmokeAppearEffect",[],1215832220,4,325611135
236,"TeleportBlue","Metadata/MiscellaneousObjects/Hideout/TeleportBlue",[],2424334756,4,2141875015
237,"TeleportRed","Metadata/MiscellaneousObjects/Hideout/TeleportRed",[],3995954686,4,2128980291
238,"TeleportYellow","Metadata/MiscellaneousObjects/Hideout/TeleportYellow",[],1177116511,4,237533034
239,"TeleportOrange","Metadata/MiscellaneousObjects/Hideout/TeleportOrange",[],2234446024,4,796450375
240,"TeleportPurple","Metadata/MiscellaneousObjects/Hideout/TeleportPurple",[],415222739,4,3940367197
241,"TeleportGreen","Metadata/MiscellaneousObjects/Hideout/TeleportGreen",[],4115321692,4,146559381
242,"TeleportWhite","Metadata/MiscellaneousObjects/Hideout/TeleportWhite",[],2816793390,4,254062556
243,"MudBurrowerBodyBoss","Metadata/Monsters/MudBurrower/MudBurrowerBodyBoss",[],1624320796,4,4030926661
244,"HideoutMaleMannequin","Metadata/MiscellaneousObjects/Hideout/MannequinMale",[],2362107235,4,632426568
245,"SanctumMapDevice","Metadata/Terrain/Leagues/Sanctum/Objects/SanctumMapDevice",[62],2646515831,4,3819332206
246,"Sanctum1_Ritual_01_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_01_02",[],1877719861,4,398904018
247,"Sanctum1_Ritual_02_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_02_02",[],4063048727,4,3196203515
248,"Sanctum1_Ritual_03_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_03_02",[],2392984986,4,3968350128
249,"Sanctum1_Ritual_Large_01_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor1_Ritual_Large_01_02",[],2757368896,4,900922720
250,"Sanctum2_Ritual_01_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_01_02",[],3605303667,4,1188236527
251,"Sanctum2_Ritual_02_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_02_02",[],2045608469,4,3809052983
252,"Sanctum2_Ritual_03_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_03_02",[],4184120872,4,1549807535
253,"Sanctum2_Ritual_Large_01_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_Large_01_02",[],1102186165,4,3495583104
254,"Sanctum2_Ritual_Large_02_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor2_Ritual_Large_02_02",[],2491789780,4,3494676278
255,"Sanctum3_Ritual_01_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor3_Ritual_01_02",[],463595212,4,3157396491
256,"Sanctum3_Ritual_02_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor3_Ritual_02_02",[],2767831868,4,3245687651
257,"Sanctum3_Ritual_03_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor3_Ritual_03_02",[],4154645933,4,692942876
258,"Sanctum3_Ritual_Large_01_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor3_Ritual_Large_01_02",[],103766629,4,3796341245
259,"Sanctum3_Ritual_Large_02_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor3_Ritual_Large_02_02",[],491008278,4,2250395844
260,"Sanctum4_Ritual_01_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_01_02",[],2202661098,4,1726629840
261,"Sanctum4_Ritual_02_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_02_02",[],1906514749,4,3036583164
262,"Sanctum4_Ritual_03_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_03_02",[],2669641982,4,2896582970
263,"Sanctum4_Ritual_Large_01_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_Large_01_02",[],7094447,4,2250581872
264,"Sanctum4_Ritual_Large_02_02","Metadata/Terrain/Gallows/Leagues/Sanctum/Objects/Spawners/SanctumSpawnerFloor4_Ritual_Large_02_02",[],2570515183,4,2796027182
265,"SanctumGasTrap","Metadata/Monsters/MarakethSanctumTrial/Hazards/PressurePlate_PoisonGas",[],1637109781,4,1532930991
266,"FusingResultVisuals","Metadata/MiscellaneousObjects/Microtransactions/VisualFusingEffect/FusingEffect",[],2943629502,4,906988460
267,"HideoutProximityLight","Metadata/Effects/Environment/hideout/lights/ProximityHideoutLight",[],3102582360,4,2830083432
268,"SanctumMote","Metadata/Terrain/Leagues/Sanctum/Objects/SanctumMote",[62],4253732371,4,1025184537
269,"HideoutDeliriumObject","Metadata/MiscellaneousObjects/Hideout/DeliriumObject",[],1198862070,4,751496618
270,"MicrotransactionSunMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/SunMapDevice",[],4240167292,4,851133628
271,"MicrotransactionSunMapDeviceButton","Metadata/MiscellaneousObjects/SunMapDeviceButton",[],3779276573,4,52567558
272,"MicrotransactionBloodlordMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/PetBlenderMapDevice",[],493098612,4,2329747681
273,"MicrotransactionAristocratPortal","Metadata/MiscellaneousObjects/Portals/AristocratPortal",[],4006898233,4,1460445175
274,"MicrotransactionBloodlordMapDeviceButton","Metadata/MiscellaneousObjects/BloodlordMapDeviceButton",[],2648387085,4,157492182
275,"MicrotransactionFistBumpEffect","Metadata/Effects/Microtransactions/Rings/fist_bump_ring/FistBumpEffect",[],594211385,4,4159160798
276,"HideoutAtlasDoodad","Metadata/MiscellaneousObjects/HideoutAtlasDoodad",[],417064995,4,805456086
277,"MicrotransactionForgemasterAnvil","Metadata/Effects/Microtransactions/Misc/forgemaster_armour/ForgemasterAnvil",[],1740013019,4,3768563484
278,"DragonHoardStash","Metadata/MiscellaneousObjects/StashSkins/DragonHoardStash",[],3836830356,4,4015441597
279,"DragonHoardGuildStash","Metadata/MiscellaneousObjects/StashSkins/DragonHoardGuildStash",[],3704240124,4,2231054075
280,"HoodedMentorController","Metadata/Terrain/Gallows/Act1/1_4/Objects/HoodedMentorController",[],2934990045,4,2598806170
281,"CorpseChestCrimsonShore","Metadata/Chests/CorpseChests_95702/CorpseChest_CrimsonShore",[],1513169672,4,84161771
282,"WallSeals","Metadata/Terrain/Gallows/Act2/2_2/Objects/WallSeals",[],245634794,4,1256828727
283,"SmallScarabSpawner","Metadata/Terrain/Gallows/Act2/2_4/Objects/SmallScarabSpawner",[],4054740405,4,3823639962
284,"TowerFadeProxFar","Metadata/Terrain/Gallows/Act2/2_8/Objects/TowerFadeProxFar",[],2567294717,4,1903728511
285,"BridgeFadeProx","Metadata/Terrain/Gallows/Act2/2_8/Objects/BridgeFadeProx",[],3592000410,4,2302882877
286,"LarkPortal","Metadata/Monsters/Lark/Objects/LarkPortal",[],3077182806,4,1022172916
287,"LarkPortalSpawner","Metadata/Monsters/Lark/Objects/LarkPortalSpawner",[],3847396202,4,1102273068
288,"GroundTrailMarker","Metadata/MiscellaneousObjects/GroundTrailMarker",[],2269802732,4,716733281
289,"ForsakenSonCenser","Metadata/Monsters/ForsakenSon/BossArenaObjects/ForsakenSonCenser",[],1583573888,4,3361051195
290,"SnakePot1","Metadata/Monsters/SerpentClanMonster/objects/SnakePot1",[],3117494484,4,3044886751
291,"SnakePot2","Metadata/Monsters/SerpentClanMonster/objects/SnakePot2",[],2766283747,4,669443742
292,"SnakePot4","Metadata/Monsters/SerpentClanMonster/objects/SnakePot4",[],1158038660,4,3766311023
293,"GuardFormationMarker","Metadata/Terrain/Gallows/Act2/2_3/Objects/GuardFormationMarker",[],1488405791,4,1938606835
294,"RamGiantWheelObject","Metadata/Monsters/RamGiant/RamGiantWheelObject",[],647015515,4,865070311
295,"TreeNodeMarker","Metadata/Terrain/Gallows/Act3/3_3/Objects/TreeNodeMarker",[],3789738852,4,1236323722
296,"VaalSkitterbotGrenade","Metadata/Monsters/VaalConstructs/Skitterbot/objects/VaalSkitterbotGrenade",[],4225016360,4,1034865132
297,"VaalConstructReviveMarker","Metadata/Monsters/VaalConstructs/VaalConstructReviveMarker",[],2050131038,4,3366686285
298,"SnakeManSpawner1","Metadata/Terrain/Gallows/Act3/3_4/Objects/SnakeManSpawner1",[],608020167,4,1382297963
299,"NPCInteractionTarget","Metadata/MiscellaneousObjects/NPCInteractionTarget",[],2270203487,4,3384843574
300,"IgnagdukBogWitchEffigy","Metadata/Monsters/IgnagdukBogWitch/objects/Effigy",[],2969380684,4,639533493
301,"IgnagdukBogWitchEffigySTANDALONE","Metadata/Monsters/IgnagdukBogWitch/objects/EffigySTANDALONE",[],2262567837,4,2479730896
302,"VaalLightSource10","Metadata/Terrain/Doodads/Jungle/VaalProps/VaalFire/VaalLightSource10",[],635409531,4,1743608142
303,"FlowingMetalLight","Metadata/Terrain/Gallows/Act3/3_9/Objects/FlowingMetal_Light",[],2042313843,4,3248497375
304,"DrownedCrewReviveMarker","Metadata/Monsters/DrownedCrew/DrownedCrewReviveMarker",[],3648888731,4,650152355
305,"VaalBloodPriestReviveMarker","Metadata/Monsters/VaalMonsters/Living/BloodPriests/VaalBloodPriestReviveMarker",[],3646974192,4,3909627047
306,"AggoratGlyph01","Metadata/NPC/Four_Act3/AggoratPresentGlyph01",[],3705445072,4,289335885
307,"AggoratGlyph02","Metadata/NPC/Four_Act3/AggoratPresentGlyph02",[],3167396301,4,3767212316
308,"AggoratGlyph03","Metadata/NPC/Four_Act3/AggoratPresentGlyph03",[],2090402962,4,4240584650
309,"AggoratGlyph04","Metadata/NPC/Four_Act3/AggoratPresentGlyph04",[],3020547445,4,4285191408
310,"QueenOfFilthMushroom","Metadata/Terrain/Gallows/Act3/3_11/Objects/QueenOfFilthMushroom",[],766510317,4,1937637433
311,"PirateGrenadeGround","Metadata/Projectiles/PirateGrenadeGround",[],1957738881,4,2218484520
312,"CascadeSpikes1","Metadata/Effects/Spells/monsters_effects/Act4_FOUR/MutantBird/ao/Objects/CascadeSpikes1",[],697523687,4,1419863730
313,"AnchormanAnchorImpact","Metadata/Monsters/Anchorman/Objects/AnchormanAnchorImpact",[],2892617002,4,3974686766
314,"AnchormanCracks","Metadata/Monsters/Anchorman/Objects/AnchormanCracks",[],15881323,4,1691579007
315,"GunpowderLines","Metadata/Monsters/Pirates/objects/GunpowderLines",[],21413317,4,3677288074
316,"GunpowderLines_LandmarkStarter","Metadata/Monsters/Pirates/objects/GunpowderLines_LandmarkStarter",[],1192813024,4,4063437513
317,"ZNecromancerReviveMarker","Metadata/Monsters/NecromancerRemakeBook/zNecromancerReviveMarker",[],1502213509,4,3476689163
318,"PaleHulkTentacle","Metadata/Monsters/TarHulk/PaleHulkTentacle",[],633405604,4,2835441083
319,"ArenaBeastBossFissureLine","Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLine",[],3473707767,4,3177250599
320,"ArenaBeastBossFissureLineStart","Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLineStart",[],4262650252,4,2081556580
321,"ArenaBeastBossFissureLineEnd","Metadata/Monsters/Goblins/objects/ArenaBeastBossFissureLineEnd",[],676978978,4,2235342091
322,"GoblinGiantBossSulphiteLump","Metadata/Terrain/Gallows/Act4/4_1_2/Objects/SulphurMunchNode",[],3312872745,4,3744410028
323,"SirenBossTrackingWaterOrb","Metadata/Monsters/SirenMonster/objects/TrackingEffect",[],2691701332,4,323288094
324,"SirenBossMirrorWall","Metadata/Monsters/SirenMonster/objects/SirenMirror",[],936005550,4,2346480850
325,"TotemWallArchers","Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWallArchers",[],2257923720,4,1270988835
326,"TotemWallCaster","Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWallCaster",[],219739463,4,1943465788
327,"TotemWallHorn","Metadata/Terrain/Gallows/Act4/4_4_1/Objects/TotemWallHorn",[],1257013496,4,1517785118
328,"SudokuTotemVolcanicFissurePath","Metadata/Monsters/SudokuTotemBoss/Objects/SudokuTotemVolcanicSlamPath",[],1732890260,4,3485747446
329,"SudokuTotemVolcanicFissurePathStart","Metadata/Monsters/SudokuTotemBoss/Objects/SudokuTotemVolcanicSlamPathStart",[],1503506623,4,659085622
330,"SudokuTotemVolcanicFissurePathEnd","Metadata/Monsters/SudokuTotemBoss/Objects/SudokuTotemVolcanicSlamPathEnd",[],3444673619,4,1658814820
331,"SudokuTotemVolcanicFissure","Metadata/Monsters/SudokuTotemBoss/Objects/SudokuTotemVolcanicSlam",[],2005211316,4,3144667294
332,"YamaFutureClonePath","Metadata/Monsters/YamaBoss/objects/YamaFutureClonePath",[],1667317161,4,2378391868
333,"YamaFutureClonePathStart","Metadata/Monsters/YamaBoss/objects/YamaFutureClonePathStart",[],2463109971,4,2428326455
334,"YamaFutureClonePathEnd","Metadata/Monsters/YamaBoss/objects/YamaFutureClonePathEnd",[],1214409761,4,121792717
335,"YamaFutureClone","Metadata/Monsters/YamaBoss/objects/YamaFutureClone",[],304397970,4,2005962373
336,"YamaPlayerProxy","Metadata/Monsters/YamaBoss/objects/YamaPlayerProxy",[],2740000184,4,1544562128
337,"BloodFeverPustule","Metadata/Monsters/BloodFeverKarui/BloodFeverBloater/Objects/BloodFeverPustule",[],2846333493,4,1532476412
338,"BloodFeverPustuleSpectre","Metadata/Monsters/BloodFeverKarui/BloodFeverBloater/Objects/BloodFeverPustuleSpectre",[],450029484,4,3190358625
339,"RingOfIceStatue","Metadata/MiscellaneousObjects/TemplarRingOfIceStatue",[],3008328593,4,3716051415
340,"MicrotransactionMasqueradePortal","Metadata/MiscellaneousObjects/Portals/MasqueradePortal",[],19529457,4,93959970
341,"MtxDeliriumDemon","Metadata/Effects/Environment/hideout/delirium/attachment/MtxAfflictionDemon",[],1882633813,4,666500503
342,"MicrotransactionDeliriumHideoutVisualSplitDemon","Metadata/Effects/Environment/hideout/delirium/attachment/MtxAfflictionDemon",[],1882633813,4,3761339850
343,"SanctumLocker","Metadata/MiscellaneousObjects/Sanctum/SanctumLocker",[],1241943106,4,1107591867
344,"SanctumLockerHideout","Metadata/MiscellaneousObjects/Sanctum/SanctumLocker_Hideout",[],2403444532,4,2992603175
345,"MicrotransactionMasqueradePortalRed","Metadata/MiscellaneousObjects/Portals/MasqueradePortalRed",[],2811627863,4,4044895600
346,"MicrotransactionMasqueradePortalPurple","Metadata/MiscellaneousObjects/Portals/MasqueradePortalPurple",[],3642446325,4,4114086042
347,"MicrotransactionMasqueradePortalOrange","Metadata/MiscellaneousObjects/Portals/MasqueradePortalOrange",[],1321758022,4,2036156941
348,"HideoutScourgeObject","Metadata/MiscellaneousObjects/Hideout/ScourgeObject",[],4062989702,4,1937868861
349,"MicrotransactionChronomancerPortal","Metadata/MiscellaneousObjects/Portals/ChronomancerPortal",[],2211314023,4,3710749503
350,"MicrotransactionChronomancerPortalHelper","Metadata/MiscellaneousObjects/Portals/ChronomancerPortalHelper",[],2538336174,4,2330582678
351,"MicrotransactionPoltergeistPortalSpirit","Metadata/Effects/Microtransactions/Town_Portals/SoulWellPortal/attachments/PossessingSpirits",[],2904010347,4,361766520
352,"MicrotransactionPoltergeistPortal","Metadata/MiscellaneousObjects/Portals/PoltergeistPortal",[],1144995700,4,338478509
353,"MicrotransactionChessBoard","Metadata/MiscellaneousObjects/Hideout/ChessBoard",[],3096868379,4,392094347
354,"AtlasHideoutZoomController","Metadata/Terrain/Missions/Hideouts/AtlasHideout/Objects/OptDeviceZoom",[],4193347193,4,4165876803
355,"AtlasHideoutTidyController","Metadata/Terrain/Missions/Hideouts/AtlasHideout/Objects/OptDeviceTidy",[],597828668,4,4222725494
356,"AtlasHideoutBeam","Metadata/Terrain/Missions/Hideouts/AtlasHideout/Objects/AtlasBeam",[],1398017885,4,3575209185
357,"SanctumStash","Metadata/MiscellaneousObjects/StashSkins/SanctumStash",[],2130271872,4,72150982
358,"SanctumGuildStash","Metadata/MiscellaneousObjects/StashSkins/SanctumGuildStash",[],2467955076,4,2226186953
359,"MicrotransactionStygianWaypoint","Metadata/MiscellaneousObjects/Waypoints/StygianWaypoint",[],2912994964,4,2075553019
360,"MicrotransactionStygianWaypointHelper","Metadata/MiscellaneousObjects/Waypoints/StygianWaypointHelper",[],4079375899,4,2772091529
361,"MicrotransactionChieftainPortal","Metadata/MiscellaneousObjects/Portals/ChieftainApparitionPortal",[],3598527483,4,1070925563
362,"HideoutEaterOfWorldsTentacle","Metadata/Terrain/Missions/Hideouts/ArenaEaterOfWorlds/Objects/HideoutTentacle",[],3919825351,4,3326480209
363,"HideoutArcaneCraftingBench","Metadata/Terrain/Missions/Hideouts/Objects/HideoutCraftingBenchArcane",[],3687401441,4,658240687
364,"DragonHoardStashAttachedDragon","Metadata/Effects/Microtransactions/Hideout/DragonHoardCurrencyStash/attachments/Dragon",[],1397259858,4,3360230986
365,"LegendsHideoutStatue","Metadata/MiscellaneousObjects/Hideout/LegendsHideoutStatue",[],3921614121,4,3876594485
366,"ChampionsHideoutStatue","Metadata/MiscellaneousObjects/Hideout/ChampionsHideoutStatue",[],4157801541,4,1852345945
367,"VictorsHideoutStatue","Metadata/MiscellaneousObjects/Hideout/VictorsHideoutStatue",[],3586962450,4,982463769
368,"ChallengersHideoutStatue","Metadata/MiscellaneousObjects/Hideout/ChallengersHideoutStatue",[],2991055627,4,1958098086
369,"SunApparitionPortal","Metadata/MiscellaneousObjects/Portals/SunApparitionPortal",[],3077239316,4,1201458823
370,"SkywardSwordOnKill","Metadata/Effects/Microtransactions/Misc/rarekill_skyward_swords/SkywardSwordsMTX",[],1433410649,4,3028819798
371,"BirdDispersionOnKill","Metadata/Effects/Microtransactions/Misc/rarekill_birds_dispersion/BirdDispersionMTX",[],3428619171,4,395573106
372,"AncestralPortalApparition","Metadata/MiscellaneousObjects/AncestralMapDeviceApparition",[],150540455,4,3791593086
373,"CrucibleStash","Metadata/MiscellaneousObjects/StashSkins/CrucibleStash",[],917952782,4,2893660264
374,"CrucibleGuildStash","Metadata/MiscellaneousObjects/StashSkins/CrucibleGuildStash",[],536444375,4,4255878690
375,"LunarApparitionPortal","Metadata/MiscellaneousObjects/Portals/LunarApparitionPortal",[],2963119005,4,3606555877
376,"DemonicApparitionPortal","Metadata/MiscellaneousObjects/Portals/DemonicApparitionPortal",[],1643518966,4,2950933373
377,"AncestralTrialRespawnTotem","Metadata/MiscellaneousObjects/AncestralTrial/RespawnTotem",[],1199505705,4,3889559519
378,"TransitionableTargetMarkerAbyss","Metadata/MiscellaneousObjects/TransitionableTargetMarkerAbyss",[],2132037788,4,96915710
379,"CrucibleForgePortal","Metadata/Effects/Microtransactions/Town_Portals/CrucibleFountain_Portal/CrucibleFountainPortal",[],3780557034,4,1737832460
380,"BaronBossSword","Metadata/Monsters/Baron/Objects/BaronHumanFormSword",[],2018517279,4,1146639875
381,"TwilightKaruiVolcanicFissure","Metadata/Monsters/TwilightOrderStigmata/StigmataMace/Objects/TwilightKaruiVolcanicSlam",[],951429325,4,371871074
382,"TwilightKaruiVolcanicFissurePath","Metadata/Monsters/TwilightOrderStigmata/StigmataMace/Objects/TwilightKaruiVolcanicSlamPath",[],1211902899,4,4007762368
383,"TwilightKaruiVolcanicFissurePathStart","Metadata/Monsters/TwilightOrderStigmata/StigmataMace/Objects/TwilightKaruiVolcanicSlamPathStart",[],1369684807,4,1515330808
384,"TwilightKaruiVolcanicFissurePathEnd","Metadata/Monsters/TwilightOrderStigmata/StigmataMace/Objects/TwilightKaruiVolcanicSlamPathEnd",[],1712997091,4,3623526892
385,"BloodClanTrapperBearTrap","Metadata/Monsters/BloodClan/Objects/BloodClanTrapperBearTrap",[],4130403748,4,2721537811
386,"BloodClanCasterBlocking","Metadata/Monsters/BloodClan/Objects/BloodClanCasterBlocking",[],2067902357,4,2165679110
387,"PerennialKingBeacon","Metadata/Monsters/PerennialKingStage2/PerennialKingBeacon",[],822199960,4,2806120890
388,"RootedSporeProjectileOrigin","Metadata/Monsters/RootedGuys/RootedGuy04/Objects/RootedSporeProjectileOrigin",[],3833513238,4,1286722520
389,"BlightedCorePath","Metadata/Terrain/Gallows/Act5/5_8_2/Objects/CorePath",[],3888674996,4,342728108
390,"BlightedCorePathVisual","Metadata/Terrain/Gallows/Act5/5_8_2/Objects/CorePathVisual",[],1257967881,4,4162106216
391,"VaalStatueBossWallLasers","Metadata/Monsters/VaalBossStatue/Objects/VaalStatueBossWallLasers",[],2706584479,4,1965445009
392,"PrisonerBossChainHook","Metadata/Monsters/PrisonerBoss/PrisonerBossHook",[],2220397924,4,877266883
393,"ForsakenSonFillGroundFire","Metadata/Effects/Spells/ground_effects/fire/ForsakenSonFillGroundFire",[],1648415224,4,1666864316
394,"VaalStatueBossGem","Metadata/Terrain/Gallows/Act3/3_6_2/Objects/BossPowerGem",[],885020752,4,2519594603
395,"ForsakenSonFlameWallSegment","Metadata/Monsters/ForsakenSon/BossArenaObjects/ForsakenSonFlameWall",[],1836099935,4,305289932
396,"PrisonerIceWall","Metadata/Monsters/PrisonerBoss/PrisonerBossIceWall",[],3463343932,4,945085862
397,"PrisonerChillDonut","Metadata/Monsters/PrisonerBoss/PrisonerBossChillDonut",[],3824342146,4,1597409796
398,"PrisonerChainAnchor","Metadata/Monsters/PrisonerBoss/PrisonerChainAnchor",[],2148447391,4,1005900753
399,"PrisonerArm","Metadata/Monsters/PrisonerBoss/PrisonerArm",[],1207080536,4,2878702303
400,"PrisonerArmBackwards","Metadata/Monsters/PrisonerBoss/PrisonerArmBackwards",[],3302601550,4,2189691078
401,"HyenaMinionPackAggroAudio","Metadata/Monsters/HyenaMonster/HyenaBossFightMinionPackAggro",[],2014845135,4,2085641847
402,"GoblinGiantFillGroundVomit","Metadata/Monsters/Goblins/GoblinGiantBoss/GoblinGiantFillGroundVomit",[],1368033807,4,3989863106
403,"VolcanoGeyser","Metadata/Effects/Spells/druid_volcano/VolcanoObject",[],1308998192,4,634716490
404,"VolcanoGeyserAbyss","Metadata/Effects/Microtransactions/Spells/Druid/Abyssal/Volcano/VolcanoObject",[],3608233088,4,4236027553
405,"PirateBarrelForPickup","Metadata/Monsters/Pirates/objects/BarrelForPickup",[],4002740969,4,601439868
406,"TileUpperDoodad_ExtendDistance","Metadata/MiscellaneousObjects/TileUpperDoodad_ExtendDistance",[],935897293,4,810984779
407,"FallenGodBossDivineProj","Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossDivineProj",[],2672171032,4,3258781905
408,"SanctumHazardProj","Metadata/Monsters/MarakethSanctumTrial/Hazards/BulletHellProj",[],1617263231,4,912531802
409,"OilGrenadeOilGround","Metadata/Effects/Spells/crossbow_oilgrenade/OilGround",[],3023301103,4,3300879156
410,"RudjaOilOilPreload","Metadata/Effects/Spells/crossbow_oilgrenade/RudjaOilGround",[],1023361676,4,1940710782
411,"VaalGuardOilPreload","Metadata/Effects/Spells/crossbow_oilgrenade/VaalOilGround",[],1631903247,4,2976278286
412,"CompanionPortal","Metadata/Monsters/Companions/CompanionPortal",[],1098331924,4,3404588516
413,"FallenGodMinibossGigaSlam","Metadata/Monsters/FallenGodMiniboss/FallenGodMinibossGigaSlam",[],1028410554,4,2313431902
414,"BaronBossIcicle","Metadata/Monsters/Baron/Objects/BaronCorruptWolfFormIcicle",[],3326174363,4,1410015584
415,"TempestBell","Metadata/Effects/Spells/monk_bell/tempest_bell",[],1468768324,4,2563761596
416,"TempestBellBreach","Metadata/Effects/Spells/monk_bell/mtx_BellBreach",[],2789863181,4,4095293676
417,"TempestBellDjinn","Metadata/Effects/Spells/monk_bell/mtx_BellDjinn",[],912071713,4,2553187291
418,"SpectralBell","Metadata/Effects/Spells/monk_spectral_bells/spectral_bell",[],1034383415,4,697644215
419,"OrbOfIceSegment","Metadata/MiscellaneousObjects/FrostWall/OrbOfIce",[],1193321933,4,2465360512
420,"OrbOfIceSegmentStoneBender","Metadata/MiscellaneousObjects/FrostWall/OrbOfIceStoneBender",[],602288569,4,4122241813
421,"MidnightBloomIceCrystal","Metadata/MiscellaneousObjects/FrostWall/MidnightStar",[],2153176421,4,1724601476
422,"HuntingGroundsRitualAltar","Metadata/Terrain/Gallows/Act1/1_11/Objects/HuntingGroundsRitualAltar",[],3425232422,4,2310771539
423,"CanopyRitualAltar","Metadata/Terrain/Gallows/Act1/1_12/Objects/CanopyRitualAltar",[],2114108510,4,560518677
424,"CanopyBossRitualAltar","Metadata/Terrain/Gallows/Act1/1_12/Objects/CanopyBossRitualAltar",[],3467862346,4,720697560
425,"HusbandFireWake","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/HusbandBoss/FireWake",[],2498026167,4,1484399832
426,"OrbitingLaserTest","Metadata/Monsters/TitanBoss/RotatingLaserShow",[],2796001291,4,1246479165
427,"LightningRodRainPillar","Metadata/MiscellaneousObjects/LightningRod",[],1652393526,4,2777877433
428,"CarrionCroneIceSpike","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CarrionCrone/IceSpike",[],1969329863,4,517719441
429,"HusbandMonsterTomb","Metadata/Terrain/Doodads/Woods/GraveyardDungeons/BossMedallions/BossMedallion",[],666731362,4,3316167800
430,"WifeMonsterTomb","Metadata/Terrain/Doodads/Woods/GraveyardDungeons/BossMedallions/BossMedallionTomb",[],2023751843,4,730398092
431,"WifeHusbandGenericTomb","Metadata/Terrain/Doodads/Woods/GraveyardDungeons/BossMedallions/NormalMedallion",[],3118987471,4,3001053705
432,"TitanBossFissureLine","Metadata/Monsters/TitanBoss/TitanBossFissureLine",[],254329604,4,1788316413
433,"TitanBossFissureLineStart","Metadata/Monsters/TitanBoss/TitanBossFissureLineStart",[],757494883,4,4160552853
434,"TitanBossFissureLineEnd","Metadata/Monsters/TitanBoss/TitanBossFissureLineEnd",[],1476686192,4,2751766715
435,"ExecutionerTortureDevice","Metadata/Monsters/GuillotineExecutioner/Objects/TortureDevice",[],2831162529,4,4270029483
436,"BaronCountess","Metadata/Terrain/Gallows/Act1/1_15/Objects/Countess",[],646149736,4,2711135647
437,"BaronBloodBalls","Metadata/Monsters/Baron/Objects/BaronWolfBloodOrb",[],2113800775,4,625017074
438,"PoisonbloomArrowBloom","Metadata/MiscellaneousObjects/PoisonbloomArrow/Poisonbloom",[],434996035,4,1864398441
439,"PoisonbloomArrowBloomNightLotus","Metadata/MiscellaneousObjects/PoisonbloomArrow/PoisonbloomNightLotus",[],1723031851,4,2526579870
440,"SolarOrbDegen","Metadata/Monsters/Anomalies/SolarOrb",[],3999013598,4,4270960187
441,"PoisonVineArrowPlant","Metadata/MiscellaneousObjects/PoisonbloomArrow/VineArrowBloom",[],663257451,4,3681849389
442,"BaronBossIceWallSegmentL","Metadata/Monsters/Baron/Objects/BaronHumanFormIceWallL",[],2902989493,4,3754123883
