"rownum","Id","MiscAnimated","Particles","i32_40","i32_44","[string]_48","[string]_64","EffectPack","bool_96","bool_97"
238,"GreaterFireballSecondaryImpact",[8328],[],1,0,[],[],"","",""
239,"GhostDanceWhenHitEffect",[],"[""Metadata/Effects/Spells/reservation_ghost_dance/fx/on_hit/midup.pet""]",1,0,[],[],"","",""
240,"MtxDemonicFirehit",[],"[""Metadata/Effects/Microtransactions/Spells/Witch/DemonicFire/Fireball/pet/impact.pet""]",1,0,[],[],"","",""
241,"PowerShotImpactLightningDoryani",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/pet/Plasma_Blast/stormblastPOWER_Impact_Wall.pet""]",1,4,[],[],"","",""
242,"RapidShotImpactLightningDoryani",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/pet/Shockburst_Rounds/rapid_impact.pet""]",1,4,[],[],"","",""
243,"BurstShotImpactLightningDoryani",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Doryani/pet/Galvanic_Shards/burst_impact.pet""]",1,4,[],[],"","",""
244,"FaridunLightningHit_PIERCE",[],"[""Metadata/Effects/Microtransactions/Spells/Ranger/Faridun/hits/pet/LIGHT_pierce.pet""]",1,0,[],[],"","",""
245,"FaridunLightningHit_BLUNT",[],"[""Metadata/Effects/Microtransactions/Spells/Ranger/Faridun/hits/pet/LIGHT_blunt.pet""]",1,0,[],[],"","",""
246,"FaridunHit",[9220],[],1,0,[],[],"","",""
247,"GreaterFireballSecondaryImpactDemonic",[9227],[],1,0,[],[],"","",""
248,"MoltenBlastSecondaryImpactKitava",[],"[""Metadata/Effects/Microtransactions/Spells/warrior_molten_blast/kitava/pet/secondary_impact.pet""]",1,5,[],[],"","",""
249,"LightningArrowMainHitFaridun",[9195],[],1,0,[],[],"","",""
250,"MtxDemonicFireHitMonster",[],"[""Metadata/Effects/Microtransactions/Spells/Witch/DemonicFire/hitfx/FIRE_blunt.pet""]",1,0,[],[],"","",""
251,"WindSpearImpact",[],"[""Metadata/Effects/Spells/spear_wind_spear/pet/impact.pet""]",1,5,[],[],"","",""
252,"WhirlwindLanceImpact",[],"[""Metadata/Effects/Spells/spear_windstorm_lance/pet/impact.pet""]",1,0,[],[],"","",""
253,"CaptainRothGhostFire",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/theme_variants/FIRE_blunt_GhostFlame.pet""]",1,0,[],[],"","",""
254,"GlacialLancePierce",[9478],[],1,4,[],[],"","",""
255,"WindSerpentImpact",[9481],[],1,3,[],[],"","",""
256,"WindSpearImpactBrambleghast",[],"[""Metadata/Effects/Microtransactions/Spells/spear_wind_spear/brambleghast/pet/impact.pet""]",1,5,[],[],"","",""
257,"MTXChaosDelirium",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/theme_variants/DELIRIUM_blunt.pet""]",1,4,[],[],"","",""
258,"MTXRadiantDisasterHit",[],"[""Metadata/Effects/Microtransactions/Spells/Druid/RadiantDisaster/Hits_and_Aliments/fx/LIGHT_blunt.pet""]",1,4,[],[],"","",""
259,"LightningCoil",[],"[""Metadata/Effects/Microtransactions/Misc/uniques/LightningCoil/fx/hit/hit.pet""]",1,0,[],[],"","",""
260,"RunicTemperingBacklashPlayer",[],[],1,3,[],[],1130,"",""
261,"MTXRadiantDisasterHit2",[],"[""Metadata/Effects/Microtransactions/Spells/Druid/RadiantDisaster/Hits_and_Aliments/fx/FIRE_blunt.pet""]",1,0,[],[],"","",""
262,"MTXRadiantDisasterHit3",[],"[""Metadata/Effects/Microtransactions/Spells/Druid/RadiantDisaster/Hits_and_Aliments/fx/PHYS_blunt.pet""]",1,0,[],[],"","",""
263,"BurstShotImpactLightningSulphite",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Sulphite/pet/Galvanic_Shards/burst_impact.pet""]",1,4,[],[],"","",""
264,"SparkHitDarkshard",[],[],1,0,[],[],1215,"",""
265,"PowerShotImpactLightningSulphite",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Sulphite/pet/Plasma_Blast/sulphite_stormblast_POWER_impact_wall.pet""]",1,4,[],[],"","",""
266,"RapidShotImpactLightningSulphite",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Sulphite/pet/Shockburst_Rounds/sulphite_rapid_impact.pet""]",1,4,[],[],"","",""
267,"MtxAbyssalHit",[],"[""Metadata/Effects/Microtransactions/Spells/Druid/Abyssal/Hits_and_Aliments/fx/LIGHT_blunt.pet""]",1,0,[],[],"","",""
268,"GlacialLancePierceAurora",[10310],[],1,0,[],[],"","",""
269,"GlacialLancePierceAncestral",[10559],[],1,0,[],[],"","",""
270,"BurstShotImpactPiercingVampiric",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Vampiric/fragmentation_rounds/FX/Burst_Impact_01.pet""]",1,4,[],[],"","",""
271,"MtxDarkshardHit",[],"[""Metadata/Effects/Microtransactions/Spells/Sorceress/Darkshard/BallLightning/pet/ball_lightning_hit.pet""]",1,0,[],[],"","",""
272,"GreaterFireballSecondaryImpactStygian",[10703],[],1,0,[],[],"","",""
273,"VerisiumMetallicBlood_BLUNT",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/VERISIUM_B.pet"",""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/VERISIUM_B_02.pet""]",1,4,[],[],"","",""
274,"VerisiumMetallicBlood_PIERCE",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/VERISIUM_P.pet"",""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/VERISIUM_P_02.pet""]",1,4,[],[],"","",""
275,"VerisiumMetallicBlood_SLASH",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/VERISIUM_S.pet"",""Metadata/Effects/Spells/hit_and_blood/FX/blood_types/VERISIUM_S_02.pet""]",1,4,[],[],"","",""
276,"VaalSunApparitionLaserImpactCold",[10906],[],1,1,[],"[""frameupper""]","","",""
277,"AncestralFirePierceHit",[],"[""Metadata/Effects/Microtransactions/Spells/spear_mine/Ancestral/fx/hit_fx/FIRE_pierce.pet""]",1,4,[],[],"","",""
278,"AncestralLightningBluntHit",[],"[""Metadata/Effects/Microtransactions/Spells/spear_lightningspear/Ancestral/FX/jade_Light_blunt.pet""]",1,4,[],[],"","",""
279,"MTXStygianBlunt",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/theme_variants/FIRE_blunt_Stygian.pet""]",1,4,[],[],"","",""
280,"MTXStygianSlash",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/theme_variants/FIRE_slash_Stygian.pet""]",1,4,[],[],"","",""
281,"MTXStygianPierce",[],"[""Metadata/Effects/Spells/hit_and_blood/FX/theme_variants/FIRE_pierce_Stygian.pet""]",1,4,[],[],"","",""
282,"RunicFortressHit",[11037],[],1,0,[],[],1418,1,1
283,"GlacialLancePierceSpiritWalker",[11054],[],1,4,[],[],"","",""
284,"RapidShotImpactPiercingVerisium",[11072],[],1,4,[],[],"","",""
285,"BurstShotImpactPiercingVerisium",[11073],[],1,4,[],[],"","",""
286,"PowerShotImpactPiercingVerisium",[11074],[],1,4,[],[],"","",""
287,"WardboundMinionSpellHit",[],[],1,0,[],[],1436,"",""
288,"PowerShotImpactPiercingVampiric",[11164],[],1,4,[],[],"","",""
289,"PowerShotPassThroughPiercingVampiric",[11165],[],1,0,[],[],"","",""
290,"RapidShotImpactPiercingVampiric",[11166],[],1,0,[],[],"","",""
291,"WhirlwindLanceImpactVoodoo",[],"[""Metadata/Effects/Microtransactions/Spells/Huntress/BodachMoth/spear_wind_spear/pet/impact.pet""]",1,0,[],[],"","",""
292,"WhirlwindVoodoHitBlunt",[],"[""Metadata/Effects/Microtransactions/Spells/Huntress/BodachMoth/Hits_and_Aliments/fx/PHYS_blunt.pet""]",1,0,[],[],"","",""
293,"BurstShotImpactFireStygian",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Stygian/incendiary/fx/stygian_incendiary_burst_impact.pet""]",1,4,[],[],"","",""
294,"RapidShotImpactFireStygian",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Stygian/incendiary/fx/stygian_incendiary_rapid_impact.pet""]",1,4,[],[],"","",""
295,"RapidShotPassThroughFireStygian",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Stygian/incendiary/fx/stygian_incendiary_rapid_impact.pet""]",1,4,[],[],"","",""
296,"SpiritWalkerHit",[11217],[],1,4,[],[],"","",""
297,"PowerShotImpactFirePhantasmal",[11252],[],1,4,[],[],"","",""
298,"StygianLightning_PIERCE",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Stygian/ballista/fx/stygian_ballista_hit.pet""]",1,4,[],[],"","",""
299,"BurstShotImpactFireBuccaneer",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Ghostflame/projectile/fx/ghostflame_incendiary_impact.pet""]",1,4,[],[],"","",""
300,"RapidShotImpactFireBuccaneer",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Ghostflame/projectile/fx/ghostflame_rapid_impact.pet""]",1,4,[],[],"","",""
301,"RapidShotPassThroughFireBuccaneer",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Ghostflame/projectile/fx/ghostflame_rapid_impact.pet""]",1,4,[],[],"","",""
302,"PowerShotImpactFireBuccaneer",[11263],[],1,4,[],[],"","",""
303,"MTXBuccaneerBallistaHit",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Ghostflame/ballista/fx/ghostflame_ballista_hit.pet""]",1,4,[],[],"","",""
304,"DivineLightning_BLUNT",[],"[""Metadata/Effects/Microtransactions/Spells/Mercenary/Divine/crossbow_shock_grenade/pet/LIGHT_blunt.pet""]",1,4,[],[],"","",""
305,"MTXObsidianHit",[],"[""Metadata/Effects/Microtransactions/Spells/Sorceress/Obsidian/hit/FX/hit_Obsidian.pet""]",1,0,[],[],"","",""
