"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Characters","IsKeystone","IsNotable","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","IsJustIcon","AchievementItem","IsJewelSocket","Ascendancy","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","IsAnointmentOnly","i32_162","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","AtlasNodeGroup","i32_228","i32_232","i32_236","i32_240","i32_244","bool_248","[rid]_249","i32_265","[rid]_269","bool_285","AudioEvent","bool_302","IsAttribute","AtlasSubTree","IsRootOfAtlasTree","GrantedSkill","WeaponPointsGranted","IsFree","bool_342","UnlockedBy","VisibleForAscendancy","bool_375","NodeFrameArt","bool_392","i32_393","bool_397","BrequelTree","i32_414","bool_418","StatValue6","StatValue7","i32_427","i32_431","rid_435","i32_451","QuestFlag","Requirement"
2369,"shock32","Art/2DArt/SkillIcons/passives/lightningint.dds",[17875],15,0,0,0,17001,"Shock Chance","Chances d'Électrocution","Chance auf Schocken","感電確率","감전 확률","Chance de Eletrificação","Шанс наложить шок","Probabilidad de electrocutar","ช็อค - โอกาส","感電機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2370,"shock33","Art/2DArt/SkillIcons/passives/lightningint.dds",[17875],15,0,0,0,225,"Shock Chance","Chances d'Électrocution","Chance auf Schocken","感電確率","감전 확률","Chance de Eletrificação","Шанс наложить шок","Probabilidad de electrocutar","ช็อค - โอกาส","感電機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2371,"shock34","Art/2DArt/SkillIcons/passives/lightningint.dds",[17875],15,0,0,0,58583,"Shock Chance","Chances d'Électrocution","Chance auf Schocken","感電確率","감전 확률","Chance de Eletrificação","Шанс наложить шок","Probabilidad de electrocutar","ช็อค - โอกาส","感電機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2372,"shock35","Art/2DArt/SkillIcons/passives/lightningint.dds",[17875],15,0,0,0,18187,"Shock Chance","Chances d'Électrocution","Chance auf Schocken","感電確率","감전 확률","Chance de Eletrificação","Шанс наложить шок","Probabilidad de electrocutar","ช็อค - โอกาส","感電機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2373,"shock36","Art/2DArt/SkillIcons/passives/lightningint.dds","[143,23304]",10,2,0,0,52257,"Conductive Embrace","Étreinte conductrice","Leitende Umarmung","感電の抱擁","전도성 포옹","Abraço Condutor","Проводящий охват","Abrazo conductor","Conductive Embrace","擁抱導電",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,50,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2374,"shock37","Art/2DArt/SkillIcons/passives/lightningint.dds",[17875],40,0,0,0,29417,"[DNT-UNUSED] Shock Notable","[DNT-UNUSED] Shock Notable","[DNT-UNUSED] Shock Notable","感電確率","WIP","WIP","Шанс наложить шок","[DNT-UNUSED] Shock Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2375,"shock38","Art/2DArt/SkillIcons/passives/lightningint.dds",[17875],40,0,0,0,33709,"[DNT-UNUSED] Shock Notable","[DNT-UNUSED] Shock Notable","[DNT-UNUSED] Shock Notable","感電確率","WIP","WIP","Шанс наложить шок","[DNT-UNUSED] Shock Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2376,"poison1","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,16039,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2377,"poison2","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,29458,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2378,"poison3","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,6951,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2379,"poison4","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,53595,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2380,"poison5","Art/2DArt/SkillIcons/passives/Poison.dds","[19352,9510]",40,20,0,0,48692,"Creeping Toxins","Toxines dévorantes","Schleichendes Gift","忍び寄る毒","엄습하는 독소","Toxinas Insidiosas","Ползучие токсины","Toxinas acechantes","Creeping Toxins","蔓延毒素",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2381,"poison6","Art/2DArt/SkillIcons/passives/Poison.dds",[3248],10,0,0,0,9703,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ความเสียหาย","中毒持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2382,"poison7","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,28976,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ความเสียหาย","中毒持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2383,"poison8","Art/2DArt/SkillIcons/passives/Poison.dds",[3248],10,0,0,0,1723,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間ノータブル","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ความเสียหาย","中毒持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2384,"poison9","Art/2DArt/SkillIcons/passives/Poison.dds",[7044],10,0,0,0,38628,"Escalating Toxins","Intensification des toxines","Gefährliches Gift","増大する毒","격화되는 독소","Toxinas Ascendentes","Усиленные токсины","Toxinas crecientes","Escalating Toxins","遞增毒素",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,59,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2385,"poison10","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,23374,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2386,"poison11","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,6030,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2387,"poison12","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,2500,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2388,"poison13","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,45193,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2389,"poison14","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,4083,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2390,"poison15","Art/2DArt/SkillIcons/passives/Poison.dds",[3248],10,0,0,0,33815,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ระยะเวลา","中毒持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2391,"poison16","Art/2DArt/SkillIcons/passives/Poison.dds","[18718,3248]",1,-25,0,0,15986,"Building Toxins","Toxine supplétive","Anhäufendes Gift","蓄積する毒","축적되는 독소","Acúmulo de Toxinas","Накопительные токсины","Toxinas generadoras","Building Toxins","蓄積毒素",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,59,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2392,"poison17","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,35644,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2393,"poison18","Art/2DArt/SkillIcons/passives/Poison.dds","[9510,3365]",25,25,0,0,43677,"Crippling Toxins","Toxines estropiantes","Lähmendes Gift","致命的な毒物","망가뜨리는 독소","Toxinas Incapacitantes","Калечащие токсины","Toxinas incapacitantes","Crippling Toxins","致殘毒素",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,59,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2394,"poison19","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,23608,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2395,"poison20","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,40024,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2396,"poison21","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,2091,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2397,"poison22","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,6078,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2398,"poison23","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,64325,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2399,"poison24_","Art/2DArt/SkillIcons/passives/Poison.dds",[3248],10,0,0,0,45304,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ระยะเวลา","中毒持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2400,"poison25","Art/2DArt/SkillIcons/passives/Poison.dds",[3248],10,0,0,0,61119,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ระยะเวลา","中毒持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2401,"poison26","Art/2DArt/SkillIcons/passives/Poison.dds",[3248],10,0,0,0,8432,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ระยะเวลา","中毒持續時間",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2402,"poison27","Art/2DArt/SkillIcons/passives/Poison.dds","[9510,5006]",30,2,0,0,63431,"Leeching Toxins","Toxines drainantes","Raubendes Gift","リーチする毒","피를 빠는 독소","Toxinas Drenantes","Вытягивающие токсины","Toxinas drenadoras","Leeching Toxins","偷取毒素",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2403,"poison28","Art/2DArt/SkillIcons/passives/Poison.dds","[3248,212]",40,10,0,0,61741,"Lasting Toxins","Toxines durables","Anhaltendes Gift","持続する毒","지속되는 독소","Toxinas Duradouras","Длительные токсины","Toxinas duraderas","Lasting Toxins","持久毒素",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,59,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2404,"poison29","Art/2DArt/SkillIcons/passives/Poison.dds",[19042],60,0,0,0,42959,"Low Tolerance","Faible tolérance","Geringe Toleranz","低い耐性","낮은 역치","Baixa Tolerância","Плохая переносимость","Baja tolerancia","Low Tolerance","低容忍",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2405,"poison30","Art/2DArt/SkillIcons/passives/Poison.dds","[18718,9510]",1,-20,0,0,63759,"Stacking Toxins","Toxines cumulables","Anschwellendes Gift","積み重なる毒","중첩되는 독소","Toxinas Cumulativas","Скапливающиеся токсины","Toxinas acumulativas","Stacking Toxins","疊加毒素",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,59,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2406,"poison31","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,59644,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2407,"poison32","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,32896,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2408,"poison33","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,22517,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2409,"poison34_","Art/2DArt/SkillIcons/passives/Poison.dds",[3251],8,0,0,0,602,"Poison Chance","Chances d'Empoisonner","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenamento","Шанс отравить","Probabilidad de envenenar","พิษ - โอกาส","中毒機率",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2410,"poison35_","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,17921,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2411,"poison36","Art/2DArt/SkillIcons/passives/Poison.dds",[3248],10,0,0,0,26565,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ระยะเวลา","中毒持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2412,"poison37","Art/2DArt/SkillIcons/passives/Poison.dds",[3248],10,0,0,0,24401,"Poison Duration","Durée du Poison","Giftdauer","毒持続時間","중독 지속시간","Duração de Envenenamentos","Длительность яда","Duración del veneno","พิษ - ระยะเวลา","中毒持續時間",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2413,"poison38","Art/2DArt/SkillIcons/passives/Poison.dds",[3792],1,0,0,0,2134,"Toxic Tolerance","Tolérance toxique","Giftige Toleranz","毒耐性","맹독 내성","Tolerância Tóxica","Терпимость к токсинам","Tolerancia tóxica","Toxic Tolerance","劇毒耐性",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,59,"","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2414,"poison39_","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,14882,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2415,"poison40","Art/2DArt/SkillIcons/passives/Poison.dds",[9510],10,0,0,0,5048,"Poison Damage","Dégâts du Poison","Giftschaden","毒ダメージ","중독 피해","Dano de Veneno","Урон от яда","Daño de veneno","พิษ - ความเสียหาย","中毒傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2416,"poison41","Art/2DArt/SkillIcons/passives/Poison.dds",[24672],40,0,0,0,261,"Toxic Sludge","Vase toxique","Toxischer Schlick","毒性ヘドロ","맹독성 찌꺼기","Resíduo Tóxico","Ядовитый осадок","Lodo tóxico","Toxic Sludge","劇毒泥漿",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2417,"maim1","Art/2DArt/SkillIcons/passives/Blood2.dds",[],0,0,0,0,49145,"Maim Effect","Effet de la Mutilation","Verstümmelungswirkung","重傷効果","힘줄 절단 효과","Efeito de Mutilação","Эффект Увечья","Efecto de la lisiadura","ขาหัก - ผล","癱瘓效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2418,"maim2","Art/2DArt/SkillIcons/passives/Blood2.dds",[],0,0,0,0,46576,"Maim Effect","Effet de la Mutilation","Verstümmelungswirkung","重傷効果","힘줄 절단 효과","Efeito de Mutilação","Эффект Увечья","Efecto de la lisiadura","ขาหัก - ผล","癱瘓效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2419,"maim3","Art/2DArt/SkillIcons/passives/Blood2.dds",[],0,0,0,0,29940,"Maim Effect","Effet de la Mutilation","Verstümmelungswirkung","重傷効果","힘줄 절단 효과","Efeito de Mutilação","Эффект Увечья","Efecto de la lisiadura","ขาหัก - ผล","癱瘓效果",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2420,"maim4","Art/2DArt/SkillIcons/passives/Blood2.dds",[],0,0,0,0,61765,"[DNT-UNUSED] Maim Effect Notable","WIP","[DNT-UNUSED] Maim Effect Notable","重傷効果ノータブル","WIP","WIP","[DNT-UNUSED] Maim Effect Notable","[DNT-UNUSED] Maim Effect Notable","DNT","WIP",[],"",1,"","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
2421,"maim5","Art/2DArt/SkillIcons/passives/Blood2.dds",[],0,0,0,0,48029,"Damage against Maimed Enemies","Dégâts contre les Ennemis Mutilés","Schaden gegen verstümmelte Gegner","重傷状態の敵に対するダメージ","힘줄 절단 적에 대한 피해","Dano contra Inimigos Mutilados","Урон по изувеченным врагам","Daño contra los enemigos lisiados","ความเสียหายต่อศัตรูที่ขาหัก","對癱瘓敵人的傷害",[],"","","","","","","","","","","","","","","","","",[],0,"","",0,[],"",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],"","","","","","","",0,"","",[],"","","","",4825,"","",4825,"",0,0,0,0,"",0,"",""
