"rownum","Id","AOFile","PreloadGroupsKeys","EffectCategory","i32_36","HASH32"
3536,"AtlasExileOrionFusionBeam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/fusion_beam.ao",[],4,0,2334627558
3537,"AtlasExileOrionNukeBeam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/fusioned_nuke_beam.ao",[],4,0,3806684663
3538,"AtlasExileOrionNukeBeamImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/nuke_beam_blast.ao",[],4,400,2992864178
3539,"AtlasExileOrionCarpetProjectileImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/death_carpet_proj_impact.ao",[],4,88,2700490030
3540,"AtlasExileOrionCarpetBombImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/death_carpet_bomb_impact.ao",[],4,200,2613625850
3541,"AtlasExileOrionMeteorRain","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/destruction_assets/meteors/Meteor_Rain.ao",[],4,0,2133148678
3542,"AtlasExileOrionMeteorImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/destruction_assets/meteors/impact_Large.ao",[],4,250,2775491209
3543,"BarrageFire","Metadata/Effects/Spells/barrage_02/fire/barrage_arrow.ao",[],4,0,3470411766
3544,"BarrageLightning","Metadata/Effects/Spells/barrage_02/lightning/barrage_arrow.ao",[],4,0,1357739219
3545,"BarrageCold","Metadata/Effects/Spells/barrage_02/cold/barrage_arrow.ao",[],4,0,2523335018
3546,"BarrageChaos","Metadata/Effects/Spells/barrage_02/chaos/barrage_arrow.ao",[],4,0,2585952620
3547,"BurningArrowAttachedArrow","Metadata/Effects/Spells/firearrow_02/burning_debuff.ao",[],4,0,2612084144
3548,"MuzzleFlashFire","Metadata/Effects/Spells/spell_surges/muzzleFlashFire.ao",[],4,0,138641397
3549,"MuzzleFlashLightning","Metadata/Effects/Spells/spell_surges/muzzleFlashLightning.ao",[],4,0,1780854490
3550,"MuzzleFlashCold","Metadata/Effects/Spells/spell_surges/muzzleFlashCold.ao",[],4,0,288766491
3551,"MuzzleFlashChaos","Metadata/Effects/Spells/spell_surges/muzzleFlashChaos.ao",[],4,0,1252347539
3552,"MuzzleFlashPhys","Metadata/Effects/Spells/spell_surges/muzzleFlashPhys.ao",[],4,0,368350022
3553,"BlastRainUp","Metadata/Effects/Spells/blast_rain/arrow_up.ao",[],4,0,215303618
3554,"RainOfArrowsUp","Metadata/Effects/Spells/rain_of_arrows_anim/rig.ao",[],4,0,2774077346
3555,"EnsnaringArrowStuckInGround","Metadata/Effects/Spells/ensnaring_shot/arrow_tether.ao",[],4,0,1134149351
3556,"EnsnaringArrowTetheringBeam","Metadata/Effects/Spells/ensnaring_shot/snare.ao",[],4,0,2780270486
3557,"EnsnaringArrowStuckInGroundDemonic","Metadata/Effects/Microtransactions/Spells/ensnaring_shot/demonic/Ao/hand.ao",[],4,0,514381490
3558,"EnsnaringArrowTetheringBeamDemonic","Metadata/Effects/Microtransactions/Spells/ensnaring_shot/demonic/Ao/chain.ao",[],4,0,4229468404
3559,"EnsnaringArrowTumourSpider","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/BabySpider/snare.ao",[],4,0,2709372871
3560,"EnsnaringArrowTumourSpiderGround","Metadata/Effects/Spells/monsters_effects/Act5_FOUR/BabySpider/snare_decal.ao",[],4,0,3935138285
3561,"MuzzleFlashPhysRed","Metadata/Effects/Spells/base_arrow_surges/physical_blood/phblood_flash.ao",[],4,0,3050371652
3562,"BlastRainProjectile","Metadata/Effects/Spells/blast_rain/blast_to_rain.ao",[],4,0,2103182285
3563,"RainOfArrowsProjectile","Metadata/Effects/Spells/rain_of_arrows/arrow_to_rain.ao",[],4,0,952695612
3564,"RainExplosionFire","Metadata/Effects/Spells/supports/arrow_rain/impact_fire.ao",[],4,100,3734529207
3565,"RainExplosionCold","Metadata/Effects/Spells/supports/arrow_rain/impact_ice.ao",[],4,100,3537046046
3566,"RainExplosionLightning","Metadata/Effects/Spells/supports/arrow_rain/impact_shock.ao",[],4,100,2085811942
3567,"RainExplosionChaos","Metadata/Effects/Spells/supports/arrow_rain/impact_poison.ao",[],4,100,3598350478
3568,"RainExplosionPhysical","Metadata/Effects/Spells/supports/arrow_rain/impact_phys.ao",[],4,100,3692562126
3569,"BurningArrowBaseSurge","Metadata/Effects/Spells/base_arrow_surges/fire/fire_surge.ao",[],4,0,194827581
3570,"BurningArrowMuzzleFlash","Metadata/Effects/Spells/base_arrow_surges/fire/fire_flash.ao",[],4,0,2251787649
3571,"WandMuzzleFlashPhysical","Metadata/Effects/Spells/base_wand_attack/muzzle_physical.ao",[],4,0,459475106
3572,"WandMuzzleFlashFire","Metadata/Effects/Spells/base_wand_attack/muzzle_fire.ao",[],4,0,2019968920
3573,"WandMuzzleFlashCold","Metadata/Effects/Spells/base_wand_attack/muzzle_ice.ao",[],4,0,1646616343
3574,"WandMuzzleFlashLightning","Metadata/Effects/Spells/base_wand_attack/muzzle_lightning.ao",[],4,0,1696712742
3575,"WandMuzzleFlashChaos","Metadata/Effects/Spells/base_wand_attack/muzzle_chaos.ao",[],4,0,3936935837
3576,"ArrowNovaChaosPurple","Metadata/Effects/Spells/supports/arrow_rain/impact_chaos_purple.ao",[],4,100,1892061869
3577,"MuzzleFlashChaosPurple","Metadata/Effects/Spells/barrage_02/chaos/barrage_arrow_purple.ao",[],4,0,1636819558
3578,"ArrowNovaPhysRed","Metadata/Effects/Spells/supports/arrow_rain/impact_phys_red.ao",[],4,100,4165861957
3579,"AtlasExileBasiliskSnakeProjectileImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Basilisk/viper_proj_impact/projImpact.ao",[],4,200,2959406807
3580,"AtlasExileOrionSpammableBeam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/spam_beam.ao",[],4,0,3850907589
3581,"AtlasExileOrionSpammableBeamFinal","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/spam_beam_final.ao",[],4,0,1122204890
3582,"RainOfArrowsProjectileForsaken","Metadata/Effects/Spells/monsters_effects/forsaken_skeleton/arrow.ao",[],4,0,3576001615
3583,"RainOfArrowsProjectileCelestial","Metadata/Effects/Microtransactions/Spells/rain_of_arrows/celestial/arrow.ao",[],4,0,3938827979
3584,"BlastRainProjectileBlack","Metadata/Effects/Microtransactions/Spells/blastrain_black/arrow.ao",[],4,0,3959998300
3585,"ToxicRainProjectile","Metadata/Effects/Spells/rain_of_spores/arrow.ao",[],4,0,23646616
3586,"ToxicRainProjectileLotus","Metadata/Effects/Microtransactions/Spells/rain_of_spores/blackrose/arrow.ao",[],4,0,2559290130
3587,"ToxicRainProjectileAzmeriBow","Metadata/Effects/Spells/monsters_effects/Act1_FOUR/CannibalPict/bow/ao/lotus_main_proj.ao",[],4,0,1055395698
3588,"ToxicRainProjectileSuffering","Metadata/Effects/Microtransactions/Spells/toxic_rain_suffering/arrow.ao",[],4,0,1555276303
3589,"AtlasExileOrionPermanentGroundDamage","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/destruction_assets/damage_NukeBeam.ao",[],4,400,3465827179
3590,"FrenzyArrowBaseSurge","Metadata/Effects/Spells/frenzy_02/arrowsurge.ao",[],4,0,3293981627
3591,"MuzzleFlashFrenzy","Metadata/Effects/Spells/frenzy_02/muzzleflash.ao",[],4,0,3915670340
3592,"BarrageNewWand","Metadata/Effects/Spells/barrage_02/barrage_wand/barrage_wand.ao",[],4,0,3153842313
3593,"OrionGeyserInitialWave","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/doom_geyser_initial_wave.ao",[],4,800,1845367922
3594,"OrionGeyserDetonateWave","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/doom_geyser_detonate_wave.ao",[],4,800,4190553801
3595,"BasiliskShoulderSnakeMortarImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Basilisk/small_snake_spitProjectile/impact.ao",[],4,75,3600379670
3596,"DecoyTotemArea","Metadata/Effects/Spells/warcry_new/decoytotem.ao",[],4,400,3285333497
3597,"AtlasBasiliskScorpionSting","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/scorpion/tail_sting.ao",[],4,380,3822364112
3598,"AtlasExileOrionMazeMeteor","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/maze_meteor.ao",[],4,200,701717980
3599,"AtlasExileOrionMazeMeteorImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/maze_meteor_impact.ao",[],4,400,1597659019
3600,"AtlasExileOrionCorridorNuke","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/corridor_slash_01.ao",[],4,2000,2744140076
3601,"AtlasExileOrionVolatileWave","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/death_carpeting_wave.ao",[],4,1413,1955776492
3602,"BasiliskSpiderDebuffNova","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/spider/debuffNova.ao",[],4,550,156233355
3603,"BasiliskSpiderMortarImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/spider/spiderMortarImpact.ao",[],4,150,1617015582
3604,"BasiliskTasterPrimaryMortarImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/taster/tasterPrimMortarImpact.ao",[],4,175,3548908743
3605,"BasiliskTasterSecondaryMortarImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/taster/tasterSecMortarImpact.ao",[],4,100,802409818
3606,"OrionGlobalHitEffects","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/Hit_FX.ao",[],4,0,33276957
3607,"OrionGeyserHitEffects","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/Hit_FX_geyser.ao",[],4,0,3769932318
3608,"OrionBeamHitEffects","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/Hit_FX_beam.ao",[],4,0,2457069395
3609,"AtlasExileOrionSpammableBeamPhysical1","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_01.ao",[],4,0,3338602502
3610,"AtlasExileOrionSpammableBeamPhysical2","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_02.ao",[],4,0,1942507830
3611,"AtlasExileOrionSpammableBeamPhysical3","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_03.ao",[],4,0,2827507777
3612,"AtlasExileOrionSpammableBeamCold1","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_01_ice.ao",[],4,0,3338940275
3613,"AtlasExileOrionSpammableBeamCold2","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_02_ice.ao",[],4,0,1939999723
3614,"AtlasExileOrionSpammableBeamCold3","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_03_ice.ao",[],4,0,2673472574
3615,"AtlasExileOrionSpammableBeamFire1","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_01_fire.ao",[],4,0,3541270439
3616,"AtlasExileOrionSpammableBeamFire2","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_02_fire.ao",[],4,0,2315961782
3617,"AtlasExileOrionSpammableBeamFire3","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_03_fire.ao",[],4,0,628734710
3618,"AtlasExileOrionSpammableBeamLightning1","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_01_lightning.ao",[],4,0,1567838075
3619,"AtlasExileOrionSpammableBeamLightning2","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_02_lightning.ao",[],4,0,1437110078
3620,"AtlasExileOrionSpammableBeamLightning3","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/TripleBeam/triple_beam_03_lightning.ao",[],4,0,112300017
3621,"AtlasExileOrionMeteorPermaDamage1","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/destruction_assets/damage_MeteorRain_01.ao",[],4,250,1819917029
3622,"AtlasExileOrionMeteorPermaDamage2","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/destruction_assets/damage_MeteorRain_02.ao",[],4,250,3443922129
3623,"BasiliskSpiderDeathExplode","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/spider/spiderDeathExplode.ao",[],4,200,3250515514
3624,"RainOfArrowsProjectileEarth","Metadata/Effects/Spells/rain_of_arrows_anim/arrow_earth.ao",[],4,0,3254645626
3625,"RainOfArrowsProjectileLightning","Metadata/Effects/Spells/rain_of_arrows_anim/arrow_lightning.ao",[],4,0,4254100973
3626,"RainOfArrowsProjectileRin","Metadata/Effects/Spells/Masters/Rin/rain_of_arrows/arrow.ao",[],4,0,660245550
3627,"RainOfArrowsProjectileLegionKarui","Metadata/Effects/Spells/monsters_effects/League_Legion/karui/arrow.ao",[],4,0,20122736
3628,"RainOfArrowsProjectileLegionEternal","Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/Archer/onAct/rain_of_arrow_longer_bow/arrow.ao",[],4,0,473132665
3629,"TeleshotProjectileVerdant","Metadata/Effects/Spells/teleshot/arrow.ao",[],4,0,90736384
3630,"TeleshotProjectileDivine","Metadata/Effects/Microtransactions/Spells/teleshot/arrow.ao",[],4,0,3365362508
3631,"TeleshotProjectileMystic","Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/mystic/arrow.ao",[],4,0,1574197527
3632,"TeleshotProjectileGhost","Metadata/Effects/Microtransactions/Spells/ghost_blink_arrow/arrow.ao",[],4,0,1347873239
3633,"BasiliskWyvernCircleExplode","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/wyvern/WyvernProjExplode.ao",[],4,150,3955446467
3634,"BasiliskWyvernConeExplode","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/wyvern/WyvernProjExplodeCone.ao",[],4,320,4261329342
3635,"BasiliskMeleeRectExplode","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/humanoid_melee/DaggerSlam.ao",[],4,500,3566420177
3636,"AtlasExileOrionCloneBeam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/clone_trap_beam.ao",[],4,0,1843244101
3637,"AtlasExileOrionCircleMazeGateway","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/ExitHere.ao",[],4,0,3091586125
3638,"AtlasExileOrionCircleMazeMeteorMarker","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/maze_meteor_incoming.ao",[],4,500,2696282090
3639,"ArcCurved","Metadata/Effects/Spells/arc_02/rig_curve.ao",[],4,0,2997480082
3640,"EyrieArcticCasterChargedBlast","Metadata/Effects/Spells/monsters_effects/AtlasExiles/EyrieMonsters/ArcticCaster/iceblast_cast.ao",[],4,150,599587705
3641,"ShockwaveSlamNew","Metadata/Effects/Spells/shockwave_slam_02/shockwave_start.ao",[],4,0,3073260175
3642,"ShockwaveSlamNewPulse","Metadata/Effects/Spells/shockwave_slam_02/pulse.ao",[],4,0,836940685
3643,"ShockwaveSlamNewWave1","Metadata/Effects/Spells/shockwave_slam_02/sunder_1.ao",[],4,0,245121488
3644,"ShockwaveSlamNewWave2","Metadata/Effects/Spells/shockwave_slam_02/sunder_2.ao",[],4,0,1656896104
3645,"ShockwaveSlamNewWave3","Metadata/Effects/Spells/shockwave_slam_02/sunder_3.ao",[],4,0,934867813
3646,"ShockwaveSlamNewWave4","Metadata/Effects/Spells/shockwave_slam_02/sunder_4.ao",[],4,0,181657808
3647,"AtlasWarlordGloveSlam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Adjudicator/Gauntlet_Slam/impact.ao",[],4,350,3927111613
3648,"AtlasWarlordGloveCascade","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Adjudicator/Gauntlet_Cascade_Slam/impact.ao",[],4,200,3221981216
3649,"AtlasWarlordBannerImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Adjudicator/Banner_Impact/impact.ao",[],4,200,1971534974
3650,"AtlasWarlordBannerBubble","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Adjudicator/Banner_Bubble/rig.ao",[],4,200,1665532000
3651,"EyrieKiwethMortarImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/EyrieMonsters/Kiweth/kiwethMortarImpact.ao",[],4,160,3637553704
3652,"EyrieArcticCasterPierce","Metadata/Effects/Spells/monsters_effects/AtlasExiles/EyrieMonsters/ArcticCaster/iceSpear_pierce.ao",[],4,0,920074316
3653,"EyrieSeraphFighterSlash","Metadata/Effects/Spells/monsters_effects/AtlasExiles/EyrieMonsters/SeraphFighter/seraphSlash_01.ao",[],4,500,3017784163
3654,"EyrieBirdIceBreath","Metadata/Effects/Spells/monsters_effects/AtlasExiles/EyrieMonsters/ArmouredBird/icebreath.ao",[],4,300,97139262
3655,"AtlasBasiliskToxicRainProjectile","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/humanoid_ranged/toxic_rain/arrow.ao",[],4,0,1578365010
3656,"AtlasBasiliskToxicRainArrowUp","Metadata/Effects/Spells/rain_of_spores/spores_shootup.ao",[],4,0,899201449
3657,"AtlasBasiliskToxicRainArrowDown","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/humanoid_ranged/toxic_rain/spores_drop.ao",[],4,0,821453777
3658,"AtlasBasiliskToxicRainPlace","Metadata/Effects/Spells/rain_of_spores/pod_roots.ao",[],4,0,2741043240
3659,"AtlasBasiliskToxicRainExplode","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/humanoid_ranged/toxic_rain/spore_burst.ao",[],4,175,1583064012
3660,"EyrieSeraphArcherMortarImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/EyrieMonsters/SeraphArcher/impact.ao",[],4,100,2402924300
3661,"AtlasExileCrusaderDoubleSpin","Metadata/Effects/Spells/monsters_effects/AtlasExiles/CrusaderMonsters/fallenAngelWarrior_doubleSpin.ao",[],4,0,770446191
3662,"OfferingDefensiveSoulBeam","Metadata/Effects/Spells/offering/soul/soul_Armor.ao",[],4,0,1268561118
3663,"OfferingOffensiveSoulBeam","Metadata/Effects/Spells/offering/soul/soul_Attack.ao",[],4,0,3606949626
3664,"OfferingSpiritSoulBeam","Metadata/Effects/Spells/offering/soul/soul_Spirit.ao",[],4,0,2369434891
3665,"OfferingBloodSoulBeam","Metadata/Effects/Spells/offering/soul/soul_Blood.ao",[],4,0,1012468519
3666,"AtlasBasiliskViperSnipeProjectileImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/humanoid_ranged/snipePierce.ao",[],4,0,1607891215
3667,"IceShotWide","Metadata/Effects/Spells/icearrow_02/cone_lv1.ao",[],4,0,1924827516
3668,"IceShotVeryWide","Metadata/Effects/Spells/icearrow_02/cone_lv2.ao",[],4,0,4176580472
3669,"AtlasExileCrusaderFallenAngelSlashR","Metadata/Effects/Spells/monsters_effects/AtlasExiles/CrusaderMonsters/fallenAngelWarrior_slash_R.ao",[],4,300,2684600908
3670,"AtlasExileCrusaderFallenAngelSlashL","Metadata/Effects/Spells/monsters_effects/AtlasExiles/CrusaderMonsters/fallenAngelWarrior_slash_L.ao",[],4,300,1246409773
3671,"AtlasExileOrionBeamBombExplosion","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/maze_meteor_impact.ao",[],4,400,3509535049
3672,"AtlasExileOrionBeamBombChargeBeam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/fusion_beam.ao",[],4,0,1719562545
3673,"AtlasExileOrionBeamBombBeam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/orb_beam.ao",[],4,0,1432912175
3674,"AtlasExileOrionCircleMazeTeleportFrom","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/warp_down.ao",[],4,0,3696097301
3675,"AtlasExileOrionCircleMazeTeleportTo","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/maze_warp.ao",[],4,0,1660021993
3676,"AtlasExileOrionMazeMeteor1Ring","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/meteor/meteor_100.ao",[],4,0,1553656206
3677,"AtlasExileOrionMazeMeteor2Rings","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/meteor/meteor_150.ao",[],4,0,4159262267
3678,"AtlasExileOrionMazeMeteor3Rings","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/meteor/meteor_200.ao",[],4,0,2039144663
3679,"AtlasAdjudicatorGladiatorMortarImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Gladiator/impact_mortar.ao",[],4,200,718608165
3680,"AtlasAdjudicatorGrandmasterCascade","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Grandmaster/cascade.ao",[],4,100,304166616
3681,"AtlasAdjudicatorLionStampede1","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Lion/LionStampede.ao",[],4,600,2418250017
3682,"AtlasAdjudicatorLionStampede2","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Lion/LionStampede2.ao",[],4,600,344005171
3683,"AtlasAdjudicatorLionStampede3","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Lion/LionStampede3.ao",[],4,600,2382499238
3684,"AtlasAdjudicatorMasterSpearImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Master/impact.ao",[],4,100,3873267606
3685,"AtlasAdjudicatorMasterSpearEDS","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Master/spears.ao",[],4,0,2540162464
3686,"AtlasAdjudicatorMasterSpearEDS2","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Master/spears2.ao",[],4,0,1355396731
3687,"AtlasAdjudicatorMasterSpearEDS3","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/Master/spears3.ao",[],4,0,85114148
3688,"AtlasAdjudicatorPitbullConeSlam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/PitBull/coneslam.ao",[],4,350,3631324262
3689,"AtlasAdjudicatorPitbullSlash","Metadata/Effects/Spells/monsters_effects/AtlasExiles/AdjudicatorMonsters/PitBull/slash.ao",[],4,500,3046403921
3690,"AtlasBasiliskSpinSlamImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Basilisk/spin_Aoe/spinAoe.ao",[],4,275,1142819830
3691,"AtlasBasiliskMeleeStab","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Basilisk/attack_03/stab_attack_01.ao",[],4,600,3551915989
3692,"WarcryAudio","Metadata/Effects/Spells/warcry_new/audio/warcry_audio.ao",[],4,0,2892095716
3693,"AtlasBasiliskWyvernProjectilePierce","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Basilisk/wyvern_projectile/Pierce.ao",[],4,0,1989728832
3694,"AtlasBasiliskDualProjectileImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Basilisk/large_projectile/largeProjectile_Impact.ao",[],4,250,1326781052
3695,"ArrowBaseSurgeFire","Metadata/Effects/Spells/base_arrow_surges/fire/fire_surge.ao",[],4,0,437546347
3696,"ArrowBaseSurgeIce","Metadata/Effects/Spells/base_arrow_surges/ice/surge_ice.ao",[],4,0,3005384184
3697,"ArrowBaseSurgeLightning","Metadata/Effects/Spells/base_arrow_surges/lightning/lightning_surge.ao",[],4,0,1397998621
3698,"ArrowBaseSurgePhys","Metadata/Effects/Spells/base_arrow_surges/physical/physical_surge.ao",[],4,0,223139041
3699,"ArrowBaseSurgePhysRed","Metadata/Effects/Spells/base_arrow_surges/physical_blood/phblood_surge.ao",[],4,0,2762148499
3700,"ArrowBaseSurgeChaos","Metadata/Effects/Spells/base_arrow_surges/chaos/surge_chaos.ao",[],4,0,766417218
3701,"TornadoShotImpactLite","Metadata/Effects/Spells/tornado_shot/tornadoarrow_optimized.ao",[],4,0,2893785673
3702,"KiracCleave","Metadata/Effects/Spells/monsters_effects/League_3_9_0/orsen_tiller/cleave.ao",[],4,225,966741940
3703,"KiracWhirlingCharge","Metadata/Effects/Spells/monsters_effects/League_3_9_0/orsen_tiller/whirl.ao",[],4,150,2489833875
3704,"AtlasBasiliskFlyingWyvernImpact","Metadata/Effects/Spells/monsters_effects/AtlasExiles/BasiliskMonsters/wyvern/WyvernProjExplodeCone.ao",[],4,320,2003454591
3705,"KiracTeleportEffect","Metadata/Effects/Spells/monsters_effects/League_3_9_0/orsen_tiller/teleport.ao",[],4,0,1525603917
3706,"RevenantExplosiveArrowExplode","Metadata/Effects/Microtransactions/Spells/explosive_arrow/revenant/explosion/explosion.ao",[],4,165,1861290878
3707,"RevenantExplosiveArrowMuzzleFlash","Metadata/Effects/Microtransactions/Spells/explosive_arrow/revenant/revenant_arrow.ao",[],4,0,380181965
3708,"AtlasExileOrionCorridorProjectileExplode","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/maze_meteor_impact.ao",[],4,400,2731427082
3709,"AtlasQuestBlackguardCleave","Metadata/Effects/Spells/monsters_effects/AtlasPreQuest/blackguard/guard_cleave.ao",[],4,225,1857489212
3710,"AtlasQuestBlackguardSlam","Metadata/Effects/Spells/monsters_effects/AtlasPreQuest/blackguard/guard_groundimpact.ao",[],4,200,60766719
3711,"RevenantExplosiveArrowRainExplosion","Metadata/Effects/Microtransactions/Spells/explosive_arrow/revenant/arrow_rain/impact_revenant.ao",[],4,100,780738378
3712,"AtlasQuestKIracBeam","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/Kirac_beam.ao",[],4,0,4011764616
3713,"AtlasAdjudicatorCharges","Metadata/Effects/Spells/orbs/AtlasExiles/Adjudicator/banner_charges.ao",[],4,0,3950927851
3714,"AtlasExileDeathZoneShockwave","Metadata/Effects/Spells/monsters_effects/AtlasExiles/Orion/deathZoneShock.ao",[],4,700,3271387714
3715,"CloneshotArrowUp","Metadata/Effects/Spells/teleshot/normal/arrow.ao",[],4,0,1201030840
3716,"CloneShotArrowUpVerdant","Metadata/Effects/Spells/teleshot/arrow.ao",[],4,0,1147261250
3717,"CloneShotArrowUpWhite","Metadata/Effects/Microtransactions/Spells/teleshot/arrow.ao",[],4,0,1913792412
3718,"CloneShotArrowUpGhost","Metadata/Effects/Microtransactions/Spells/ghost_blink_arrow/arrow.ao",[],4,0,465738584
3719,"CloneShotArrowUpMystic","Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/mystic/arrow.ao",[],4,0,2527705545
3720,"CloneShotArrowUpFlash","Metadata/Effects/Microtransactions/Spells/blink_mirror_arrow/mystic/shootyflash.ao",[],4,0,1357609572
3721,"AtlasExileMiniStormZone","Metadata/Effects/Spells/monsters_effects/AtlasExiles/EyrieMonsters/MiniStorm/mini_storm.ao",[],4,0,764110965
3722,"BarrageCelestialTrigger","Metadata/Effects/Microtransactions/Spells/barrage/celestial_02/flash_big.ao",[],4,0,503918133
3723,"BarrageCelestialFire","Metadata/Effects/Microtransactions/Spells/barrage/celestial_02/flash_small.ao",[],4,0,1836500928
3724,"CrossbowDemonicArcticSnipeRelease","Metadata/Effects/Microtransactions/Spells/crossbow/snipe_launch/crossbowsnipelaunch.ao",[],4,0,725145713
