"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","WeaponSoundType","i32_144","i32_148","Tags","ExperienceMultiplier","[i32]_172","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","BloodType","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32_388","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool_440","i32_441","i32_445","i32_449","i32_453","i32_457","i32_461","HASH16","bool_467","string_468","string_468 (French)","string_468 (German)","string_468 (Japanese)","string_468 (Korean)","string_468 (Portuguese)","string_468 (Russian)","string_468 (Spanish)","string_468 (Thai)","string_468 (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid_588","i32_604","i32_608","[rid]_612","MultiPartAchievements","i32_644","SinkAnimation_AOFile","bool_656","[rid]_657","bool_673","bool_674","bool_675","i32_676","i32_680","f32_684","SinkEffect","i32_696","MonsterConditionalEffectPack","bool_716","bool_717","i32_718","bool_722","i32_723","i32_727","i32_731","i32_735","i32_739","i32_743","InheritsFrom","i32_763","i32_767","BossHealthBar","TauntGrantedEffect","i32_788","bool_792","i32_793","i32_797","i32_801","i32_805","bool_809","Questflag","f32_826","f32_830","bool_834","[string]_835","[rid]_851","i32_867","PoiseThreshold","AttackCrit","rid_879","bool_895","i32_896","bool_900","i32_901","MonsterCategory","AggroAudio","i32_937","rid_941","bool_957","[i32]_958","[rid]_974","[i32]_990","[rid]_1006","string_1022"
690,"Metadata/Monsters/HyenaMonster/RathbreakerBossSTANDALONE",396,45,6,6,14,"[""Metadata/Monsters/HyenaMonster/Rathbreaker.act""]","[""Metadata/Monsters/HyenaMonster/Rathbreaker.ao""]","Metadata/Monsters/HyenaMonster/RathbreakerSTANDALONE",[],1,"","",130,3,6,0,1,0,"[1025,72,760,49,718,719,118]",250,[],135,135,700,500,0,"[1199,7226,3324,7293,7267,6204,2686,3800,6275,5149,3808,3810,3809]","Metadata/Monsters/HyenaMonster/RathbreakerSTANDALONE.ais","[6756,6756,6864]","",0,"Caedron, the Hyena Lord","Caedron, le Seigneur des hyènes","Caedron, der Hyänenfürst","ハイエナロード、カエドロン","하이에나 군주 캐드론","Caedron, o Senhor das Hienas","Кедрон, предводитель гиен","Caedron, el Señor de las hienas","แคดรอน จ้าวไฮยีน่า","土狼領主．凱爾壯",263,250,1650,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,27133,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,1,"",2,"",0,0,0,0,"","",1,1,1,[],[],7,313,0.05,0,1,0,"",70,4,"",0,"","",[],[],[],[],""
691,"Metadata/Monsters/HyenaMonster/RathbreakerBossMinion1",396,45,6,6,14,"[""Metadata/Monsters/HyenaMonster/Rathbreaker.act""]","[""Metadata/Monsters/HyenaMonster/RathbreakerMinion.ao""]","Metadata/Monsters/HyenaMonster/RathbreakerSTANDALONE",[16664],1,"","",130,3,6,0,1,0,"[1025,72,760,49,718,719,118]",250,[],135,135,700,500,0,"[1199,7226,3324,7293,7267,6204,2686,3800,6275,5149,3808,3810,3809]","Metadata/Monsters/HyenaMonster/RathbreakerSTANDALONE.ais","[6756,6756,6864]","",0,"Rathbreaker","Brise-muraille","Erdbrecher","ラスブレイカー","토성파괴자","Rompe-fortes","Бурголом","Matajefes","แรธเบรกเกอร์","撕裂者",263,250,1650,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,45765,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,"","",2,"",0,0,0,0,"","",1,1,"",[],[],7,313,0.05,0,1,0,"",70,4,"",0,"","",[],[],[],[],""
692,"Metadata/Monsters/HyenaMonster/RathbreakerBossMinion2",396,45,6,6,14,"[""Metadata/Monsters/HyenaMonster/Rathbreaker.act""]","[""Metadata/Monsters/HyenaMonster/RathbreakerMinion.ao""]","Metadata/Monsters/HyenaMonster/RathbreakerSTANDALONE",[16664],1,"","",130,3,6,0,1,0,"[1025,72,760,49,718,719,118]",250,[],135,135,700,500,0,"[1199,7226,3324,7293,7267,6204,2686,3800,6275,5149,3808,3810,3809]","Metadata/Monsters/HyenaMonster/RathbreakerSTANDALONE.ais","[6756,6756,6864]","",0,"Caedron, the Hyena Lord","Caedron, le Seigneur des hyènes","Caedron, der Hyänenfürst","ハイエナロード、カエドロン","하이에나 군주 캐드론","Caedron, o Senhor das Hienas","Кедрон, предводитель гиен","Caedron, el Señor de las hienas","แคดรอน จ้าวไฮยีน่า","土狼領主．凱爾壯",263,250,1650,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,11897,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",0,0,0,"",0,"",1,1,3,1,0,0,0,0,0,0,[],0,0,"","",2,"",0,0,0,0,"","",1,1,"",[],[],7,313,0.05,0,1,0,"",70,4,"",0,"","",[],[],[],[],""
693,"Metadata/Monsters/ShellMonster/ShellMonster",397,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/ShellMonster.ao""]","Metadata/Monsters/ShellMonster/ShellMonster",[14042],1,"","",123,2,6,20,15,0,"[728,729,72,708,311,720,718,30,31,32,758,1047]",115,[],70,105,700,500,0,"[1204,6026,7073,7231,7074]","Metadata/Monsters/ShellMonster/ShellMonster.ais",[],"",32,"Brimstone Crab","Crabe sulfureux","Schwefelkrabbe","ブリムストーンクラブ","유황 게","Caranguejo de Enxofre","Сернистый краб","Cangrejo de azufre","Brimstone Crab","硫石蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",1,1,135,0,0,135,35612,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-5,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],5,108,0.05,0,1,0,"",50,4,"",0,"","",[],[],[],[],""
694,"Metadata/Monsters/ShellMonster/ShellMonsterSmall",398,22,2,4,7,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/ShellMonster.ao""]","Metadata/Monsters/ShellMonster/ShellMonster",[14042],1,"","",123,1,6,20,15,0,"[728,729,72,708,311,720,718,30,31,32,758,1047]",115,[],70,105,700,500,0,"[1204,6026,7073,7231,7074]","Metadata/Monsters/ShellMonster/ShellMonster.ais",[],"",32,"Brimstone Crab","Crabe sulfureux","Schwefelkrabbe","ブリムストーンクラブ","유황 게","Caranguejo de Enxofre","Сернистый краб","Cangrejo de azufre","Brimstone Crab","硫石蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",1,1,135,0,0,135,12850,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",400,0,[],[],10,"","",[],"",1,"",-30,-7,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
695,"Metadata/Monsters/ShellMonster/ShellMonsterEmerge",397,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/ShellMonster.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmerge",[14042],1,"","",123,2,6,20,15,0,"[728,729,72,176,708,311,720,718,30,31,32,758,1047]",115,[],70,135,700,500,0,"[1204,5437,6026,7073,7231,7074]","Metadata/Monsters/ShellMonster/ShellMonster.ais","[6756,6869]","stance2",32,"Brimstone Crab","Crabe sulfureux","Schwefelkrabbe","ブリムストーンクラブ","유황 게","Caranguejo de Enxofre","Сернистый краб","Cangrejo de azufre","Brimstone Crab","硫石蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",2,4,50,0,0,50,24866,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-5,10,0,"",60,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],5,108,0.05,0,1,0,"",50,4,"",0,"","",[],[],[],[],""
696,"Metadata/Monsters/ShellMonster/ShellMonsterEmergeSmall",398,22,2,4,7,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/ShellMonster.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmerge",[14042],1,"","",123,1,6,20,15,0,"[728,729,72,176,708,311,720,718,30,31,32,758,1047]",115,[],70,135,700,500,0,"[1204,5437,6026,7073,7231,7074]","Metadata/Monsters/ShellMonster/ShellMonster.ais","[6756,6869]","stance2",32,"Brimstone Crab","Crabe sulfureux","Schwefelkrabbe","ブリムストーンクラブ","유황 게","Caranguejo de Enxofre","Сернистый краб","Cangrejo de azufre","Brimstone Crab","硫石蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",2,4,50,0,0,50,17726,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-30,-7,0,"",60,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
697,"Metadata/Monsters/ShellMonster/ShellMonsterEmergeNoSand",397,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/ShellMonster.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmerge",[14042],1,"","",123,2,6,20,15,0,"[728,729,72,176,708,311,720,718,30,31,32,758,1047]",115,[],70,135,700,500,0,"[1204,5437,6026,7073,7231,7074]","Metadata/Monsters/ShellMonster/ShellMonster.ais","[6756,6869]","stance2",32,"Brimstone Crab","Crabe sulfureux","Schwefelkrabbe","ブリムストーンクラブ","유황 게","Caranguejo de Enxofre","Сернистый краб","Cangrejo de azufre","Brimstone Crab","硫石蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",2,6,127,0,0,127,26250,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-5,10,0,"",30,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],5,108,0.05,0,1,0,"",50,4,"",0,"","",[],[],[],[],""
698,"Metadata/Monsters/ShellMonster/ShellMonsterEmergeNoSandSmall",398,22,2,4,7,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/ShellMonster.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmerge",[14042],1,"","",123,1,6,20,15,0,"[728,729,72,176,708,311,720,718,30,31,32,758,1047]",115,[],70,135,700,500,0,"[1204,5437,6026,7073,7231,7074]","Metadata/Monsters/ShellMonster/ShellMonster.ais","[6756,6869]","stance2",32,"Brimstone Crab","Crabe sulfureux","Schwefelkrabbe","ブリムストーンクラブ","유황 게","Caranguejo de Enxofre","Сернистый краб","Cangrejo de azufre","Brimstone Crab","硫石蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",2,6,127,0,0,127,57947,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-30,-7,0,"",30,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
699,"Metadata/Monsters/ShellMonster/ShellMonsterEmergeNoSandSanctumTrial_",399,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonsterSanctum.act""]","[""Metadata/Monsters/ShellMonster/ShellMonster.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmerge",[14042],1,"","",123,2,6,20,15,0,"[728,729,72,176,708,311,720,718,30,31,32,1020,758,1047]",115,[],105,135,700,500,0,"[1204,5437,6026,7073,6562,7074,5167,5976,2191,3880,3881,3882]","Metadata/Monsters/ShellMonster/ShellMonsterSanctum.ais","[6756,6869]","stance2",32,"Brimstone Crab","Crabe sulfureux","Schwefelkrabbe","ブリムストーンクラブ","유황 게","Caranguejo de Enxofre","Сернистый краб","Cangrejo de azufre","Brimstone Crab","硫石蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",2,6,127,0,0,127,8027,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-5,10,0,"",30,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/MarakethSanctumTrial/SanctumMonsterBase""]",-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],5,108,0.05,0,1,0,"",50,4,"",0,"","",[],[],[],[],""
700,"Metadata/Monsters/ShellMonster/ShellMonsterSanctumTrial",399,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonsterSanctum.act""]","[""Metadata/Monsters/ShellMonster/ShellMonster.ao""]","Metadata/Monsters/ShellMonster/ShellMonster",[14042],1,"","",123,2,6,20,15,0,"[728,729,72,708,311,720,718,30,31,32,1020,758,1047]",115,[],105,135,700,500,0,"[1204,5437,6026,7073,6562,7074,5167,5976,2191,3880,3881,3882]","Metadata/Monsters/ShellMonster/ShellMonsterSanctum.ais","[6756,6869]","",32,"Brimstone Crab","Crabe sulfureux","Schwefelkrabbe","ブリムストーンクラブ","유황 게","Caranguejo de Enxofre","Сернистый краб","Cangrejo de azufre","Brimstone Crab","硫石蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",2,6,127,0,0,127,1831,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-5,10,0,"",30,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/MarakethSanctumTrial/SanctumMonsterBase""]",-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],5,108,0.05,0,1,0,"",50,4,"",0,"","",[],[],[],[],""
701,"Metadata/Monsters/ShellMonster/ShellMonsterPoison_",400,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/PoisonBrimstoneCrab.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterPoison",[14042],1,"","",123,2,6,20,15,0,"[728,72,708,30,31,719,32,758,1047]",115,[],70,105,700,500,0,"[1204,7075,7232,7076]","Metadata/Monsters/ShellMonster/ShellMonster.ais",[],"",5,"Caustic Crab","Crabe caustique","Giftkrabbe","コースティッククラブ","부식성 게","Caranguejo Cáustico","Едкий краб","Cangrejo cáustico","Caustic Crab","腐蝕之蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,780,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,10,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
702,"Metadata/Monsters/ShellMonster/ShellMonsterPoisonSmall",400,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/PoisonBrimstoneCrab.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterPoison",[14042],1,"","",123,2,6,20,15,0,"[728,72,708,30,31,719,32,758,1047]",115,[],70,105,700,500,0,"[1204,7075,7232,7076]","Metadata/Monsters/ShellMonster/ShellMonster.ais",[],"",5,"Caustic Crab","Crabe caustique","Giftkrabbe","コースティッククラブ","부식성 게","Caranguejo Cáustico","Едкий краб","Cangrejo cáustico","Caustic Crab","腐蝕之蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,26718,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-30,-7,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
703,"Metadata/Monsters/ShellMonster/ShellMonsterEmergePoison_",400,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/PoisonBrimstoneCrab.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmergePoison",[14042],1,"","",123,2,6,20,15,0,"[728,72,176,708,718,30,31,719,758,1047]",115,[],70,105,700,500,0,"[1204,7075,7232,7076,5437]","Metadata/Monsters/ShellMonster/ShellMonster.ais","[6756,6869]","stance2",5,"Caustic Crab","Crabe caustique","Giftkrabbe","コースティッククラブ","부식성 게","Caranguejo Cáustico","Едкий краб","Cangrejo cáustico","Caustic Crab","腐蝕之蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,14991,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,10,0,"",60,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
704,"Metadata/Monsters/ShellMonster/ShellMonsterEmergePoisonSmall",400,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/PoisonBrimstoneCrab.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmergePoison",[14042],1,"","",123,2,6,20,15,0,"[728,72,176,708,718,30,31,719,758,1047]",115,[],70,105,700,500,0,"[1204,7075,7232,7076,5437]","Metadata/Monsters/ShellMonster/ShellMonster.ais","[6756,6869]","stance2",5,"Caustic Crab","Crabe caustique","Giftkrabbe","コースティッククラブ","부식성 게","Caranguejo Cáustico","Едкий краб","Cangrejo cáustico","Caustic Crab","腐蝕之蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,13338,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-30,-7,0,"",60,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
705,"Metadata/Monsters/ShellMonster/ShellMonsterEmergePoisonInland",400,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/PoisonBrimstoneCrab.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmergePoison",[14042],1,"","",123,2,6,20,15,0,"[728,72,176,708,718,30,31,719,758,1047]",115,[],70,105,700,500,0,"[1204,7075,7232,7076,5437]","Metadata/Monsters/ShellMonster/ShellMonster.ais","[6756,6869]","stance2",5,"Caustic Crab","Crabe caustique","Giftkrabbe","コースティッククラブ","부식성 게","Caranguejo Cáustico","Едкий краб","Cangrejo cáustico","Caustic Crab","腐蝕之蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,33531,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-5,10,0,"",60,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
706,"Metadata/Monsters/ShellMonster/ShellMonsterEmergePoisonInlandSmall",400,22,3,5,9,"[""Metadata/Monsters/ShellMonster/ShellMonster.act""]","[""Metadata/Monsters/ShellMonster/PoisonBrimstoneCrab.ao""]","Metadata/Monsters/ShellMonster/ShellMonsterEmergePoison",[14042],1,"","",123,2,6,20,15,0,"[728,72,176,708,718,30,31,719,758,1047]",115,[],70,105,700,500,0,"[1204,7075,7232,7076,5437]","Metadata/Monsters/ShellMonster/ShellMonster.ais","[6756,6869]","stance2",5,"Caustic Crab","Crabe caustique","Giftkrabbe","コースティッククラブ","부식성 게","Caranguejo Cáustico","Едкий краб","Cangrejo cáustico","Caustic Crab","腐蝕之蟹",115,115,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,15805,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,"",-30,-7,0,"",60,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],4,108,0.05,0,1,0,"",40,4,"",0,"","",[],[],[],[],""
707,"Metadata/Monsters/ShellMonster/ShellMonsterGigantic",401,35,3,8,14,"[""Metadata/Monsters/ShellMonster/Large/ShellMonsterLarge.act""]","[""Metadata/Monsters/ShellMonster/Large/ShellMonsterLarge.ao""]","Metadata/Monsters/ShellMonster/Large/ShellMonsterLarge",[14042],1,"","",197,3,6,20,15,0,"[728,72,176,708,759,718,30,31,719,1047]",200,[],70,105,700,500,0,"[1204,5437,6026,7073,7231,7074,4002]","Metadata/Monsters/ShellMonster/Large/ShellMonsterLarge.ais","[6756,6869]","stance2",5,"Cinderback Crab","Crabe dos-cendré","Ascherückenkrabbe","シンダーバッククラブ","재투성이등 게","Caranguejo da Carapaça Betuminosa","Огнеспинный краб","Cangrejo de caparazón ardiente","Cinderback Crab","炎背蟹",200,200,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,62575,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-15,5,0,"",60,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],7,150,0.05,0,1,0,"",70,4,"",0,"","",[],[],[],[],""
708,"Metadata/Monsters/ShellMonster/ShellMonsterGiganticSpectre",401,35,3,8,14,"[""Metadata/Monsters/ShellMonster/Large/ShellMonsterLarge.act""]","[""Metadata/Monsters/ShellMonster/Large/ShellMonsterLarge.ao""]","Metadata/Monsters/ShellMonster/Large/ShellMonsterLarge",[14042],1,"","",197,3,6,20,15,0,"[728,72,176,708,759,718,30,31,719,1047]",200,[],70,105,700,500,0,"[1204,5437,6026,7073,7231,7074,4002]","Metadata/Monsters/ShellMonster/Large/ShellMonsterLarge.ais","[6756,6869]","",5,"Cinderback Crab","Crabe dos-cendré","Ascherückenkrabbe","シンダーバッククラブ","재투성이등 게","Caranguejo da Carapaça Betuminosa","Огнеспинный краб","Cangrejo de caparazón ardiente","Cinderback Crab","炎背蟹",200,200,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,37126,"","","M","F","","","M","MS","M","","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,-15,5,0,"",60,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",3,1,0,-5,5,1,"","",1,1,"",[],[47],7,150,0.05,0,1,0,"",70,4,"",0,"","",[],[],[],[],""
709,"Metadata/Monsters/MundaneMagi/MundaneMagi",403,13,2,6,10,"[""Metadata/Monsters/MundaneMagi/MundaneMagi.act""]","[""Metadata/Monsters/MundaneMagi/MundaneMagi.ao""]","Metadata/Monsters/MundaneMagi/MundaneMagi",[],1,"","",100,2,6,5,1,0,"[728,729,34,720,71,48,30,29,118,1030,73,757]",200,[],105,105,700,500,0,"[7245,7246,7247,7248,7250,7249]","Metadata/Monsters/MundaneMagi/MundaneMagi.ais","[6756,6896]","",0,"Risen Magi","Mage réanimé","Auferstandener Magier","リズン・マギ","일어난 마법사","Mago Renascido","Восставший магик","Mago levantado","Risen Magi","喚起的賢者",200,200,1500,[],[],"","","","",0,[],[],[],"",1,3,2,0,0,2,48115,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,[],-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],[],4,150,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
710,"Metadata/Monsters/MundaneMagi/MundaneMagiSanctumTrial_",404,13,2,6,10,"[""Metadata/Monsters/MundaneMagi/MundaneMagiSanctum.act""]","[""Metadata/Monsters/MundaneMagi/MundaneMagiSanctum.ao""]","Metadata/Monsters/MundaneMagi/MundaneMagiSanctum",[],1,"","",100,2,6,5,1,0,"[728,729,34,720,71,48,30,29,118,1020,1030,73,757]",200,[],105,105,700,500,0,"[7245,7246,7247,7248,7250,7249]","Metadata/Monsters/MundaneMagi/MundaneMagiSanctum.ais","[6756,6896]","",0,"Risen Magi","Mage réanimé","Auferstandener Magier","リズン・マギ","일어난 마법사","Mago Renascido","Восставший магик","Mago levantado","Risen Magi","喚起的賢者",200,200,1500,[],[],"","","","",0,[],[],[],"",1,3,2,0,0,2,54170,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/MarakethSanctumTrial/SanctumMonsterBase""]",-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],[],4,150,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
711,"Metadata/Monsters/MundaneMagi/MundaneMagiSanctumTrialTime_",404,13,2,6,10,"[""Metadata/Monsters/MundaneMagi/MundaneMagiSanctum.act""]","[""Metadata/Monsters/MundaneMagi/MundaneMagiSanctum.ao""]","Metadata/Monsters/MundaneMagi/MundaneMagiSanctum",[],1,"","",100,2,6,5,1,0,"[728,729,34,720,71,48,30,29,118,1020,1030,73,757]",200,[],105,105,700,500,0,"[7245,7246,7247,7248,7250,7249]","Metadata/Monsters/MundaneMagi/MundaneMagiSanctum.ais","[6756,6896]","",0,"Risen Magi","Mage réanimé","Auferstandener Magier","リズン・マギ","일어난 마법사","Mago Renascido","Восставший магик","Mago levantado","Risen Magi","喚起的賢者",200,200,1500,[],[],"","","","",0,[],[],[],"",1,3,2,0,0,2,62708,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,1,0,0,0,"",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/MarakethSanctumTrial/SanctumMonsterBase""]",-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],[],4,150,0.05,0,1,0,"",40,3,"",0,"","",[],[],[],[],""
