"rownum","Id","AlternateTreeVersion","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","PassiveType","Stats","Stat1","i32_68","Stat2","i32_76","Stat3","i32_84","Stat4","rid_92","i32_108","SpawnWeight","ConquerorIndex","Random","i32_124","FlavourText","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","DDSIcon","AchievementItems","ConquerorVersion","ConquerorSpawnWeight"
63,"vaal_notable_evasion_1",1,"Construct Studies","Étude des fabrications","Lehren der Konstruktion","コンストラクトの研究","구조물 연구","Estudos Construídos","Изучение механизмов","Estudios sobre constructos","Construct Studies","建構研究",[3],"[114,978]",30,40,5,7,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
64,"vaal_notable_energy_shield_1",1,"Energy Flow Studies","Étude des flux d'énergie","Lehren des Energieflusses","エナジーフローの研究","에너지 흐름 연구","Estudos de Fluxo de Energia","Изучение энергопотоков","Estudios sobre el flujo de energía","Energy Flow Studies","能流研究",[3],"[128,132]",8,12,10,15,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
65,"vaal_notable_energy_shield_2",1,"Soul Worship","Vénération animique","Verehrung der Seele","魂の崇拝","영혼 숭배","Adoração da Alma","Поклонение духу","Adoración del alma","Soul Worship","靈魂崇拜",[3],"[128,448]",8,12,30,30,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
66,"vaal_notable_block_1",1,"Blood-Quenched Bulwark","Remparts trempés de sang","Blutgetränktes Bollwerk","血塗れの防壁","피 억제 방벽","Muralha Sangrenta","Закалённый в крови бастион","Bastión ensangrentado","Blood-Quenched Bulwark","抑血壁壘",[3],"[1081,1359]",5,5,6,10,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
67,"vaal_notable_block_2",1,"Thaumaturgical Protection","Protection thaumaturgique","Thaumaturgischer Schutz","ソーマタージーの守り","마석학 보호","Proteção Taumatúrgica","Магическая защита","Protección taumatúrgica","Thaumaturgical Protection","奇術禦防",[3],"[448,23]",5,5,20,30,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
68,"vaal_notable_dodge_1",1,"Jungle Paths","Sentiers de la jungle","Dschungelpfade","ジャングルの道","밀림 길","Caminhos Selvagens","Тропы джунглей","Senderos de la jungla","Jungle Paths","叢林之道",[3],"[605,5736]",8,10,8,10,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
69,"vaal_notable_dodge_2",1,"Temple Paths","Sentiers du temple","Tempelpfade","寺院の道","사원 길","Caminhos Templários","Дороги храма","Senderos del templo","Temple Paths","神廟之道",[3],"[448,135]",6,6,8,10,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
70,"vaal_notable_aura_1",1,"Commanding Presence","Présence autoritaire","Beherrschende Präsenz","威風","위엄있는 존재감","Presença Comandante","Командное присутствие","Presencia imponente","Commanding Presence","指揮之環",[3],"[3689,852]",7,10,20,20,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
71,"vaal_notable_curse_1",1,"Ancient Hex","Maléfice antique","Uralter Fluch","古代の呪術","고대의 사술","Feitiço Antigo","Древнее проклятие","Maldición ancestral","Ancient Hex","古典魔女",[3],"[1382,8351]",4,6,20,20,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
72,"vaal_notable_fire_resistance_1",1,"Cult of Fire","Secte du feu","Kult des Feuers","火のカルト","불의 교단","Culto das Chamas","Культ огня","Culto de fuego","Cult of Fire","烈火崇拜",[3],"[138,947]",20,30,1,1,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
73,"vaal_notable_cold_resistance_1",1,"Cult of Ice","Secte de la glace","Kult des Eises","氷のカルト","얼음의 교단","Culto de Gelo","Культ льда","Culto de hielo","Cult of Ice","冰霜崇拜",[3],"[140,948]",20,30,1,1,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
74,"vaal_notable_lightning_resistance_1",1,"Cult of Lightning","Secte de la foudre","Kult des Blitzes","雷のカルト","번개의 교단","Culto de Trovão","Культ молнии","Culto de rayo","Cult of Lightning","雷霆崇拜",[3],"[142,949]",20,30,1,1,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
75,"vaal_notable_chaos_resistance_1",1,"Cult of Chaos","Secte du chaos","Kult des Chaos","混沌のカルト","카오스의 교단","Culto do Caos","Культ хаоса","Culto de caos","Cult of Chaos","混沌崇拜",[3],"[144,950]",13,19,1,1,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
76,"vaal_notable_random_offense",1,"Might of the Vaal","Puissance des Vaal","Macht der Vaal","ヴァールの精力","바알의 완력","Força dos Vaal","Могущество ваал","Poder de los vaal","Might of the Vaal","瓦爾．強權",[3],[],0,0,0,0,0,0,0,0,0,300,0,3,4,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableOffensive.dds",[],0,100
77,"vaal_notable_random_defence",1,"Legacy of the Vaal","Héritage des Vaal","Vermächtnis der Vaal","ヴァールの遺産","바알의 유산","Legado dos Vaal","Наследие ваал","Legado de los vaal","Legacy of the Vaal","瓦爾．不朽",[3],[],0,0,0,0,0,0,0,0,0,300,0,3,4,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/VaalNotableDefensive.dds",[],0,100
78,"karui_keystone_1",2,"Strength of Blood","Force du sang","Stärke des Blutes","ストレングスオブブラッド","피의 힘","Força do Sangue","Сила крови","Fuerza de sangre","Strength of Blood","血之力量",[4],[9093],1,1,0,0,0,0,0,0,0,100,1,0,0,"Wreathed in madness and blood, you are unstoppable.","Dans l'étreinte de la folie et du sang, rien ne peut vous arrêter.","Blut und Wahnsinn sind nicht aufzuhalten.","狂気と血に覆われる其方は無敵だ。","누구도 피와 광기에 휩싸인 당신을 막지 못한다.","Envolto em loucura e sangue, você é imparável.","Напитанный безумием и кровью, ты неудержим.","Envuelto en locura y sangre, eres imparable.","ประดับประดาไปด้วยความคลั่งและโลหิต แล้วจะไม่มีใครหยุดยั้งเจ้าได้","瘋狂和鮮血繚繞，你已無人可檔。","Art/2DArt/SkillIcons/passives/StrengthOfBlood.dds",[],0,100
79,"karui_keystone_2",2,"Tempered by War","Forgé par la guerre","Härte des Krieges","テンパードバイウォー","전쟁의 담금질","Forjado na Guerra","Закалённые войной","Templado por la guerra","Tempered by War","戰爭淬煉",[4],[8862],1,1,0,0,0,0,0,0,0,100,2,0,0,"Tasalio and Valako test you, child of the volcano. Prove yourself worthy.","Tasalio et Valako vous mettent à l'épreuve, enfant du volcan. Prouvez-leur votre valeur.","Tasalio und Valako stellen Euch auf die Probe, Kind des Vulkans. Erweist Euch als würdig.","タサリオとヴァラコは其方を試す。火山の子よ、自分の価値を証明するがいい。","화산의 아이여, 타살리오와 발라코의 시험에서 자신의 가치를 증명하기를.","Tasalio e Valako o testam, criança do vulcão. Prove seu valor.","Тасалио и Валако испытывают тебя, дитя вулкана. Докажи, что достоин.","Tasalio y Valako te pusieron a prueba, hijo del volcán. Demuestra que eres digno.","ทาเซลีโอและวาลาโคกำลังทดสอบเจ้า บุตรแห่งภูเขาไฟ จงพิสูจน์ตนเองซะ","塔薩里奧和瓦拉庫在測試你，火山之子。證明你自己吧。","Art/2DArt/SkillIcons/passives/TemperedByWar.dds",[],0,100
80,"karui_keystone_3",2,"Glancing Blows","Coups déviés","Streifhieb","グランシングブロウズ","비껴내기","Golpes Reveladores","Скользящие удары","Golpes laterales","Glancing Blows","側身之擊",[4],[8984],1,1,0,0,0,0,0,0,0,100,3,0,0,"Utter trust in your defence unleashes ultimate potential.","Une confiance absolue en vos défenses libère votre potentiel à son maximum.","Vollkommenes Vertrauen in die eigene Verteidigung entfesselt unbändiges Potenzial.","自身の防御への絶対の信頼は究極の力を解き放つ。","방어에 대한 철저한 믿음이 궁극의 잠재력을 불러온다.","A crença inabalável na sua defesa libera o potencial supremo.","Всецело полагаясь на защиту, ты раскрываешь подлинный потенциал.","La confianza incondicional en tu defensa desata el máximo potencial.","แก้ตัวด้วยการเอ่ยถึงความไว้เนื้อเชื่อใจจะปลดปล่อยศักยภาพสูงสุดของเจ้า","徹底相信你的防禦，釋放前所未見的潛力。","Art/2DArt/SkillIcons/passives/GlancingBlows.dds",[],0,0
81,"karui_keystone_3_v2",2,"Chainbreaker","Brise-chaînes","Kettenbrecher","チェーンブレイカー","사슬 파괴자","Desacorrentado","Ломающий оковы","Rompecadenas","Chainbreaker","除鏈師",[4],[11070],1,1,0,0,0,0,0,0,0,100,3,0,0,"No man may enslave you, for you have a secret: you're always angry.","Nul ne peut vous réduire à l'esclavage, car vous disposez d'une botte secrète : votre colère perpétuelle.","Niemand vermag Euch in Ketten zu legen, denn Ihr bergt ein Geheimnis: Ihr seid immer wütend.","其方が奴隷にされることはない。なぜなら其方は秘密を持っている：其方はいつも怒っている。","어떤 인간도 너를 노예로 삼지 못하리라. 너에게는 비밀이 있으니. 언제나 화가 나 있다는 것.","Nenhum homem te escravizará, pois você tem um segredo: está sempre com raiva.","Никто не сможет поработить тебя, ведь у тебя есть секрет: ты всегда в гневе.","Nadie puede esclavizarte, pues tienes un secreto: siempre estás furioso.","ไม่มีผู้ใดสามารถจับเจ้าไปเป็นทาสได้ เพราะเจ้ามีเคล็ดลับ: เจ้าโกรธเกรี้ยวอยู่ตลอดเวลา","沒有人可以奴役你，因為你有一個秘密：你總是保持怒氣。","Art/2DArt/SkillIcons/passives/FocusedRage.dds",[],1,100
82,"maraketh_keystone_1",3,"Wind Dancer","Danseur du vent","Windtänzer","ウィンドダンサー","바람의 무희","Dançarino do Vento","Танцующий с ветром","Bailarín de viento","Wind Dancer","風魔舞者",[4],[448],1,1,0,0,0,0,0,0,0,100,1,0,0,"Invite the enemy when you are strong, evade them when you are weak;\r\nstrike with the coming of the storm.","Attirez l'ennemi lorsque vous êtes au summum de votre force, échappez-lui quand vous êtes trop faible et frappez avec l'arrivée de la tempête.","Stellt Euch Eurem Gegner, wenn Ihr stark seid; weicht ihm aus, wenn Ihr schwach seid. Bewegt Euch mit der Schnelligkeit des Windes.","強い時には敵を招き、弱った時には彼らを避けよ。近寄る嵐と共に攻勢に出よ。","강인할 땐 적을 불러오라,\r\n나약할 땐 회피하며 몰아치는 폭풍처럼 공격하라.","Convide o inimigo quando estiver forte, evite-os quando estiver fraco; golpeie com o chegar da tempestade.","Зови врага, когда силён, избегай его, когда слаб; сокрушай с приходом бури.","Invita a los enemigos cuando estás fuerte, evádelos cuando estás débil; \r\nataca con la llegada de la tormenta.","จงท้าศัตรูเมื่อเจ้าแข็งแกร่ง จงหนีพวกมันเมื่อเจ้าอ่อนแอ โจมตีพร้อมพายุที่กำลังโหมกระหน่ำ","在你強勢時迎敵，弱勢時避敵；\r\n隨著暴風襲擊。","Art/2DArt/SkillIcons/passives/WindDancer.dds",[],0,0
83,"maraketh_keystone_1_v2",3,"The Traitor","Le Traître","Verräter","トレイター","배반자","O Traidor","Предатель","El traidor","The Traitor","叛徒",[4],[11046],1,1,0,0,0,0,0,0,0,100,1,0,0,"The fewer there are, the less you have to share.","Moins on est nombreux, moins on est obligé de partager.","Je kleiner der Kreis, desto weniger müsst Ihr teilen.","人数が少ないほど、分け前が増える。","수가 적을수록 나눌 몫이 적어진다.","Quanto menos existem, menos você precisará compartilhar.","Чем их меньше, тем больше твоя доля.","Cuanta menos gente haya, menos tendrás que compartir.","ยิ่งเจ้าพวกนั้นมีจำนวนน้อยเท่าไหร่ ก็ยิ่งมีคนหารน้อยเท่านั้น","人越少，你要分享的就越少。","Art/2DArt/SkillIcons/passives/OasisKeystone.dds",[],1,100
84,"maraketh_keystone_2",3,"Dance with Death","Danse avec la Mort","Tanz mit dem Tod","ダンスウィズデス","죽음의 춤","Dança da Morte","Танец со смертью","Baile con la muerte","Dance with Death","與死共舞",[4],[8831],1,1,0,0,0,0,0,0,0,100,2,0,0,"You circle the black scorpion with enmity, daring it time and again.","Vous tournez autour du scorpion noir avec hostilité, le provoquant sans relâche.","Wagemutig umkreist Ihr den schwarzen Skorpion und fordert ihn ein ums andere Mal heraus.","敵意を持って黒き蠍の周りを踊り、挑発を繰り返す。","성난 검. 흑전갈의 주변을 돌고 또 도는구나.","Você circula o escorpião negro com hostilidade, o desafiando inúmeras vezes.","Враждебно ты кружишь вокруг чёрного скорпиона, становясь всё смелее.","Rodeas al escorpión negro con enemistad, desafiándolo una y otra vez.","จงคอยวนแมงป่องดำด้วยความเป็นปฏิปักษ์ ท้าสู้มันครั้งแล้วครั้งเล่า","你用敵意盤旋著黑蠍，一次又一次地挑戰它。","Art/2DArt/SkillIcons/passives/SharpandBrittle.dds",[],0,100
85,"maraketh_keystone_3",3,"Second Sight","Seconde vue","Instinkt","セカンドサイト","꿰뚫어 보는 눈","Premonição","Ясновидение","Segunda visión","Second Sight","先見之明",[4],[9021],1,1,0,0,0,0,0,0,0,100,3,0,0,"Speak not, but listen, for danger reveals itself on the wind.","Gardez le silence et tendez l'oreille, car c'est porté par le vent que le danger se révèle.","Schweigt und hört hin, denn die Gefahr lauert im Wind.","喋らず、耳を傾けよ、危険は風に乗って正体を明かす。","조용히 귀를 기울이면 바람결에 위험이 모습을 드러낼 것이다.","Não fale, escute, porque o perigo se revela no vento.","Не говори, но слушай, ибо опасность шелестит на ветру.","No hables pero escucha, pues el peligro se revela en el viento.","ไม่พูด แต่ฟัง เจ้าจะได้ยินอันตรายในสายลม","別發出聲，用心聆聽，因為危險隨風浮現。","Art/2DArt/SkillIcons/passives/TheBlindMonk.dds",[],0,100
86,"templar_keystone_1",4,"The Agnostic","L'Agnostique","Agnostiker","アグノスティック","불가지론자","O Agnóstico","Агностик","El Agnóstico","The Agnostic","不可知論",[4],[8860],1,1,0,0,0,0,0,0,0,100,1,0,0,"Put your faith in intellect rather than mysticism.","Ayez foi dans l'intellect plutôt que dans le mysticisme.","Vertraut Eurem Intellekt und nicht Eurem Aberglauben.","神秘ではなく知性を信じたまえ。","정체모를 신비보다는 지성을 믿어라.","Ponha sua fé e intelecto ao invés do misticismo.","Доверяй интеллекту, а не мистике.","Pon tu fe en el intelecto en lugar de en el misticismo.","เจ้าจงเชื่อในสติปัญญา อย่าได้เชื่อในเวทมนต์อาคม","將你的信仰投入於智慧，而不是神祕主義上。","Art/2DArt/SkillIcons/passives/MiracleMaker.dds",[],0,0
87,"templar_keystone_1_v2",4,"Transcendence","Transcendence","Transzendenz","トランセンデンス","초월","Transcendência","Непостижимость","Trascendencia","Transcendence","超凡脫俗",[4],[11114],1,1,0,0,0,0,0,0,0,100,1,0,0,"Master the mortal world, and you may find immortality beyond.","Apprenez à maîtriser le monde mortel et vous pourriez trouver l'immortalité au-delà.","Beherrscht die sterbliche Welt und Ihr werdet Unsterblichkeit erlangen.","定命の世を極めれば、その先にあるのは不滅だ。","필멸의 세계 위에 올라서면 그 너머에서 불멸을 찾게 되리라.","Domine o mundo mortal e você pode ser que encontre a imortalidade além dele.","Овладей миром смертных, и ты сможешь найти бессмертие вне его пределов.","Domina el mundo mortal y podrás alcanzar la inmortalidad.","จงพิชิตโลกมนุษย์ แล้วเจ้าจะได้พบความอมตะอยู่เบื้องหน้า","掌控凡人世界，你將發現超越不朽。","Art/2DArt/SkillIcons/passives/TranscendenceKeystone.dds",[],1,100
88,"templar_keystone_2",4,"Inner Conviction","Conviction intérieure","Innere Überzeugung","インナーコンヴィクション","내면의 신념","Convicção Interior","Внутренняя убеждённость","Convicción interna","Inner Conviction","內觀信念",[4],[8809],1,1,0,0,0,0,0,0,0,100,2,0,0,"Your every move is calm and calculated with absolute certainty.","Chacun de vos gestes est mesuré et calculé avec une assurance absolue.","Jede Eurer Bewegungen zeugt von Ruhe und absoluter Gewissheit.","其方の全ての行動は落ち着きがあり、絶対的な確信で計算されている。","언제나 상황을 추산하여 완벽한 확신을 갖고 움직이는 자여.","Cada movimento seu é calmo e calculado com certeza absoluta.","Каждый твой шаг спокоен, взвешен и твёрд.","Cada uno de tus movimientos es tranquilo y está calculado con absoluta certeza.","ทุกย่างก้าวของเจ้าทั้งสงบและคาดการณ์ไว้ก่อนอย่างแม่นยำ","你的一舉一動都很冷靜並精算每種可能。","Art/2DArt/SkillIcons/passives/InnerConviction.dds",[],0,100
89,"templar_keystone_3",4,"Power of Purpose","Fermeté inébranlable","Macht der Bestimmung","パワーオブパーパス","의지력의 힘","Poder do Propósito","Могучее намерение","El poder del propósito","Power of Purpose","力量之意",[4],[8823],1,1,0,0,0,0,0,0,0,100,3,0,0,"Empowered by the divine, you fear no weapon of man.","Votre puissance découlant du divin, vous ne craignez aucune arme créée par l'Homme.","Mit der Macht des Göttlichen habt Ihr keine Waffe der Menschen zu fürchten.","神聖の力を得た君は、人の手による武器を恐れない。","신성을 부여받은 그대. 더 이상 필멸자의 무기를 두려워하지 않는다.","Maximizado pelo divino, você não teme arma alguma dos homens.","Наделённый божественной силой, ты не боишься оружия людей.","Impulsado por lo divino, no temes a ningún arma humana.","เมื่อได้รับพลังจากเทพ เจ้าก็ไม่ต้องกลัวอาวุธของพวกมนุษย์อีกต่อไป","神力護體，你不怕人的武器。","Art/2DArt/SkillIcons/passives/PowerOfPurpose.dds",[],0,100
90,"templar_devotion_node",4,"Devotion","Ferveur","Hingabe","献身","헌신","Devoção","Набожность","Devoción","Devotion","還願",[1],[9028],10,10,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNode.dds",[],0,100
91,"templar_notable_fire_conversion",4,"Heated Devotion","Ferveur ardente","Glühende Hingabe","熱い献身","열렬한 헌신","Devoção Calorosa","Пылкое служение","Devoción ardiente","Heated Devotion","熱情的奉獻",[3],[9110],15,15,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
92,"templar_notable_cold_conversion",4,"Calming Devotion","Ferveur apaisante","Beruhigende Hingabe","穏やかな献身","냉정한 헌신","Devoção Calmante","Усмиряющее служение","Devoción calmante","Calming Devotion","冷靜的奉獻",[3],[9111],15,15,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
93,"templar_notable_lightning_conversion",4,"Thundrous Devotion","Ferveur tonitruante","Tosende Hingabe","嵐のような献身","우레 같은 헌신","Devoçao Tempestuosa","Громовое служение","Devoción estruendosa","Thundrous Devotion","慷慨的奉獻",[3],[9112],15,15,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
94,"templar_notable_mana_added_as_energy_shield",4,"Thoughts and Prayers","Pensées et prières","Gedanken und Gebete","思考と祈り","사색과 기도","Orações e Bons Pensamentos","Раздумья и молитвы","Pensamientos y plegarias","Thoughts and Prayers","思想和信徒",[3],[9113],5,5,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
95,"templar_notable_arcane_surge",4,"Zealot","Zélote","Eiferer","狂信者","맹신자","Fanático","Фанатик","Fanático","Zealot","狂熱",[3],[9114],1,1,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
96,"templar_notable_minimum_endurance_charge",4,"Enduring Faith","Foi endurante","Anhaltender Glaube","不滅の信仰","인내하는 믿음","Fé Tolerante","Выносливая вера","Fe imperecedera","Enduring Faith","耐力信念",[3],[9115],1,1,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
97,"templar_notable_minimum_frenzy_charge",4,"Powerful Faith","Foi puissante","Mächtiger Glaube","力強い信仰","강력한 믿음","Fé Poderosa","Могущественная вера","Fe poderosa","Powerful Faith","暴擊信念",[3],[9116],1,1,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
98,"templar_notable_minimum_power_charge",4,"Frenzied Faith","Foi frénétique","Fieberhafter Glaube","熱狂的な信仰","열광적인 믿음","Fé Enlouquecida","Яростная вера","Fe frenética ","Frenzied Faith","狂怒信念",[3],[9117],1,1,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
99,"templar_notable_consecrated_ground_ailments",4,"Cloistered","Cloîtré","Klösterlich","隠遁","격리됨","Recluso","Затворённый","Enclaustrado","Cloistered","神隱",[3],[9118],1,1,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
100,"templar_notable_additional_physical_reduction",4,"Martyr's Might","Puissance du Martyr","Macht des Märtyrers","殉教者の力","순교자의 완력","Força do Mártire","Сила мученика","Poder del mártir","Martyr's Might","烈士之力",[3],[9119],5,5,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
101,"templar_notable_max_resistances",4,"Intolerance of Sin","Intolérance envers le Péché","Tödliche Sünde","罪を許さず","씬의 분노","Intolerância de Sin","Нетерпимость к прегрешению","Intolerancia de pecado","Intolerance of Sin","難忍罪孽",[3],[9120],1,1,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
102,"templar_notable_fire_exposure",4,"Smite the Wicked","Châtiez les Scélérats","Tod den Frevlern","悪への報復","악인 징벌","Castigue os Maus","Сокрушение нечисти","Aniquilar a los malvados","Smite the Wicked","重挫邪惡",[3],[9121],10,10,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
103,"templar_notable_cold_exposure",4,"Smite the Ignorant","Châtiez les Ignorants","Tod den Unwissenden","無知への報復","몰지각자 징벌","Castigue os Ignorantes","Сокрушение невежества","Aniquilar a los ignorantes","Smite the Ignorant","重挫無知",[3],[9122],10,10,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
104,"templar_notable_lightning_exposure",4,"Smite the Heretical","Châtiez les Hérétiques","Tod den Ketzern","異端への報復","이단자 징벌","Castigue os Hereges","Сокрушение ереси","Aniquilar a los herejes","Smite the Heretical","重挫異教",[3],[9123],10,10,0,0,0,0,0,0,0,100,0,0,0,"","","","","","","","","","","Art/2DArt/SkillIcons/passives/DevotionNotable.dds",[],0,100
105,"eternal_keystone_1",5,"Supreme Decadence","Décadence suprême","Überlegene Dekadenz","スプリームデカダンス","타락의 정점","Decadência Suprema","Величайшая безнравственность","Decadencia suprema","Supreme Decadence","至高．頹廢",[4],[8992],1,1,0,0,0,0,0,0,0,100,1,0,0,"You may find that having is less pleasing a thing than wanting.","À vos yeux, posséder quelque chose est moins délicieux que de le désirer.","Ihr werdet vielleicht feststellen, dass die Gier nach etwas erfüllender ist als der eigentliche Besitz.","持つことよりも欲すことの方が心地よいこともある。","원하는 것을 가졌음에도 희락의 갈구는 계속되는가.","Você perceberá que ter é uma coisa menos prazerosa do que querer.","Ты можешь обнаружить, что иметь не так приятно, как желать.","Es posible que notes que tener es menos placentero que querer.","บางทีเจ้าอาจพบว่าการมีมากแล้วก็ไม่สุขใจเท่าความอยาก","你可能會發現擁有東西，不如想要那般令人愉悅。","Art/2DArt/SkillIcons/passives/SupremeDecadence.dds",[],0,100
106,"eternal_keystone_2",5,"Supreme Grandstanding","Tribune suprême","Überlegene Selbstdarstellung","スプリームグランドスタンディング","과시의 정점","Soberba Suprema","Величайшее тщеславие","Grandiosidad suprema","Supreme Grandstanding","至高．譁眾",[4],[8813],1,1,0,0,0,0,0,0,0,100,2,0,0,"Your fiery passion inspires everyone around you - especially your foes.","Votre passion ardente inspire ceux qui vous entourent — vos ennemis en particulier.","Eure feurige Leidenschaft inspiriert alle um Euch herum – insbesondere Eure Feinde.","其方の燃え上がる熱情は周りの者、そして特に敵を激励する。","그대의 끝없는 과시가 주변 모두에 이어, 적들까지 고취시키는구나.","Sua paixão ardente inspira todos ao seu redor - especialmente seus inimigos.","Твой пылкий энтузиазм вдохновляет всех вокруг, особенно твоих врагов.","Tu pasión ardiente inspira a todos a tu alrededor: especialmente a tus enemigos.","เปลวไฟอันเร่าร้อนของเจ้าเป็นแรงบันดาลใจให้กับทุกคนรอบกาย โดยเฉพาะศัตรูของเจ้า","你的火熱激情激勵著你身邊的每個人 - 特別是你的敵人。","Art/2DArt/SkillIcons/passives/SupremeGrandstand.dds",[],0,100
107,"eternal_keystone_3",5,"Supreme Ego","Égo suprême","Überlegener Stolz","スプリームエゴ","자만의 정점","Ego Supremo","Величайшее эго","Ego supremo","Supreme Ego","至高．自我",[4],[448],1,1,0,0,0,0,0,0,0,100,3,0,0,"You are the heart of the empire, shining bright so that all are lifted up by your light.\r\nLet none tell you otherwise.","Vous êtes le cœur de l'Empire, brillant de mille feux pour que tous puissent tirer parti de votre lumière.\r\nNe laissez personne vous dire le contraire.","Ihr seid die Sonne des Kaiserreichs, die allen den Weg erhellt. \r\nLasst Euch von niemandem etwas anderes erzählen.","其方は帝国の心だ。その輝きで皆を持ち上げる。\r\n他の者が何と言おうともな。","제국의 심장이며 그 빛으로 여타의 모든 것을 지탱하는 이여.\r\n말에 있어 한치의 여지도 두지 말지어다.","Você é o coração do império, brilhando para que todos sejam enaltecidos por sua luz. Não deixe que ninguém diga o contrário.","Ты - сердце империи, сияющее так ярко, что твой свет возвышает всё. Никому не позволяй говорить иначе.","Tú eres el corazón del imperio, resplandeciente para que todos sean iluminados por tu luz.\r\nNo dejes que nadie te diga lo contrario.","เจ้าคือหัวใจของจักรวรรดิ สว่างไสวช่วยเหลือทุกคนที่ได้รับแสงนำ อย่าให้ใครได้บอกเจ้าเป็นอื่น","你是帝國的核心，閃耀著光芒，所有人都被你的光芒啟發。別讓人引導你。","Art/2DArt/SkillIcons/passives/SupremeEgo.dds",[],0,0
