"rownum","Id","SoundFile","SoundFile_2D","bool_24","string_25"
429,"SanctumLeagueMapOpen","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/MapOpen.ogg","",""
430,"SanctumLeagueEndRun","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/EndRun.ogg","",""
431,"SanctumLeagueRelicAltarOpen","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/RelicAltarOpen.ogg","",""
432,"SanctumLeagueHoverUI","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Hover.ogg","",""
433,"SanctumLeagueOfferOpen","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/OfferClick.ogg","",""
434,"SanctumLeaguePactOpen","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/PactClick.ogg","",""
435,"SanctumLeagueMerchantOpen","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/MerchantClick.ogg","",""
436,"SanctumLeagueMerchantPurchase","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/MerchantPurchase.ogg","",""
437,"SanctumLeagueMapRoomSelect","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/MapRoomSelect.ogg","",""
438,"SanctumLeagueMapRoomSelectFinal","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/MapRoomSelectFinal.ogg","",""
439,"SanctumRelic1Med","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Med.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Med.ogg2d","",""
440,"SanctumRelic1Lrg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Lrg.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Lrg.ogg2d","",""
441,"SanctumRelic1Book","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Book1.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Book1.ogg2d","",""
442,"SanctumRelic1BookChain","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Book2.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Book2.ogg2d","",""
443,"SanctumRelic1Hollow","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Hollow.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Hollow.ogg2d","",""
444,"SanctumRelic1Parchment","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Parch.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicA_Parch.ogg2d","",""
445,"SanctumRelic2ChainedLrg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicB_ChainedLrg.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicB_ChainedLrg.ogg2d","",""
446,"SanctumRelic2ChainedSml","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicB_ChainedSml.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicB_ChainedSml.ogg2d","",""
447,"SanctumRelicPlayerItems","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicC_Sml.ogg","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/Relics/RelicC_Sml.ogg2d","",""
448,"SanctumLeagueOfferConfirm","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/OfferConfirm.ogg","",""
449,"SanctumLeaguePactAccept","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/PactAccept.ogg","",""
450,"SanctumRelicLockerButton","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/RelicLockerButton.ogg","",""
451,"OlrothsResolveStart","","Audio/Sound Effects/Microtransactions/OlrothsResolve/Start.ogg","",""
452,"OlrothsResolveEnd","","Audio/Sound Effects/Microtransactions/OlrothsResolve/End.ogg","",""
453,"SanctumRelicConfirmButton","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/RelicConfirm.ogg","",""
454,"SanctumLeagueBoonsUI","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/IconsBoons.off","",""
455,"SanctumLeagueAfflictionsUI","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/IconsAfflictions.ogg","",""
456,"SanctumProgressionBanner","","Audio/Sound Effects/UI/4.0/Ascendancy/SekhemaTrials/ProgressionBanner.ogg","",""
457,"GoldCoinDrop","Audio/Sound Effects/ItemSounds/4.0/General/GoldCoin/GoldCoinDrop.ogg","Audio/Sound Effects/ItemSounds/4.0/General/GoldCoin/GoldCoinPickUp.ogg2d","",""
458,"CrucibleChannelStart","","Audio/Sound Effects/UI/Crucible/Crucible_ChannelStart.ogg","",""
459,"CrucibleChannelLoop","","Audio/Sound Effects/UI/Crucible/Crucible_ChannelLoop.ogg","",""
460,"CrucibleChannelEnd","","Audio/Sound Effects/UI/Crucible/Crucible_ChannelEnd.ogg","",""
461,"CruciblePopup","","Audio/Sound Effects/UI/Crucible/Crucible_Popup.ogg","",""
462,"CruciblePopupFade","","Audio/Sound Effects/UI/Crucible/Crucible_PopupFade.ogg","",""
463,"CrucibleMouseOver","","Audio/Sound Effects/UI/Crucible/Crucible_MouseOver.ogg","",""
464,"CrucibleWeaponSelect","","Audio/Sound Effects/UI/Crucible/Crucible_WeaponSelect.ogg","",""
465,"CrucibleBack","","Audio/Sound Effects/UI/Crucible/Crucible_Back.ogg","",""
466,"CrucibleInventoryPopupOpen","Audio/Sound Effects/UI/Crucible/Crucible_InventoryPopupOpen.ogg","Audio/Sound Effects/UI/Crucible/Crucible_InventoryPopupOpen.ogg","",""
467,"CrucibleInventoryPopup","","Audio/Sound Effects/UI/Crucible/Crucible_InventoryPopup.ogg","",""
468,"CrucibleForge","Audio/Sound Effects/UI/Crucible/Crucible_Forge.ogg","Audio/Sound Effects/UI/Crucible/Crucible_Forge.ogg","",""
469,"CrucibleGeode","Audio/Sound Effects/UI/Crucible/Crucible_GeodeDrop.ogg","Audio/Sound Effects/UI/Crucible/Crucible_GeodeMove.ogg2d","",""
470,"CrucibleGeodeUse","","Audio/Sound Effects/UI/Crucible/Crucible_GeodeUse.ogg2d","",""
471,"CrucibleWeaponPlace","Audio/Sound Effects/UI/Crucible/Crucible_WeaponPlace.ogg","Audio/Sound Effects/UI/Crucible/Crucible_WeaponPlace.ogg","",""
472,"CrucibleForgeButton","Audio/Sound Effects/UI/Crucible/Crucible_ForgeButton.ogg","Audio/Sound Effects/UI/Crucible/Crucible_ForgeButton.ogg","",""
473,"CrucibleUniqueForge","Audio/Sound Effects/UI/Crucible/Crucible_UniqueForge.ogg","Audio/Sound Effects/UI/Crucible/Crucible_UniqueForge.ogg","",""
474,"CrucibleForgePopup","Audio/Sound Effects/UI/Crucible/Crucible_ForgePopup.ogg","Audio/Sound Effects/UI/Crucible/Crucible_ForgePopup.ogg","",""
475,"AtlasPassiveTreeSelectGateway","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Gateway/AtlasPassiveSelectGateway.ogg","",""
476,"AtlasPassiveTreeGatewayConfirm","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Gateway/AtlasPassiveGatewayConfirm.ogg","",""
477,"AtlasPassiveTreeGatewayHoverLeft","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Gateway/AtlasPassiveGatewayHoverLeft.ogg","",""
478,"AtlasPassiveTreeGatewayHoverRight","","Audio/Sound Effects/UI/Atlas/AtlasPassiveTree/Gateway/AtlasPassiveGatewayHoverRight.ogg","",""
479,"ScoutingReport","Audio/Sound Effects/ItemSounds/ScoutingReport/ScoutingReport.ogg","Audio/Sound Effects/ItemSounds/ScoutingReport/ScoutingReport.ogg2d","",""
480,"UseScoutingReport","","Audio/Sound Effects/ItemSounds/ScoutingReport/UseScoutingReport.ogg2d","",""
481,"MobileAtlasMapComplete","","Audio/Sound Effects/UI/Mobile/RewardScreen/MapComplete.ogg2d","",""
482,"MobileSkillGemLvlUp","","Audio/Sound Effects/UI/Mobile/RewardScreen/SkillGemLevelUp.ogg2d","",""
483,"MobileMapFogClear","","Audio/Sound Effects/UI/Mobile/RewardScreen/FogOfWarClearing.ogg2d","",""
484,"QuestMapUIClick","Audio/Sound Effects/Gameplay/4.0/Progression/QuestInfo/QuestClick.ogg","","",""
485,"QuestMapUIText","Audio/Sound Effects/Gameplay/4.0/Progression/QuestInfo/QuestTextWhoosh.ogg","","",""
486,"QuestMapActClick","","Audio/Sound Effects/Gameplay/4.0/Progression/QuestInfo/Act/QuestActClick.ogg","",""
487,"MobileLevelUpDing","","Audio/Sound Effects/UI/Mobile/RewardScreen/LevelUpDing.ogg2d","",""
488,"MobileLevelUpProgBar","","Audio/Sound Effects/UI/Mobile/RewardScreen/LevelUpProgBar.ogg2d","",""
489,"AddEquipmentSocketOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Artificers_AddEquipmentSocketSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
490,"UpgradeToRareOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Alchemy_UpgradeToRareSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
491,"RerollMagicOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Alteration_RerollMagicSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
492,"RemoveModOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Annulment_RemoveModSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
493,"AddModToMagicOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Augmentation_AddModToMagicSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
494,"RerollRareOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Chaos_RerollRareSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
495,"ModValuesOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Divine_ModValuesSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
496,"AddModToRareOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Exalted_AddModToRareSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
497,"UpgradeMagicToRareOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Regal_UpgradeMagicToRareSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
498,"ConvertToNormalOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Scouring_ConvertToNormalSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
499,"UpgradeToMagicOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Transmutation_UpgradeToMagicSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
500,"CorruptOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Vaal_CorruptSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
501,"DuplicateOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Mirror_DuplicateSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
502,"UpgradeRandomlyOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Chance_UpgradeRandomlySG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
503,"GemQualityOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_GemcuttersPrism_GemQualitySG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
504,"MagicQualityOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_ArcanistsEtcher_MagicQualitySG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
505,"AddSocket3OrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_JewellersLesser_AddSocket3SG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
506,"AddSocket4OrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Jewellers_AddSocket4SG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
507,"AddSocket5OrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_JewellersGreater_AddSocket5SG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
508,"WeaponQualityOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Whetstone_WeaponQualitySG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
509,"ArmourQualityOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_Armourers_ArmourQualitySG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
510,"FractureRareOrbDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbDrop_FracturingOrb_FractureRareSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbInteract.ogg2d","",""
511,"FractureRareOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_FracturingOrb_FractureRare.ogg2d","",""
512,"AddSocket3OrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_JewellersLesser_AddSocket3.ogg2d","",""
513,"AddSocket4OrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Jewellers_AddSocket4.ogg2d","",""
514,"AddSocket5OrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_JewellersGreater_AddSocket5.ogg2d","",""
515,"GemQualityOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_GemcuttersPrism_GemQuality.ogg2d","",""
516,"MagicQualityOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_ArcanistsEtcher_MagicQuality.ogg2d","",""
517,"CorruptOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Vaal_Corrupt.ogg2d","",""
518,"RemoveModOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Annulment_RemoveMod.ogg2d","",""
519,"AddModToRareOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Exalted_AddModToRare.ogg2d","",""
520,"ConvertToNormalOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Scouring_ConvertToNormal.ogg2d","",""
521,"UpgradeToRareOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Alchemy_UpgradeToRare.ogg2d","",""
522,"ArmourQualityOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Armourers_ArmourQuality.ogg2d","",""
523,"WeaponQualityOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Whetstone_WeaponQuality.ogg2d","",""
524,"UpgradeRandomlyOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Chance_UpgradeRandomly.ogg2d","",""
525,"DuplicateOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_MirrorOfKalandra_Duplicate.ogg2d","",""
526,"UpgradeMagicToRareOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Regal_UpgradeMagicToRare.ogg2d","",""
527,"UpgradeToMagicOrbUse","","Audio/Sound Effects/ItemSounds/4.0/Currency/Orbs/OrbUse_Transmutation_UpgradeToMagic.ogg2d","",""
528,"UpgradeToRareShardDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardDrop_Alchemy_UpgradeToRareSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardInteract.ogg2d","",""
529,"ReRollMagicShardDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardDrop_Alteration_RerollMagicSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardInteract.ogg2d","",""
530,"RemoveModShardDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardDrop_Annulment_RemoveModSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardInteract.ogg2d","",""
531,"UpgradeToMagicShardDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardDrop_Transmutation_UpgradeToMagicSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardInteract.ogg2d","",""
532,"UpgradeMagicToRareShardDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardDrop_Regal_UpgradeMagicToRareSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardInteract.ogg2d","",""
533,"FractureRareShardDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardDrop_FracturingOrb_FractureRareSG","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardInteract.ogg2d","",""
534,"UpgradeRandomlyShardDrop","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardDrop_Chance_UpgradeRandomlySG","Audio/Sound Effects/ItemSounds/4.0/Currency/Shards/ShardInteract.ogg2d","",""
535,"FourMetalArmour","Audio/Sound Effects/ItemSounds/4.0/Equipment/Armour/ArmourMetal/ArmourMetal_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Armour/ArmourMetal/ArmourMetal_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Armour/ArmourMetal/ArmourMetal_Equip.ogg2d"
536,"FourOneHandSword","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Swords/OneHandSword_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Swords/OneHandSword_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Swords/OneHandSword_Equip.ogg2d"
537,"FourTwoHandSword","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Swords/TwoHandSword_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Swords/TwoHandSword_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Swords/TwoHandSword_Equip.ogg2d"
538,"FourWoodenStaff","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Staves/WoodenStaff_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Staves/WoodenStaff_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Staves/WoodenStaff_Equip.ogg2d"
539,"FourSteelStaff","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Staves/SteelStaff_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Staves/SteelStaff_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Staves/SteelStaff_Equip.ogg2d"
540,"FourOneHandAxe","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Axes/OneHandAxe_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Axes/OneHandAxe_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Axes/OneHandAxe_Equip.ogg2d"
541,"FourTwoHandAxe","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Axes/TwoHandAxe_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Axes/TwoHandAxe_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Axes/TwoHandAxe_Equip.ogg2d"
542,"FourSceptreDrop","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Sceptres/Sceptre_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Sceptres/Sceptre_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Sceptres/Sceptre_Equip.ogg2d"
543,"FourOneHandMaceWood","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/OneHandMaceWood_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/OneHandMaceWood_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/OneHandMaceWood_Equip.ogg2d"
544,"FourOneHandMaceSteel","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/OneHandMaceSteel_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/OneHandMaceSteel_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/OneHandMaceSteel_Equip.ogg2d"
545,"FourTwoHandMaceWood","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/TwoHandMaceWood_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/TwoHandMaceWood_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/TwoHandMaceWood_Equip.ogg2d"
546,"FourTwoHandMaceSteel","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/TwoHandMaceSteel_Drop.ogg","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/TwoHandMaceSteel_Move.ogg2d","","Audio/Sound Effects/ItemSounds/4.0/Equipment/Weapons/Maces/TwoHandMaceSteel_Equip.ogg2d"
547,"MobileHoverItemOn","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/HoverItemOn.ogg2d","",""
548,"MobileHoverGemOn","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/HoverGemOn.ogg2d","",""
549,"MobileHoverRubbish","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/HoverRubbish.ogg2d","",""
550,"MobileAscendencyUnlock","","Audio/Sound Effects/UI/Mobile/RewardScreen/AscendencyUnlocked.ogg2d","",""
551,"MobileAscensionSelect","","Audio/Sound Effects/UI/Mobile/RewardScreen/AscensionSelected.ogg2d","",""
552,"MobileLevelUpFin","","Audio/Sound Effects/UI/Mobile/RewardScreen/LevelUpFin.ogg2d","",""
553,"MobileTextUpdate","","Audio/Sound Effects/UI/Mobile/RewardScreen/TextUpdateFire.ogg2d","",""
554,"MobileStatsPanelTab","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/PanelTab_Stats.ogg2d","",""
555,"MobileSkillsPanelTab","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/PanelTab_Skills.ogg2d","",""
556,"MobileInventoryPanelTab","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/PanelTab_Inventory.ogg2d","",""
557,"MobileEquipPanelTab","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/PanelTab_Equip.ogg2d","",""
558,"MobilePanelSlideInventory","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/PanelSlideInventory.ogg2d","",""
559,"MobileSettingsButton","","Audio/Sound Effects/UI/Mobile/General/ButtonSettings.ogg2d","",""
560,"MobileSkillTreeHudButton","","Audio/Sound Effects/UI/Mobile/HUD/Hud_SkillTree_Button.ogg2d","",""
561,"MobileAchievementPanelTab","","Audio/Sound Effects/UI/Mobile/General/MobileClick_1down.ogg2d","",""
562,"MobileMapButton","","Audio/Sound Effects/UI/Mobile/General/MobileClick_3down.ogg2d","",""
563,"MobileChatBoxClick","","Audio/Sound Effects/UI/Mobile/General/MobileClick_1down.ogg2d","",""
564,"MobileStartGame","","Audio/Sound Effects/Gameplay/Mobile/MobileStartGame.ogg2d","",""
565,"MobileConfirmCharacter","","Audio/Sound Effects/Gameplay/Mobile/MobilePlayGame.ogg2d","",""
566,"MobileMemoryFragmentCollect","","Audio/Sound Effects/UI/Mobile/General/MobileClick_1down.ogg2d","",""
567,"MobileAtlasExplore","","Audio/Sound Effects/UI/Mobile/General/MobileClick_2down.ogg2d","",""
568,"MobileAtlasOpen","","Audio/Sound Effects/UI/Mobile/General/MobileClick_2down.ogg2d","",""
569,"MobileAtlasMapActivate","","Audio/Sound Effects/UI/Mobile/General/MobileClick_2down.ogg2d","",""
570,"MobileClickDown","","Audio/Sound Effects/UI/Mobile/General/M_ClickDown.ogg2d","",""
571,"MobileClickUp","","Audio/Sound Effects/UI/Mobile/General/M_ClickUp.ogg2d","",""
572,"MobileBackButton","","Audio/Sound Effects/UI/Mobile/General/ButtonBack.ogg2d","",""
573,"MobileCosmeticsButton","","Audio/Sound Effects/UI/Mobile/PanelTab/Inventory/PanelTab_Cosmetics.ogg2d","",""
574,"MobileMTXHudButton","","Audio/Sound Effects/UI/Mobile/HUD/Hud_MTX_Button.ogg2d","",""
575,"MobileHUDFriendOnline","","Audio/Sound Effects/UI/Mobile/PanelTab/Social/FriendOnline.ogg2d","",""
576,"MobileHUDFriendOffline","","Audio/Sound Effects/UI/Mobile/PanelTab/Social/FriendOffline.ogg2d","",""
577,"MobileSocialHudButton","","Audio/Sound Effects/UI/Mobile/HUD/HudSocialButton.ogg2d","",""
578,"MobileUI_Click1Down","","Audio/Sound Effects/UI/Mobile/General/MobileClick_1down.ogg2d","",""
579,"MobileUI_Click1Up","","Audio/Sound Effects/UI/Mobile/General/MobileClick_1up.ogg2d","",""
580,"MobileUI_Click2Down","","Audio/Sound Effects/UI/Mobile/General/MobileClick_2down.ogg2d","",""
581,"MobileUI_Click2Up","","Audio/Sound Effects/UI/Mobile/General/MobileClick_2up.ogg2d","",""
582,"MobileUI_Click3Down","","Audio/Sound Effects/UI/Mobile/General/MobileClick_3down.ogg2d","",""
583,"MobileUI_Click3Up","","Audio/Sound Effects/UI/Mobile/General/MobileClick_3up.ogg2d","",""
584,"MobileLegacyClick1Down","","Audio/Sound Effects/UI/Mobile/General/MClick1down.ogg2d","",""
585,"MobileLegacyClick1Up","","Audio/Sound Effects/UI/Mobile/General/MClick1up.ogg2d","",""
586,"MobileLegacyClick2Down","","Audio/Sound Effects/UI/Mobile/General/MClick2down.ogg2d","",""
587,"MobileLegacyClick2Up","","Audio/Sound Effects/UI/Mobile/General/MClick2up.ogg2d","",""
588,"MobileLegacyClick3Down","","Audio/Sound Effects/UI/Mobile/General/MClick3down.ogg2d","",""
589,"MobileLegacyClick3Up","","Audio/Sound Effects/UI/Mobile/General/MClick3up.ogg2d","",""
590,"MobileInventoryHudButton","","Audio/Sound Effects/UI/Mobile/HUD/HudInventoryButton.ogg2d","",""
