"rownum","Id","Animation","i32_24","i32_28","Stats"
576,"earthquake_impact_lite",[6575],1,13,""
577,"earthquake_crack_lite",[6590],1,13,""
578,"earthquake_impact_shockwave_lite",[6577],1,13,""
579,"earthquake_timed_explosion_lite",[6591],1,13,""
580,"earthquake_spikes_lite","[6592,6593,6594,6595]",1,13,""
581,"earthquake_impact",[9260],1,14,""
582,"earthquake_crack",[9261],1,14,""
583,"earthquake_impact_shockwave",[9262],1,14,""
584,"earthquake_timed_explosion",[9263],1,14,""
585,"earthquake_spikes","[9264,9265,9266,9267]",1,14,""
586,"earthquake_crack_ancestral",[9268],1,14,11094
587,"earthquake_impact_shockwave_ancestral",[9269],1,14,11094
588,"earthquake_timed_explosion_ancestral",[9270],1,14,11094
589,"earthquake_spikes_ancestral","[9271,9272,9273,9274]",1,14,11094
590,"earthquake_crack_lite",[9275],1,14,""
591,"earthquake_impact_shockwave_lite",[9262],1,14,""
592,"earthquake_timed_explosion_lite",[9276],1,14,""
593,"earthquake_spikes_lite","[9277,9278,9279,9280]",1,14,""
594,"earthshatter_impact",[1299],1,0,""
595,"earthshatter_impact",[5164],1,1,""
596,"earthshatter_impact",[6918],1,2,""
597,"earthshatter_impact_exerted",[6926],1,2,""
598,"earthshatter_explosion",[4064],1,0,""
599,"earthshatter_explosion",[5162],1,1,""
600,"earthshatter_explosion",[6916],1,2,""
601,"earthshatter_crack",[4052],3,0,""
602,"earthshatter_crack","[5156,5157,5158]",1,1,""
603,"earthshatter_crack","[6908,6909,6910,6911]",1,2,""
604,"earthshatter_crack_start",[4056],3,0,""
605,"earthshatter_crack_end",[4057],3,0,""
606,"earthshatter_spike",[4132],3,0,""
607,"earthshatter_spike","[5166,5167,5168]",3,1,""
608,"earthshatter_spike","[6920,6921]",3,2,""
609,"earthshatter_spike_exerted","[6924,6925]",1,2,""
610,"earthshatter_impact_ancestral",[4067],1,0,11094
611,"earthshatter_impact_ancestral",[5165],1,1,11094
612,"earthshatter_impact_ancestral",[6919],1,2,11094
613,"earthshatter_explosion_ancestral",[4065],1,0,11094
614,"earthshatter_explosion_ancestral",[5163],1,1,11094
615,"earthshatter_explosion_ancestral",[6917],1,2,11094
616,"earthshatter_crack_ancestral",[4058],1,0,11094
617,"earthshatter_crack_ancestral","[5159,5160,5161]",1,1,11094
618,"earthshatter_crack_ancestral","[6912,6913,6914,6915]",1,2,11094
619,"earthshatter_spike_ancestral",[4135],3,0,11094
620,"earthshatter_spike_ancestral","[5169,5170,5171]",3,1,11094
621,"earthshatter_spike_ancestral","[6922,6923]",3,2,11094
622,"earthshatter_crack_start_ancestral",[4062],3,0,11094
623,"earthshatter_crack_end_ancestral",[4063],3,0,11094
624,"earthshatter_impact",[9420],1,3,""
625,"earthshatter_explosion",[9418],1,3,""
626,"earthshatter_crack",[9412],1,3,""
627,"earthshatter_spike",[9422],3,3,""
628,"earthshatter_impact_ancestral",[9421],1,3,11094
629,"earthshatter_explosion_ancestral",[9419],1,3,11094
630,"earthshatter_crack_ancestral",[9415],1,3,11094
631,"earthshatter_spike_ancestral",[9423],3,3,11094
632,"earthshatter_spike_emerge_impact",[9424],1,3,""
633,"earthshatter_spike_emerge_impact_ancestral",[9425],1,3,""
634,"earthshatter_crack_start",[9413],3,3,""
635,"earthshatter_crack_end",[9414],3,3,""
636,"earthshatter_crack_start_ancestral",[9416],3,3,11094
637,"earthshatter_crack_end_ancestral",[9417],3,3,11094
638,"ground_slam_impact",[372],1,0,""
639,"ground_slam_impact",[378],1,1,""
640,"ground_slam_impact",[556],1,2,""
641,"ground_slam_impact",[1123],1,3,""
642,"ground_slam_impact",[1197],1,4,""
643,"ground_slam_impact",[372],1,6,""
644,"ground_slam_impact",[5745],1,7,""
645,"ground_slam_impact",[6407],1,9,""
646,"ground_slam_impact",[6423],1,10,""
647,"ground_slam_clusters","[2130,2131,2132,2133]",1,0,""
648,"ground_slam_spikes","[375,376,377]",1,1,""
649,"ground_slam_spikes","[553,554,555]",1,2,""
650,"ground_slam_spikes","[1120,1121,1122]",1,3,""
651,"ground_slam_spikes","[1199,1200,1201]",1,4,""
652,"ground_slam_spikes","[1274,1275,1276,1277,1278]",1,5,""
653,"ground_slam_spikes","[369,370,371]",1,6,""
654,"ground_slam_clusters","[5746,5747,5748,5749]",1,7,""
655,"ground_slam_spikes","[5948,5949,5950,5951,5952]",1,8,""
656,"ground_slam_clusters","[6408,6409,6410,6411]",1,9,""
657,"ground_slam_clusters","[6424,6425,6426,6427]",1,10,""
658,"ground_slam_impact_ancestral",[4093],1,0,11094
659,"ground_slam_impact_ancestral",[5755],1,7,11094
660,"ground_slam_impact_ancestral",[6417],1,9,11094
661,"ground_slam_impact_ancestral",[6433],1,10,11094
662,"ground_slam_clusters_ancestral","[4094,4095,4096,4097]",1,0,11094
663,"ground_slam_clusters_ancestral","[5756,5757,5758,5759]",1,7,11094
664,"ground_slam_clusters_ancestral","[6419,6420,6421,6422]",1,9,11094
665,"ground_slam_clusters_ancestral","[6435,6436,6437,6438]",1,10,11094
666,"ice_crash_primary",[580],1,0,""
667,"ice_crash_primary",[4452],1,1,""
668,"ice_crash_secondary",[514],1,0,""
669,"ice_crash_secondary",[4450],1,1,""
670,"ice_crash_tertiary",[515],1,0,""
671,"ice_crash_tertiary",[4451],1,1,""
672,"ice_crash_primary_lite",[4319],1,0,""
673,"ice_crash_primary_lite",[4458],1,1,""
674,"ice_crash_secondary_lite",[4317],1,0,""
675,"ice_crash_secondary_lite",[4456],1,1,""
676,"ice_crash_tertiary_lite",[4318],1,0,""
677,"ice_crash_tertiary_lite",[4457],1,1,""
678,"ice_crash_primary_ancestral",[4241],1,0,11094
679,"ice_crash_primary_ancestral",[4453],1,1,11094
680,"ice_crash_secondary_ancestral",[4242],1,0,11094
681,"ice_crash_secondary_ancestral",[4454],1,1,11094
682,"ice_crash_tertiary_ancestral",[4243],1,0,11094
683,"ice_crash_tertiary_ancestral",[4455],1,1,11094
684,"leap_slam_leave_ground",[3085],1,10,""
685,"leap_slam_leave_ground",[3086],1,12,""
686,"leap_slam_leave_ground",[2943],1,19,""
687,"leap_slam_leave_ground",[3086],1,21,""
688,"leap_slam_leave_ground",[3393],1,22,""
689,"leap_slam_leave_ground",[3832],1,27,""
690,"leap_slam_leave_ground",[4104],1,30,""
691,"leap_slam_leave_ground",[4159],1,32,""
692,"leap_slam_leave_ground",[4173],1,33,""
693,"leap_slam_leave_ground",[4194],1,34,""
694,"leap_slam_leave_ground",[6228],1,37,""
695,"leap_slam_hit_ground",[440],1,0,""
696,"leap_slam_hit_ground",[441],1,1,""
697,"leap_slam_hit_ground",[442],1,2,""
698,"leap_slam_hit_ground",[440],1,3,""
699,"leap_slam_hit_ground",[583],1,4,""
700,"leap_slam_hit_ground",[755],1,5,""
701,"leap_slam_hit_ground",[964],1,6,""
702,"leap_slam_hit_ground",[998],1,7,""
703,"leap_slam_hit_ground",[1027],1,8,""
704,"leap_slam_hit_ground",[1555],1,9,""
705,"leap_slam_hit_ground",[1834],1,10,""
706,"leap_slam_hit_ground",[1953],1,11,""
707,"leap_slam_hit_ground",[440],1,12,""
708,"leap_slam_hit_ground",[2148],1,13,""
709,"leap_slam_hit_ground",[2351],1,14,""
710,"leap_slam_hit_ground",[1834],1,15,""
711,"leap_slam_hit_ground",[2608],1,16,""
712,"leap_slam_hit_ground",[2238],1,17,""
713,"leap_slam_hit_ground",[2906],1,18,""
714,"leap_slam_hit_ground",[2944],1,19,""
715,"leap_slam_hit_ground",[3016],1,20,""
716,"leap_slam_hit_ground",[3087],1,21,""
717,"leap_slam_hit_ground",[3394],1,22,""
718,"leap_slam_hit_ground",[440],1,23,""
719,"leap_slam_hit_ground",[3398],1,24,""
720,"leap_slam_hit_ground",[3418],1,25,""
721,"leap_slam_hit_ground",[2238],1,26,""
722,"leap_slam_hit_ground",[3833],1,27,""
723,"leap_slam_hit_ground",[3838],1,28,""
724,"leap_slam_hit_ground",[3918],1,29,""
725,"leap_slam_hit_ground",[4103],1,30,""
726,"leap_slam_hit_ground",[4105],1,31,""
727,"leap_slam_hit_ground",[4158],1,32,""
728,"leap_slam_hit_ground",[4172],1,33,""
729,"leap_slam_hit_ground",[4193],1,34,""
730,"leap_slam_hit_ground",[4606],1,35,""
731,"leap_slam_hit_ground",[4691],1,36,""
732,"leap_slam_hit_ground",[6227],1,37,""
733,"leap_slam_hit_ground",[6439],1,38,""
734,"leap_slam_hit_ground",[5327],1,1001,""
735,"leap_slam_hit_ground",[5543],1,1002,""
736,"leap_slam_hit_ground",[10148],1,1003,""
737,"leap_slam_leave_ground_ancestral",[2238],1,0,11094
738,"leap_slam_leave_ground_ancestral",[4349],1,10,11094
739,"leap_slam_leave_ground_ancestral",[2238],1,19,11094
740,"leap_slam_leave_ground_ancestral",[3086],1,21,11094
741,"leap_slam_leave_ground_ancestral",[4345],1,22,11094
742,"leap_slam_leave_ground_ancestral",[2238],1,25,11094
743,"leap_slam_leave_ground_ancestral",[2238],1,38,11094
744,"leap_slam_hit_ground_ancestral",[4021],1,0,11094
745,"leap_slam_hit_ground_ancestral",[4348],1,10,11094
746,"leap_slam_hit_ground_ancestral",[4021],1,19,11094
747,"leap_slam_hit_ground_ancestral",[4347],1,21,11094
748,"leap_slam_hit_ground_ancestral",[4346],1,22,11094
749,"leap_slam_hit_ground_ancestral",[4344],1,25,11094
750,"leap_slam_hit_ground_ancestral",[6439],1,38,11094
751,"leap_slam_male_audio_ancestral",[4155],1,0,11094
752,"leap_slam_male_audio_ancestral",[4155],1,10,11094
753,"leap_slam_male_audio_ancestral",[4155],1,19,11094
754,"leap_slam_male_audio_ancestral",[4155],1,21,11094
755,"leap_slam_male_audio_ancestral",[4155],1,22,11094
756,"leap_slam_male_audio_ancestral",[4155],1,25,11094
757,"leap_slam_male_audio_ancestral",[4155],1,38,11094
758,"leap_slam_female_audio_ancestral",[4321],1,0,11094
759,"leap_slam_female_audio_ancestral",[4321],1,10,11094
760,"leap_slam_female_audio_ancestral",[4321],1,19,11094
761,"leap_slam_female_audio_ancestral",[4321],1,21,11094
762,"leap_slam_female_audio_ancestral",[4321],1,22,11094
763,"leap_slam_female_audio_ancestral",[4321],1,25,11094
764,"leap_slam_female_audio_ancestral",[4321],1,38,11094
765,"perforate_blood_spike",[2981],1,0,""
766,"perforate_blood_impact",[2983],1,0,""
767,"perforate_sand_spike",[2982],1,0,""
768,"perforate_sand_centre_impact",[2985],1,0,""
769,"perforate_blood_centre_impact",[2984],1,0,""
770,"perforate_blood_spike_ancestral",[2976],1,0,11094
771,"perforate_blood_impact_ancestral",[2978],1,0,11094
772,"perforate_sand_spike_ancestral",[2977],1,0,11094
773,"perforate_sand_centre_impact_ancestral",[2980],1,0,11094
774,"perforate_blood_centre_impact_ancestral",[2979],1,0,11094
775,"sunder_pulse",[4019],3,0,""
776,"sunder_pulse",[4305],3,1,""
777,"sunder_pulse",[4019],3,5,""
778,"sunder_pulse",[4375],3,6,""
779,"sunder_cascade",[4017],1,0,""
780,"sunder_cascade",[4303],1,1,""
781,"sunder_cascade",[4017],1,5,""
782,"sunder_cascade",[4373],1,6,""
783,"sunder_start",[4018],1,0,""
784,"sunder_start",[4304],1,1,""
785,"sunder_start",[4018],1,5,""
786,"sunder_start",[4374],1,6,""
787,"sunder_pulse_ancestral",[4127],3,0,""
788,"sunder_pulse_ancestral",[4308],3,1,""
789,"sunder_pulse_ancestral",[4127],3,5,""
790,"sunder_pulse_ancestral",[4378],3,6,""
791,"sunder_cascade_ancestral",[4125],1,0,""
792,"sunder_cascade_ancestral",[4306],1,1,""
793,"sunder_cascade_ancestral",[4125],1,5,""
794,"sunder_cascade_ancestral",[4376],1,6,""
795,"sunder_start_ancestral",[4126],1,0,""
796,"sunder_start_ancestral",[4307],1,1,""
797,"sunder_start_ancestral",[4126],1,5,""
798,"sunder_start_ancestral",[4377],1,6,""
799,"sunder_pulse",[9318],3,12,""
800,"sunder_cascade",[9319],1,12,""
801,"sunder_start",[9320],1,12,""
802,"tectonic_slam_core","[1852,1853]",1,0,""
803,"tectonic_slam_core","[1922,1921]",1,1,""
804,"tectonic_slam_core","[4186,4185]",1,2,""
805,"tectonic_slam_core","[4322,4323]",1,3,""
806,"tectonic_slam_edge_crack","[1854,1855,1856,1857]",1,0,""
807,"tectonic_slam_edge_crack","[1924,1923]",1,1,""
808,"tectonic_slam_edge_crack","[4188,4187]",1,2,""
809,"tectonic_slam_edge_crack","[4324,4325,4326,4327]",1,3,""
810,"tectonic_slam_explosion",[1859],1,0,""
811,"tectonic_slam_explosion",[1926],1,1,""
812,"tectonic_slam_explosion",[4189],1,2,""
813,"tectonic_slam_explosion",[4329],1,3,""
814,"tectonic_slam_shockwave",[1858],1,0,""
815,"tectonic_slam_shockwave",[1925],1,1,""
816,"tectonic_slam_shockwave",[4190],1,2,""
817,"tectonic_slam_shockwave",[4328],1,3,""
818,"tectonic_slam_core_ancestral","[4022,4023]",1,0,""
819,"tectonic_slam_core_ancestral","[4337,4338]",1,3,""
820,"tectonic_slam_edge_crack_ancestral","[4024,4025,4026,4027]",1,0,""
821,"tectonic_slam_edge_crack_ancestral","[4339,4340,4341,4342]",1,3,""
822,"tectonic_slam_explosion_ancestral",[4028],1,0,""
823,"tectonic_slam_explosion_ancestral",[4343],1,3,""
824,"tectonic_slam_core_lite","[4252,4253]",1,0,""
825,"tectonic_slam_core_lite","[4330,4331]",1,3,""
826,"tectonic_slam_edge_crack_lite","[4254,4255,4256,4257]",1,0,""
827,"tectonic_slam_edge_crack_lite","[4332,4333,4334,4335]",1,3,""
828,"tectonic_slam_explosion_lite",[4258],1,0,""
829,"tectonic_slam_explosion_lite",[4336],1,3,""
830,"cleave_slash",[2204],1,0,""
831,"cleave_slash",[677],1,1,""
832,"cleave_slash",[3253],1,5,""
833,"cleave_slash",[2204],1,6,""
834,"cleave_impact",[2205],1,0,""
835,"cleave_impact",[2205],1,6,""
836,"cleave_effect",[209],1,1,""
837,"cleave_effect",[1118],1,2,""
838,"cleave_effect",[2926],1,4,""
839,"cleave_sound",[168],1,0,""
840,"cleave_sound",[168],1,1,""
841,"cleave_sound",[168],1,2,""
842,"cleave_sound",[168],1,3,""
843,"cleave_sound",[168],1,4,""
844,"cleave_sound",[168],1,5,""
845,"cleave_sound",[291],1,6,""
846,"vaal_cleave_slash",[7432],1,0,""
847,"vaal_cleave_slash",[677],1,1,""
848,"vaal_cleave_slash",[3253],1,5,""
849,"vaal_cleave_slash",[2204],1,6,""
850,"vaal_cleave_reaper",[7431],1,0,""
851,"vaal_cleave_reaper",[7431],1,1,""
852,"blade_flurry_sound",[174],1,0,""
853,"blade_flurry_sound",[175],1,1,""
854,"blade_flurry_sound",[5854],1,3,""
855,"piety_reverse_cleave_sound",[168],1,0,""
856,"piety_reverse_cleave_sound",[291],1,1,""
857,"purge_hound_whirling_blades_sound",[174],1,0,""
858,"purge_hound_whirling_blades_sound",[175],1,1,""
859,"whirling_leap_sound",[174],1,0,""
860,"whirling_leap_sound",[175],1,1,""
861,"maligaro_blade_flurry_sound",[174],1,0,""
862,"maligaro_blade_flurry_sound",[175],1,1,""
863,"mortar_barrage_mine_explode",[3388],1,0,""
864,"mortar_barrage_mine_explode",[3469],1,1,""
865,"mortar_barrage_mine_explode",[6032],1,2,""
866,"mortar_barrage_mine_impact",[3369],1,0,""
867,"mortar_barrage_mine_impact",[3468],1,1,""
868,"mortar_barrage_mine_impact",[6031],1,2,""
869,"mine_lightning_explosion",[3370],1,0,""
870,"mine_lightning_explosion",[3466],1,1,""
871,"mine_lightning_explosion",[6033],1,2,""
872,"cold_projectile_mine_cast_effect",[3387],1,0,""
873,"cold_projectile_mine_cast_effect",[3467],1,1,""
874,"cold_projectile_mine_cast_effect",[6034],1,2,""
875,"poisonous_concoction_explode_base",[6036],1,0,""
876,"poisonous_concoction_explode_base_wall",[6037],1,0,""
877,"poisonous_concoction_explode_base_lite",[6036],1,0,""
878,"poisonous_concoction_explode_base_wall_lite",[6037],1,0,""
879,"poisonous_concoction_explode_base",[6782],1,1,""
880,"poisonous_concoction_explode_base_wall",[6783],1,1,""
881,"poisonous_concoction_explode_base_lite",[6782],1,1,""
882,"poisonous_concoction_explode_base_wall_lite",[6783],1,1,""
883,"poisonous_concoction_flask",[6071],1,0,""
884,"poisonous_concoction_flask",[6784],1,1,""
885,"poisonous_concoction_debris","[6072,6073,6074,6075]",1,0,""
886,"poisonous_concoction_debris","[6785,6786,6787,6788]",1,1,""
887,"poisonous_concoction_explode_base",[7045],1,2,""
888,"poisonous_concoction_explode_base_wall",[7046],1,2,""
889,"poisonous_concoction_explode_base_lite",[7045],1,2,""
890,"poisonous_concoction_explode_base_wall_lite",[7046],1,2,""
891,"poisonous_concoction_flask",[7047],1,2,""
892,"poisonous_concoction_debris","[7048,7049,7050,7051]",1,2,""
893,"glacial_cascade_effect",[373],1,0,""
894,"glacial_cascade_effect",[374],1,1,""
895,"glacial_cascade_effect",[2212],1,12,""
896,"glacial_cascade_effect",[4590],1,13,""
897,"glacial_cascade_final_effect",[4602],1,0,""
898,"glacial_cascade_final_effect",[4792],1,1,""
899,"glacial_cascade_final_effect",[4793],1,12,""
900,"glacial_cascade_final_effect",[4727],1,13,""
901,"glacial_cascade_lite_effect",[4686],1,0,""
902,"glacial_cascade_lite_final_effect",[4687],1,0,""
903,"glacial_cascade_old_animation",[373],1,0,""
904,"glacial_cascade_old_animation",[374],1,1,""
905,"glacial_cascade_old_animation",[508],1,2,""
906,"glacial_cascade_old_animation","[511,512]",1,3,""
907,"glacial_cascade_old_animation","[540,541]",1,4,""
908,"glacial_cascade_old_animation","[867,868]",1,5,""
909,"glacial_cascade_old_animation",[1006],1,6,""
910,"glacial_cascade_old_animation",[1077],1,7,""
911,"glacial_cascade_old_animation",[1496],1,8,""
912,"glacial_cascade_old_animation",[1497],1,9,""
913,"glacial_cascade_old_animation",[1538],1,10,""
914,"glacial_cascade_old_animation",[1808],1,11,""
915,"glacial_cascade_old_animation",[2212],1,12,""
916,"glacial_cascade_old_animation",[373],1,13,""
917,"glacial_cascade_old_animation",[6021],1,14,""
918,"arc_hit",[2139],1,0,""
919,"arc_hit",[151],1,1,""
920,"arc_hit",[151],1,2,""
921,"arc_hit",[151],1,3,""
922,"arc_hit",[151],1,4,""
923,"arc_hit",[2139],1,5,""
924,"arc_hit",[2141],1,6,""
925,"arc_hit",[2442],1,7,""
926,"arc_hit",[3376],1,9,""
927,"arc_hit",[151],1,11,""
928,"arc_hit",[6039],1,12,""
929,"arc_hit",[6401],1,13,""
930,"arc_hand",[4226],1,0,""
931,"arc_hand",[4226],1,10,""
932,"arc_hand",[4227],1,14,""
933,"arc_ground_hit",[4228],1,0,""
934,"arc_ground_hit",[151],1,1,""
935,"arc_ground_hit",[151],1,2,""
936,"arc_ground_hit",[151],1,3,""
937,"arc_ground_hit",[151],1,4,""
938,"arc_ground_hit",[2139],1,5,""
939,"arc_ground_hit",[2141],1,6,""
940,"arc_ground_hit",[2442],1,7,""
941,"arc_ground_hit",[3376],1,9,""
942,"arc_ground_hit",[4228],1,10,""
943,"arc_ground_hit",[151],1,11,""
944,"arc_ground_hit",[4229],1,14,""
945,"arc_explosion",[8933],1,0,""
946,"arc_explosion",[9513],1,10,""
947,"habinger_of_madness_orb_explosion",[9514],1,0,""
948,"habinger_of_madness_orb_explosion_empowered",[9515],1,0,""
949,"chronomancer_surge",[6077],1,0,""
950,"chronomancer_surge",[6077],1,1,""
951,"flame_wall_cast",[4515],1,0,""
952,"flame_wall_cast",[4902],1,1,""
953,"flame_wall_cast",[5691],1,2,""
954,"flame_wall_cast",[6042],1,3,""
955,"flame_wall_cast",[9135],1,4,""
956,"flame_wall_projectile_buff",[4484],1,0,""
957,"flame_wall_projectile_buff",[4901],1,1,""
958,"flame_wall_projectile_buff",[5690],1,2,""
959,"flame_wall_projectile_buff",[6043],1,3,""
960,"flame_wall_projectile_buff",[9136],1,4,""
961,"flame_wall_cast",[10681],1,5,""
962,"flame_wall_projectile_buff",[10682],1,5,""
963,"plague_bearer_aura_start",[3416],3,0,""
964,"plague_bearer_aura_start",[6044],3,1,""
965,"plague_bearer_aura_start",[6809],3,2,""
966,"plague_bearer_aura_radius",[3358],3,0,""
967,"plague_bearer_aura_radius",[6045],3,1,""
968,"plague_bearer_aura_radius",[6810],3,2,""
969,"plague_bearer_max_poison",[3415],3,0,""
970,"plague_bearer_max_poison",[6046],3,1,""
971,"plague_bearer_max_poison",[6811],3,2,""
972,"plague_bearer_apply",[3414],3,0,""
973,"plague_bearer_apply",[6047],3,1,""
974,"plague_bearer_apply",[6812],3,2,""
975,"storm_brand_attached",[4365],3,0,""
976,"storm_brand_attached",[4370],3,1,""
977,"storm_brand_attached",[6051],3,2,""
978,"storm_brand_detached",[2459],3,0,""
979,"storm_brand_detached",[3338],3,1,""
980,"storm_brand_detached",[6052],3,2,""
981,"storm_brand_recall",[2557],3,0,""
982,"storm_brand_recall",[3343],3,1,""
983,"storm_brand_recall",[6048],3,2,""
984,"storm_brand_activation",[2556],3,0,""
985,"storm_brand_activation",[3342],3,1,""
986,"storm_brand_activation",[6049],3,2,""
987,"storm_brand_impact",[2461],3,0,""
988,"storm_brand_impact",[3340],3,1,""
989,"storm_brand_impact",[6053],3,2,""
990,"armageddon_brand_attached",[4366],3,0,""
991,"armageddon_brand_attached",[6055],3,2,""
992,"armageddon_brand_detached",[2525],3,0,""
993,"armageddon_brand_detached",[6056],3,2,""
994,"armageddon_brand_recall",[2559],3,0,""
995,"armageddon_brand_recall",[6048],3,2,""
996,"armageddon_brand_activation",[2558],3,0,""
997,"armageddon_brand_activation",[6049],3,2,""
998,"armageddon_brand_meteor",[2523],3,0,""
999,"armageddon_brand_meteor",[6057],3,2,""
1000,"armageddon_brand_impact",[2524],3,0,""
1001,"armageddon_brand_impact",[6058],3,2,""
1002,"arcanist_brand_attached",[4367],3,0,""
1003,"arcanist_brand_attached",[6059],3,2,""
1004,"arcanist_brand_detached",[4003],3,0,""
1005,"arcanist_brand_detached",[6060],3,2,""
1006,"arcanist_brand_recall",[4006],3,0,""
1007,"arcanist_brand_recall",[6048],3,2,""
1008,"arcanist_brand_activation",[4005],3,0,""
1009,"arcanist_brand_activation",[6049],3,2,""
1010,"penance_brand_attached",[4368],3,0,""
1011,"penance_brand_attached",[6061],3,2,""
1012,"penance_brand_detached",[4044],3,0,""
1013,"penance_brand_detached",[6062],3,2,""
1014,"penance_brand_recall",[4047],3,0,""
1015,"penance_brand_recall",[6048],3,2,""
1016,"penance_brand_activation",[4046],3,0,""
1017,"penance_brand_activation",[6049],3,2,""
1018,"penance_brand_explosion",[3999],3,0,""
1019,"penance_brand_explosion",[6063],3,2,""
1020,"penance_brand_explosion_big",[4048],3,0,""
1021,"penance_brand_explosion_big",[6064],3,2,""
1022,"winter_brand_attached",[4369],3,0,""
1023,"winter_brand_attached",[6066],3,2,""
1024,"winter_brand_detached",[4150],3,0,""
1025,"winter_brand_detached",[6067],3,2,""
1026,"winter_brand_recall",[4153],3,0,""
1027,"winter_brand_recall",[6048],3,2,""
1028,"winter_brand_nova",[4154],3,0,""
1029,"winter_brand_nova",[6068],3,2,""
1030,"winter_brand_orb",[4177],3,0,""
1031,"winter_brand_orb",[6069],3,2,""
1032,"shield_charge_charge",[3255],1,0,""
1033,"shield_charge_charge",[1316],1,2,""
1034,"shield_charge_charge",[3255],1,3,""
1035,"shield_charge_charge",[5126],1,4,""
1036,"shield_charge_charge",[6079],1,5,""
1037,"shield_charge_impact",[3254],1,0,""
1038,"shield_charge_impact",[3300],1,2,""
1039,"shield_charge_impact",[3254],1,3,""
1040,"shield_charge_impact",[5128],1,4,""
1041,"shield_charge_impact",[6080],1,5,""
1042,"shield_charge_shield_impact",[3257],1,0,""
1043,"shield_charge_shield_impact",[3344],1,2,""
1044,"shield_charge_shield_impact",[3257],1,3,""
1045,"shield_charge_shield_impact",[5129],1,4,""
1046,"shield_charge_shield_impact",[6081],1,5,""
1047,"shield_charge_ground",[905],1,0,""
1048,"shield_charge_ground",[1317],1,2,""
1049,"shield_charge_ground",[905],1,3,""
1050,"shield_charge_ground",[5127],1,4,""
1051,"shield_charge_ground",[6082],1,5,""
1052,"shield_charge_final_nova",[3757],1,0,""
1053,"shield_charge_final_nova",[3758],1,2,""
1054,"shield_charge_final_nova",[3757],1,3,""
1055,"shield_charge_final_nova",[5130],1,4,""
1056,"shield_charge_final_nova",[6083],1,5,""
1057,"shield_charge_kickup",[3256],1,0,""
1058,"shield_charge_kickup",[3256],1,3,""
1059,"shield_charge_kickup",[5139],1,4,""
1060,"shield_charge_kickup",[6084],1,5,""
1061,"shield_charge_no_charge_audio",[3309],1,0,""
1062,"shield_charge_no_charge_audio",[3309],1,2,""
1063,"shield_charge_no_charge_audio",[3309],1,3,""
1064,"shield_charge_no_charge_audio",[3309],1,4,""
1065,"shield_charge_no_charge_audio",[3309],1,5,""
1066,"shield_charge_shield_override",[5131],1,4,""
1067,"shield_charge_shield_override",[6085],1,5,""
1068,"barrage_bow",[3505],1,0,""
1069,"barrage_bow",[3505],1,1,""
1070,"barrage_bow",[3725],1,2,""
1071,"barrage_bow",[318],1,3,""
1072,"barrage_wand",[3595],1,0,""
1073,"barrage_wand",[3595],1,1,""
1074,"barrage_wand",[3725],1,2,""
1075,"barrage_wand",[318],1,3,""
1076,"barrage_fire_bow",[3505],1,0,""
1077,"barrage_fire_bow",[3505],1,1,""
1078,"barrage_fire_bow",[3726],1,2,""
1079,"barrage_fire_bow",[3515],1,3,""
1080,"barrage_fire_wand",[3595],1,0,""
1081,"barrage_fire_wand",[3595],1,1,""
1082,"barrage_fire_wand",[3726],1,2,""
1083,"barrage_fire_wand",[3515],1,3,""
1084,"barrage_pierce_bow",[3506],1,0,""
1085,"barrage_pierce_wand",[3506],1,0,""
1086,"flame_dash",[533],1,0,""
1087,"flame_dash",[1431],1,1,""
1088,"flame_dash",[533],1,2,""
1089,"flame_dash",[1585],1,3,""
1090,"flame_dash",[1608],1,4,""
1091,"flame_dash",[2171],1,5,""
1092,"flame_dash",[2548],1,6,""
1093,"flame_dash",[2950],1,7,""
1094,"flame_dash",[3482],1,8,""
1095,"flame_dash",[3773],1,9,""
1096,"flame_dash",[4001],1,10,""
1097,"flame_dash",[4402],1,11,""
1098,"flame_dash",[6239],1,12,""
1099,"flame_dash",[6489],1,13,""
1100,"flame_dash_ghost_effect",[2951],1,7,""
1101,"virulent_arrow_bloom",[2266],3,0,""
1102,"virulent_arrow_bloom",[2275],3,1,""
1103,"virulent_arrow_bloom",[6292],3,2,""
1104,"virulent_arrow_bloom",[6385],3,3,""
1105,"virulent_arrow_release",[2268],1,0,""
1106,"virulent_arrow_release",[2278],1,1,""
1107,"virulent_arrow_release",[6295],1,2,""
1108,"virulent_arrow_release",[6388],1,3,""
1109,"virulent_arrow_on_max_charges",[2267],1,0,""
1110,"virulent_arrow_on_max_charges",[2279],1,1,""
1111,"virulent_arrow_on_max_charges",[6296],1,2,""
1112,"virulent_arrow_on_max_charges",[6389],1,3,""
1113,"virulent_arrow_base",[2270],1,0,""
1114,"virulent_arrow_base",[2282],1,1,""
1115,"virulent_arrow_base",[6299],1,2,""
1116,"virulent_arrow_base",[6392],1,3,""
1117,"virulent_arrow_pierce_main",[2271],1,0,""
1118,"virulent_arrow_pierce_main",[2276],1,1,""
1119,"virulent_arrow_pierce_main",[6293],1,2,""
1120,"virulent_arrow_pierce_main",[6386],1,3,""
1121,"virulent_arrow_pierce_not_main",[2272],1,0,""
1122,"virulent_arrow_pierce_not_main",[2277],1,1,""
1123,"virulent_arrow_pierce_not_main",[6294],1,2,""
1124,"virulent_arrow_pierce_not_main",[6387],1,3,""
