"rownum","Id","Name","GrantedEffect","GrantedEffectHardmode","GrantedEffect2","GrantedEffect2Hardmode","SupportText","SupportName","GemTags","Consumed_ModsKey","ItemColor"
284,"FireTrapAltX","Fire Trap of Blasting",1988,"","","","","","[20,10,25,4,15,14,0]","",1
285,"FireTrapAltY","[DNT] FireTrapAltY",1989,"","","","","","[20,10,25,4,15,14,0]","",2
286,"VaalFireTrap","",1991,"","","","","","[20,10,25,4,15,14,24,0]","",3
287,"DecoyTotem","",2047,"","","","","","[19,9,25,4,14]","",3
288,"DevouringTotem","",2048,"","","","","","[19,9,25,4]","",3
289,"EtherealKnives","",2095,"","","","","","[10,25,4,5,33]","",3
290,"EtherealKnivesAltX","Ethereal Knives of Lingering Blades",2096,"","","","","","[10,25,4,5,33,15]","",1
291,"EtherealKnivesAltY","Ethereal Knives of the Massacre",2097,"","","","","","[10,25,4,5,33]","",2
292,"BlindSupport","",2128,"","","","Supports any skill that hits enemies.","","[10,16]",13951,3
293,"IceShot","",2130,"","","","","","[10,25,13,5,14,1,6]","",3
294,"IceShotAltX","Ice Shot of Penetration",2131,"","","","","","[10,25,13,5,14,1,6]","",1
295,"IceShotAltY","[DNT] IceShotAltY",2132,"","","","","","[10,25,13,5,14,1,6]","",2
296,"ArcticBreath","",2144,"","","","","","[11,25,4,5,15,14,1]","",3
297,"ArcticBreathAltX","[DNT] ArcticBreathAltX",2145,"","","","","","[11,25,4,5,15,14,1]","",1
298,"ArcticBreathAltY","[DNT] ArcticBreathAltY",2146,"","","","","","[11,25,4,5,15,14,1]","",2
299,"Arc","",2170,"","","","","","[11,25,4,18,2]","",3
300,"ArcAltX","Arc of Surging",2171,"","","","","","[11,25,4,2]","",1
301,"ArcAltY","Arc of Oscillating",2172,"","","","","","[11,25,4,18,2]","",2
302,"VaalArc","",3190,"",2170,"","","","[11,25,4,18,24,2,15]","",3
303,"VaalArcAltX","Vaal Arc",3190,"",2171,"","","","[11,25,4,18,24,2,15]","",1
304,"VaalArcAltY","Vaal Arc",3190,"",2172,"","","","[11,25,4,18,24,2,15]","",2
305,"NewArcticArmour","",2197,"","","","","","[10,25,4,15,1]","",3
306,"ArcticArmour","",2197,"","","","","","[10,25,4,15,1]","",3
307,"VaalArcticArmour","",11324,"",2197,"","","","[10,25,4,15,1,24]","",3
308,"FlameTotem","",2209,"","","","","","[19,9,25,4,5,0,30,33]","",3
309,"FlameTotemAltX","Holy Flame Totem of Ire",2210,"","","","","","[19,9,25,4,5,0,30,33]","",1
310,"FlameTotemAltY","[DNT] FlameTotemAltY",2211,"","","","","","[19,9,25,4,5,0,30,33]","",2
311,"RangedAttackTotemSupport","",2253,"","","","Supports any bow or wand attack skill, causing it to summon a ballista totem that uses the skill for you.","","[6,5,9,16,19]",13972,3
312,"FirePenetrationSupport","",2256,"","","","Supports any skill that hits enemies, making those hits penetrate enemy fire resistance.","","[0,9,16]",13973,3
313,"ColdPenetrationSupport","",2257,"","","","Supports any skill that hits enemies, making those hits penetrate enemy cold resistance.","","[1,10,16]",13922,3
314,"LightningPenetrationSupport","",2258,"","","","Supports any skill that hits enemies, making those hits penetrate enemy lightning resistance.","","[2,11,16]",13974,3
315,"ElementalPenetrationSupport","",2259,"","","","Supports any skill that hits enemies, making those hits penetrate enemy elemental resistances.","","[11,16]",14096,3
316,"ChainSupport","",2260,"","","","Supports projectile skills, and any other skills that chain.","","[10,16,18,5]",13975,3
317,"SplitSupport","",2262,"","","","","","[10,16,5]","",3
318,"ForkSupport","",2263,"","","","Supports projectile skills, making their projectiles fork into two projectiles the first time they hit an enemy and don't pierce it.","","[10,16,5]",13929,3
319,"ReturningProjectilesSupport","",2264,"","","","Supports projectile skills.","","[10,16,5]",14112,3
320,"Flammability","",2265,"","","","","","[11,25,4,14,15,0,17,42]","",3
321,"Frostbite","",2278,"","","","","","[11,25,4,14,15,1,17,42]","",3
322,"Conductivity","",2286,"","","","","","[11,25,4,14,15,2,17,42]","",3
323,"StormBurst","",9652,"","","","","","[14,11,25,4,2,30,15,33]","",3
324,"StormBurstAltX","[DNT] StormBurstAltX",9653,"","","","","","[14,11,25,4,2,30,15,33]","",1
325,"StormBurstAltY","[DNT] StormBurstAltY",9654,"","","","","","[14,11,25,4,2,30,15,33]","",2
326,"Incinerate","",8773,"","","","","","[11,25,4,0,30,14]","",3
327,"IncinerateAltX","Incinerate of Expanse",8774,"","","","","","[11,25,4,0,30,14]","",1
328,"IncinerateAltY","Incinerate of Venting",8775,"","","","","","[11,25,4,0,30,14]","",2
329,"Cyclone","",2382,"","","","","","[10,25,13,14,22,30,33,7]","",3
330,"CycloneAltX","Cyclone of Tumult",2383,"","","","","","[10,25,13,14,22,30,33,7]","",1
331,"CycloneAltY","[DNT] CycloneAltY",2384,"","","","","","[10,25,13,14,22,30,33,7]","",2
332,"VaalCyclone","",2395,"",2382,"","","","[10,25,13,14,15,24,7,22,30,33]","",3
333,"VaalCycloneAltX","Vaal Cyclone",2395,"",2383,"","","","[10,25,13,14,15,24,7,22,30,33]","",1
334,"VaalCycloneAltY","Vaal Cyclone",2395,"",2384,"","","","[10,25,13,14,15,24,7,22,30,33]","",2
335,"MultistrikeSupport","",2441,"","","","Supports melee attack skills, making them repeat twice when used, targeting a random enemy each time. Cannot support Vaal skills, channelling skills or triggered skills.","","[13,7,9,16]",13935,3
336,"MulticastSupport","",2443,"","","","Supports spell skills, making them repeat when cast. Cannot support Vaal skills, totem skills, channelling skills, triggered skills, instant skills, blink skills, or skills with a reservation.","","[4,11,16]",13976,3
337,"MeleeSplashSupport","",2446,"","","","Supports melee strike skills, causing their melee strike to deal splash damage around each target hit.","","[9,16,7,13,36,14]",13934,3
338,"PowerChargeOnCritSupport","",2448,"","","","Supports any skill that hits enemies.","","[47,11,16]",13977,3
339,"SearingBond","",2449,"","","","","","[9,25,4,19,0]","",3
340,"SearingBondAltX","[DNT] SearingBondAltX",2450,"","","","","","[9,25,4,19,0]","",1
341,"SearingBondAltY","[DNT] SearingBondAltY",2451,"","","","","","[9,25,4,19,0]","",2
342,"IncreasedBurningDamageSupport","",2462,"","","","Supports any skill that hits enemies, or can deal burning damage directly.","","[0,9,16]",13978,3
343,"SummonElementalResistanceSupport","",2463,"","","","Supports skills which create Minions.","","[11,16,8]",13979,3
344,"CurseOnHitSupport","",2471,"",2472,"","Must support both a skill that hits enemies, and a hex curse skill to work. The hex will be applied when enemies are hit by the other skill. Cannot support totems, traps, or mines. Minions cannot apply hexes this way.","","[11,16,42,26]",13980,3
345,"Reave","",2508,"","","","","","[10,25,13,14,7]","",3
346,"ReaveAltX","Reave of Refraction",2509,"","","","","","[10,25,13,14,7]","",1
347,"ReaveAltY","[DNT] ReaveAltY",2510,"","","","","","[10,25,13,14,7]","",2
348,"VaalReave","",2511,"",2508,"","","","[10,25,13,14,24,7]","",3
349,"VaalReaveAltX","Vaal Reave",2511,"",2509,"","","","[10,25,13,14,24,7]","",1
350,"VaalReaveAltY","Vaal Reave",2511,"",2510,"","","","[10,25,13,14,24,7]","",2
351,"CastOnCritSupport","",2585,"",2586,"","Must support both an attack skill and a spell skill to work. The attack skill will trigger a spell when it critically strikes an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","[47,10,16,4,26]",13940,3
352,"CastOnKillSupport","",2587,"",2588,"","Must support both a melee attack skill and a spell skill to work. The attack skill will trigger a spell when it kills an enemy. Cannot support totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","[9,16,7,13,4,26]",13981,3
353,"MultiTrapSupport","",2589,"","","","Supports traps skills, making them throw extra traps in a line.","","[10,16,20]",13982,3
354,"AdditionalLevelSupport","",2590,"","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the level of supported gems. Cannot support skills that don't come from gems.","","[29,48,9,16]",13983,3
355,"LightningTrap","",2605,"","","","","","[20,47,11,25,4,5,2]","",3
356,"LightningTrapAltX","Lightning Trap of Sparking",2606,"","","","","","[20,47,11,25,4,5,2]","",1
357,"LightningTrapAltY","[DNT] LightningTrapAltY",2607,"","","","","","[20,47,11,25,4,5,2]","",2
358,"VaalLightningTrap","",2609,"",2605,"","","","[20,47,11,25,4,5,15,24,2]","",3
359,"VaalLightningTrapAltX","Vaal Lightning Trap",2609,"",2606,"","","","[20,47,11,25,4,5,15,24,2]","",1
360,"VaalLightningTrapAltY","Vaal Lightning Trap",2609,"",2607,"","","","[20,47,11,25,4,5,15,24,2]","",2
361,"SmokeMine","",2649,2650,"","","","","[21,10,25,4,14,15,22,35,37]","",3
362,"EnduranceChargeOnMeleeStunSupport","",2672,"","","","Supports melee attack skills.","","[9,16,7,13]",13952,3
363,"AnimateArmour","",2700,"","","","","","[9,25,4,8]","",3
364,"AnimateArmourAltX","Animate Guardian of Smiting",2701,"","","","","","[9,25,4,8,2]","",1
365,"AnimateArmourAltY","[DNT] AnimateArmourAltY",2702,"","","","","","[9,25,4,8]","",2
366,"ThrownShieldProjectile","",5881,"","","","","","[10,25,13,5,33]","",3
367,"ThrownShieldProjectileAltX","Spectral Shield Throw of Shattering",5882,"","","","","","[10,25,13,5,1]","",1
368,"ThrownShieldProjectileAltY","[DNT] ThrownShieldProjectileAltY",5883,"","","","","","[10,25,13,5,33]","",2
369,"ThrownWeapon","",2704,"","","","","","[10,25,13,5]","",3
370,"ThrownWeaponAltX","Spectral Throw of Materialising",2705,"","","","","","[10,25,13,5]","",1
371,"ThrownWeaponAltY","[DNT] ThrownWeaponAltY",2706,"","","","","","[10,25,13,5]","",2
372,"VaalThrownWeapon","",2713,"",2704,"","","","[10,25,13,5,24]","",3
373,"VaalThrownWeaponAltX","Vaal Spectral Throw",2713,"",2705,"","","","[10,25,13,5,24]","",1
374,"VaalThrownWeaponAltY","Vaal Spectral Throw",2713,"",2706,"","","","[10,25,13,5,24]","",2
375,"SlowerProjectilesSupport","",2777,"","","","Supports projectile skills.","","[10,16,5]",13984,3
376,"ReducedDurationSupport","",2778,"","","","Supports any skill that has a duration.","","[9,16,15]",13985,3
377,"CastOnDeathSupport","",2781,"","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","[10,16,4,26]",14023,3
378,"CastOnDamageTakenSupport","",2783,"","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","[9,16,4,26]",13986,3
379,"CastOnStunnedSupport","",2784,"","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.","","[11,16,4,26]",13941,3
380,"AnimateWeapon","",2791,"","","","","","[10,25,15,8,4,33]","",3
381,"AnimateWeaponAltX","Animate Weapon of Self Reflection",2792,"","","","","","[10,25,15,8,4]","",1
382,"AnimateWeaponAltY","Animate Weapon of Ranged Arms",2793,"","","","","","[10,25,15,8,4,33]","",2
383,"AdditionalQualitySupport","",2851,"","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.","","[29,48,10,16]",13987,3
384,"FireResistAura","",2853,"","","","","","[12,9,25,4,14,0]","",3
385,"VaalFireResistAura","",8251,"",2853,"","","","[12,9,25,4,14,15,24,0]","",3
386,"ColdResistAura","",2857,"","","","","","[12,10,25,4,14,1]","",3
387,"VaalColdResistAura","",8252,"",2857,"","","","[12,10,25,4,14,15,24,1]","",3
388,"LightningResistAura","",2861,"","","","","","[12,11,25,4,14,2]","",3
389,"VaalLightningResistAura","",8253,"",2861,"","","","[12,11,25,4,14,15,24,2]","",3
390,"StormCall","",2865,"","","","","","[11,25,4,14,15,2]","",3
391,"StormCallAltX","[DNT] StormCallAltX",2866,"","","","","","[11,25,4,14,15,2]","",1
392,"StormCallAltY","[DNT] StormCallAltY",2867,"","","","","","[11,25,4,14,15,2]","",2
393,"VaalStormCall","",2878,"",2865,"","","","[11,25,4,14,15,24,2]","",3
394,"VaalStormCallAltX","Vaal Storm Call",2878,"",2866,"","","","[11,25,4,14,15,24,2]","",1
395,"VaalStormCallAltY","Vaal Storm Call",2878,"",2867,"","","","[11,25,4,14,15,24,2]","",2
396,"Flameblast","",2938,"","","","","","[11,25,4,14,0,30]","",3
397,"FlameblastAltX","Flameblast of Celerity",2939,"","","","","","[11,25,4,14,0,30]","",1
398,"FlameblastAltY","Flameblast of Contraction",2940,"","","","","","[11,25,4,14,0,30]","",2
399,"VaalFlameblast","",2941,"",2938,"","","","[11,25,4,14,24,0,30]","",3
400,"VaalFlameblastAltX","Vaal Flameblast",2941,"",2939,"","","","[11,25,4,14,24,0,30]","",1
401,"VaalFlameblastAltY","Vaal Flameblast",2941,"",2940,"","","","[11,25,4,14,24,0,30]","",2
402,"Barrage","",2991,"","","","","","[10,25,13,5,6]","",3
403,"BarrageAltX","Barrage of Volley Fire",2992,"","","","","","[10,25,13,5,6]","",1
404,"BarrageAltY","[DNT] BarrageAltY",2993,"","","","","","[10,25,13,5,6]","",2
405,"BallLightning","",2312,"","","","","","[11,25,4,5,14,2]","",3
406,"BallLightningAltX","Ball Lightning of Orbiting",2313,"","","","","","[11,25,4,5,14,2]","",1
407,"BallLightningAltY","Ball Lightning of Static",2315,"","","","","","[11,25,4,14,2,44]","",2
408,"VortexMine","",3014,"","","","","","[21,10,25,4,14,15]","",3
409,"InfernalSwarm","",3015,"","","","","","[11,25,4,18,14,0]","",3
410,"PhysicalProjectileAttackDamageSupport","",3016,"","","","Supports projectile attack skills.","","[5,13,33,3,10,16]",13988,3
411,"SummonRagingSpirit","",3017,"","","","","","[11,25,4,8,15,0]","",3
412,"SummonRagingSpiritAltX","Summon Raging Spirit of Enormity",3018,"","","","","","[11,25,4,8,15,0]","",1
413,"SummonRagingSpiritAltY","[DNT] SummonRagingSpiritAltY",3019,"","","","","","[11,25,4,8,15,0]","",2
414,"FlameWhip","",3052,"","","","","","[11,25,4,14,0,15]","",3
415,"FlameWhipAltX","Flame Surge of Combusting",3053,"","","","","","[11,25,4,14,0,15]","",1
416,"FlameWhipAltY","[DNT] FlameWhipAltY",3054,"","","","","","[11,25,4,14,0,15]","",2
417,"AdditionalXPSupport","",3074,"","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.","","[29,48,11,16]",13989,3
418,"Desecrate","",3082,"","","","","","[10,25,4,14,15,3]","",3
419,"FleshOffering","",3115,"","","","","","[8,11,25,4,15]","",3
420,"BoneOffering","",3124,"","","","","","[8,11,25,4,15]","",3
421,"SpiritOffering","",5509,"","","","","","[8,11,25,4,15]","",3
422,"GlacialCascade","",3129,"","","","","","[11,25,4,14,1,33]","",3
423,"GlacialCascadeAltX","Glacial Cascade of the Fissure",3130,"","","","","","[11,25,4,14,1,33]","",1
424,"GlacialCascadeAltY","[DNT] GlacialCascadeAltY",3131,"","","","","","[11,25,4,14,1,33]","",2
425,"BlockChanceReductionSupport","",3514,"","","","Supports any skill that hits enemies.","","[10,16,15]",14026,3
426,"MoltenStrike","",3515,"","","","","","[9,25,13,5,14,7,36,0]","",3
427,"MoltenStrikeAltX","Molten Strike of the Zenith",3516,"","","","","","[9,25,13,5,14,7,36,0]","",1
428,"MoltenStrikeAltY","[DNT] MoltenStrikeAltY",3517,"","","","","","[9,25,13,5,14,7,36,0]","",2
429,"Convocation","",3545,"","","","","","[8,11,25,4,15]","",3
430,"ConvocationNew","",3546,"","","","","","[11,25,4,15,8]","",3
431,"ComboStrike","",3550,"","","","","","[9,25,13,7,36]","",3
432,"FireNovaMine","",9957,"","","","","","[21,11,25,4,5,0,14,12,38]","",3
433,"FireNovaMineAltX","Pyroclast Mine of Sabotage",9958,"","","","","","[21,11,25,4,5,0,14,12,38]","",1
434,"FireNovaMineAltY","[DNT] FireNovaMineAltY",9959,"","","","","","[21,11,25,4,5,0,14,12,38]","",2
435,"TornadoShot","",3717,"","","","","","[10,25,13,5,6]","",3
436,"TornadoShotAltX","Tornado Shot of Cloudburst",3718,"","","","","","[10,25,13,5,6]","",1
437,"TornadoShotAltY","[DNT] TornadoShotAltY",3719,"","","","","","[10,25,13,5,6]","",2
438,"GenerositySupport","",3752,"","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems. Cannot modify the skills of minions.","","[9,16,12]",14018,3
439,"HeraldOfAsh","",3753,"","","","","","[9,25,4,14,0,31,15]","",3
440,"HeraldOfIce","",3754,"","","","","","[10,25,4,14,1,31]","",3
441,"HeraldOfThunder","",3755,"","","","","","[11,25,4,14,15,2,31]","",3
442,"HeraldOfAgony","",3756,"","","","","","[10,25,4,31,8,3,33]","",3
443,"HeraldOfPurity","",3757,"","","","","","[9,25,4,31,8,15,33]","",3
444,"PoachersMark","",3765,"","","","","","[33,10,25,4,17,43]","",3
445,"LightningTendrils","",3969,"","","","","","[47,11,25,4,14,2,30]","",3
446,"LightningTendrilsAltX","Lightning Tendrils of Eccentricity",3970,"","","","","","[47,11,25,4,14,2,30]","",1
447,"LightningTendrilsAltY","Lightning Tendrils of Escalation",3971,"","","","","","[11,25,4,14,2,30]","",2
448,"LightningTendrilsChannelled","",3969,"","","","","","[11,25,4,14,2,30]","",3
449,"LightningCircle","",4020,"","","","","","[11,25,4,14,2]","",3
450,"LightningChannel","",4067,"","","","","","[11,25,4,14,2]","",3
451,"KineticBlast","",4297,"","","","","","[11,25,13,5,14]","",3
452,"KineticBlastAltX","Kinetic Blast of Clustering",4298,"","","","","","[11,25,13,5,14,33]","",1
453,"KineticBlastAltY","[DNT] KineticBlastAltY",4299,"","","","","","[11,25,13,5,14]","",2
454,"TouchOfGod","",2531,"","","","","","[9,25,13,14,2,40,7]","",3
455,"BlinkArrow","",4309,4313,"","","","","[10,25,13,8,15,22,35,6]","",3
456,"BlinkArrowAltX","Blink Arrow of Bombarding Clones",4310,"","","","","","[10,25,13,8,15,22,35,6]","",1
457,"BlinkArrowAltY","Blink Arrow of Prismatic Clones",4311,"","","","","","[10,25,13,8,15,22,35,45,6]","",2
458,"MirrorArrow","",4315,"","","","","","[10,25,13,8,15,22,35,6]","",3
459,"MirrorArrowAltX","Mirror Arrow of Bombarding Clones",4316,"","","","","","[10,25,13,8,15,22,35,6]","",1
460,"MirrorArrowAltY","Mirror Arrow of Prismatic Clones",4317,"","","","","","[10,25,13,8,15,22,35,45,6]","",2
461,"Riposte","",4408,"","","","","","[26,10,25,13,7,36,33]","",3
462,"Reckoning","",4410,"","","","","","[26,9,25,13,14,33,7]","",3
463,"StaticStrike","",4412,"","","","","","[9,25,13,7,36,14,15,2,18]","",3
464,"StaticStrikeAltX","[DNT] StaticStrikeAltX",4413,"","","","","","[9,25,13,7,36,14,15,2,18]","",1
465,"StaticStrikeAltY","[DNT] StaticStrikeAltY",4414,"","","","","","[9,25,13,7,36,14,15,2,18]","",2
466,"PhysicalToLightningSupport","",4424,"","","","Supports any skill that hits enemies.","","[2,33,11,16]",13990,3
467,"Vengeance","",4433,"","","","","","[26,9,25,13,14,33,7]","",3
468,"SummonChaosGolem","",4441,"","","","","","[11,25,3,8,4,28]","",3
469,"SummonChaosGolemAltX","Summon Chaos Golem of Hordes",4442,"","","","","","[11,25,3,8,4,28]","",1
470,"SummonChaosGolemAltY","Summon Chaos Golem of the Maelström",4443,"","","","","","[11,25,3,8,4,28]","",2
471,"SummonIceGolem","",4446,"","","","","","[47,10,25,1,8,4,28]","",3
472,"SummonIceGolemAltX","Summon Ice Golem of Hordes",4447,"","","","","","[10,25,1,8,4,28]","",1
473,"SummonIceGolemAltY","Summon Ice Golem of Shattering",4448,"","","","","","[10,25,1,8,4,28]","",2
474,"SummonFlameGolem","",4451,"","","","","","[9,25,0,8,4,28]","",3
475,"SummonFlameGolemAltX","Summon Flame Golem of Hordes",4452,"","","","","","[9,25,0,8,4,28]","",1
476,"SummonFlameGolemAltY","Summon Flame Golem of the Meteor",4453,"","","","","","[9,25,0,8,4,28]","",2
477,"SummonLightningGolem","",5534,"","","","","","[11,25,2,8,4,28]","",3
478,"SummonLightningGolemAltX","Summon Lightning Golem of Hordes",5535,"","","","","","[11,25,2,8,4,28]","",1
479,"SummonLightningGolemAltY","[DNT] SummonLightningGolemAltY",5536,"","","","","","[11,25,2,8,4,28]","",2
480,"BlasphemySupport","",4493,"","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.","","[11,16,42,12]",13953,3
481,"IceCrash","",4495,"","","","","","[9,25,13,14,1,40,7]","",3
482,"IceCrashAltX","Ice Crash of Cadence",4496,"","","","","","[9,25,13,14,1,40,7]","",1
483,"IceCrashAltY","[DNT] IceCrashAltY",4497,"","","","","","[9,25,13,14,1,40,7]","",2
484,"RallyingCry","",4514,"","","","","","[27,9,25,14,15]","",3
485,"AbyssalCry","",4565,"",10366,"","","","[27,9,25,14,15,0,13,26,7]","",3
486,"FlameDash","",4652,4655,"","","","","[11,25,4,22,15,0,35,37]","",3
487,"FlameDashAltX","[DNT] Flame Dash of Incinerating",4653,4655,"","","","","[11,25,4,22,15,0,35,37]","",1
488,"FlameDashAltY","Flame Dash of Return",4654,"","","","","","[11,25,4,22,15,0]","",2
489,"VigilantStrike","",4699,"","","","","","[13,9,25,7,36]","",3
490,"VigilantStrikeAltX","[DNT] VigilantStrikeAltX",4700,"","","","","","[13,9,25,7,36]","",1
491,"VigilantStrikeAltY","[DNT] VigilantStrikeAltY",4701,"","","","","","[13,9,25,7,36]","",2
492,"FortifySupport","",4702,"","","","Supports melee attack skills that are not triggered.","","[13,9,16,7]",14019,3
493,"FrostBlades","",4721,"","","","","","[10,25,13,5,7,36,1]","",3
494,"FrostBladesAltX","Frost Blades of Katabasis",4722,"","","","","","[10,25,13,7,36,1,14,15]","",1
495,"FrostBladesAltY","[DNT] FrostBladesAltY",4723,"","","","","","[10,25,13,5,7,36,1]","",2
496,"FrenzyChargeOnSlayingFrozenEnemySupport","",4772,"","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.","","[1,10,16]",13923,3
497,"DamageAgainstChilledSupport","",4773,"","","","Supports any skill that deals damage.","","[1,10,16]",13932,3
498,"OnslaughtOnSlayingShockedEnemySupport","",4774,"","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.","","[2,11,16,15]",13930,3
499,"MagmaOrb","",4776,"","","","","","[11,25,4,14,0,5,18]","",3
500,"MagmaOrbAltX","[DNT] MagmaOrbAltX",4777,"","","","","","[11,25,4,14,0,5,18]","",1
501,"MagmaOrbAltY","[DNT] MagmaOrbAltY",4778,"","","","","","[11,25,4,14,0,5,18]","",2
502,"TrapAndMineDamageSupport","",4818,"","","","Supports skills which throw Traps or Mines.","","[10,16,20,21]",13991,3
503,"WildStrike","",4841,"","","","","","[10,25,13,7,36,2,1,0,5,14,18,45]","",3
504,"WildStrikeAltX","Wild Strike of Extremes",4842,"","","","","","[10,25,13,7,36,2,1,0,5,14,18,45]","",1
505,"WildStrikeAltY","[DNT] WildStrikeAltY",4843,"","","","","","[10,25,13,7,36,2,1,0,5,14,18,45]","",2
506,"IceTrap","",4850,"","","","","","[20,10,25,4,14,1]","",3
507,"IceTrapAltX","Ice Trap of Hollowness",4851,"","","","","","[20,10,25,4,14,1]","",1
508,"IceTrapAltY","[DNT] IceTrapAltY",4852,"","","","","","[20,10,25,4,14,1]","",2
509,"BlastRain","",4939,"","","","","","[0,10,25,13,14,5,6]","",3
510,"BlastRainAltX","[DNT] BlastRainAltX",4940,"","","","","","[0,10,25,13,14,5,6]","",1
511,"BlastRainAltY","[DNT] BlastRainAltY",4941,"","","","","","[0,10,25,13,14,5,6]","",2
512,"ShrapnelShot","",4961,"","","","","","[2,10,25,13,5,14,6]","",3
513,"ShrapnelShotAltX","Galvanic Arrow of Energy",4962,"","","","","","[2,10,25,13,14,6]","",1
514,"ShrapnelShotAltY","Galvanic Arrow of Surging",4963,"","","","","","[2,10,25,13,5,14,6]","",2
515,"StaticTether","",4969,"","","","","","[11,25,4,5,14,15]","",3
516,"Bladefall","",4971,"","","","","","[10,25,4,14,33,15]","",3
517,"BladefallAltX","Bladefall of Volleys",4972,"","","","","","[47,10,25,4,14,33]","",1
518,"BladefallAltY","Bladefall of Impaling",4973,"","","","","","[47,10,25,4,14,33]","",2
519,"BladeVortex","",4986,"","","","","","[10,25,4,14,15,33]","",3
520,"BladeVortexAltX","Blade Vortex of the Scythe",4987,"","","","","","[10,25,4,14,15,33]","",1
521,"BladeVortexAltY","[DNT] BladeVortexAltY",4988,"","","","","","[10,25,4,14,15,33]","",2
522,"VaalBladeVortex","",8768,"",4986,"","","","[47,10,25,4,14,15,24,33]","",3
523,"VaalBladeVortexAltX","Vaal Blade Vortex",8768,"",4987,"","","","[47,10,25,4,14,15,24,33]","",1
524,"VaalBladeVortexAltY","Vaal Blade Vortex",8768,"",4988,"","","","[47,10,25,4,14,15,24,33]","",2
525,"NewBladeVortex","",5880,"","","","","","[47,10,25,4,14,15,33]","",3
526,"FrostBomb","",5011,"","","","","","[11,25,4,14,15,1,44]","",3
527,"FrostBombAltX","Frost Bomb of Instability",5012,"","","","","","[11,25,4,14,15,1]","",1
528,"FrostBombAltY","Frost Bomb of Forthcoming",5013,"","","","","","[11,25,4,14,15,1]","",2
529,"SiegeBallista","",4834,"","","","","","[10,25,13,5,19,6]","",3
530,"SiegeBallistaAltX","Siege Ballista of Splintering",4835,"","","","","","[10,25,13,5,19,6]","",1
531,"SiegeBallistaAltY","[DNT] SiegeBallistaAltY",4836,"","","","","","[10,25,13,5,19,6]","",2
532,"OrbOfStorms","",5041,"","","","","","[2,11,25,4,14,18,44]","",3
533,"OrbOfStormsAltX","[DNT] OrbOfStormsAltX",5042,"","","","","","[2,11,25,4,14,18,44]","",1
534,"OrbOfStormsAltY","[DNT] OrbOfStormsAltY",5043,"","","","","","[2,11,25,4,14,18,44]","",2
535,"SummonRockGolem","",5085,"","","","","","[9,25,8,4,28,33]","",3
536,"SummonRockGolemAltX","Summon Stone Golem of Hordes",5086,"","","","","","[9,25,8,4,28,33]","",1
537,"SummonRockGolemAltY","Summon Stone Golem of Safeguarding",5087,"","","","","","[9,25,8,4,28,33]","",2
538,"RighteousLightning","",5118,"","","","","","[11,25,4,14,2]","",3
539,"Earthquake","",5121,"","","","","","[9,25,13,14,15,40,7]","",3
540,"EarthquakeAltX","Earthquake of Amplification",5122,"","","","","","[9,25,13,14,15,40,7]","",1
541,"EarthquakeAltY","[DNT] EarthquakeAltY",5123,"","","","","","[9,25,13,14,15,40,7]","",2
542,"PoisonSupport","",5153,"","","","Supports any skill that hits enemies.","","[47,10,16]",13992,3
543,"Contagion","",5155,"","","","","","[11,25,4,14,15,3]","",3
544,"ContagionAltX","Contagion of Subsiding",5156,"","","","","","[11,25,4,14,15,3]","",1
545,"ContagionAltY","Contagion of Transference",5157,"","","","","","[11,25,4,14,15,3]","",2
546,"Wither","",5160,"","","","","","[11,25,4,14,15,3,30]","",3
547,"Blight","",5475,"","","","","","[11,25,4,3,14,30,15]","",3
548,"BlightAltX","Blight of Contagion",5476,"","","","","","[11,25,4,3,14,30,15]","",1
549,"BlightAltY","Blight of Atrophy",5477,"","","","","","[11,25,4,3,14,30,15]","",2
550,"EssenceDrain","",5168,"","","","","","[11,25,4,5,15,3,14]","",3
551,"EssenceDrainAltX","Essence Drain of Desperation",5169,"","","","","","[11,25,4,5,15,3,14]","",1
552,"EssenceDrainAltY","Essence Drain of Wickedness",5170,"","","","","","[11,25,4,5,15,3,14]","",2
