"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]","[rid]"
815,11077,[14230],[500],[],[]
816,11072,[14215],[100],[],[]
817,11073,[14215],[100],[],[]
818,11074,[14215],[100],[],[]
819,11064,[12879],[2000],[],[]
820,11065,[19288],[2500],[],[]
821,11066,[12879],[2000],[],[]
822,11328,[12879],[2000],[],[]
823,11054,[15198],[50],[],[]
824,11055,[15198],[50],[],[]
825,11056,[15198],[50],[],[]
826,11087,[19222],[500],[],[]
827,11088,[19222],[500],[],[]
828,11089,[19222],[500],[],[]
829,11078,"[867,14289]","[50000,5000]",[],[]
830,11079,[356],[25000],[],[]
831,11080,[6034],[1000],[],[]
832,11111,[737],[-750],[],[]
833,11112,[737],[-750],[],[]
834,11113,[737],[-750],[],[]
835,11144,[14369],[100],[],[]
836,11145,[14369],[100],[],[]
837,11146,[13022],[750],[],[]
838,11096,[2611],[1000],[],[]
839,11053,[1931],[500],[],[]
840,11057,[14192],[250],[],[]
841,11058,[18328],[100],[],[]
842,11059,[14192],[250],[],[]
843,11081,[14407],[50],[],[]
844,11082,[14407],[50],[],[]
845,11083,[14407],[100],[],[]
846,11084,[19578],[500],[],[]
847,11085,[14622],[2000],[],[]
848,11086,[19578],[500],[],[]
849,11097,[14286],[50],[],[]
850,11098,[14286],[250],[],[]
851,11099,[14283],[250],[],[]
852,11090,[1786],[500],[],[]
853,11063,[1786],[500],[],[]
854,11091,[3625],[1000],[],[]
855,11092,[616],[2000],[],[]
856,11093,[3625],[1000],[],[]
857,11071,[14264],[50000],[],[]
858,11181,[9759],[1000],[],[]
859,11182,[9759],[1000],[],[]
860,11183,[9759],[1000],[],[]
861,11185,[6331],[1000],[],[]
862,11187,[14958],[1000],[],[]
863,11188,[14958],[1000],[],[]
864,11189,[14958],[2000],[],[]
865,11192,[14810],[250],[],[]
866,11194,[356],[75000],[],[]
867,11195,[356],[75000],[],[]
868,11198,[356],[75000],[],[]
869,11199,[461],[0],[],[]
870,11197,[356],[75000],[],[]
871,11200,[356],[75000],[],[]
872,11196,[356],[75000],[],[]
873,9749,[1931],[250],[],[]
874,11201,[13322],[250],[],[]
875,11202,[1931],[250],[],[]
876,2591,[231],[5000],[],[]
877,3075,[231],[5000],[],[]
878,2852,[231],[5000],[],[]
879,11261,[200],[1000],[],[]
880,11269,[13322],[500],[],[]
881,11266,[8082],[1000],[],[]
882,11267,[8082],[1000],[],[]
883,11268,[8082],[1000],[],[]
884,11262,[16486],[200],[],[]
885,11263,[19105],[200],[],[]
886,11264,[16486],[200],[],[]
887,11287,[461],[0],[],[]
888,11284,[3335],[1000],[],[]
889,11285,[3335],[1000],[],[]
890,11286,[3335],[1000],[],[]
891,11289,[19033],[100],[],[]
892,11290,[17343],[50],[],[]
893,11291,[19033],[100],[],[]
894,11293,[19033],[100],[],[]
895,11297,[2071],[500],[],[]
896,11298,[17432],[200],[],[]
897,7778,[18191],[25000],[],[]
898,11347,[461],[0],[],[]
899,11348,[485],[1000],[],[]
900,10194,[10938],[50],[],[]
901,10195,[461],[0],[],[]
902,11346,[3335],[500],[],[]
903,11349,[18502],[1],[],[]
904,11309,[18556],[100000],[],[]
905,11303,[166],[500],[],[]
906,11356,[461],[0],[],[]
907,11311,[1972],[500],[],[]
908,11301,[4751],[4000],[],[]
909,11310,[1837],[500],[],[]
910,11312,[610],[500],[],[]
911,11313,[24],[500],[],[]
912,11305,[610],[500],[],[]
913,11302,[11741],[1000],[],[]
914,11308,[63],[500],[],[]
915,11306,[1931],[250],[],[]
916,11307,[461],[250],[],[]
917,11300,[25],[500],[],[]
918,11299,[108],[500],[],[]
919,11304,[433],[500],[],[]
920,11314,[3335],[250],[],[]
921,11316,[3335],[250],[],[]
922,11318,[2602],[500],[],[]
