"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[string]","bool","bool","bool","i32","i32","rid","bool"
444,"Metadata/Chests/DelveChests/DelveChestArmour2",1,4,"Abandoned Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,48,77201408,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1711276032,260,0,0,-1174405120,260,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1174405120,260,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4800,"",1
445,"Metadata/Chests/DelveChests/DelveChestArmourCorrupted",1,4,"Twisted Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,89128960,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1342177280,261,0,0,1879048192,261,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1879048192,261,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
446,"Metadata/Chests/DelveChests/DelveChestArmourMovementSpeed",1,4,"Traveller's Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,102105088,1,-16908288,-16843010,-16843010,-16843010,16842494,0,369098752,262,0,0,637534208,262,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,637534208,262,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
447,"Metadata/Chests/DelveChests/DelveChestArmourLife",1,4,"Vital Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,112066560,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1375731712,262,0,0,-1107296256,262,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,262,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
448,"Metadata/Chests/DelveChests/DelveChestArmourBody2AdditionalSockets",1,4,"Pocked Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,124518400,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1811939328,263,0,0,-1946157056,263,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1946157056,263,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
449,"Metadata/Chests/DelveChests/DelveChestArmourMultipleResists",1,4,"Resistant Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,137494528,1,-16908288,-16843010,-16843010,-16843010,16842494,0,838860800,264,0,0,1107296256,264,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,264,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
450,"Metadata/Chests/DelveChests/DelveChestArmourUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,145883136,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1308622848,264,0,0,-771751936,264,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-771751936,264,-33554432,-16843010,-16843010,-16843010,1862205182,194,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
451,"Metadata/Chests/DelveChests/DelveChestArmourAtlas",1,4,"Unusual Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,157286400,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1610612736,265,0,0,1879048192,265,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1879048192,265,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
452,"Metadata/Chests/DelveChests/DelveChestArmour3",1,4,"Abandoned Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,165019648,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-704643072,265,0,0,-167772160,265,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-167772160,265,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,6000,"",1
453,"Metadata/Chests/DelveChests/DelveChestArmourDivination",1,4,"Abandoned Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,174981120,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1845493760,266,0,0,2113929216,266,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2113929216,266,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
454,"Metadata/Chests/DelveChests/DelveChestArmourExtraQuality",1,4,"Superior Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,10,186384384,1,-16908288,-16843010,-16843010,-16843010,16842494,0,469762048,267,0,0,738197504,267,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,267,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
455,"Metadata/Chests/DelveChests/DelveChestArmourShaper",1,4,"Astral Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,196739072,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1174405120,267,0,0,-905969664,267,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-905969664,267,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
456,"Metadata/Chests/DelveChests/DelveChestArmourElder",1,4,"Eldritch Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,207224832,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1509949440,268,0,0,1778384896,268,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1778384896,268,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
457,"Metadata/Chests/DelveChests/DelveChestArmourConqueror",1,4,"Triumphant Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,218497024,1,-16908288,-16843010,-16843010,-16843010,16842494,0,100663296,269,0,0,369098752,269,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,269,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
458,"Metadata/Chests/DelveChests/DelveChestArmourFullyLinkedBody",1,4,"Intricate Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,230424576,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1140850688,269,0,0,-603979776,269,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,269,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
459,"Metadata/Chests/DelveChests/DelveChestArmourMultipleUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,240910336,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1543503872,270,0,0,2080374784,270,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2080374784,270,-33554432,-16843010,-16843010,-16843010,1862205182,194,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
460,"Metadata/Chests/DelveChests/DelveChestArmourOfCrafting",1,4,"Flexible Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,253100032,1,-16908288,-16843010,-16843010,-16843010,16842494,0,369098752,271,0,0,637534208,271,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,637534208,271,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
461,"Metadata/Chests/DelveChests/DelveChestArmour6LinkedUniqueBody",1,4,"Exceptional Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,265551872,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-738197504,271,0,0,-469762048,271,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-469762048,271,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
462,"Metadata/Chests/DelveChests/DelveChestArmourFractured",1,4,"Shattered Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,276692992,1,-16908288,-16843010,-16843010,-16843010,16842494,0,2113929216,272,0,0,-1912602624,272,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1912602624,272,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
463,"Metadata/Chests/DelveChests/DelveChestArmourSynthesised",1,4,"Amalgamated Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,288358400,1,-16908288,-16843010,-16843010,-16843010,16842494,0,805306368,273,0,0,1073741824,273,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1073741824,273,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
464,"Metadata/Chests/DelveChests/DelveChestArmour30QualityUnique",1,4,"Superior Armour","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,297926656,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1040187392,273,0,0,-771751936,273,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-771751936,273,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
465,"Metadata/Chests/DelveChests/DelveChestWeapon1",1,4,"Abandoned Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,308412416,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1644167168,274,0,0,-2113929216,274,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,274,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
466,"Metadata/Chests/DelveChests/DelveChestWeapon2",1,4,"Abandoned Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,48,317194240,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-402653184,274,0,0,134217728,275,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,134217728,275,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4800,"",1
467,"Metadata/Chests/DelveChests/DelveChestWeaponCorrupted",1,4,"Twisted Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,329515008,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1543503872,275,0,0,-1006632960,275,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1006632960,275,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
468,"Metadata/Chests/DelveChests/DelveChestWeaponPhysicalDamage",1,4,"Heavy Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,342228992,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1711276032,276,0,0,1979711488,276,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1979711488,276,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
469,"Metadata/Chests/DelveChests/DelveChestWeaponCaster",1,4,"Runed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,352845824,1,-16908288,-16843010,-16843010,-16843010,16842494,0,134217728,277,0,0,402653184,277,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,402653184,277,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
470,"Metadata/Chests/DelveChests/DelveChestWeaponUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,361234432,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-2013265920,277,0,0,-1476395008,277,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1476395008,277,-33554432,-16843010,-16843010,-16843010,1862205182,194,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
471,"Metadata/Chests/DelveChests/DelveChestWeapon3",1,4,"Abandoned Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,370016256,1,-16908288,-16843010,-16843010,-16843010,33619710,0,234881024,278,0,0,771751936,278,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,771751936,278,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,6000,"",1
472,"Metadata/Chests/DelveChests/DelveChestWeaponMultipleUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,380502016,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1375731712,278,0,0,-838860800,278,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,278,-33554432,-16843010,-16843010,-16843010,1862205182,194,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
473,"Metadata/Chests/DelveChests/DelveChestWeaponDivination",1,4,"Light Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,392691712,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1744830464,279,0,0,2013265920,279,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2013265920,279,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
474,"Metadata/Chests/DelveChests/DelveChestWeaponExtraQuality",1,4,"Superior Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,10,404488192,1,-16908288,-16843010,-16843010,-16843010,16842494,0,469762048,280,0,0,738197504,280,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,738197504,280,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
475,"Metadata/Chests/DelveChests/DelveChestWeaponElder",1,4,"Eldritch Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,415367168,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1040187392,280,0,0,-771751936,280,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-771751936,280,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
476,"Metadata/Chests/DelveChests/DelveChestWeaponShaper",1,4,"Astral Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,426115072,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1711276032,281,0,0,1979711488,281,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1979711488,281,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
477,"Metadata/Chests/DelveChests/DelveChestWeaponConqueror",1,4,"Triumphant Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,437780480,1,-16908288,-16843010,-16843010,-16843010,16842494,0,402653184,282,0,0,671088640,282,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,671088640,282,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
478,"Metadata/Chests/DelveChests/DelveChestWeaponCannotRollCaster",1,4,"Honed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,449708032,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-838860800,282,0,0,-570425344,282,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,282,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
479,"Metadata/Chests/DelveChests/DelveChestWeaponCannotRollAttacker",1,4,"Hexed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,461897728,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2013265920,283,0,0,-1744830464,283,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1744830464,283,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
480,"Metadata/Chests/DelveChests/DelveChestWeapon6LinkedTwoHanded",1,4,"Exceptional Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,474611712,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1241513984,284,0,0,1509949440,284,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1509949440,284,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
481,"Metadata/Chests/DelveChests/DelveChestWeapon30QualityUnique",1,4,"Masterwork Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,487063552,1,-16908288,-16843010,-16843010,-16843010,16842494,0,134217728,285,0,0,402653184,285,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,402653184,285,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
482,"Metadata/Chests/DelveChests/DelveChestWeaponFractured",1,4,"Shattered Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,498597888,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1207959552,285,0,0,-939524096,285,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,285,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
483,"Metadata/Chests/DelveChests/DelveChestWeaponSynthesised",1,4,"Amalgamated Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,510656512,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1879048192,286,0,0,-2147483648,286,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2147483648,286,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
484,"Metadata/Chests/DelveChests/DelveChestTrinkets1",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,521404416,1,-16908288,-16843010,-16843010,-16843010,33619710,0,335544320,287,0,0,872415232,287,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,287,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
485,"Metadata/Chests/DelveChests/DelveChestTrinkets2",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,48,530448384,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1644167168,287,0,0,-1107296256,287,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,287,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4800,"",1
486,"Metadata/Chests/DelveChests/DelveChestTrinketsAmulet",1,4,"Abandoned Amulets","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,542638080,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1476395008,288,0,0,1744830464,288,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1744830464,288,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
487,"Metadata/Chests/DelveChests/DelveChestTrinketsRing",1,4,"Abandoned Rings","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,553254912,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-100663296,288,0,0,167772160,289,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,167772160,289,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
488,"Metadata/Chests/DelveChests/DelveChestTrinketsJewel",1,4,"Abandoned Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,564133888,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1610612736,289,0,0,-1342177280,289,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1342177280,289,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
489,"Metadata/Chests/DelveChests/DelveChestTrinketsCorrupted",1,4,"Twisted Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,575668224,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1342177280,290,0,0,1879048192,290,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1879048192,290,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
490,"Metadata/Chests/DelveChests/DelveChestTrinketsUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,585367552,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-469762048,290,0,0,67108864,291,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,67108864,291,-33554432,-16843010,-16843010,-16843010,1862205182,194,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
491,"Metadata/Chests/DelveChests/DelveChestTrinketsOfCrafting",1,4,"Flexible Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,598212608,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1476395008,291,0,0,-1207959552,291,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,291,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
492,"Metadata/Chests/DelveChests/DelveChestTrinkets3",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,60,606208000,1,-16908288,-16843010,-16843010,-16843010,33619710,0,570425344,292,0,0,1107296256,292,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1107296256,292,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,6000,"",1
493,"Metadata/Chests/DelveChests/DelveChestTrinketsMultipleUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,616955904,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-973078528,292,0,0,-436207616,292,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-436207616,292,-33554432,-16843010,-16843010,-16843010,1862205182,194,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
494,"Metadata/Chests/DelveChests/DelveChestTrinketsDivination",1,4,"Light Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,629407744,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2080374784,293,0,0,-1811939328,293,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,293,-33554432,-16843010,-16843010,-16843010,-1795227906,293,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
495,"Metadata/Chests/DelveChests/DelveChestTrinketsElder",1,4,"Eldritch Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,648937472,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1375731712,294,0,0,-1107296256,294,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1107296256,294,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
496,"Metadata/Chests/DelveChests/DelveChestTrinketsShaper",1,4,"Astral Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,659947520,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1442840576,295,0,0,1711276032,295,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,295,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
497,"Metadata/Chests/DelveChests/DelveChestTrinketsConqueror",1,4,"Triumphant Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,671875072,1,-16908288,-16843010,-16843010,-16843010,16842494,0,201326592,296,0,0,469762048,296,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,469762048,296,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
498,"Metadata/Chests/DelveChests/DelveChestTrinketsAtlas",1,4,"Unusual Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,682885120,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1275068416,296,0,0,-1006632960,296,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1006632960,296,-33554432,-16843010,-16843010,-16843010,1157562110,218,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
