"rownum","Id","HASH16","Text"
505,"UniqueJewel16",27275,"When you create life from nothing, \r\nsometimes things get a little stuck in between."
506,"UniqueJewel17",46024,"The strong grow stronger still."
507,"UniqueJewel18",26681,"When you throw iron weapons against an iron wall\r\nyou only make the wall grow thicker."
508,"UniqueJewel19",62345,"Never pet a feeding Hellion."
509,"UniqueJewel20",4044,"It's hard to stay still when you're engulfed in flames."
510,"UniqueJewel20x",60785,"\""Does this jewel accomplish nothing? If only we could somehow\r\nmaster cold and turn it to our own ends...\"" \r\n- Lead Researcher Ksaret"
511,"UniqueCorruptedJewel1",20281,"The hotter something burns, the less is left at the end."
512,"UniqueCorruptedJewel2",38372,"Ill will is the greatest of burdens."
513,"UniqueCorruptedJewel3",58386,"In sickness, the insane becomes sane."
514,"UniqueJewel22",10365,"And lo, Nick said unto his disciples:\r\n\""It May Be Crazy Broken\""\r\nAnd his disciples replied\r\n\""Meh\""\r\nAnd made it anyway."
515,"UniqueJewel24",41510,"The first green shoots of Spring are the most resilient,\r\nand the most vulnerable."
516,"UniqueJewel24x",60830,"\""Distribute Prototype #723 to the guards. Perhaps their survival rate will increase.\"""
517,"UniqueJewel25",11188,"The difference between the master and his apprentice\r\nis what they see when they look at the same block of wood."
518,"UniqueJewel26",25845,"\""If one is an annoyance\r\nthen a hundred is a threat.\""\r\n- Ancient Karui Proverb"
519,"UniqueJewel28",8645,"Each life taken makes the next a little easier."
520,"UniqueJewel29",36666,"\""Take your time, make all your plans. \r\nThen tell me which plan\r\npulls my axe from your ribs.\""\r\n- Barkhul, the Butcher"
521,"UniqueJewel30",12114,"When your thoughts flow like a river, why build a dam?"
522,"UniqueJewel32_",54462,"\""Curiously, as I deepen my understanding of Thaumaturgy,\r\nI find I better understand the land we inhabit\r\nand everything in it.\""\r\n- Doryani, Queen's Thaumaturgist"
523,"UniqueJewel33",38429,"Some people live on the suffering of others."
524,"UniqueJewel34",62186,"Working smart and working hard aren't mutually exclusive."
525,"UniqueJewel35",58879,"Picking a lock takes an immense amount of skill and practice.\r\nBreaking it with a hammer takes about three seconds."
526,"UniqueJewel36",63945,"\""Greatly outnumbered, Deshret dressed her personal guard \r\nin identical garb. When the Empire rode north, Deshret and \r\nher guard took turns revealing themselves, creating the illusion \r\nof speed beyond the capabilities of even the Virtue Gems.\""\r\n- History of the Maraketh"
527,"UniqueJewel37",45929,"There is no force without movement."
528,"UniqueCorruptedJewel4",27858,"The Vaal used human sacrifice to power their empire.\r\nThey, too, eventually sought means to \r\nmake their machines run more efficiently."
529,"UniqueCorruptedJewel5",53236,"Atziri went to great lengths to ensure her immortality,\r\nbut nothing is eternal.\r\n"
530,"UniqueCorruptedJewel6",34993,"In their final days, every crime was punishable by death.\r\nAtziri's empire ran on blood, but the blood was running dry."
531,"UniqueJewel41",31183,"A sharp eye can be more deadly than a sharp blade."
532,"UniqueJewel42",19087,"A steady hand can hold back an army."
533,"UniqueJewel43",10933,"A quick step can advance great plans."
534,"UniqueJewel44",38985,"The stone may yet bleed."
535,"UniqueJewel44x",21314,"\""The effect is subtle, but potentially lethal...\"""
536,"UniqueJewel45",41041,"What you earn is almost as important as what you take."
537,"UniqueJewel46_",49704,"Victory is as simple as being the last one standing."
538,"UniqueCorruptedJewel7",52397,"Even a millennium later, Atziri's presence\r\ncasts a shroud over Wraeclast."
539,"UniqueCorruptedJewel8",4495,"\""The Vaal left a thousand warnings behind.\r\nWe ignored every single one.\""\r\n- Siosa, the Last Scholar"
540,"UniqueCorruptedJewel9",40608,"Few living things survived the cleansing flames.\r\nThose that did thrived... \r\nAnd changed..."
541,"UniqueCorruptedJewel10",65499,"Darkness can never be sated."
542,"UniqueCorruptedJewel11",35637,"There is no price you can give eternal life\r\nthat some would not pay."
543,"UniqueCorruptedJewel12",58042,"Nothing is immune to the Nightmare's twisted influence."
544,"UniqueCorruptedJewel13",23015,"Beg for forgiveness."
545,"UniqueCorruptedJewel14",59420,"Power always comes with a price."
546,"UniqueCorruptedJewel14x",38870,"\""You know what to do with this, don't you?\"" - Researcher Graven\r\n\""Kill test subjects for their vitality?\"" - Researcher Olesya\r\n\""That is not what he meant.\"" - Researcher Arn"
547,"UniqueCorruptedJewel15",25594,"Walls built in a hurry fall in a hurry."
548,"UniqueCorruptedJewel16",56481,"\""Your fear will overcome you.\"""
549,"UniqueCorruptedJewel17",11088,"\""Your flesh will fail you.\"""
550,"UniqueCorruptedJewel18",54234,"\""Your desires will mislead you.\"""
551,"UniqueRing34",12352,"Forged by three brothers\r\nso that they may recognize each other\r\nacross any distance of time or travel."
552,"UniqueJewel47",53806,"The best dancers often make the best fighters."
553,"UniqueJewel48",52287,"Winter provides us with her own weapons,\r\nhanging from the eaves of our homes."
554,"UniqueJewel49",14360,"Leaders are not born in times of peace.\r\nLeaders are born in ruins and flames."
555,"UniqueJewel50",39043,"\""I've yet to see prayer stop an arrow.\"""
556,"UniqueJewel51",8008,"The Azmeri ascetics learnt the power\r\nof going without the body's ordinary cravings."
557,"UniqueJewel52",20403,"Once you understand how your body truly works\r\nyou can't help but treat it better."
558,"UniqueJewel53",47980,"\""Movement expends energy, but perhaps a little of that energy\r\ncan be recaptured and... reappropriated.\""\r\n- Inquisitor Maligaro"
559,"UniqueJewel54",60855,"For the ambitious, flesh is a limitation."
560,"UniqueJewel55",41136,"True strength can be found anywhere, and in anything."
561,"UniqueBodyStrInt6",47366,"The toughest armour is the trust of your people."
562,"UniqueDagger11",63067,"A tap on the shoulder\r\nA peck on the cheek\r\nA sip of your wine\r\nSo red and so sleek"
563,"UniqueDagger12",51750,"\""I'm a painter, and crimson is my chosen hue.\""\r\n- Coralito, Brotherhood of Silence"
564,"UniqueDagger12x",63203,"\""Prototype #131 must never be allowed near anyone who bears a wound, no\r\nmatter how slight. Even a tiny cut makes it exponentially more dangerous.\"""
565,"UniqueWand10",61755,"The Goat King drank the smoke and ate the flames\r\nas his ruin spread across the land."
566,"UniqueStaff13",697,"\""God's creations always begin and end\r\nwith flames and ice.\r\nWe should count ourselves lucky when we see neither.\""\r\n- Archbishop Geofri"
567,"UniqueClaw9",38569,"There are two things to know about fighting:\r\nWhen to swing like crazy, and when to run."
568,"UniqueShieldStrDex3",11893,"The thicker the shell,\r\nthe greater the beast that hunts it."
569,"UniqueOneHandAxe7",5101,"The fastest way to a man's heart\r\nis through his sternum."
570,"UniqueOneHandAxe8",38676,"Beneath the cold light of the moon,\r\nthe wing moves faster than the eye."
571,"UniqueOneHandSword12",47222,"\""She's pretty, aye. So pretty you'll\r\nwant to be with her long after you're dead.\"""
572,"UniqueOneHandSword13",54825,"\""May the Blessed Lakishu watch our backs and our wives.\""\r\n- Legionnaire Battle Blessing"
573,"UniqueOneHandMace6",12721,"Sure, there's many a hard man out there.\r\nBut this'll soften them up."
574,"UniqueOneHandMace7",36211,"\""The painful memories are the easiest to recall.\""\r\n- Lavianga, Advisor to Kaom"
575,"UniqueOneHandMace8",34496,"I suffer, I long, with thirst to slake.\r\nThough countless corpses lie in wake."
576,"UniqueStaff14",22941,"When the storm comes,\r\nthe safest place to be is the centre."
577,"UniqueMap2_13",32377,"To the east, \r\nit cannot be seen.\r\nTo the west, \r\nit cannot be touched.\r\nTo the south, \r\nit cannot be remembered.\r\nAnd to the north, \r\nit cannot be contained."
578,"ThreeFacesInTheDark",25667,"For every threat you spy in the shadows, there are two others you don't."
579,"LantadorsLostLove",11890,"<smaller>{They fought the storm together as one, \r\nUntil the longest of days was done. \r\nTheir love grew stronger\r\nwith every breath, \r\nUntil it was broken apart in death.}"
580,"TheHermit",25293,"The hermit's only friend is the greenery he can find."
581,"TheDoctor",41163,"\""They said I needed my head examined, but I'd rather just take yours.\"" - Klopek the Cannibal"
582,"TheMetalsmithsGift_",6010,"<size:31>{A month's work, a year's wages, a foolish shortcut through a Rhoa's nest, and a grieving bride-to-be, who never received her betrothed's great gift.}"
583,"TheBattleBorn",36527,"\""No man can best me, no demon can fell me. For I vanquish all with my axe!\"""
584,"TheGladiator",38459,"The thumb turns down\r\nand the crowd roars, \r\nthey want death \r\nand the blood is yours."
585,"TheScholar",37478,"It is with the smallest of words that we find the largest of truths."
586,"TheBrittleEmperor",33655,"<size:31>{\""When Voll spared Malachai, accepting his aid in pursuit of Purity, the strongest faith was infected by Corruption and made brittle as glass.\""\r\n- Victario, the People's Poet}"
587,"ThePoet",13049,"<size:27>{God had forsaken the land \r\nAnd Victario wept.\r\nCorruption consumed the land \r\nAnd Victario's tears turned to blood.}"
588,"TheCarrionCrow",38303,"From death, life. \r\nFrom life, death. \r\nThe wheel turns, \r\nand the corbies wheel overhead."
589,"Hope",1378,"<size:31>{The others succumbed to madness and depravity, but Lori fought on. Alone in the darkness, she could still see the dull light of hope's distant dawn.}"
590,"TheFiend",49371,"<size:31>{Your era is now,\r\nyour power unwavered, \r\nsoon we will see\r\nwho the gods truly favoured.}"
591,"BirthOfTheThree",46909,"A small token of Her affliction."
592,"ViniasToken",48147,"You can change your name, but you cannot change your history."
593,"TheSummoner",46299,"To own a piece of the Nightmare, you must first belong to the Nightmare."
594,"TheCataclysm",47777,"<size:27>{The mighty warriors traded in blows, the nimble archers in arrows, yet it was the brazen thaumaturgists who would bring catastrophe to all.}"
595,"TheHunger",15797,"\""How many lives have you consumed?\"" \r\n\""How many times have you blinked?\"""
596,"TheHoarder",61811,"\""More! I want more!\"" - Faendris, the Insatiable"
597,"TheDrunkenAristocrat",13271,"The finer the brew, the harder it is to remember drinking it."
598,"TheSun",13590,"<size:31>{Each night, the light dies, and each morning she is born anew, embracing the land in her golden wings.}"
599,"TheWarden",749,"<size:31>{Brutus' first innovation as Lord Incarcerator was a weighted chain around every neck so that his prisoners would forever bow to him.}"
600,"TheScarredMeadow",26851,"The earth offers nourishment, growth and healing. Unless, of course, the sky has other plans."
601,"TheDarkMage",45410,"With staff in hand\r\nand wrath in heart,\r\nyour soul and corpse\r\nshall surely part."
602,"TheGemcutter",65145,"In the hands of a master craftsman, a worthless pebble can adorn the crown of a king."
603,"TheGambler",61492,"\""I don't believe in karma. If it were real, I would never win.\"""
604,"TheLover",3493,"<size:26>{\""I wanted to give you three things. I've given you my eternal love. I've sung to you my most beautiful song. I'd have given you the moon last, but it couldn't be found. I hope you'll accept this instead.\""}"
605,"ChaoticDisposition",48160,"Life isn't what you make of it, it's already been made for you."
606,"TheRoadToPower",55618,"A beacon on the horizon; a guiding light, a call for help, or a warning to turn back."
607,"TheAvenger",55392,"Justice comes swift \r\nEqual to the crime \r\nRevenge is a gift \r\nLife for a life \r\nEye for an eye"
608,"EmperorsLuck",57480,"The house always wins."
609,"UniqueRing35",33759,"Each time, it is granted to the most senior captain of the fleet,\r\nand each time, the ring soon washes ashore once more, \r\nstill wrapped around a severed finger."
610,"UniqueRing36",59691,"To ascend to leadership, the child of a Redblade warlord\r\nmust pull the band from the still-hot\r\nashes of their father."
611,"UniqueRing37",38239,"When a fallen leader's body is taken to the funeral peak,\r\nthose who seek power must ascend together.\r\nOne returns with the seal. \r\nThe rest do not return at all."
612,"UniqueShieldInt5",51918,"The lords of the sea bow to no one."
613,"UniqueShieldStr4",37727,"Blood shed is blood shared."
614,"UniqueShieldDex7",50382,"Embrace the snow or be buried."
615,"UniqueShieldDemigods",48769,"The light of victory burns eternally."
616,"TimeLostRelic",17240,"Time cannot wash away that which cannot be forgotten."
617,"LuckyConnections",15336,"Luck is a fool's game, and I know plenty of rich fools."
618,"TheFeast",42342,"Shame what happened to my husband. He had such good taste."
619,"RainOfChaos",4915,"<size:27>{Fire filled the sky that night \r\nChaos reigned \r\nWhere the shards fell \r\nAll was destroyed \r\n-Jozen Kasigi, retelling an urban legend of the Cataclysm}"
620,"TheWatcher",20716,"<size:31>{Strange eyes on top of spines \r\nGaze beyond the veil of time \r\nDeep down below the mines \r\nA dream of crimson and of grime}"
621,"TheIncantation",59357,"When there is no other choice, even the meekest whisper can bring about the greatest storm."
622,"CovetedPossession",24732,"A taste of power brings a hunger for more."
623,"TheKingsHeart",24415,"<size:31>{500 times Kaom's axe fell, 500 times Kaom's Heart splintered. Finally, all that remained was a terrible, heartless Fury.}"
624,"AbandonedWealth",44122,"When the world burned, the greedy burned with it, while the clever left as paupers."
625,"TheWind",57461,"<size:33>{Weaving through the cracks, searching for weaknesses, silent, indiscriminate, leaving sorrow in its wake.}"
626,"ThePact",60272,"\""On this day I mark the first of many agreements that I will have with this land and its people.\"""
627,"GemcuttersPromise",42337,"<size:29>{\""I swore to use my position to help the people. What good is power when it just accumulates on the already-powerful?\"" - Erasmus, Imperial Gemcutter}"
628,"TheCelestialJusticar",21101,"Wrapped in the glory of the heavens, she comes to mete out justice for the fallen."
629,"TheChainsThatBind",41087,"Scarier than any criminal is an innocent man in chains, for when he breaks free, his revenge will be justified."
630,"TheArtist",64384,"\""Paint, metal, flesh... A true artist does not limit himself.\"" - Malachai the Soulless"
631,"TheInventor",27325,"Jump right in, \r\nBut beware \r\nOf things broken \r\nOr beyond compare."
632,"ThePackLeader",65235,"Become the leader you were born to be."
633,"JackInTheBox",52905,"Turn the crank, \r\nclose your eyes, \r\nand pray to the gods \r\nfor a pleasant surprise."
634,"TheUnion",39393,"On the 21st of Eterni, \r\ntwo become one, \r\ntheir light outshines \r\nthe setting sun."
635,"TheQueen",56268,"The power of the world, \r\nlies upon your hands."
636,"Humility",22285," "
637,"TheExplorer",59391,"A map is only useful if you know where you stand."
638,"TheSpoiledPrince",4868,"A boy who grows up with everything learns to appreciate nothing."
639,"TheBetrayal",18747,"It's sad times we live in when a friendship has a price people are willing to pay."
640,"TheFlorasGift",21441,"Sturdy and strong,\r\ngrown from the stream.\r\nThe Flora that live here,\r\nA combatant's dream."
641,"TheSiren",36834,"<size:26>{At the beck and call\r\nof The Siren's hand,\r\nwinter ravages\r\nthe trembling land,\r\nand the weight of ice that binds\r\nwill break the strongest of minds.}"
642,"TheOneWithAll",42512,"<size:26>{Embrace death to honour the lost,\r\nno fear in life no matter the cost. \r\nWith one of all we are, \r\nand all of one we trust, \r\nthroughout past, present and future... be just.}"
643,"TheLastOneStanding",6807,"The strongest emerge from suffering. The toughest bear the most scars. The sole survivor claims the greatest of rewards."
644,"DoedresMadness",30607,"\""Hold your tongue before I claim it.\"" - Doedre Darktongue"
645,"TheEncroachingDarkness",48121,"No matter where your dreams take you, Nightmare follows close behind."
646,"TheWrath",15975,"<size:31>{\""Daughter of catastrophe, mother of pain. Amongst the filth of Wraeclast, she wanders, and her wrath follows.\"" - Quintoon the Returned}"
647,"TheKingsBlade",12685,"<size:25>{\""To know for what you fight. To get up again when you've been struck down. To outmanoeuvre someone faster, trick someone smarter, crush someone stronger. That's what it takes to claim the crown.\""\r\n- Daresso, the King of Swords}"
648,"UniqueBootsDexInt4",19162,"Those Theopolis fatcats put a price on our heads.\r\nLet's see what they'll pay for their own. "
649,"UniqueBootsStrDex5",5748,"Corruption sweeps across this land,\r\nbut our bloodline is clear.\r\nIt is our duty to keep it so."
650,"UniqueBootsStr3",46250,"Our home was swallowed beneath \r\nthe great mountain for our complacency. \r\nNow we must prove our value to the Molten One \r\nby sating his hunger for life."
651,"UniqueShieldStr5",19816,"The problem with working fresh trolltimber:\r\nby the time you've carved out one end, \r\nthe other has sprouted fresh roots!"
652,"UniqueTwoHandMace8",4447,"His flesh had long turned to dust,\r\nbut his vengeance lived on\r\nin every scrap of iron he touched."
653,"UniqueHelmetDexInt6",40502,"A lightless world\r\na silent reign\r\ntwo sightless eyes\r\nfeed on your pain."
654,"QuestMalachaisHeart",65464,"My heart forces blood through my veins.\r\nBut one who may bleed may die, and\r\ndeath is no fitting end to genius."
655,"QuestMalachaisLungs",62638,"My lungs breathe the same air as\r\nthe foolish and the weak. May I be\r\nyet another step removed from them."
656,"QuestMalachaisEntrails",57768,"My organs tether me to mortality\r\nlike a chain. This chain holds me\r\nfrom my true potential."
657,"QuestTukohamasTooth",56797,"\""The belly cannot hunger for what the eyes cannot see.\""\r\n - Karui Proverb"
658,"QuestValakosJaw",26856,"\""One day you eat the fish. One day you feed the fish.\""\r\n - Karui Proverb"
659,"QuestHinekorasHair",12870,"\""What we steal in life we repay in death.\""\r\n - Karui Proverb"
660,"UniqueHelmetInt10",40909,"An angry god is one thing, \r\nbut you should really fear a god \r\nwith an unpredictable sense of humour."
661,"UniqueRing38",24634,"Leave the world in flames behind you."
662,"UniqueRing38x_",56303,"\""The flames raced through Lab Five with incredible speed, but were extinguished\r\njust as quickly. This could have been much worse.\"" \r\n- Lead Researcher Ksaret"
663,"UniqueClaw10",27463,"What drives us to kill, to carve and to shred?\r\nWhat drives us to drink the seething souls of the dead?\r\nWhat drives us to love and to hold, but still go amiss?\r\nWhat drives us to leave this world for the Abyss?"
664,"UniqueClaw10x",39755,"\""Test subject was able to survive the entire process simply by shouting epithets at\r\nthe researcher. Researcher's feelings were slightly injured.\"" \r\n- Researcher Graven"
665,"WIP",23785,"Work in progress"
666,"UniqueBootsInt6",56911,"To fight an enemy on their lands is a tactical mistake. \r\nMake those lands your own, and the mistake becomes theirs."
667,"UniqueShieldStrInt8",15190,"Be not blinded by the light."
668,"UniqueRing39",36302,"A man who changes his loyalties often,\r\nsoon finds he has none."
669,"UniqueFlask10",16205,"Let blood sear in your veins, \r\nLet the pain push outwards and turn away your enemy's blows."
670,"Talisman1_1",56498,"The First Ones stalk with us\r\nupon this lifelong hunt,\r\nand cast their contempt\r\nupon those that would make us their prey.\r\n- The Wolven King"
671,"Talisman1_2",18372,"The civilised man must wrestle\r\nwith the demands of heart and mind.\r\nThe First Ones share no such struggle.\r\nFor their Spirit is swift and deadly certain.\r\n- The Wolven King\r\n"
672,"Talisman1_3",47069,"The fire of the hearth is a docile dog,\r\nleashed and tamed.\r\nThe fire of the First Ones is a ravening wolf,\r\nwild and free.\r\n- The Wolven King\r\n"
673,"Talisman1_4",29877,"The First Ones thundered over Ezomyr\r\nupon hooves of grey and black.\r\nThe people felt their stamping rage\r\nand cowered as the fury rained down.\r\n- The Wolven King"
674,"Talisman1_5",12744,"We have basked in the cloying warmth of servitude.\r\nNow the First Ones harden us\r\nagainst the numbing chill of despair\r\nso that freedom will not slip through our trembling fingers.\r\n- The Wolven King"
675,"Talisman1_6",12113,"I stood among the stones\r\nAnd called out to the First Ones;\r\nThat with tooth and mighty claw,\r\nThey should tear our enemies asunder.\r\n- The Wolven King"
676,"Talisman1_7",19909,"The Empire poisons our blood with sweet wine.\r\nPoisons our flesh with silk.\r\nPoisons our minds with civil lies.\r\nPoisons our children with servitude.\r\n- The Wolven King "
677,"Talisman1_8",49474,"'Sleep when you are weary,' our mothers told us.\r\n'Sleep when you are dead,' our fathers told us.\r\nTo the First Ones, the slumbering and the corpse\r\nare one and the same.\r\n- The Wolven King"
678,"Talisman1_9",26690,"To catch a big fish you need tempting bait. \r\nAnd there is no fish bigger than the Empire,\r\nand no bait as tempting as Ezomyr.\r\n- The Wolven King"
679,"UniqueAmulet24",34418,"Shackled fires dance about;\r\nMight within from force without."
680,"UniqueJewel56",11697,"The prisoners of the empire raised their shackled hands.\r\nBegging to be delivered from Corruption.\r\nThe rebellion smote their chains,\r\nAnd gave them the freedom to choose corruption for themselves."
681,"UniqueJewel57",36238,"Ondar not only betrayed his emperor,\r\nHe betrayed his friend.\r\nAnd in his dying moments, Chitus ensured,\r\nThat Ondar felt the full weight of his guilt."
682,"UniqueJewel58",16337,"With a fire burning brash in his golden eye,\r\nMarceus fired his arrow into the pitch-dark sky,\r\nAnd seared the hope of surprise,\r\nFrom Kaom's skulking horde."
683,"UniqueJewel59",18770,"The Sekhema rode to the mountain,\r\nWith her tribe, devoted and strong.\r\nAnd sewed shut the mouth of nightmare,\r\nSo that it would not consume her world."
684,"UniqueJewel60",48661,"Maligaro understood that devotion to science,\r\nMeans devotion to trial and error.\r\nFor Maligaro's errors, death was slow,\r\nAnd very painful."
685,"UniqueBelt15",61538,"Our forefathers danced and drank and ate their fill\r\nand did not honour the First Ones for their gifts.\r\nSo the First Ones filled the sky with fire."
686,"UniqueBelt16",26702,"After the Great Fire, the land lay barren\r\nand our forefathers grew weak.\r\nMother Gull took pity on them\r\nand gave them grain and water."
687,"UniqueBelt17",27090,"But the grain grew twisted and the water turned dark\r\nand those who partook of Mother Gull's gift\r\nbirthed monsters that fed \r\non the flesh of one another."
688,"TheTrial",64281,"You cannot journey to new lands until you have the courage to leave the safety of home."
689,"TheGentleman",62224,"\""Axes and mauls are so uncivilised. A good clean cut to the neck with a sharp blade, that's the Sarn way!\"""
690,"HouseOfMirrors",27434,"What do you see in the mirror?"
691,"WealthAndPower",53256,"<size:31>{The greatness of a man is not in how much wealth or power he acquires, but in his integrity and his ability to positively affect those around him.}"
692,"TheCatalyst",30262,"Simple actions can lead the world to an early grave."
693,"TheVast",5216,"<size:30>{Can you hear the siren's calls,\r\nJust beyond the sea?\r\nA voice which hearts\r\nof men enthralls,\r\nI too am hooked to thee.}"
694,"GiftOfTheGemlingQueen",10986,"Our Lady Dialla,\r\nas a symbol of our progress,\r\nshines greater than all the gems."
695,"TheDragonsHeart",6232,"They say when a dragon dies, the flesh smoulders and burns until all that remains is the still, white-hot, heart."
696,"TheFox",55576,"\""Masters of wit, strength and cunning. To survive the harsh winters, you must be like the fox.\""\r\n- Ezomyte Proverb"
697,"TheDoppelganger",11827,"Upon seeing her face, I am terrified—the moon shows me my own form!"
698,"TheSurvivalist",11157,"A lucky number \r\nFor us all \r\nTo help us through \r\nThe perils told."
699,"Death",26309,"<size:31>{The end of the old,\r\nthe beginning of the new.\r\nA unique opportunity for transformation,\r\nfor those with the power\r\nto grasp it.}"
700,"GraveKnowledge",14463,"The dead tell me great insights. They've had nothing but time to sit and think."
701,"TheJester",53978,"<size:25>{Summoned for the King's desire,\r\nsoon applause came from the court.\r\nHowever insanity was his only sire,\r\nso the King's reign was cut short.}"
702,"TheMercenary",37053,"Loyalty can be bought. Just make sure you know who the buyer is."
703,"TheInoculated",42531,"Chaos spread, wreaking havoc and death. They said none would be spared, and yet here I stand."
704,"Loyalty",37046,"Bound by fate,\r\ninseparable by choice."
705,"PrideBeforeTheFall",18997,"<size:27>{As Kaom slew the last of his kin,\r\nsomething deep inside him broke.\r\nAnd through the cracks, corruption,\r\npure and black, spread forth.}"
706,"Audacity",14610,"<size:27>{A jolt, and it moves. Or smolders.\r\nA current, and it lives. Or dies.\r\nA surge, and it transcends.\r\nOr... not.\r\nOnly one way to find out.}"
707,"AssassinsFavor",27808,"By the time their eyes meet, \r\nthe dark deal has long since been made, \r\nand his fate long since sealed."
708,"HuntersResolve",778,"Primed, curved and sleek.\r\nDecisive and final.\r\nFor malice and righteousness.\r\nThere's but one solution."
709,"ScholarOfTheSeas",30924,"I've never come upon a ship I could not command. I have however met sailors that were not willing to be led."
710,"TheConduit",37833,"The path to godhood is guided by the hand of sacrifice."
711,"TheTower",34707,"A tower built of the strongest stone is not eternal; a towering intellect is not enlightened."
712,"UniqueAmulet25",8917,"Combat is simple.\r\nKeep your blood in.\r\nTake theirs out."
713,"UniqueTwoHandAxe10",40973,"When a craving cannot be sated, any source will do."
714,"UniqueFlask11",38589,"The great city of storms, washed away by Vinktar's thirst for power."
715,"UniqueShieldInt6",23580,"Those who are skilled in combat do not become angered.\r\nThose who are skilled at winning do not become afraid. \r\nThus the wise win before they fight, \r\nwhile the ignorant fight to win."
716,"UniqueBootsInt7",41366,"The quick die young, the brilliant go mad,\r\nand the powerful stand alone in a wasteland of their own creation."
717,"UniqueJewel61",61141,"There's no motivation for genius\r\nquite like desperation."
718,"UniqueJewel61x",9590,"\""Prototype #298 must be contained in a non-conductive glass box at all times.\"""
719,"UniqueBow13",60509,"\""Exiled to the sea; what a joke. \r\nI'm more free than I've ever been.\""\r\n- Captain Weylam \""Rot-tooth\"" Roth of the Black Crest"
720,"UniqueGlovesStr6",21665,"Izaro was slow to see the treachery growing in his own court\r\nand powerless to stop it once he had;\r\na captain sailing his own ship into rocks."
721,"UniqueFlask12",15718,"Rancid, rotten, and wicked are those that dare to taste my serum."
722,"UniqueJewel62",39723,"When Voll took the throne,\r\nHe swore to care for the empire with eyes open.\r\nAnd so he looked to the salvation of his people,\r\nBlind to the damnation in his hands."
723,"UniqueJewel63",18689,"From north to south the sea of fire swept,\r\nRolling waves of gorging flame,\r\nGrowing taller and hungrier,\r\nWith every land they consumed."
724,"UniqueJewel64",57661,"As a boy, Rigwald was taught to hunt,\r\nThrough the first snows of winter,\r\nWhen beasts have gorged their fill,\r\nAnd see nothing but the long slumber ahead."
725,"UniqueJewel65",59481,"The Purity Rebels fought with heart and soul,\r\nTo free their empire from corruption.\r\nAnd the fires of war did merely serve,\r\nTo temper the steel of their spirits."
726,"UniqueStaff15",39746,"\""They spent a lifetime in the service of God, \r\nonly to spend eternity in the service of me.\"" \r\n- Kadavrus, Surgeon to the Umbra"
727,"TestingRing1_",48367,"546"
728,"TestingAxe1",12841,"547"
729,"TestingRing2",36914,"548"
730,"TestingRing3",24216,"549"
731,"TestingRing4",8441,"550"
732,"UniqueWand11",27340,"We forge order from the world around us\r\nWielding anarchy and destruction as our tools of genesis."
733,"UniqueGlovesStrDex7",50193,"Those who witness the shimmering scales of the wyrm\r\nknow only fear for the rest of their lives.\r\nFortunately, the rest of their lives\r\ncan be measured in seconds."
734,"UniqueSceptre11",45482,"Thousands gazed upon the doors of the great labyrinth,\r\nat an Eternal Champion in steel and gold, \r\nThe first to challenge its treacherous traps. \r\nTo mark the occasion, Izaro had the Champion's remains gilded."
735,"UniqueJewel66",40594,"The once-glorious emperor spent his final days\r\nimprisoned in his greatest creation;\r\na tool to filter out the unworthy\r\nthat pushed a monster to power."
736,"TheTwins",19020,"Two sides of a coin;\r\nHeads for a friend,\r\ntails a foe;\r\nGemini toss up"
737,"AnarchysPrice",6666,"<size:31>{Born of relentless fury and abhorrence, warped by turmoil and anguish, tainted through desire and carnality, I thirst for bloodshed once more.}"
738,"TheLich",59306,"When the dead raise and master their own, the land is truly lost."
739,"TheThaumaturgist",47884,"<size:31>{\""Mastery of thaumaturgy is like any other pursuit; it requires dedication and sacrifice. Sometimes several sacrifices.\""\r\n- Shavronne of Umbra}"
740,"TheAesthete",7200,"\""Some see our mortal flesh as a limitation. I see it as an opportunity for vast, miraculous improvements.\""\r\n- Shavronne of Umbra"
741,"TheEnlightended",2367,"Weaving the six,\r\na serpent stands tall.\r\nWearing a crown,\r\nthe thousand petals call."
742,"HuntersReward",7735,"To tame a beast, you first must subdue its heart."
743,"TheFletcher",18779,"Let these fine arrows pack a punch."
744,"TheSurveyor",56405,"Exploring lands made of flesh and sorrow, we'll reap and plunder like there's no tomorrow."
745,"BowyersDream",60536,"If this is my dream, I don't wish to wake."
746,"TheSurgeon",33308,"\""He might be lacking in vision, but his virtuosity is undeniable.\""\r\n- Malachai, on Maligaro"
747,"VolatilePower",62918,"Unlimited power is apt to corrupt the minds of those who possess it."
748,"LastHope",5956,"<size:31>{As their civilisation crumbled, the Vaal looked to their queen. In her, they saw a way out. In them, she saw a burden she was happy to free herself from.}"
749,"Hubris",22241,"\""This one? It is NOT for sale. You would sooner pry it from my lifeless hand.\""\r\n- Jonfé Darontos, Ringmaker"
750,"BlindVenture",47037,"\""It's risky not knowing where your wares come from. That's why I source my own.\""\r\n- Klayver, the Antiquarian"
751,"MercilessArmament",57599,"\""Through thick and thin,\r\nblood and bone,\r\na peaceful life\r\nis one I can't condone.\""\r\n- Tukohama, Father Of War"
752,"TheCartographer",56198,"<size:31>{My son, you lost your way before you arrived.\r\nTo never lose you again,\r\nI make a path in my heart.}"
753,"UniqueOneHandSword14",33378,"\""With this, I will weave the threads of fate \r\ninto a noose for our 'glorious' emperor.\""\r\n- Chitus Perandus"
