"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","HASH32","CannotBeSupported","LifeLeech","CastTime","ActiveSkill","IgnoreMinionTypes","CooldownNotRecoverDuringActive","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool","RegularVariant","bool","i32","i32","i32","bool","StatSet","AdditionalStatSets","Audio","CostTypes","bool","[i32]","i32","SupportWeaponRestrictions"
1494,"MPABaronHumanEpicThrustProj","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1638,[],"",[],1,[],-1,[]
1495,"MPSSandGolemancerProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1639,[],"",[],1,[],-1,[]
1496,"MPWDrudgeExplosiveGrenade","",[],"",[],[],"",0,"",2,1000,44,"","",[],22,"","","","",0,0,0,"",1640,[],"",[],1,[],-1,[]
1497,"MPWDrudgeExplosiveGrenadeLong","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1640,[],"",[],1,[],-1,[]
1498,"MPWTitanBossRockSpray","",[],"",[],[],"",0,"",2,1000,44,"","",[],16,"","","","",1122,0,0,"",1641,[],"",[],1,[],-1,[]
1499,"MPWTitanBossRockThrow","",[],"",[],[],"",0,"",2,1000,45,"","",[],21,"","","","",1123,0,0,"",1642,[],"",[],1,[],-1,[]
1500,"MPSBaronBossCorruptWolfIceBreath","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1643,[],"",[],1,[],-1,[]
1501,"MPWPerennialKingGlassSpearToss","",[],"",[],[],"",0,"",2,1000,44,"","",[],46,"","","","",0,0,1015,"",1644,[],"",[],1,[],-1,[]
1502,"MPWPerennialKingObsidianMinigun","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,1015,"",1645,[],"",[],1,[],-1,[]
1503,"MPSDoryaniHumanBossFireballPrimary","",[],"",[],[],"",0,"",2,1000,173,"","",[],502,"","","","",0,0,0,"",1646,[],"",[],1,[],-1,[]
1504,"MPSDoryaniHumanBossFireballSecondary","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",0,0,0,"",1647,[],"",[],1,[],-1,[]
1505,"MPSDoryaniHumanBossCrystalTossLeft","",[],"",[],[],"",0,"",2,1000,173,"","",[],492,"","","","",0,0,0,"",1648,[],"",[],1,[],-1,[]
1506,"MPSDoryaniHumanBossCrystalTossRight","",[],"",[],[],"",0,"",2,1000,173,"","",[],493,"","","","",0,0,0,"",1649,[],"",[],1,[],-1,[]
1507,"MPAViperLegionnaireClawToss","",[],"",[],[],"",0,"",2,1000,44,"","",[],25,"","","","",0,0,0,"",1650,[],"",[],1,[],-1,[]
1508,"ViperNapuatziLightningSpear","",[],"",[],[],"",0,"",2,1000,826,"","",[],27,"","","","",1,0,0,"",1651,[1675],"",[],1,[],-1,[]
1509,"MPSVoodooKing2SpellProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1652,[],"",[],1,[],-1,[]
1510,"MPSVoodooKing3SpellProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1653,[],"",[],1,[],-1,[]
1511,"MMSSummonScarabs","",[],"",[],[],"",0,"",2,1000,192,"","",[],21,"","","","",1080,0,0,"",1654,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ConstantSG",[],1,[],-1,[]
1512,"MPWBalbalaKnifeSummon","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,0,"",1655,[],"",[],1,[],-1,[]
1513,"MPWBalbalaPoisonKnife","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,0,"",1656,[],"",[],1,[],-1,[]
1514,"MPSPlagueNymphRailGun","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1657,[],"",[],1,[],-1,[]
1515,"MPWProcessionBowFireArrow","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1658,[],"",[],1,[],-1,[]
1516,"MPSVaalHumanoidPyramidHandsGrenade","",[],"",[],[],"",0,"",2,1000,173,"","",[],35,"","","","",0,0,0,"",1659,[],"",[],1,[],-1,[]
1517,"MPSVaalHumanoidShieldLegsGrenade","",[],"",[],[],"",0,"",2,1000,173,"","",[],35,"","","","",0,0,0,"",1660,[],"",[],1,[],-1,[]
1518,"MPSVaalHumanoidCannonNapalmMiniBlob","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1661,[],"",[],1,[],-1,[]
1519,"MPSUndeadMarakethPriestMagmaOrb","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1662,[],"",[],1,[],-1,[]
1520,"MPAMudBurrowerVomitProj","",[],"",[],[],"",0,"",2,1000,44,"","",[],32,"","","","",1118,0,0,"",1663,[],"",[],1,[],-1,[]
1521,"MPSBloodBatherFlailFireBall","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1664,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
1522,"MPSVaalStormcallerBouncingLightning","",[],"",[],[],"",0,"",2,1000,173,"","",[],35,"","","","",0,0,0,"",1665,[],"",[],1,[],-1,[]
1523,"MPSCauldronCroneBasic","",[],"",[],[],"",0,"",2,1000,173,"","",[],28,"","","","",0,0,0,"",1666,[],"",[],1,[],-1,[]
1524,"MPSChimeraWetlandsBossLightningBreath","",[],"",[],[],"",0,"",2,1000,173,"","",[],43,"","","","",0,0,0,"",1667,[],"",[],1,[],-1,[]
1525,"MPSChimeraUltimatumBossLightningBreath","",[],"",[],[],"",0,"",2,1000,173,"","",[],43,"","","","",0,0,0,"",1667,[],"",[],1,[],-1,[]
1526,"MPSChimeraWetlandsBossChaosSpray","",[],"",[],[],"",0,"",2,1000,173,"","",[],36,"","","","",0,0,0,"",1668,[],"",[],1,[],-1,[]
1527,"MPSChimeraWetlandsBossChaosSprayPillar","",[],"",[],[],"",0,"",2,1000,173,"","",[],36,"","","","",0,0,0,"",1669,[],"",[],1,[],-1,[]
1528,"MPAVaalGoliathLivingCannisterCrystal","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1670,[],"",[],1,[],-1,[]
1529,"MPAVaalAxeThrowerAxe","",[],"",[],[],"",0,"",2,1000,44,"","",[],25,"","","","",0,0,0,"",1671,[],"",[],1,[],-1,[]
1530,"MPADoryaniCrabLegToss","",[],"",[],[],"",0,"",2,1000,44,"","",[],28,"","","","",0,0,0,"",1672,[],"",[],1,[],-1,[]
1531,"MPSDoryaniCrabLightningCage","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1673,[],"",[],1,[],-1,[]
1532,"MPSDoryaniCrabLightningCageCorrupt","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1674,[],"",[],1,[],-1,[]
1533,"MPSTheTrialMasterFireProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1676,[],"",[],1,[],-1,[]
1534,"MPSTheTrialMasterColdProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1677,[],"",[],1,[],-1,[]
1535,"MPSTheTrialMasterLightningProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1678,[],"",[],1,[],-1,[]
1536,"SilentSpiresApparitionThrowLightning","",[],"",[],[],"",0,"",2,1000,277,"","",[],1,"","","","",2,11,0,"",1679,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ClawSG",[],1,[],-1,[]
1537,"SilentSpiresApparitionThrowLightningLeft","",[],"",[],[],"",0,"",2,1000,277,"","",[],3,"","","","",1,12,0,"",1680,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ClawSG",[],1,[],-1,[]
1538,"MPSSilentSpiresApparitionPortalBallLightningLeft","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1681,[],"",[],1,[],-1,[]
1539,"MPSSilentSpiresApparitionPortalBallLightningRight","",[],"",[],[],"",0,"",2,1000,173,"","",[],22,"","","","",0,0,0,"",5531,[],"",[],1,[],-1,[]
1540,"MPSSilentSpiresApparitionPortalBallLightningCentre","",[],"",[],[],"",0,"",2,1000,173,"","",[],27,"","","","",0,0,0,"",5532,[],"",[],1,[],-1,[]
1541,"MPSSilentSpiresApparitionTemporalChainsLightning","",[],"",[],[],"",0,"",2,1000,173,"","",[],37,"","","","",0,0,0,"",1682,[],"",[],1,[],-1,[]
1542,"MPSSilentSpiresApparitionPortalBallLightningSingle","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1683,[],"",[],1,[],-1,[]
1543,"SOSilentSpiresApparitionElipticalOrbitBall","",[],"",[],[],"",0,"",2,1000,364,"","",[],40,"","","","",1060,0,0,"",1684,[],"",[],1,[],-1,[]
1544,"MPSViperNapuatziPoisonSpray","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",0,0,0,"",1685,[],"",[],1,[],-1,[]
1545,"MPSTheTrialMasterOmegaBolt","",[],"",[],[],"",0,"",2,1000,173,"","",[],41,"","","","",0,0,0,"",1686,[],"",[],1,[],-1,[]
1546,"MPSTheTrialMasterOmegaBoltTriggered","",[],"",[],[],"",0,"",2,1000,173,"","",[],28,"","","","",0,0,0,"",1687,[],"",[],1,[],-1,[]
1547,"MPSBreachEliteFallenLunarisMonsterChaosSpark","",[],"",[],[],"",0,"",2,1000,173,"","",[],3,"","","","",0,0,0,"",1688,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
1548,"MPWScorpionBossPoisonSpray","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1689,[],"",[],1,[],-1,[]
1549,"MPSBreachEliteBoneProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1690,[],"",[],1,[],-1,[]
1550,"MPSBreachElitePaleEliteSpiritBomb","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1691,[],"",[],1,[],-1,[]
1551,"MPSBreachBossFlickProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1692,[],"",[],1,[],-1,[]
1552,"MPSDemonClawBossFireball","",[],"",[],[],"",0,"",2,1000,173,"","",[],25,"","","","",0,0,0,"",1693,[],"",[],1,[],-1,[]
1553,"MPSDemonClawBossWingBombMega","",[],"",[],[],"",0,"",2,1000,173,"","",[],33,"","","","",0,0,0,"",1694,[],"",[],1,[],-1,[]
1554,"MPSDemonClawBossWingBombsMini","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",0,0,0,"",1695,[],"",[],1,[],-1,[]
1555,"MPSViperNapuatziProjectileBarrage","",[],"",[],[],"",0,"",2,1000,173,"","",[],26,"","","","",0,0,0,"",1696,[],"",[],1,[],-1,[]
1556,"MPSBreachBossTulProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],26,"","","","",0,0,0,"",1697,[],"",[],1,[],-1,[]
1557,"MPSBreachBossMultiFlick","",[],"",[],[],"",0,"",2,1000,173,"","",[],27,"","","","",0,0,0,"",1698,[],"",[],1,[],-1,[]
1558,"MPSChaosGodTriHeadLizardBasicProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1699,[],"",[],1,[],-1,[]
1559,"MPWScorpionBossPoisonDartTrap","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1700,[],"",[],1,[],-1,[]
1560,"MPWSanctumDartTrap","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1701,[],"",[],1,[],-1,[]
1561,"MPSRattlecageVolcano","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",1213,0,0,"",1702,[],"",[],1,[],-1,[]
1562,"MPSChimeraWetlandsBossFireballPillar","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1703,[],"",[],1,[],-1,[]
1563,"MPSTheTrialMasterOmegaBoltNormal","",[],"",[],[],"",0,"",2,1000,173,"","",[],28,"","","","",0,0,0,"",1704,[],"",[],1,[],-1,[]
1564,"MPSBreachBossHeadFireball","",[],"",[],[],"",0,"",2,1000,173,"","",[],25,"","","","",0,0,0,"",1705,[],"",[],1,[],-1,[]
1565,"MPSUltimatumTurretFireProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1706,[],"",[],1,[],-1,[]
1566,"MPSRattlecageVolcanoNova","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",1213,0,0,"",1707,[],"",[],1,[],-1,[]
1567,"GSSilentSpiresApparitionTemporalChainsLightningImpact","",[],"",[],[],"",0,"",2,1000,316,"","",[],"","","","","",11004,0,0,"",1708,[],"",[],1,[],-1,[]
1568,"MPSShrineCold","",[],"",[],[],"",0,"",2,1000,173,"","",[],47,"","","","",0,0,0,"",1709,[],"",[],1,[],-1,[]
1569,"MPSShrineColdPlayer","",[],"",[],[],"",0,"",2,1000,173,"","",[],47,"","","","",0,0,0,"",1710,[],"",[],1,[],-1,[]
1570,"MPSDemonClawBossPulsingBall","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",0,0,0,"",1711,[],"",[],1,[],-1,[]
1571,"MPWMonsterLightningArrow","",[],"",[],[],"",0,"",2,1000,44,"","",[],417,"","","","",1145,0,0,"",1712,[],"",[],1,[],-1,[]
1572,"MPWTriHeadLizardPosionSpray","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",1107,0,0,"",1713,[],"",[],1,[],-1,[]
1573,"MPWBreachBatSpineProjectile","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1714,[],"",[],1,[],-1,[]
1574,"MPSMonsterModBombardier","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1715,[],"",[],1,[],-1,[]
1575,"MPSUltimatumTurretLightningProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1716,[],"",[],1,[],-1,[]
1576,"MPSUltimatumTurretLightningProjectileUpgraded","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1717,[],"",[],1,[],-1,[]
1577,"MPSUltimatumTurretFireballPrimary","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1718,[],"",[],1,[],-1,[]
1578,"MPSUltimatumTurretFireballSecondary","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",0,0,0,"",1719,[],"",[],1,[],-1,[]
1579,"MPSDruidicFungusZombieTreeHollowProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1720,[],"",[],1,[],-1,[]
1580,"MPSDruidicFungusZombieTreeHollowBarrage","",[],"",[],[],"",0,"",2,1000,173,"","",[],23,"","","","",0,0,0,"",1721,[],"",[],1,[],-1,[]
1581,"MPWBreachBossSpiderWeb","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1722,[],"",[],1,[],-1,[]
1582,"MPSColdEssenceProjectileNova","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",1048,0,0,"",1723,[],"",[],1,[],-1,[]
1583,"MPSColdEssenceDeliveryProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1724,[],"",[],1,[],-1,[]
1584,"MPSSanctumHazardPortalProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",0,0,0,"",1725,[],"",[],1,[],-1,[]
1585,"MPWBlackStriderWebProjectile","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,0,"",1726,[],"",[],1,[],-1,[]
1586,"MPWBlackStriderWebProjectileSanctum","",[],"",[],[],"",0,"",2,1000,44,"","",[],33,"","","","",0,0,0,"",1727,[],"",[],1,[],-1,[]
1587,"MPSAttributeEssenceCrystalProj","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1728,[],"",[],1,[],-1,[]
1588,"MPSTheTrialMasterOmegaBoltTimeStop","",[],"",[],[],"",0,"",2,1000,173,"","",[],41,"","","","",0,0,0,"",1729,[],"",[],1,[],-1,[]
1589,"MPSSanctumShellMonsterVolcano","",[],"",[],[],"",0,"",2,1000,173,"","",[],"","","","","",0,0,0,"",1730,[],"",[],1,[],-1,[]
1590,"MPSAncestralTotemSpiritSoulCasterProjectile","",[],"",[],[],"",0,"",2,1500,173,"","",[],26,"","","","",0,0,0,"",1731,[],"",[],1,[],-1,[]
1591,"MPSOmnitectTurretProj","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1732,[],"",[],1,[],-1,[]
1592,"MPWHellscapePaleBossSnipe","",[],"",[],[],"",0,"",2,1000,44,"","",[],53,"","","","",0,0,45,"",1733,[],"",[],1,[],-1,[]
1593,"MPWHellscapePaleBossAxeToss","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,46,"",1734,[],"",[],1,[],-1,[]
1594,"MPWHellscapePaleBossAxeToss2","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,46,"",1735,[],"",[],1,[],-1,[]
1595,"MPSSanctumWispProj","",[],"",[],[],"",0,"",2,1500,173,"","",[],21,"","","","",1393,0,0,"",1736,[],"Audio/Sound Effects/Combat/OnHit/Monster/OnHit_ElementalSG",[],1,[],-1,[]
1596,"MPWSpiresBurrowerSpitSanctum","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1737,[],"",[],1,[],-1,[]
1597,"MPSStrongboxChaosProjectile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1738,[],"",[],1,[],-1,[]
1598,"MPSHellscapeDemonVolcano","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1739,[],"",[],1,[],-1,[]
1599,"MPSVoodooKing3EmergeBomb","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1740,[],"",[],1,[],-1,[]
1600,"MPWSanctifiedTentacleProjectile","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1741,[],"",[],1,[],-1,[]
1601,"MPWWildBreachBossFingerProjectile","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1742,[],"",[],1,[],-1,[]
1602,"MPSVoodooKingRatnadoRatMissile","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1743,[],"",[],1,[],-1,[]
1603,"MPWCleansedMonstrosityRailgun","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1744,[],"",[],1,[],-1,[]
1604,"MPSPlayerMonsterModBombardier","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1745,[],"",[],1,[],-1,[]
1605,"MPWSanctifiedSpiderSpit","",[],"",[],[],"",0,"",2,1000,44,"","",[],21,"","","","",0,0,0,"",1746,[],"",[],1,[],-1,[]
1606,"MPSSpookyWraithPortalNova","",[],"",[],[],"",0,"",2,1000,173,"","",[],37,"","","","",0,0,0,"",1747,[],"",[],1,[],-1,[]
1607,"MPWqwe_MPSqwe_MPAqwe_NEW_ENTRIES_GO_ABOVE_ME","",[],"",[],[],"",0,"",2,1000,173,"","",[],21,"","","","",0,0,0,"",1748,[],"",[],1,[],-1,[]
1608,"BrutusSpikedGround","",[],"",[],[],"",0,"",2,1000,170,"","",[],23,"","","","",0,0,0,"",1749,[],"",[],1,[],-1,[]
1609,"BrutusGroundSlam","",[],"",[],[],"",0,"",2,1000,172,"","",[],"","","","","",0,0,0,"",1750,[],"",[],1,[],-1,[]
1610,"Heal","",[],"",[],[],"",0,"",2,1000,174,"","",[],"","","","","",0,0,0,"",1751,[],"",[],1,[],-1,[]
1611,"ArchnemesisConsecrate","",[],"",[],[],"",0,"",2,1000,179,"","",[],"","","","","",0,0,0,"",1752,[],"",[],1,[],-1,[]
1612,"ArchnemesisPoachersMark","",[],"",[],[],"",0,"",2,500,181,"","",[],"","","","","",0,0,0,"",1753,[],"",[],1,[],-1,[]
1613,"TreasureGolemSummonAnimatedWeapon","",[],"",[],[],"",0,"",2,1000,183,"","",[],"","","","","",0,0,0,"",1754,[],"",[],1,[],-1,[]
1614,"BatScreech","",[],"",[],[],"",0,"",2,1000,186,"","",[],"","","","","",0,0,0,"",1755,[],"",[],1,[],-1,[]
1615,"BatScreechGeometrySpell","",[],"",[],[],"",0,"",2,1000,316,"","",[],23,"","","","",398,0,0,"",1756,[],"",[],1,[],-1,[]
1616,"CorpseWheelCharge","",[],"",[],[],"",0,"",2,2750,5,"","",[],"","","","","",2,0,0,"",1757,[],"",[],1,[],-1,[]
1617,"IncursionMapDeviceWaterVortex","",[],"",[],[],"",0,"",2,1250,189,"","",[],"","","","","",0,4,0,"",1758,[],"",[],1,[],-1,[]
1618,"DesertLeaperDodgeLeftShort","",[],"",[],[],"",0,"",2,1000,191,"","",[],"","","","","",0,0,0,"",1759,[],"",[],1,[],-1,[]
1619,"DesertLeaperDodgeLeftMedium","",[],"",[],[],"",0,"",2,1000,191,"","",[],"","","","","",0,0,0,"",1760,[],"",[],1,[],-1,[]
1620,"DesertLeaperDodgeLeftFar","",[],"",[],[],"",0,"",2,1000,191,"","",[],"","","","","",0,0,0,"",1761,[],"",[],1,[],-1,[]
1621,"DesertLeaperDodgeRightShort","",[],"",[],[],"",0,"",2,1000,191,"","",[],"","","","","",0,0,0,"",1762,[],"",[],1,[],-1,[]
1622,"DesertLeaperDodgeRightMedium","",[],"",[],[],"",0,"",2,1000,191,"","",[],"","","","","",0,0,0,"",1763,[],"",[],1,[],-1,[]
1623,"DesertLeaperDodgeRightFar","",[],"",[],[],"",0,"",2,1000,191,"","",[],"","","","","",0,0,0,"",1764,[],"",[],1,[],-1,[]
1624,"KaruiSpiritDodgeLeft","",[],"",[],[],"",0,"",2,1000,190,"","",[],98,"","","","",0,0,0,"",1765,[],"",[],1,[],-1,[]
1625,"KaruiSpiritDodgeRight","",[],"",[],[],"",0,"",2,1000,190,"","",[],99,"","","","",0,0,0,"",1766,[],"",[],1,[],-1,[]
1626,"FallenGodBossDodgeFwd","",[],"",[],[],"",0,"",2,1000,190,"","",[],100,"","","","",0,0,0,"",1767,[],"",[],1,[],-1,[]
1627,"FallenGodBossDodgeBwd","",[],"",[],[],"",0,"",2,1000,190,"","",[],101,"","","","",0,0,0,"",1768,[],"",[],1,[],-1,[]
1628,"FallenGodBossDodgeLeft","",[],"",[],[],"",0,"",2,1000,190,"","",[],98,"","","","",0,0,0,"",1769,[],"",[],1,[],-1,[]
1629,"FallenGodBossDodgeRight","",[],"",[],[],"",0,"",2,1000,190,"","",[],99,"","","","",0,0,0,"",1770,[],"",[],1,[],-1,[]
1630,"EAADemonClawBossDodgeForwards","",[],"",[],[],"",0,"",2,1000,333,"","",[],100,"","","","",0,0,0,"",1771,[],"",[],1,[],-1,[]
1631,"EAADemonClawBossDodgeBackwards","",[],"",[],[],"",0,"",2,1000,333,"","",[],101,"","","","",0,0,0,"",1772,[],"",[],1,[],-1,[]
1632,"EAADemonClawBossDodgeLeft","",[],"",[],[],"",0,"",2,1000,333,"","",[],98,"","","","",0,0,0,"",1773,[],"",[],1,[],-1,[]
1633,"EAADemonClawBossDodgeRight","",[],"",[],[],"",0,"",2,1000,333,"","",[],99,"","","","",0,0,0,"",1774,[],"",[],1,[],-1,[]
1634,"VaalincursionMortar","",[],"",[],[],"",0,"",2,1200,192,"","",[],"","","","","",34,34,0,"",1775,[],"",[],1,[],-1,[]
1635,"IncursionGrenadeMortar","",[],"",[],[],"",0,"",2,1330,192,"","",[],"","","","","",37,0,0,"",1776,[],"",[],1,[],-1,[]
1636,"IncursionGrenadeMortarSecondary","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",38,0,0,"",1777,[],"",[],1,[],-1,[]
1637,"DelveMonkeyAzuriteMortar","",[],"",[],[],"",0,"",2,1100,192,"","",[],"","","","","",49,0,0,"",1778,[],"",[],1,[],-1,[]
1638,"DeliriumDemonPhysWeaponToss","",[],"",[],[],"",0,"",2,1000,193,"","",[],53,"","","","",113,0,0,"",1779,[],"",[],1,[],-1,[]
1639,"DeliriumDemonPhysWeaponTossUnique","",[],"",[],[],"",0,"",2,1000,193,"","",[],53,"","","","",113,0,0,"",1780,[],"",[],1,[],-1,[]
1640,"DeliriumBossPhysMortarSpray","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",115,0,0,"",1781,[],"",[],1,[],-1,[]
1641,"DeliriumMinionVomitMortar","",[],"",[],[],"",0,"",2,1000,44,"","",[],"","","","","",0,0,0,"",1782,[],"",[],1,[],-1,[]
1642,"DeliriumLightningBallBombard","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",118,0,0,"",1783,[],"",[],1,[],-1,[]
1643,"DeliriumLightningBallBombardTriggered","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",118,0,0,"",1784,[],"",[],1,[],-1,[]
1644,"DeliriumLightningBallBombardUnique","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",118,0,0,"",1785,[],"",[],1,[],-1,[]
1645,"DeliriumLightningBallBombardTriggeredUnique","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",118,0,0,"",1786,[],"",[],1,[],-1,[]
1646,"DeliriumCorpseMortar","",[],"",[],[],"",0,"",2,2500,192,"","",[],53,"","","","",119,0,0,"",1787,[],"",[],1,[],-1,[]
1647,"DeliriumSpikerDeathSpike","",[],"",[],[],"",0,"",2,1000,192,"","",[],"","","","","",120,0,0,"",1788,[],"",[],1,[],-1,[]
1648,"BlackStriderWebProjectile","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",1019,0,0,"",1789,[],"",[],1,[],-1,[]
1649,"BlackStriderMassMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",1018,0,0,"",1790,[],"",[],1,[],-1,[]
1650,"HarvestChieftainVolatileMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",133,0,0,"",1791,[],"",[],1,[],-1,[]
1651,"MMAHarvestSandspitterMortar","",[],"",[],[],"",0,"",2,1000,193,"","",[],21,"","","","",134,0,0,"",1792,[],"",[],1,[],-1,[]
1652,"MMAHarvestChieftainMoltenStrike","",[],"",[],[],"",0,"",2,1000,193,"","",[],"","","","","",137,0,0,"",1793,[],"",[],1,[],-1,[]
1653,"MMSHeistThugTNTThrow","",[],"",[],[],"",0,"",2,1200,192,"","",[],46,"","","","",146,0,0,"",1794,[],"",[],1,[],-1,[]
1654,"MMSHeistThugTNTThrowSpectre","",[],"",[],[],"",0,"",2,1200,192,"","",[],46,"","","","",146,0,0,"",1795,[],"",[],1,[],-1,[]
1655,"MMSHeistThugTNTThrowTrapper","",[],"",[],[],"",0,"",2,1200,192,"","",[],46,"","","","",146,0,0,"",1796,[],"",[],1,[],-1,[]
1656,"MMSHeistThugTNTThrowTrapperSpectre","",[],"",[],[],"",0,"",2,1200,192,"","",[],46,"","","","",146,0,0,"",1797,[],"",[],1,[],-1,[]
